cell_type,gene,DEG,pred,dmr,mcg_genebody,mch_genebody,atac,hic_loop,hic_abc_dmr,hic_abc_peak
Oligo_NN,Xpnpep3,0,0,0.1351311,0.27028793,0.13901411,0.10073812,0.07304044,0.14318539,0.13860296
Oligo_NN,Cramp1l,0,-1,0.083843276,0.10387879,0.086252525,0.36949942,0.18267925,0.08025006,0.093596675
Oligo_NN,Pafah2,0,0,0.10925276,0.21376847,0.099665046,0.10275301,0.14458065,0.16214795,0.16783215
Oligo_NN,Git2,0,-1,0.07691069,0.102443375,0.07912072,0.32398814,0.14837484,0.13419178,0.13497055
Oligo_NN,2700046G09Rik,0,-1,0.089679025,0.13591585,0.09225597,0.054978065,0.048472892,0.24282713,0.33587104
Oligo_NN,Fbxl3,0,0,0.1080617,0.12984854,0.11116687,0.10483469,0.18714094,0.1786824,0.18026479
Oligo_NN,Ccnjl,0,-1,0.04779447,0.062185116,0.04916784,0.60572314,0.025833638,0.12079847,0.08849727
Oligo_NN,Ppt2,0,-1,0.10745165,0.121823594,0.11053927,0.10559759,0.093188725,0.25172058,0.2096786
Oligo_NN,Dleu2,0,0,0.11316875,0.121784896,0.09417429,0.17950507,0.18479842,0.13264751,0.173921
Oligo_NN,Srd5a1,0,-1,0.08088793,0.09970556,0.08321224,0.32384494,0.10761512,0.18360977,0.12112438
Oligo_NN,Sfxn2,0,-1,0.110186264,0.12073334,0.11335247,0.091606416,0.23042096,0.14761718,0.18608335
Oligo_NN,Necap2,0,0,0.12160241,0.14069664,0.12509666,0.13906613,0.163109,0.13750657,0.17292248
Oligo_NN,Kdm5a,0,0,0.0684996,0.15185587,0.07046794,0.3252384,0.21808729,0.11259228,0.053258695
Oligo_NN,Zfp36l2,0,-1,0.13662252,0.16853262,0.23193777,0.06585182,0.13474002,0.028975116,0.23334019
Oligo_NN,Zfp384,0,0,0.098578736,0.13390876,0.10141141,0.07793368,0.20253578,0.17069942,0.21493223
Oligo_NN,Cs,0,-1,0.093355805,0.15087901,0.09603839,0.07658749,0.15813734,0.22445272,0.20054924
Oligo_NN,Tspan9,0,1,0.26496556,0.09562012,0.05064609,0.28447,0.17135759,0.070813894,0.06212673
Oligo_NN,Irf3,0,-1,0.11175534,0.13496812,0.114966646,0.07126937,0.12083677,0.17884953,0.26735428
Oligo_NN,Psmd3,0,-1,0.07595757,0.0935975,0.07814021,0.420391,0.041056227,0.103692174,0.18716535
Oligo_NN,Cpox,0,0,0.14637172,0.16592519,0.15057772,0.09744476,0.07911616,0.20278044,0.15778404
Oligo_NN,Sin3a,0,0,0.101190075,0.12916562,0.10409778,0.10218692,0.19335306,0.1829796,0.18702693
Oligo_NN,Kctd8,0,-1,0.05854761,0.08989684,0.060229987,0.6040009,0.031645883,0.08307035,0.072608426
Oligo_NN,Thsd7a,0,-1,0.045619592,0.10718475,0.046930477,0.5036383,0.11128487,0.10252178,0.082820244
Oligo_NN,Ccdc167,0,0,0.12152044,0.20597853,0.105412744,0.16855691,0.21106404,0.12164275,0.065824516
Oligo_NN,Syncrip,0,0,0.11693825,0.13168487,0.12029848,0.10023721,0.06320692,0.28864294,0.17899127
Oligo_NN,Rasa1,0,1,0.1259664,0.1581545,0.12958607,0.18011372,0.06808677,0.13484947,0.20324309
Oligo_NN,Ncor1,0,1,0.091874175,0.18351737,0.09451419,0.19506566,0.2517773,0.06892667,0.11432458
Oligo_NN,Mmadhc,0,0,0.08793337,0.10264446,0.09046013,0.061948895,0.23831972,0.12606123,0.29263216
Oligo_NN,Mtg2,0,-1,0.13879973,0.16636051,0.14278814,0.13939735,0.075023375,0.037294418,0.30033654
Oligo_NN,Vps54,0,0,0.089239754,0.12894145,0.091804065,0.2051048,0.19126995,0.14204949,0.15159054
Oligo_NN,Nit1,0,-1,0.100119926,0.11851539,0.10299688,0.06383131,0.09828407,0.21235177,0.3039007
Oligo_NN,Cep83,0,1,0.10722393,0.23342566,0.11030502,0.10489458,0.17288657,0.10251035,0.16875388
Oligo_NN,Insig2,0,0,0.109661415,0.14216763,0.11281254,0.12256122,0.05927368,0.21552306,0.23800044
Oligo_NN,Ago3,0,0,0.12026315,0.21169926,0.10599722,0.09193137,0.26318642,0.100009896,0.106912725
Oligo_NN,Tars2,0,0,0.09016638,0.19154385,0.09275732,0.05001303,0.20961629,0.17578223,0.19012088
Oligo_NN,Rab11a,0,0,0.1145606,0.13732882,0.117852494,0.14357468,0.1150178,0.19197215,0.17969343
Oligo_NN,Tor1a,0,-1,0.116698995,0.12555037,0.120052345,0.063043684,0.17393318,0.17581183,0.2249095
Oligo_NN,Atp9b,0,1,0.08831438,0.21331665,0.0908521,0.2722268,0.120390564,0.08589081,0.1290087
Oligo_NN,Ipo7,0,0,0.13308114,0.19875585,0.13690524,0.066327415,0.07193239,0.25288656,0.14011146
Oligo_NN,Psmd2,0,-1,0.09634899,0.15453522,0.099117585,0.05456575,0.17292382,0.18412891,0.23837975
Oligo_NN,Arfgef1,0,1,0.13440575,0.24471483,0.1382679,0.11748308,0.07264836,0.06890973,0.22357039
Oligo_NN,Surf4,0,-1,0.12276148,0.13369654,0.12628904,0.08085863,0.06635446,0.2684783,0.2015615
Oligo_NN,Dgcr8,0,0,0.12109546,0.13849775,0.12457515,0.06947649,0.18502243,0.16043775,0.2008949
Oligo_NN,Rftn2,0,0,0.08624218,0.14328009,0.07786189,0.3197008,0.19161534,0.08167179,0.0996279
Oligo_NN,Kdm7a,0,0,0.10821717,0.123844,0.111326806,0.10708257,0.19610573,0.15149185,0.20193186
Oligo_NN,Pygb,0,1,0.083030805,0.16490711,0.08541671,0.29003388,0.103423655,0.16286828,0.11031954
Oligo_NN,Tet1,0,1,0.23601617,0.13218719,0.061911985,0.24708544,0.16905212,0.09164534,0.06210169
Oligo_NN,Myrf,0,-1,0.38769048,0.08118061,0.072329536,0.101280175,0.13217384,0.14059778,0.08474763
Oligo_NN,Gopc,0,1,0.10291053,0.15727939,0.10586768,0.13489968,0.101634,0.2673352,0.13007355
Oligo_NN,Wdhd1,0,0,0.13615115,0.21972224,0.14006345,0.07724657,0.07359178,0.11746995,0.23575489
Oligo_NN,Gm12353,0,1,0.104646154,0.27648774,0.10765317,0.044540547,0.090138264,0.24696387,0.12957028
Oligo_NN,Mid1,0,-1,0.07046481,0.098485164,0.05842046,0.39841747,0.030695127,0.2041661,0.13935089
Oligo_NN,Gbe1,0,1,0.100087926,0.24262783,0.10296396,0.1721272,0.054099057,0.16122596,0.16686803
Oligo_NN,Bin3,0,0,0.087726586,0.16310214,0.090247415,0.116591364,0.17993948,0.17770362,0.18468943
Oligo_NN,Ttyh2,0,0,0.1499535,0.13679351,0.12447518,0.22954404,0.122346245,0.12120173,0.11568575
Oligo_NN,Srrt,0,-1,0.08770945,0.10947931,0.090229794,0.35831437,0.04740831,0.127774,0.17908484
Oligo_NN,Atp2a2,0,0,0.12244921,0.11612154,0.11019721,0.16766827,0.2141401,0.14288859,0.12653512
Oligo_NN,Dtwd2,0,0,0.0851603,0.13862202,0.08760739,0.37848455,0.04603045,0.15214044,0.11195484
Oligo_NN,Vps26a,0,0,0.126942,0.14665347,0.13058968,0.090261936,0.14233728,0.13329384,0.22992176
Oligo_NN,Elp5,0,-1,0.10603744,0.123029985,0.109084435,0.08804466,0.12967142,0.1831152,0.2610169
Oligo_NN,Cask,0,-1,0.07632267,0.1478018,0.066316895,0.47007912,0.034844052,0.11931742,0.08531805
Oligo_NN,Stard3,0,-1,0.099872604,0.11879412,0.10274245,0.12267498,0.12938266,0.21206348,0.21446978
Oligo_NN,Vkorc1l1,0,0,0.11355098,0.13912652,0.11681387,0.080220774,0.16072968,0.1675877,0.22197053
Oligo_NN,Amotl2,0,-1,0.35297439,0.13281772,0.094348066,0.08668952,0.049572118,0.16951302,0.11408509
Oligo_NN,Zfp951,0,1,0.11677501,0.24568993,0.120130554,0.22121234,0.06311869,0.07157971,0.16149372
Oligo_NN,Etnk1,0,0,0.115338944,0.2203926,0.11865322,0.1314066,0.14710264,0.099977754,0.16712826
Oligo_NN,Dtnbp1,0,-1,0.055750918,0.13391203,0.057352934,0.52141976,0.15145956,0.014979842,0.06512494
Oligo_NN,Cnbp,0,-1,0.10390624,0.1347181,0.106892005,0.061603222,0.112261206,0.21146978,0.2691495
Oligo_NN,Urb1,0,1,0.079395,0.19080806,0.08167642,0.17860016,0.218254,0.12426917,0.12699722
Oligo_NN,Trmt11,0,1,0.10909201,0.26349357,0.11222679,0.11153627,0.05896591,0.22532772,0.119357675
Oligo_NN,Apaf1,0,0,0.07684592,0.18043967,0.079054095,0.25845507,0.19669992,0.110029764,0.09847564
Oligo_NN,Bmpr1a,0,0,0.089101896,0.13451241,0.09166225,0.19314483,0.20907702,0.14815807,0.1343435
Oligo_NN,Ints10,0,0,0.1298559,0.2809327,0.13358732,0.11002187,0.1291599,0.12705886,0.08938336
Oligo_NN,Scnm1,0,-1,0.07982696,0.09185448,0.08212079,0.048106868,0.14305994,0.2005488,0.35448217
Oligo_NN,Cdkn2aip,0,-1,0.10574331,0.12976815,0.10878185,0.050592747,0.057155877,0.23640086,0.3115572
Oligo_NN,Map2k2,0,-1,0.102931045,0.12712616,0.10588877,0.3800823,0.05563581,0.11441667,0.11391933
Oligo_NN,Zfp652,0,0,0.09574885,0.1618967,0.0985002,0.25900134,0.20261836,0.09459271,0.08764177
Oligo_NN,Cecr2,0,0,0.09592552,0.15387893,0.09868195,0.18616249,0.25363386,0.13192075,0.07979646
Oligo_NN,Mycbp2,0,1,0.08103673,0.20386684,0.083365336,0.20878638,0.253496,0.08685594,0.082592845
Oligo_NN,Fra10ac1,0,0,0.12496391,0.1526372,0.12855476,0.09120876,0.0675449,0.19071789,0.2443725
Oligo_NN,Bnip3,0,-1,0.116249286,0.1382737,0.11958972,0.098661125,0.11496817,0.27539924,0.1368587
Oligo_NN,Nsmce4a,0,0,0.16740052,0.20025098,0.1722108,0.14823546,0.090482555,0.13236025,0.08905953
Oligo_NN,Snapc1,0,-1,0.0870686,0.14456807,0.08957052,0.3169031,0.08484934,0.09700275,0.18003756
Oligo_NN,Man2c1,0,-1,0.104533695,0.16113505,0.107537486,0.061690148,0.16934362,0.11668206,0.27907798
Oligo_NN,4930419G24Rik,0,1,0.6602298,0.08432501,0.06600655,0.05940915,0.05556899,0.04496213,0.029498383
Oligo_NN,Ldlrad3,0,1,0.2587658,0.108841725,0.047369797,0.28305167,0.18838023,0.05732175,0.056268908
Oligo_NN,Btd,0,-1,0.11148519,0.09765727,0.0909938,0.13196243,0.17423275,0.18440296,0.20926562
Oligo_NN,Mtf1,0,-1,0.07286939,0.08501606,0.074963294,0.45167917,0.13437775,0.109705664,0.07138871
