start,end,2mo,9mo,18mo,gene_start,gene_end,gene_name,distance
38066925,38066995,0.92,1.0,0.78,38050786,38131801,Rev1,16139
38108670,38108673,0.94,0.59,0.76,38050786,38131801,Rev1,23131
38108694,38108697,1.0,0.69,0.7,38050786,38131801,Rev1,23107
38251807,38251826,0.94,1.0,0.76,38175326,38666955,Aff3,76481
38262511,38262521,0.88,0.95,0.69,38175326,38666955,Aff3,87185
38357262,38357297,0.96,0.98,0.78,38175326,38666955,Aff3,181936
38358211,38358394,0.53,0.13,0.21,38175326,38666955,Aff3,182885
38384661,38384666,0.0,0.25,0.0,38382949,38395974,Gm16152,1712
38384661,38384666,0.0,0.25,0.0,38175326,38666955,Aff3,209335
38423766,38423781,0.91,0.71,0.98,38175326,38666955,Aff3,243189
38470802,38470811,0.49,0.48,0.12,38175326,38666955,Aff3,196153
38531639,38531714,0.04,0.16,0.28,38175326,38666955,Aff3,135316
39196677,39196699,0.71,0.64,0.3,39191731,39365236,Npas2,4946
39205206,39205268,0.85,0.66,0.98,39191731,39365236,Npas2,13475
39250658,39251013,0.94,0.89,0.61,39191731,39365236,Npas2,58927
39299100,39299114,0.79,0.89,0.53,39191731,39365236,Npas2,66136
39339023,39339070,0.04,0.22,0.0,39191731,39365236,Npas2,26213
39413490,39413505,0.72,0.62,0.25,39369492,39480755,Tbc1d8,43998
39537224,39537317,0.73,0.81,0.44,39532992,39548889,Cnot11,4232
39619715,39619900,0.84,0.96,0.67,39616406,39653474,Creg2,3309
39666962,39666982,0.52,0.51,0.18,39663301,39722997,Rfx8,3661
39703201,39703236,0.26,0.65,0.34,39663301,39722997,Rfx8,19796
39839790,39839815,0.75,0.76,1.0,39837175,39849334,1700066B17Rik,2615
40000743,40000784,0.8,0.95,0.64,39898913,40028310,Map4k4,27567
40021429,40021439,0.7,0.48,0.89,39898913,40028310,Map4k4,6881
40023439,40023452,0.94,0.79,1.0,39898913,40028310,Map4k4,4871
40319052,40319069,0.94,0.86,0.69,40223080,40319257,Il1r1,205
40325056,40325078,0.38,0.18,0.12,40322610,40369562,Il1rl2,2446
40362575,40362579,0.71,0.78,0.5,40322610,40369562,Il1rl2,6987
40444938,40444959,0.25,0.09,0.0,40427570,40467415,Il1rl1,17368
40628741,40628809,0.74,0.86,0.56,40578081,40632725,Slc9a4,3984
42877422,42877461,0.91,0.98,0.75,42849233,42907682,Mrps9,28189
42877507,42877560,0.95,0.97,0.72,42849233,42907682,Mrps9,28274
43191479,43191530,0.94,0.91,0.67,43187156,43191638,Gm8210,159
43191479,43191530,0.94,0.91,0.67,43121074,43198984,Fhl2,7505
43544219,43544450,0.25,0.15,0.03,43442579,43572515,Nck2,28296
43566200,43566260,0.93,1.0,0.74,43442579,43572515,Nck2,6315
43738840,43738931,0.8,0.77,1.0,43728602,43744578,1500015O10Rik,5738
43935225,43935452,0.48,0.27,0.18,43931647,44005000,Tpp2,3578
44054413,44054424,0.59,0.76,0.96,44053952,44063936,Gm8251,461
45503706,45503716,0.38,0.51,0.74,45372321,45505282,Col5a2,1576
46075994,46076065,0.84,0.57,0.9,46064315,46375546,Dnah7b,11679
46076123,46076134,0.8,0.57,0.96,46064315,46375546,Dnah7b,11808
46079209,46079363,0.76,0.63,0.38,46064315,46375546,Dnah7b,14894
46089071,46089074,0.19,0.32,0.68,46064315,46375546,Dnah7b,24756
46816325,46816452,0.82,0.61,0.66,46805544,46894852,Slc39a10,10781
47179400,47179411,0.77,0.33,1.0,47151461,47191071,Gm28826,11671
50933971,50934063,0.55,0.64,0.91,50898647,51189270,Tmeff2,35324
51175347,51175384,0.67,0.96,0.81,50898647,51189270,Tmeff2,13923
51243469,51243473,0.43,0.46,0.08,51216386,51335779,9330175M20Rik,27083
51530435,51530507,0.53,0.51,0.24,51525005,51531369,RP23-273G4.2,934
51530435,51530507,0.53,0.51,0.24,51505086,51598718,Gm17767,25349
51714877,51714933,0.63,0.83,0.86,51694324,51748943,Gm28055,20553
51751627,51751817,0.96,0.74,0.97,51747765,51918071,Myo1b,3862
51769052,51769074,0.98,1.0,0.7,51747765,51918071,Myo1b,21287
51776308,51776313,0.07,0.35,0.26,51747765,51918071,Myo1b,28543
52001838,52001941,0.69,0.68,0.92,51985148,52109189,Stat4,16690
52713617,52713649,0.54,0.74,0.22,52654286,52729462,Mfsd6,15845
52950413,52950813,0.75,0.88,1.0,52920324,53022179,1700019D03Rik,30089
53427294,53427360,0.52,0.18,0.53,53395006,53708784,Dnah7a,32288
53763752,53763761,0.36,0.1,0.07,53753506,53787224,Stk17b,10246
53896008,53896197,0.66,0.72,0.35,53804876,54197168,Hecw2,91132
53987532,53987547,0.63,0.58,0.94,53804876,54197168,Hecw2,182656
54715801,54716368,0.34,0.36,0.09,54679729,54769524,4930444A19Rik,36072
54715801,54716368,0.34,0.36,0.09,54643340,54928387,Ankrd44,72461
54717580,54717610,0.4,0.32,0.06,54679729,54769524,4930444A19Rik,37851
54717580,54717610,0.4,0.32,0.06,54643340,54928387,Ankrd44,74240
55431318,55431330,0.28,0.19,0.02,55403921,55756285,Plcl1,27397
55609519,55609716,0.81,0.82,0.53,55403921,55756285,Plcl1,146766
55738545,55738561,1.0,0.77,1.0,55403921,55756285,Plcl1,17740
56828903,56829170,0.62,0.48,0.86,56791981,56980650,Satb2,36922
56843339,56843458,0.59,0.52,0.83,56791981,56980650,Satb2,51358
56915622,56916517,0.71,0.58,0.87,56791981,56980650,Satb2,65028
57358753,57358806,0.31,0.2,0.64,57357222,57379544,4930558J18Rik,1531
57790243,57790291,0.27,0.07,0.17,57772162,57950394,Spats2l,18081
57826634,57826645,0.73,0.44,0.81,57772162,57950394,Spats2l,54472
58070140,58070156,0.35,0.41,0.64,58027931,58108413,Aox1,38273
58408677,58408928,0.42,0.47,0.65,58390898,58409353,Bzw1,676
58408677,58408928,0.42,0.47,0.65,58408189,58426066,Clk1,488
58724682,58724721,0.43,0.11,0.21,58709508,58760884,Cflar,15174
58740835,58740899,0.2,0.31,0.04,58709508,58760884,Cflar,20049
58935573,58935623,0.93,0.97,0.72,58898449,58975430,Trak2,37124
59139943,59139956,0.48,0.81,0.54,59118935,59165389,Mpp4,21008
59449682,59449693,0.62,0.77,0.31,59445865,59451502,RP24-149E13.2,1820
59569896,59570182,0.91,0.96,0.63,59514264,59638417,Gm973,55632
59596792,59596903,0.69,0.82,0.47,59514264,59638417,Gm973,41625
59596792,59596903,0.69,0.82,0.47,59584558,59672834,Sumo1,12234
60437181,60437445,0.73,0.5,0.77,60407619,60483158,Abi2,29562
60447319,60447352,0.85,0.81,0.47,60407619,60483158,Abi2,35839
60775276,60775336,0.79,0.72,0.95,60774665,60783834,Gm11579,611
60775276,60775336,0.79,0.72,0.95,60714800,60775359,Cd28,83
61269422,61269433,0.38,0.74,0.84,61263291,61273514,Gm28083,4092
61826014,61826020,0.8,0.67,0.36,61765415,61853540,Pard3bos1,27526
61826014,61826020,0.8,0.67,0.36,61636824,62644284,Pard3b,189190
62721086,62721109,0.82,0.71,0.99,62701285,62820695,Nrp2,19801
62790869,62791026,0.07,0.23,0.35,62701285,62820695,Nrp2,29826
62795805,62795824,0.19,0.33,0.05,62701285,62820695,Nrp2,24890
63248394,63248404,0.07,0.44,0.5,63246021,63250499,RP23-434D24.3,2105
63268165,63268227,0.45,0.57,0.16,63264848,63275120,Gm11608,3317
63308929,63308950,0.24,0.37,0.63,63271265,63316576,Zdbf2,7647
63586523,63586554,0.7,0.59,0.97,63443891,63598276,Adam23,11753
63588400,63588404,0.48,0.46,0.15,63443891,63598276,Adam23,9876
63706183,63706293,0.24,0.31,0.07,63696819,63732318,Mdh1b,9364
64040309,64040330,0.5,0.4,0.28,64027447,64124282,Klf7,12862
64041428,64041449,0.75,0.68,0.89,64040438,64044501,Mir6899,990
64041428,64041449,0.75,0.68,0.89,64027447,64124282,Klf7,13981
64601367,64601386,0.19,0.32,0.02,64530645,64606548,Creb1,5181
64611316,64611330,0.61,0.48,0.78,64604473,64619242,Mettl21a,6843
64735925,64735946,0.1,0.09,0.33,64734240,64742607,RP24-388P13.2,1685
64735925,64735946,0.1,0.09,0.33,64728558,64739751,Fzd5,3826
64823082,64823092,0.72,0.95,0.95,64783983,64958824,Plekhm3,39099
65052314,65052332,0.63,0.85,0.89,65046554,65053149,Cryge,835
65082631,65082639,0.6,0.29,0.64,65078219,65084288,Crygb,1657
65385188,65385191,0.59,1.0,0.45,65280056,65391244,Pth2r,6056
66217999,66218165,0.86,0.66,0.98,66173273,66444583,Map2,44726
66354594,66354923,0.98,0.83,0.71,66173273,66444583,Map2,89989
66396199,66396393,0.83,0.87,0.5,66173273,66444583,Map2,48384
66467305,66467346,0.37,0.67,0.38,66466367,66701866,Unc80,938
66473405,66473419,0.97,0.92,0.76,66466367,66701866,Unc80,7038
66691626,66691949,0.64,0.9,0.7,66688630,66694356,RP23-198G19.1,2730
66691626,66691949,0.64,0.9,0.7,66466367,66701866,Unc80,10240
67199597,67199748,0.76,0.9,1.0,67121026,67233259,Cps1,33662
68194804,68195780,0.81,0.74,0.55,68030186,69110059,Erbb4,164618
68541924,68541929,0.85,1.0,0.72,68030186,69110059,Erbb4,511738
68573781,68573948,0.82,0.77,0.53,68030186,69110059,Erbb4,536278
69492625,69492634,0.91,0.68,1.0,69488357,69495788,Gm29113,3163
69662575,69662580,0.98,0.47,0.83,69658187,69664061,Gm28112,1486
69662575,69662580,0.98,0.47,0.83,69529214,69689245,Ikzf2,26670
70177315,70177319,0.6,0.93,0.83,69824970,70727132,Spag16,352345
70618655,70618811,0.73,0.96,0.69,69824970,70727132,Spag16,108477
70770645,70770652,0.65,0.63,0.93,70723715,70887397,Vwc2l,46930
71264114,71264126,0.79,0.73,1.0,71240276,71416910,Abca12,23838
71267794,71267824,0.73,0.79,0.48,71240276,71416910,Abca12,27518
71289640,71289680,0.59,0.28,0.12,71240276,71416910,Abca12,49364
72003955,72003969,0.57,0.55,0.89,72002288,72006767,Gm5528,1667
72003955,72003969,0.57,0.55,0.89,71981681,72040731,4930556G22Rik,22274
72003955,72003969,0.57,0.55,0.89,71956998,72007195,4933417E11Rik,3240
72008557,72008570,0.96,0.72,0.73,71981681,72040731,4930556G22Rik,26876
72174079,72174095,0.92,0.71,0.96,72157442,72214307,Mreg,16637
72630320,72630365,0.71,0.78,1.0,72581251,72635134,Smarcal1,4814
73656006,73656122,1.0,0.89,0.74,73616088,73866466,6030407O03Rik,39918
73796746,73797201,0.86,0.74,1.0,73616088,73866466,6030407O03Rik,69720
73796746,73797201,0.86,0.74,1.0,73748321,73843917,Gm29183,47171
73862882,73862897,0.76,0.69,0.45,73616088,73866466,6030407O03Rik,3584
73946911,73946937,0.82,0.69,0.57,73908231,74126449,Tns1,38680
73951220,73951239,0.94,0.9,0.74,73908231,74126449,Tns1,42989
74033240,74033368,0.62,0.46,0.34,73908231,74126449,Tns1,93209
74053837,74053844,0.91,0.79,1.0,73908231,74126449,Tns1,72612
74206120,74206125,0.2,0.22,0.45,74204554,74208620,Mir1928,1566
74295650,74295708,0.56,0.45,0.28,74293603,74300867,Gm29358,2047
74295650,74295708,0.56,0.45,0.28,74286247,74307622,Tmbim1,9403
74295650,74295708,0.56,0.45,0.28,74282930,74355694,Pnkd,12720
74415594,74415611,0.91,0.76,1.0,74407376,74437559,Vil1,8218
74533866,74534071,0.93,0.72,1.0,74433511,74546284,Usp37,12418
74713193,74713229,0.3,0.14,0.06,74711574,74739892,Cyp27a1,1619
74749705,74749781,0.95,0.9,0.69,74736922,74751221,Prkag3,1516
74770892,74770907,0.88,0.88,0.6,74769892,74787322,Wnt6,1000
75129420,75129504,0.34,0.31,0.07,75123541,75135890,Slc23a3,5879
75316607,75316614,0.09,0.02,0.26,75305896,75319990,Dnpep,3383
75360387,75360402,0.65,0.53,0.32,75358329,75370579,Des,2058
75388078,75388085,0.09,0.24,0.01,75373297,75434320,Speg,14781
75442922,75442972,0.47,0.43,0.17,75433930,75445179,Gmppa,2257
75500110,75500122,0.85,0.93,0.72,75477310,75508452,Obsl1,8342
75552717,75552778,0.66,0.67,0.42,75544266,75564172,Slc4a3,8451
77464951,77465079,0.11,0.23,0.51,77365185,77517088,Epha4,52137
77487485,77487492,0.93,0.77,0.98,77365185,77517088,Epha4,29603
78138570,78138699,0.54,0.35,0.32,78099267,78199134,Pax3,39303
78329519,78329538,0.68,0.62,0.94,78323628,78342106,Gm28410,5891
78329519,78329538,0.68,0.62,0.94,78308345,78422289,Sgpp2,21174
78425848,78425872,0.77,0.75,0.5,78415975,78490897,Farsb,9873
78463837,78464293,0.75,0.8,0.57,78463448,78468926,RP24-300L5.1,389
78463837,78464293,0.75,0.8,0.57,78415975,78490897,Farsb,27060
78510776,78510977,0.79,0.69,0.97,78495026,78514158,BC035947,3382
78510776,78510977,0.79,0.69,0.97,78508991,78540173,Mogat1,1785
78523712,78523723,0.72,0.72,0.38,78508991,78540173,Mogat1,14721
78621198,78621208,0.72,0.74,0.94,78613467,78622165,Gm29611,967
78820332,78820386,0.31,0.17,0.48,78814758,78822028,Kcne4,1696
78820332,78820386,0.31,0.17,0.48,78819258,78824652,Gm29187,1074
78820332,78820386,0.31,0.17,0.48,78789623,79226511,Gm29536,30709
79185224,79185227,0.64,0.75,1.0,78789623,79226511,Gm29536,41287
79710291,79710394,0.63,0.71,0.4,79700262,79778143,Wdfy1,10029
79797324,79797333,0.8,0.74,0.49,79792197,79863180,Serpine2,5127
79956396,79956723,0.4,0.72,0.79,79955580,79960057,Gm28071,816
80208072,80208109,0.3,0.09,0.02,80196706,80220473,Fam124b,11366
80287413,80287447,0.6,0.86,0.36,80262923,80342480,Cul3,24490
80382178,80382225,0.84,0.72,0.98,80380822,80388251,Gm29125,1356
80382178,80382225,0.84,0.72,0.98,80381104,80387185,Gm6189,1074
80612165,80612194,0.69,0.83,1.0,80499073,80760527,Dock10,113092
80682850,80682909,0.87,0.74,0.98,80499073,80760527,Dock10,77677
80738039,80738087,0.27,0.32,0.03,80499073,80760527,Dock10,22488
81166564,81166838,0.84,0.73,0.53,81074950,81343764,Nyap2,91614
82527815,82527844,0.24,0.34,0.0,82446423,82588849,Col4a4,61034
84080643,84080656,0.79,0.74,0.99,84034296,84366180,Pid1,46347
84193238,84193327,0.9,0.87,0.6,84034296,84366180,Pid1,158942
84203629,84203650,0.11,0.15,0.4,84034296,84366180,Pid1,162551
84253699,84253822,0.86,1.0,0.77,84034296,84366180,Pid1,112481
84561357,84561377,0.54,0.62,0.25,84367839,84698221,Dner,136864
84917202,84917318,0.79,0.98,0.77,84903898,84937134,Slc16a14,13304
85000697,85000701,0.97,1.0,0.79,84990690,85272566,C130026I21Rik,10007
85587358,85587391,0.72,0.94,0.96,85574899,85600817,Sp110,12459
85955982,85956001,0.46,0.24,0.19,85936318,85963007,Gpr55,7025
86090103,86090106,0.68,0.79,0.43,86062387,86141151,Psmd1,27716
86246565,86246573,0.62,0.68,0.28,86152780,86280284,Armc9,33719
86266857,86266862,0.95,1.0,0.74,86152780,86280284,Armc9,13427
87099063,87099078,0.7,0.66,0.37,87096002,87103606,Alpi,3061
87263601,87263678,0.14,0.38,0.06,87262481,87267174,Efhd1os,1120
87263601,87263678,0.14,0.38,0.06,87262363,87312839,Efhd1,1238
87554106,87554156,0.87,0.76,0.98,87474834,87575870,Ngef,21764
87554106,87554156,0.87,0.76,0.98,87507889,87599845,Neu2,45739
87777688,87777839,0.59,0.67,0.85,87774938,87779209,Gm25395,1521
87777688,87777839,0.59,0.67,0.85,87753870,87794428,Atg16l1,16740
88239408,88239422,0.5,0.34,0.27,88224986,88264289,Mroh2a,14422
88281398,88281724,0.64,0.4,0.38,88275661,88391293,Trpm8,5737
88508136,88508202,0.92,0.98,0.71,88497871,88512066,Glrp1,3930
88556703,88556746,0.96,0.93,0.76,88549517,88564167,Gm19589,7186
89089991,89090083,0.7,0.92,0.72,89068415,89157068,Sh3bp4,21576
89150894,89150979,0.76,0.67,0.4,89068415,89157068,Sh3bp4,6174
89544420,89545245,0.89,0.64,0.7,89452806,89899617,Agap1,91614
89607214,89607371,0.54,0.34,0.19,89452806,89899617,Agap1,154408
89697476,89697503,0.8,0.75,0.52,89452806,89899617,Agap1,202141
89740489,89740493,0.81,0.57,0.92,89452806,89899617,Agap1,159128
89768868,89768895,0.74,0.49,0.8,89452806,89899617,Agap1,130749
89890825,89890850,0.78,0.89,0.67,89452806,89899617,Agap1,8792
89974464,89974550,0.8,0.78,0.55,89948220,90016666,Asb18,26244
89989085,89989105,0.83,0.61,0.51,89948220,90016666,Asb18,27581
90088444,90088532,0.65,0.56,0.83,90040132,90155401,Iqca,48312
90203399,90203492,0.57,0.51,0.28,90201980,90218751,Ackr3,1419
90256708,90256734,0.29,0.24,0.07,90253276,90262120,Gm28721,3432
91320650,91320751,0.68,0.67,0.33,91296338,91323075,Scly,2425
91320650,91320751,0.68,0.67,0.33,91303092,91323101,Gm17090,2451
91320650,91320751,0.68,0.67,0.33,91320075,91350306,Espnl,575
92436869,92437198,0.66,0.63,0.84,92437010,92475860,Ndufa10,141
92902638,92902668,0.14,0.0,0.27,92868129,92904906,Ankmy1,2268
93065840,93065859,0.71,0.7,0.43,93013464,93103951,Kif1a,38111
93082368,93082384,0.38,0.27,0.12,93013464,93103951,Kif1a,21583
93095047,93095098,0.59,0.32,0.19,93013464,93103951,Kif1a,8904
93277306,93277322,0.86,0.81,0.57,93233841,93303065,Sned1,25759
93368295,93368314,0.16,0.08,0.41,93340854,93375489,Ppp1r7,7194
93597876,93597905,0.02,0.17,0.23,93510079,93623976,Farp2,26100
93598494,93598502,0.18,0.26,0.49,93510079,93623976,Farp2,25482
93796026,93796062,0.3,0.34,0.09,93790576,93803934,Dtymk,5450
