gene_name,9mo.2mo.log_ratio,18mo.9mo.log_ratio,18mo.2mo.log_ratio
0610005C13Rik,0.011838721156174126,0.05108535555764997,0.06292407671382409
0610006L08Rik,0.0008037720751924993,-0.021784409965422552,-0.020980637890230053
0610009B22Rik,0.054427229014475276,0.10500271857037999,0.15942994758485526
0610009E02Rik,0.07076908248527713,-0.007015416508299732,0.0637536659769774
0610009L18Rik,-0.060461035554574605,0.25736921326215745,0.19690817770758284
0610010F05Rik,0.03521940159924122,-0.008486555259489485,0.02673284633975173
0610010K14Rik,0.09546063671485183,0.11894719972691092,0.21440783644176276
0610012D04Rik,0.005211554173646861,-0.009848613035320843,-0.004637058861673982
0610012G03Rik,0.04213919891515061,0.1017095474536433,0.1438487463687939
0610025J13Rik,0.04099569883253924,0.0122037259874435,0.053199424819982744
0610030E20Rik,0.05525343343950556,0.06855933381545332,0.12381276725495888
0610031O16Rik,0.012429107096323916,-0.007751973668507689,0.004677133427816227
0610033M10Rik,0.0007290844682421929,-0.000697399005993915,3.1685462248277896e-05
0610038B21Rik,0.06350315611628915,-0.0032624332370600473,0.0602407228792291
0610040B10Rik,0.053343223213737356,0.06287135625130785,0.11621457946504521
0610040F04Rik,-0.033775120098477385,0.02117659534767885,-0.012598524750798534
0610040J01Rik,0.010759762734663461,0.00020272983730265648,0.010962492571966118
0610043K17Rik,-0.004014519831866431,0.01521458340034125,0.011200063568474819
0710001A04Rik,-0.005404427518867161,0.01651735342314195,0.01111292590427479
1010001N08Rik,-0.023041131432176176,0.11398035948291235,0.09093922805073618
1100001I12Rik,-0.0016352686075961909,-0.011105681259776096,-0.012740949867372287
1110002E22Rik,0.003181165075686332,-0.014800360993134865,-0.011619195917448533
1110002J07Rik,0.015512612296796874,-0.004872608755287444,0.01064000354150943
1110002L01Rik,0.01684460564713125,0.06952337940081424,0.08636798504794549
1110002O04Rik,0.031342622966952366,0.01678559151276443,0.0481282144797168
1110004F10Rik,-0.0006374002130015155,0.08784028350291698,0.08720288328991546
1110008L16Rik,-0.0007673018940656529,-0.009061088609201129,-0.009828390503266782
