gene_name,9mo.2mo.log_ratio,18mo.9mo.log_ratio,18mo.2mo.log_ratio
0610005C13Rik,0.01967073775535616,0.10297663344638797,0.12264737120174413
0610006L08Rik,-0.0461093498821554,-0.021546008141583445,-0.06765535802373884
0610009B22Rik,0.09961604501245641,0.009524832423017493,0.1091408774354739
0610009E02Rik,0.10013865019149226,-0.031837743875494096,0.06830090631599817
0610009L18Rik,-0.0442338879935123,-0.03204669064073251,-0.07628057863424481
0610010F05Rik,0.16964581378395194,-0.09250065018394282,0.07714516360000911
0610010K14Rik,0.08423412497935612,0.038371386551460884,0.122605511530817
0610012D04Rik,-0.062109061453453185,-0.05436991215688468,-0.11647897361033786
0610012G03Rik,0.08510807802394094,0.043066162054844204,0.12817424007878514
0610025J13Rik,-0.010267108620780618,-0.007943405533344716,-0.018210514154125335
0610030E20Rik,0.09155779886118176,0.08623468164025805,0.1777924805014398
0610031O16Rik,0.03463171210043503,0.05098154769284968,0.08561325979328471
0610033M10Rik,-0.015149673494530752,0.04231347739839994,0.027163803903869188
0610038B21Rik,-0.01991271547833348,0.001904878180448183,-0.0180078372978853
0610040B10Rik,0.032567056373592806,0.0553388004828389,0.08790585685643171
0610040F04Rik,-0.03648763306484784,0.02345163664491276,-0.01303599641993508
0610040J01Rik,0.009779301745670876,0.03258709302630572,0.042366394771976595
0610043K17Rik,0.008167076789673544,-0.031147559935134322,-0.02298048314546078
0710001A04Rik,-0.029407912048134643,0.1379769613587073,0.10856904931057265
1010001N08Rik,-0.04807284535734413,0.014548107466585636,-0.033524737890758494
1100001I12Rik,-0.03356824314691467,-0.04172625079830468,-0.07529449394521935
1110002E22Rik,0.018045640441560706,0.009620521372706137,0.027666161814266843
1110002J07Rik,0.0004204947770364287,-0.0704223401312902,-0.07000184535425377
1110002L01Rik,0.06768356715171092,0.004443833924749674,0.0721274010764606
1110002O04Rik,-0.05935491145204612,0.06503515514617081,0.005680243694124683
1110004F10Rik,-0.04132151424018804,0.031660754744056774,-0.009660759496131266
1110008L16Rik,-0.023478470545413854,0.04697622229117038,0.023497751745756523
1110008P14Rik,0.0912595594668415,0.0057551527337711406,0.09701471220061264
1110012L19Rik,0.03005665180397274,0.04204959739163838,0.07210624919561112
1110015O18Rik,0.03176984473952498,0.07180108058462897,0.10357092532415395
1110017D15Rik,0.021527593767929926,0.01256116633983842,0.034088760107768346
1110018N20Rik,0.02694208944067833,0.12922912167627898,0.1561712111169573
1110019B22Rik,0.00018346077011516249,-0.05080582162152522,-0.05062236085141006
1110019D14Rik,0.013318310151525788,-0.027291713739753847,-0.013973403588228059
1110020A21Rik,-0.009991232838827732,0.04866332616496753,0.0386720933261398
1110028F11Rik,-0.005084159156810986,-0.0800502273013951,-0.08513438645820609
1110028F18Rik,0.00281181791628915,-0.009718801283939094,-0.006906983367649944
1110032A03Rik,0.025077231086129137,0.07856361597437267,0.1036408470605018
1110032F04Rik,0.01930965815006344,-0.011094148408244298,0.008215509741819144
1110035H17Rik,0.05819043459550788,0.06894696202289097,0.12713739661839885
1110036E04Rik,-0.06096375036805585,-0.0292669556463363,-0.09023070601439215
1110038B12Rik,0.014187882189282464,0.08289829434160956,0.09708617653089202
1110038F14Rik,0.06058069429564189,0.07455185789966323,0.13513255219530512
1110046J04Rik,-0.00726753773395708,0.10675632872702495,0.09948879099306787
1110051M20Rik,-0.05402324271500819,0.0166249088753056,-0.03739833383970259
1110059E24Rik,-0.024217996386426632,0.056221784983831236,0.0320037885974046
1110059G10Rik,0.005279126190743333,0.14421349837650216,0.1494926245672455
1110065P20Rik,0.06329736874859959,0.059080771815112954,0.12237814056371255
1190001M18Rik,-0.05117573008478593,-0.11894755268198459,-0.17012328276677052
1190005I06Rik,-0.0429365993251597,0.040855971586830075,-0.0020806277383296212
1190007I07Rik,0.02841417054751194,0.2008565443091369,0.22927071485664885
1190028D05Rik,-0.02714763438481961,0.006214424428122558,-0.020933209956697053
1200007C13Rik,-0.04479011005743891,0.04307689777964133,-0.0017132122777975822
1300002E11Rik,-0.037402777981306895,0.024362277311781422,-0.013040500669525473
1300014J16Rik,0.0061288749484671445,-0.022392695037308646,-0.016263820088841502
1300017J02Rik,0.018327996309393052,-0.0675172330444679,-0.04918923673507484
1500002C15Rik,0.0806035480817997,0.027776525986071776,0.10838007406787148
1500002F19Rik,-0.0034593404549177476,0.020782259024286875,0.017322918569369128
1500004A13Rik,0.12872087425365408,-0.03697786924382307,0.09174300500983101
1500005C15Rik,-0.041056603656686896,0.027930717549393247,-0.01312588610729365
1500009C09Rik,0.013343527600041205,0.08738907737625634,0.10073260497629755
1500009L16Rik,-0.09660253789326623,-0.023054619066586512,-0.11965715695985274
1500011B03Rik,0.11492393011196766,0.0740472903294801,0.18897122044144776
1500012K07Rik,-0.03660335228778938,0.008283599701315314,-0.028319752586474067
1500015A07Rik,0.046296810441867065,0.09094690035850583,0.1372437108003729
1500015L24Rik,-0.03511018824537143,0.016160498189831896,-0.018949690055539536
1500015O10Rik,0.00874524684130365,-0.08905667230423632,-0.08031142546293267
1500026H17Rik,-0.05103674378391262,0.08609973257312903,0.035062988789216404
1500035N22Rik,-0.03667906155952,-0.009734463006730087,-0.046413524566250086
1520401A03Rik,-0.07169184283585833,0.05799960966789586,-0.013692233167962475
1600002D24Rik,-0.0702309864453595,0.0006297637176783943,-0.0696012227276811
1600002K03Rik,0.07518077153569175,0.007067557972829097,0.08224832950852085
1600010M07Rik,0.04016629278940864,-0.03784818236201076,0.002318110427397879
1600012H06Rik,0.10792472257828445,0.09357071253857385,0.2014954351168583
1600012P17Rik,-0.034200318662866686,0.01749047668914655,-0.016709841973720135
1600014C10Rik,0.05843042190522762,-0.06976365143010932,-0.011333229524881708
1600015I10Rik,0.034356987144482876,-0.0371834141481836,-0.0028264270037007266
1600019K03Rik,-0.05367927215721946,0.011662628009281972,-0.04201664414793749
1600020E01Rik,0.025174390220397413,-0.07208214949857,-0.04690775927817259
1600022D10Rik,-0.01854219071955132,-0.08825499195345399,-0.10679718267300531
1600023N17Rik,-0.012379128774349435,0.07865511468127687,0.06627598590692743
1600025M17Rik,-0.008520626667469236,-0.07058057485808832,-0.07910120152555755
1600027J07Rik,-0.07462993514347444,-0.08516968893590748,-0.15979962407938192
1600029O15Rik,0.07049917090902955,-0.11908554811900263,-0.04858637720997308
1700001C02Rik,-0.0314199381666177,0.0018239584426009703,-0.02959597972401673
1700001C19Rik,-0.08146944414034624,0.03634573063041635,-0.045123713509929886
1700001D01Rik,0.07221088595539321,-0.08715019788307052,-0.014939311927677307
1700001F09Rik,0.022372570244894807,0.04582857888386732,0.06820114912876213
1700001G01Rik,0.0005598624504301042,0.020632843885453167,0.02119270633588327
1700001G11Rik,0.03428137044037938,0.056425334827259865,0.09070670526763924
1700001J03Rik,0.03883295965180511,0.1121733604577938,0.1510063201095989
1700001J04Rik,-0.07123761260347314,-0.01914757874361636,-0.0903851913470895
1700001J11Rik,0.013739457650045472,0.03171968094946351,0.04545913859950898
1700001K19Rik,0.03831409507210809,-4.977961674229592e-05,0.038264315455365794
1700001K23Rik,-0.012867360423052948,0.0377117148448062,0.02484435442175325
1700001L05Rik,-0.02258230798064398,0.004323373711528272,-0.018258934269115706
1700001L19Rik,0.04228285653042807,0.0700271635343449,0.11231002006477298
1700001N15Rik,-0.005167142028620675,0.0022913601524231497,-0.002875781876197525
1700001O22Rik,-0.04198377719677718,-0.07441729783548062,-0.1164010750322578
1700001P01Rik,-0.01687196799653129,0.04742654471185864,0.030554576715327353
1700003C15Rik,-0.024526844148563834,0.08578265046743642,0.06125580631887259
1700003D09Rik,-0.027939318261804957,-0.03168338828913964,-0.0596227065509446
1700003E16Rik,0.06698540220025362,0.09403002920034956,0.16101543140060318
1700003F12Rik,0.07919621629028806,-0.016622490210642882,0.06257372607964518
1700003G18Rik,0.06566426846043302,0.017096293519574965,0.08276056198000799
1700003H04Rik,-0.019856143816146865,0.020804364215519233,0.0009482203993723681
1700003I16Rik,0.11616693102923153,-0.003426845151801028,0.11274008587743051
1700003I22Rik,-0.04165545066963988,-0.04674965144300758,-0.08840510211264746
1700003L19Rik,-0.0373589581324045,-0.0002461893914788571,-0.03760514752388336
1700003M07Rik,0.011171652590921483,-0.05818519931157687,-0.047013546720655386
1700003P14Rik,-0.024643034214098636,-0.012602686846345634,-0.03724572106044427
1700006A11Rik,-0.020397434658406377,-0.04115750920649042,-0.061554943864896794
1700006F04Rik,-0.06367648272177645,-0.014654262215332836,-0.07833074493710929
1700006H21Rik,-0.05585365417616106,-0.11607660147371168,-0.17193025564987274
1700006J14Rik,-0.058653338070276784,0.03871385380683079,-0.019939484263445995
1700007E05Rik,0.018998382793533827,-0.05150904512373675,-0.03251066233020292
1700007F19Rik,-0.026941709384478374,0.0030792489035363912,-0.023862460480941983
1700007H22Rik,-0.021107224885224207,-0.03451282316699533,-0.05562004805221954
1700007J10Rik,0.037565556318431725,0.07601637822139351,0.11358193453982524
1700007K13Rik,-0.11728847424474673,0.042430201893098145,-0.07485827235164857
1700007M16Rik,-0.02895813570443636,0.09242720108349671,0.06346906537906034
1700007P06Rik,0.0010615508573217913,-0.10931475627480747,-0.10825320541748568
1700008C04Rik,0.01582702941609826,-0.06957176074739968,-0.05374473133130142
