,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,DEG
Meg3,0.0,1.03266899287929,0.998,1.0,0.0,-1
Tsix,1.93986848066989e-147,-2.56478878919177,0.151,0.511,5.03861439169197e-143,1
Gpc5,4.57067504242657e-133,2.2470436831274,0.545,0.148,1.18718713551988e-128,-1
Ube3a,2.4453189647688897e-116,-1.29436133362573,0.519,0.742,6.3514714790907115e-112,1
Cdk9,2.28501213171033e-115,2.31949926036794,0.479,0.11,5.93509051090441e-111,-1
Lmo4,6.00332040238895e-106,1.44153636340543,0.718,0.359,1.55930244131651e-101,-1
Snrnp70,9.31065662567174e-105,1.40576335663339,0.681,0.309,2.41834995195198e-100,-1
Camk2a,6.35410388301935e-98,0.742584321854914,0.952,0.831,1.65041494257545e-93,-1
Mapt,6.34888759082106e-89,0.988992545243891,0.815,0.515,1.64906006283986e-84,-1
Grin1,2.06713741334303e-87,1.13752035259763,0.811,0.514,5.3691827174172e-83,-1
Slc17a7,1.23356072937622e-82,1.22145116922005,0.637,0.33,3.20405063848178e-78,-1
Nrg3os,2.32993360906858e-78,-1.53847397735458,0.131,0.434,6.05176955619474e-74,1
Sorbs2os,1.42289022652063e-74,-1.72738679625717,0.163,0.461,3.69581507436469e-70,1
Cacna1a,2.41415090910658e-74,0.81610943719999,0.877,0.648,6.270515571313419e-70,-1
Celf4,6.00188661567952e-73,0.766406901021766,0.887,0.683,1.5589300295566002e-68,-1
Camkv,2.96450664350395e-71,1.57589911484476,0.473,0.183,7.70000955583716e-67,-1
Gpc6,5.20457020703921e-70,0.505066725976888,0.959,0.823,1.35183506557636e-65,-1
Syt7,2.11603456883658e-68,0.942771559440434,0.75,0.466,5.49618818909612e-64,-1
Sptbn4,4.520968302446271e-68,1.15155530289072,0.679,0.359,1.1742763068774e-63,-1
Pabpn1,6.03590442888343e-67,1.2413474968869,0.544,0.252,1.56776581635818e-62,-1
Rnf112,2.48399612180684e-65,1.63033361264343,0.438,0.157,6.451931526781081e-61,-1
Pde2a,2.58679756622465e-64,1.12454538747067,0.636,0.35,6.71894799851191e-60,-1
AY036118,1.0583922492413e-63,-1.03188402215608,0.331,0.658,2.74906802817936e-59,1
C1ql3,5.7082506803924e-63,1.2795552187043,0.492,0.238,1.48266103172512e-58,-1
Kcnh3,2.62874160209806e-58,1.62960806785655,0.428,0.151,6.827893437289491e-54,-1
Olfm1,5.78375755812865e-58,0.933367357181289,0.658,0.411,1.50227318814834e-53,-1
Pacsin1,1.3202082128134598e-56,0.93570792319195,0.69,0.426,3.42910881196168e-52,-1
Dgkz,1.43477195829068e-55,1.36907604324412,0.503,0.23,3.72667668446421e-51,-1
Chst1,2.09125140510575e-55,1.54690975647102,0.384,0.137,5.43181639962168e-51,-1
Banf2,2.51469365464521e-54,3.71395332883737,0.161,0.011,6.531665298575469e-50,-1
Dlg4,1.7195189898854e-50,1.3579641562119,0.484,0.209,4.46627862432833e-46,-1
Rbfox3,4.12558886695167e-50,0.589875407837936,0.834,0.631,1.07158045230203e-45,-1
Abr,2.81510947615638e-49,0.750747370023394,0.737,0.488,7.31196535336857e-45,-1
Ptprs,7.14638280467334e-49,0.977600885316824,0.728,0.459,1.85620146968585e-44,-1
Csmd2,3.10974087220717e-48,0.674758880651032,0.819,0.6,8.077240941470912e-44,-1
Srcin1,6.35533993173959e-48,1.24110959319021,0.447,0.194,1.65073599387004e-43,-1
Cpt1c,1.93311306372287e-47,1.3227103614327,0.377,0.153,5.021067871713789e-43,-1
Celf5,1.3599537001751601e-45,1.0739566212984,0.556,0.274,3.53234374083496e-41,-1
Atp1a1,2.03307491256192e-45,1.2648135011223,0.414,0.186,5.28070877788833e-41,-1
Mgat4c,3.92749195459263e-45,0.663332672011088,0.782,0.579,1.02012676028589e-40,-1
Camk2b,5.33609889886763e-45,0.88972680378261,0.603,0.344,1.38599832799188e-40,-1
Camkk2,5.95044398838888e-45,1.08417804341353,0.536,0.284,1.5455683215441299e-40,-1
Jph4,1.25431853291361e-44,1.40478351085933,0.344,0.131,3.2579669573898092e-40,-1
Thra,9.89368100286264e-44,1.04843825793287,0.511,0.268,2.56978470368354e-39,-1
Cdh13,1.08078515936368e-43,0.681718791827971,0.769,0.57,2.80723137293122e-39,-1
Grik5,3.6640253170964094e-43,1.14186720866776,0.462,0.22,9.51693935862621e-39,-1
Fgfr2,3.91290216845146e-43,-1.17504257917824,0.241,0.453,1.01633720923358e-38,1
Baiap2,4.32399542743503e-43,0.92668618634851,0.592,0.342,1.12311457232197e-38,-1
5330438D12Rik,4.57813021749283e-43,-1.30833067722363,0.134,0.356,1.18912354269159e-38,1
Nrxn2,6.89401954955048e-43,1.12574198368845,0.482,0.238,1.79065263780024e-38,-1
Syt17,6.91553036953967e-43,0.917726526817777,0.572,0.326,1.79623985818423e-38,-1
Grin2b,8.41753514560402e-43,0.188201335633859,0.998,0.979,2.18637057871919e-38,0
Unc13a,2.1259696648379497e-42,1.11826033822678,0.467,0.213,5.5219936074501e-38,-1
Tmem132a,7.221932594400619e-42,2.02742645691419,0.224,0.057,1.87582477206962e-37,-1
Gm15738,1.21385444690244e-41,-1.53310099227595,0.116,0.326,3.1528655403844e-37,1
Ptprn,2.10091792749795e-41,1.01422492363805,0.517,0.278,5.45692422488317e-37,-1
Stx1a,7.59939921836947e-41,1.32969772304884,0.366,0.155,1.97386795297929e-36,-1
Ctnna3,9.44805823048251e-41,-1.00945645866331,0.216,0.469,2.4540386447855298e-36,1
Elavl3,6.49738903335488e-40,0.863721524979768,0.573,0.333,1.6876318275236e-35,-1
Sez6l,3.41918682670548e-39,0.805370456962283,0.646,0.424,8.88099586368482e-35,-1
Prkcg,5.88501716634729e-39,1.03658525098797,0.598,0.361,1.5285743587870499e-34,-1
Gpi1,9.621020856262651e-39,1.3933622123056,0.335,0.132,2.49896395720566e-34,-1
Ptms,1.19741984751894e-38,1.65775192073304,0.245,0.075,3.1101783119457e-34,-1
Kalrn,2.56782157666327e-38,0.304160852016216,0.995,0.988,6.66965976322518e-34,-1
Srrm3,2.97698311287622e-38,0.982545891401646,0.493,0.259,7.73241593738469e-34,-1
Matn2,5.83641850616687e-38,1.1120564834835,0.468,0.255,1.51595134279178e-33,-1
Ccnd2,7.2758015448837e-38,1.17813118965284,0.416,0.205,1.8898166932680898e-33,-1
Lztr1,1.50444338310275e-37,1.83940254816736,0.228,0.064,3.90764124327109e-33,-1
Akap8l,1.97009124588338e-37,0.773977752013403,0.641,0.388,5.1171150020575e-33,-1
Miat,2.42489189711839e-36,0.886978962832219,0.527,0.301,6.2984142135753e-32,-1
Nwd2,8.10283012944519e-36,0.60225779785194,0.806,0.64,2.1046290978220903e-31,-1
Tom1l2,1.01668564837081e-35,0.659689824134929,0.645,0.423,2.64073930307833e-31,-1
Lmtk3,1.33489635278885e-35,1.44804979038896,0.28,0.098,3.4672597867337504e-31,-1
