,train_acc,train_loss,test_acc,test_loss
0,0.4265944645006017,1.1142101757801497,0.5150421179302046,1.029941024688574
1,0.4520156438026474,1.0919986974734526,0.30024067388688325,1.0687302064437132
2,0.4423886883273165,1.0638858372202287,0.36101083032490977,1.01583060163718
3,0.4365222623345367,1.0633383232813616,0.6022864019253911,0.9474131625432235
4,0.4675090252707581,1.0449975860806613,0.5078219013237064,0.9629051708258115
5,0.46435018050541516,1.046952760563447,0.5318892900120337,0.9444971703566037
6,0.4720216606498195,1.0363119846353164,0.5818291215403129,0.9228088913055567
7,0.48962093862815886,1.0374863729454005,0.3062575210589651,1.106995702936099
8,0.4732250300842359,1.037711175875022,0.5818291215403129,0.919184413093787
9,0.49654031287605294,1.0287634274707391,0.5204572803850782,0.933256365931951
10,0.49202767749699156,1.0276282848073885,0.34657039711191334,1.0941943182395055
11,0.4750300842358604,1.0196591489590132,0.47713598074608904,0.9624217404769018
12,0.47548134777376655,1.020521990954876,0.6107099879663056,0.9063358352734492
13,0.49293020457280384,1.0141707641574054,0.48736462093862815,0.9534722933402429
14,0.5010529482551144,1.0127404403801148,0.4602888086642599,0.9631145000457764
15,0.48495788206979545,1.0175948991225316,0.427797833935018,0.985677087536225
16,0.48540914560770154,1.0162587779072614,0.4290012033694344,0.9626841384630936
17,0.48465703971119134,1.009658236343127,0.4729241877256318,0.9559595504632363
18,0.4914259927797834,1.0186564268974156,0.4753309265944645,0.9612432832901294
19,0.49232851985559567,1.0205500059976027,0.5018050541516246,0.9438151717185974
20,0.5094765342960289,1.014854263800841,0.4380264741275572,0.989512732395759
21,0.49789410348977137,1.0090502901719167,0.4518652226233454,0.9792871991029153
22,0.5004512635379061,1.005396426297151,0.5992779783393501,0.9107038779900625
23,0.4811973525872443,1.018408233156571,0.5842358604091457,0.9059935086048566
24,0.5039109506618532,1.0041401374798555,0.5186522262334536,0.9272509721609262
25,0.5013537906137184,1.009172456768843,0.41997593261131166,0.996917473582121
26,0.49578820697954273,0.9994126400695398,0.5144404332129964,0.9325207563546988
27,0.5043622141997594,0.9913163245297395,0.5788206979542719,0.9102747451800567
28,0.5174488567990373,1.0010296914439936,0.53309265944645,0.9241011062493691
29,0.4969915764139591,0.9985236677412803,0.4855595667870036,0.9282924464115729
30,0.5037605294825511,1.0098596951709344,0.4542719614921781,0.9569422499491618
31,0.4872141997593261,1.0033535063266754,0.5288808664259927,0.9211963289059125
32,0.5168471720818292,1.000433696863743,0.5523465703971119,0.9255033536599233
33,0.5118832731648616,0.9927947653027681,0.5481347773766546,0.9130341181388268
34,0.5111311672683514,0.9909623434337286,0.53309265944645,0.9446596136459937
35,0.5109807460890493,1.0093625331154237,0.5216606498194946,0.9251371117738577
36,0.5120336943441637,0.9993274776408305,0.5451263537906137,0.9081723311772714
37,0.509777376654633,0.9992672904179647,0.47653429602888087,0.9562465491203161
38,0.5160950661853189,0.9998047658457205,0.5030084235860409,0.923863424704625
39,0.5192539109506619,0.9840511917494811,0.5258724428399518,0.9154398555939014
40,0.5030084235860409,0.9913360499418699,0.5144404332129964,0.9288588498647397
41,0.5157942238267148,0.9895572209587464,0.572202166064982,0.9251416222407267
42,0.526173285198556,0.9885769803076982,0.5367027677496992,0.9100803515085807
43,0.5293321299638989,0.9825438160735828,0.5397111913357401,0.9107967809988902
44,0.5227135980746089,0.9765844333630341,0.5475330926594465,0.9189657179208902
45,0.5114320096269555,0.9855452423485426,0.49217809867629364,0.9353390026551026
46,0.5114320096269555,0.9824686443003324,0.5607701564380265,0.8970173608798248
47,0.529783393501805,0.980071424291684,0.4651022864019254,0.9686713012365195
48,0.5311371841155235,0.9785220683194124,0.5048134777376655,0.925703594317803
49,0.5260228640192539,0.9811863816128328,0.4416365824308063,1.0003620397586088
