cell_type,gene,DEG,pred,atac
L6_CT_CTX_Glut,Lmnb1,0,0,1.0
L6_CT_CTX_Glut,Gas2l1,-1,-1,1.0
L6_CT_CTX_Glut,Trim46,-1,-1,1.0
L6_CT_CTX_Glut,Rab26,-1,-1,1.0
L6_CT_CTX_Glut,Ap1s1,-1,-1,1.0
L6_CT_CTX_Glut,Bin1,-1,-1,1.0
L6_CT_CTX_Glut,Mapk11,-1,-1,1.0
L6_CT_CTX_Glut,Dpp3,-1,-1,1.0
L6_CT_CTX_Glut,Cdk16,-1,-1,1.0
L6_CT_CTX_Glut,Eml2,-1,-1,1.0
L6_CT_CTX_Glut,Grik5,-1,-1,1.0
L6_CT_CTX_Glut,Pde4a,-1,-1,1.0
L6_CT_CTX_Glut,Tnk2,-1,-1,1.0
L6_CT_CTX_Glut,2900026A02Rik,-1,-1,1.0
L6_CT_CTX_Glut,Adamts10,-1,-1,1.0
L6_CT_CTX_Glut,Sox12,-1,-1,1.0
L6_CT_CTX_Glut,March5,-1,-1,1.0
L6_CT_CTX_Glut,Neurod2,-1,-1,1.0
L6_CT_CTX_Glut,Scrib,-1,-1,1.0
L6_CT_CTX_Glut,Lrfn1,-1,-1,1.0
L6_CT_CTX_Glut,Tmem19,-1,-1,1.0
L6_CT_CTX_Glut,Ptprf,-1,-1,1.0
L6_CT_CTX_Glut,Tbc1d30,-1,-1,1.0
L6_CT_CTX_Glut,Clk1,-1,-1,1.0
L6_CT_CTX_Glut,Pard3,1,1,1.0
L6_CT_CTX_Glut,Ilf3,-1,-1,1.0
L6_CT_CTX_Glut,Rpl38,-1,-1,1.0
L6_CT_CTX_Glut,Efhd2,-1,-1,1.0
L6_CT_CTX_Glut,5530401A14Rik,1,0,1.0
L6_CT_CTX_Glut,Ubtf,-1,-1,1.0
L6_CT_CTX_Glut,Rmnd5b,-1,-1,1.0
L6_CT_CTX_Glut,Armc9,-1,-1,1.0
L6_CT_CTX_Glut,Atp1a2,-1,0,1.0
L6_CT_CTX_Glut,Idh3g,-1,-1,1.0
L6_CT_CTX_Glut,Josd2,-1,-1,1.0
L6_CT_CTX_Glut,Rai14,-1,0,1.0
L6_CT_CTX_Glut,Fsd1,-1,-1,1.0
L6_CT_CTX_Glut,Sncb,-1,-1,1.0
L6_CT_CTX_Glut,Sh3glb2,-1,-1,1.0
L6_CT_CTX_Glut,Supt6,-1,-1,1.0
L6_CT_CTX_Glut,Galnt16,-1,-1,1.0
L6_CT_CTX_Glut,Prrt3,-1,-1,1.0
L6_CT_CTX_Glut,Fxyd5,-1,-1,1.0
L6_CT_CTX_Glut,Tubb4b,-1,-1,1.0
L6_CT_CTX_Glut,Kcnq2,-1,-1,1.0
L6_CT_CTX_Glut,Kcnj9,-1,-1,1.0
L6_CT_CTX_Glut,Gmip,-1,0,1.0
L6_CT_CTX_Glut,Dact3,-1,-1,1.0
L6_CT_CTX_Glut,Hagh,-1,-1,1.0
L6_CT_CTX_Glut,Rnf152,-1,0,1.0
L6_CT_CTX_Glut,Ociad2,-1,-1,1.0
L6_CT_CTX_Glut,Drap1,-1,-1,1.0
L6_CT_CTX_Glut,Xist,1,-1,1.0
L6_CT_CTX_Glut,Slc6a17,-1,-1,1.0
L6_CT_CTX_Glut,Cacnb2,1,1,1.0
L6_CT_CTX_Glut,Coro1a,-1,-1,1.0
L6_CT_CTX_Glut,Ldha,-1,-1,1.0
L6_CT_CTX_Glut,Ranbp10,-1,0,1.0
L6_CT_CTX_Glut,Ccnl2,-1,-1,1.0
L6_CT_CTX_Glut,Ttc9b,-1,-1,1.0
L6_CT_CTX_Glut,Tra2a,-1,0,1.0
L6_CT_CTX_Glut,Arid4a,-1,-1,1.0
L6_CT_CTX_Glut,Ckb,-1,-1,1.0
L6_CT_CTX_Glut,Prkcz,-1,-1,1.0
L6_CT_CTX_Glut,Syt14,1,1,1.0
L6_CT_CTX_Glut,Pde3b,1,1,1.0
L6_CT_CTX_Glut,Immp2l,1,1,1.0
L6_CT_CTX_Glut,Tango2,-1,-1,1.0
L6_CT_CTX_Glut,Ppp1r21,-1,0,1.0
L6_CT_CTX_Glut,9330159F19Rik,-1,0,1.0
L6_CT_CTX_Glut,Pitpnc1,-1,1,1.0
L6_CT_CTX_Glut,Cadm2,1,1,1.0
L6_CT_CTX_Glut,Rps9,-1,-1,1.0
L6_CT_CTX_Glut,Sept3,-1,-1,1.0
L6_CT_CTX_Glut,Fbxl19,-1,-1,1.0
L6_CT_CTX_Glut,Clip1,-1,-1,1.0
L6_CT_CTX_Glut,Lpcat4,-1,-1,1.0
L6_CT_CTX_Glut,Arih2,-1,-1,1.0
L6_CT_CTX_Glut,9630028H03Rik,1,1,1.0
L6_CT_CTX_Glut,Arf5,-1,-1,1.0
L6_CT_CTX_Glut,Ly6e,-1,-1,1.0
L6_CT_CTX_Glut,Med24,-1,-1,1.0
L6_CT_CTX_Glut,Lrrfip1,-1,-1,1.0
L6_CT_CTX_Glut,Cabp1,-1,-1,1.0
L6_CT_CTX_Glut,Stk3,1,1,1.0
L6_CT_CTX_Glut,Fam98a,-1,-1,1.0
L6_CT_CTX_Glut,Acaa1a,-1,-1,1.0
L6_CT_CTX_Glut,Dnajc18,-1,0,1.0
L6_CT_CTX_Glut,Tpr,-1,-1,1.0
L6_CT_CTX_Glut,Traf3,-1,0,1.0
L6_CT_CTX_Glut,Camkk2,-1,-1,1.0
L6_CT_CTX_Glut,Nfs1,-1,-1,1.0
L6_CT_CTX_Glut,Ddx39b,-1,-1,1.0
L6_CT_CTX_Glut,Esrra,-1,-1,1.0
L6_CT_CTX_Glut,Cdc73,1,-1,1.0
L6_CT_CTX_Glut,Camkv,-1,-1,1.0
L6_CT_CTX_Glut,Kidins220,-1,-1,1.0
L6_CT_CTX_Glut,Lrp1b,1,1,1.0
L6_CT_CTX_Glut,Aatk,-1,-1,1.0
L6_CT_CTX_Glut,Hnrnph2,-1,-1,1.0
L6_CT_CTX_Glut,Kmt2b,-1,-1,1.0
L6_CT_CTX_Glut,Kif5b,-1,-1,1.0
L6_CT_CTX_Glut,Sart1,-1,-1,1.0
L6_CT_CTX_Glut,Tpi1,-1,-1,1.0
L6_CT_CTX_Glut,Smg9,-1,-1,1.0
L6_CT_CTX_Glut,Pdia3,-1,-1,1.0
L6_CT_CTX_Glut,Snrnp40,-1,0,1.0
L6_CT_CTX_Glut,Slc45a1,-1,-1,1.0
L6_CT_CTX_Glut,Klc1,-1,-1,1.0
L6_CT_CTX_Glut,Gna11,-1,-1,1.0
L6_CT_CTX_Glut,Lmbr1l,-1,-1,1.0
L6_CT_CTX_Glut,Idh3b,-1,-1,1.0
L6_CT_CTX_Glut,Msl1,-1,-1,1.0
L6_CT_CTX_Glut,Palm,-1,-1,1.0
L6_CT_CTX_Glut,Abcc5,-1,-1,1.0
L6_CT_CTX_Glut,Slc25a51,-1,-1,1.0
L6_CT_CTX_Glut,Nyap1,-1,-1,1.0
L6_CT_CTX_Glut,Tmem30a,-1,-1,1.0
L6_CT_CTX_Glut,Mapt,-1,-1,1.0
L6_CT_CTX_Glut,Ddx55,-1,-1,1.0
L6_CT_CTX_Glut,Ccr9,1,-1,1.0
L6_CT_CTX_Glut,Slc41a2,-1,0,1.0
L6_CT_CTX_Glut,Stmn1,-1,-1,1.0
L6_CT_CTX_Glut,Atp1a3,-1,-1,1.0
L6_CT_CTX_Glut,Rabac1,-1,-1,1.0
L6_CT_CTX_Glut,Scaf1,-1,-1,1.0
L6_CT_CTX_Glut,Brsk1,-1,-1,1.0
L6_CT_CTX_Glut,Scyl1,-1,-1,1.0
L6_CT_CTX_Glut,Pdzd4,-1,-1,1.0
L6_CT_CTX_Glut,Rpl37a,-1,-1,1.0
L6_CT_CTX_Glut,Tctn2,-1,-1,1.0
L6_CT_CTX_Glut,Ppp2r5d,-1,-1,1.0
L6_CT_CTX_Glut,Cabin1,-1,-1,1.0
L6_CT_CTX_Glut,Limk2,-1,-1,1.0
L6_CT_CTX_Glut,Tsc1,-1,-1,1.0
L6_CT_CTX_Glut,Dnmt3a,-1,-1,1.0
L6_CT_CTX_Glut,Flna,-1,-1,1.0
L6_CT_CTX_Glut,Trim41,-1,-1,1.0
L6_CT_CTX_Glut,Slc25a3,-1,-1,1.0
L6_CT_CTX_Glut,Slc8a2,-1,-1,1.0
L6_CT_CTX_Glut,Dus2,-1,0,1.0
L6_CT_CTX_Glut,Plec,-1,-1,1.0
L6_CT_CTX_Glut,Taok2,-1,-1,1.0
L6_CT_CTX_Glut,Son,-1,-1,1.0
L6_CT_CTX_Glut,Epn2,-1,-1,1.0
L6_CT_CTX_Glut,Adam11,-1,-1,1.0
L6_CT_CTX_Glut,Arpc3,-1,-1,1.0
L6_CT_CTX_Glut,Sulf2,-1,-1,1.0
L6_CT_CTX_Glut,Grb2,-1,-1,1.0
L6_CT_CTX_Glut,Garnl3,-1,-1,1.0
L6_CT_CTX_Glut,Nr3c1,1,-1,1.0
L6_CT_CTX_Glut,Fbrsl1,-1,-1,1.0
L6_CT_CTX_Glut,Rnf145,-1,-1,1.0
L6_CT_CTX_Glut,Tmem208,-1,-1,1.0
L6_CT_CTX_Glut,Nelfb,-1,-1,1.0
L6_CT_CTX_Glut,Maged1,-1,-1,1.0
L6_CT_CTX_Glut,Serinc2,-1,-1,1.0
L6_CT_CTX_Glut,Strip1,-1,-1,1.0
L6_CT_CTX_Glut,Elfn2,-1,-1,1.0
L6_CT_CTX_Glut,Tma7,-1,-1,1.0
L6_CT_CTX_Glut,Ring1,-1,-1,1.0
L6_CT_CTX_Glut,Kirrel3,1,1,1.0
L6_CT_CTX_Glut,Zfp523,-1,-1,1.0
L6_CT_CTX_Glut,Acin1,-1,-1,1.0
L6_CT_CTX_Glut,Uqcr11,-1,-1,1.0
L6_CT_CTX_Glut,Golga2,-1,-1,1.0
L6_CT_CTX_Glut,Cluap1,-1,0,1.0
L6_CT_CTX_Glut,Ube3a,1,-1,1.0
L6_CT_CTX_Glut,2610507B11Rik,-1,-1,1.0
L6_CT_CTX_Glut,Atg9a,-1,-1,1.0
L6_CT_CTX_Glut,Ptpn5,-1,-1,1.0
L6_CT_CTX_Glut,Efr3b,-1,-1,1.0
L6_CT_CTX_Glut,Dmwd,-1,-1,1.0
L6_CT_CTX_Glut,Cdk9,-1,-1,1.0
L6_CT_CTX_Glut,Safb2,-1,-1,1.0
L6_CT_CTX_Glut,Slc43a2,-1,-1,1.0
L6_CT_CTX_Glut,Rad54l2,-1,-1,1.0
L6_CT_CTX_Glut,Ccdc120,-1,-1,1.0
L6_CT_CTX_Glut,Wipf2,-1,-1,1.0
L6_CT_CTX_Glut,Slc6a7,-1,-1,1.0
L6_CT_CTX_Glut,Ppfia3,-1,-1,1.0
L6_CT_CTX_Glut,Brip1os,1,-1,1.0
L6_CT_CTX_Glut,Srpk1,-1,-1,1.0
L6_CT_CTX_Glut,Zbtb4,-1,-1,1.0
L6_CT_CTX_Glut,Ehmt2,-1,-1,1.0
L6_CT_CTX_Glut,Cacna1i,-1,0,1.0
L6_CT_CTX_Glut,Nr4a1,-1,-1,1.0
L6_CT_CTX_Glut,Fam131a,-1,-1,1.0
L6_CT_CTX_Glut,Cacna1a,-1,-1,1.0
L6_CT_CTX_Glut,Trpm2,-1,0,1.0
L6_CT_CTX_Glut,Uck2,-1,-1,1.0
L6_CT_CTX_Glut,Tjap1,-1,-1,1.0
L6_CT_CTX_Glut,Nptx1,-1,-1,1.0
L6_CT_CTX_Glut,Stat2,-1,0,1.0
L6_CT_CTX_Glut,Zdhhc8,-1,-1,1.0
L6_CT_CTX_Glut,Pcdh11x,-1,0,1.0
L6_CT_CTX_Glut,Cic,-1,-1,1.0
L6_CT_CTX_Glut,Safb,-1,-1,1.0
L6_CT_CTX_Glut,Rnasek,-1,-1,1.0
L6_CT_CTX_Glut,Ndrg4,-1,-1,1.0
L6_CT_CTX_Glut,Tmem178,-1,-1,1.0
L6_CT_CTX_Glut,Clpb,-1,-1,1.0
L6_CT_CTX_Glut,Lhfpl4,-1,-1,1.0
L6_CT_CTX_Glut,Gm15810,1,-1,1.0
L6_CT_CTX_Glut,Rpl34,-1,0,1.0
L6_CT_CTX_Glut,Ppp1r12c,-1,-1,1.0
L6_CT_CTX_Glut,Flot1,-1,-1,1.0
L6_CT_CTX_Glut,Prrt1,-1,-1,1.0
L6_CT_CTX_Glut,Syn1,-1,-1,1.0
L6_CT_CTX_Glut,Limk1,-1,-1,1.0
L6_CT_CTX_Glut,Hk1,-1,-1,1.0
L6_CT_CTX_Glut,Arhgdia,-1,-1,1.0
L6_CT_CTX_Glut,Deaf1,-1,-1,1.0
L6_CT_CTX_Glut,Fbxl16,-1,-1,1.0
L6_CT_CTX_Glut,Hdac1,-1,0,1.0
L6_CT_CTX_Glut,Ap2m1,-1,-1,1.0
L6_CT_CTX_Glut,Gse1,-1,-1,1.0
L6_CT_CTX_Glut,Snapc4,-1,-1,1.0
L6_CT_CTX_Glut,Sel1l3,-1,-1,1.0
L6_CT_CTX_Glut,Sema5b,-1,-1,1.0
L6_CT_CTX_Glut,Calm3,-1,-1,1.0
L6_CT_CTX_Glut,Brinp2,-1,-1,1.0
L6_CT_CTX_Glut,Med23,-1,0,1.0
L6_CT_CTX_Glut,Ap1ar,-1,0,1.0
L6_CT_CTX_Glut,Usp11,-1,-1,1.0
L6_CT_CTX_Glut,Tuba4a,-1,-1,1.0
L6_CT_CTX_Glut,Setdb1,-1,-1,1.0
L6_CT_CTX_Glut,Atg16l1,-1,0,1.0
L6_CT_CTX_Glut,Ubap2l,-1,-1,1.0
L6_CT_CTX_Glut,Coro2b,-1,-1,1.0
L6_CT_CTX_Glut,Drp2,-1,-1,1.0
L6_CT_CTX_Glut,Ube2o,-1,-1,1.0
L6_CT_CTX_Glut,Uba6,-1,0,1.0
L6_CT_CTX_Glut,Faf1,1,1,1.0
L6_CT_CTX_Glut,Mlf2,-1,-1,1.0
L6_CT_CTX_Glut,Otud5,-1,-1,1.0
L6_CT_CTX_Glut,Tbr1,-1,-1,1.0
L6_CT_CTX_Glut,Rap1b,-1,0,1.0
L6_CT_CTX_Glut,Cluh,-1,-1,1.0
L6_CT_CTX_Glut,Tbc1d24,-1,-1,1.0
L6_CT_CTX_Glut,Adck5,-1,-1,1.0
L6_CT_CTX_Glut,Tcf12,1,0,1.0
L6_CT_CTX_Glut,Ints3,-1,0,1.0
L6_CT_CTX_Glut,Lrba,1,1,1.0
L6_CT_CTX_Glut,Celsr2,-1,-1,1.0
L6_CT_CTX_Glut,Tnfrsf25,-1,-1,1.0
L6_CT_CTX_Glut,Cacng7,-1,-1,1.0
L6_CT_CTX_Glut,Calm1,-1,-1,1.0
L6_CT_CTX_Glut,Fscn1,-1,-1,1.0
L6_CT_CTX_Glut,Faim2,-1,-1,1.0
L6_CT_CTX_Glut,Dctn1,-1,-1,1.0
L6_CT_CTX_Glut,Zfp598,-1,-1,1.0
L6_CT_CTX_Glut,Atcay,-1,-1,1.0
L6_CT_CTX_Glut,Lmo4,-1,-1,1.0
L6_CT_CTX_Glut,Susd4,-1,-1,1.0
L6_CT_CTX_Glut,Rab3a,-1,-1,1.0
L6_CT_CTX_Glut,Chd3,-1,-1,1.0
L6_CT_CTX_Glut,Lman2l,-1,-1,1.0
L6_CT_CTX_Glut,Ephb2,-1,-1,1.0
L6_CT_CTX_Glut,Oprm1,1,1,1.0
L6_CT_CTX_Glut,Rab11fip4,-1,-1,1.0
L6_CT_CTX_Glut,Pcdh15,-1,1,1.0
L6_CT_CTX_Glut,Mdn1,-1,0,1.0
L6_CT_CTX_Glut,Arfgef2,-1,-1,1.0
L6_CT_CTX_Glut,Senp2,-1,-1,1.0
L6_CT_CTX_Glut,Cpe,-1,-1,1.0
L6_CT_CTX_Glut,Mrps33,-1,0,1.0
L6_CT_CTX_Glut,Sema7a,-1,-1,1.0
L6_CT_CTX_Glut,Rph3a,-1,-1,1.0
L6_CT_CTX_Glut,Tmem132a,-1,-1,1.0
L6_CT_CTX_Glut,Igdcc4,-1,-1,1.0
L6_CT_CTX_Glut,Myl6,-1,-1,1.0
L6_CT_CTX_Glut,Atf1,-1,-1,1.0
L6_CT_CTX_Glut,Ncln,-1,-1,1.0
L6_CT_CTX_Glut,Mgrn1,-1,-1,1.0
L6_CT_CTX_Glut,Ube2b,-1,-1,1.0
L6_CT_CTX_Glut,Azi2,1,-1,1.0
L6_CT_CTX_Glut,Lysmd4,1,-1,1.0
L6_CT_CTX_Glut,Dlg3,-1,0,1.0
L6_CT_CTX_Glut,Sptbn2,-1,-1,1.0
L6_CT_CTX_Glut,Mef2d,-1,-1,1.0
L6_CT_CTX_Glut,Ralgds,-1,-1,1.0
L6_CT_CTX_Glut,Sox11,-1,-1,1.0
L6_CT_CTX_Glut,Pfkl,-1,-1,1.0
L6_CT_CTX_Glut,Ube4b,-1,-1,1.0
L6_CT_CTX_Glut,Ckap5,-1,0,1.0
L6_CT_CTX_Glut,Plekha7,-1,-1,1.0
L6_CT_CTX_Glut,Bptf,-1,-1,1.0
L6_CT_CTX_Glut,Arhgap10,-1,1,1.0
L6_CT_CTX_Glut,Fnta,0,-1,1.0
L6_CT_CTX_Glut,Gm15577,0,0,1.0
L6_CT_CTX_Glut,Psmd12,0,-1,1.0
L6_CT_CTX_Glut,Caml,0,-1,1.0
L6_CT_CTX_Glut,Stip1,0,-1,1.0
L6_CT_CTX_Glut,Ints4,0,-1,1.0
L6_CT_CTX_Glut,Sfxn1,0,-1,1.0
L6_CT_CTX_Glut,Slc44a1,0,-1,1.0
L6_CT_CTX_Glut,Gm10558,0,-1,1.0
L6_CT_CTX_Glut,Fam169a,0,-1,1.0
L6_CT_CTX_Glut,Cenpj,0,-1,1.0
L6_CT_CTX_Glut,Dhx38,0,-1,1.0
L6_CT_CTX_Glut,Abhd2,0,-1,1.0
L6_CT_CTX_Glut,Efcab5,0,0,1.0
L6_CT_CTX_Glut,Mkrn2,0,-1,1.0
L6_CT_CTX_Glut,Wdr61,0,-1,1.0
L6_CT_CTX_Glut,Gm3693,0,-1,1.0
L6_CT_CTX_Glut,Arhgef11,0,0,1.0
L6_CT_CTX_Glut,Crkl,0,-1,1.0
L6_CT_CTX_Glut,Flt3,0,0,1.0
L6_CT_CTX_Glut,Map3k14,0,-1,1.0
L6_CT_CTX_Glut,Cep95,0,-1,1.0
L6_CT_CTX_Glut,Ddhd2,0,-1,1.0
L6_CT_CTX_Glut,Dpagt1,0,-1,1.0
L6_CT_CTX_Glut,Naa20,0,-1,1.0
L6_CT_CTX_Glut,Fn3k,0,-1,1.0
L6_CT_CTX_Glut,Pde7b,0,1,1.0
L6_CT_CTX_Glut,Bbs1,0,0,1.0
L6_CT_CTX_Glut,Plagl2,0,-1,1.0
L6_CT_CTX_Glut,Ubxn1,0,-1,1.0
L6_CT_CTX_Glut,Trim33,0,-1,1.0
L6_CT_CTX_Glut,Dnttip1,0,-1,1.0
