gene_name,9mo.2mo.log_ratio.mean,18mo.9mo.log_ratio.mean,18mo.2mo.log_ratio.mean,log2_distance.mean,9mo.2mo.log_ratio.std,18mo.9mo.log_ratio.std,18mo.2mo.log_ratio.std,log2_distance.std,count
0610005C13Rik,0.22925049086806792,0.04402323218624815,0.2732737230543161,11.60619342045736,0.20873855267955424,0.17307674973719087,0.03566180294236338,0.6726322958659212,2
0610007P14Rik,-0.04890957798676901,0.021831351260600568,-0.02707822672616844,11.631620055894603,0.16511157228009068,0.2770713297638979,0.28962416876214153,0.8873090751497944,4
0610009B22Rik,-0.20799539180245574,0.16059337636392002,-0.04740201543853573,11.185494924210929,,,,,1
0610009E02Rik,0.02567906817459642,-0.012125649071543343,0.013553419103053077,10.71398733619474,0.053599029779285344,0.017474493547294367,0.036124536231990974,0.32836328360374584,2
0610009L18Rik,0.15465342949453148,0.014903475448383396,0.16955690494291487,10.611121127234544,0.14109851101750445,0.17792325118119595,0.21035145045798004,0.8605203477781459,5
0610009O20Rik,-0.010523600812423572,0.09239704505992305,0.08187344424749947,11.123827238337519,0.28146234436427525,0.246977577384642,0.25737846828636035,1.7891060062090245,5
0610010F05Rik,-0.2766565544892464,0.09310004733269993,-0.1835565071565465,12.50145021860601,0.11237609133519377,0.5109624782033443,0.5900666762178843,1.414622921767789,6
0610010K14Rik,0.07543355194847083,-0.004688173071886537,0.0707453788765843,9.803091088677018,0.13245162574778035,0.1340532060936083,0.16334746097436115,1.4895932767149955,5
0610011F06Rik,0.216623449754567,-0.03536949150355845,0.18125395825100854,10.82540383084116,0.30583030609871326,0.2800090177721199,0.3948017947589168,0.5342771159523938,4
0610012G03Rik,-0.13994256788202764,-0.047953248421635175,-0.1878958163036628,10.893849072737815,0.08741827551436356,0.1910685270753042,0.10365025156094063,0.2747486300788355,2
0610025J13Rik,-0.7796539474025916,0.6678318952051712,-0.11182205219742058,11.157180982959723,0.9202088618913851,1.0163162702418225,0.09610740835043713,0.4099836841665099,2
0610030E20Rik,-0.22763063345911952,0.07417050012828907,-0.15346013333083044,10.129587230288655,0.12450157611229355,0.08083605017615987,0.06028557476535057,1.4275403877039976,3
0610031O16Rik,0.26050103938746033,-0.5041085737790159,-0.24360753439155552,13.792485295524513,,,,,1
0610037L13Rik,0.14641031496287224,-0.031287922308169756,0.11512239265470248,11.256871408926743,0.48408062234823795,0.031013335937676103,0.4612591438869565,0.8778131550117968,3
0610038B21Rik,-0.25932999191659467,-0.13885327429149294,-0.3981832662080876,11.387522022318253,0.27476384146611016,0.189472602754266,0.3067967227553243,0.3357618624344063,3
0610039K10Rik,-0.046120468285154814,-0.1322737427199172,-0.17839421100507202,11.006326078525005,,,,,1
0610040B10Rik,0.1887653530605119,-0.05481225681317853,0.13395309624733337,10.482118316296742,0.2763110671080636,0.07283976591200976,0.3205056095244524,0.6008759094053596,4
0610040F04Rik,-0.2206166179911893,0.052210666847055165,-0.16840595114413415,11.477601657756924,0.21548475642521256,0.12184038967376783,0.22808417888588406,0.6758035590915535,4
0610040J01Rik,-0.07891754052748927,0.008466297938012976,-0.07045124258947628,12.281452723044518,0.38923380592721174,0.26315384931161195,0.4286684037926852,1.727524916840687,6
0610043K17Rik,0.04184349356003968,-0.02617537890250403,0.01566811465753564,13.187048041014684,0.394529371528239,0.2353890968260479,0.2953704337515339,0.9316510455203535,9
1010001B22Rik,0.3010318064710558,-0.15218411321438863,0.14884769325666722,10.811523450655873,0.18247696269821237,0.34878195309430926,0.16630499039609686,0.3892993848902492,2
1010001N08Rik,-0.11560564450588173,0.09499747089710327,-0.02060817360877848,10.935010744791581,0.21738479487736304,0.28741175724057527,0.5047965521179384,0.28926410133424346,2
1110001J03Rik,-0.31664250549420103,0.03709491088667445,-0.2795475946075266,11.249688338598705,0.05441649786793491,0.08828386397203437,0.040959502923979714,0.5137575689802283,5
