gene_name,rel_pos,9mo.2mo.log_ratio,18mo.9mo.log_ratio,18mo.2mo.log_ratio,count
0610010K14Rik,0.12268932617769827,0.05620220061910475,-0.3610410700594926,-0.30483886944038785,1
0610040J01Rik,0.6754642026249945,-0.2500063331976472,-0.038483824333041206,-0.2884901575306884,1
1110002E22Rik,0.7248948860858512,-0.5576238880637692,-0.030480398295972932,-0.5881042863597421,1
1110002J07Rik,0.2651032373183788,-0.27891172133496367,-0.4305625567287552,-0.7094742780637189,1
1110007C09Rik,0.7378038067349927,0.15674389706713088,0.3392637139689909,0.4960076110361218,1
1110008L16Rik,0.658804452826717,0.06589441366198123,0.43531040143080557,0.5012048150927868,1
1110032F04Rik,0.25870457655466017,-0.34468577401946754,0.007486295265886733,-0.3371994787535808,2
1110034G24Rik,0.7636515765369033,-0.40327205971364855,0.01658950722150898,-0.38668255249213956,1
1110051M20Rik,0.07340643645327007,-0.001960685335756107,-0.25266834155392237,-0.2546290268896785,1
1110059E24Rik,0.8179520679916594,-0.33449646961245105,0.005501235434504093,-0.32899523417794696,2
1190002F15Rik,0.020180775682916447,-0.425826697486555,-0.07063298331253372,-0.4964596807990887,3
1190002N15Rik,0.9177850270471156,-0.2766723156591038,0.030408349947340874,-0.2462639657117629,1
1500009L16Rik,0.03975305266994715,-0.1914214187529737,-0.14418891482352558,-0.3356103335764993,1
1500015A07Rik,0.9434464404524284,-0.34286634533463145,-0.30534023952070255,-0.648206584855334,1
1600010M07Rik,0.8069771593995894,-0.10285495682029655,-0.16544440654431547,-0.268299363364612,1
1600014C23Rik,0.04618473895582329,0.24217898313856923,0.07784569102112915,0.3200246741596984,1
1700001C02Rik,0.8253708996869471,0.4953932346323624,-0.0069119271576296715,0.48848130747473273,1
1700001D01Rik,0.7431718061674009,-0.3033408795832644,-0.03426474420032921,-0.3376056237835936,1
1700001G11Rik,0.4792062122519413,-0.15211784074092294,-0.14893093202472718,-0.3010487727656501,1
1700003D09Rik,0.44470384781668826,0.18897617705882608,0.07477311294936095,0.26374929000818703,1
1700007G11Rik,0.7868540108612629,-0.5679070881530817,0.05128295101132885,-0.5166241371417528,1
1700007J10Rik,0.4608762406097494,0.5216184463488964,0.19717967742718923,0.7187981237760857,1
1700008I05Rik,0.8151861134317274,1.4642854842955693,0.060368494503192816,1.5246539787987619,1
1700008O03Rik,0.43342176847902747,0.18651880147439925,-0.06669393326599549,0.11982486820840377,2
1700010L04Rik,0.09061224489795919,-0.43754150841345485,-0.05589071998569084,-0.4934322283991457,1
1700017N19Rik,0.8976168077767325,-0.3092296592307835,-0.13988579242507893,-0.4491154516558624,1
1700020I14Rik,0.1004359197907585,-0.12814153398982686,-0.19004441311732112,-0.318185947107148,1
1700020L24Rik,0.7247220751720487,0.5025731663605812,0.15508783333843246,0.6576609996990137,1
1700021K19Rik,0.6496678487588032,-0.26206140458817107,-0.19460470020462362,-0.4566661047927947,1
1700025G04Rik,0.6988786015891533,-0.2554870391728034,-0.16233744390430646,-0.41782448307710984,3
1700025N21Rik,0.4827961672473868,-0.11476241769136308,-0.1898752194083113,-0.3046376370996744,2
1700034E13Rik,0.1977792231927151,-0.7439043280777233,0.27299295282544334,-0.47091137525228,1
1700034P13Rik,0.041885901313336374,-0.344559268881345,0.01645532826633911,-0.3281039406150059,1
1700044C05Rik,0.6657114515595723,0.5844019425994711,-0.005336667076908164,0.5790652755225629,1
1700047K16Rik,0.28655292606861127,0.09217544107160913,0.2870696272222233,0.3792450682938324,1
1700049E22Rik,0.6865150608418112,0.05090411710416376,0.5349818516529188,0.5858859687570825,1
1700056E22Rik,0.7271864921267311,-0.22663201544742018,0.04385373238003831,-0.18277828306738186,1
1700060C20Rik,0.13241183309649915,-0.007190248117007414,-0.31801477315431237,-0.3252050212713198,1
1700063D05Rik,0.518140735958683,-0.2744869819850644,-0.025527605324707103,-0.3000145873097715,1
1700063K16Rik,0.3987175083018436,-0.5675036187802511,0.011235419552100723,-0.5562681992281504,1
1700064H15Rik,0.8878703662199112,-0.307751147174006,-0.0027482211577742888,-0.31049936833178027,2
1700084C06Rik,0.035459422215660216,0.02840688004058789,-0.3232445591450568,-0.2948376791044689,1
1700112E06Rik,0.5734933528647899,0.19162278264357846,-0.0903993610367333,0.10122342160684517,2
1700113H08Rik,0.015554196121080298,-0.3104084537599787,-0.37156723722764307,-0.6819756909876218,1
1700125H20Rik,0.9864323994301608,0.003923042266827714,-0.26140965103413993,-0.2574866087673122,1
1810041L15Rik,0.48892814421231257,0.3001521013865571,0.010605834100135603,0.3107579354866927,1
1810059C17Rik,0.7560747663551401,-0.2438417786871181,-0.09130411444759634,-0.33514589313471443,1
1810059H22Rik,0.7803327770688132,0.5003756859524398,0.0907125822666186,0.5910882682190584,2
2010002M12Rik,0.9214270239040947,0.2948189235112195,0.3871659534777043,0.6819848769889238,1
2010110K18Rik,0.14499816108863553,-0.1384158860753688,-0.1225053457001044,-0.2609212317754732,1
2010111I01Rik,0.8277520767097556,0.6513480174794849,-0.008598303785426697,0.6427497136940582,1
2010320O07Rik,0.20639199075856757,-0.10675636504308628,-0.13564524127926703,-0.2424016063223533,1
2210408F21Rik,0.18819194898102484,0.19865522136911049,0.08958520419483737,0.28824042556394786,5
2310002F09Rik,0.9049242992055164,0.5246619099340114,0.12094121739454655,0.645603127328558,2
2310014F06Rik,0.9829012608018133,0.9845324500073351,0.015643938225230247,1.0001763882325654,1
2310022A10Rik,0.3942372056228321,0.5012698009762562,-0.030480398295729128,0.47078940268052705,1
2310026I22Rik,0.9374726237406921,-0.13994146429546772,-0.17484801792565596,-0.3147894822211237,1
2410017I17Rik,0.09129885368715589,0.7323270834093569,-0.08000343796888187,0.652323645440475,1
2410080I02Rik,0.3024704172721611,-0.2763377776717877,0.003555071893161621,-0.27278270577862607,1
2610027F03Rik,0.48636857823101165,-0.28867912787295413,-0.43523094752972624,-0.7239100754026804,1
2610027K06Rik,0.9579462322157892,0.6415611420819438,0.1279306151251538,0.7694917572070976,1
2610028E06Rik,0.6923974485297931,-0.07280438359074326,-0.2746998629552424,-0.34750424654598566,1
2610035D17Rik,0.8740585679323383,0.2515012762738314,0.28965087074529894,0.5411521470191304,3
2610203C20Rik,0.7371859398879267,-0.18974434910931373,-0.2625010982020819,-0.45224544731139565,3
2610203C22Rik,0.31518771101515947,-0.3713659106423788,-0.10325462019923481,-0.4746205308416136,3
2610204G07Rik,0.871435682286852,-0.5321406142677001,-0.11938665641273216,-0.6515272706804323,1
2610206C17Rik,0.683012683012683,-0.18489526548691204,-0.14519747010010597,-0.330092735587018,1
2610301B20Rik,0.04061949044145608,-0.3584913729982855,0.021802409203262485,-0.336688963795023,1
2700033N17Rik,0.3404133180252583,-0.39870593908657326,0.06593605314726325,-0.33276988593931,2
2700046A07Rik,0.9636803874092009,-0.05193276121156476,-0.4300167076982242,-0.48194946890978896,1
2700060E02Rik,0.9674806650021314,-0.2010122045180105,-0.2532675918393186,-0.45427979635732907,1
2700094K13Rik,0.590999099909991,-0.20475455009167787,-0.03548107935428524,-0.2402356294459631,1
2810006K23Rik,0.7652773866516475,-0.16398041682555053,-0.13490208139717064,-0.29888249822272117,2
2810029C07Rik,0.5494162144384147,0.07158552574121568,-0.3887161232443588,-0.3171305975031431,1
2810403A07Rik,0.7963646873695366,-0.39820978119908235,-0.14606079802166905,-0.5442705792207514,1
2810468N07Rik,0.1423712342079689,-0.028229916081435658,-0.4658927740165204,-0.49412269009795606,1
2900005J15Rik,0.14699832393722384,0.25134902298171746,0.10982618567443359,0.36117520865615105,2
2900011O08Rik,0.05204548512986139,-0.22958211503078685,-0.20452891202087153,-0.4341110270516584,2
2900055J20Rik,0.3646759847522236,-0.3949231364160575,-0.06304608780667431,-0.4579692242227318,1
2900079G21Rik,0.014880149686467534,-0.16624919431010676,-0.014103966230588183,-0.18035316054069495,2
3110021N24Rik,0.9642743943853294,0.21454116604694784,-0.004412453395232774,0.21012871265171507,1
3110035E14Rik,0.4290008014961261,-0.38660356845004173,-0.028360346421682614,-0.41496391487172435,1
