gene,stats,fdr,log2(old/young),DEG,-log10(fdr)
Iscu,51.506005167265926,1.972155840954539e-11,-0.44135007,-1,10.7050587698246
Tmem119,2.2259783903034496,0.3600217878650158,-0.5656435,0,0.4436712157237656
Selplg,5.444515440964293,0.0811037350919151,-2.1805813,0,1.0909591446488272
Coro1c,74.21028954471117,3.5502672846197433e-16,-0.21878569,0,15.449738949517934
Ssh1,69.53491707300451,3.3412448512218664e-15,-0.671896,-1,14.476091697472263
Svop,284.85304616775903,1.4898923269971598e-60,-0.7525838,-1,59.82684511647408
Usp30,45.352991910244526,3.843123083780792e-10,-0.42047837,-1,9.41531570615475
Alkbh2,11.043314891247476,0.0057464992686683,-0.35948023,0,2.2405966442319847
Ung,0.8599622399917132,0.6746574690885844,0.19067018,0,0.1709166672307092
Acacb,1.3011870375945978,0.5517511300960527,0.9257579,0,0.2582567686439202
Myo1h,12.99807417622484,0.0022546072754551,-0.6755876,0,2.646929095895296
Kctd10,32.01978548197813,2.384998599611248e-07,-1.6727437,-1,6.622511871626503
Ube3b,97.15874514495886,5.716145452568018e-21,-0.6320214,-1,20.242896728718723
Mmab,30.56140184779706,4.815076753053491e-07,-0.6613191,-1,6.317396785764384
Mvk,12.659157152534128,0.0026508204114808,-0.76669526,0,2.576619693973736
Fam222a,20.826666213194923,5.245100986428091e-05,-0.10020914,0,4.280246145711366
Gltp,19.50792438754546,9.893295485541344e-05,-0.4856063,0,4.004659019546499
Tchp,17.308529242098928,0.0002854266271114,-0.31551558,0,3.544505514514456
Git2,113.39987958126896,2.3084351086361773e-24,-0.65838426,-1,23.63668232919485
Ankrd13a,132.58688286896805,2.207541507123305e-28,-0.9143102,-1,27.65609112188623
1500011B03Rik,182.89536094302903,5.94318649833811e-39,-0.7794078,-1,38.225980641283385
2210016L21Rik,63.5652256372431,5.860203043640979e-14,-0.6831187,-1,13.232087336335969
Sppl3,109.214030431234,1.7255560253472414e-23,-0.43107402,-1,22.7630709354718
Gm10401,4.511436993477268,0.1251486057337316,2.2607777,0,0.9025739844538376
Acads,8.640123506219023,0.0180012117544717,-0.93514013,0,1.744698259309609
Unc119b,32.7138138501984,1.706806736176742e-07,0.043843504,0,6.767815651799007
Mlec,54.52969506352184,4.583236902233222e-12,-0.50007504,-1,11.338827693993794
Cabp1,167.15228547833365,1.2052519664403578e-35,-0.6606219,-1,34.91892215126707
Pop5,72.73932075772082,7.209257941996332e-16,-0.30208412,-1,15.142109435458323
Rnf10,100.76370130420598,1.0057655943477824e-21,-0.5155594,-1,20.997503224989178
Coq5,107.37469475004292,4.176258223338292e-23,-0.9379848,-1,22.37921265619741
Dynll1,142.05182420297714,2.30278855834706e-30,-0.80178267,-1,29.637745937050447
Gm13830,66.5422845818574,1.4014000018117938e-14,-0.9396146,-1,13.853437886280968
Srsf9,67.599104418997,8.452464143373994e-15,-0.34505013,-1,14.07301666290089
Gatc,10.602690742898789,0.0070865946987931,0.4294803,0,2.1495624049852147
Triap1,18.85839895329842,0.0001351564557289,0.8696163,0,3.869163205455521
Cox6a1,148.65302005567125,9.36213603410188e-32,-0.58578295,-1,31.028625052758823
Gm13832,11.873373780105693,0.0038642387366253,-0.6828524,0,2.412936050269959
Msi1,13.226158635677518,0.0020233983177328,-0.5907282,0,2.6939186154172634
Sirt4,58.172194967750464,7.873934302742402e-13,-0.20786664,0,12.103808213126625
