gene,stats,fdr,log2(old/young),DEG,-log10(fdr)
Xkr4,33.78836025416788,2.0361652043906625e-07,-0.025227107,0,6.691186988395908
Gm1992,423.0266732829408,2.1010305350659357e-90,-1.758751,-1,89.67756763578335
Mrpl15,8.164523155532027,0.0300418967053673,-0.060342774,0,1.5222726514724267
Lypla1,7.113406725712029,0.0480526086873509,0.21276249,0,1.3182830303103492
Tcea1,20.81113933484242,8.925941449054395e-05,-0.03463571,0,4.049345966300776
Rgs20,14.913804928630515,0.0013898904832765,0.5731378,0,2.857019418726104
Atp6v1h,22.417310683898524,4.2280846441432e-05,-0.09176545,0,4.373856326918928
Oprk1,27.75003531450453,3.5040831551297964e-06,2.1168354,1,5.455425596172478
Rb1cc1,35.849236845293774,7.64405874939312e-08,0.028027954,0,7.116675983778301
4732440D04Rik,75.67887766826344,3.813308038880585e-16,-1.0572336,-1,15.418698111017294
St18,24.77486300584121,1.4037405498999157e-05,0.22484532,0,4.852713154427821
Pcmtd1,143.84688748663007,1.3476033535704149e-30,-0.2538573,0,29.87043791692859
Gm26901,4.698121580940633,0.139532706505578,-0.21296531,0,0.855323981709207
Sntg1,20.158637147648008,0.0001213167644705,0.005653501,0,3.916079180881305
Rrs1,26.038883050483356,7.784460115314615e-06,-1.0296199,-1,5.108771502180027
Adhfe1,4.045877032643126,0.1847291389256475,-0.14482136,0,0.7334645941294208
2610203C22Rik,73.345981075837,1.1745375524303477e-15,-0.853246,-1,14.930133093358435
Mybl1,1.8268786536404575,0.4711928209594196,-0.43690675,0,0.326801335032204
Vcpip1,30.076843386157016,1.1737213407394242e-06,-0.062444422,0,5.930434998952183
1700034P13Rik,2.7475501573869967,0.3212853000288913,-0.92007697,0,0.493109144546156
Sgk3,0.774145859882521,0.7289734704258071,0.20280075,0,0.1372882766989399
Mcmdc2,12.332216401198028,0.0045464155791426,0.33485198,0,2.3423308687695727
Snhg6,9.690667116926388,0.0150393455358912,-0.19380903,0,1.8227710624368856
Ppp1r42,10.660403900905632,0.0096883278446972,-0.37766796,0,2.0137511734639006
Cops5,21.67433785673903,5.971557850669576e-05,-0.21643329,0,4.223912356024564
Cspp1,83.07487747887393,1.0431994798667244e-17,0.047587585,0,16.981632638148838
Arfgef1,40.65928279847889,7.745556694691464e-09,0.0011037063,0,8.110947362831299
Cpa6,11.321431398605656,0.0071932729032782,0.96791524,0,2.143073462827314
Prex2,82.18390071149942,1.6013672548470334e-17,0.48246923,1,16.795509056298837
A830018L16Rik,363.7051506487654,1.1821114355276551e-77,0.48501852,1,76.92734158136206
Sulf1,57.172660623234734,2.895853622565559e-12,0.9282066,1,11.538223394311457
Slco5a1,154.16594509246525,8.541614193226209e-33,-0.7814461,-1,32.06846004863583
Ncoa2,6.326472309625878,0.0680489104784116,0.027831942,0,1.1671788238331915
Gm29570,0.3400448655909836,0.8708366451378682,0.24791592,0,0.0600633039691265
Tram1,20.201625048447745,0.0001189273564884,-0.0486838,0,3.9247182344861504
Lactb2,4.1268208986649055,0.1785611038317606,0.11995715,0,0.7482131380059514
Eya1,24.450631282827484,1.6337566409511e-05,-0.45582393,0,4.7868126340724215
Gm9947,18.965035609727227,0.0002106704043531,-0.6859061,0,3.6763964711735087
Msc,7.34914938723264,0.0432129779793255,-1.5537605,0,1.364385803685915
Kcnb2,18.057533429777955,0.0003231338156729,-0.06305695,0,3.4906175910640265
Terf1,14.603478452621395,0.0016052246633,-0.01841643,0,2.794464176216514
Sbspon,1.986334380146832,0.4413342969826708,0.08797667,0,0.3552323213369793
4930444P10Rik,10.172324419881376,0.0120787046886533,0.5931124,0,1.917979636636464
Rpl7,167.46538377903198,1.2754305440609e-35,-1.2675837,-1,34.89434318672287
Rdh10,0.9023254127576754,0.6918143758548007,0.0041760523,0,0.1600104176186451
Gm28095,11.499715874739875,0.0066406931205978,-2.7308447,0,2.1777865888938748
Stau2,41.38310142088229,5.493641318683415e-09,-0.17040528,0,8.260139699193157
Gm7568,5.517982320115459,0.0973716030099575,-0.7258768,0,1.0115676802283846
Ube2w,46.49643674397782,4.797886695934987e-10,-0.19441709,0,9.318950012289662
Tmem70,25.958465970922365,8.072472077492904e-06,-0.4039355,-1,5.0929934485234645
Ly96,1.2876600235443816,0.5886142130547592,0.08632674,0,0.230169255357835
Gm28376,417.8416303254904,2.6944827827127936e-89,-1.3804914,-1,88.56952458712705
Jph1,47.725699678418856,2.673791558650681e-10,-0.15707502,0,9.572872452143688
Gdap1,11.158473209854323,0.0077445717193931,0.015553722,0,2.111002594050304
Gm28784,3.898430485567361,0.1968244998007411,-0.905589,0,0.7059208435773134
Pi15,13.351645864581709,0.0028511303448589,1.747295,0,2.544982927636532
Gm28154,8.432562354958526,0.0265593944510917,0.3735554,0,1.575781831018906
Gm16070,32.57901034883038,3.6014475073229897e-07,0.49228206,1,6.443522910873715
