cell_type,gene,DEG,pred,dmr,mcg_genebody,mch_genebody,atac,hic_loop,hic_abc_dmr,hic_abc_peak
L6_IT_CTX_Glut,4930579G18Rik,0,0,0.048103113,0.034926448,0.051762987,0.11997532,0.25905785,0.4508879,0.03528635
L6_IT_CTX_Glut,Glce,0,0,0.0412182,0.14131309,0.35899666,0.05426083,0.06893605,0.20469898,0.13057621
L6_IT_CTX_Glut,Kcnh1,0,-1,0.17682037,0.07922159,0.065116845,0.32766968,0.12623037,0.10853214,0.11640899
L6_IT_CTX_Glut,Cox19,0,-1,0.035445467,0.024954228,0.14354625,0.033307,0.43251845,0.3021577,0.028070891
L6_IT_CTX_Glut,Fam129b,0,-1,0.0037398231,0.005022303,0.011422334,0.013025931,0.91966265,0.0286351,0.018491864
L6_IT_CTX_Glut,Rbbp5,0,-1,0.015983041,0.04173631,0.033376534,0.029428639,0.6977562,0.14380988,0.03790942
L6_IT_CTX_Glut,Mrpl1,0,0,0.031558845,0.045870252,0.11837366,0.103558645,0.009696522,0.15322591,0.5377161
L6_IT_CTX_Glut,Grk4,0,0,0.05691892,0.057222087,0.14642236,0.27602658,0.08557805,0.10453994,0.27329203
L6_IT_CTX_Glut,Zfp112,0,0,0.055638455,0.1449047,0.037452288,0.059035826,0.0019564368,0.6661824,0.03482991
L6_IT_CTX_Glut,Hebp1,0,0,0.02758629,0.048474614,0.12051662,0.09186562,0.36296546,0.13917992,0.20941144
L6_IT_CTX_Glut,Dner,0,1,0.02561856,0.058605637,0.3650314,0.30319786,0.011119149,0.014592323,0.22183506
L6_IT_CTX_Glut,Aspscr1,0,0,0.055595662,0.041010935,0.14868158,0.20517762,0.0017065435,0.50548995,0.042337675
L6_IT_CTX_Glut,Pygb,0,-1,0.06129199,0.09667405,0.118212275,0.17452562,0.034131676,0.43427438,0.08089002
L6_IT_CTX_Glut,Agl,0,0,0.030809011,0.03459376,0.16435903,0.15020585,0.00639927,0.0007456413,0.61288744
L6_IT_CTX_Glut,Gnb5,0,-1,0.017676456,0.600839,0.04305831,0.06322702,0.01951208,0.14641361,0.10927351
L6_IT_CTX_Glut,Tmed7,0,-1,0.0401712,0.054686185,0.07299706,0.07733585,0.3676743,0.17008013,0.2170553
L6_IT_CTX_Glut,Vamp2,0,0,0.054009166,0.14356336,0.031987015,0.098721325,0.0053455792,0.64588624,0.020487284
L6_IT_CTX_Glut,Nudcd1,0,0,0.04214114,0.06429249,0.11835252,0.13765451,0.002215301,0.034716785,0.60062724
L6_IT_CTX_Glut,Mreg,0,0,0.025943588,0.023191301,0.30446,0.27049622,0.0015887617,0.24041893,0.13390128
