,train_acc,train_loss,test_acc,test_loss
0,0.4452466907340554,1.082244458106848,0.601684717208183,0.9449756821760764
1,0.4535198555956679,1.0060233127039213,0.41456077015643805,0.9835717082023621
2,0.45111311672683513,0.973455090362292,0.555956678700361,0.9316398512858611
3,0.5006016847172082,0.9558300704050523,0.47833935018050544,0.9544650190151655
4,0.49578820697954273,0.9430608792373767,0.5631768953068592,0.9387198824148911
5,0.490072202166065,0.9393234261526511,0.4831528279181709,0.986170157790184
6,0.5013537906137184,0.9392090459855703,0.5505415162454874,0.9471863576999078
7,0.5052647412755716,0.9302346131835992,0.5661853188929001,0.9302075184308566
8,0.5103790613718412,0.9013279127673461,0.4121540312876053,1.00607574903048
9,0.4990974729241877,0.9191147216524069,0.4398315282791817,0.9917370871855662
10,0.4996991576413959,0.9209911108303529,0.5601684717208183,0.9645129579764146
11,0.526173285198556,0.9168108164404447,0.5499398315282792,0.9476245263448129
12,0.5151925391095066,0.9077081320664058,0.558965102286402,0.9237454579426692
13,0.5267749699157641,0.9127922919220649,0.5258724428399518,0.9345680142824466
14,0.5240673886883274,0.9132760853434985,0.555956678700361,0.92155211017682
15,0.5339951865222623,0.8926192845862645,0.4879663056558363,0.9710709406779363
16,0.5159446450060169,0.904879641217681,0.5764139590854392,0.9609330823788276
17,0.5216606498194946,0.9138386799738958,0.4229843561973526,0.9950688595955188
18,0.5204572803850782,0.8983491583225819,0.388086642599278,1.047590047121048
19,0.5237665463297232,0.9023120691283391,0.5324909747292419,0.9523470802949026
20,0.5320397111913358,0.8903989180062826,0.5385078219013237,0.9415983913036493
21,0.5258724428399518,0.8941003958193156,0.5679903730445247,0.9361587911844254
22,0.539410348977136,0.8866852590670953,0.562575210589651,0.9460461781575129
23,0.5320397111913358,0.8959184667238822,0.5306859205776173,0.965444375689213
24,0.5227135980746089,0.8967905882745981,0.5354993983152828,0.9543862457458789
25,0.5234657039711191,0.901820469647646,0.4741275571600481,0.9996359096123622
26,0.51985559566787,0.8783905519029269,0.4368231046931408,1.0109062550159602
27,0.5314380264741275,0.8849772409750865,0.5030084235860409,1.0070691716212492
28,0.526173285198556,0.8926420090003655,0.49458483754512633,0.989379502259768
29,0.5315884476534296,0.8892029078247455,0.5607701564380265,0.9463602270071323
30,0.536251504211793,0.8847827086081872,0.5613718411552346,0.9584574550390244
31,0.5315884476534296,0.8891018319588441,0.41456077015643805,1.02935967537073
32,0.5345968712394705,0.8777983721632224,0.5156438026474127,0.9498050316021993
33,0.5374548736462094,0.8851215425305642,0.49578820697954273,0.9853547421785501
34,0.5374548736462094,0.8847614435049204,0.401323706377858,1.020624110331902
35,0.5255716004813478,0.8866748988914949,0.4470517448856799,1.0357781832034771
36,0.5505415162454874,0.8739384493002524,0.4993983152827918,0.9815970624868686
37,0.5266245487364621,0.8885545309346455,0.44945848375451264,1.004910749884752
38,0.5358002406738869,0.8713808006678636,0.5517448856799038,0.9620944227163608
39,0.5478339350180506,0.8854524590648137,0.4915764139590854,0.9764867871999741
40,0.5324909747292419,0.8646785336045119,0.5024067388688327,0.9942484543873713
41,0.5303850782190133,0.8725946799207193,0.5403128760529483,0.9925229297234461
42,0.5388086642599278,0.8731301578764732,0.5024067388688327,0.9707317684705441
43,0.5377557160048135,0.8745173685825788,0.5084235860409145,0.9662916293511024
44,0.526173285198556,0.858237836509943,0.5258724428399518,1.0793997255655436
45,0.5224127557160048,0.8915862206083077,0.5379061371841155,0.9378125174687459
46,0.5251203369434416,0.8859247904844009,0.5204572803850782,0.9765451424396955
47,0.5392599277978339,0.8655228442870654,0.4897713598074609,1.0108208266588359
48,0.5424187725631769,0.8752301293783463,0.4729241877256318,1.0010052758913774
49,0.5407641395908543,0.8770300397792687,0.4687123947051745,0.9942419345562274
