gene,DEG,pred,dmr,mcg_genebody,mch_genebody,atac,hic_loop,hic_abc_dmr,hic_abc_peak
Chn1,-1,-1,5.896007e-07,6.1718427e-18,0.9999993,1.5071589e-07,1.1673751e-15,7.46134e-10,1.8374797e-13
Sntb2,1,1,1.319128e-28,1.083921e-31,5.8167974e-30,1.0,1.052181e-30,3.1565838e-30,3.6866654e-29
Slc2a13,-1,1,2.1245023e-20,3.6010155e-22,2.3449777e-15,1.0,4.1623597e-31,1.1314403e-26,7.0245153e-29
Trpm2,-1,-1,5.4132192e-06,0.43015715,0.5698374,8.366722e-34,8.716637e-16,1.2681962e-10,4.5470453e-14
Gcc2,1,1,2.00795e-35,0.0,7.658e-42,1.0,3e-44,7.57667e-40,1.5849e-41
Homer2,1,1,6.627861e-13,1.04656e-24,3.1861773e-21,1.0,3.080241e-22,1.6968914e-21,1.7791555e-20
Ilf2,1,1,1.6414898e-25,8.1778707e-32,7.8332505e-20,1.0,8.928947e-34,3.113816e-30,2.0110883e-32
Cdh7,-1,-1,1.4389752e-06,0.7447053,0.25529325,6.254375e-15,3.5733004e-15,8.7707626e-11,3.5682215e-14
Micu2,1,1,9.0210943e-38,0.0,1.5e-44,1.0,0.0,3.6e-44,1.5e-44
Rspo2,1,0,5.415128e-17,2.5912711e-11,6.5776946e-11,2.414674e-24,1.0,1.0739017e-19,2.9190376e-24
Palm,1,1,1.0583009e-28,1.4916942e-33,6.1279307e-26,0.9999926,7.34881e-06,2.5324421e-30,1.2018683e-28
Rnf214,1,0,1.4400986e-23,6.863426e-26,1.7981524e-11,0.0,1.0,2.978523e-21,2.6716995e-24
Clip2,1,0,8.624107e-05,9.6131545e-05,0.26794022,2.9005563e-20,2.8417782e-07,0.73186266,1.4399304e-05
2010300C02Rik,1,0,1.3780816e-06,7.481553e-13,0.9950452,2.3135187e-26,1.3954228e-09,0.004953181,1.8764219e-07
Gm20404,1,-1,7.1836825e-05,6.706442e-16,3.9630194e-13,0.9999281,4.7720305e-14,2.846669e-10,4.0389407e-13
Pantr1,1,1,1.2608561e-18,1.4566888e-14,4.1661403e-16,1.0,2.8620914e-21,2.3668792e-15,9.4847805e-20
Ak4,1,1,6.6713827e-15,1.43734e-20,1.05110325e-20,1.0,3.149018e-23,7.754535e-17,6.843678e-21
Irak1,-1,0,2.448063e-05,0.0007680184,0.7709057,1.3629164e-16,2.0111624e-08,0.22829345,8.350797e-06
Sorcs2,1,0,7.817505e-05,2.3786108e-05,8.3078326e-08,0.9950799,3.9810496e-07,0.0048089963,8.719257e-06
Gap43,1,0,1.4400986e-23,1.6522017e-24,3.4557176e-19,0.0,1.0,4.410984e-20,1.3741043e-23
Arhgef2,1,1,4.3398978e-28,8.722392e-30,7.5084026e-28,1.0,1.708875e-30,9.674911e-28,5.9817463e-28
Cit,1,1,8.185e-42,0.0,1.3715704e-37,1.0,8.1e-44,3.1777e-39,9.4236e-41
Gm28379,-1,0,0.00021665839,2.5730829e-08,0.95513207,5.0531282e-14,8.456175e-07,0.044619516,3.100824e-05
Bptf,1,1,4.5184444e-29,4.45e-42,1.8963293e-36,1.0,1.6088027e-38,1.808368e-33,4.5055366e-36
5031415H12Rik,-1,0,1.4400986e-23,1.3117453e-15,9.659057e-20,1.10929e-39,1.0,1.2495975e-20,8.497254e-24
Camta2,1,-1,1.0760193e-16,1.0,5.708038e-10,2.337e-42,7.2072043e-25,4.4051343e-19,2.9221475e-23
Lingo2,1,1,1.801169e-38,2.1e-44,1.177699e-38,1.0,1.83506e-40,1.16330986e-35,1.923444e-38
Gm14372,-1,0,0.99474406,5.328361e-09,4.9921506e-05,0.004266537,4.2412984e-09,0.00093788735,1.6294432e-06
Lrrn1,-1,0,2.1114054e-05,5.6631364e-08,0.9999751,3.6645286e-31,1.2600468e-07,5.052445e-07,3.1578895e-06
Dnajc6,1,1,4.9223826e-36,1.20859e-40,5.7858795e-38,1.0,6.771608e-38,1.1778927e-37,4.480425e-37
Xrn1,1,1,3.401139e-36,2.8096e-41,7.4156975e-34,1.0,6.34299e-39,8.138695e-38,3.803793e-37
Cend1,-1,0,7.649915e-08,0.9813488,0.018577076,4.525368e-30,3.5397074e-11,7.3888266e-05,2.0893927e-08
Rttn,1,0,1.4400986e-23,5.3458476e-28,1.5133142e-24,1.2188803e-31,1.0,1.754789e-20,3.1014966e-24
Cdc26,1,0,1.4400986e-23,2.0474263e-22,1.7095926e-22,5.4455486e-28,1.0,7.7239075e-20,2.1225214e-24
Gm20319,-1,-1,2.8789771e-11,0.9999989,1.0826257e-06,5.595189e-23,1.7248425e-20,2.5688315e-20,3.5856237e-19
R3hdm4,1,-1,3.399045e-07,2.776463e-17,0.99999964,4.1783824e-14,1.2019306e-15,8.125852e-11,4.3332434e-14
Trim35,-1,-1,6.5922785e-14,1.6835455e-20,1.0,2.5286037e-27,7.1777387e-17,2.946084e-11,5.5787785e-14
Ap3b2,1,-1,2.1403312e-28,1.0,1.6644052e-23,0.0,4.529761e-31,4.567828e-25,7.7556665e-30
Man1b1,-1,-1,1.5562326e-16,1.0,3.9452097e-21,0.0,3.9658587e-25,1.815515e-18,4.426333e-23
Fbxl7,1,0,6.234856e-06,0.9801153,0.00011373352,8.0050724e-19,1.692444e-08,0.019763717,1.0639242e-06
Scaper,1,-1,1.0845954e-23,3.614492e-28,1.2370047e-10,1.0,7.709254e-26,2.5953632e-25,2.3619371e-22
Bin1,1,1,6.059664e-31,4.7940335e-36,2.248476e-31,1.0,1.41024e-33,1.4500363e-32,1.3925482e-29
Fggy,1,-1,5.723892e-13,3.6253387e-13,1.0,1.050229e-21,3.4209539e-15,1.9152527e-10,1.0065666e-13
Ptpn9,1,1,9.291529e-30,2.5492e-40,2.0798134e-35,1.0,3.1441238e-36,1.2525775e-32,5.3210656e-36
Cnnm1,1,0,1.4400986e-23,3.0782803e-29,3.686895e-19,1.0023342e-36,1.0,3.446058e-25,5.9882165e-25
Cox7b,1,0,0.9993148,0.0006665104,1.6511422e-07,1.0754931e-05,6.3694148e-09,7.464587e-06,2.985712e-07
Homer1,-1,0,1.4400986e-23,9.070434e-24,4.0787175e-19,0.0,1.0,3.2831836e-20,1.4565348e-23
Necab1,-1,-1,9.683231e-13,0.07472664,0.92527336,4.7271783e-08,2.0059362e-15,2.2721517e-12,9.214596e-14
Fbxl20,1,-1,1.5469329e-10,5.654524e-23,3.6620347e-16,1.0,2.0147117e-18,1.7021552e-14,1.26912775e-17
Lmtk3,1,1,7.0881085e-25,4.5463025e-27,1.2514835e-25,1.0,5.8580688e-27,1.8417814e-22,4.449776e-25
Gm16552,1,-1,2.520425e-13,0.030500809,0.9694066,9.2551265e-05,9.686857e-16,4.893172e-11,3.1179286e-14
Cox7c,-1,0,0.0007927632,0.00016798498,0.00027198246,5.8391165e-38,1.458826e-06,0.9983725,0.0003933213
Ap1b1,-1,-1,9.87746e-40,9.839e-42,3.8998e-41,0.0,6.858877e-17,2.3636e-41,1.0
Nop56,1,-1,6.7985235e-07,2.981755e-19,0.9999696,2.9639208e-05,4.0194144e-15,3.6467676e-10,1.3447147e-13
Rpl8,1,-1,1.6576377e-16,1.0,4.080251e-15,5.5e-44,6.687447e-19,1.2678286e-13,9.4691415e-17
Brinp1,-1,-1,9.87746e-40,4.7429145e-23,2.43962e-40,0.0,6.858877e-17,2.3636e-41,1.0
Gm13944,-1,0,0.000114944014,2.083151e-11,0.9436103,2.6390733e-21,2.456142e-07,0.056003086,0.0002714327
Iars,1,-1,5.311758e-13,4.0255113e-20,1.0,4.603818e-30,2.0973148e-15,1.1373477e-10,5.637847e-14
Ldb2,1,1,7.228124e-34,8.214426e-38,1.4551598e-35,1.0,1.9591177e-35,1.7296409e-35,5.786043e-35
Ptch1,1,1,2.8816305e-11,3.904678e-16,7.1606955e-05,0.99992836,5.6560017e-21,2.4401502e-16,5.352386e-19
Gm5441,-1,1,3.3245594e-20,1.8065003e-32,2.298313e-13,1.0,4.2368417e-28,2.675014e-24,4.1214953e-26
Ube4b,1,1,1.05175805e-33,3.166871e-38,2.0640464e-34,1.0,1.0179911e-35,5.5841276e-31,2.0591077e-34
Ddx24,-1,0,1.4400986e-23,1.0346079e-24,7.2794664e-23,2.0024858e-30,1.0,1.3144819e-20,1.6956851e-24
Banf2,1,1,5.636286e-22,7.864477e-28,7.868306e-16,1.0,1.5134123e-24,8.786158e-19,1.2558517e-22
Gm20642,-1,-1,6.5533435e-13,7.6930185e-16,1.0,8.73092e-10,1.4220349e-15,3.5886888e-10,1.9930685e-13
Gm14330,-1,-1,4.1384682e-16,1.0,3.4866621e-12,3.1438657e-10,1.1881075e-18,1.8102144e-14,1.5498224e-16
A830018L16Rik,1,1,2.3285947e-29,2e-44,2.3007617e-38,1.0,7.74292e-40,8.6495744e-35,5.385385e-38
Bmyc,-1,1,4.4239113e-19,2.914753e-32,8.4181224e-14,1.0,2.9964602e-29,5.7425563e-25,1.269804e-27
Arhgap12,1,-1,6.559512e-05,2.5527621e-13,0.99993443,2.7691165e-28,1.2718517e-15,1.1721393e-10,5.784931e-14
Rpl13,1,1,4.4623585e-31,3e-44,7.594947e-26,1.0,1.1503521e-15,1.9664319e-36,1.762952e-38
Smarcc2,1,1,1.8711878e-19,3.103814e-33,5.6286386e-14,1.0,6.6329924e-29,3.207813e-28,9.990036e-26
B3gat1,1,0,7.390148e-17,5.7432514e-27,8.930726e-25,1.3e-44,1.0,1.8079238e-21,5.7256944e-24
Gm15813,-1,-1,3.5506478e-12,0.9999968,3.2325786e-06,2.4369502e-38,2.949478e-21,2.1580216e-16,7.7815863e-19
Rab27a,1,1,2.0786697e-14,5.5913652e-27,2.9189262e-09,1.0,1.4400052e-23,2.438944e-19,2.6126141e-20
Rpl35a,1,1,1.2348e-41,0.0,6.1e-43,1.0,2.4e-43,1.354144e-37,1.453e-42
Dst,-1,-1,7.38776e-40,0.25205883,2.9345686e-33,0.0,1.527e-42,1.7679e-41,0.74794114
Nr6a1,-1,-1,3.7621818e-13,0.14174485,0.85825515,6.516746e-23,1.7674996e-15,2.7544302e-09,1.0280564e-13
Hist3h2ba,-1,-1,9.87746e-40,3.5993282e-21,1.6014446e-36,5.520017e-39,2.061e-42,2.3636e-41,1.0
Zswim8,1,0,0.00040832418,1.1645792e-05,0.0039101746,6.890432e-29,1.9708957e-06,0.99561465,5.334388e-05
Itgbl1,-1,0,1.4400986e-23,2.4123148e-11,3.8639814e-11,3.063e-42,1.0,2.0731428e-21,6.4117885e-24
Grm8,-1,0,0.00026834634,4.295748e-09,0.96561307,1.9043439e-32,3.0396242e-07,0.033331238,0.0007870577
Cep120,1,0,3.6032887e-17,3.8426934e-26,5.036085e-24,0.002519168,0.9974808,1.1004165e-19,4.1317438e-24
Cdc14b,-1,-1,4.5199544e-17,1.0,3.3050642e-18,4.051e-42,1.5931716e-19,7.780592e-14,1.426222e-17
Rnf170,1,1,1.2592407e-26,3.4226917e-29,2.1682965e-21,1.0,1.3939467e-28,1.6459119e-23,4.4393105e-27
Dennd4a,-1,-1,2.930966e-39,1.0,1.1642395e-32,0.0,4.755e-42,1.6038533e-36,1.790925e-39
Sbf1,1,-1,4.306887e-07,1.8161405e-11,0.9999995,6.770778e-23,2.8699268e-15,4.2437615e-10,8.15139e-14
Mmp24,1,1,2.1036e-41,0.0,3.607e-42,1.0,1.4e-44,2.6280134e-38,7.894e-42
Firre,1,-1,7.931938e-20,4.4113767e-25,6.531558e-20,1.0,1.1799801e-21,1.5510874e-17,3.019964e-20
Cep70,1,1,1.0028503e-14,6.766314e-23,9.9188766e-18,1.0,1.5731313e-22,7.517698e-18,6.308135e-20
Fbxo21,1,1,1.1667301e-23,1.0054449e-34,3.611625e-28,1.0,1.5772694e-32,3.0969992e-27,4.3941145e-31
4930545L23Rik,1,0,0.0016162721,1.2873846e-07,0.02086256,6.2082694e-32,8.002767e-06,0.9773581,0.00015497245
Uqcc2,1,1,1.5795896e-22,6.915316e-30,3.5282588e-20,1.0,8.095245e-25,1.6132063e-19,3.0913045e-23
Dnajc13,1,1,4.809031e-30,1.8778838e-31,1.9821633e-30,1.0,3.3545785e-32,9.141616e-30,2.6196565e-30
Psmb5,1,1,1.7927913e-24,1.6798132e-26,2.3769164e-20,1.0,4.177416e-27,2.4842104e-21,6.739311e-25
Cmss1,-1,0,5.9081867e-18,1.2822101e-29,1.0448752e-19,1e-45,1.0,3.2781026e-20,2.5707027e-23
Slc38a7,-1,0,0.00033729893,5.168876e-06,2.6297052e-05,3.3893012e-29,5.65551e-07,0.99961877,1.1944983e-05
Ext2,1,0,0.0005016933,1.2590252e-05,0.011089496,3.4359975e-36,1.6453317e-06,0.988331,6.3456726e-05
Foxg1,-1,-1,9.87746e-40,6.806726e-08,6.7476775e-38,0.0,3.465e-42,2.3636e-41,0.9999999
Unc5a,-1,1,1.1976288e-30,0.0,2.9703105e-27,1.0,5.1742e-41,7.994903e-37,7.639966e-39
Zfp706,-1,-1,1.7671357e-10,0.99999094,2.3699404e-06,6.6427588e-06,2.2973504e-20,1.1712505e-15,4.39261e-19
Clasp1,1,1,9.110799e-24,2.615466e-35,1.6948487e-19,1.0,2.1023257e-33,4.2265483e-33,6.468685e-32
Ptpre,1,-1,1.4859926e-13,1.2867242e-27,8.490806e-09,1.0,1.5231382e-22,1.1434415e-19,4.9131717e-21
Negr1,1,1,8.4510315e-38,0.0,0.0,1.0,0.0,0.0,3e-44
Man2a2,1,-1,1.4540261e-11,1.870128e-23,1.8427729e-14,1.0,2.2270962e-20,7.480745e-16,2.2065072e-18
Rpl18a,-1,-1,3.3616848e-19,2.3335744e-29,1.07612764e-13,1.0,3.8132103e-28,4.363248e-23,2.2139697e-25
Mast1,1,0,0.021096796,0.62887335,2.8060327e-09,0.35002908,8.043862e-11,7.438159e-07,2.390952e-09
Gopc,-1,0,1.4824367e-17,1.7295055e-09,1.3854182e-19,0.0,1.0,2.4817217e-19,6.9417906e-25
Cdk9,1,1,6.3859e-41,0.0,0.0,1.0,0.0,0.0,0.0
Slc24a2,1,0,0.00012600349,3.1311743e-06,0.0022889646,1.06316086e-26,2.2799173e-07,0.99755716,2.4525207e-05
Parp1,-1,-1,9.87746e-40,3.5094554e-26,6.310319e-37,0.0,1.679e-42,2.3636e-41,1.0
Fam120b,1,1,2.1025681e-24,5.069607e-17,1.5811638e-21,1.0,6.0939378e-27,1.4177192e-21,6.6724653e-26
Nsmce2,1,0,3.833074e-08,2.6567088e-08,1.05457305e-08,0.9999784,4.4762197e-11,2.1469747e-05,2.8650634e-08
Nell1,1,0,0.00034197012,0.07069973,0.651961,6.2413414e-28,6.317383e-07,0.2768631,0.0001335612
Suz12,-1,0,0.9513013,8.336864e-09,0.048697144,6.626774e-25,2.2578148e-09,1.5833555e-06,3.342696e-08
Xpo7,1,0,1.7726878e-14,1.3154226e-16,7.2861267e-10,1.0,7.0690193e-17,2.4857954e-12,6.3839463e-15
Plekhm2,1,0,0.0013821893,0.005438305,0.48818675,5.598014e-32,1.5526779e-06,0.5042419,0.0007492585
Taf15,1,-1,1.8184672e-07,3.3417763e-19,0.99999976,3.9563452e-14,2.3371716e-15,1.4668987e-10,1.056443e-13
Rps25,1,1,1.7512488e-23,3.2574164e-31,1.0319105e-19,1.0,5.630322e-26,2.0465313e-19,6.712272e-24
Mbd6,1,0,0.00016439566,2.1929425e-06,0.4688663,8.624554e-37,1.91236e-07,0.5308385,0.00012842916
Inpp4b,-1,0,1.4400986e-23,3.7132527e-16,2.6968933e-21,0.0,1.0,1.1390439e-20,4.8188886e-24
Gpi1,1,-1,4.379294e-21,1.0,3.6562324e-21,0.0,9.0524944e-24,7.713963e-18,6.841769e-22
Tmsb4x,1,-1,3.246055e-23,5.7092346e-29,5.1603423e-22,1.0,1.0559237e-24,4.0754005e-21,4.6267752e-23
4921534H16Rik,1,1,2.9348046e-23,9.60233e-28,4.0742212e-20,1.0,5.991984e-26,2.6721331e-20,3.770749e-24
Gm15414,-1,0,1.4400986e-23,9.7132495e-15,6.1541583e-21,0.0,1.0,1.4943292e-20,1.1329666e-23
Nos1ap,-1,0,3.4573277e-05,2.51518e-13,0.9770875,7.7639495e-37,1.00962595e-07,0.022830805,4.695571e-05
Mageh1,-1,1,4.3677853e-27,5.3088357e-30,1.0448237e-26,1.0,1.6260551e-29,6.2120204e-27,6.704303e-27
C530008M17Rik,-1,-1,9.87746e-40,1.2456657e-36,1.3405969e-35,0.0,6.858877e-17,2.3636e-41,1.0
Nsg2,-1,-1,1.3137903e-12,0.008064043,0.99193597,8.734083e-18,7.727419e-15,3.4738359e-09,5.6134383e-13
Tle4,1,1,6.6812178e-21,3.9006983e-24,8.126765e-08,0.9999999,6.297762e-23,1.3353346e-20,1.2475297e-21
Rps6ka5,1,1,6.6692315e-34,1.1069e-40,5.4029457e-35,1.0,2.3136667e-36,1.2335573e-33,2.7404112e-34
AY036118,-1,-1,0.0021513887,3.095693e-05,0.0049713496,0.9928463,5.8577593e-18,5.1980907e-17,1.8801127e-16
Rps21,-1,-1,2.246295e-19,2.2784822e-37,1.0543979e-17,1.0,1.8736906e-31,6.8323975e-32,1.0524184e-29
Slc16a7,1,1,6.956e-41,0.0,0.0,1.0,0.0,0.0,0.0
Lrrc4c,-1,0,0.4880406,2.2873045e-12,0.5119472,2.314838e-14,1.5235594e-09,1.1946849e-05,2.1457231e-07
Slc4a1ap,1,1,1.7959642e-20,1.7020625e-31,7.3788347e-29,1.0,3.6614938e-29,4.1530643e-24,5.600413e-28
Slc9a4,-1,-1,4.7363115e-32,1.0,1.1642395e-32,0.0,2.0352534e-16,1.0380737e-34,1.1690156e-38
Timm8b,-1,-1,3.5086873e-14,0.0015628107,0.9984372,2.7170918e-36,9.720542e-17,8.884877e-12,1.571719e-14
Gtf3c2,-1,-1,4.5652723e-07,2.5810058e-18,0.9999995,1.0317074e-15,3.0136855e-16,1.5953767e-10,1.1361731e-12
Gm26827,1,1,3.547318e-33,7.658966e-38,2.8552748e-29,1.0,3.503848e-35,4.3494066e-30,2.3137321e-33
Pcsk1n,1,0,0.9971106,1.4921195e-08,0.00013607598,1.1740985e-24,1.0105896e-08,0.0027522743,8.940905e-07
Fras1,1,1,4.8977958e-26,4.849565e-28,4.2014006e-21,1.0,2.630203e-28,9.978544e-24,1.203471e-25
Grin1,-1,-1,9.87746e-40,2.546921e-26,2.0031913e-35,0.0,9.94e-43,2.3636e-41,1.0
Shkbp1,1,0,0.00029098857,2.1255917e-05,0.34374484,1.8380378e-13,1.117469e-06,0.6558834,5.8386504e-05
Nrxn3,-1,1,1.1650496e-22,1.5157616e-27,7.482865e-29,1.0,7.7172083e-31,2.1909124e-28,3.4084377e-29
Ndufa5,-1,0,3.6000617e-18,6.5354987e-19,1.655807e-21,0.0,1.0,5.798837e-20,1.8510851e-23
Lhfp,1,1,1.3598e-41,0.0,2.6e-42,1.0,3.27e-43,2.01271e-40,1.4858e-41
Ppp3r1,1,-1,1.7028683e-23,1.0,3.6165435e-11,1.6870377e-26,4.3625758e-26,7.299356e-21,8.339894e-25
Cadm2,1,0,0.00028024436,4.3708656e-06,0.19834435,3.0513183e-06,3.6339551e-07,0.80130416,6.341243e-05
Armc9,-1,-1,0.0002768124,0.99971646,3.2846179e-10,5.811e-42,1.4563244e-12,6.6299685e-06,1.15573065e-10
Ipo9,-1,-1,1.4950184e-21,1.0,1.6350598e-09,6.03e-42,6.386962e-24,1.6605273e-19,2.9014334e-22
Cars2,1,1,1.835892e-19,6.31719e-20,4.421103e-15,1.0,6.213458e-22,2.356886e-16,1.2770472e-19
Zc3h7b,1,1,1.4667514e-28,5.3749402e-30,9.111923e-29,1.0,6.1128306e-31,2.302331e-25,2.906175e-29
Osbpl7,1,1,1.6338486e-26,1.7745897e-32,5.434478e-24,1.0,4.6135074e-29,2.0669576e-23,1.6555744e-27
Mphosph8,1,0,4.5075973e-05,2.7169732e-11,0.9470816,1.5076106e-06,1.771092e-07,0.052867927,3.7253133e-06
Prnp,1,0,1.4400986e-23,9.876772e-19,6.5737594e-25,7.0874686e-15,1.0,1.1908697e-20,3.8342225e-24
Spop,-1,0,9.838856e-24,0.31679136,2.0541357e-20,1.5111208e-06,0.68320715,2.2484647e-21,7.553042e-24
Cacna1c,1,1,6.924289e-23,5.6743517e-26,8.45474e-23,1.0,1.7598392e-25,3.0340732e-21,1.4877122e-23
Nup98,1,1,2.458091e-27,1.5027362e-30,1.8918913e-15,1.0,7.28444e-30,5.7664864e-24,2.5425611e-27
Limk2,1,1,2.7463638e-28,3.7433306e-32,3.9642343e-28,1.0,1.47808465e-30,3.1240887e-27,1.2811498e-28
Slc16a4,-1,0,0.018975079,1.554229e-08,0.0013106646,2.348003e-28,5.1146402e-05,0.9667545,0.012908659
Rps19,-1,-1,2.964325e-18,1.0,4.947546e-16,2.0666429e-15,8.059026e-21,3.7697447e-15,2.0979916e-18
Col25a1,1,1,9.0463e-40,8.5e-44,1.671403e-39,1.0,2.2508e-41,8.849349e-37,2.9758e-40
Galnt18,-1,1,1.7264821e-29,1.951469e-31,3.7704716e-26,1.0,3.38957e-40,1.1971501e-36,1.5893927e-38
Csgalnact1,1,1,6.645852e-34,1e-45,3.48988e-40,0.98351824,5.5e-44,3.9e-43,0.01648175
Sh3bp1,1,1,3.9536033e-35,1e-45,7.8873e-41,1.0,7.79e-43,4.85e-43,1.426e-41
Svop,1,0,0.99138874,1.0511046e-05,0.008017435,3.566861e-15,2.8252145e-09,0.0005829563,3.4902686e-07
Cbx7,1,1,1.5848288e-29,5.14257e-40,7.452483e-33,1.0,1.644463e-37,8.526973e-37,8.545739e-35
Chchd10,1,1,4.8891904e-26,7.0043945e-36,1.1979499e-28,1.0,1.2986894e-09,9.0870903e-32,6.623197e-32
Sorcs1,-1,-1,9.87746e-40,5.3478684e-20,1.2375539e-26,0.0,1.317e-42,2.3636e-41,1.0
Dpp10,1,0,0.95996654,3.1945787e-12,2.0219672e-05,0.013558829,6.1102824e-08,0.026392397,6.188382e-05
H2afj,-1,-1,2.4970577e-12,1.0,1.0450624e-08,3e-45,4.1498368e-15,1.1046078e-09,9.296892e-13
Dpf1,1,-1,2.689021e-31,1.0,1.8530707e-30,6.181775e-23,5.781038e-34,4.6326444e-28,8.8254694e-32
Cacnb4,1,1,1.5000836e-31,5.55323e-40,6.5423666e-24,1.0,3.5567262e-38,4.986913e-34,1.6916432e-36
Junb,-1,-1,1.2784133e-32,1.0,4.191888e-30,0.0,1.7794066e-35,5.987493e-30,2.1043637e-33
Cox5b,-1,-1,9.727776e-13,1.0,1.4204528e-10,1.5111e-40,2.3466779e-15,1.900022e-10,4.2828452e-13
