start,end,2mo,9mo,18mo,gene_start,gene_end,gene_name,distance
9984375,9984389,0.33,0.64,0.45,9966624,10011136,Ppp1r42,17751
9984375,9984389,0.33,0.64,0.45,9980387,9994366,Gm15818,3988
10230292,10230326,0.43,0.69,0.59,10135571,10234670,Arfgef1,4378
12817878,12817975,0.66,0.94,0.87,12690277,12863192,Sulf1,45314
13118633,13118651,0.5,0.73,0.66,13111457,13129163,Prdm14,7176
13148871,13148881,0.29,0.54,0.38,13137105,13376083,Ncoa2,11766
14304934,14304939,0.18,0.45,0.3,14166954,14312235,Eya1,7301
15652484,15652487,0.34,0.62,0.43,15285254,15725750,Kcnb2,73266
16245439,16245460,0.41,0.63,0.67,16226506,16246062,Gm28095,623
16245439,16245460,0.41,0.63,0.67,16226674,16522112,Stau2,18765
18315567,18315617,0.39,0.68,0.49,18305824,18315906,Gm29006,339
20215435,20215504,0.13,0.33,0.14,20055779,20620064,Pkhd1,159656
20343347,20343583,0.27,0.52,0.41,20055779,20620064,Pkhd1,276717
20921174,20921186,0.4,0.61,0.39,20888606,20941650,Paqr8,20476
21248511,21248528,0.57,0.78,0.77,21238589,21267661,Gsta3,9922
21248511,21248528,0.57,0.78,0.77,21248359,21273593,Gm28836,152
21855149,21855344,0.19,0.41,0.33,21396403,21963942,Kcnq5,108793
22604205,22604236,0.46,0.54,0.25,22284251,22807724,Rims1,203519
23392973,23393071,0.28,0.46,0.49,23364424,23399772,Ogfrl1,6799
23574621,23574645,0.47,0.69,0.55,23572587,23598664,Gm28822,2034
24024948,24025038,0.21,0.52,0.36,24009093,24102341,Fam135a,15855
24219276,24219285,0.42,0.18,0.32,24175610,24254684,Col9a1,35408
24272897,24272943,0.4,0.68,0.61,24259890,24589472,Col19a1,13007
24440410,24440413,0.68,0.87,0.95,24259890,24589472,Col19a1,149062
25994964,25994987,0.17,0.55,0.61,25994604,25999159,Gm18443,360
28800886,28800893,0.27,0.56,0.4,28798240,28804721,Gm5697,2646
28800999,28801003,0.36,0.59,0.37,28798240,28804721,Gm5697,2759
31267526,31267532,0.25,0.54,0.4,31265326,31269884,Gm4850,2200
33460216,33460257,0.25,0.44,0.24,33451810,33671795,Prim2,8406
33520520,33520528,0.3,0.54,0.39,33451810,33671795,Prim2,68710
33798972,33799129,0.39,0.6,0.61,33759545,33816595,Zfp451,17623
33915125,33915147,0.25,0.47,0.38,33906225,34310661,Dst,8900
33915125,33915147,0.25,0.47,0.38,33906272,34309592,AC123072.1,8853
34116638,34116649,0.64,0.87,0.8,33906225,34310661,Dst,194023
34116638,34116649,0.64,0.87,0.8,33906272,34309592,AC123072.1,192954
34170579,34170627,0.62,0.82,0.85,34158330,34185036,DST,12249
34170579,34170627,0.62,0.82,0.85,34163856,34180446,Gm26788,6723
34170579,34170627,0.62,0.82,0.85,33906225,34310661,Dst,140082
34170579,34170627,0.62,0.82,0.85,33906272,34309592,AC123072.1,139013
34178163,34178183,0.52,0.81,0.62,34158330,34185036,DST,6873
34178163,34178183,0.52,0.81,0.62,34163856,34180446,Gm26788,2283
34178163,34178183,0.52,0.81,0.62,33906225,34310661,Dst,132498
34178163,34178183,0.52,0.81,0.62,33906272,34309592,AC123072.1,131429
34178475,34178495,0.25,0.53,0.41,34158330,34185036,DST,6561
34178475,34178495,0.25,0.53,0.41,34163856,34180446,Gm26788,1971
34178475,34178495,0.25,0.53,0.41,33906225,34310661,Dst,132186
34178475,34178495,0.25,0.53,0.41,33906272,34309592,AC123072.1,131117
34203910,34203918,0.27,0.49,0.38,33906225,34310661,Dst,106751
34203910,34203918,0.27,0.49,0.38,33906272,34309592,AC123072.1,105682
34228252,34228256,0.26,0.44,0.19,33906225,34310661,Dst,82409
34228252,34228256,0.26,0.44,0.19,33906272,34309592,AC123072.1,81340
34302811,34302856,0.31,0.58,0.42,33906225,34310661,Dst,7850
34302811,34302856,0.31,0.58,0.42,33906272,34309592,AC123072.1,6781
34306000,34306016,0.15,0.45,0.31,33906225,34310661,Dst,4661
34306000,34306016,0.15,0.45,0.31,33906272,34309592,AC123072.1,3592
34878629,34878633,0.5,0.77,0.72,34847976,34881580,Plekhb2,2951
36103300,36103371,0.55,0.82,0.65,36066400,36108446,Hs6st1,5146
36174497,36174699,0.62,0.76,0.84,36138027,36246720,Uggt1,36470
36214640,36214645,0.36,0.59,0.43,36138027,36246720,Uggt1,32080
36370513,36370528,0.45,0.66,0.59,36333730,36371181,Kansl3,668
36370513,36370528,0.45,0.66,0.59,36370291,36424110,Fer1l5,222
36519257,36519272,0.24,0.47,0.33,36509867,36530237,Cnnm3,9390
36523217,36523236,0.34,0.49,0.21,36509867,36530237,Cnnm3,7020
36612831,36612856,0.4,0.62,0.52,36560692,36685183,Fam178b,52139
36810398,36810431,0.37,0.61,0.47,36790191,36945666,Tmem131,20207
36847585,36847619,0.25,0.42,0.21,36790191,36945666,Tmem131,57394
36874276,36874280,0.25,0.46,0.21,36790191,36945666,Tmem131,71390
36944241,36944279,0.4,0.68,0.46,36790191,36945666,Tmem131,1425
37342608,37342618,0.67,0.88,0.75,37297865,37412736,Inpp4a,44743
37379840,37379997,0.53,0.79,0.62,37297865,37412736,Inpp4a,32896
37380151,37380220,0.37,0.61,0.55,37297865,37412736,Inpp4a,32585
37386801,37386844,0.53,0.76,0.65,37297865,37412736,Inpp4a,25935
37498379,37498554,0.61,0.82,0.7,37437340,37543016,Mgat4a,44637
37650906,37650992,0.23,0.48,0.36,37609677,37722085,2010300C02Rik,41229
37678988,37678996,0.25,0.55,0.22,37609677,37722085,2010300C02Rik,43097
37830892,37831026,0.13,0.34,0.22,37752776,37868429,Tsga10,37537
38107697,38108016,0.32,0.54,0.35,38050786,38131801,Rev1,24104
38176577,38176661,0.62,0.85,0.81,38175326,38666955,Aff3,1251
38232031,38232065,0.31,0.53,0.37,38175326,38666955,Aff3,56705
38232127,38232134,0.23,0.51,0.35,38175326,38666955,Aff3,56801
38268141,38268209,0.18,0.4,0.23,38175326,38666955,Aff3,92815
38275083,38275187,0.27,0.49,0.38,38175326,38666955,Aff3,99757
38319608,38319694,0.3,0.6,0.37,38175326,38666955,Aff3,144282
38320124,38320150,0.43,0.7,0.5,38175326,38666955,Aff3,144798
38329984,38330025,0.24,0.51,0.36,38175326,38666955,Aff3,154658
38348655,38348778,0.43,0.67,0.54,38175326,38666955,Aff3,173329
38348838,38348905,0.35,0.65,0.46,38175326,38666955,Aff3,173512
38390346,38390366,0.22,0.46,0.38,38382949,38395974,Gm16152,5628
38390346,38390366,0.22,0.46,0.38,38175326,38666955,Aff3,215020
38391113,38391120,0.26,0.53,0.4,38382949,38395974,Gm16152,4861
38391113,38391120,0.26,0.53,0.4,38175326,38666955,Aff3,215787
38467811,38467823,0.31,0.57,0.46,38175326,38666955,Aff3,199144
38574467,38574735,0.43,0.68,0.46,38175326,38666955,Aff3,92488
38658440,38658444,0.68,0.89,0.73,38175326,38666955,Aff3,8515
38883921,38883972,0.39,0.66,0.52,38882754,38890072,RP23-101P2.3,1167
38883921,38883972,0.39,0.66,0.52,38861867,38900161,Chst10,16240
38888592,38888615,0.71,0.92,0.87,38882754,38890072,RP23-101P2.3,1480
38888592,38888615,0.71,0.92,0.87,38861867,38900161,Chst10,11569
39215105,39215241,0.19,0.35,0.42,39191731,39365236,Npas2,23374
39618402,39618553,0.33,0.62,0.45,39616406,39653474,Creg2,1996
39713220,39713345,0.14,0.35,0.17,39663301,39722997,Rfx8,9777
39989613,39989768,0.29,0.5,0.37,39898913,40028310,Map4k4,38697
40282634,40282672,0.47,0.63,0.43,40223080,40319257,Il1r1,36623
40330148,40330288,0.35,0.59,0.44,40322610,40369562,Il1rl2,7538
40489947,40490140,0.29,0.53,0.4,40463552,40502854,Il18r1,12907
40576204,40576606,0.31,0.54,0.36,40570188,40582662,RP23-346B12.3,6016
41891200,41891226,0.39,0.6,0.39,41779808,41941560,Gm29260,50360
42263232,42263345,0.58,0.8,0.58,42259855,42264253,Gm28175,1021
42489882,42489894,0.62,0.84,0.69,42489813,42497663,RP23-480H8.1,69
42616577,42616751,0.52,0.73,0.57,42588782,42696842,Pantr1,27795
