,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,DEG
Meg3,0.0,-0.560413565174158,0.999,1.0,0.0,1
Epha7,1.41496052502936e-157,0.676379274567269,0.856,0.779,3.67521846771125e-153,-1
Nrg3os,2.95462656733048e-148,2.70398788014845,0.153,0.027,7.67434704598419e-144,-1
Atp1b1,1.81030397006337e-129,0.760398861691371,0.786,0.554,4.7020835318426e-125,-1
Grin1,6.09843032891973e-127,-0.62176651743803,0.743,0.782,1.5840062936336098e-122,1
Chrm3,3.0777664678728703e-120,0.510824344794234,0.908,0.855,7.99419062365298e-116,-1
Tmsb4x,7.27265193299271e-115,1.39210012948428,0.397,0.175,1.88899861307553e-110,-1
Ppm1e,6.1043608541809e-110,0.373136308910444,0.985,0.98,1.58554668826495e-105,-1
Xist,8.901902375806481e-110,-0.734600200471686,0.358,0.629,2.31218012309198e-105,1
Epha5,8.80669243224471e-102,0.369033423059377,0.963,0.929,2.28745029235124e-97,-1
Grin2a,1.31271925455524e-101,0.329494915309903,0.995,0.997,3.40965699178177e-97,-1
Fth1,1.64841522071322e-100,1.67032730598442,0.279,0.1,4.28159369428051e-96,-1
Shisa6,6.04308590112526e-100,0.40908896751172,0.933,0.912,1.56963113195827e-95,-1
Grin2b,2.53758308959567e-99,0.222865350266204,0.997,0.995,6.59111831691579e-95,0
Ube3a,1.24637050396561e-97,0.821903600265056,0.566,0.422,3.23732274700028e-93,-1
Hsp90ab1,6.27590994910019e-97,1.59005948877805,0.295,0.103,1.63010485017928e-92,-1
Cadm2,4.1831956179072504e-95,0.42810858971133,0.984,0.974,1.08654322979523e-90,-1
Kcnh7,1.68500753620161e-94,0.39411945144565,0.958,0.919,4.37663857453007e-90,-1
Epha6,7.02867086062124e-94,0.372302425287738,0.984,0.985,1.82562696933776e-89,-1
Zbtb20,2.0283017891484e-91,0.378855945592536,0.961,0.928,5.26831106713405e-87,-1
Gm13269,3.65614219911008e-90,2.22764639260782,0.12,0.028,9.49646374796853e-86,-1
Auts2,1.362385138586e-89,0.33089773274851,0.99,0.981,3.53865915896327e-85,-1
Cck,1.45119483009467e-87,0.951939403393606,0.476,0.26,3.76933345168789e-83,-1
Prkca,1.58552143953387e-87,0.535383155232077,0.881,0.793,4.11823338704527e-83,-1
Calm1,2.6874319926979e-87,1.04883449141225,0.464,0.249,6.98033585783353e-83,-1
Arhgap12,7.77401228266061e-87,0.487169532374505,0.844,0.78,2.0192219502982698e-82,-1
4930419G24Rik,3.2114686136918198e-86,1.41525374595891,0.209,0.093,8.34146857720313e-82,-1
Nell2,2.51433844973902e-78,0.304297638716821,0.959,0.929,6.53074268935214e-74,-1
Nell1,5.72063514015681e-76,0.38111002216279,0.893,0.812,1.48587777130433e-71,-1
Lin28b,3.79304747789496e-73,-2.07005590685477,0.042,0.168,9.85206151908436e-69,1
Lrrtm4,4.3783275483716104e-73,-0.993833637773493,0.188,0.369,1.13722679741404e-68,1
Kcnd2,5.58401173242828e-69,0.252266694743937,0.999,0.998,1.45039120738092e-64,0
Prkcb,1.60209066484272e-68,0.326713309147041,0.956,0.946,4.16127029286249e-64,-1
Gm28750,1.76366784829316e-68,3.2142227353856,0.065,0.007,4.58095086915666e-64,-1
Slc24a3,4.29629808694003e-68,0.336935005305754,0.925,0.885,1.1159204651018e-63,-1
Ubb,5.82799489733836e-68,1.92448677313952,0.153,0.046,1.51376339463467e-63,-1
Pigk,7.97747855599965e-68,0.87197043011296,0.33,0.218,2.07207028013535e-63,-1
Cnksr2,1.36200898789486e-67,0.222967752871796,0.983,0.989,3.53768214515811e-63,0
Nrg3,3.62846669142424e-67,0.105108526316958,1.0,1.0,9.42457938430532e-63,0
Hpca,8.30291274139599e-66,0.991780651466679,0.374,0.192,2.1565985554502e-61,-1
4933413L06Rik,8.92730773012432e-66,3.27664706944629,0.059,0.006,2.3187789098224903e-61,-1
2010300C02Rik,1.789900077513e-65,0.574000532651131,0.76,0.611,4.6490864613322605e-61,-1
Tspan5,4.53996138896764e-64,0.451014047857311,0.861,0.773,1.17920957117045e-59,-1
Gm15738,2.76913706853793e-62,2.17894083346671,0.094,0.023,7.192556621820431e-58,-1
Cntn4,9.41189065843452e-62,0.475503924688432,0.754,0.586,2.4446444796217798e-57,-1
Elavl3,1.6987602130266102e-61,-0.584632613950536,0.438,0.561,4.41235977731533e-57,1
Hs6st3,5.9518219739102406e-61,0.180096509520802,0.981,0.977,1.5459262395034499e-56,0
Itm2b,1.03539159659943e-60,0.669725518568391,0.58,0.398,2.68932613300736e-56,-1
Cntnap2,3.9691620866215405e-60,0.223943392523497,0.998,0.997,1.03095016037908e-55,0
Syt14,7.56535379666471e-60,0.525663916647891,0.717,0.59,1.9650249951456898e-55,-1
Exoc6b,4.93260453053253e-59,0.296991768722905,0.951,0.939,1.2811947007605201e-54,0
Tbc1d1,7.34611594166564e-59,0.513948225341465,0.731,0.588,1.90808015468823e-54,-1
Gria4,1.0444599570094e-57,-0.971953690627352,0.21,0.377,2.71288029233621e-53,1
Hunk,1.16127294176393e-57,0.688706380721,0.594,0.438,3.01629033893763e-53,-1
Mapt,1.47571567955406e-56,-0.527130948224829,0.526,0.623,3.8330239060737106e-52,1
9530026P05Rik,1.78908956389664e-56,-2.93853690758961,0.013,0.094,4.64698123326513e-52,1
Hivep2,1.79023667880293e-56,0.230628066673361,0.989,0.972,4.6499607495227205e-52,0
Ano4,3.10608540657693e-56,0.492200323213734,0.748,0.606,8.06774623504291e-52,-1
Snhg11,3.5333749014226297e-56,-0.233220043622783,0.997,0.998,9.17758796895515e-52,0
Atp2b1,8.325620249840779e-56,0.268851646008594,0.976,0.985,2.16249660369364e-51,0
Slc24a2,1.10806057518017e-55,0.30051337619558,0.968,0.953,2.87807653797297e-51,-1
Cadm1,1.23277418612307e-55,-0.669695447605398,0.672,0.761,3.20200767103605e-51,1
Pantr1,1.5263490230063098e-55,0.627928847574736,0.555,0.382,3.96453895235658e-51,-1
Kcnq1ot1,1.8934013446956e-54,-0.352427093133433,0.724,0.723,4.91792065271236e-50,1
Ak5,7.80747636994223e-54,-0.897524738099741,0.291,0.453,2.0279139123288e-49,1
Pde11a,1.02500891813285e-53,-1.33157567208657,0.115,0.259,2.66235816395827e-49,1
Cacna2d3,2.53050328109713e-53,0.292113975041068,0.964,0.936,6.572729222321689e-49,0
Actr3b,3.55601592960395e-53,0.565796370485912,0.667,0.507,9.236395775553289e-49,-1
Sptbn4,4.25018980568023e-53,-0.552402923710629,0.419,0.528,1.10394430012738e-48,1
Kcnj6,6.01816704674829e-53,0.420857927921015,0.815,0.721,1.5631587087224e-48,-1
Celf4,1.00984802635373e-52,-0.617632658160863,0.393,0.551,2.6229792636511898e-48,1
Cdk9,3.78577000279061e-52,-1.33233319115931,0.091,0.199,9.83315900524833e-48,1
Syne1,8.05319586038346e-52,-0.374819408606866,0.734,0.785,2.091737092776e-47,1
Wipf3,1.04703050706935e-51,0.42225357362413,0.806,0.661,2.7195570390619403e-47,-1
Nrgn,1.36509510252165e-51,0.625105923651651,0.542,0.366,3.5456980192897303e-47,-1
Adamtsl1,3.2819255452281e-51,-1.47847201669402,0.107,0.242,8.52447341117546e-47,1
5330438D12Rik,4.68444017135184e-51,1.71149304980532,0.106,0.039,1.21673649010693e-46,-1
Samd5,5.31036677614884e-51,0.527759301845736,0.687,0.536,1.3793146664369e-46,-1
Prickle2,5.38231535983301e-51,0.321041828624088,0.9,0.864,1.3980025915630301e-46,-1
Gm20642,9.63934181706907e-51,1.67276794310907,0.102,0.037,2.50372264356552e-46,-1
Ptprg,3.7483001296319397e-50,-0.348942804056656,0.875,0.801,9.735834756706e-46,1
Actb,1.4567585561730001e-49,0.944441729449821,0.341,0.186,3.7837846738037404e-45,-1
Slc8a1,9.140703543916e-49,0.193488020735124,0.994,0.993,2.37420633849674e-44,0
Olfm3,1.8921598005017298e-48,0.897383435207884,0.342,0.201,4.91469586582319e-44,-1
Sema3e,2.27177103565741e-48,0.317380602284234,0.813,0.702,5.90069808801656e-44,-1
Fus,8.82512720825966e-48,-0.487281267687034,0.486,0.572,2.2922385410733598e-43,1
Fat3,1.2813312847056702e-47,0.370300103792474,0.85,0.734,3.32812987889451e-43,-1
Nrxn3,3.16752485853979e-47,0.304106986682351,0.986,0.98,8.22732906757126e-43,-1
Brinp1,3.9989719368122902e-47,0.345498065764982,0.935,0.897,1.03869297086763e-42,-1
Nos1ap,1.35993172013896e-46,0.359170452707989,0.868,0.819,3.53228664988892e-42,-1
Tenm4,1.47507466611882e-46,-0.385067503292425,0.836,0.88,3.83135893777703e-42,1
Lrrc4c,4.16040687196588e-46,-0.429483990184827,0.922,0.947,1.08062408092442e-41,1
Fam155a,1.26577833287264e-45,0.1107877633973,0.999,0.999,3.28773264180341e-41,0
Hdac9,2.24100636475942e-45,0.356286184947318,0.846,0.755,5.82078993182612e-41,-1
