gene,stats,fdr,log2(old/young),DEG
Accs,0.23747808118413785,0.917501967095901,-0.07132622,0
Gm13889,186.59739299721377,7.622391818627688e-40,-2.2563007,-1
Alkbh3,9.724271901827557,0.017900921231053347,0.12313454,0
Hsd17b12,28.30003899033258,3.2600167682770738e-06,-0.24173295,0
Ttc17,38.1207082446759,3.010238881894678e-08,0.27521417,0
2810002D19Rik,0.5574103542571553,0.8193312692603703,-0.20492834,0
Api5,12.698305598429455,0.004691222509147962,-0.1731514,0
Lrrc4c,4756.713755146352,0.0,0.8040994,1
4930445B16Rik,62.47392328939164,2.4078754903598605e-13,1.2360803,1
Gm10800,7.903904471079974,0.040049051432384436,-0.49710265,0
B230118H07Rik,36.99282109683519,5.1769605663040175e-08,0.2569141,0
Traf6,56.64169173452045,4.094121389834127e-12,-0.3205896,-1
Prr5l,226.65584479555636,1.913397890052991e-48,0.12931682,0
Gm13905,5.517044045972658,0.11201254453570816,-0.44963074,0
Commd9,21.752562089722858,7.200544516441942e-05,-0.5749605,-1
Ldlrad3,36.36099115197221,7.013278551573072e-08,0.24047153,0
Gm13919,2.0410756925323557,0.4648253431138321,-0.018848231,0
Trim44,48.04315657038751,2.5856007648866806e-10,0.24054971,0
Fjx1,10.302283423468298,0.013808731338722794,-0.8117897,0
Slc1a2,16.585978002666597,0.0007903512406897273,-0.25926048,0
Cd44,6.606247812726874,0.07039702987402832,-0.19220988,0
Pdhx,5.453011501478053,0.11508497264532802,0.015621776,0
Apip,1.2390080885982684,0.6319585047595588,0.02734095,0
Cat,15.195236357469284,0.0014922633304491424,-0.23097263,0
Abtb2,263.48658515860916,2.265646434167426e-56,-0.5298517,-1
Nat10,12.591071426864602,0.004925575903352222,-0.22935374,0
Caprin1,29.197465413677627,2.136631592879767e-06,-0.03982232,0
Lmo2,4.408653387332624,0.17856608813656735,-0.047429275,0
Fbxo3,11.046170443031926,0.009900537267212333,0.124609634,0
Cd59b,0.907070541751482,0.7175743658921568,0.22783184,0
Cd59a,25.3478520587476,1.3193910620860874e-05,-0.5914554,-1
D430041D05Rik,97.71166918095135,7.930231895444535e-21,-1.3902825,-1
Hipk3,18.69146619343461,0.0002987341676736904,0.15082523,0
Cstf3,17.66366848566671,0.0004806551189546578,0.19086109,0
Tcp11l1,29.908789106527962,1.5203450755685482e-06,0.23875983,0
Depdc7,139.0057266789105,1.225989261938084e-29,0.69225824,1
Qser1,61.67835297448753,3.5331041514384617e-13,0.5198217,1
Ccdc73,2.5454753892364383,0.38012328671139006,-0.18990774,0
Eif3m,17.590302713739565,0.0004967750931391918,-0.25552016,0
Pax6os1,0.8987199189246092,0.7203022552982798,-0.58799684,0
Elp4,111.20322089092174,1.0685973103746633e-23,0.36040628,1
Immp1l,49.90316478477489,1.0680724289101059e-10,0.23693971,0
Dnajc24,34.39003298071194,1.8039461064278737e-07,0.14347757,0
BB218582,14.85235568694419,0.0017439145717142693,-1.5180209,0
Mpped2,37.85174264436308,3.4248626015108e-08,-0.101444095,0
Arl14ep,2.137994836791599,0.44682319790987823,0.10888604,0
Kcna4,1.0477796922816522,0.6809772994587528,-0.023501078,0
Mettl15,179.31843948971704,2.761192825429615e-38,0.5484673,1
Kif18a,4.058286106225839,0.20616880082519773,0.3599037,0
Bdnf,10.536834018949357,0.012434003226235862,-0.32498562,0
Lin7c,2.288361816357539,0.421201028301669,-0.04484366,0
Lgr4,193.4705177628563,2.5765977175790307e-41,0.697516,1
Ccdc34,10.406473480255965,0.01318955579993099,0.0012880908,0
Ccdc34os,0.04269797995568082,0.9841903537862333,-0.11020113,0
Gm13936,0.6220024948157684,0.7990822152002814,0.3045726,0
Ano3,12.65802410333363,0.0047816144070976325,0.4441789,0
Lpcat4,21.55603339601937,7.881560668869976e-05,-0.46430293,-1
Nop10,34.24262210513007,1.9344404410365134e-07,-0.71829945,-1
Slc12a6,17.722078509879864,0.0004678598863097242,0.16088761,0
Emc4,65.88099930273708,4.593945781986854e-14,-0.76357085,-1
Katnbl1,3.9717523476405465,0.21383266500985149,0.13252796,0
Emc7,246.41620736516168,1.0747021266372226e-52,-0.9509603,-1
Aven,143.19529398211841,1.5517119401321574e-30,0.5763797,1
Ryr3,30.365493924304193,1.2263300206668846e-06,0.5008793,1
Fmn1,699.7971027770417,1.5033205084929088e-150,1.0063004,1
Gm13963,36.97913530099042,5.210051948989486e-08,0.65449184,1
4930533B01Rik,7.075257891056296,0.0576040073802616,1.0993257,0
Scg5,6.2695598710407925,0.08137635394451055,0.037230223,0
Arhgap11a,2.962035869100378,0.32266515818920594,0.85813975,0
A530058N18Rik,3.599008127118355,0.2491079367259104,1.3766199,0
Aqr,5.004337160407875,0.1394317274161587,0.025050152,0
Zfp770,2.9872381829218186,0.3194403285184491,-0.11831832,0
Dph6,13.787230239913292,0.0028363328605235075,0.021439549,0
Gm13974,8.229080645421194,0.034727126305539265,0.67976636,0
BC052040,36.02696630611459,8.242058348839633e-08,0.21105042,0
Meis2,103.76416146611744,4.0899006570152696e-22,0.6430136,1
2700033N17Rik,12.172589801472025,0.00596654955811053,-0.834151,0
G630016G05Rik,3.762063411615655,0.23305921678776073,0.33662355,0
D330050G23Rik,3.5933189897674875,0.2496906533277554,0.23451121,0
Spred1,127.23703655198949,4.004509109470085e-27,0.32423604,1
Fam98b,2.145024065339188,0.44581015516013583,0.19884397,0
Rasgrp1,33.92837059961437,2.2469079518684674e-07,0.11563586,0
Gpr176,28.452518771574677,3.0347036208389683e-06,-0.42216322,-1
Eif2ak4,20.78784377767766,0.00011272882391276322,0.10287806,0
Srp14,210.89255326192628,4.653808150698755e-45,-1.174373,-1
Bmf,85.13223859532668,3.781515820459811e-18,-2.0946352,-1
Bub1b,2.249699570927747,0.42714618471494636,-0.5533777,0
Pak6,0.1866884641435874,0.9352296260899641,-0.026818097,0
Ankrd63,11.898750249649725,0.006744527635231024,0.39393517,0
Inafm2,18.858257353474745,0.0002760528323040299,-0.904987,-1
Disp2,4.26197290134692,0.18937927324151896,-0.37871304,0
Knstrn,0.21081949744504938,0.9271717779367334,0.35538402,0
Ivd,17.203818849828913,0.0005945611217609029,0.22725031,0
Bahd1,1.844530107065491,0.5012284785402891,-0.052617308,0
Ccdc32,8.621116656012235,0.029159192885641103,-0.5635856,0
Rpusd2,0.18136133403466398,0.9373992573636807,-0.20973553,0
Rad51,0.32628199649531664,0.8888010631135114,-0.16426568,0
Rmdn3,8.686571304061266,0.028344961111149754,-0.22929084,0
Dnajc17,4.106569206260462,0.20199944297795835,0.22906508,0
Zfyve19,24.675921104261196,1.8162937374167487e-05,-0.42547566,-1
Vps18,3.036535306170185,0.31343744058868966,0.1945113,0
Ino80,30.15247511086299,1.3564461117012913e-06,0.07346153,0
Exd1,2.7211698408099116,0.35423854036657587,-0.5399179,0
Chp1,1.755444371507058,0.5193221426265909,0.0074352236,0
Nusap1,1.4773516383096947,0.5774713999576789,0.86495,0
Ndufaf1,1.4236442909064413,0.588746705616255,-0.13832921,0
Rtf1,9.452800338846888,0.02017232441934904,0.007888051,0
Itpka,6.359210087290767,0.07836968643254688,-0.41013986,0
Rpap1,4.027587535026475,0.20880526379473516,-0.024444735,0
Tyro3,105.26080200670023,1.9473859796013975e-22,-0.39742878,-1
Mga,43.49715733082586,2.29194461425716e-09,0.22862892,0
Mapkbp1,3.564321545669227,0.25248221767797396,0.13654952,0
Jmjd7,3.4563806706943225,0.2636579902111872,-0.31248817,0
Pla2g4b,2.147570636968675,0.4453407640806071,0.24807204,0
Ehd4,10.366769269214046,0.013420972395842166,-0.1553992,0
Pla2g4e,1.9992251037210256,0.4721026206655044,0.30889365,0
Vps39,5.754419198566374,0.10134999286865691,0.068794675,0
Tmem87a,10.003807209533395,0.0157982875544224,0.04141184,0
Ganc,14.889977640106235,0.0017162214222476984,-0.062495697,0
Zfp106,18.450368587357957,0.00033354235776308943,-0.029572038,0
Snap23,10.573480628326594,0.012233150446047352,0.05661655,0
Lrrc57,2.946882595980215,0.32467875916722577,-0.19427404,0
Haus2,16.425098551561646,0.0008503622521663799,-0.1058961,0
Stard9,48.81411487185309,1.7952699765431234e-10,0.023741158,0
Cdan1,21.198305327990038,9.32219884351325e-05,-0.13256411,0
Ttbk2,27.364541441475815,5.076837588662553e-06,-0.17240667,0
AV039307,4.844803443503617,0.14918667053167298,-0.21503504,0
Ubr1,22.976290239104983,4.049127993523343e-05,-0.0020999738,0
Tmem62,5.966753052808466,0.09251133623177103,0.051736012,0
Ccndbp1,7.92535869868139,0.03966357103115251,-0.19061662,0
Tgm7,7.045841728977658,0.05832757865939849,0.21324694,0
Lcmt2,1.8823243248729649,0.4936302279190191,0.13671379,0
Adal,1.9253687273500946,0.4855377457206885,0.06912144,0
Zscan29,9.0834103222487,0.023768416469122478,-0.27413306,0
Tubgcp4,19.428140869570292,0.00021153105214251436,0.3239882,1
Trp53bp1,46.025143920339616,6.797704537818371e-10,-0.2123971,0
Map1a,84.1150225633988,6.195730275104195e-18,-0.387226,-1
Ppip5k1,6.074631293037649,0.0884351580847805,-0.032326497,0
Ckmt1,3.897034143311114,0.22073477617466172,-0.00158242,0
Catsper2,3.8525456910674287,0.2246820557767482,0.22519095,0
Pdia3,59.709531858680165,9.202183601647146e-13,-0.3755962,-1
Serf2,389.84318127840504,1.3860820841372325e-83,-1.1434401,-1
Hypk,25.336067425775244,1.3265597287271984e-05,-0.67955625,-1
Mfap1b,8.788422766850525,0.02710050810142077,0.19049838,0
Mfap1a,11.868431495874258,0.006834625715431252,0.20806612,0
Wdr76,6.858743110727778,0.06321147592602866,0.07878978,0
Frmd5,241.08581693972508,1.49488979742894e-51,0.09228486,0
Casc4,48.72791542822556,1.8728323755880489e-10,-0.25441626,0
Ctdspl2,50.39635659465888,8.394946215037478e-11,0.35447323,1
Eif3j1,1.5429435870290957,0.5630111559730304,-0.081908815,0
Spg11,15.223684454645575,0.001473899644820141,0.06116878,0
B2m,13.283268256781826,0.0035782443589010217,-0.6220967,0
Sord,2.6421757340549403,0.36550119451013396,-0.36385843,0
Shf,0.5227883996678029,0.8299998148480431,0.109037705,0
Gatm,208.89677125950536,1.246108635289628e-44,0.17983258,0
Spata5l1,3.422244967673238,0.2675712609298698,-0.2769573,0
Slc30a4,39.586980593390905,1.492088118406396e-08,-0.23880804,0
4930417H01Rik,28.210173986631972,3.4037351890586394e-06,-3.0219584,-1
Bloc1s6os,4.341007106828421,0.18375574010313428,-0.637419,0
Bloc1s6,3.0334057062465507,0.31386951362233756,-0.20656607,0
Sema6d,281.61920373007774,2.849098206029095e-60,0.39744666,1
Slc24a5,1.2884621262717157,0.6202460461719081,0.2907819,0
Myef2,90.39993101524217,2.835254781719378e-19,0.3822534,1
Ctxn2,1.9174949992513635,0.48703513284724104,-0.1729985,0
Dut,1.224049333248972,0.635402289128598,-0.13938753,0
Fbn1,84.83306940362948,4.374570574104133e-18,-1.7217062,-1
Cep152,7.253904846004683,0.053286198373398076,-0.1021862,0
Shc4,44.76867909483301,1.2458919059774128e-09,-0.4733397,-1
Eid1,344.8856927275649,6.644617205746391e-74,-0.7327711,-1
Secisbp2l,146.38007858091254,3.2447585935963625e-31,-0.28637645,0
Cops2,10.922450819205261,0.010449287329699646,-0.016625542,0
Galk2,13.243066790618245,0.0036430327561668267,-0.07663824,0
Fam227b,0.006441055013894808,0.9974577390839279,0.13725713,0
Fgf7,4.049226618658795,0.2069770248789467,0.10356828,0
Dtwd1,0.12679747458859789,0.9560332225867669,0.051485777,0
Gabpb1,10.045305204871271,0.015512801968581659,0.3099806,0
Gm27003,4.141457518033897,0.19892894290499097,0.04064959,0
Usp8,8.39482905482786,0.032237834347611814,0.009089312,0
Usp50,10.206553361066645,0.014431593610917538,-0.39613837,0
Trpm7,12.835607277736733,0.004401224504595988,0.10220417,0
Sppl2a,20.316310592969288,0.0001404582123655642,0.004297973,0
Ap4e1,22.092647044545114,6.152349083719225e-05,0.20485513,0
Blvra,0.5283019596231877,0.8280662037101045,-0.1646901,0
1810024B03Rik,1.645215709381885,0.541959032370434,-0.21556324,0
Snrnp200,1.886862450213404,0.4927918932725446,0.0022941434,0
Ciao1,0.4232471844614406,0.8596401152968908,-0.1745205,0
Tmem127,2.30740322589151,0.41815349844547783,0.115532994,0
Stard7,10.215925578719025,0.014375642746131508,0.19830415,0
Fahd2a,2.870070952824385,0.33443292784316025,-0.17024766,0
Kcnip3,6.521933760926257,0.07303503421172099,0.4233923,0
Zfp661,8.233483038699973,0.03465905681620941,-0.14842555,0
Mrps5,27.59766791683387,4.543227783713029e-06,-0.6418087,-1
Mal,5793.926592954866,0.0,-1.4315115,-1
Nphp1,7.539427096925312,0.04700278366831435,-0.41833335,0
Bcl2l11,2.2934949052983624,0.4203509020503132,0.16825649,0
Anapc1,22.26581630126304,5.666650053721113e-05,0.13704054,0
Mertk,25.02453997082055,1.5381319679049932e-05,-1.2018973,-1
Tmem87b,17.177005257942675,0.0006017101031676122,0.15272443,0
Fbln7,6.460815187085553,0.07493226100741085,-1.1353673,0
Zc3h8,7.146292327226438,0.05584277817416537,-0.18114705,0
Gm10762,1.0059836269600064,0.6919131026148787,-0.23346674,0
Zc3h6,160.52437040738005,2.9931393772164794e-34,0.6082476,1
Gm14027,5.989569429102927,0.09165735544623071,0.6438365,0
Gm14022,18.96598676531794,0.00026233695386024806,1.4914485,1
Ttl,2.902850607176235,0.3304317157649746,0.1442901,0
Polr1b,10.67279735437577,0.011692986511247984,0.11091241,0
Chchd5,4.211614090276846,0.19341018763591886,-0.62432164,0
Slc20a1,0.5970586156414992,0.8068346090911224,0.10660479,0
Gm14023,2.206713306997355,0.43462577434397137,0.014736826,0
Sirpa,5.359626639938609,0.11971686753722396,0.019639082,0
Pdyn,3.6418938902864757,0.24477693737481948,0.46013764,0
Stk35,0.7192501488407747,0.7691924376402197,-0.011403457,0
Snrpb,17.272117389448056,0.0005763829049904286,-0.35987005,-1
Tmc2,0.49652183224741364,0.8371663392364552,-0.18944405,0
Nop56,1.1522596665002343,0.6534849997423561,-0.10031247,0
Idh3b,20.400430801680077,0.00013508941385646664,-0.36493188,-1
Ebf4,13.481383007499234,0.003266471306793278,-0.5204626,0
Cpxm1,3.0140640075825527,0.31593152066297003,0.019056361,0
Pced1a,0.4431411696453399,0.8530169575774637,0.024430385,0
Vps16,8.276733625081704,0.03398668580963504,0.16429962,0
Ptpra,70.1677559755339,5.721575432429883e-15,-0.1466658,0
4930473A02Rik,1.2555569808703004,0.6280969972664099,-0.30048537,0
Mrps26,33.15976218352123,3.234904363281171e-07,-0.61782587,-1
Avp,10.688593198896267,0.011610516759347713,-1.568507,0
Ubox5,1.7988242916119976,0.5103548297069814,0.093992606,0
Fastkd5,0.6071456625031189,0.8035370081100754,0.18446845,0
Lzts3,11.456827983758307,0.008227973768190686,-0.46900687,0
Ddrgk1,215.50893171875242,4.75980154443317e-46,-1.0000511,-1
Itpa,1.5171571471982976,0.5685263012411601,0.13061126,0
4930402H24Rik,21.66796565446839,7.48439111205e-05,0.025387144,0
A730017L22Rik,6.974727950328748,0.06015138457289794,-0.23018314,0
Atrn,27.348637234405814,5.116091688729219e-06,-0.061548635,0
Gfra4,4.796191563778701,0.1522886617894887,0.075568914,0
1700037H04Rik,5.912866407897,0.09474320871876762,-0.67270845,0
Cenpb,9.82539816038442,0.01712304535342679,-0.30847967,0
Cdc25b,13.442859519526236,0.003324315630766166,1.6892321,0
Ap5s1,6.601943550433999,0.07052591697056017,-0.3154568,0
Mavs,3.0975877226082575,0.30579065559988056,-0.019592097,0
Pank2,8.21224908633611,0.03496209442066432,0.120251484,0
Rnf24,1.0191646479062673,0.6883867523951706,0.15413065,0
Smox,38.88095970247639,2.0918943793089196e-08,-0.26988378,0
5330413P13Rik,7.270717182935397,0.05291260034462963,-0.89034116,0
Prnp,298.46658922822866,6.699228707923334e-64,-0.67982817,-1
Rassf2,73.69573617123079,1.0183094401557263e-15,0.26757154,0
Slc23a2,4.385482830434033,0.1802858575033964,0.11765341,0
Tmem230,13.96565655620175,0.002616057424249963,-0.21491666,0
Pcna,16.044042956473305,0.001013828700502096,-0.5032541,0
AV099323,1.285923747724036,0.6207507776604186,0.15236036,0
Cds2,0.42840345950892494,0.8581956459096932,-0.02552913,0
Gpcpd1,40.219026545660405,1.1031375982915271e-08,-0.011480252,0
Chgb,14.317816520038841,0.0022271606061854536,-0.5579378,0
Trmt6,7.493766364946369,0.0479892028427728,-0.16519162,0
Mcm8,2.0453578675527266,0.46430261764670094,-0.24891631,0
Crls1,3.9784032824190354,0.2132039149646839,0.090887904,0
Bmp2,7.411422881365128,0.049778472473467145,-0.6117772,0
Tmx4,11.009689234866947,0.010064545661330151,0.0026926259,0
Plcb1,26.059527244472925,9.410686135200034e-06,-0.4427435,-1
4930545L23Rik,30.427137614571226,1.1916889375879005e-06,-1.8471179,-1
9630028H03Rik,57.34033665334127,2.913778179359063e-12,-0.9474676,-1
Plcb4,113.93367253766961,2.7992417132578195e-24,0.57857424,1
Gm14211,0.21643765696033293,0.9250934593670428,-0.13576832,0
Lamp5,5.70805142515247,0.10331916608355547,-0.30240032,0
Pak7,105.26079570381815,1.9473859796013975e-22,-0.07648635,0
Ankef1,38.92909071483884,2.0470167741388594e-08,2.4728444,1
Snap25,0.8750480551411107,0.7264341584689895,0.21934254,0
Mkks,1.151678324569217,0.6535189920377983,-0.057001185,0
Slx4ip,42.85387746206382,3.1266529644983865e-09,0.02455162,0
Jag1,1.7943299011344902,0.5113947545390597,0.5507874,0
Btbd3,23.63666064187389,2.9725406265093738e-05,-0.07466198,0
Gm14061,5.158268335397312,0.13049104760998345,-0.37357128,0
Gm14066,1.2788859272410593,0.6223592619207609,-0.42712748,0
Tasp1,22.412770311947543,5.284788014991035e-05,0.13531803,0
Esf1,1.1375002536346748,0.6571498394869923,-0.1629855,0
Ndufaf5,15.363677500077092,0.0013828343376044968,0.27732116,0
Macrod2,138.84872489813276,1.324711464250594e-29,0.2425803,0
Flrt3,2.878328361733483,0.33350279579820336,0.057730507,0
Macrod2os1,2.2312027299550867,0.43019205055128645,-0.012019233,0
Kif16b,32.93973736060234,3.5884306724029966e-07,0.1353027,0
Snrpb2,6.990379893877357,0.05974856498503348,-0.1472782,0
Pcsk2os1,3.9255094149354064,0.21807023730517766,0.23377077,0
Pcsk2,20.167915545438195,0.0001502999326189143,0.29311448,0
Dstn,32.190622898351954,5.145028979203848e-07,-0.31932533,-1
Rrbp1,92.7574523674436,8.992089972398659e-20,-0.40646333,-1
Banf2,0.9930371171320171,0.6951541915698484,-0.05972521,0
Gm5535,56.31956588325497,4.794204196609925e-12,0.1785559,0
Snx5,25.786120001470387,1.071943340657093e-05,-0.20183803,0
Mgme1,0.47171826482657075,0.8453317640539388,-0.10403844,0
Dzank1,18.147203587109853,0.00038447509369268247,0.31405738,1
Polr3f,5.135662416967682,0.13177341332218673,0.15069355,0
Rbbp9,8.912518269312567,0.02566884893557226,-0.20963041,0
Sec23b,3.59674284963491,0.24934800497757104,-0.005471154,0
Dtd1,20.63128866014818,0.00012125480027059479,0.25470412,0
Slc24a3,44.78921947725509,1.2340722583613918e-09,-0.2176865,0
Rin2,0.5138959774881747,0.8326888820460558,-0.06009604,0
Naa20,18.564664886614647,0.0003163403196600415,-0.249674,0
Crnkl1,3.05274842626942,0.3113883460922784,0.07341135,0
Cfap61,0.2670806417839481,0.907323571292649,0.08650217,0
Insm1,4.291019091010571,0.18727030784668053,-0.93364155,0
Ralgapa2,23.812685207006908,2.7338869711771705e-05,0.2433588,0
Kiz,48.330164733978194,2.25772091440312e-10,0.2617291,0
Xrn2,10.983368432667794,0.010180873345359122,0.1025888,0
Nkx2-2,8.628121382693958,0.029085663274098124,-0.20246384,0
Nkx2-2os,53.642954790111695,1.7563214213559205e-11,0.030199846,0
Nxt1,1.5869899782458796,0.552981583008469,-0.12809467,0
Gzf1,4.155004513086264,0.1977263823753165,0.0035493078,0
Napb,0.10752330590672586,0.9625978947676991,0.07647981,0
Cst3,376.9817968491009,8.17196878383149e-81,-0.77023286,-1
Gm14133,87.88378853547583,9.73127109412209e-19,1.9067854,1
Syndig1,3.1009471546006346,0.30537628856054355,0.25446308,0
Zfp120,5.765904687595055,0.10084110160043148,0.3135479,0
Zfp937,9.459975809375415,0.020110574376025803,-0.32524544,0
3300002I08Rik,41.20842218348013,6.881254842444193e-09,-0.5263058,-1
Gm10130,25.199398569696577,1.415351153092849e-05,-0.99116606,-1
Zfp442,22.46046873116893,5.168153820677558e-05,-0.31851524,-1
Apmap,17.327755672161942,0.0005620054486853329,-0.2714611,0
Acss1,16.12423611893737,0.0009773778671485407,-0.34645656,-1
Entpd6,6.965908182876292,0.06037048904023525,0.43761697,0
Pygb,4.539065979883558,0.1690479803095678,0.29909006,0
Abhd12,7.019952708699201,0.058989171302786234,-0.053883225,0
Gins1,9.793678242737721,0.017367214106386492,0.5918536,0
Ninl,6.373316424292229,0.07787662408621479,-0.33010966,0
Nanp,6.139731835248185,0.08604670039016658,-0.70863396,0
Nsfl1c,2.7217106647861384,0.3541702670666471,-0.099752106,0
Gm14167,6.6454295899634115,0.0692101485993963,0.4743038,0
Fkbp1a,269.785799172086,1.002725591965249e-57,-0.65800947,-1
Sdcbp2,4.241662575867565,0.19108668370877147,0.2488845,0
Snph,1.7926183174928287,0.5117964913753855,-0.0007815288,0
Psmf1,0.7626452430090656,0.7575494966315469,-0.057938997,0
Srxn1,4.07816748995628,0.20447214360525273,-0.4917845,0
Csnk2a1,24.221997825829092,2.253073194973976e-05,-0.19920771,0
Tbc1d20,5.494159703631894,0.11306562050548481,-0.2822463,0
Rbck1,16.053377695920084,0.0010098095567138549,-0.36758438,0
Nrsn2,4.984986890662715,0.1405904033475051,-0.31562814,0
Sox12,44.347150426682795,1.525822580094662e-09,-0.8632903,-1
Zcchc3,23.14119462678138,3.746972010399051e-05,-0.3844543,-1
6820408C15Rik,1.0197010887147315,0.6882908407706789,-0.35438806,0
H13,15.86684711497333,0.001098779085430572,-0.367922,0
Mcts2,56.06890281859181,5.399764227429468e-12,-0.8664388,-1
Bcl2l1,137.4882833062419,2.601688340467858e-29,-0.26261234,0
Tpx2,0.871711473976715,0.7271869738808194,-0.023295783,0
Dusp15,13.004826878386378,0.00407069781469342,0.046747673,0
Ttll9,6.220950739253943,0.0831248657153198,0.67007995,0
Pdrg1,4.83356481268251,0.14982898340427642,-0.052445635,0
Tm9sf4,0.0014706216781853428,0.9995459991925173,0.00752385,0
Plagl2,1.512439951377625,0.5696354950430951,0.12806655,0
Pofut1,0.4004969052982833,0.8656480575504084,0.08038166,0
Kif3b,7.061507827619439,0.057943315938304894,0.09450106,0
2500004C02Rik,3.7712624940617343,0.23216936411264066,-0.20572832,0
Asxl1,53.020181344478814,2.3749689690774772e-11,0.1540407,0
Nol4l,26.23246644323338,8.672974976329883e-06,-0.1944046,0
Commd7,1.0490259758106835,0.6805970951138475,-0.14263998,0
Dnmt3b,2.5982805457460465,0.3724070078251927,-0.20372388,0
Mapre1,71.74551235053147,2.6466206977207452e-15,-0.47404304,-1
Cdk5rap1,17.561261237457618,0.0005030207473307879,0.18795761,0
Snta1,3.936549570209235,0.21702135345176002,0.16239609,0
Cbfa2t2,24.618309699317624,1.863955991392062e-05,-0.07420573,0
Necab3,0.30358899261469724,0.8962386781206209,-0.32112244,0
Pxmp4,2.875403020942144,0.33385893471451494,0.32583436,0
Zfp341,4.751635784827012,0.15502003616880008,0.0774475,0
Chmp4b,36.594024475313894,6.271101950785574e-08,-0.3642905,-1
Raly,44.854121428529254,1.1968772930659456e-09,-0.73042715,-1
a,15.364065682922039,0.0013827991544071048,0.33068252,0
Eif2s2,13.895100667398726,0.0026997188930049697,-0.1890803,0
Ahcy,1.0041805410059044,0.6924926170741851,0.4392375,0
Itch,101.63848796089741,1.1593383491063344e-21,0.21086632,0
Dynlrb1,203.36959502014076,1.9083041883583946e-43,-1.2339548,-1
Map1lc3a,166.00799974475834,2.0019755969873976e-35,-1.184984,-1
Pigu,3.6827102361936173,0.24058907171898364,0.11871632,0
Trp53inp2,25.624701965366537,1.1576075113995746e-05,-0.1883235,0
Ncoa6,39.431215313448746,1.6081484721877806e-08,0.05575706,0
Ggt7,1.8534496016317719,0.49939997530045466,0.09581164,0
Acss2,179.44619809749966,2.5938210138906454e-38,-0.38319632,-1
Acss2os,9.755066864715747,0.017659582653696757,-0.8989172,0
Gss,86.12459900434148,2.314445398714278e-18,-0.40160397,-1
Myh7b,9.142378221518568,0.023138812585157213,-0.53861296,0
Trpc4ap,30.200151755675876,1.326277628546537e-06,0.10245473,0
Edem2,14.703662176737861,0.0018646909988656853,-0.15994331,0
Mmp24,7.91993904749808,0.03975720570362114,0.47958156,0
BC029722,7.119864642225209,0.05648445925097548,-0.52797943,0
Eif6,33.33221556457564,2.9806651475215237e-07,-0.8440934,-1
Uqcc1,7.202843961760239,0.05446260073837043,0.12165224,0
Cep250,1.4793129712163056,0.5770622663841626,0.06520936,0
6430550D23Rik,0.7149338668207247,0.7704618792627408,0.007980412,0
Ergic3,85.12035719859499,3.799097561832772e-18,-0.8615071,-1
Cpne1,9.464303781481869,0.020077391929454243,0.17192993,0
Nfs1,2.678056402171361,0.36025110602559673,-0.0065358486,0
Romo1,34.39337178348143,1.8014735807912826e-07,-1.0470026,-1
Rbm39,3.979695792310975,0.21309707434234598,0.0084689725,0
Phf20,29.970579509125976,1.4776429661198482e-06,-0.053615727,0
Scand1,75.17427366008636,4.950502933842998e-16,-0.84798443,-1
Cnbd2,6.411824489029349,0.07656197230434411,0.17968225,0
Aar2,9.411527236900652,0.020540526095028544,-0.31905174,0
Gm14168,8.086983375251474,0.0369528478664862,0.25613007,0
Dlgap4,63.54084442405471,1.4302155596712104e-13,-0.54540586,-1
4930405A21Rik,0.3220522212750138,0.8900079676967646,0.4393097,0
5430405H02Rik,5.327644619990599,0.12140136887789199,-0.16534272,0
Ndrg3,15.19712187530309,0.001491529117150516,-0.113970526,0
Dsn1,1.0209672564546757,0.687899564839161,0.49457547,0
Soga1,120.83039995756933,9.380079095101989e-26,-0.3336582,-1
Samhd1,22.41204271225746,5.285554899190725e-05,0.37132692,1
Rbl1,2.9584828599114386,0.3231055261106512,0.36024967,0
Mroh8,1.4697972376225372,0.5791843318928337,-0.22911122,0
Rpn2,28.365569611278644,3.1597885032292072e-06,-0.25818402,0
Manbal,27.981235033554494,3.792293596976333e-06,-0.37372035,-1
Src,2.300137878279276,0.41911295995772885,0.23220572,0
Gm14286,1.3115594165725228,0.6148849946676685,-0.44706827,0
Blcap,10.024953950402418,0.015652803813491854,-0.1581158,0
Nnat,58.26430082190747,1.8633969020703512e-12,-1.148142,-1
Ctnnbl1,2.725872809274231,0.35354380987671513,-0.04270069,0
Vstm2l,10.151152707893091,0.014799389815034383,-0.8159112,0
Tti1,20.143763655002267,0.00015187994040465245,0.3804057,1
Rprd1b,10.031969812242657,0.01560831401390574,0.19733804,0
2010009K17Rik,4.7031699406321765,0.15798319748731077,1.2476797,0
D630003M21Rik,7.936234336251149,0.03945773111309628,-0.60085416,0
Snhg11,89.96775380707457,3.504847751175941e-19,0.4631943,1
Ralgapb,28.441691097874713,3.0488238662135873e-06,0.13994598,0
Slc32a1,5.20844862368304,0.1276931367727413,-0.32190034,0
Actr5,6.400886755131662,0.07692461530896362,-0.24829587,0
Ppp1r16b,66.55929215384421,3.310680307133272e-14,-0.08950667,0
Dhx35,15.070344083689015,0.0015807520677401867,-0.15870833,0
Top1,84.35072156958599,5.528239509298436e-18,-0.12073751,0
Plcg1,15.272436333881311,0.0014410628649441494,0.0066599385,0
Gm27206,2.6223258232752906,0.3685507083644902,0.39611137,0
Zhx3,19.952930737069035,0.00016601183259869684,0.16827929,0
