start,end,2mo,9mo,18mo,gene_start,gene_end,gene_name,distance
3399092,3399109,0.45,0.31,0.07,3203901,3673498,Xkr4,195191
3548557,3548590,0.83,0.73,0.98,3203901,3673498,Xkr4,124941
3590689,3591378,0.74,0.79,0.95,3590892,3597903,RP23-115I1.3,203
3590689,3591378,0.74,0.79,0.95,3203901,3673498,Xkr4,82809
5110123,5110154,0.76,0.96,0.97,5068018,5164529,Atp6v1h,42105
6733678,6733703,0.93,0.65,0.91,6485231,6862940,St18,129262
7105794,7105880,0.57,0.37,0.2,7086920,7175628,Pcmtd1,18874
8952747,8952789,0.51,0.45,0.21,8359475,9301878,Sntg1,349131
9548227,9548395,0.47,0.3,0.2,9543408,9549455,Rrs1,1228
9548227,9548395,0.47,0.3,0.2,9545948,9582673,Adhfe1,2279
9631172,9631557,0.65,0.71,0.42,9558832,9633175,2610203C22Rik,2003
9765419,9765426,1.0,0.73,0.97,9745648,9793922,1700034P13Rik,19771
9891901,9891911,0.48,0.19,0.39,9796107,9902845,Sgk3,10944
10045902,10045914,0.63,0.64,0.89,10035987,10138768,Cspp1,9915
10425362,10425523,0.64,0.57,0.38,10322720,10721945,Cpa6,102642
11216562,11216702,0.6,0.31,0.44,10991465,11305681,Prex2,89119
13125823,13125836,0.12,0.35,0.22,13111457,13129163,Prdm14,3340
13147152,13147217,0.28,0.31,0.06,13137105,13376083,Ncoa2,10047
13149578,13149722,0.39,0.44,0.68,13137105,13376083,Ncoa2,12473
13641199,13641208,0.58,0.47,0.29,13639483,13644748,RP23-70F22.2,1716
13641199,13641208,0.58,0.47,0.29,13621330,13662546,Lactb2,19869
15292979,15293012,0.55,0.46,0.28,15285254,15725750,Kcnb2,7725
15409173,15409186,0.6,0.48,0.27,15285254,15725750,Kcnb2,123919
15424402,15424628,0.74,0.57,0.41,15285254,15725750,Kcnb2,139148
15610330,15610344,0.83,0.68,0.97,15285254,15725750,Kcnb2,115420
16092229,16092235,0.87,0.76,0.6,16063979,16095325,4930444P10Rik,3096
16516589,16516606,0.9,0.54,0.9,16226674,16522112,Stau2,5523
16906868,16907069,0.93,0.96,0.74,16896185,17093631,Gm28376,10683
17771238,17771341,0.7,0.61,0.47,17739915,17807417,Gm28153,31323
20344837,20344847,0.92,0.72,0.88,20055779,20620064,Pkhd1,275227
20932165,20932223,0.77,0.67,0.57,20888606,20941650,Paqr8,9485
20952268,20952272,0.2,0.34,0.08,20949626,20992841,Efhc1,2642
