cell_type,gene,DEG,pred,hic_loop,hic_abc_dmr,hic_abc_peak
CA1-ProS_Glut,Gm11290,0,-1,0.0151895005,0.9586236,0.026187047
CA1-ProS_Glut,Tmem143,0,0,0.028024081,0.82574403,0.14623189
CA1-ProS_Glut,Gemin7,0,1,0.52412355,0.41619122,0.059685297
CA1-ProS_Glut,Shf,0,0,0.11367125,0.5167517,0.3695771
CA1-ProS_Glut,Pikfyve,0,1,0.18459392,0.17814521,0.63726085
CA1-ProS_Glut,Dap3,0,1,0.88228714,0.029387519,0.088325344
CA1-ProS_Glut,D330041H03Rik,0,0,0.14963767,0.26367012,0.5866922
CA1-ProS_Glut,Nfx1,0,1,0.056901615,0.04015133,0.902947
CA1-ProS_Glut,Slc25a25,0,-1,0.0072567803,0.0020802468,0.99066293
CA1-ProS_Glut,Kpnb1,0,1,0.952039,0.017963678,0.029997308
CA1-ProS_Glut,Cys1,0,0,0.004466539,0.7397393,0.2557942
CA1-ProS_Glut,Hist1h2bc,0,0,0.0036850395,0.8442922,0.15202278
CA1-ProS_Glut,Slc35b3,0,0,0.17562078,0.7679055,0.05647376
CA1-ProS_Glut,Ppp1r37,0,1,0.647325,0.15592434,0.19675066
CA1-ProS_Glut,Ccdc34,0,1,0.0015294424,0.04959256,0.948878
CA1-ProS_Glut,Gm11457,0,1,0.068880156,0.5603888,0.37073103
CA1-ProS_Glut,Sirpa,0,1,0.0027532976,0.15906484,0.83818185
CA1-ProS_Glut,Lonp1,0,1,0.059531495,0.14462194,0.7958466
CA1-ProS_Glut,Myt1l,0,1,0.47696352,0.015403631,0.5076329
CA1-ProS_Glut,Arfip2,0,-1,0.058693253,0.93242216,0.008884583
CA1-ProS_Glut,Dbi,0,0,0.006984985,0.979463,0.013551948
CA1-ProS_Glut,Plaa,0,1,0.0008054753,0.07494189,0.92425257
CA1-ProS_Glut,Slk,0,1,0.0015193913,0.07259563,0.925885
CA1-ProS_Glut,Zfp746,0,0,0.0043566455,0.35723662,0.6384067
CA1-ProS_Glut,Wnk2,0,1,0.98053026,0.0027087096,0.01676107
CA1-ProS_Glut,Dhtkd1,0,1,0.037180293,0.001675498,0.9611442
CA1-ProS_Glut,Chchd6,0,1,0.93889034,0.00012805246,0.060981624
CA1-ProS_Glut,Npas3,0,1,0.70776474,7.168065e-05,0.29216355
CA1-ProS_Glut,Aasdhppt,0,0,0.0035923817,0.9888764,0.0075312154
CA1-ProS_Glut,Adar,0,1,0.11904331,0.26018414,0.6207725
CA1-ProS_Glut,Gnl3l,0,1,0.010085089,0.9047133,0.08520165
CA1-ProS_Glut,Plekha7,0,1,0.95486486,0.0013268677,0.043808237
CA1-ProS_Glut,Sntg2,0,1,0.7360289,0.039500866,0.22447027
CA1-ProS_Glut,Ndufa6,0,-1,0.0072567803,0.0020802468,0.99066293
CA1-ProS_Glut,Ypel3,0,-1,0.03413152,0.9465629,0.019305572
CA1-ProS_Glut,Vps13d,0,1,0.9985519,0.00059836876,0.0008496704
CA1-ProS_Glut,Arhgap15,0,1,0.8190987,0.00039027364,0.18051098
CA1-ProS_Glut,Gtf2ird1,0,1,0.7214004,0.046785567,0.23181406
CA1-ProS_Glut,Nt5e,0,1,0.5898749,0.09641922,0.31370592
CA1-ProS_Glut,Cdc27,1,1,0.07584401,0.6810138,0.24314214
CA1-ProS_Glut,Camta2,1,1,0.9959526,0.0022205354,0.0018268849
CA1-ProS_Glut,Zc3h7b,1,1,0.81697035,0.010024207,0.17300549
CA1-ProS_Glut,Lrmp,-1,1,0.8061069,0.075135686,0.11875743
CA1-ProS_Glut,Cck,-1,-1,0.002861914,0.9837245,0.013413579
CA1-ProS_Glut,Nemf,1,1,0.05034384,0.11568502,0.83397114
CA1-ProS_Glut,Sh3bp1,1,0,0.12627867,0.5218765,0.35184476
CA1-ProS_Glut,Rfwd3,1,0,0.38961077,0.46741828,0.142971
CA1-ProS_Glut,Sorcs3,-1,1,0.22726053,4.6856425e-05,0.77269256
CA1-ProS_Glut,Chd8,1,1,0.6991172,0.024874916,0.27600786
CA1-ProS_Glut,Nr6a1,1,1,0.7638485,0.019689677,0.2164618
CA1-ProS_Glut,Lrrc4,-1,1,0.9737119,0.008779417,0.017508714
CA1-ProS_Glut,Taok3,1,1,0.64766437,0.012995523,0.3393401
CA1-ProS_Glut,1700111E14Rik,-1,1,0.18383962,0.11367768,0.70248264
CA1-ProS_Glut,Ndufa5,-1,-1,0.027067961,0.9240733,0.048858747
CA1-ProS_Glut,Ldb2,1,1,0.75841933,0.00017099555,0.24140967
CA1-ProS_Glut,Xrn1,1,1,0.04078765,0.00034723614,0.95886505
CA1-ProS_Glut,Nell2,-1,1,0.78792804,7.12597e-05,0.21200073
CA1-ProS_Glut,Homer1,-1,1,0.006346634,0.0148198875,0.9788335
CA1-ProS_Glut,Slc35f1,1,1,0.65017647,0.023833767,0.32598978
CA1-ProS_Glut,Cars2,1,1,0.49743426,0.32179508,0.18077065
CA1-ProS_Glut,Limch1,1,1,0.9711099,0.003626859,0.02526318
CA1-ProS_Glut,Aatk,1,1,0.69290495,0.01192716,0.29516795
CA1-ProS_Glut,Cep70,1,1,0.0045580184,0.21503612,0.7804059
CA1-ProS_Glut,Gm13619,-1,-1,0.010876949,0.98139656,0.0077265245
CA1-ProS_Glut,Lin28b,1,1,0.67123854,0.0029174946,0.32584387
CA1-ProS_Glut,B230110G15Rik,-1,-1,0.016425097,0.9320155,0.05155946
CA1-ProS_Glut,Mt3,-1,-1,0.18844646,0.0017005724,0.809853
CA1-ProS_Glut,Parp1,-1,1,0.5336211,0.027577143,0.4388018
CA1-ProS_Glut,Pcyt2,1,-1,0.0072567803,0.0020802468,0.99066293
CA1-ProS_Glut,Igf1r,1,1,0.26584238,0.0024941692,0.73166347
CA1-ProS_Glut,Fbxo21,1,1,0.6920197,0.2772643,0.030715978
CA1-ProS_Glut,Gm11099,-1,0,0.017187048,0.78843397,0.19437902
CA1-ProS_Glut,Slc6a7,1,1,0.7958508,0.17767648,0.026472745
CA1-ProS_Glut,Bmyc,-1,-1,0.029764388,0.002033083,0.9682025
CA1-ProS_Glut,Ccdc85b,-1,-1,0.05633189,0.0019774123,0.9416907
CA1-ProS_Glut,Kansl1l,-1,1,0.95577055,0.004575739,0.039653733
CA1-ProS_Glut,Ptprn,1,1,0.5671516,0.18457575,0.24827261
CA1-ProS_Glut,Calm3,-1,1,0.71169114,0.25757688,0.030732041
CA1-ProS_Glut,Eef1a1,-1,0,0.004497787,0.84510356,0.15039857
CA1-ProS_Glut,P2ry14,-1,1,0.37082124,0.5531663,0.0760125
CA1-ProS_Glut,Ano6,1,1,0.12623364,0.01271423,0.8610521
CA1-ProS_Glut,D630045J12Rik,1,1,0.7456941,0.009316777,0.24498911
CA1-ProS_Glut,Chchd2,-1,0,0.004093551,0.8647502,0.13115628
CA1-ProS_Glut,Nop10,-1,-1,0.001963639,0.9967533,0.0012830148
CA1-ProS_Glut,Rasl11b,-1,-1,0.019668989,0.9721396,0.00819139
CA1-ProS_Glut,Crocc,1,1,0.73889494,0.0067456807,0.25435936
CA1-ProS_Glut,Srcin1,1,1,0.9472503,0.017111527,0.035638187
CA1-ProS_Glut,Taf15,1,0,0.12134645,0.7751678,0.10348572
CA1-ProS_Glut,Shkbp1,1,0,0.3157738,0.6286365,0.055589724
CA1-ProS_Glut,Tlk1,-1,1,0.23464341,0.1213216,0.6440349
CA1-ProS_Glut,Ckap5,1,1,0.90164477,0.071806006,0.02654924
CA1-ProS_Glut,Slc24a5,-1,0,0.1308351,0.7863027,0.08286221
CA1-ProS_Glut,Dhdds,1,1,0.043439705,0.16060656,0.7959537
CA1-ProS_Glut,Prdm2,1,1,0.6124296,0.11097407,0.27659625
CA1-ProS_Glut,Galnt11,-1,0,0.24520034,0.49108708,0.2637125
CA1-ProS_Glut,Rps27,-1,-1,0.19049828,0.0016962729,0.8078054
CA1-ProS_Glut,Acot7,1,1,0.890426,0.0019809701,0.10759297
CA1-ProS_Glut,Snx32,1,0,0.22484893,0.43671855,0.33843252
CA1-ProS_Glut,Spcs1,-1,-1,0.21880372,0.77773505,0.0034612643
CA1-ProS_Glut,Gm17171,-1,0,0.060892787,0.90347266,0.0356346
CA1-ProS_Glut,Cecr2,1,1,0.66991043,0.051937055,0.27815256
CA1-ProS_Glut,Gm20404,-1,0,0.1037803,0.8700841,0.02613562
CA1-ProS_Glut,Zdhhc23,-1,-1,0.009696248,0.95231766,0.037986048
CA1-ProS_Glut,Meg3,1,0,0.19785663,0.76616997,0.035973355
CA1-ProS_Glut,Hs3st1,-1,1,0.1959361,0.11074815,0.69331574
CA1-ProS_Glut,Dtx3,1,0,0.3625572,0.63217396,0.005268814
CA1-ProS_Glut,Stam2,1,1,0.005452819,0.16708541,0.8274618
CA1-ProS_Glut,Fau,-1,-1,0.040318254,0.94894665,0.010735063
CA1-ProS_Glut,Rpl34,-1,-1,0.027368585,0.9663431,0.006288252
CA1-ProS_Glut,Pebp1,-1,-1,0.08155688,0.0019245546,0.9165186
CA1-ProS_Glut,Actr2,-1,1,0.0750956,0.07725041,0.84765404
CA1-ProS_Glut,Cox7a2,-1,-1,0.01957165,0.97698647,0.003441927
CA1-ProS_Glut,Plekhm3,1,1,0.3096448,0.010258726,0.6800965
CA1-ProS_Glut,A330076H08Rik,1,1,0.017788947,0.6862392,0.29597187
CA1-ProS_Glut,Ralgds,1,1,0.19287218,0.4085553,0.3985725
CA1-ProS_Glut,Srrm3,1,1,0.6732227,0.014678559,0.31209874
CA1-ProS_Glut,Cep290,1,1,0.017184274,0.012081011,0.9707347
CA1-ProS_Glut,Edc4,1,0,0.17772503,0.6634861,0.1587889
CA1-ProS_Glut,Ap1b1,1,1,0.93211746,0.0091096265,0.05877296
CA1-ProS_Glut,Ncald,1,1,0.786383,0.004316624,0.20930041
CA1-ProS_Glut,Shank3,1,1,0.42304838,0.10399574,0.47295585
CA1-ProS_Glut,Nxpe4,1,1,0.012544894,0.010251868,0.97720325
CA1-ProS_Glut,Eef1b2,-1,-1,0.2682054,0.7257747,0.006019891
CA1-ProS_Glut,Psmb5,-1,-1,0.0088452995,0.9652713,0.025883412
CA1-ProS_Glut,Myo5a,1,1,0.96806526,0.0026093838,0.0293254
CA1-ProS_Glut,Tnrc18,1,1,0.53069144,0.00014372298,0.4691648
CA1-ProS_Glut,Tle4,1,1,0.423867,0.06170681,0.5144262
CA1-ProS_Glut,B130024G19Rik,1,1,0.015401718,0.0005619661,0.98403627
CA1-ProS_Glut,Nrg3os,-1,1,0.10844129,0.6162792,0.27527955
CA1-ProS_Glut,Zfp804a,-1,1,0.08728865,0.056372445,0.8563389
CA1-ProS_Glut,Fhl2,-1,1,0.14797308,0.10547878,0.7465482
CA1-ProS_Glut,Phka2,1,1,0.020822246,0.457169,0.5220088
CA1-ProS_Glut,Slit2,1,1,0.3060535,0.08763041,0.60631615
CA1-ProS_Glut,Epha4,-1,1,0.04822756,0.00017617545,0.9515962
CA1-ProS_Glut,Rab3a,-1,-1,0.085483044,0.87342423,0.041092776
CA1-ProS_Glut,Tenm4,1,1,0.9032004,0.008086305,0.08871329
CA1-ProS_Glut,Itch,1,1,0.0043601496,0.0012498912,0.99438995
CA1-ProS_Glut,Macrod2os1,-1,1,0.2103615,0.71716744,0.072471105
CA1-ProS_Glut,Cnnm1,1,1,0.0012887827,0.0032202029,0.9954911
CA1-ProS_Glut,Mpdz,1,1,0.12967993,0.041149274,0.82917076
CA1-ProS_Glut,Prr16,1,1,0.00287802,0.036582258,0.96053976
CA1-ProS_Glut,Uqcr10,-1,-1,0.024409184,0.97175735,0.003833429
CA1-ProS_Glut,Sgsm1,1,1,0.041732166,0.0059429123,0.95232487
CA1-ProS_Glut,Gm15414,-1,1,0.028063973,0.44879937,0.52313673
CA1-ProS_Glut,Tuba1a,-1,-1,0.1169642,0.8767945,0.0062413537
CA1-ProS_Glut,Klf12,1,-1,0.43865463,0.0011762728,0.56016904
CA1-ProS_Glut,Rhob,-1,-1,0.0027972755,0.9937085,0.003494233
CA1-ProS_Glut,Pnpla6,1,1,0.9172996,0.028147776,0.054552667
CA1-ProS_Glut,Actb,-1,-1,0.12421923,0.0018351575,0.8739456
CA1-ProS_Glut,Mapt,1,1,0.92934304,0.0025588137,0.06809809
CA1-ProS_Glut,Pigk,-1,1,0.8694736,0.00815016,0.122376285
CA1-ProS_Glut,Sf3b5,-1,-1,0.022343619,0.9721896,0.0054666894
CA1-ProS_Glut,Sec14l1,-1,1,0.8613771,0.054755356,0.083867446
CA1-ProS_Glut,Cct3,1,1,0.15444474,0.22888336,0.61667186
CA1-ProS_Glut,Gm17106,-1,1,0.8242197,0.027425911,0.14835443
CA1-ProS_Glut,Gpi1,1,0,0.18619817,0.6506469,0.16315489
CA1-ProS_Glut,Cox7c,-1,-1,0.0072567803,0.0020802468,0.99066293
CA1-ProS_Glut,Rpl27,-1,-1,0.039967354,0.0020117036,0.958021
CA1-ProS_Glut,Rsrp1,1,-1,0.076049335,0.0019360952,0.92201453
CA1-ProS_Glut,Atxn2l,1,1,0.6349681,0.30554765,0.05948428
CA1-ProS_Glut,Atp5g1,-1,-1,0.0072567803,0.0020802468,0.99066293
CA1-ProS_Glut,Rftn1,1,1,0.936094,0.03712698,0.026778942
CA1-ProS_Glut,Inpp4b,1,1,0.8255027,0.01510882,0.15938851
CA1-ProS_Glut,Tubb5,-1,-1,0.10849362,0.8036823,0.08782397
CA1-ProS_Glut,Gapdh,-1,-1,0.05984066,0.9125442,0.027615212
CA1-ProS_Glut,Setd1a,1,1,0.7808667,0.07594557,0.14318769
CA1-ProS_Glut,Fkbp1a,-1,0,0.0068477564,0.75154376,0.24160852
CA1-ProS_Glut,Adra1a,1,1,0.823335,0.01495542,0.16170956
CA1-ProS_Glut,Slc25a23,1,0,0.017951842,0.38434094,0.5977072
CA1-ProS_Glut,Fndc3a,1,1,0.32947248,0.15269956,0.517828
CA1-ProS_Glut,Lrrc4c,1,1,0.77725357,0.014091098,0.20865531
CA1-ProS_Glut,Cntnap5b,1,1,0.8119293,0.054489497,0.13358125
CA1-ProS_Glut,Pacs1,1,1,0.97682023,0.0015330686,0.02164678
CA1-ProS_Glut,Csnk1g1,1,1,0.16799098,0.08306928,0.7489398
CA1-ProS_Glut,Irak1,1,0,0.0042469236,0.9707737,0.024979366
CA1-ProS_Glut,Xpr1,1,1,0.6063114,0.030852037,0.36283657
CA1-ProS_Glut,Axin1,1,1,0.8607608,0.01012539,0.12911375
CA1-ProS_Glut,Cdc14b,1,1,0.77215123,0.004521841,0.22332689
CA1-ProS_Glut,Wipf3,-1,1,0.98599696,0.0033814544,0.010621454
CA1-ProS_Glut,Cacnb4,1,1,0.8704346,0.008124349,0.121441066
CA1-ProS_Glut,A330102I10Rik,-1,0,0.1318163,0.7664878,0.10169589
CA1-ProS_Glut,Arhgef28,1,1,0.76057684,0.0035768219,0.23584633
CA1-ProS_Glut,Rps12,-1,-1,0.018617753,0.0020564403,0.9793258
CA1-ProS_Glut,Mif,-1,-1,0.0229184,0.97335273,0.0037288568
CA1-ProS_Glut,Cdh8,-1,1,0.26685354,0.00077264605,0.7323738
CA1-ProS_Glut,Pus7,1,1,0.18923184,0.0012960141,0.8094722
CA1-ProS_Glut,Pola1,1,1,0.0018758188,0.060556304,0.93756783
CA1-ProS_Glut,Rpl26,-1,-1,0.06392267,0.92956066,0.0065166573
CA1-ProS_Glut,Pdxdc1,1,1,0.00058224116,0.00016690661,0.9992508
CA1-ProS_Glut,Golga4,1,1,0.17304388,0.0013574614,0.8255987
CA1-ProS_Glut,Zkscan3,1,0,0.15986183,0.701824,0.13831416
CA1-ProS_Glut,Slc16a7,-1,1,0.11279431,0.18132044,0.70588523
CA1-ProS_Glut,Zadh2,1,0,0.021505097,0.96955013,0.008944752
CA1-ProS_Glut,Lzts3,1,0,0.08618447,0.838163,0.07565248
CA1-ProS_Glut,Bdnf,-1,1,0.41184208,0.1646669,0.423491
CA1-ProS_Glut,Rnf214,1,1,0.7920847,0.12119227,0.08672307
CA1-ProS_Glut,Imp3,-1,-1,0.0028097855,0.9792532,0.017937006
CA1-ProS_Glut,Mark2,1,1,0.7812452,0.0104593,0.20829552
CA1-ProS_Glut,Fgf14,1,1,0.9503607,0.010053372,0.039585914
CA1-ProS_Glut,Mast1,1,1,0.852186,0.019631468,0.12818253
CA1-ProS_Glut,Dpysl2,1,1,0.46463093,0.055905495,0.47946355
CA1-ProS_Glut,Dus2,1,1,0.31485215,0.17153728,0.5136106
CA1-ProS_Glut,Plekha6,1,1,0.14326926,4.6158108e-05,0.8566846
CA1-ProS_Glut,Celf3,1,0,0.044117197,0.5738459,0.38203683
CA1-ProS_Glut,Dnm3,1,1,0.8854799,3.4427176e-05,0.1144857
CA1-ProS_Glut,Cpne4,1,1,0.42597002,0.08171774,0.49231225
CA1-ProS_Glut,Numb,1,1,0.8796154,0.00745232,0.1129323
CA1-ProS_Glut,Tbc1d9b,1,1,0.2648687,0.1989302,0.53620106
CA1-ProS_Glut,Apbb2,1,1,0.5788993,0.004302531,0.41679814
CA1-ProS_Glut,Brd8,1,1,0.37976828,0.16009705,0.46013466
CA1-ProS_Glut,Magi1,1,1,0.8210433,0.021531083,0.15742555
CA1-ProS_Glut,Itpr2,1,1,0.8370248,0.0049728327,0.15800244
CA1-ProS_Glut,Gm15680,-1,1,0.19083668,0.24592076,0.5632426
CA1-ProS_Glut,Med24,1,0,0.004477463,0.7130478,0.2824748
CA1-ProS_Glut,Gm16351,-1,0,0.31613603,0.0087692095,0.6750948
CA1-ProS_Glut,Eml2,1,1,0.11280299,0.01638297,0.870814
CA1-ProS_Glut,Slc4a1ap,1,0,0.089607805,0.468586,0.44180626
CA1-ProS_Glut,Iqgap1,1,1,0.008111517,0.34344286,0.64844567
CA1-ProS_Glut,Sorbs2os,-1,1,0.5346763,0.050566033,0.41475773
CA1-ProS_Glut,Adamts17,1,1,0.7573267,0.011624985,0.23104835
CA1-ProS_Glut,Ptpn5,1,1,0.74764633,0.05070372,0.20164996
CA1-ProS_Glut,Dhx33,-1,0,0.025720533,0.6300961,0.34418344
CA1-ProS_Glut,Sbno1,1,1,0.6508569,0.11124754,0.23789567
CA1-ProS_Glut,Rplp1,-1,-1,0.013629807,0.0020668926,0.98430336
CA1-ProS_Glut,Calm2,-1,0,0.2950729,0.682917,0.022010071
CA1-ProS_Glut,Actr1a,1,1,0.9256149,0.022300266,0.052084748
CA1-ProS_Glut,Rpl41,-1,-1,0.07326148,0.88858336,0.038155112
CA1-ProS_Glut,Ppia,-1,-1,0.10301142,0.84690416,0.05008442
CA1-ProS_Glut,Srcap,1,1,0.9040728,0.010794691,0.08513243
CA1-ProS_Glut,Ankhd1,1,1,0.38156623,3.4383673e-05,0.6183994
CA1-ProS_Glut,Gm4258,-1,1,0.3912266,0.28330517,0.3254682
CA1-ProS_Glut,Prkca,-1,1,0.8178452,6.0703576e-05,0.18209408
CA1-ProS_Glut,Zbtb20,-1,1,0.88067657,7.709917e-05,0.11924636
CA1-ProS_Glut,Gm13986,-1,1,0.5597924,0.06355181,0.37665585
CA1-ProS_Glut,Eif1,-1,-1,0.0070603103,0.98903733,0.0039023138
CA1-ProS_Glut,Rpl11,-1,0,0.12971605,0.24825116,0.6220328
CA1-ProS_Glut,Rps3a1,-1,-1,0.02489631,0.9379516,0.03715206
CA1-ProS_Glut,Cttn,-1,1,0.32897344,0.3298859,0.3411406
CA1-ProS_Glut,Vps13a,1,1,0.08836175,0.10357167,0.8080666
CA1-ProS_Glut,Vwa8,1,1,0.8670448,0.009476231,0.123478964
CA1-ProS_Glut,Gprasp2,1,0,0.0040078647,0.99340314,0.0025890183
CA1-ProS_Glut,Hecw1,1,1,0.35736942,0.0022683428,0.6403622
CA1-ProS_Glut,Chrna5,-1,1,0.0036059653,0.2908497,0.7055443
CA1-ProS_Glut,Pabpn1,1,0,0.1317367,0.8171884,0.051074993
CA1-ProS_Glut,Cox6a1,-1,-1,0.17287692,0.8180925,0.00903054
CA1-ProS_Glut,Myo18a,1,1,0.9936924,0.002125456,0.0041821306
CA1-ProS_Glut,Atp5k,-1,-1,0.059571307,0.001970624,0.938458
CA1-ProS_Glut,Ywhag,-1,1,0.065342136,0.2405183,0.6941396
CA1-ProS_Glut,Gm20721,-1,0,0.20741978,0.6320021,0.16057812
CA1-ProS_Glut,Pik3cb,1,1,0.15192597,0.054985605,0.79308844
CA1-ProS_Glut,Mark4,1,1,0.4806628,0.3482587,0.17107846
CA1-ProS_Glut,Pfkp,1,1,0.013600107,0.1252068,0.86119306
CA1-ProS_Glut,Acin1,1,1,0.06717062,0.022306535,0.9105229
CA1-ProS_Glut,Ube2o,1,1,0.27928075,0.31708503,0.40363422
CA1-ProS_Glut,Car10,1,1,0.7360411,0.018937346,0.24502143
CA1-ProS_Glut,Ror1,-1,1,0.8812797,4.1804225e-05,0.118678465
CA1-ProS_Glut,Lrrn1,-1,1,0.14575665,0.0018520439,0.8523913
CA1-ProS_Glut,Rpl27a,-1,-1,0.025936691,0.9716266,0.002436773
