,DEG,pred
Secisbp2l,1,1
Slc20a2,1,1
Ttc5,1,1
Strn,1,1
Bcap31,1,1
Rgs9,1,1
Jakmip1,1,2
Ttc4,1,1
Ppm1l,1,1
Rpl7,1,1
Tfg,1,1
Sox11,1,1
Pcdhb16,1,1
Pdk1,1,1
4833420G17Rik,1,1
Rab5b,1,1
Gng12,1,1
Spats2,1,1
Sfi1,1,1
Sdc3,1,1
Wwc1,1,2
Abcb7,1,1
Nrn1,1,1
Kcna2,1,1
Ccdc66,1,1
Uchl3,1,1
Tmem80,1,1
Stat1,1,1
Vopp1,1,1
Tle2,1,1
Atg16l2,1,1
Rnf169,1,1
Aco2,1,1
Tank,1,1
Rpn1,1,1
Dancr,1,1
Impad1,1,1
Rpl35a,1,1
Rbm12b1,1,1
Nars2,1,1
Adamtsl3,1,1
Crlf3,1,1
Rpl27,1,1
Eps15l1,1,1
Inf2,1,1
Foxo3,1,2
Mt3,1,1
Serbp1,1,1
Paip1,1,1
Ube3c,1,1
Mlec,1,1
Dync1li2,1,1
Ap3b2,1,1
1110019D14Rik,1,1
E2f3,1,1
Adra1a,1,1
Rpl37a,1,1
Fbxl3,1,1
Mtmr10,1,1
Wars2,1,1
Hmgcr,1,1
Uqcrh,1,1
Cadm4,1,1
Fam184b,1,1
Mrpl53,1,1
Pabpc4,1,1
Tpr,1,1
D3Ertd751e,1,1
Sox8,1,0
Arhgef6,1,1
Smpd3,1,1
Ccdc43,1,1
0610040J01Rik,1,2
Chrna7,1,1
Arhgap23,1,2
Insc,1,1
Prex2,1,1
Styx,1,1
Zfp948,1,1
Mob4,1,1
Rrp1,1,1
Mapk4,1,1
Eya3,1,1
Sipa1l3,1,1
Myo16,1,0
Opalin,1,1
Nol10,1,1
Fam117b,1,1
Zcwpw2,1,2
Snx13,1,1
Tcaim,1,1
Taf1a,1,1
Khnyn,1,1
Upf2,1,1
March5,1,1
Ctif,1,1
Prkdc,1,2
Syt6,1,1
Ptgds,1,1
Mapkapk2,1,1
Nkain1,1,1
Ercc6l2,1,1
Nkd1,1,1
Dlg5,1,1
Hibadh,1,2
Tgfbr1,1,1
Sh3bgrl3,1,1
Col9a3,1,1
Hipk3,1,1
Ndufb11,1,0
Sfxn4,1,1
Atp5c1,1,1
Uhrf2,1,1
Marf1,1,1
Ndufaf7,1,1
Fam118a,1,1
Fbxo8,1,1
Atp6v1a,1,1
Bbx,1,1
Ccdc107,1,1
Atg4c,1,1
Uchl1,1,1
Sypl,1,1
Chd4,1,1
Rps28,1,1
Etfb,1,1
Ttll7,1,1
Zfp943,1,1
Cpne7,1,1
Ctnna1,1,1
Arsg,1,1
Slc4a4,1,2
Rps13,1,1
Lyst,1,1
Kdm7a,1,1
Crem,1,1
Nolc1,1,1
Ide,1,1
Arhgap42,1,1
1700109H08Rik,1,1
Med27,1,1
Kctd3,1,1
Prdm5,1,1
Rgma,1,1
Atp5g2,1,1
Ppp4r1,1,1
C2cd2l,1,1
Hnrnpm,1,1
Akap8,1,1
Atr,1,1
Polr1c,1,1
Strada,1,1
Trmt13,1,1
Rpl23,1,1
Snx12,1,1
Ikzf2,1,1
Fermt2,1,1
Lsm7,1,1
Eri1,1,1
Nup88,1,1
Ppp1r12b,1,1
Mxi1,1,1
Nr2f1,1,1
Hapln1,1,1
Gm16351,1,1
5031439G07Rik,1,1
Mpped2,1,1
Fnbp1l,1,1
Naa38,1,1
Gm14636,1,1
Mrps21,1,1
Tab3,1,1
Gabpb1,1,1
Myh10,1,1
Rpl10,1,0
Nt5c,1,0
Gon4l,1,2
Thrap3,1,1
Syn1,1,1
Mettl3,1,1
Ptpn9,1,1
Ssr4,1,1
Mcph1,1,2
Rnf19b,1,1
Stmn1,1,1
Map2k1,1,1
Sepsecs,1,1
Agtpbp1,1,1
Mfap3l,1,1
Mrps6,1,1
Lrrfip2,1,1
N6amt1,1,1
Smc3,1,1
Sft2d3,1,0
Naa16,1,1
Eya4,1,1
Jam3,1,1
Adam10,1,1
Nudcd3,1,1
Pate2,1,1
Rassf2,1,1
Eef1b2,1,1
Pkd2,1,1
Pde2a,1,1
Trpm7,1,1
Dmxl2,1,1
Fdx1,1,1
Tmtc3,1,1
Gstcd,1,1
Plekhm3,1,1
Vsnl1,1,1
Cers6,1,1
Sar1a,1,1
Arpc2,1,1
Rgs3,1,1
Prox1,1,1
Rps20,1,1
Rab9,1,1
Snrpb,1,1
Sgsm2,1,1
Gm15396,1,1
Stim1,1,1
Tab2,1,1
Ckap4,1,1
Dcaf8,1,1
Mpp6,1,2
Hira,1,1
Cdk6,1,1
Zfp472,1,1
Gpalpp1,1,1
Zfand4,1,1
Ndel1,1,1
Tceanc2,1,1
Slc25a47,1,1
Cox15,1,1
9530077C05Rik,1,1
Adam17,1,1
Zfp738,1,1
Ppp2ca,1,1
Lrrc8d,1,1
Cttnbp2nl,1,1
Vmp1,1,1
Ubn1,1,1
Abhd14b,1,1
Rtn4ip1,1,1
Ap1s2,1,1
Fan1,1,1
Heatr1,1,1
Rfesd,1,1
Pds5a,1,1
Psmc3,1,1
Serinc1,1,1
Gfpt1,1,1
Adam12,1,1
Gm7854,1,1
Slc35f3,1,1
Otud4,1,1
Mrps11,1,1
Boc,1,1
Zfp715,1,1
Parl,1,1
Csnk2a2,1,1
Uckl1,1,1
Adamts2,1,2
Invs,1,2
Rnf138,1,1
Rpl26,1,1
Rps4x,1,1
Zfp330,1,1
Smc5,1,1
Pdlim5,1,2
Rftn1,1,2
Ndufb4,1,1
Tubb4a,1,1
Atg4a,1,0
Tsc1,1,1
Dpy19l1,1,1
Nagk,1,1
Mamld1,1,1
Fads6,1,1
Ptma,1,1
Cpd,1,1
Focad,1,1
Olfm2,1,1
Hipk1,1,1
Ivd,1,1
Cpsf7,1,1
Gtf2f2,1,1
Luc7l3,1,1
Csgalnact2,1,1
Emc7,1,1
Zfp395,1,1
Tiam1,1,1
Ndufs7,1,1
Shroom2,1,1
2600014E21Rik,1,2
Psmb5,1,1
Gm14966,1,1
Pdgfc,1,1
Efr3a,1,1
Bmper,1,1
Uprt,1,1
Wwc2,1,2
Lpar1,1,1
Ngdn,1,1
Nemf,1,1
Slc12a2,1,1
Hdlbp,1,1
Fam102b,1,1
Ptchd4,1,1
Fuom,1,1
Cdh11,1,2
Sumf1,1,1
0610010F05Rik,1,1
Cp,1,1
Lmo4,1,1
Mipol1,1,1
Smarca5,1,1
Ppp1r8,1,1
Zfp68,1,1
Atp5j2,1,1
Nln,1,2
Snx3,1,1
Polr3b,1,1
Atf4,1,1
Slc38a6,1,1
Oma1,1,1
Nlgn2,1,1
Mtmr2,1,1
Svil,1,1
Bud31,1,1
Brd1,1,1
Pgrmc2,1,1
Clasrp,1,1
Tacc1,1,1
Rerg,1,1
Yeats2,1,1
Arfgef2,1,1
Arnt,1,1
Mfsd2a,1,1
Lekr1,1,1
Golga3,1,1
Enpp2,1,1
Zdhhc20,1,1
Tsn,1,1
Fam120b,1,1
Prrg1,1,0
Eif3d,1,1
Psmd1,1,1
Ndufa3,1,1
Accs,1,1
Rpl9,1,0
1600010M07Rik,1,1
Rimklb,1,1
Rps18,1,1
Cyc1,1,1
Zfp606,1,1
1500011B03Rik,1,1
Hsp90ab1,1,1
Pot1a,1,1
Zpbp,1,1
Zfp672,1,1
Zfp512,1,1
Stim2,1,1
Nup133,1,1
Slc25a26,1,1
Rrbp1,1,1
Ksr1,1,1
Rnf217,1,1
Sall1,1,1
Olfm1,1,1
Eif3k,1,1
Mdm2,1,1
Klhl7,1,1
Zfp91,1,1
Bod1l,1,1
Dzank1,1,1
Jdp2,1,1
Lrrc20,1,1
Mcu,1,2
Mrpl20,1,1
Tpcn1,1,1
Opa1,1,1
Armc10,1,1
Mmp24,1,1
Ap1b1,1,1
Folh1,1,1
Metap1d,1,1
Atp9b,1,1
Errfi1,1,1
Zdhhc21,1,1
Golt1b,1,1
Phlpp2,1,1
Cwc27,1,1
Hnrnph2,1,1
Zfp583,1,1
Pcdhb11,1,1
P2ry14,1,1
Eif3f,1,1
Alkbh1,1,1
Tbc1d4,1,1
Btf3l4,1,1
Clip2,1,1
Arhgef9,1,1
U2af2,1,1
Nme2,1,1
Smad3,1,1
Fktn,1,1
Sntb2,1,1
Cecr2,1,1
Rpl27a,1,1
Vwa5a,1,1
Rpl7a,1,1
Idh3b,1,1
Hectd3,1,1
Acox3,1,1
Alkbh3,1,1
Capn7,1,1
Tmem234,1,1
Lingo1,1,1
Tyms,1,1
Rbbp9,1,1
Tmem39a,1,1
Ppp1r11,1,1
Hdac4,1,1
Tm2d3,1,1
Ndufa1,1,0
Tecpr2,1,1
Hmgcs1,1,1
Zfhx4,1,2
B130024G19Rik,1,1
Slc35f4,1,1
Esco1,1,1
Timp3,1,1
Mier3,1,1
Ndst1,1,1
Pcsk6,1,2
C2cd5,1,1
Stam2,1,1
Fto,1,1
Celf5,1,1
Mpv17l,1,1
Psmd6,1,1
Cep112,1,2
Pigyl,1,1
Gm13052,1,1
Mtor,1,1
Zfp874b,1,1
Pdcd2l,1,1
Cpped1,1,1
Usp28,1,1
March8,1,1
Rtn4,1,1
Fabp5,1,1
Creb3,1,1
Pnkd,1,1
Srbd1,1,2
Cope,1,1
Fgfr2,1,1
Uhrf1bp1l,1,1
Tmed3,1,1
Ufsp2,1,1
1700025G04Rik,1,1
Hlf,1,1
Herc2,1,1
Wbp4,1,1
Plekhj1,1,1
Gabbr1,1,1
Coro1c,1,1
Kcnk3,1,1
2700062C07Rik,1,1
5430405H02Rik,1,1
Atp6v1g1,1,1
Cep250,1,1
Spen,1,1
Nhej1,1,2
Gk5,1,1
Nadsyn1,1,1
Arap1,1,1
Zc2hc1a,1,1
Gm10778,1,1
Fancc,1,1
Cdh7,1,2
Gtf3c3,1,1
Clgn,1,1
Ppp1r2,1,1
Cdh4,1,0
Acvr1b,1,1
Pdgfa,1,1
3222401L13Rik,1,1
Dnah2,1,1
Fbxo32,1,1
Kif13b,1,1
Exoc7,1,1
Pgr,1,1
Dicer1,1,1
Zfp449,1,1
Ocrl,1,1
Zmynd8,1,1
Rbbp5,1,1
Krit1,1,1
Sf3b6,1,1
Zfp174,1,1
Vps53,1,1
Lypla1,1,1
Atg7,1,1
Mettl16,1,1
Fbln2,1,1
Snapc3,1,1
Zfp64,1,1
Iqcb1,1,1
Uba2,1,1
Ice2,1,1
Wnt5b,1,1
Idua,1,1
Cnnm1,1,1
Setd3,1,1
Srcap,1,1
Dot1l,1,1
Usp11,1,1
Stmn3,1,1
Tspan13,1,1
Ndufb3,1,1
Nfx1,1,1
Cachd1,1,1
Nt5dc1,1,1
Akap10,1,1
Rpl21,1,1
Camsap2,1,1
Osgin2,1,1
Rplp2,1,1
Rragb,1,1
Adamtsl1,1,0
Fra10ac1,1,1
Lrp10,1,1
Adamts5,1,1
Atcay,1,1
Taf1d,1,1
2810049E08Rik,1,1
Esrrg,1,2
Hnrnpab,1,1
Mttp,1,1
Dnah5,1,1
Kif1a,1,1
Il17ra,1,1
Anxa7,1,1
Zfp873,1,1
Prdx4,1,1
Rbm41,1,1
Capza2,1,1
Sec61b,1,1
Secisbp2,1,1
Rps29,1,1
Zbtb46,1,1
Ctdsp2,1,1
Plekhh1,1,1
Cyfip2,1,1
Gm27003,1,1
Tmed4,1,1
Zfp760,1,1
Clmn,1,1
Bptf,1,1
Nbr1,1,1
Trrap,1,1
Mad1l1,1,1
Frmpd1,1,1
Rpl18a,1,1
C330018D20Rik,1,1
Elovl1,1,1
Yaf2,1,1
Gm16286,1,1
Cdc14a,1,1
Qpct,1,1
Ankib1,1,1
Rpap3,1,1
Xpo4,1,1
Ccp110,1,1
Trappc6b,1,1
Plxnc1,1,2
Sgcb,1,1
Lrrcc1,1,1
Sec14l2,1,1
Rpl8,1,1
Taf3,1,1
Uba6,1,1
Sox2,1,1
Stk16,1,1
Ldha,1,1
Prune2,1,1
Arhgap32,1,1
Scg5,1,1
Pgbd1,1,1
Pdap1,1,1
Pcsk5,1,0
Gatad2a,1,1
Tardbp,1,1
Lrrn2,1,1
Slx4ip,1,1
Nuak1,1,1
Mgat2,1,1
Rnf14,1,1
Zfp106,1,1
Ndufaf4,1,1
Enc1,1,1
Nsa2,1,1
Emc2,1,1
Atf2,1,1
Vkorc1l1,1,1
Tcf7l1,1,1
Nt5dc3,1,1
Arid5b,1,2
Ttr,1,1
Ccdc14,1,1
Lactb2,1,1
Zkscan2,1,1
Znhit1,1,1
Dnajb11,1,1
Sf3b2,1,1
Zbtb7c,1,1
Serinc3,1,1
Gm26542,1,1
Rngtt,1,1
Pstpip2,1,1
Zcchc9,1,1
Fmr1,1,1
Med12l,1,1
Atxn2l,1,1
Gm29443,1,1
Fbrsl1,1,1
C130060C02Rik,1,1
Slc6a15,1,1
Stx6,1,1
Mrps25,1,1
Pibf1,1,2
Coq6,1,1
Polr2i,1,1
Tgoln1,1,1
Ap4e1,1,1
Rcn2,1,1
3010001F23Rik,1,1
Efnb2,1,1
1700030K09Rik,1,1
Bcas1os2,1,1
Pitpnb,1,1
A630072M18Rik,1,1
Sil1,1,1
Ttc33,1,1
Cry2,1,1
Gm15601,1,1
Zfp874a,1,1
Zfp568,1,1
Ppp2r2c,1,2
Trappc9,1,0
Ppp1r3f,1,1
Sdccag8,1,2
Gtf2h2,1,1
Hnrnpll,1,1
Shroom4,1,1
Bri3bp,1,1
Zscan22,1,1
Alg5,1,1
Tmem44,1,1
Bcat1,1,1
Tmem184c,1,1
Pex19,1,1
Phf8,1,1
Tubb2a,1,1
C1qtnf4,1,1
Coq3,1,1
S100b,1,1
Zfp384,1,1
Pcbp1,1,1
Rimkla,1,1
Aplf,1,1
Atp5g3,1,1
Sec24a,1,1
Polr2e,1,1
Orc6,1,1
Ccdc134,1,1
Fam53b,1,1
Dnajc6,1,1
Med25,1,1
Abcg2,1,1
Phka2,1,2
Tmem237,1,1
Chst9,1,1
Spns2,1,1
Zc3h12b,1,1
Ccl25,1,1
Chm,1,2
Arl2bp,1,1
Kif16b,1,2
Dixdc1,1,1
Pla2g7,1,1
Usp47,1,1
Mau2,1,1
Lrrc8a,1,1
Ppp2r5b,1,1
Asph,1,1
Atp13a2,1,1
Xrcc5,1,1
Rad51ap2,1,1
Nadk2,1,1
Zc3h14,1,1
Hrh1,1,1
Lrp11,1,1
1700084C06Rik,1,1
Dcps,1,1
Prkrip1,1,1
Ice1,1,1
Chst2,1,1
Rnf219,1,1
Dstn,1,1
Dab2ip,1,2
Wdr3,1,1
Slirp,1,1
Aplp1,1,1
Usp14,1,1
Grik5,1,2
Npas2,1,2
Cntn2,1,1
Usp50,1,1
Gpr85,1,1
Cox7a2,1,1
Tor1aip1,1,1
Fam204a,1,1
Larp6,1,1
Urb1,1,1
Gm11149,1,1
Pomt2,1,1
Orc2,1,1
Inpp5f,1,1
Fgd6,1,1
Cmip,1,1
Ern1,1,1
6720427I07Rik,1,1
Ndufb5,1,1
Gstm5,1,1
Mccc2,1,1
Pinx1,1,1
Crebl2,1,1
Camk1,1,1
Uba3,1,1
As3mt,1,1
Anapc11,1,1
Sh3pxd2b,1,1
4931406P16Rik,1,1
Atg16l1,1,1
Afap1,1,2
Gfm1,1,1
Mettl9,1,1
Uqcrc1,1,1
Herc4,1,1
Mrps27,1,1
Parva,1,2
Vstm5,1,1
Chadl,1,1
Slc25a18,1,1
Brap,1,1
Asap3,1,1
Cap1,1,1
Gak,1,1
Nup153,1,1
Ssb,1,1
Copa,1,1
Sec22a,1,1
Lynx1,1,1
AU041133,1,1
Larp4b,1,1
Tctn1,1,1
Lpin1,1,2
Zfp719,1,1
Pdgfd,1,1
Btbd2,1,1
Nbas,1,1
Adck1,1,1
Ubtd2,1,1
Mt2,1,1
Lrig1,1,2
Naca,1,1
Mafb,1,1
Ranbp2,1,1
Stoml1,1,1
Hist3h2ba,1,1
Tmtc1,1,1
Hint1,1,1
Abca6,1,1
Kbtbd8,1,1
Taok1,1,1
Tomm5,1,1
Zfp93,1,1
Mcmbp,1,1
Nampt,1,1
Ppm1a,1,1
Fgf1,1,1
Efcab7,1,1
Traf3ip1,1,1
Lzts2,1,1
Gpr45,1,1
Plekhb2,1,1
Med1,1,1
2610020C07Rik,1,1
St13,1,1
Dynll2,1,1
Ube2l3,1,1
Mei4,1,2
Ofd1,1,1
Dmtf1,1,1
Cuedc2,1,1
2610301B20Rik,1,1
Slc16a6,1,1
Mertk,1,1
Syne2,1,1
Tgfa,1,1
Sav1,1,1
Lamtor4,1,1
Rps3,1,1
Fndc1,1,1
Grpel2,1,1
Rragd,1,1
Fam126b,1,1
Prep,1,1
Bcor,1,2
Cnn3,1,1
Paip2b,1,1
Prkab1,1,1
Pgm2l1,1,1
Cltb,1,1
Mgrn1,1,1
Eci2,1,1
Galnt16,1,1
Ostm1,1,1
Ndufb9,1,1
Creb3l2,1,1
Stox1,1,1
Spast,1,1
Pla2g12a,1,1
Tsr3,1,1
Tpmt,1,1
Ndufa8,1,1
Cfl1,1,1
Eid1,1,1
Zfp641,1,1
Mest,1,1
Sirt5,1,1
Mtbp,1,1
Zfp654,1,1
Tmsb10,1,1
Rbmxl1,1,1
Zfp322a,1,1
Wtap,1,1
Zc3h12c,1,1
Nxpe4,1,0
Hnrnpa0,1,0
Vbp1,1,1
Pla2g4a,1,1
Tyw1,1,1
Pik3r4,1,1
Asxl2,1,1
Zfp746,1,1
Zwint,1,1
Mkx,1,1
Rgl2,1,1
Aldh6a1,1,1
Spred2,1,1
Sclt1,1,1
Matn4,1,1
Fbxo42,1,1
Fam169a,1,1
Zfp622,1,1
Erbb3,1,1
U2surp,1,1
Hdac2,1,1
Btf3,1,1
Fut10,1,1
Slc25a37,1,1
Adam23,1,1
Ripk2,1,1
Bcat2,1,1
Gpatch2l,1,1
Clpx,1,1
Sall3,1,1
2410006H16Rik,1,1
Fras1,1,1
Stk38,1,1
Klc1,1,1
Slc9a1,1,1
2310002F09Rik,1,1
March2,1,1
Nufip2,1,1
Tln1,1,1
Kantr,1,1
Tm9sf1,1,1
Iqce,1,1
Nipa2,1,1
Sf3a3,1,1
Reck,1,1
Sf3b5,1,1
Pcyox1,1,1
Pcbd2,1,1
Tmem170,1,1
Ccdc47,1,1
Sox10,1,1
Ap5z1,1,1
Med20,1,1
St6gal2,1,1
Ift74,1,1
Ncoa5,1,1
Gm6712,1,1
Erich1,1,1
Dctn5,1,1
Plekha6,1,1
Gpn3,1,1
Ssrp1,1,1
Rasgrp2,1,1
L3mbtl3,1,1
Cul7,1,1
Dock2,1,1
Ncan,1,1
Ddit3,1,1
Atp6v1d,1,1
Hlcs,1,2
Osbpl2,1,1
Suco,1,1
Phactr2,1,1
Smurf1,1,1
Zfp692,1,1
Dtwd2,1,1
Lrrc51,1,1
Gm11417,1,1
Abca1,1,1
Sirpa,1,1
Ccbe1,1,1
Mxd4,1,1
Parn,1,1
Ypel2,1,1
Vps37a,1,1
Fam207a,1,1
Ddx25,1,1
Ino80dos,1,1
2610008E11Rik,1,1
Dusp22,1,1
Eif4a1,1,1
Hhip,1,1
Nfatc3,1,1
Ezh1,1,1
Mrpl47,1,1
Cept1,1,1
Kcnmb4,1,1
Exoc5,1,1
Zfp128,1,1
Tmem9,1,1
Agpat4,1,1
Lsm3,1,1
Rps6ka6,1,2
Aasdh,1,1
Nup205,1,1
Ndufa11,1,1
Ivns1abp,1,1
Pptc7,1,1
Kcnk1,1,1
Ibtk,1,1
Kcnt1,1,1
Eif4a2,1,1
Rnf114,1,1
Donson,1,1
Copb1,1,1
Tomm70a,1,1
Traf3,1,1
Bach1,1,1
Mrpl55,1,1
Ube2j1,1,1
Ddrgk1,1,1
Taf2,1,1
Dars,1,1
Ift88,1,1
Scn3a,1,1
Ppp1r15b,1,1
Chrna4,1,1
Rnf10,1,1
Auh,1,1
Lgi3,1,1
Tac1,1,1
Cwf19l2,1,1
Nck1,1,1
Nhlrc3,1,1
Kifc3,1,1
Nudt5,1,1
Syt9,1,1
Arfip2,1,1
Senp1,1,1
Clec16a,1,1
Lrif1,1,1
Cyp2j9,1,1
Cbx7,1,1
Ralb,1,1
Bche,1,1
Gm15738,1,1
Lrrc3b,1,2
Itgb1bp1,1,1
Krtcap2,1,1
Creb1,1,1
Dclre1c,1,1
Tti1,1,1
Smad1,1,1
Panx1,1,1
Lrrc9,1,2
Snx14,1,1
Dpp10,1,0
Snrnp40,1,1
Plcb4,1,1
Abhd17a,1,1
Sept8,1,1
Grb2,1,1
Ndufb7,1,0
Tor1a,1,1
Alg13,1,1
Hnrnpa3,1,1
Dip2a,1,1
Kcnj13,1,1
Slc35a3,1,1
Egln1,1,1
Homer2,1,1
Atp5l,1,1
Fam129b,1,1
Atp6v0e,1,1
Zc3h3,1,1
Klhl24,1,1
Sqle,1,1
Sytl5,1,1
Cdh9,1,1
Adora1,1,1
Spata7,1,1
Rps15a,1,1
4732491K20Rik,1,1
Cnih2,1,1
Casd1,1,1
Slc25a25,1,1
Ralgds,1,1
Tmem67,1,1
Bcl7c,1,1
Lmln,1,1
E530011L22Rik,1,1
Cnep1r1,1,1
Mark4,1,1
Parp12,1,1
Cep120,1,1
Traf7,1,1
Carf,1,1
B4galt6,1,1
Vcpip1,1,1
Ddb2,1,1
Ttll5,1,1
Ipo13,1,1
Tmem151a,1,1
Ldb1,1,1
Atp5k,1,1
Phc2,1,2
Hspb11,1,1
Eif2a,1,1
Ftsj1,1,1
Gm26936,1,1
Kcnj6,1,1
Ccnyl1,1,1
Sec23b,1,1
Slc35d1,1,1
Rtkn2,1,1
Usp53,1,1
Vcl,1,1
Dync1li1,1,1
Esr1,1,2
Nmnat3,1,1
Tnfaip1,1,1
Heatr5b,1,1
Ctbp1,1,1
Snx15,1,1
Orc3,1,1
Rnf146,1,1
Sptbn2,1,1
Ing3,1,1
Lrrc59,1,1
Arhgap22,1,2
Trmt1l,1,1
Zfp710,1,1
Tmem134,1,1
Ddx3x,1,1
Polr1d,1,1
Jmjd6,1,1
Rbl2,1,1
Pip4k2c,1,1
Klhl15,1,1
Btg3,1,1
Frs2,1,1
Ift57,1,1
Fbxl2,1,1
Rpl3,1,1
Uggt1,1,2
Ywhag,1,1
Rps24,1,1
Xpc,1,1
Sorcs2,1,2
Tigd2,1,1
Rps27l,1,1
Agbl3,1,1
Tbc1d1,1,1
Ror1,1,1
Ubxn7,1,1
Cep295,1,1
Esrra,1,1
Cox6b1,1,1
Plaa,1,1
Nol9,1,1
Osbpl11,1,1
Rad23b,1,1
Chpf2,1,1
Txn1,1,1
Ddx39b,1,1
Cep164,1,1
Tcp1,1,1
Acsl1,1,1
Rnf43,1,1
Rpl5,1,1
Marc2,1,1
Hinfp,1,1
Zfp507,1,1
Rnf103,1,1
Pmepa1,1,1
Ppm1k,1,1
Dync2h1,1,1
Cited2,1,1
Gnai3,1,1
Cdh12,1,2
Cfap97,1,1
Pacsin1,1,1
Atp5f1,1,1
Kmt2d,1,1
Cd2ap,1,1
Pced1b,1,1
Rplp0,1,1
Kctd13,1,1
Rusc1,1,1
Mrpl27,1,1
Letmd1,1,1
Btbd3,1,1
Stat2,1,1
Katnal1,1,1
Cenpc1,1,1
Ube2cbp,1,1
Emc6,1,1
Deaf1,1,1
Pbdc1,1,1
Fbxw7,1,2
Klhl28,1,1
Xpa,1,1
Ccdc18,1,1
D130017N08Rik,1,1
Map3k7,1,1
Gna13,1,1
Zfp160,1,1
Greb1l,1,1
Mcm9,1,1
Rps11,1,1
Tbce,1,1
Larp4,1,1
Fam117a,1,1
Tiprl,1,1
Ppp4r2,1,1
Ints4,1,1
Tmem183a,1,1
2810405F17Rik,1,1
Tmem87a,1,1
Zfp758,1,1
Ak3,1,1
Il18,1,1
Tmpo,1,1
BC051226,1,1
Lgr5,1,2
Gfm2,1,1
Pak1ip1,1,1
Bcl9l,1,1
Rab3c,1,1
Poc1b,1,1
Btbd1,1,1
Ptov1,1,1
Pitrm1,1,1
Coq2,1,1
Farsa,1,1
Pdss1,1,1
Orai1,1,1
Rnf111,1,1
Hivep3,1,2
Mcm4,1,1
Cul1,1,1
Wasf3,1,1
Arpc4,1,1
Foxn2,1,1
Memo1,1,1
Zxdc,1,1
Gm14325,1,1
Rpl36a,1,0
Adipor2,1,1
Matn2,1,1
Nek9,1,1
Zfp213,1,1
Ywhaq,1,1
Gm28791,1,1
Wasf1,1,1
Rtf1,1,1
Eif2ak3,1,1
Vegfc,1,1
Vcp,1,1
Hint3,1,1
Ccni,1,1
Dhcr24,1,1
Nudcd1,1,1
Wdr25,1,1
Npas1,1,1
Sephs1,1,1
Qtrt1,1,1
Mrgbp,1,1
Lgi2,1,1
Ildr2,1,1
Hook1,1,1
Ehd4,1,1
Map1a,1,1
Gbe1,1,0
Mag,1,1
Polm,1,1
Oser1,1,1
Nudt13,1,1
Gnai2,1,1
Rae1,1,1
Nynrin,1,1
Glyr1,1,1
Sort1,1,1
Mat2a,1,1
S100pbp,1,1
Sdk2,1,1
Zfp326,1,1
D5Ertd579e,1,1
Tmco3,1,1
Vangl2,1,1
Rad9b,1,1
Slc2a12,1,1
Ppp1r10,1,1
L3mbtl2,1,1
Jund,1,1
Ccdc120,1,1
Tmed2,1,1
Klhl12,1,1
Higd2a,1,1
Tspan4,1,1
Rps17,1,1
Zkscan8,1,1
Fam227a,1,2
Ndufa7,1,1
Ermn,1,1
Get4,1,1
Sh3glb1,1,1
Abr,1,1
Gtf3c1,1,1
Gabarapl2,1,1
Rnf2,1,1
Gm10649,1,1
Il33,1,1
Agbl5,1,1
Sytl2,1,1
Ap2b1,1,1
Arhgef1,1,1
Gm16835,1,1
Anln,1,1
Bcan,1,1
4930522L14Rik,1,1
Rilpl2,1,1
Mef2b,1,1
Gabrg1,1,1
Uqcrb,1,1
Rps25,1,1
Zfp523,1,1
Rpl6,1,1
Aldh2,1,1
Mcrs1,1,1
Riok1,1,1
Cep57,1,1
Ppp3cc,1,1
Msrb2,1,1
Sec14l1,1,1
Bsn,1,1
Msl1,1,1
Osbp2,1,2
Atp6v0a4,1,1
Nhsl2,1,1
C330007P06Rik,1,1
Lrpap1,1,1
Aox1,1,1
Gm20646,1,1
Rhno1,1,1
Ptprr,1,1
Galnt7,1,2
Pcdhgc4,1,1
Sap130,1,1
Lrrc49,1,2
Gatb,1,1
Isy1,1,1
Krcc1,1,1
Fam171a1,1,1
Senp8,1,1
Brdt,1,1
Nit2,1,1
Gas2,1,1
Twsg1,1,1
Agap1,1,0
Cplx1,1,1
Ubqln2,1,0
AU040320,1,1
Coq10b,1,1
Psma7,1,1
Rpl19,1,1
A930007I19Rik,1,1
Atad2,1,1
Rbm48,1,1
Cds2,1,1
Iffo2,1,1
Ctxn1,1,1
Gmeb1,1,1
Jagn1,1,1
Nrep,1,1
Baalc,1,1
Stk38l,1,1
Zfp697,1,1
Phf2,1,1
Psmg1,1,1
Dnaja3,1,1
Csf2ra,1,1
Eif4enif1,1,1
4930453N24Rik,1,1
Pold3,1,1
Twf1,1,1
Pkig,1,1
Asah2,1,1
Ankrd42,1,1
Prdm11,1,1
Dynlt3,1,1
Sp2,1,1
Aida,1,1
Tor1b,1,1
Tapt1,1,1
Msh2,1,1
Ccdc141,1,1
Cdk2ap1,1,1
Zfp263,1,1
Spg11,1,1
Rgs17,1,1
Phf6,1,1
Rnf214,1,1
Leprotl1,1,1
Has2os,1,1
Cblb,1,2
Srebf1,1,1
Zfp251,1,1
Fggy,1,1
Lrrc4b,1,1
Abhd4,1,1
Lmbr1,1,2
Lrrk2,1,2
Clptm1l,1,1
Maged2,1,1
Isca2,1,1
2610021A01Rik,1,1
Gm26543,1,0
Aspscr1,1,1
Ei24,1,1
Atox1,1,1
Cnot10,1,1
Mzt2,1,1
Bbs5,1,1
Canx,1,1
Pdcd11,1,1
Caly,1,1
