,DEG,pred
Pcsk1n,0,0
Atp1a1,0,0
C1qtnf4,0,0
Ksr1,0,0
P2ry14,0,0
Ccdc85a,1,0
Rpl17,0,0
Nhsl1,0,0
Prkd1,0,0
Chn1,0,0
Cblb,0,1
Ncald,0,0
Trpc4,0,0
Gm20642,0,0
Trpm3,1,1
D430041D05Rik,0,0
Clmp,2,2
Cobl,2,2
Pip5k1b,0,0
4930402H24Rik,2,2
Nedd4l,0,0
Hectd2,0,0
Zfpm2,1,0
Rps14,0,0
Syt14,0,0
Mmp16,1,1
Rps8,0,0
Map1b,0,0
Unc5c,2,2
Kif26b,0,0
Nkain3,0,1
Dlgap2,1,0
Ccbe1,0,1
Rpl9,0,0
Npnt,0,0
Lpp,0,1
Shisa9,0,1
Enox1,0,0
Robo2,0,2
Celf4,2,2
Dpp10,2,2
Gria1,1,0
Cdh18,2,2
Dnah9,0,0
D10Wsu102e,0,1
Dpf3,0,1
Rras2,0,0
Aagab,0,0
Ppm1e,1,0
Map3k4,0,0
C1ql3,0,0
Eml6,0,0
Shisa6,0,0
Sipa1l2,0,0
Kbtbd11,0,0
Spon1,0,0
Kif1b,1,0
Tmem108,1,0
Itm2b,0,0
Galnt18,0,0
St6galnac3,1,0
Rian,2,2
Arsb,0,0
Prnp,0,0
Slit3,1,0
Sacs,0,0
Lrrc4c,2,2
Tnik,1,1
Dgkh,0,0
Syne1,1,1
Arid1b,0,0
Ryr2,1,0
Elavl3,2,2
Rbm6,1,1
Snca,0,0
Cnih3,0,0
Tmem131,0,0
Pcsk2,2,2
Rps3a1,0,0
Epha6,1,1
Galnt11,0,1
Calb1,0,0
Pcdh20,0,0
Erc1,0,0
Add2,0,0
Rbm39,1,1
Rpsa,0,0
Dyrk1a,0,0
Sorl1,0,0
Cntn3,2,2
Clstn2,1,1
Ppfia2,1,0
Serinc1,0,1
A830018L16Rik,0,0
Adcy1,0,0
Napepld,0,0
Arhgef4,0,0
Pi4ka,1,2
Gm13269,0,0
Cacna1d,1,0
Wipf3,0,0
Grb14,0,0
Slc15a2,0,1
Rpl19,0,0
Nipbl,1,1
Sorbs2os,0,0
Cdh11,0,0
Cadm2,1,1
Kcng2,0,0
Cdk9,2,2
Pkp4,1,0
Cacnb2,1,0
Cox4i1,0,0
Ywhag,0,1
Clasp2,1,1
Eif1,0,0
Fus,2,2
Tia1,1,1
Tspan5,0,0
Golm1,0,0
Kcnab2,0,0
Actb,0,0
Fam155a,1,0
Sh3kbp1,0,0
Gm20319,0,1
Hspa8,0,0
Abi1,0,0
Tmtc1,0,0
Nr3c2,0,0
Rps10,0,0
Btbd3,0,0
Pafah1b1,1,1
Trank1,1,0
Ppp1r13b,0,0
Gfra2,0,0
Rerg,0,0
Srgap3,1,0
Atrnl1,1,1
Grm1,1,1
Gm15594,0,0
AI593442,0,0
Syt7,1,0
Sparcl1,0,0
Adam22,1,1
Gpm6a,1,0
Car10,2,2
Kansl1,1,1
Ankhd1,2,2
Nfix,0,0
Rnf19a,0,0
Ntm,2,2
Adamts3,0,0
Sfpq,1,0
Lyst,0,1
Cnot2,1,0
Wdfy3,1,1
Klf9,0,0
Il1rapl2,0,2
Dpp6,1,1
Slc2a13,1,0
Gabrb1,1,0
Acvr2a,0,0
Itm2c,0,0
Dst,1,1
Ubn2,1,1
Hivep2,1,0
Stxbp5l,1,0
Prmt8,0,0
Arhgap20,0,0
Prickle1,1,0
Ppp1r14c,0,0
Braf,1,1
Pnisr,1,0
Csrnp3,1,0
Slc4a7,0,0
Klf13,0,0
Kcnk1,0,0
Zfr,1,1
Med12l,1,0
Herc2,1,0
Ube3a,0,1
Cntnap2,2,2
Mbd5,1,1
Zcchc7,1,0
Gls,1,0
Rpl14,0,0
Kansl1l,0,0
Ash1l,1,1
Gtdc1,1,0
Cacna1a,1,1
Stk32c,0,0
Bcl11b,0,0
Adk,0,0
Ppm1h,0,0
Upp2,2,2
Lrrn1,0,0
Ttc14,1,0
Ywhaz,0,0
Pacsin1,1,0
Trim9,1,0
Nrg2,1,1
Gapdh,0,0
Sipa1l1,1,0
Ppm1l,0,0
Slc16a7,0,1
Stxbp5,1,0
Mrfap1,0,0
Rbm5,2,2
Arhgef9,1,0
Slc35f3,0,0
Cacna1h,0,1
Mcu,0,0
Nck2,0,0
Rpl13a,0,0
Ube2b,1,1
Usp34,1,0
Nbea,1,1
Hnrnpu,1,0
Abr,1,0
Rpl11,0,0
Ftx,1,1
Tmcc1,1,1
Atp8a1,1,1
Zmym4,1,1
Arhgef28,0,0
Syt13,0,0
Bptf,1,1
Lgi1,1,0
Maml3,0,0
Foxk1,0,0
Fars2,1,0
Gabra5,0,0
Pcp4,0,0
Srrm2,1,1
Ncor2,0,0
Sgcz,2,2
Flnb,2,2
Snap25,1,0
Nrgn,0,0
Arhgap39,1,0
Sptbn4,1,0
Orai2,0,1
St7,1,1
Gm17167,0,0
Cpeb4,1,0
Kmt2e,1,0
Rps7,0,0
Adcy9,1,0
Mkx,0,0
Gabbr2,0,0
Asxl3,0,0
Gnaq,1,0
Gm9968,0,0
Rps3,0,0
Hsp90aa1,0,0
Atp5j,0,0
Grip1,0,2
Cadps,1,2
Birc6,1,1
Cacnb4,1,1
Dgkb,2,2
Capza2,0,0
Hpca,0,0
Map7,2,2
Atp2b2,0,0
Tsc22d1,1,0
Ppp2r2c,0,0
Foxn3,0,0
Herc1,1,2
Gpatch8,1,1
Sema6d,0,1
Grid2,2,2
Rpl7,0,0
Gse1,0,0
Rps12,0,0
Cers6,1,0
Spag9,1,1
Ndrg4,1,0
Agbl4,2,2
Trim35,0,0
Zfand3,1,1
Rps16,0,0
Adcyap1r1,0,0
Lin28b,2,2
Rpl41,0,0
Pde4b,2,2
Ccnt2,1,0
Ccser1,1,0
Atp6v0b,0,0
Bcas3,1,0
Rgs7,1,0
Rps23,0,0
Prickle2,1,0
Ust,0,1
Myo5b,0,0
Zfp536,1,0
Akt3,1,0
Wdr7,1,1
Elmo2,0,0
Ssbp2,1,0
Caly,0,1
Edil3,1,0
Nfia,1,0
Rps5,0,0
Vti1a,1,2
Pcnx,1,0
Snap91,1,0
Cpeb1,2,2
Ablim2,2,2
Nfasc,1,0
Nfib,1,0
Ppia,0,0
Zdhhc23,0,0
Frmd4b,1,1
Phf14,1,0
Unc79,1,1
Rnasek,0,0
Rock2,1,1
Ntf3,0,0
Nsg2,0,0
1810013L24Rik,0,0
Kalrn,1,0
Psap,0,0
Nav2,1,1
Fam120a,0,0
Sltm,1,1
Tbcel,0,0
Olfm1,1,0
Fut9,1,1
Kcnn3,0,0
Cdh2,1,0
Zfp148,1,0
Tubb2a,0,0
1700025G04Rik,0,0
Tsga10,0,1
Akap8l,2,2
Dnm1l,1,1
Gm28750,0,0
Prox1os,0,0
Phf20l1,1,0
Rpl6,0,0
Ddx5,1,0
2610035D17Rik,0,0
Galnt13,1,1
Rps27a,0,0
Stim2,1,0
Slit1,0,0
Rfx7,1,1
Ncor1,1,1
Cntnap5b,1,1
Dock3,1,1
Tmem132b,1,0
Gfod1,0,0
Lars2,0,0
Ptprj,0,0
Ccdc88a,1,1
Mllt10,1,0
Arl6ip1,0,0
Rsrp1,2,2
Mark2,1,0
Ncdn,0,0
Rc3h2,1,1
Kmt2c,1,1
Tnrc6a,1,1
Scn3b,0,0
Nptx1,0,0
Tspan7,1,1
Bsn,1,0
Herc3,0,0
Fbn2,0,0
Htr4,0,1
Otud7a,1,2
Tmem150c,0,0
Agap1,1,0
Mlip,0,0
Itsn2,1,1
Jdp2,0,0
Trps1,2,2
Cyfip2,1,0
Rgl1,1,0
Mctp1,1,0
Tpt1,0,0
Rabep1,1,2
Ptpra,0,0
Gm12339,0,1
Ank,1,0
Exoc4,1,1
Cnnm2,0,0
Rps15,0,0
Pias2,1,1
Slc4a10,1,1
Cabin1,0,1
Samd12,1,2
Fgfr2,0,2
Nrp2,0,0
Lrfn2,0,0
Ptpre,1,0
Rps19,0,0
Atp2c1,1,0
Ulk2,2,2
Klhdc10,1,0
Kcnd3,1,0
Rprd1a,1,0
Atp6v0a1,1,1
Atp2a2,0,0
Kcnh1,1,0
Ttc39c,0,0
Frmd4a,1,0
Cck,0,0
Lingo2,1,1
Fau,0,0
Ppp3cb,1,0
4921534H16Rik,0,1
Rit2,1,1
Mef2a,1,1
Fbxl17,1,1
Clvs2,0,0
Fnip2,0,1
Chd9,1,1
Acap2,1,2
Ip6k2,0,0
Xpr1,1,1
Ptprs,1,1
Ski,0,0
Slc44a1,1,0
Sh3bp5,0,0
Wasl,0,0
2900026A02Rik,0,0
Bclaf1,1,1
Gng2,0,0
Trhde,0,2
Ogt,1,1
Peli1,0,0
Kcnab1,1,0
Rnf112,2,2
Fam171b,0,1
Scg2,0,0
E130307A14Rik,1,0
Pias1,1,1
Mpdz,1,0
Pclo,1,1
Ttc7b,1,0
Pitpnm2,0,0
Grm7,1,2
Clec16a,0,0
Susd4,1,0
Pcdh19,0,0
Magi2,1,0
Zhx2,0,0
Ambra1,1,1
Slc39a6,0,0
Tomm20,0,0
Rpl26,0,0
Gsk3b,1,2
Fam118b,0,1
Rpl18,0,0
Scai,1,1
Macrod2,1,0
Ube3c,1,1
Parp8,0,0
Hecw2,2,2
Kdm2a,1,1
Slc39a11,0,0
Taok1,1,1
Ankrd12,2,2
Rpl8,0,0
Lrp12,0,0
Capzb,0,0
Npepps,1,0
Atxn7l1,1,0
Lurap1l,0,0
Scn3a,1,1
Mamld1,0,2
Itpr1,0,0
Mef2c,1,0
Cul9,2,2
Usp32,1,1
Nol4,1,1
Gda,0,1
Rbm26,1,1
Sbf2,1,2
Cdkl5,0,1
Gm12296,0,0
Ippk,0,0
Fbxw11,0,0
Fgfr1,0,0
Mical3,1,0
Asap1,2,2
Rpl10,0,0
Nhsl2,0,2
Macf1,1,0
Dclk1,1,0
Ppp1r16b,0,0
Fgd4,1,0
Ckap5,2,2
Trpm7,1,1
Hmbox1,1,0
Kcnc3,0,0
Rpl23a,0,0
Igf1r,1,1
Tjp1,1,0
Vav3,1,2
Slc24a5,0,0
Frrs1l,1,0
Baz2b,1,1
Ube2w,1,0
A230004M16Rik,0,1
Prepl,0,1
F730043M19Rik,0,0
Kidins220,1,1
Crebbp,1,0
Cox7c,0,0
Esyt2,1,1
Hivep3,1,1
Icam5,0,0
Mid1,0,0
Ywhah,0,0
Il16,0,0
Prkca,1,1
Cdkal1,1,2
Dcx,0,0
Cpeb3,1,1
Fyco1,0,0
Rpl21,0,0
Rev3l,1,1
Osbpl8,1,0
Mcf2l,0,1
Dapk1,1,0
Syt11,1,1
Dtna,1,0
Psmd14,1,0
Astn1,1,1
Me3,1,1
Gprasp1,1,1
Cnih2,0,0
Dnmt3a,1,1
Setd2,1,1
Crtc1,0,0
Fyn,1,0
Apba2,1,1
Rpl23,0,0
Fubp1,1,0
Brk1,0,1
Dennd5b,2,2
Dock9,1,1
Srcap,1,1
Rpl5,0,0
Camk2b,1,0
Zfp407,1,2
Cpsf6,1,0
Gapvd1,1,1
Acvr1,1,1
Shank2,1,1
Dync1i1,1,1
Huwe1,1,1
Rpl29,0,0
Mast4,0,0
Rpl34,0,0
Slc35f1,0,2
Rab6b,0,0
Rasa1,1,0
Nrp1,1,0
Lrrc7,1,1
Rimbp2,1,1
Rph3a,0,1
Btbd9,1,0
Rps4x,0,0
Trpc5,0,0
Syt16,1,0
Ulk4,0,1
Tmem30a,0,0
Igsf11,0,0
Gabrb2,1,1
Nckap1,1,0
Xkr4,1,0
Fam49a,0,0
Eid1,0,0
Ccdc47,0,1
Rpl18a,0,0
Gucy1a2,1,1
Atf6,1,0
Mtmr12,1,0
Sh3rf3,1,0
Ildr2,0,0
Slc24a4,1,0
8030462N17Rik,0,1
Gpr22,0,0
Gtf2f2,0,0
Tmem178b,2,2
Nup93,0,0
9630028H03Rik,0,2
Olfml2b,0,0
Ywhab,0,0
Ighm,2,2
Ubl3,0,0
Rps11,0,0
Jazf1,1,0
Itsn1,1,0
Cyth3,0,0
Sncaip,0,0
Kcna1,0,0
Atxn2,1,1
Neurl1a,0,0
Smg7,1,0
Fmn1,2,2
Atxn7l3b,0,0
Rock1,1,1
Fcho2,2,2
Cdk13,1,0
Rptor,1,1
Rac1,0,0
Slc8a1,0,0
Chst11,0,0
Dscaml1,0,0
Cenpp,0,1
Itga8,1,1
Ctnna3,0,2
Fat4,0,1
Foxp1,1,2
Ctif,0,0
Usp7,2,2
Rps24,0,0
Lcor,1,1
Kcnq2,1,0
Ttc19,0,0
Ppp1r12b,1,1
Anp32a,0,0
Sbno1,1,1
Rpl15,0,0
Kat6b,1,0
Trak1,0,0
Jph3,0,0
Kdm5c,2,2
Srsf5,2,2
Stx6,1,0
B3galt5,0,0
Zzz3,1,0
Cdc42se2,1,0
Cnnm1,1,0
Pkig,0,0
Picalm,1,0
Orc4,1,0
Xrn1,1,2
Frmd5,1,1
Rab3a,0,0
Atp6v1a,1,1
Ksr2,1,1
Dip2c,1,1
Pabpn1,2,2
Itch,2,2
Rpl7a,0,0
Vps13a,1,1
Ppp2r2b,2,2
Gtf2i,1,1
Rpl3,0,0
Nckap5,0,2
Cplx2,0,0
Zfyve28,0,0
Kcnb1,0,0
Snd1,1,1
Pspc1,1,1
Aff3,1,0
Tnpo1,1,0
Msra,1,0
Setbp1,1,0
Nfat5,1,1
Mgll,0,0
Csnk1g1,1,1
Tbl1xr1,1,0
Ola1,1,0
St18,1,1
Kcnq5,2,2
Gpm6b,1,0
Chl1,1,1
Wscd2,1,0
Ano3,1,1
Vrk1,0,0
Slc35f4,0,0
Zc3h14,0,0
Dlg1,1,1
Brip1os,0,1
Gm4258,0,0
Ndrg3,1,0
Miat,1,0
Hs2st1,1,0
Gabra4,1,0
Uri1,1,1
Sorbs1,1,0
Peg3,1,0
Myef2,1,0
Prkag2,1,0
Cyth1,1,1
Tsc22d2,0,0
Chchd3,1,1
Syt17,1,0
Focad,1,1
Sez6l,1,0
Nmnat2,1,0
Cox6c,0,1
Lrrn2,0,0
Dis3l2,1,1
Clasp1,1,1
Gng7,0,0
Mark3,1,0
Atxn10,1,1
Mrpl41,0,0
Btaf1,1,1
Sdcbp,0,0
Fbxl20,1,1
Ak5,1,0
Inpp4a,1,0
Lmo7,1,1
Nr6a1,2,2
Tle1,1,0
Fam110b,0,2
Snph,0,0
Lrrn3,0,0
Taf15,1,1
Rb1,1,1
Pkia,1,0
Epn2,1,0
Atp6v1h,1,0
D630045J12Rik,2,2
Aplp1,1,1
Usp15,1,0
Zfp106,0,1
Atf7ip,0,0
Lamc1,0,0
Fgf13,0,0
Apex2,0,0
Akap11,1,0
1110051M20Rik,1,1
Znrf1,1,0
Gm11149,0,0
Tiam2,0,0
Dym,1,1
Srrm3,2,2
Reps2,1,2
Rasl10a,0,0
Mib1,1,0
Pgrmc1,0,1
Mdm4,1,1
Rps6ka2,0,0
Eps8,0,0
Fmnl2,1,1
Mpp6,0,1
Slc25a25,0,0
Ncoa6,1,0
Plxna2,1,1
Ralgapa2,1,2
Chd8,2,2
9330159F19Rik,1,0
Zc3h12b,1,1
Chgb,0,1
Pcmtd1,1,1
Klhl2,1,0
Ric1,0,0
Arhgap32,1,1
Mtdh,1,1
Smarca2,1,0
Slc25a23,2,2
Coro2b,0,0
Med27,1,0
Ext1,1,0
Tmem135,1,1
Map3k2,1,1
Kctd4,0,0
Dcc,1,0
St6galnac5,1,0
Ap3b1,1,0
Slc6a15,0,0
Rps6,0,0
Tom1l2,1,0
Rpl27a,0,0
Scn8a,1,1
Kcnip2,0,0
Zfp871,0,0
Pde7a,0,0
Glrb,1,1
Iqsec2,1,1
Pcdh1,0,0
Mbtd1,1,1
Myt1l,1,0
Tmem161b,1,0
Chd6,1,1
Npy1r,0,0
Ggnbp2,1,1
Msi2,2,2
Rpl4,0,1
Fbxo11,1,1
Jakmip2,1,0
Rps18,0,0
Pard3b,0,2
Paip2,1,0
Slitrk2,0,0
Bex2,0,0
Agtpbp1,1,1
Zbtb18,0,0
Rasgef1a,1,0
Pcdh9,1,1
D5Ertd579e,1,0
BC005537,1,0
Spns2,0,0
Ppp3r1,1,0
Ctnnb1,0,0
Cdc40,1,0
Lrrc8b,0,0
Galnt2,0,0
Ccny,1,0
Lypd1,0,0
Sipa1l3,1,0
Arhgef2,1,1
Sema3e,0,0
Chd2,1,0
Nlgn3,0,1
Mmd2,0,0
Agpat4,0,0
Camk1d,1,1
Zfp532,1,1
Inf2,0,1
Robo3,0,0
Dtd1,0,0
Rtn4,1,1
Brinp1,1,0
Zranb1,1,0
Mt3,0,0
Dock11,0,1
Bmp6,0,1
March1,1,0
Shb,0,0
Rps17,0,0
Casc4,1,0
Lrrtm3,1,1
Arhgap17,1,1
Dnajc13,1,1
Dock7,1,1
Gabrg2,1,1
Celf5,2,2
Cox6a1,0,0
Rora,1,2
Prr7,0,0
Strn,0,0
Add3,1,1
Dlg3,0,1
Pcdh17,1,1
Rufy3,1,1
Homer1,1,0
Chst1,1,0
Il1r1,0,0
Sec14l1,1,0
Abcb10,0,0
March7,1,1
Tox,2,2
Cpd,1,1
Ubash3b,1,0
Arhgap35,1,1
Nin,1,1
Jarid2,1,2
Rsf1,1,1
Kif5c,1,0
Foxo1,0,0
Dpysl2,1,0
Mmp17,0,0
Lrch1,1,0
Arid1a,1,0
Kpnb1,0,0
Aplp2,1,1
Pitpnc1,1,0
Megf9,1,0
Tmod2,1,1
Rbfox3,0,1
Rgs17,2,2
Kcnh5,0,2
Grik3,0,2
Dync2h1,1,1
Ablim1,1,0
R3hdm2,1,1
Dgkd,1,0
Clk1,2,2
Rab11fip2,1,0
Mast2,1,1
Arl6ip5,0,0
Dynll1,0,0
Mapk1,1,0
Tmem117,1,1
Gm16351,0,1
Acer3,1,1
Pebp1,0,1
Wbp1l,0,0
Ralgapa1,1,1
Nrcam,1,0
Bhlhe22,0,0
Jakmip3,0,0
Ociad1,0,1
Lrrc4,0,0
Fam222b,1,0
Gpcpd1,1,0
Actr3,1,0
Chsy3,1,1
Mat2a,1,0
Lcorl,0,0
Sidt1,1,0
Rapgef5,0,0
Sptbn2,1,1
Angpt1,0,0
Ift57,0,0
Rpl32,0,0
Tgfa,0,0
Abl2,1,1
Hspa12a,0,0
Smap1,1,0
Tub,1,0
Fam120c,1,1
Kcnh7,0,2
Ythdf3,1,1
Ablim3,0,0
Rai1,0,0
Ubap2l,1,1
Mrps9,0,1
Sh3gl2,1,2
Aff2,1,1
Prrc2b,1,0
Vps13d,1,1
Irs1,0,0
Cd2ap,1,0
Znrf3,1,1
Rab28,1,0
Klhl7,1,1
Znrf2,0,0
Nvl,1,1
Neto1,1,1
Camk2n1,1,0
Lnpep,1,1
Kif5b,1,1
Npy5r,0,0
Car12,0,1
Dpm1,0,0
Rpl10a,0,0
9530059O14Rik,1,0
Eif4g2,0,0
Pip4k2a,0,0
Manf,0,1
Memo1,1,1
Mvb12b,0,0
Psd3,1,0
Stau2,1,1
Enc1,0,0
P2ry12,0,0
Slco3a1,0,0
Kcnc1,0,0
1600010M07Rik,0,0
Sptb,1,0
Krit1,1,1
Brwd3,0,0
Slc1a1,1,0
Fbxo34,1,0
Zfp445,1,1
Dagla,1,0
Orc6,0,0
Zmynd8,1,1
Prr14l,1,1
Rps15a,0,0
Agap3,0,0
Prkcb,1,1
Abhd12,1,0
Rlf,1,0
Ptk2b,1,0
Gm26917,0,0
Slc39a14,1,1
Ctsb,0,1
Ubac2,0,1
Nfyc,0,0
Tet2,0,0
Rps25,0,0
Wnk1,1,2
Baz1b,1,1
Arhgef7,1,0
Snx24,1,1
Bach2,0,0
Pnmal1,0,1
Pak7,1,0
Faah,1,1
Rpl28,0,0
Tdrd5,0,0
Gigyf1,2,2
Glg1,1,0
Glra2,0,0
Gria4,2,2
Elk1,0,0
B3galt1,1,2
Ppp1r1a,0,0
Nmt1,1,0
Blcap,0,1
9530026P05Rik,2,2
Rasgrf1,1,0
Rbm4,0,1
Acbd6,1,1
Adarb1,1,1
Epc2,1,1
Ephb2,0,0
Trappc8,1,1
Uchl3,0,1
Man1c1,0,0
Coro1c,0,0
Zwint,1,0
Zswim6,1,0
Sgsm2,1,0
Jpx,1,1
Slc24a2,1,1
Rpl24,0,0
Ano6,1,1
Mark1,0,0
Snx29,0,1
Arhgef3,0,1
Phactr3,0,0
Epc1,1,0
Armc8,1,0
Spred2,1,0
Slc16a10,1,0
Rpl30,0,0
Hipk2,1,1
Chrna7,0,2
Ppp2r2a,1,0
Adcy2,1,0
A330102I10Rik,0,1
Tasp1,1,1
Cox5a,0,0
Kcna4,0,0
Agps,1,0
0610030E20Rik,0,0
Nr2c2,1,0
Nos1ap,1,1
Bsg,0,0
Ccnl1,1,0
Vwa8,1,1
Gm15624,0,0
Mtch2,1,0
Ctdspl,1,1
Emc2,0,1
Eny2,0,0
Slc25a46,0,0
Anks1b,1,1
Rabac1,0,0
Usp29,1,1
Gtf3c2,1,1
Tanc1,1,0
Sf1,0,1
Sos1,1,0
Psmc6,0,1
Gm10649,0,0
Oxct1,1,1
Grina,0,0
Crebzf,0,0
Pla2g3,0,0
Fam3c,0,0
Man2a2,1,1
Aldoa,0,0
Ppp6r2,1,1
Gnao1,1,1
Micu1,1,1
Aig1,1,1
3110082I17Rik,0,0
Supt3,0,2
Trabd2b,0,1
Cpsf7,1,1
Ndufb9,0,0
Cd47,1,0
Pkd1,1,1
Tspan3,0,0
Slc8a2,1,0
Map2k1,1,0
Map4k4,0,0
Usp48,1,0
Ddx6,1,0
Ktn1,1,1
Cttn,0,0
Actg1,0,0
Morn1,0,0
Tecr,0,1
Rimklb,0,0
Man1a2,1,0
Daam1,1,1
Akap7,0,0
Ercc6,1,1
Atp6ap1,0,0
Eif3h,0,1
Dsp,0,0
Abcg1,0,0
Trrap,1,0
Skil,0,0
Sh3gl1,0,0
Pqlc1,0,0
Taf1,1,2
Plxna4os3,0,0
Clmn,0,0
Tm9sf3,0,1
Acvr1b,0,0
Mier1,0,0
Nbas,1,0
B4galt6,0,0
Itpk1,0,0
Adam23,1,2
Synpr,1,1
Zfp81,0,0
Ly6h,0,0
Cacng8,1,0
Gm6994,0,1
S100pbp,1,1
Zfp827,1,1
Ttc17,1,1
Paqr9,0,0
Wasf3,0,0
Cox8a,0,0
Zkscan3,1,0
Lrp6,1,0
Rpl12,0,0
Ddx10,1,1
Immp2l,1,2
Esrrg,2,2
Igsf8,0,0
Fndc3a,1,0
Wdr37,1,0
Ncs1,0,0
Calm3,0,0
Acaca,1,2
Ntng1,1,2
Smarca4,1,0
Ndfip1,1,1
Med14,1,1
Ankrd45,0,0
Ramp1,0,0
Klhl15,0,1
Camkv,1,1
Ndst4,2,2
Gm14330,0,0
Susd1,0,1
Lrrc28,0,2
Setx,1,1
Lonrf2,0,0
Cnrip1,1,0
Gbf1,1,1
Tenm3,2,2
Dnajc5,1,1
Vcl,0,0
Pcmtd2,1,1
H3f3b,0,0
Glt8d1,1,1
Crtc3,1,1
Dnm3,1,1
Syt5,0,0
Basp1,1,0
Mtmr1,1,1
Ube4b,1,0
Chm,1,1
Slc25a4,0,0
Ccar1,1,1
Plec,0,1
Trib2,0,0
Ctdsp2,0,0
4430402I18Rik,0,0
Dot1l,1,1
Tpst1,0,0
Luc7l3,1,0
Mboat2,1,0
Scamp1,1,0
Svop,1,1
Runx2,1,1
Ppp1cb,1,1
Arhgap44,1,1
Pnmal2,0,0
Gm28379,0,1
Rc3h1,1,1
Rps6ka3,1,1
Sacm1l,1,1
Slc6a17,1,0
Ripk2,0,0
Ankrd6,1,0
Tmx4,0,1
Arhgap5,1,1
Hs3st4,2,2
5031425E22Rik,1,0
Rps20,0,0
Bhlhb9,1,1
Tex2,0,0
Zfhx3,2,2
Srl,0,0
Xrcc4,1,2
Gpr155,1,0
Eda,0,1
5330434G04Rik,2,2
Cbfa2t2,1,0
Mia2,1,1
Tra2b,1,1
Far1os,0,0
Arhgef25,1,1
Rims2,1,2
Tbc1d19,1,0
Parp1,0,0
Tmem106b,0,0
5730480H06Rik,0,1
Zdhhc14,1,1
Cfap36,1,0
Hp1bp3,0,1
Spop,1,1
Fbxo28,0,0
Zer1,1,1
Atp5b,0,0
Rps6kc1,0,0
Sema3c,0,0
Zfc3h1,1,1
Hspa5,0,0
Atg4c,1,1
Ubc,0,0
Slc38a10,0,1
Acyp2,0,1
Wdr82,0,0
Pwwp2a,1,0
Actr3b,1,1
AU040320,1,1
Tmem245,1,1
Strada,1,1
Ndufa13,0,1
Araf,1,0
Purb,0,1
Sestd1,1,1
Ppme1,1,0
Hist3h2ba,0,0
Prdm5,1,1
Myrip,0,1
Tfdp1,0,1
Camta2,1,1
Srcin1,1,0
Nrf1,1,1
Xpo7,1,1
Rnf165,1,1
2300009A05Rik,0,0
Acsl3,0,0
Rnf10,0,0
Arf1,0,0
Kcnmb4,0,0
Fer,1,2
Sntb2,1,0
Slitrk5,1,0
Stx1b,0,1
Cbl,1,1
Ica1l,0,0
Tspan13,1,0
Kdm7a,1,0
Map2k6,1,1
Fbxo8,1,0
Nudcd3,1,0
Taco1,0,1
Pde7b,1,1
Kcnk2,0,1
Asb3,1,1
Bdnf,0,0
Akap9,1,1
Bcl2l1,0,0
Nt5dc3,1,0
Lman2l,0,1
Plxdc2,0,2
Stk39,1,0
1700111E14Rik,0,0
Acsl6,0,1
Zcchc17,0,0
Camk4,0,0
Samd8,1,1
Tbc1d22a,1,0
Tbc1d16,0,0
Gtf2h5,0,0
Cux1,2,2
Ptprz1,1,1
Gm9801,1,1
Src,0,0
Mad1l1,0,0
