,DEG,pred
Mbip,0,0
Sgk3,1,1
Klhl1,2,2
Yme1l1,1,1
Mmp16,1,2
Ipo13,0,0
Mad1l1,0,0
Taf3,2,2
Ube3a,1,1
Zfp385b,1,2
1700123M08Rik,2,2
Pcm1,1,1
Akap7,2,2
Rpn1,0,0
D8Ertd738e,0,0
Bax,0,0
Msra,1,2
Nup205,2,2
Ppp1ca,0,0
Ergic3,0,0
Lrrn3,2,2
Cux2,0,0
Mboat2,1,2
Pds5b,1,1
Faf1,1,1
Gabrb2,1,2
Mpp5,1,1
Atp6ap2,0,1
Lpar6,0,0
Lonp2,1,1
Golga7,0,0
Sparc,0,1
Emc4,0,0
Cln8,0,0
Usp45,2,2
Sbf2,1,1
Xaf1,2,2
Il18,1,1
Trappc4,0,0
St3gal5,2,2
5330438D12Rik,1,1
Atp5a1,0,0
Homer1,1,1
Zfyve1,0,1
Zer1,0,0
Sypl,1,1
Lrpap1,0,0
Brk1,0,0
Clpp,0,0
Fbxo7,1,1
Atf2,1,2
Ank,1,2
Uimc1,2,2
Tpr,1,1
Cbx5,1,1
Rnf150,1,0
Msn,2,2
Psmd7,0,0
Tmem131,2,2
Tspan7,1,2
Glod4,0,0
Polr2f,0,0
Ddx42,1,1
Pum2,1,1
Hist1h2bc,0,0
Eif1b,0,0
Nsdhl,0,1
Fgd4,2,2
Appl1,1,1
Usp40,1,1
Enpp5,0,0
Akap10,1,1
Rad18,2,2
Hnrnpk,1,0
Sh3glb1,1,1
Arpc5,0,0
Ddr1,1,1
Naa38,0,0
Tmsb10,0,0
Rasal2,1,1
Rassf2,1,2
Rab3a,0,0
Xrcc5,2,2
Arhgef12,1,1
Usp7,1,1
Exoc2,1,1
Azi2,2,2
Fsd1l,1,2
Ndufa1,0,0
Usp47,1,1
1700028E10Rik,2,2
Atp5j2,0,0
Tmem14c,0,0
Eif4h,0,0
Ube2e3,1,1
Gm16638,2,2
Paip2,1,1
Eif3g,0,0
Insc,1,1
Cnpy2,0,0
Mfn1,1,1
Ppp1r13b,1,1
Dctn3,0,0
Pld1,1,2
Tpd52,0,0
Basp1,0,0
2610316D01Rik,0,0
Rnf38,1,1
Dvl1,0,0
Ndufa7,0,0
Hdx,2,2
Rpl35,0,0
Clu,0,0
Uqcrb,0,0
Rasa1,1,1
Micu2,1,1
Wrn,1,2
Sdf4,0,0
Hnrnpd,1,1
Txndc16,1,1
Sh3tc2,2,2
Trappc5,0,0
Clock,1,1
Fzd3,0,0
Vps29,0,0
Cyhr1,0,0
B3galt5,1,2
Spidr,2,2
Bmpr1a,1,1
Arsb,2,2
Ust,0,0
Rsu1,1,2
Samd4,1,1
Pcbp3,2,2
Olfml1,1,1
Eef1g,0,0
Sfr1,0,0
Sparcl1,0,0
Pkd2,1,1
Pik3c2a,1,1
5031439G07Rik,1,1
Atp9a,1,1
Sptlc2,0,0
Serac1,1,1
Timp3,0,0
Ints8,1,1
Slc9a8,1,1
Rps6kb1,1,1
Ubtd2,2,2
Chsy3,1,0
Nkain1,1,1
March7,1,1
Lyst,1,2
Cck,0,0
Atp6v0e,0,0
Fus,1,1
Eml1,1,1
Idh3b,0,0
9330159F19Rik,1,1
Sfmbt1,1,2
Fdft1,0,0
Fktn,1,1
Nr1d2,1,1
Cbx6,0,0
Zdhhc9,0,1
Cep295,1,1
Rps28,0,0
Atp5f1,0,0
Tmem134,0,0
Hist1h2be,2,2
Sel1l3,2,2
Tmpo,2,2
Strn,1,1
Psmb7,0,1
Spire1,1,1
Kat2b,1,2
Pcmtd1,1,1
Tsn,0,0
Clgn,0,1
Fubp1,1,1
Tpgs1,0,0
Stat5b,2,2
Pcdh10,0,0
Lbh,2,2
Hist1h1c,0,0
Orc5,2,2
Trappc2l,0,0
Lima1,0,0
Scamp3,0,0
Supt3,1,2
Arhgap26,1,2
Senp7,1,2
Zfp608,1,1
Tep1,2,2
Lpp,2,2
Capns1,0,0
Pmp22,0,2
Cntn6,2,2
Ldlrad3,1,1
Dnaja1,0,0
Bod1,0,0
Trerf1,1,0
Pibf1,1,2
Spcs2,0,1
Emc6,0,0
Tubb3,0,0
Parp12,2,2
Eif4g2,0,0
Fam57a,0,1
Extl3,1,1
Sos2,1,1
Gnptg,0,0
Lsm4,0,0
Rnpep,1,0
Abcb8,0,0
Wsb1,2,2
Rab37,1,2
Myo1e,1,1
Dnajc15,2,2
Riok1,1,1
Mga,1,1
Pja2,1,1
Clasp1,1,2
Ccdc85b,0,0
Brd8,1,1
Fchsd2,2,2
Cenpc1,1,1
Gm12940,1,1
Lclat1,2,2
Tmem160,0,0
Pim3,0,0
Akr1a1,1,1
AI413582,0,0
Eml5,1,1
Zfp521,0,0
Fbxl20,1,2
Uqcrq,0,0
Unc13c,2,2
Pou3f1,2,2
Dhrs7,0,1
Prdx5,0,0
Gclm,0,0
Pam16,0,0
Casc3,1,1
Wdpcp,1,1
1110059E24Rik,1,2
Cope,0,0
Gpatch2l,2,2
BC052040,1,1
Dlst,2,2
Taf10,0,0
Ap1g1,1,1
Elovl6,1,1
Psat1,1,1
Rrbp1,0,0
Cox14,0,0
Dpm3,0,0
Tcp11l1,1,1
Rock1,1,1
Ptpra,1,1
Ric3,2,2
Pds5a,1,1
Trim13,0,0
Tle4,1,1
St3gal4,1,1
Arhgef28,1,1
Gm2a,0,0
Rev1,1,1
Far1,1,1
Aftph,1,1
Zc3h12b,2,2
Zfp612,2,2
Pot1b,2,2
Gabpb2,1,1
Chn2,1,0
Ppp2r5e,1,1
Ibtk,1,1
Chst8,2,2
Ceacam2,2,2
Pcdh15,1,1
Morf4l1,1,1
Prox1os,2,2
Rgmb,2,2
Ufl1,1,1
Atp6v1e1,1,1
Gps1,0,0
Pou2f1,1,1
Ddx17,1,1
Nek7,1,1
Eif3i,0,0
Ncor2,0,0
Smc5,1,1
Trim36,1,2
Jun,0,0
Rmst,2,2
Csrnp3,1,1
Zdhhc2,0,0
Sox10,1,0
Adam15,0,0
Serinc3,0,0
Pomp,0,0
Ube2k,1,1
Nsf,1,1
Arid2,1,1
Emc1,0,0
Arhgef37,2,2
Tomm5,0,0
Foxo1,2,2
Far1os,0,0
Ccdc124,0,0
Zfp207,1,1
Hecw1,1,2
Ivd,1,1
Prkcz,1,2
Immp1l,1,2
1110065P20Rik,0,0
Nbeal1,1,1
Ndufs2,0,0
Mthfs,1,2
Nemf,1,1
P4hb,0,1
Bmyc,0,0
Afap1l1,2,2
Vcp,1,1
Iars,1,1
Prdm10,2,2
Rbx1,0,0
Rab12,1,1
Zfp276,0,0
Nenf,0,0
Scrn3,2,2
Hsp90b1,0,1
Ppp2r5b,0,0
Gpr155,0,1
Map3k3,1,1
Tmem234,1,1
Cuedc2,0,0
Eef1d,0,0
Ppig,1,1
Tbc1d9b,1,1
Slc38a9,1,1
Lin52,1,1
Ran,0,0
Mlxip,2,2
Ago3,1,1
Nipal4,2,1
Tmem208,0,0
Tab2,1,1
Shroom3,2,2
Nme1,0,0
Ick,1,0
Ola1,2,2
Mtx2,1,1
Eif5a,0,0
Cdc123,1,1
Gpr137c,1,1
Clta,0,0
Tmem165,1,1
Slc6a6,1,1
Prmt1,0,0
1810062O18Rik,0,0
Pcolce2,2,2
Rdx,1,1
Timm10b,0,0
Rbm5,1,1
Adarb2,2,2
Leprot,0,0
Cd46,2,2
Zfp654,1,1
Rap1a,1,1
Uqcrfs1,0,0
2610037D02Rik,1,1
Zzz3,1,0
Agps,1,1
Bmp2k,1,2
Zfp346,1,1
Nfatc3,1,1
Mrps12,0,0
Cul3,1,1
Canx,0,0
Kat6a,1,1
Gpcpd1,2,2
Rps27l,0,0
Gng12,1,2
Tmem106b,0,1
Tmem144,2,2
Abca8b,1,1
Abl1,1,1
Crnde,2,2
Sclt1,2,2
Zdhhc13,2,2
Chd7,1,1
Atp5e,0,0
Abhd4,0,0
Tma16,0,0
1700111E14Rik,2,2
Bod1l,1,2
Cntfr,0,1
Setd2,1,1
Nfix,1,1
Lsm7,0,0
Zfp68,2,2
Hras,0,0
Hace1,1,2
Ppp1r10,1,0
Itgb8,1,2
Cep70,2,2
Naca,0,0
Sort1,1,1
Acer3,2,2
Aurkaip1,0,0
Actn4,1,1
Dars,2,2
Cnot2,1,1
Ift80,2,1
Inpp5j,0,0
Slc25a51,0,0
Cyp4f17,2,2
Ndufc1,0,0
Pgam1,0,0
Ckap5,1,1
Manf,0,1
Tm2d3,0,0
Tmem209,2,2
Hmox2,1,1
Glo1,0,1
Farp2,1,1
Hivep1,2,2
Kiz,2,2
Prpf6,1,1
Naa16,1,1
Tipin,2,2
Prmt3,2,2
Trpm7,1,1
Polr2c,0,0
Mapk14,1,1
Thoc2,1,1
Atf7ip,1,1
Stmn3,0,0
Acot7,1,1
Clpx,1,1
Kpnb1,0,0
Ezh2,0,1
Il1rap,1,2
Sergef,2,2
Ikzf2,1,1
Pde1a,1,2
Bdp1,1,1
Cblb,1,2
Pdlim5,1,2
Fstl5,2,2
Sltm,1,1
Notch2,2,2
Sema3c,2,2
Arhgef3,2,2
Aldh1a1,2,2
Akap8,1,1
Ndufv1,0,0
Gm4924,2,2
Nedd4,1,1
Mcm9,2,2
1810026B05Rik,1,0
Frs2,1,1
Cers4,2,2
Timm50,0,0
Pfdn5,0,0
2610306M01Rik,0,0
Prim2,2,2
Tmem175,1,1
Tcaim,2,1
Rars2,1,1
Ahctf1,1,1
Mtmr1,1,1
Marc2,0,1
Ccdc50,1,1
Hnrnpa0,0,0
Nmd3,2,2
Hnrnpr,1,1
Ccar1,1,1
Dnajc19,1,1
Serpinb6a,2,2
Kat7,2,2
Zfand4,0,1
Abhd6,1,1
Cachd1,2,2
Eif5,1,0
Ubxn4,1,1
Chn1,1,1
Nceh1,0,0
Gm12905,2,1
Nedd9,2,2
Aebp2,1,1
Crem,2,2
Iffo1,0,0
2310015A10Rik,2,2
Ptcd3,1,1
Cpped1,2,2
Dtd1,2,2
Srebf2,1,1
Csnk2b,0,0
Cdk2ap1,0,0
Snx13,1,1
Setx,1,1
Reps2,1,2
Shprh,1,1
Elavl1,1,1
Set,0,0
Atpaf1,1,1
Atl1,1,1
Tnpo1,1,1
Elavl3,1,1
Nacad,0,0
Lrrc4,1,2
Tpi1,0,0
2010315B03Rik,0,0
Myl12a,0,0
Txndc11,2,2
Ube2d3,1,1
Copg2,1,1
Sar1a,0,0
1810058I24Rik,0,0
Ubap2l,1,1
Reep3,0,0
Gkap1,1,1
Agk,2,2
Grn,0,0
Cnbp,1,0
Nek1,1,2
St3gal2,2,2
Ddx6,1,1
Csnk1g1,1,1
Dnajc24,1,1
Fam133b,1,1
Fry,1,1
Slc35a3,2,2
Lactb2,2,2
Hid1,1,1
Eif3e,1,1
Fip1l1,1,1
Tm9sf3,1,1
Zfp397,1,0
Rpl22,0,0
Uba6,2,2
Dennd5b,1,1
Epc1,1,2
Fam171b,1,2
Dennd5a,1,1
Mysm1,1,1
Fyco1,1,1
Rnf14,1,1
Zfp148,1,1
Mia2,1,1
Clasrp,1,1
Aatf,1,1
Mgst3,0,0
Gtf2a1,1,1
Tmem260,1,1
Msl2,1,1
4931406P16Rik,1,1
Btbd8,1,1
Wars2,2,2
Zbtb11,1,1
Cdc14a,2,2
Lrrn1,1,1
Psmd8,0,0
Klf12,1,1
Mfsd6,1,2
Ubxn1,0,0
Adh5,0,1
Pgrmc1,0,0
Rsbn1,1,1
Cdipt,0,0
Cstf3,1,1
Rfwd3,1,1
Fbxo3,1,1
Psmc3,0,0
Timm44,1,1
Ston2,1,1
Arhgef11,1,1
Stambp,0,0
Wac,1,1
Ptp4a2,1,1
Ankib1,1,1
Ndufb3,0,0
Ndufa6,0,0
Psmb2,1,1
Fnbp4,1,1
Rbbp6,1,1
Rhobtb3,1,1
Specc1l,1,1
Vdac2,1,1
Enpp6,1,1
Git2,1,1
Ywhae,1,1
Adk,1,1
Tmed4,0,0
Mtf2,1,1
Zfp934,1,2
Pogz,1,1
Cep120,1,1
Mtr,2,2
Ppm1h,1,2
Gm15738,0,0
Usp14,1,1
Mxi1,1,1
Atp5k,0,0
1110046J04Rik,2,2
Atp5l,0,0
Tnpo3,1,1
Tm7sf3,1,2
Golga1,1,1
Rasgrf1,1,1
Tet1,1,2
Sub1,0,0
Actr1b,0,0
Tmem161b,1,1
Alg6,2,2
Sipa1l3,1,2
Cops5,1,1
Usp50,0,0
Esco1,1,1
Invs,1,1
Anapc10,1,1
Etv1,1,2
Ppp6c,1,1
Epc2,1,2
Zfp322a,1,1
Pfdn2,0,0
Hdac5,0,0
Atr,1,1
Rnf20,1,1
Sh3bgrl,2,2
Arhgef1,1,2
Vps13d,1,2
Itgb3bp,2,2
Tob1,1,0
Anapc1,1,1
Pcyt1b,1,1
Mapk3,0,0
Rybp,1,1
Aim2,2,2
Ppip5k2,1,1
Atp1b1,0,1
Rsrc2,1,1
Myrf,1,1
Lemd3,2,2
Tmed9,0,0
Tmc7,2,2
Gxylt1,2,2
Mtmr10,1,2
Pnn,1,0
Rusc2,1,1
Filip1,2,2
Pank1,0,0
Usp13,0,0
Gpbp1,1,1
Fkbp8,0,0
Agl,1,1
Uqcc2,0,0
Bcor,2,2
Gmeb2,2,2
Ccnh,2,2
Prdx4,0,1
Nup160,2,2
Sf3b6,1,1
Ephb2,2,2
Parp4,2,2
Arfgef2,1,1
Atg9a,0,0
Iqgap1,1,1
Mrpl48,1,1
Cntnap5b,2,2
Nrd1,1,1
Bcl7a,1,1
Cct7,0,0
Cep44,0,0
Gm20732,1,1
Pcbp4,1,0
Tcp1,0,0
Sirt1,1,1
U2surp,1,1
Tomm22,0,0
Cisd2,0,0
Ddx24,1,1
Snx2,1,1
Tsga10,2,2
Crim1,1,2
Ralgapb,1,1
Cc2d2a,2,2
Ngly1,1,1
Kdm3b,1,1
Ptpn21,2,2
Ppp2r5a,1,1
Rc3h2,1,1
Chic2,2,2
Jazf1,1,1
Anapc11,0,0
Hnrnpl,1,0
Rab10,1,1
Atp6v0a2,0,0
Tango6,2,2
Inf2,1,0
Paip2b,2,2
Pros1,2,2
Mrpl53,0,0
Zfp277,1,2
Hnrnph1,1,0
Arnt,1,1
Faah,0,0
Map3k2,1,1
Grik1,1,2
Guk1,0,0
Rasa2,2,2
Fndc3b,2,2
Atp5c1,1,1
Uba3,1,1
Cct5,0,0
Slc30a9,1,1
Pkig,0,0
Xpr1,1,1
Esd,0,0
Kansl1l,1,2
Sft2d1,0,0
Vps41,1,1
Slc12a6,1,1
Unk,1,1
1110051M20Rik,1,1
Fbxl12,2,2
Fra10ac1,1,1
Cr1l,1,1
Pdia3,0,1
Gm26917,1,0
Hmgcr,0,0
Ppcdc,2,2
Trim9,1,0
Bckdhb,1,0
Rab11fip2,1,1
Sntb2,2,2
Atxn7,1,1
Spns1,0,0
Dync2h1,1,1
Prr16,2,2
Trim23,1,1
B230118H07Rik,2,2
Lamtor2,0,0
Scfd2,1,2
St3gal3,1,1
Rheb,1,1
Ric8b,1,1
Mrps34,0,0
Mbtd1,1,1
Creb3,0,0
E330020D12Rik,1,1
Abi1,1,1
Zkscan3,1,1
Tspan31,0,0
Syf2,0,0
Begain,2,2
Ilf2,1,1
P2rx4,2,2
Cdc16,2,2
Mfap3,1,1
Mapk1ip1l,1,1
Dner,0,0
Kdm5c,1,1
Ndufs3,0,0
Scfd1,1,1
Fam135a,1,1
Sap130,1,1
Ccnc,2,2
Ndufa12,0,1
Agpat3,0,0
Prcp,2,2
March5,1,0
Ninj2,1,1
Parm1,1,1
Wwp2,1,2
Stk10,2,2
March6,1,1
Onecut2,2,2
Lrig2,1,1
Hspe1,0,0
Qpct,0,0
Optn,2,2
Slc4a1ap,1,1
Nmral1,0,0
Snx25,2,2
Mtmr3,1,1
Rab4b,0,0
Smad1,1,1
Bex2,0,0
Mrpl51,0,0
Tmem205,0,0
Reln,2,2
Prrt1,1,0
Asxl3,1,1
Nxpe3,1,2
Aacs,0,1
Tcte2,2,2
Syncrip,1,1
Nrgn,0,0
Vps35,1,1
Usp2,1,1
Raly,0,0
Mdh1,0,0
Ube2b,1,1
Xylt1,2,2
Laptm4a,0,0
Cpe,0,1
Trappc10,1,1
Tcerg1,1,1
Zfp949,2,2
Klhl5,0,0
Otud4,1,1
Exoc1,1,1
Cyb5a,1,1
2410004B18Rik,0,0
Ccser2,1,1
Ripk2,2,2
Gatad2b,1,1
Camk2d,2,2
Dennd2a,1,1
Ecd,1,1
Prkcq,1,1
Memo1,1,1
Zfp280c,1,1
Zfp329,0,0
Rsf1,1,1
Nek9,1,1
Hnrnpc,1,2
Mcts2,0,0
Esyt2,1,1
Pigq,0,0
Slc1a3,1,2
Tubgcp4,2,1
BC005561,1,1
Nfrkb,1,1
Fasn,0,0
Taok1,1,1
Sec23a,1,1
Rras2,0,0
AI504432,2,2
Atp6v1h,1,1
Mrps28,1,2
Ythdf2,2,2
Park7,0,0
Slc22a5,2,2
Matn2,1,1
Gigyf2,1,1
Clptm1,0,0
Gapvd1,1,1
Scaf8,1,1
Eefsec,1,2
1700112D23Rik,2,2
Ndufs6,0,0
D5Ertd579e,1,1
Psmc2,1,1
Atm,2,2
Dlc1,0,0
Cep57l1,1,1
Nfxl1,2,2
Ctr9,1,1
Zfp821,2,2
Hat1,2,2
Smoc1,0,0
Art3,2,2
Tor1aip1,1,1
Suz12,1,1
Lamtor4,0,0
Pxylp1,2,2
Map4k5,1,1
Slc25a36,1,1
Mapk8,1,1
Zfx,1,1
Rlim,1,1
Zfp110,2,1
E2f3,0,0
Cdc73,1,1
Samm50,0,0
Akirin2,1,1
Smarcd1,0,0
A330032B11Rik,2,2
Stk3,1,2
Gpld1,2,2
Stag2,1,1
Acbd6,1,1
Nr2c2,1,1
Eif2b3,1,1
Rhoa,1,1
Tecpr2,1,1
Fbxw2,1,1
Ndufb6,0,0
Atp13a3,1,1
1110038F14Rik,0,0
Cpne1,1,1
Gm26843,2,2
Ndufab1,0,0
Fam102a,1,1
Hnrnpm,1,1
Prdm2,1,1
Hjurp,1,1
Cldn14,0,1
Ywhab,0,0
A330076H08Rik,1,1
Supt5,0,1
Camsap2,1,1
Lcp1,0,0
Ehhadh,2,2
Pla2g3,0,0
Klf7,1,1
Myo6,1,2
Cradd,1,1
Ctnnd1,1,1
Avl9,1,1
Zfp1,1,1
Psmc4,0,0
Fnta,1,0
Mrps7,0,0
Myl12b,0,0
Ndufa2,0,0
Papolg,1,1
Ipo8,1,1
Ep400,1,1
Lsm14a,1,1
Arfgef1,1,1
Fnip2,1,1
Tmem60,0,0
Morc3,1,1
Spen,1,1
Ywhag,0,0
Slc2a1,0,0
Lmo7,0,2
Nudc,0,0
Pcf11,1,1
Spata5,1,2
5430402O13Rik,2,2
Map3k12,0,0
Dennd4c,1,1
Asxl2,1,1
Med13,1,1
Esf1,1,1
Rhou,1,1
Plaa,1,1
Slc16a6,2,2
S100b,0,0
Cfap36,1,1
Map1a,0,0
Fscn1,1,1
Ube2s,0,0
Ints3,1,1
Efcc1,2,2
Cwf19l2,1,1
Psip1,1,1
Prune2,0,0
Wdr36,2,2
Dusp7,0,0
Arpc3,0,0
Rps6kb2,0,0
Slc16a1,0,0
Slc35b2,0,0
Galnt1,1,1
Alkbh1,1,1
Rngtt,1,2
Snd1,1,1
Abl2,1,1
Ptprn,0,0
Atpif1,0,0
Cdk12,1,1
Bola2,0,0
Srcap,1,1
Cops3,1,1
Fntb,1,1
Stxbp4,2,2
Tox,2,2
Vamp2,0,0
Etfb,0,0
Reps1,1,1
Hnrnpll,2,2
Atox1,0,0
Mtus1,1,1
Ubl3,1,1
Zfp644,1,1
Fam193a,1,1
Vezt,1,1
Arpp19,1,1
Cdk17,1,1
Sra1,0,0
Per3,1,1
Styx,1,1
Ppp1r12b,1,1
Parp8,1,1
Opa1,1,1
Gemin7,0,0
Uba1,0,0
Gsr,1,1
Tmed2,0,0
Dusp15,2,2
Hist3h2a,0,0
Prkar1a,0,0
Psmd4,0,0
Deptor,2,2
Thoc1,1,1
Osbpl11,1,1
Ggps1,1,1
Mbtps2,1,1
Pgk1,0,1
Wscd2,2,2
H2afy,1,1
Rnf113a2,0,0
Purg,1,1
Cltb,0,0
Tsc22d2,1,1
Usp22,1,0
5031425E22Rik,1,1
Agap3,0,0
Ext2,1,1
Pop5,0,0
Prkcsh,0,0
Mrps24,0,0
Smc6,1,2
Ptpn12,2,2
Prkaa2,1,1
Aktip,1,1
Spg20,2,2
Zmym6,1,2
Fam13a,2,2
Sptlc1,1,1
Tmem128,0,0
Capzb,0,0
Stk19,0,0
Psma2,0,2
Gpd1,0,0
Cask,1,2
Dicer1,1,1
A730081D07Rik,2,2
Jmy,1,1
Arsg,1,1
Chm,1,2
Zfand5,1,1
E130102H24Rik,1,0
Fam122a,0,0
Smim1,0,0
Kcna2,0,0
Xrn2,1,1
Ago4,2,2
Hdac4,1,1
Rab6a,1,1
Disc1,2,2
Chchd10,0,0
Eif4g1,1,1
Sp3,1,1
Fbxl3,1,1
Inpp5a,1,1
Nup153,1,2
Rnf25,1,1
Acer2,2,2
Rab28,1,1
Kdelr1,0,0
Plekhj1,0,0
Pink1,0,0
Rpn2,1,1
Ube2f,1,1
Rprd1b,1,1
Lzts2,1,0
Stx6,1,0
Kdm5a,1,1
Vdac1,0,0
Acadsb,1,1
Ddhd1,1,1
Xndc1,1,1
Diablo,0,0
Ntng1,2,2
Ranbp9,1,1
Man2a2,1,1
Med23,1,1
Lin54,2,2
Cyfip1,1,1
Taf1b,2,2
Txnl4a,0,1
Sh3gl1,0,0
Tti1,2,2
Eif3l,0,0
Slc12a8,2,2
Abcb7,1,2
Snhg3,0,0
Nup35,1,1
Zfp426,1,1
Krcc1,2,2
Tsnax,0,0
Rab14,1,1
Tsc22d1,0,0
Zfp606,2,1
Pigu,1,1
Ndufb2,0,0
Phf5a,0,0
Cct6a,0,0
Znhit1,0,0
Tjap1,0,0
Dhdds,1,1
Gm12743,2,2
Psmd6,0,0
BC065397,2,2
P4htm,1,0
Ythdc1,1,1
Trmt11,1,1
Pigs,0,0
Ift88,1,1
Zfp771,1,0
Wdfy2,1,1
Ccpg1,1,1
Cdr2,0,0
Slc39a7,0,0
Ppwd1,1,1
Pdpk1,1,1
Gpt2,0,1
Cct2,0,0
Gnb1,1,1
Ccdc82,1,1
Os9,0,1
Tmem109,0,0
Csnk2a1,1,1
Cd59a,0,1
Rabep1,1,1
Mark2,1,1
Zfp609,1,1
Bud31,0,0
Pikfyve,1,1
Pa2g4,0,0
Dock7,2,2
Nmt1,1,1
B230216N24Rik,2,2
Anks6,2,2
Smarcad1,1,1
Slc6a9,1,1
Ddx1,1,1
Ipo5,1,1
Eif3m,1,1
Dynll1,0,0
Nsmf,1,0
Eny2,1,1
Tnks,1,1
Ifrd1,1,1
Lifr,1,2
Ppp1r15b,0,0
Mdh2,0,0
Rad54l2,1,1
Zfp704,1,1
Ulk2,1,1
Mier3,1,2
Tmco1,0,1
Atad1,1,1
Cul5,1,1
Tbk1,1,1
Sf3b2,1,1
As3mt,2,2
Bclaf1,1,1
Pnpt1,1,1
Rab6b,0,0
Nt5c2,1,1
Aldh1l1,2,2
Gtf3a,0,0
Rnf157,1,1
R3hcc1l,1,1
Zkscan1,2,2
Pdcd5,0,0
Psmc5,0,0
Pnpla7,1,1
Ap4e1,1,1
Ptbp3,1,1
Polr2g,0,0
Caml,1,0
Slc30a5,1,1
Ssr3,0,0
Scp2,0,1
Mical3,1,1
Dusp16,1,1
Ipo11,1,1
Xrcc4,1,1
Ankrd13c,1,1
Fyttd1,1,1
Sh3bp2,0,0
Hipk1,1,1
Smad4,1,1
Pgm1,2,2
Med28,0,0
Cab39l,1,1
D430042O09Rik,1,1
Prkag1,1,1
Dse,2,2
Nfyc,1,1
Uvrag,1,1
Commd3,0,0
Sarnp,1,1
Dhtkd1,2,2
Uvssa,2,2
Pabpc1,1,1
Sdccag8,1,1
Phka2,1,2
Cnot6,1,1
Nt5dc1,1,2
Pot1a,1,1
Khsrp,1,0
Peak1,1,1
Ist1,1,1
Nop10,1,0
Pcx,1,2
Osbp,1,1
Tnni1,1,1
Plxnb3,1,1
Pdss1,1,1
Scamp5,1,1
Edem3,1,1
Rab33a,1,1
Pex1,1,1
Ncapd3,1,1
Slc17a5,1,1
Gmps,1,2
Gtf2h1,1,1
Fkbp15,1,1
Ubac2,1,1
Arl8a,1,0
Sipa1l2,1,2
C2cd3,1,1
Fgd3,1,1
Itgb1,1,1
Rccd1,1,1
Ccnt1,1,1
Pfdn6,1,0
Zhx3,1,1
Wdr41,1,1
Gal3st1,1,0
Pecr,1,1
Nek4,1,1
Abce1,1,1
Asb7,1,1
Rnf185,1,1
Papss1,1,1
Gosr1,1,1
Nipa1,1,1
Bbip1,1,1
Irak2,1,1
Mtpn,1,1
Gbf1,1,1
Adrm1,1,0
Dpm1,1,0
Sesn1,1,1
Zfp652,1,1
Psmd13,1,1
Lims1,1,2
Abtb2,1,0
Ermard,1,1
Cep290,1,2
Stx17,1,1
Thap2,1,1
Zfp414,1,0
Cyb5b,1,1
Eef2k,1,2
Uck2,1,1
Mtif2,1,1
Copa,1,1
Hipk3,1,1
Gprasp1,1,2
Cpne3,1,2
Eif5b,1,1
Cdc42se1,1,0
Chd8,1,1
Klc1,1,1
B230206H07Rik,1,0
Ndfip2,1,1
Snx27,1,1
Tmem87b,1,1
A430033K04Rik,1,1
Scaf4,1,1
Hmgxb4,1,1
Mkrn1,1,0
Ubxn2a,1,1
Adamts20,1,2
Rbm15,1,0
Ndufa10,1,1
Rab11fip4,1,1
Ttc4,1,1
Xpnpep3,1,1
Ubap2,1,1
Prpf19,1,1
Zfyve26,1,1
Top2b,1,1
N4bp2l1,1,1
Suclg1,1,1
Lyrm1,1,1
Eif4a2,1,0
Ncbp2,1,0
Zfp64,1,2
Ranbp1,1,0
Dnajb9,1,0
Gtpbp4,1,1
Sdha,1,1
Ap2a2,1,1
Slc25a23,1,1
Ptpn9,1,1
Gm14403,1,2
Rttn,1,1
Meis1,1,0
Abcf1,1,1
Mvk,1,1
Galnt12,1,2
Map6,1,1
Mrpl14,1,1
Desi2,1,1
Wbp11,1,1
Tmed3,1,0
Sympk,1,1
Smpd4,1,1
Spata7,1,1
Dach2,1,2
Tcea1,1,1
Dync1h1,1,1
Map2k2,1,1
Upp2,1,2
Peg3,1,1
Sec22b,1,1
Kif16b,1,2
Cdc40,1,1
Tulp3,1,1
Trim7,1,1
Btbd1,1,1
Lmf1,1,1
Cox7a2l,1,1
Slc6a8,1,1
Hira,1,1
Cttnbp2nl,1,1
Hmg20a,1,1
Ggact,1,2
Tbcel,1,1
Crebl2,1,1
Higd1a,1,0
Wbp1,1,0
Ubxn6,1,0
Osbpl2,1,1
Mpp7,1,2
Gm26782,1,1
Tfrc,1,1
Pcdhgb4,1,2
Zfhx2,1,0
Tbce,1,1
Kdm3a,1,1
Csad,1,1
Slc22a15,1,1
Stmn2,1,2
Gna13,1,1
Raf1,1,1
Tmed10,1,2
Kdm4b,1,0
Chd1,1,1
Ndufaf5,1,1
Pitrm1,1,1
Ino80dos,1,1
0610010F05Rik,1,1
Atat1,1,1
Eif6,1,0
Urm1,1,0
Zfp365,1,1
Cdk7,1,1
Zfp386,1,1
Ssr1,1,2
Psmd3,1,1
Slc29a3,1,1
Lmtk2,1,1
Ndel1,1,1
Pdap1,1,0
9530068E07Rik,1,0
Commd4,1,0
Med13l,1,1
Gm16541,1,1
Mcm3ap,1,1
Garnl3,1,1
Satb1,1,1
Flot2,1,1
Ybx1,1,0
Smim15,1,0
Mrpl30,1,0
Arid4a,1,1
Bin3,1,1
Thumpd1,1,0
Rrnad1,1,0
Dazap1,1,1
Metap2,1,1
Cramp1l,1,1
Dcun1d1,1,1
Afg3l2,1,1
Rraga,1,0
