,DEG,pred
Sf3b1,1,0
Tubb5,0,0
Ttc19,1,1
Rbm3,2,2
Fhl1,2,1
Gm15680,0,0
Mphosph8,2,2
Tnni3k,2,2
Ext2,2,2
Man1b1,2,2
Nap1l5,0,0
Gm5441,0,0
Man2a1,1,0
Skap2,2,2
Dhx33,0,0
Pcca,1,0
Mdm2,2,2
Raver2,1,1
Unc45a,2,2
Socs7,1,1
Cacng8,1,1
Clip2,2,2
Serac1,2,2
Rttn,2,2
Rpl6,0,0
Slc38a9,2,2
Rnf170,2,2
Kcmf1,2,2
Firre,2,2
Usp54,2,2
Ctps2,2,2
Taok2,2,2
Ntrk2,1,1
Gm13619,0,0
Gpr107,2,2
Slc9a4,2,2
Npas2,2,2
Sgms1,1,1
Pabpc1,2,2
Strada,1,1
Gm27153,0,0
Fgfr1,0,0
Tmod2,1,1
Ccdc85b,0,0
Uqcr11,0,0
Crlf1,0,0
Smdt1,0,0
Ralgapb,1,1
Golga2,2,2
Gm15398,0,0
Gm29237,0,0
Mga,1,2
Gm26854,0,0
Gm11613,2,2
Scmh1,1,2
Ccny,1,1
Khdrbs1,2,2
Ankrd6,2,2
C230038L03Rik,0,0
Thra,1,1
Ankrd10,1,1
Zadh2,2,2
Cbx7,2,2
Acot7,2,2
Ablim1,2,2
Smc5,2,2
Appbp2,1,1
Mmp17,2,2
Prkcz,1,2
Cdc26,2,1
Prpf6,2,2
Nmt1,1,1
Stxbp1,1,1
Oaz1,0,0
Cyfip1,1,0
Top1,1,1
Fmn2,1,0
2600014E21Rik,2,2
Dclk2,1,0
Esrra,2,2
Gprasp2,2,2
Map7,1,1
Gm20319,0,0
Dus2,2,2
Prkag2,1,2
Osbpl7,2,2
Mto1,2,1
Prdm2,2,2
Adarb1,2,2
Chd4,1,2
Anapc1,1,1
Sos2,2,2
Tuba1a,0,0
Gabbr1,1,0
Sorbs2,1,2
Mid1,0,0
Plxna4os3,0,0
Lsm14a,2,2
Map3k5,2,2
Jam3,2,2
AW554918,2,2
Spata6,2,2
Lrsam1,2,2
Arhgef9,1,1
Wipf2,2,2
Dner,1,0
9930021J03Rik,1,2
Chst1,1,1
Senp6,1,1
Gm20721,0,0
Nvl,2,2
Rusc1,2,2
Nup160,2,2
Nr4a3,0,0
Man1c1,2,2
Ppp1r14c,0,0
Atp6v0b,0,0
Trpm3,2,2
Nfkb1,2,2
Snta1,2,2
4933434E20Rik,2,2
Arid1b,1,0
Rpl12,0,0
Phka2,2,2
Traf7,2,2
Stt3b,0,0
Thoc2,1,2
Cbl,1,1
Pcmt1,2,2
Mdn1,1,1
Larp4,1,1
Ncoa2,1,0
Letm2,2,2
Smc3,2,2
Mapkbp1,2,2
Mkx,2,2
Lin7a,2,2
Scn1a,1,2
Dgkh,1,0
Cdc25b,2,2
Glp2r,0,0
Mapk1,1,2
Unc5a,2,2
Rgs6,2,2
Gm15414,0,0
Flt3,2,2
Neurod2,2,0
Tubgcp5,2,2
Frmpd3,2,2
Bdp1,1,1
Mast1,2,2
Tuba4a,0,0
Mink1,2,2
Gm11655,0,0
Sorcs2,2,2
Gm14412,2,1
Smarcad1,1,1
Fsd1,2,1
Cpne4,2,2
Fance,2,2
Lpcat4,2,2
Parg,1,1
Aars,2,2
Bod1l,2,2
Tbce,1,1
Ankrd17,1,1
Ndufc2,0,0
Cspp1,1,1
Cep290,2,2
Dhx29,2,2
Ntng2,2,2
Calb1,2,2
Uqcrfs1,0,0
St8sia3os,0,0
Tmem63b,1,1
Dgki,1,0
Atrx,1,1
Pcsk1n,0,0
N4bp1,2,2
Arhgap21,1,1
Irak1,2,2
Rbms3,2,2
Faah,1,2
Znrf1,1,1
Ndufs7,0,0
Plk2,1,0
Itsn1,1,2
Ccdc93,2,2
Hnrnpr,1,1
Mapk8ip3,1,1
Rpl27,0,0
Rundc3b,2,2
Cd38,0,0
Ppig,1,1
Nop56,2,0
Map3k10,2,2
Sept7,2,2
Uqcc2,0,0
Scube1,2,2
Rpl36,0,0
Phf2os1,2,2
Tbck,1,2
Kitl,2,2
Scaf4,1,1
Tle4,2,2
Fam172a,1,1
Ip6k1,1,2
Dtx3,2,2
Zfp871,0,0
Ctnnal1,2,2
Srebf2,2,2
Susd4,1,2
Dkk3,1,0
Ift140,2,2
Tenm3,1,0
Ptch1,2,2
Pten,1,1
Itga8,1,1
Fbxo42,2,2
Gm17106,0,0
Kif5b,1,0
Cit,2,2
3222401L13Rik,2,2
Arl5b,0,0
Lrrc45,2,2
Ubac2,1,2
Ccnd3,2,2
Cdk7,2,2
Cdon,2,2
Gdi1,2,2
Arhgap5,2,2
Pbx2,2,2
Cpsf6,1,1
Ehmt2,2,2
Qk,1,0
Gm26981,0,0
Plat,2,2
Map4,1,1
Gm26827,0,0
Sf3b5,0,0
Rhob,0,0
Hnrnpm,2,2
Fdft1,2,2
Sycp3,0,0
Foxk2,1,1
Uchl3,0,0
Rps9,0,0
Rnf115,1,1
Itsn2,1,1
Cars2,2,2
Edf1,0,0
Ralgds,2,2
Map2k4,1,1
Traf3ip2,0,0
Adprm,2,2
Cwc27,2,2
Csde1,1,1
Snx13,1,1
Gm16070,2,2
Ccdc171,2,2
Dgke,2,2
Tmem243,0,0
Kdm5a,1,1
Fnbp4,1,1
Ociad1,0,0
Ep400,1,2
Psmc6,0,0
Atad2b,1,1
Gid4,2,2
Add1,1,2
Prkce,1,1
Iqsec1,1,0
Scaf8,1,2
Pip5k1a,1,1
Gm17171,0,0
Sh3bp1,2,2
Clasrp,2,2
Sec23a,2,2
Ncaph2,2,2
Mia3,1,1
Fktn,1,0
Sh3bgrl,1,1
Snrpf,0,0
Fam126b,1,1
Mageh1,0,0
Gabrg2,1,0
Unc13b,1,1
Uqcr10,0,0
Gon4l,1,1
Adap1,2,2
Crebrf,1,2
Tbc1d8,2,2
Ankfy1,1,2
Lrrc1,2,2
Vps16,2,1
Nr6a1os,0,0
Uvrag,1,2
Zfp592,2,2
Camsap1,2,2
Sbf1,2,2
Rsf1,1,2
Hmbox1,1,1
Grik5,1,2
Arhgap20os,0,0
Arf1,0,0
Akap10,1,2
Gak,1,1
Kat7,1,1
Lrp8,1,1
Rerg,1,0
Eif4b,1,1
Caprin1,1,0
Cntn5,1,2
Urgcp,1,1
Med12l,1,2
Hipk2,1,2
6330403K07Rik,1,1
Zcchc14,1,1
Nab2,1,0
Actg1,1,1
Sgcz,1,2
Spink8,1,1
Clip3,1,1
Chl1,1,1
Chd1,1,2
Gm10563,1,1
Ep300,1,2
Cntnap1,1,1
Ctdspl,1,0
Mtss1,1,2
Ssh1,1,1
Map2k5,1,2
Msi2,1,2
Tom1,1,1
Mrps34,1,1
Morc3,1,1
Mllt1,1,1
Cst3,1,0
N4bp2l2,1,2
Qser1,1,1
Slc26a8,1,2
Arih1,1,1
Bcl2l2,1,1
Rpl4,1,1
Tbc1d17,1,1
Ppp1r37,1,1
Atp2b3,1,1
Atp5o,1,1
Cherp,1,1
Sf1,1,1
Arid4b,1,1
Snx6,1,1
Arpc3,1,1
Cnnm3,1,1
Tenm2,1,2
Cep104,1,1
Taf1d,1,1
Ezh1,1,1
Gm13481,1,2
Rock1,1,1
Sept1,1,1
Wasf3,1,0
Aig1,1,2
Dync1li1,1,1
Supt16,1,1
Rapgef2,1,0
Tshz1,1,2
Spg7,1,1
Map2k2,1,1
Gm26777,1,1
Dnmbp,1,2
Hid1,1,1
Strn4,1,1
Gatm,1,1
Mapkap1,1,1
Pds5a,1,1
Dtx1,1,1
Arfgef1,1,0
Cse1l,1,1
A230006K03Rik,1,2
4732471J01Rik,1,1
Capn2,1,1
2610001J05Rik,1,0
1700025G04Rik,1,2
Tmem191c,1,1
Mrpl17,1,1
Tbc1d13,1,1
Echs1,1,1
Sec24a,1,1
Pard3,1,1
Rars2,1,2
Scfd1,1,1
Rgs17,1,1
St7,1,1
Ptpn1,1,0
Mpc1,1,1
Sept11,1,2
Nelfb,1,1
Sp1,1,1
Tmem131,1,1
Senp2,1,1
Zfp341,1,1
Ap1ar,1,1
Lrrfip1,1,1
Smyd4,1,1
Dpy19l2,1,2
Dnajc10,1,1
Trmt1,1,2
Tomm40,1,1
Ankrd13a,1,2
Nbeal1,1,1
Pus10,1,1
Cep83,1,2
Tbc1d30,1,1
Slc27a1,1,1
Acly,1,1
Ahcyl2,1,2
Tbcd,1,1
Dnaja2,1,1
Elf2,1,0
Mta3,1,1
Npas3,1,2
Brd7,1,1
Tlk2,1,1
Apaf1,1,1
Srsf6,1,1
Naa38,1,1
Map2k1,1,1
Arhgef1,1,1
Rpl5,1,1
Jph1,1,1
Tcerg1,1,1
Lingo3,1,1
4930445B16Rik,1,0
Prkar1b,1,2
Osbpl9,1,1
Kif21b,1,1
Cpne6,1,1
Ttc13,1,1
Nell1os,1,1
Serf2,1,1
Synpr,1,2
Rtn4rl1,1,2
Stxbp4,1,2
Cobl,1,2
Trappc10,1,2
Slc12a9,1,1
Ssbp2,1,2
Cox7a2l,1,1
Ppp6r1,1,1
Ubap2,1,1
Rnps1,1,1
Phldb1,1,2
Pygb,1,1
Ndor1,1,1
Pdss2,1,1
Arl6,1,1
Rlf,1,1
Ppp6r3,1,2
Hipk1,1,1
Kif17,1,1
Rps6kb1,1,2
Kcnk2,1,0
Nt5e,1,1
Arglu1,1,1
Sdha,1,1
Ltbp4,1,2
Glb1,1,2
Ube2d2a,1,1
Mbd4,1,1
Cfap69,1,1
Gm16093,1,1
Pde9a,1,2
Ppfia1,1,1
Nfasc,1,2
Clk4,1,1
Rnf180,1,0
Herc2,1,1
Cnot3,1,1
Rilpl1,1,1
Ttc26,1,2
Rpl30,1,0
Por,1,2
Rhot1,1,2
Rufy2,1,1
Gm28175,1,0
Bag5,1,0
Upf3b,1,1
St6galnac3,1,1
P2ry12,1,2
Cdh20,1,1
Xpo4,1,1
Nrg2,1,2
Arhgap29,1,1
Lrig2,1,1
Rpl18,1,1
Ccdc30,1,1
Ino80,1,1
Nckap1,1,1
Anxa7,1,1
Gm14286,1,0
Gys1,1,1
Dennd2a,1,1
Gm28791,1,0
Plcb4,1,2
Safb,1,1
Iah1,1,1
Angpt2,1,1
Aatf,1,1
Polr2a,1,1
Sema6b,1,2
Ppp2r3a,1,1
Cryzl1,1,1
Dazap1,1,1
Ppp1r16b,1,1
Nprl3,1,1
Zmiz1os1,1,1
Adar,1,2
Hint1,1,1
Amz1,1,1
Gm16105,1,1
Lrba,1,2
Dad1,1,1
Atad2,1,1
Trmt112,1,0
Ap4e1,1,1
4933439C10Rik,1,1
Tshz3,1,2
Mpp5,1,1
Hap1,1,1
Nploc4,1,1
Rcor1,1,2
Top3b,1,1
Tnks2,1,1
Fbxl18,1,1
Gm4924,1,1
Lrrtm2,1,1
Eif2s3x,1,1
Astn2,1,1
Aurkaip1,1,1
Sfxn4,1,1
Rplp2,1,0
Depdc5,1,1
Plxdc1,1,2
Ift81,1,2
Runx1t1,1,0
Actn1,1,1
Dcaf6,1,1
Cycs,1,0
Sh3glb2,1,1
Cntn6,1,1
Gm15520,1,1
Zwint,1,1
1700112D23Rik,1,1
Cpne5,1,2
Dip2b,1,2
Brd3,1,1
Rasgrf2,1,2
Traf3,1,2
Raph1,1,1
Osbp,1,1
Brd4,1,1
Rasl10a,1,0
Csf2ra,1,0
Mapk1ip1,1,0
Ube3b,1,2
Arhgap44,1,0
Ppm1h,1,1
Vcl,1,1
Zc3h6,1,2
Lmbr1,1,2
Crebbp,1,1
Lmln,1,1
2210408F21Rik,1,2
Isca2,1,0
Efcab1,1,1
Copb1,1,1
Flii,1,1
Tmem117,1,1
Gfpt1,1,1
Sipa1l3,1,0
Krt10,1,0
Cox17,1,1
Gm17108,1,0
Tcerg1l,1,2
Ankrd33b,1,1
Gpsm1,1,1
Nek1,1,1
Lrrcc1,1,1
Ttc37,1,1
Ap3b1,1,2
Ubl5,1,0
Eml1,1,2
Slitrk4,1,1
Slc25a25,1,1
Hmg20a,1,2
Ndufb10,1,0
Atf7,1,1
Mrs2,1,1
Rfc2,1,1
Car12,1,1
Akap8,1,1
Klhl13,1,0
Trip11,1,1
Btbd7,1,2
Myo9b,1,1
Tln2,1,2
Mphosph9,1,2
Dnajb9,1,0
Uqcrq,1,0
Fam214a,1,1
Arhgef18,1,1
Tomm5,1,0
Ifnar2,1,1
Fxn,1,1
Eaf2,1,1
Uqcrc2,1,1
Fam171a2,1,1
Ndufab1,1,1
Smurf1,1,2
Iqce,1,1
Bcan,1,0
Tada2a,1,1
Grik3,1,2
Pex7,1,1
Agrp,1,1
St6gal1,1,2
D230025D16Rik,1,1
Maged1,1,1
Folh1,1,1
Pms2,1,1
Rps6ka2,1,2
Sh3rf3,1,2
Cnot6l,1,1
Tulp3,1,1
Ptk7,1,1
Wdr33,1,1
Shprh,1,1
Capn1,1,1
Tmem245,1,2
Ndst3,1,1
Ulk3,1,1
Prr3,1,1
Galnt14,1,2
Rb1cc1,1,0
Psme4,1,1
Erc2,1,2
Rrp15,1,1
Insig2,1,1
Slc17a5,1,1
2810404M03Rik,1,1
Krtcap2,1,0
Nyap1,1,1
Sirt7,1,1
Pfas,1,1
Rasa2,1,1
Zfp804b,1,1
Kat6b,1,1
Sptlc2,1,2
Clmn,1,2
Dmtn,1,1
8030462N17Rik,1,2
Tspan9,1,2
Rnf113a2,1,0
Brd9,1,0
Smim13,1,1
Eri3,1,2
Slc27a4,1,1
Map3k12,1,2
Soga1,1,0
Ap3d1,1,1
Neurl4,1,2
Evc,1,1
D10Wsu102e,1,2
Mtf2,1,1
Snph,1,1
Cep350,1,2
U2surp,1,1
Fam227a,1,1
Atat1,1,1
Rasgef1a,1,1
Mat2a,1,1
Foxp4,1,0
Atg5,1,1
Nsun7,1,2
Agps,1,1
Wwp2,1,2
Nfkbiz,1,1
Rabgef1,1,2
Rbm27,1,2
Hook3,1,1
Gins2,1,1
Cfap54,1,2
Drosha,1,1
Rnpep,1,1
Slc2a3,1,2
Pyroxd1,1,1
Fyn,1,1
Tmem189,1,1
Fam13c,1,2
Cap1,1,1
Rpl36al,1,0
Pcsk5,1,2
Slc44a2,1,1
Zbed4,1,1
Psmd1,1,2
Ndufb4,1,1
Pign,1,1
Mib1,1,1
Kdm3a,1,1
Gpr161,1,1
Tubb4b,1,0
Pde7b,1,1
Cc2d1b,1,1
Fip1l1,1,1
Fam114a2,1,1
Efcab14,1,1
Mapk14,1,1
Rabl6,1,1
Fancg,1,1
Acot13,1,1
Srsf11,1,1
Mafg,1,1
Pdcd4,1,1
Plaa,1,1
Zfp609,1,1
Dnlz,1,1
Scn1b,1,1
Pdia5,1,2
Me3,1,2
Hnrnpa2b1,1,1
Ctsa,1,1
Smurf2,1,2
Ehbp1,1,2
Ppp1cb,1,1
Gclc,1,1
Gpbp1,1,1
Ddx47,1,1
Anapc5,1,1
Plch2,1,2
Ndufs5,1,1
Rps18,1,0
Gtf2a1,1,1
Srek1ip1,1,1
Polr3g,1,1
Cdk19,1,2
Unkl,1,1
Gabra1,1,0
Atg4b,1,1
Rarg,1,1
Heatr3,1,1
Eif5a,1,1
Tbcc,1,0
Usp47,1,1
Brap,1,2
Farp1,1,2
Atraid,1,1
Tax1bp1,1,1
Coro2b,1,1
Gnptab,1,2
Cnot6,1,1
Dhx35,1,2
Cdc42bpb,1,2
Erc1,1,1
Ppp1r9b,1,1
Pikfyve,1,1
Aldh7a1,1,1
Mgat3,1,2
Ank1,1,1
Ercc2,1,2
Atp6v0a2,1,1
Riok3,1,1
Dab2ip,1,1
Timp3,1,1
Pum2,1,1
Uhrf2,1,2
Dvl3,1,1
Dars2,1,1
Tmem63c,1,1
Nars2,1,1
Chrm1,1,2
Egfl6,1,1
Cdk16,1,1
Usp48,1,1
Rmnd1,1,1
Raf1,1,2
Myrip,1,1
Abhd4,1,1
Ddx49,1,1
Rgl2,1,1
Mrps33,1,1
Plekha7,1,2
Plxna2,1,1
C1ql3,1,1
Zeb1,1,1
Abat,1,2
Tango2,1,2
Dgka,1,1
Acvr2a,1,2
Hace1,1,1
Pdia6,1,1
Lmo4,1,1
Xkr6,1,0
Lrrc49,1,1
Synrg,1,1
Capza1,1,1
Tmem30a,1,1
Tspyl1,1,0
Mapk8ip1,1,1
Gfm2,1,1
Dnajc19,1,1
Sp3,1,1
Exosc2,1,1
Neto2,1,1
Ndufaf4,1,1
Tor1aip2,1,1
Nup188,1,2
Rpl39,1,0
Nkain3,1,2
Casc4,1,2
Arcn1,1,1
Stard9,1,1
Efna5,1,2
Rnf24,1,2
Htt,1,1
Gm9801,1,1
Trpc4ap,1,1
Rbm45,1,1
Ddi2,1,1
Tsc22d1,1,0
Spire1,1,2
Zfp282,1,1
Akap9,1,1
Smu1,1,1
Ndel1,1,2
Sntb1,1,1
Mdh2,1,1
2610020C07Rik,1,1
Pak7,1,2
Itga4,1,2
Grm3,1,2
Zmym6,1,1
Hnrnpul1,1,1
Atxn7l1os1,1,1
Per3,1,1
Dhcr24,1,1
Col5a2,1,1
Kctd17,1,1
Snx10,1,1
Lgi1,1,1
Sh3d19,1,2
Sgk3,1,1
Stx1a,1,1
Dvl1,1,1
Tspan3,1,1
Ist1,1,1
Zmiz2,1,2
Prkar2b,1,2
Aff2,1,1
Fbf1,1,1
Tub,1,2
Dagla,1,1
D16Ertd472e,1,1
Ttll1,1,1
Mllt6,1,1
Smarcc1,1,1
Nipsnap1,1,1
Upf2,1,1
Colec12,1,2
Dcn,1,2
Hif1an,1,1
Eif2ak4,1,1
Gm10558,1,1
Gnas,1,1
Hspa4l,1,1
Scai,1,1
Alk,1,2
Cntnap5a,1,1
Atad3a,1,1
Ptar1,1,1
Fam214b,1,1
Wdr19,1,1
Mettl23,1,1
Trappc8,1,1
Sema3c,1,1
Prdm10,1,1
Diras2,1,1
Cnot10,1,1
Syt13,1,1
Enc1,1,0
Znfx1,1,1
Rictor,1,1
Pik3c2a,1,1
Cep89,1,1
Sema5a,1,2
Zfp651,1,1
Narf,1,1
Slc25a12,1,1
Sart3,1,1
Nckipsd,1,1
Cacna2d1,1,2
Zpr1,1,1
Cfdp1,1,1
Slc39a12,1,2
Sppl2b,1,1
Fam20b,1,1
Arhgap10,1,2
Trim33,1,1
Ints6,1,1
Plce1,1,2
Mxd4,1,1
1810030O07Rik,1,1
Ttc39b,1,1
Filip1l,1,0
Crtc3,1,2
Ccdc112,1,1
Gm16189,1,1
Gga2,1,1
Dnajc21,1,1
Nucb1,1,1
Pan2,1,2
Pdzrn4,1,1
Fbxl2,1,1
Camkmt,1,1
Cntn2,1,1
Bcl2,1,1
Ndufc1,1,0
Angptl2,1,1
Alms1,1,2
Bcl7a,1,1
Prex2,1,2
P4ha1,1,1
Nrbp1,1,1
Pla2g7,1,1
Ikbkb,1,1
Tmeff1,1,0
Ndufb7,1,1
Clstn3,1,1
Gpn1,1,1
Capns1,1,1
Rnf207,1,1
Ppp3cc,1,1
1110017D15Rik,1,1
Zfp618,1,2
Soga3,1,1
Dhtkd1,1,1
Ndn,1,1
Rpl3,1,1
Tyk2,1,1
Ncs1,1,2
March7,1,1
Syn1,1,1
Clcn3,1,1
Mcoln1,1,1
Cep162,1,1
Gm15336,1,1
Sema6c,1,1
Hdac7,1,1
Tep1,1,1
Gm15243,1,1
Tipin,1,1
Pdzd4,1,1
Phlpp2,1,1
Rapgef1,1,2
Kifap3,1,1
Gm4117,1,1
Ywhab,1,1
Gmppa,1,1
Ikzf2,1,1
Srpr,1,1
Iqcb1,1,1
Pnrc1,1,1
Exoc2,1,1
Fbxo41,1,1
Smc6,1,1
Fndc9,1,0
Camk2d,1,1
C2cd3,1,2
Zfp53,1,1
Hist1h1c,1,0
Dcaf15,1,1
St8sia6,1,1
Mecp2,1,1
Col23a1,1,2
Ctr9,1,1
Tmem203,1,1
Nap1l1,1,1
9130024F11Rik,1,0
Mcu,1,2
Sox12,1,0
Abca3,1,2
Naaa,1,1
Flot2,1,1
Heatr6,1,1
Papolg,1,1
Wipi1,1,1
Vps37a,1,1
Aldh2,1,2
Med12,1,1
Pank4,1,2
Wwp1,1,1
BC052040,1,2
Hmgcs1,1,1
Gpcpd1,1,1
Rffl,1,1
Abcc8,1,2
Atp1a3,1,1
Ncoa7,1,1
Nfic,1,1
Msmo1,1,1
Gm16126,1,1
Dtx4,1,1
Casp2,1,1
Rps28,1,1
Chd5,1,2
Golga3,1,2
Rps17,1,1
Recql5,1,2
Mkln1,1,2
Cdadc1,1,1
Lypla1,1,1
Manba,1,1
Nme2,1,1
March6,1,1
Ryr1,1,2
Gm12576,1,1
Evc2,1,2
Prkag1,1,1
Csnk1e,1,1
Aqr,1,1
Anapc2,1,1
B4galt3,1,1
Cerk,1,1
Sarnp,1,1
Stxbp2,1,1
Ubac1,1,1
Lypd1,1,0
Spats2l,1,2
Slc6a6,1,1
Nae1,1,1
Lig3,1,1
Lrfn1,1,1
Ppm1l,1,1
Pik3cd,1,1
Deaf1,1,2
Dido1,1,1
Kirrel,1,1
Alcam,1,2
Lrch3,1,2
Cltc,1,1
Rgs9,1,1
Pfdn1,1,1
Stt3a,1,1
Nme5,1,1
Rhot2,1,0
Lyn,1,1
Trnau1ap,1,2
Gm3764,1,2
Dennd3,1,1
H2afy2,1,2
Gm17276,1,1
Tiam2,1,2
Gm2115,1,1
Ppargc1b,1,2
Hmgxb3,1,1
Add3,1,1
Actn4,1,2
Xpo5,1,1
Hspa12a,1,2
Zfp512,1,1
Atn1,1,1
Cplx2,1,1
Hmgxb4,1,1
Lpin1,1,1
Baz1b,1,2
Trak1,1,2
Rnf8,1,1
Gm29088,1,1
Slc6a17,1,2
Celf6,1,1
Wdr37,1,1
Stk40,1,1
Aco2,1,2
Cers5,1,1
Dicer1,1,2
Stat2,1,1
Snx12,1,1
Rab5c,1,1
Vmp1,1,0
Lrrc57,1,1
Xpc,1,1
Ankrd45,1,1
Abcd4,1,1
Rev1,1,1
Rangap1,1,2
Cand1,1,1
Ercc6l2,1,1
Gm15886,1,1
Prpf40b,1,2
Pitpnm1,1,1
Ski,1,2
Csnk1g2,1,1
Bckdhb,1,0
Nfx1,1,1
Spns2,1,1
Mccc2,1,1
Rmnd5b,1,1
Rtl1,1,1
Atp2b4,1,2
Polk,1,1
Arntl,1,0
Gm16599,1,1
Esrrg,1,2
Micu1,1,2
Crim1,1,2
Gpatch2,1,1
Gga1,1,1
Rnf150,1,1
Kcna4,1,1
Klf8,1,1
Osbpl10,1,1
Sema4a,1,1
Evi5,1,2
Rev3l,1,1
Uggt1,1,1
Zfp423,1,1
Ccdc136,1,1
Mgat5b,1,2
Mpped2,1,0
Sel1l,1,1
Twf2,1,1
Rbm28,1,1
Cnot7,1,1
Ppard,1,1
Tnip2,1,1
Ptprr,1,0
Pip5k1b,1,1
Rplp0,1,1
Map3k13,1,2
Gm12227,1,1
Ccnt1,1,1
Uimc1,1,1
Higd2a,1,0
Cnst,1,2
Ecd,1,1
Ppfia3,1,1
Ift74,1,1
Nr4a1,1,1
Lims1,1,1
Mlh3,1,1
4930506C21Rik,1,1
Cyth1,1,2
Rprd2,1,2
Eif2ak3,1,1
Pde1b,1,1
Tomm6,1,0
Jade3,1,1
Nek10,1,2
Tecr,1,1
Snx14,1,1
Bend6,1,1
Pogz,1,1
Mbtps2,1,1
Kif9,1,1
Ap3s2,1,1
Sart1,1,1
Ndufs1,1,1
Nup205,1,1
Mtmr1,1,1
Bcat2,1,1
Zfp821,1,1
Slc35f3,1,1
Snrnp40,1,1
Gm16845,1,1
Zmym5,1,1
Gtpbp4,1,1
Dis3,1,1
Brinp3,1,1
Cul5,1,1
Rad54l2,1,2
Pus3,1,1
Akap1,1,1
Ranbp10,1,1
Ppp1r16a,1,1
Esr1,1,2
Shf,1,1
Ppp2r2a,1,1
Sec61b,1,1
Map2k6,1,1
Zfyve27,1,1
Slc30a9,1,1
Rnf121,1,2
Arsg,1,1
Lrrfip2,1,1
Efcc1,1,1
Dph5,1,1
Dbndd2,1,1
Nim1k,1,1
Myo1d,1,2
Zdhhc18,1,1
Apbb1,1,1
Srsf7,1,1
Ide,1,1
Syt9,1,2
Fam222b,1,1
Ppp2r5c,1,1
Gpr37,1,0
Guf1,1,1
Mettl16,1,1
Paip1,1,1
Git2,1,1
Hira,1,1
Shank2,1,2
Catsper2,1,1
Ube2cbp,1,1
Cdyl,1,2
Tfcp2,1,1
Serinc5,1,1
Rtf1,1,2
Ints4,1,1
Pip4k2b,1,1
Eml4,1,1
Eid2,1,1
Sec14l2,1,1
3110039M20Rik,1,1
Adamts20,1,0
2700097O09Rik,1,1
Calcoco1,1,1
Kcnk9,1,1
Gm17202,1,1
6530403H02Rik,1,2
Lysmd4,1,0
Pex1,1,1
Wipi2,1,1
Elk4,1,1
Ccm2,1,2
Lonp2,1,1
Kdm2b,1,2
Ophn1,1,2
Thrap3,1,1
Usp11,1,1
Farsb,1,1
Stac2,1,1
Morf4l1,1,1
Asxl2,1,1
Arf5,1,0
Lias,1,1
Gdi2,1,1
Nsun5,1,1
Ube2k,1,2
Med15,1,1
Uqcc1,1,1
Scg2,1,0
Prmt7,1,2
Srsf1,1,1
Abce1,1,1
Phrf1,1,1
Dock6,1,2
Txlng,1,1
Rab38,1,2
Gpr61,1,1
Scamp1,1,1
Mfhas1,1,0
Pck2,1,1
Dpm2,1,0
Ap1s1,1,1
Ano3,1,2
Szt2,1,1
Snapc4,1,1
U2af1,1,1
Creld1,1,1
Snx1,1,2
Ahcyl1,1,1
Prelid1,1,0
Akap7,1,0
Celsr3,1,1
Ccdc86,1,1
Glce,1,1
Atpif1,1,0
Pfdn5,1,1
Mpp2,1,1
Acbd3,1,1
Golga1,1,1
Zfp608,1,1
Cemip,1,2
Rab15,1,2
Ankrd42,1,1
Tmem104,1,2
Ccdc88c,1,0
Hnrnph3,1,1
Ube2j2,1,1
Ankib1,1,1
Tmem151a,1,1
Mtmr7,1,1
Zc2hc1a,1,0
Ilf3,1,1
Paip2,1,1
Trit1,1,1
Anapc16,1,1
Ndufs6,1,1
Kansl2,1,1
Zfp719,1,1
Rap1gap,1,2
Prpf40a,1,1
Mvp,1,1
Rab10,1,2
Rnf220,1,2
Bbs2,1,1
BC003965,1,1
Pgr,1,1
March4,1,1
Gm16183,1,1
Slco5a1,1,0
Stxbp6,1,1
Foxo1,1,1
Slc20a1,1,1
Dennd5a,1,1
St8sia3,1,0
Zbtb2,1,1
Thap4,1,1
Trmu,1,1
Ogfod1,1,1
Eef2k,1,1
Gstm5,1,0
Edem2,1,1
Pgm3,1,1
Tpr,1,1
Ccdc124,1,1
Mb21d2,1,0
Dars,1,1
Idh3b,1,0
Wdr59,1,1
Scaf11,1,1
2810013P06Rik,1,0
Stag2,1,1
Eps15,1,1
Cyc1,1,0
Kcng2,1,2
Rps6,1,0
Mrpl36,1,0
Snhg4,1,1
Wdfy1,1,1
4732440D04Rik,1,1
Unk,1,2
Stard7,1,1
Gtpbp2,1,1
Sik2,1,1
Dnajb6,1,1
Srp72,1,1
Ndufaf6,1,1
Ankrd13d,1,1
Sar1b,1,1
Mapre1,1,1
Arl6ip5,1,1
Cct7,1,1
Impact,1,1
Slc25a46,1,1
Rgmb,1,1
Kmt2c,1,1
Pvt1,1,0
Cog6,1,1
Kdm3b,1,1
2810049E08Rik,1,1
Ywhaq,1,1
Nubpl,1,2
Mapk8ip2,1,1
Pnn,1,1
Ddx42,1,1
Parp12,1,1
Trim8,1,1
Pdhb,1,1
Skil,1,1
Abracl,1,1
P2rx4,1,1
Rai14,1,1
Lactb2,1,1
Zfp780b,1,1
Ighm,1,1
Fcho1,1,1
Rab30,1,0
Ttc9b,1,1
Ppip5k2,1,1
Arel1,1,1
Otud6b,1,1
Actn2,1,1
Afg3l2,1,1
Psmb6,1,0
Cluap1,1,1
Rph3al,1,2
Krba1,1,1
