index,rank.down,abs_mean_shap.down,rank.non,abs_mean_shap.non,rank.up,abs_mean_shap.up
18mo.2mo.T.std.loops,1,0.17359881178473419,14,0.01359835739244332,49,0.011499917935839104
9mo.2mo.log_ratio.mean.atac,2,0.17251420173756246,24,0.01014150158145149,3,0.12461572574406493
gene_length.meta,3,0.1375064480614611,3,0.05418097867202239,1,0.2094046982845
9mo.2mo.T.std.loops,4,0.13097102044408357,7,0.026250953941448642,96,0.003282840263941511
18mo.2mo.log_ratio.mean.atac,5,0.09243746942311697,44,0.004851797511159264,2,0.13475121147130048
18mo.2mo.Q.std.loops,6,0.08630352194850525,28,0.00914281173968963,26,0.02163808535869558
9mo.2mo.log_ratio.std.atac,7,0.08372697252797864,64,0.0023452242637146993,4,0.12230971351020525
9mo.2mo.Q.max.loops,8,0.07962445541102098,106,0.0001211080890317895,9,0.04981796274200376
18mo.9mo.activity.log_ratio.count.10kb-20kb.enhancer_peak,9,0.06982251357318382,134,0.0,45,0.01258043119492478
18mo.2mo.log_ratio.mcg_genebody,10,0.059869471247645425,49,0.0042164155574226465,15,0.032067692971718666
Qanova.max.loops,11,0.05111149084231833,29,0.008693333641157468,38,0.014644243741653998
log2_distance.mean.atac,12,0.04911502957865726,26,0.009823212132018385,11,0.04565031544662306
18mo.9mo.activity.log_ratio.median.20kb-1Mb.enhancer_peak,13,0.04901580515094887,37,0.005921971732752279,7,0.07319755144496518
18mo.9mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,14,0.045371248666342026,234,0.0,8,0.05158507688943334
18mo.2mo.activity.log_ratio.max.20kb-1Mb.enhancer_peak,15,0.04420208405354402,82,0.001069709868092701,116,0.0019388718059311068
18mo.2mo.log_ratio.DAR,16,0.04361079149079172,148,0.0,120,0.001715810262006309
18mo.9mo.activity.log_ratio.count.0-10kb.enhancer_peak,17,0.043055529741120584,169,0.0,64,0.007588356295951163
18mo.2mo.contact.log_ratio.median.10kb-20kb.enhancer_DMR,18,0.04162201399215621,92,0.0006059051398359425,44,0.012589943108892486
18mo.2mo.log_ratio.mch_genebody,19,0.0397413307311008,15,0.013472886511046507,19,0.028286281314680726
9mo.2mo.log_ratio.mch_genebody,20,0.037391204786459485,13,0.013964007441015268,12,0.04465996332522228
9mo.2mo.log_ratio.mcg_genebody,21,0.037330690044296254,4,0.04440171865578362,10,0.04712833955037643
count.atac,22,0.036948002814836116,1,0.12273984146296874,29,0.019700147166416247
18mo.2mo.activity.log_ratio.count.10kb-20kb.enhancer_peak,23,0.03635985388835682,133,0.0,21,0.02728105116643137
18mo.2mo.log_ratio.std.atac,24,0.03613637774857881,27,0.009364530219141114,28,0.02087971720158592
18mo.2mo.contact.log_ratio.median.20kb-1Mb.enhancer_DMR,25,0.03588427612710256,196,0.0,34,0.017069332104860287
18mo.9mo.log_ratio.mcg_genebody,26,0.035154996262926376,42,0.005485616418975708,41,0.013747650446668995
9mo.2mo.activity.log_ratio.min.0-10kb.enhancer_peak,27,0.033963528646003334,17,0.012880548160397513,17,0.030303164821921677
18mo.9mo.T.std.loops,28,0.03308426544910358,20,0.011795981497914578,5,0.10508239726388155
Qanova.mean.loops,29,0.030929324295474327,10,0.01707748865424399,68,0.0059850839598086306
9mo.2mo.Q.std.loops,30,0.02772789380428862,18,0.012814833509027325,39,0.014239283665140436
18mo.2mo.contact.log_ratio.mean.20kb-1Mb.enhancer_DMR,31,0.026833520202154095,8,0.02251504624341167,57,0.009644299119721273
18mo.9mo.log_ratio.std.atac,32,0.025933773067029067,6,0.03132606463286374,42,0.013449357148261534
Qanova.std.loops,33,0.022806573780643914,125,0.0,24,0.023781021079183562
18mo.2mo.activity.log_ratio.count.0-10kb.enhancer_peak,34,0.022153766328868976,23,0.010501165902565543,53,0.010572264095523186
9mo.2mo.activity.log_ratio.count.10kb-20kb.enhancer_DMR,35,0.019588268408151747,147,0.0,199,0.0
18mo.9mo.contact.log_ratio.mean.0-10kb.enhancer_peak,36,0.019107829525393766,178,0.0,166,1.407421288634786e-05
9mo.2mo.log_ratio.DAR,37,0.016741326302221162,218,0.0,114,0.001978960915121241
18mo.2mo.T.min.loops,38,0.016258651003915617,156,0.0,27,0.021472045162429506
count.DAR,39,0.015977890686659436,2,0.09386591440803876,162,7.887848393164645e-05
Tanova.max.loops,40,0.015339487659997342,33,0.006964279941705751,132,0.0013383300501576233
9mo.2mo.contact.log_ratio.min.0-10kb.enhancer_peak,41,0.014574590217508378,99,0.0003411193687124901,20,0.027671122716320756
log2_distance.std.atac,42,0.014518553003251288,67,0.0021112624702952043,13,0.0437641247498789
9mo.2mo.activity.log_ratio.median.0-10kb.enhancer_peak,43,0.014115057144030581,72,0.0019321088547315732,101,0.0026788630532259355
18mo.2mo.contact.log_ratio.min.0-10kb.enhancer_peak,44,0.013618732965657996,176,0.0,152,0.0005110266695679381
18mo.9mo.contact.log_ratio.mean.10kb-20kb.enhancer_DMR,45,0.012717413460409286,123,0.0,174,0.0
18mo.9mo.activity.log_ratio.max.20kb-1Mb.enhancer_peak,46,0.012657200789335916,205,0.0,75,0.005105993605499504
18mo.2mo.Q.max.loops,47,0.012589290688424369,86,0.000836604992535891,52,0.010977195989238358
18mo.2mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,48,0.01216291559284381,230,0.0,54,0.0102021866327319
18mo.2mo.activity.log_ratio.max.20kb-1Mb.enhancer_DMR,49,0.012152819531075143,104,0.00016400459966701424,35,0.01540030602878867
9mo.2mo.activity.log_ratio.min.10kb-20kb.enhancer_DMR,50,0.011549176404715167,77,0.0013470570845492817,151,0.000520351898270187
18mo.9mo.contact.log_ratio.min.20kb-1Mb.enhancer_DMR,51,0.011021955361893364,163,0.0,60,0.00912418189041731
18mo.9mo.contact.log_ratio.median.0-10kb.enhancer_peak,52,0.010773119602260002,179,0.0,194,0.0
18mo.2mo.activity.log_ratio.skew.20kb-1Mb.enhancer_peak,53,0.009995338279632919,101,0.0002861403464751847,134,0.0010573831874695655
18mo.9mo.activity.log_ratio.median.0-10kb.enhancer_peak,54,0.009222270478546714,97,0.0004972771434800566,180,0.0
18mo.9mo.contact.log_ratio.mean.20kb-1Mb.enhancer_DMR,55,0.008285249799765713,199,0.0,22,0.026526316764978967
9mo.2mo.Q.skew.loops,56,0.007719485233215704,110,0.0,61,0.007660422122499266
18mo.9mo.contact.log_ratio.min.10kb-20kb.enhancer_DMR,57,0.007651964842181356,66,0.0021358729562331483,223,0.0
18mo.9mo.activity.log_ratio.mean.0-10kb.enhancer_peak,58,0.007619188123530155,74,0.0017737418455554608,107,0.0023187487901233316
18mo.9mo.log_ratio.mean.atac,59,0.00749105219356448,11,0.015012201903757419,25,0.023714924104143352
9mo.2mo.T.min.loops,60,0.007488089785194586,152,0.0,87,0.0037480058543179124
18mo.9mo.T.median.loops,61,0.007427772503558248,60,0.0025967309030571336,88,0.003698587013484528
Tanova.std.loops,62,0.0073949157571416724,56,0.0033337208476175496,131,0.0013522159190955643
9mo.2mo.T.max.loops,63,0.007182334126401604,32,0.007021715096395742,62,0.007616579893479502
9mo.2mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,64,0.006484031575523786,16,0.013413468458914033,110,0.0020761267390784267
9mo.2mo.Q.mean.loops,65,0.005991391582003843,73,0.0018447302526729242,92,0.003600029663159875
18mo.9mo.activity.log_ratio.min.0-10kb.enhancer_peak,66,0.0058110026213854344,168,0.0,43,0.01299558300100104
Qanova.skew.loops,67,0.005683667733084297,40,0.0057017992600336635,156,0.0002527434904149019
18mo.9mo.contact.log_ratio.min.0-10kb.enhancer_DMR,68,0.005029102216660747,129,0.0,189,0.0
9mo.2mo.activity.log_ratio.max.0-10kb.enhancer_peak,69,0.00489628204446324,166,0.0,72,0.005693715331328224
9mo.2mo.activity.log_ratio.mean.10kb-20kb.enhancer_DMR,70,0.004826210401805938,188,0.0,214,0.0
9mo.2mo.activity.log_ratio.mean.0-10kb.enhancer_peak,71,0.0048189586011128825,165,0.0,140,0.0008436605449960213
18mo.9mo.T.mean.loops,72,0.004801355800070502,75,0.0016664370636841586,76,0.005103694343038822
9mo.2mo.activity.log_ratio.skew.20kb-1Mb.enhancer_peak,73,0.0047164025237198285,228,0.0,201,0.0
18mo.9mo.T.min.loops,74,0.004430000116791662,88,0.0007633798516004741,18,0.029845250366076017
9mo.2mo.log_ratio.DMR,75,0.004410653651054746,109,0.0,85,0.0038403510186270752
