index,rank.down,abs_mean_shap.down,rank.non,abs_mean_shap.non,rank.up,abs_mean_shap.up
18mo.2mo.log_ratio.max.atac,1,0.07384185155981988,142,0.0,5,0.055372650032569644
9mo.2mo.log_ratio.mean.atac,2,0.07053543847580454,70,0.0,14,0.023134420653915917
18mo.9mo.log_ratio.mcg_genebody,3,0.06193442189960926,2,0.0460068614046205,6,0.053414110876984874
18mo.2mo.log_ratio.mean.atac,4,0.03230826167169222,80,0.0,2,0.14744228516887095
9mo.2mo.log_ratio.max.atac,5,0.022506072978739994,139,0.0,119,0.0
gene_length.meta,6,0.01757935137266829,1,0.05435699123729842,1,0.27593939352707975
9mo.2mo.log_ratio.std.atac,7,0.0153328618021798,11,0.00975832636626232,3,0.07606019414813857
log2_distance.std.atac,8,0.015188486714785895,83,0.0,4,0.05990654900275987
18mo.9mo.T.mean.loops,9,0.009614847292422337,109,0.0,128,0.0
18mo.2mo.log_ratio.mcg_genebody,10,0.0051786250160443985,7,0.012378699753468747,177,0.0
18mo.9mo.log_ratio.max.atac,11,0.004786613220506461,141,0.0,120,0.0
18mo.9mo.T.min.loops,12,0.002342234575562513,100,0.0,131,0.0
rel_pos.DMR,13,0.0018110421713104618,57,0.0,22,0.015341871494238659
18mo.2mo.log_ratio.DMR,14,0.0,59,0.0,74,0.00033088529570957467
distance.log2.DMR,15,0.0,29,0.0,92,0.0
count.DMR,16,0.0,24,0.0,66,0.0008819899328298632
Qanova.mean.loops,17,0.0,26,0.0,108,0.0
Qanova.median.loops,18,0.0,28,0.0,54,0.0027063426328885675
Qanova.std.loops,19,0.0,31,0.0,100,0.0
18mo.9mo.log_ratio.DMR,20,0.0,58,0.0,150,0.0
Qanova.max.loops,21,0.0,9,0.011289269305326961,17,0.01983707863042019
Qanova.min.loops,22,0.0,36,0.0,101,0.0
Tanova.mean.loops,23,0.0,17,0.006603896095255405,102,0.0
Tanova.median.loops,24,0.0,25,0.0,25,0.01385758030287039
Tanova.std.loops,25,0.0,15,0.006732115982076228,103,0.0
Tanova.max.loops,26,0.0,35,0.0,91,0.0
Tanova.min.loops,27,0.0,34,0.0,55,0.002638585596343898
9mo.2mo.Q.mean.loops,28,0.0,33,0.0,61,0.0014992942025232577
9mo.2mo.Q.median.loops,29,0.0,32,0.0,43,0.004942524124516378
9mo.2mo.Q.std.loops,30,0.0,30,0.0,51,0.0038140559425481747
9mo.2mo.Q.max.loops,31,0.0,37,0.0,38,0.006017283551337731
9mo.2mo.Q.min.loops,32,0.0,27,0.0,50,0.003963309529410139
18mo.9mo.Q.mean.loops,33,0.0,23,0.0,77,0.0
18mo.9mo.Q.std.loops,34,0.0,22,0.0,79,0.0
9mo.2mo.log_ratio.DMR,35,0.0,21,0.0008504191876680079,70,0.00043325359087981695
9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,36,0.0,89,0.0,53,0.002928056116339026
9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,37,0.0,39,0.0,208,0.0
9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,38,0.0,40,0.0,65,0.0009902222772582864
9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,39,0.0,41,0.0,30,0.010584264229713444
9mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,40,0.0,42,0.0,209,0.0
18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,41,0.0,43,0.0,62,0.0014821833401907367
18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,42,0.0,44,0.0,210,0.0
18mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,43,0.0,45,0.0,211,0.0
18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,44,0.0,46,0.0,36,0.007014029678774927
18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,45,0.0,47,0.0,212,0.0
18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,46,0.0,60,0.0,204,0.0
18mo.9mo.Q.median.loops,47,0.0,48,0.0,78,0.0
18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,48,0.0,49,0.0,179,0.0
18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,49,0.0,50,0.0,180,0.0
18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,50,0.0,51,0.0,181,0.0
18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,51,0.0,52,0.0,182,0.0
18mo.9mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,52,0.0,53,0.0,183,0.0
count.enhancer_peak,53,0.0,54,0.0,184,0.0
rel_pos.DAR,54,0.0,3,0.04144735381426917,185,0.0
9mo.2mo.log_ratio.DAR,55,0.0,20,0.0032635026909375838,24,0.014428209165106391
18mo.9mo.log_ratio.DAR,56,0.0,16,0.006629587876908452,195,0.0
18mo.2mo.log_ratio.DAR,57,0.0,55,0.0,13,0.02388763923109487
count.DAR,58,0.0,13,0.007378450731839602,32,0.008075695114030685
size.log2.DMR,59,0.0,56,0.0,194,0.0
18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,60,0.0,12,0.008622144018491635,178,0.0
loop_size.log.min.loops,61,0.0,96,0.0,136,0.0
min_distance.log.mean.loops,62,0.0,61,0.0,10,0.0351710321044712
min_distance.log.median.loops,63,0.0,62,0.0,137,0.0
min_distance.log.std.loops,64,0.0,63,0.0,138,0.0
min_distance.log.max.loops,65,0.0,64,0.0,15,0.020396109190554033
min_distance.log.min.loops,66,0.0,65,0.0,111,0.0
count.loops,67,0.0,66,0.0,166,0.0
9mo.2mo.log_ratio.mcg_genebody,68,0.0,6,0.013642759647316817,167,0.0
9mo.2mo.log_ratio.mch_genebody,69,0.0,67,0.0,35,0.007143039525726979
18mo.9mo.log_ratio.mch_genebody,70,0.0,68,0.0,169,0.0
18mo.2mo.log_ratio.mch_genebody,71,0.0,69,0.0,73,0.00035124931599089066
9mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,72,0.0,38,0.0,47,0.00419777435999793
18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,73,0.0,84,0.0,118,0.0
18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_DMR,74,0.0,73,0.0,173,0.0
18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,75,0.0,74,0.0,126,0.0
18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,76,0.0,75,0.0,160,0.0
18mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,77,0.0,76,0.0,16,0.020081824284437805
18mo.9mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,78,0.0,77,0.0,170,0.0
count.atac,79,0.0,78,0.0,12,0.024135308243538052
18mo.9mo.log_ratio.mean.atac,80,0.0,79,0.0,9,0.03846293319076284
log2_distance.mean.atac,81,0.0,4,0.027253768266545526,40,0.00576937775762181
18mo.9mo.log_ratio.std.atac,82,0.0,81,0.0,56,0.0022681740608412443
18mo.2mo.log_ratio.std.atac,83,0.0,82,0.0,125,0.0
9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,84,0.0,71,0.0,165,0.0
18mo.9mo.Q.max.loops,85,0.0,85,0.0,80,0.0
18mo.9mo.Q.min.loops,86,0.0,86,0.0,81,0.0
18mo.2mo.Q.mean.loops,87,0.0,87,0.0,34,0.007473145010077554
18mo.2mo.Q.median.loops,88,0.0,88,0.0,82,0.0
18mo.2mo.Q.std.loops,89,0.0,72,0.0,83,0.0
18mo.2mo.Q.max.loops,90,0.0,90,0.0,84,0.0
18mo.2mo.Q.min.loops,91,0.0,91,0.0,8,0.04186288632944001
9mo.2mo.T.mean.loops,92,0.0,92,0.0,99,0.0
9mo.2mo.T.median.loops,93,0.0,93,0.0,90,0.0
9mo.2mo.T.std.loops,94,0.0,94,0.0,116,0.0
9mo.2mo.T.max.loops,95,0.0,19,0.0034952043905281454,11,0.026030351889137784
loop_size.log.max.loops,96,0.0,108,0.0,135,0.0
18mo.9mo.T.median.loops,97,0.0,97,0.0,41,0.005722034193721374
18mo.9mo.T.std.loops,98,0.0,98,0.0,129,0.0
18mo.9mo.T.max.loops,99,0.0,99,0.0,130,0.0
18mo.2mo.T.mean.loops,100,0.0,101,0.0,19,0.017973578478176575
18mo.2mo.T.median.loops,101,0.0,102,0.0,67,0.0007478055385425249
18mo.2mo.T.std.loops,102,0.0,103,0.0,132,0.0
18mo.2mo.T.max.loops,103,0.0,10,0.009810135151709563,39,0.0059882007847316026
18mo.2mo.T.min.loops,104,0.0,104,0.0,7,0.05023878133562423
loop_size.log.mean.loops,105,0.0,105,0.0,142,0.0
loop_size.log.median.loops,106,0.0,106,0.0,134,0.0
loop_size.log.std.loops,107,0.0,107,0.0,75,0.0003219701201107783
9mo.2mo.T.min.loops,108,0.0,95,0.0,127,0.0
18mo.9mo.contact.log_ratio.count.5kb-20kb.enhancer_DMR,109,0.0,112,0.0,88,0.0
9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,110,0.0,18,0.005718585890937845,69,0.0004396624258217154
9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,111,0.0,113,0.0,89,0.0
9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,112,0.0,114,0.0,58,0.0019248057107305553
9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,113,0.0,115,0.0,44,0.004804710945905879
9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,114,0.0,116,0.0,104,0.0
18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,115,0.0,117,0.0,27,0.013096062932234661
18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,116,0.0,14,0.007191564593639141,105,0.0
18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,117,0.0,118,0.0,52,0.0031306329637847217
18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,118,0.0,119,0.0,106,0.0
