index,rank.down,abs_mean_shap.down,rank.non,abs_mean_shap.non,rank.up,abs_mean_shap.up
gene_length.meta,1,0.272620119800906,1,0.1170611727613867,1,0.3843243450587188
18mo.2mo.log_ratio.mean.atac,2,0.25242169651681434,19,0.007407863099345732,9,0.05421847220036836
9mo.2mo.log_ratio.mch_genebody,3,0.12382735911530021,8,0.02574040428916826,5,0.07331396922749742
9mo.2mo.log_ratio.mean.atac,4,0.11743148441591515,57,0.0,4,0.076183867060295
9mo.2mo.Q.skew.loops,5,0.10957345132936708,65,0.0,23,0.010661963868168567
9mo.2mo.log_ratio.mcg_genebody,6,0.0966502167851321,3,0.07053067564797376,10,0.036729065954728045
18mo.2mo.log_ratio.mch_genebody,7,0.08247412814305453,76,0.0,2,0.08425460082831532
a_length.log.median.loops,8,0.06794086327837243,73,0.0,28,0.008023637154690321
18mo.9mo.log_ratio.mean.atac,9,0.05893708006595836,61,0.0,7,0.05902879607320179
18mo.2mo.activity.log_ratio.min.20kb-1Mb.enhancer_peak,10,0.043303052759594056,48,0.00035065016595712726,67,0.0
log2_distance.std.atac,11,0.04150789770275984,5,0.03427005460414193,6,0.06041609769016433
18mo.9mo.log_ratio.mcg_genebody,12,0.030080860160190962,51,0.0001314833370396116,17,0.017175216752477355
18mo.2mo.activity.log_ratio.count.0-10kb.enhancer_peak,13,0.029979648873720868,27,0.003680890881933467,66,0.0
18mo.2mo.log_ratio.mcg_genebody,14,0.025811401777649234,4,0.04455452838411878,32,0.007171441766946006
18mo.2mo.T.max.loops,15,0.02101526765036275,67,0.0,22,0.011554673478134974
9mo.2mo.Q.min.loops,16,0.017576904888552174,42,0.0018412527057011586,43,0.00428016588552993
18mo.2mo.T.median.loops,17,0.015839316676820377,66,0.0,57,0.0018387661752607832
9mo.2mo.contact.log_ratio.std.20kb-1Mb.enhancer_peak,18,0.015142646866474218,38,0.0022041201722596874,38,0.0049633054916530745
a_length.log.min.loops,19,0.014610322107931726,75,0.0,34,0.006395730353157247
18mo.2mo.contact.log_ratio.min.20kb-1Mb.enhancer_peak,20,0.01410070910788173,39,0.0021560525011954383,44,0.0036596609963157676
18mo.2mo.Q.median.loops,21,0.01343638932125413,69,0.0,59,0.0012503122782491932
9mo.2mo.Q.median.loops,22,0.012284857995444768,7,0.027364047473615778,13,0.023928181637921285
