index,rank.down,abs_mean_shap.down,rank.non,abs_mean_shap.non,rank.up,abs_mean_shap.up
18mo.2mo.log_ratio.mch_genebody,1,0.14528618155247397,75,0.0,21,0.010705918249592225
9mo.2mo.log_ratio.mch_genebody,2,0.08056668962295083,73,0.0,85,0.0
log2_distance.std.atac,3,0.0799464417196698,12,0.0019894303643137067,136,0.0
18mo.2mo.log_ratio.mean.atac,4,0.05014108911754272,85,0.0,94,0.0
18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,5,0.03671517549537,197,0.0,2,0.056788217844739454
loop_size.log.mean.loops,6,0.026423967919239913,114,0.0,78,0.0
18mo.9mo.Q.std.loops,7,0.024988960697566145,93,0.0,9,0.02258341707556183
18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,8,0.023465173268908828,200,0.0,197,0.0
loop_size.log.max.loops,9,0.022807824930143304,103,0.0,34,0.004596783820839831
18mo.2mo.log_ratio.max.atac,10,0.01778994628063433,152,0.0,47,0.0007034902666484923
18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,11,0.013972125871579413,215,0.0,227,0.0
18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,12,0.013439831889339032,198,0.0,12,0.01713562046591483
9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,13,0.01098525717453148,193,0.0,193,0.0
loop_size.log.median.loops,14,0.009485793680729012,115,0.0,23,0.009925924428878454
18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,15,0.00930524981657481,178,0.0,179,0.0
18mo.9mo.log_ratio.mean.atac,16,0.008815586493060445,84,0.0,93,0.0
18mo.2mo.Q.std.loops,17,0.0073341957157491535,96,0.0,26,0.008932110876175153
18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_DMR,18,0.007310473611402239,142,0.0,144,0.0
18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_peak,19,0.006658023444829262,185,0.0,185,0.0
9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,20,0.006334418062131627,192,0.0,192,0.0
loop_size.log.min.loops,21,0.005242196794162223,64,0.0,27,0.00796314604980268
