index,rank.down,abs_mean_shap.down,rank.non,abs_mean_shap.non,rank.up,abs_mean_shap.up
gene_length.meta,1,0.26776119046086844,1,0.051759077448247856,1,0.23899002840537245
18mo.9mo.activity.log_ratio.count.0-10kb.enhancer_DMR,2,0.02415696345628797,65,0.0,65,0.0
18mo.2mo.activity.log_ratio.median.20kb-1Mb.enhancer_DMR,3,0.022115430382585528,146,0.0,143,0.0
9mo.2mo.contact.log_ratio.mean.0-10kb.enhancer_peak,4,0.018382397789697535,203,0.0,186,0.0
18mo.2mo.T.skew.loops,5,0.016108807074774252,56,0.0,92,0.0
9mo.2mo.Q.min.loops,6,0.0149130078184545,29,0.0,31,0.0
18mo.2mo.contact.log_ratio.std.20kb-1Mb.enhancer_peak,7,0.011679333746709484,36,0.0,37,0.0
18mo.9mo.contact.log_ratio.median.20kb-1Mb.enhancer_peak,8,0.00926858900931775,41,0.0,42,0.0
18mo.2mo.T.median.loops,9,0.005995443523624693,55,0.0,103,0.0
9mo.2mo.contact.log_ratio.min.0-10kb.enhancer_peak,10,0.005884743750379515,193,0.0,189,0.0
9mo.2mo.contact.log_ratio.min.20kb-1Mb.enhancer_DMR,11,0.004760250284581173,111,0.0,108,0.0
18mo.9mo.log_ratio.DAR,12,0.004421778291629593,52,0.0,53,0.0
18mo.2mo.log_ratio.DAR,13,0.003928189942834241,53,0.0,12,0.0015513065002732388
9mo.2mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,14,0.003127134143911562,160,0.0,158,0.0
18mo.2mo.log_ratio.mean.atac,15,0.002524026143246218,132,0.0,4,0.024716139710192476
18mo.2mo.log_ratio.DMR,16,0.0,17,0.0,23,0.0
count.DMR,17,0.0,13,0.0,18,0.0
Qanova.mean.loops,18,0.0,12,0.0,13,0.0
Qanova.median.loops,19,0.0,11,0.0,14,0.0
Qanova.std.loops,20,0.0,10,0.0,15,0.0
Qanova.skew.loops,21,0.0,9,0.0,16,0.0
Qanova.max.loops,22,0.0,14,0.0,17,0.0
