index,rank.down,abs_mean_shap.down,rank.non,abs_mean_shap.non,rank.up,abs_mean_shap.up
18mo.2mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,1,0.15980258553389176,80,0.0,9,0.0338620710306507
9mo.2mo.log_ratio.mch_genebody,2,0.09325216332175629,11,0.016255517635503692,27,0.012961373136958826
18mo.2mo.log_ratio.mch_genebody,3,0.0910546887115412,46,0.0,39,0.008592053148677097
count.DAR,4,0.060962107116038625,14,0.008331147431704699,66,0.0017477887170760536
18mo.2mo.activity.log_ratio.min.20kb-1Mb.enhancer_peak,5,0.056570865611511686,76,0.0,2,0.12350566349127762
18mo.9mo.Q.std.loops,6,0.050161725487672434,34,0.0,15,0.02396072351834986
a_length.log.min.loops,7,0.044116456709385535,48,0.0,16,0.02317894315133933
9mo.2mo.log_ratio.mean.atac,8,0.029832387575241367,15,0.007403879865140993,4,0.07239409230456956
9mo.2mo.Q.min.loops,9,0.028349578994508413,5,0.028857445260944904,110,0.0
18mo.9mo.T.mean.loops,10,0.025775971897173962,20,0.004596053367209466,33,0.009843729218146264
log2_distance.std.atac,11,0.025403352453074797,79,0.0,6,0.053337211358101114
18mo.2mo.log_ratio.std.atac,12,0.025308671805340556,42,0.0,65,0.001999599045067567
gene_length.meta,13,0.024448655848895152,2,0.08377193951069842,1,0.4568279035136392
18mo.9mo.log_ratio.mcg_genebody,14,0.02164530206783166,47,0.0,67,0.0016211982390441733
Qanova.max.loops,15,0.021387178250232123,100,0.0,51,0.003929365956213057
9mo.2mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,16,0.02039582535362991,86,0.0,85,0.0
9mo.2mo.log_ratio.mcg_genebody,17,0.018927296951641852,10,0.01798176225946655,30,0.01074208113984597
18mo.2mo.log_ratio.DAR,18,0.018499835957928822,121,0.0,56,0.0032784408932852492
18mo.2mo.log_ratio.DMR,19,0.017825347773828795,6,0.020981001821985912,73,0.0006185772262838067
a_length.log.max.loops,20,0.016502293824673435,49,0.0,12,0.03071629242550761
18mo.9mo.log_ratio.mch_genebody,21,0.01493855749764004,13,0.01293002678469543,11,0.03210137669672941
18mo.2mo.log_ratio.mean.atac,22,0.012314745362949044,45,0.0,19,0.018023123300538808
18mo.2mo.contact.log_ratio.max.20kb-1Mb.enhancer_peak,23,0.010389756991115896,117,0.0,57,0.0031071754152325287
9mo.2mo.activity.log_ratio.max.20kb-1Mb.enhancer_peak,24,0.00913213984520094,83,0.0,99,0.0
9mo.2mo.log_ratio.std.atac,25,0.007654264191001407,43,0.0,21,0.016107637350721373
18mo.9mo.log_ratio.mean.atac,26,0.0069528182993039405,21,0.003957420787456778,18,0.01821804486501981
a_length.log.median.loops,27,0.006892919831270995,19,0.0063872316131348954,90,0.0
9mo.2mo.contact.log_ratio.std.20kb-1Mb.enhancer_peak,28,0.005904030301119528,24,0.0029864107462144527,22,0.014729391402614108
9mo.2mo.activity.log_ratio.min.20kb-1Mb.enhancer_peak,29,0.005329070447824997,82,0.0,8,0.03794464953747606
18mo.2mo.activity.log_ratio.count.20kb-1Mb.enhancer_peak,30,0.005179754148288351,75,0.0,97,0.0
count.DMR,31,0.004718113081974694,105,0.0,10,0.03210877758512719
18mo.9mo.contact.log_ratio.median.20kb-1Mb.enhancer_peak,32,0.004630249848428994,113,0.0,87,0.0
18mo.2mo.log_ratio.mcg_genebody,33,0.003858161209570824,4,0.030520605634016883,101,0.0
9mo.2mo.T.skew.loops,34,0.0036124033232867586,62,0.0,118,0.0
18mo.2mo.Q.min.loops,35,0.003544440675563516,41,0.0,54,0.003364192586731943
18mo.9mo.T.median.loops,36,0.003028235078020965,59,0.0,44,0.0067137237721926705
9mo.2mo.Q.median.loops,37,0.002924438766616538,94,0.0,106,0.0
Qanova.std.loops,38,0.0027928719696448,102,0.0,108,0.0
18mo.2mo.Q.max.loops,39,0.002631077867023001,40,0.0,45,0.006590148085492924
18mo.2mo.T.min.loops,40,0.0022086489110308702,32,0.000662629904107653,46,0.006436551039104926
18mo.9mo.log_ratio.DAR,41,0.002149268929217256,108,0.0,50,0.004220021242980582
9mo.2mo.Q.mean.loops,42,0.0021230526779658183,95,0.0,105,0.0
9mo.2mo.contact.log_ratio.min.20kb-1Mb.enhancer_peak,43,0.0018146263321341433,66,0.0,42,0.0072551660496972085
18mo.9mo.activity.log_ratio.std.20kb-1Mb.enhancer_peak,44,0.0014935037225875232,73,0.0,76,0.00010380922087767694
log2_distance.mean.atac,45,0.0014837059813533613,44,0.0,20,0.016870532111285915
18mo.2mo.Q.median.loops,46,0.0,8,0.018781995605655886,116,0.0
18mo.9mo.T.std.loops,47,0.0,58,0.0,81,0.0
18mo.2mo.Q.std.loops,48,0.0,36,0.0,60,0.002587064719543641
18mo.9mo.contact.log_ratio.count.20kb-1Mb.enhancer_DMR,49,0.0,87,0.0,84,0.0
9mo.2mo.T.min.loops,50,0.0,60,0.0,120,0.0
9mo.2mo.T.max.loops,51,0.0,61,0.0,119,0.0
9mo.2mo.T.std.loops,52,0.0,63,0.0,117,0.0
9mo.2mo.T.mean.loops,53,0.0,18,0.006506845252140872,107,0.0
9mo.2mo.T.median.loops,54,0.0,64,0.0,17,0.019115123383606526
18mo.2mo.Q.skew.loops,55,0.0,39,0.0,70,0.0011878980432647205
count.atac,56,0.0,1,0.14603957649691807,38,0.008752267039010452
9mo.2mo.activity.log_ratio.count.20kb-1Mb.enhancer_DMR,57,0.0,92,0.0,41,0.0076210214521213295
18mo.9mo.log_ratio.std.atac,58,0.0,9,0.018561112134510914,7,0.052258550970193295
18mo.2mo.activity.log_ratio.count.20kb-1Mb.enhancer_DMR,59,0.0,91,0.0,61,0.0024178028519910065
18mo.9mo.activity.log_ratio.count.20kb-1Mb.enhancer_DMR,60,0.0,90,0.0,94,0.0
9mo.2mo.contact.log_ratio.count.20kb-1Mb.enhancer_DMR,61,0.0,89,0.0,82,0.0
count.loops,62,0.0,30,0.0008516340108774726,52,0.003501267378087233
18mo.2mo.contact.log_ratio.count.20kb-1Mb.enhancer_DMR,63,0.0,88,0.0,83,0.0
a_length.log.skew.loops,64,0.0,29,0.0010075664165303054,23,0.013815508277555302
18mo.2mo.T.skew.loops,65,0.0,52,0.0,72,0.0006926248850906337
a_length.log.mean.loops,66,0.0,7,0.019778618298922662,89,0.0
18mo.2mo.T.max.loops,67,0.0,51,0.0,88,0.0
18mo.2mo.Q.mean.loops,68,0.0,17,0.006709028709709048,115,0.0
18mo.2mo.T.std.loops,69,0.0,65,0.0,78,0.0
18mo.2mo.T.median.loops,70,0.0,54,0.0,68,0.00159956237586871
18mo.2mo.T.mean.loops,71,0.0,55,0.0,77,0.0
18mo.9mo.T.min.loops,72,0.0,23,0.0030145097365813296,69,0.001575499875663728
18mo.9mo.T.max.loops,73,0.0,56,0.0,13,0.027389426444977136
18mo.9mo.T.skew.loops,74,0.0,57,0.0,62,0.0023366389021741265
a_length.log.std.loops,75,0.0,50,0.0,91,0.0
18mo.9mo.contact.log_ratio.min.20kb-1Mb.enhancer_peak,76,0.0,110,0.0,35,0.009592718116047427
18mo.9mo.contact.log_ratio.max.20kb-1Mb.enhancer_peak,77,0.0,111,0.0,49,0.006174806804676611
18mo.9mo.contact.log_ratio.std.20kb-1Mb.enhancer_peak,78,0.0,112,0.0,53,0.0034660649115978793
18mo.9mo.contact.log_ratio.mean.20kb-1Mb.enhancer_peak,79,0.0,114,0.0,80,0.0
18mo.2mo.contact.log_ratio.count.20kb-1Mb.enhancer_peak,80,0.0,115,0.0,79,0.0
18mo.2mo.contact.log_ratio.min.20kb-1Mb.enhancer_peak,81,0.0,116,0.0,63,0.0023103772162885463
18mo.2mo.contact.log_ratio.std.20kb-1Mb.enhancer_peak,82,0.0,118,0.0,59,0.0026693093624984812
18mo.2mo.contact.log_ratio.median.20kb-1Mb.enhancer_peak,83,0.0,119,0.0,34,0.009628726934001608
18mo.2mo.contact.log_ratio.mean.20kb-1Mb.enhancer_peak,84,0.0,120,0.0,5,0.05633621812285039
9mo.2mo.contact.log_ratio.count.20kb-1Mb.enhancer_peak,85,0.0,107,0.0,96,0.0
9mo.2mo.Q.skew.loops,86,0.0,53,0.0,55,0.0033048891743917654
9mo.2mo.contact.log_ratio.median.20kb-1Mb.enhancer_peak,87,0.0,68,0.0,93,0.0
9mo.2mo.contact.log_ratio.mean.20kb-1Mb.enhancer_peak,88,0.0,69,0.0,92,0.0
18mo.9mo.activity.log_ratio.count.20kb-1Mb.enhancer_peak,89,0.0,70,0.0,98,0.0
18mo.9mo.activity.log_ratio.min.20kb-1Mb.enhancer_peak,90,0.0,71,0.0,26,0.013062471632886622
18mo.9mo.activity.log_ratio.max.20kb-1Mb.enhancer_peak,91,0.0,72,0.0,14,0.024728236495746483
18mo.9mo.activity.log_ratio.median.20kb-1Mb.enhancer_peak,92,0.0,26,0.0019471759092466422,28,0.012632539253219095
18mo.9mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,93,0.0,74,0.0,3,0.09462984919132313
18mo.2mo.activity.log_ratio.max.20kb-1Mb.enhancer_peak,94,0.0,77,0.0,31,0.010214983333694699
18mo.2mo.activity.log_ratio.std.20kb-1Mb.enhancer_peak,95,0.0,78,0.0,32,0.009981834529775333
18mo.2mo.activity.log_ratio.median.20kb-1Mb.enhancer_peak,96,0.0,93,0.0,25,0.013616942289281743
9mo.2mo.activity.log_ratio.count.20kb-1Mb.enhancer_peak,97,0.0,81,0.0,100,0.0
9mo.2mo.contact.log_ratio.max.20kb-1Mb.enhancer_peak,98,0.0,67,0.0,95,0.0
