index,rank.down,abs_mean_shap.down,rank.non,abs_mean_shap.non,rank.up,abs_mean_shap.up
18mo.2mo.T.std.loops,1,0.2651927289330203,12,0.023019661493570445,27,0.020091456835507414
9mo.2mo.log_ratio.mean.atac,2,0.17203729528332198,17,0.01612120687838869,2,0.14175874258979582
gene_length.meta,3,0.16437699913869067,8,0.03428272673081853,1,0.28706142649125604
18mo.2mo.log_ratio.mean.atac,4,0.13988659277660298,22,0.01013155308928021,7,0.10353779916909375
18mo.2mo.Q.std.loops,5,0.1373400586712645,28,0.005641836596025816,23,0.031037896084071075
18mo.9mo.activity.log_ratio.count.10kb-20kb.enhancer_peak,6,0.13044363890152919,40,0.0,20,0.04131426486562166
9mo.2mo.T.std.loops,7,0.1271837114099901,6,0.03804147874160053,38,0.005589241610264663
9mo.2mo.log_ratio.std.atac,8,0.12083059516506985,18,0.014484943923149474,3,0.13578189161978177
9mo.2mo.activity.log_ratio.min.0-10kb.enhancer_peak,9,0.10636079099458993,33,0.0018951659796111694,8,0.07684064730717104
18mo.2mo.contact.log_ratio.median.10kb-20kb.enhancer_DMR,10,0.09685264604329998,31,0.0027329806443701816,30,0.01875891038904213
Qanova.max.loops,11,0.09565071994589101,25,0.009112616385194873,10,0.06255644815514773
9mo.2mo.Q.max.loops,12,0.07822426080890277,26,0.008318375360480464,9,0.06592495895160906
18mo.2mo.activity.log_ratio.max.20kb-1Mb.enhancer_peak,13,0.07022173410268696,37,0.00033073653624658364,21,0.03631420965487372
18mo.9mo.activity.log_ratio.count.0-10kb.enhancer_peak,14,0.06739584231993188,38,0.0003229339775313516,22,0.036242794837723864
log2_distance.mean.atac,15,0.06347330900864312,23,0.010113906632752325,19,0.04260510488722077
18mo.2mo.contact.log_ratio.mean.20kb-1Mb.enhancer_DMR,16,0.06297770913830514,11,0.024107853743815685,12,0.06134244487304857
18mo.2mo.log_ratio.DAR,17,0.05730637145997969,35,0.001328628464259137,33,0.01620884676951567
Qanova.mean.loops,18,0.052961404750982835,16,0.018366346633546988,32,0.016840558454516007
18mo.9mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,19,0.05032390442613902,27,0.0060414559437724415,25,0.028305298387752465
18mo.2mo.log_ratio.mcg_genebody,20,0.0500838046643858,13,0.021115587915035018,26,0.024666017117914742
9mo.2mo.log_ratio.mch_genebody,21,0.04761159062554852,9,0.030259597082688213,16,0.05171445907232413
18mo.9mo.activity.log_ratio.median.20kb-1Mb.enhancer_peak,22,0.04716529112887175,34,0.0015092979799508743,6,0.11272511128129772
9mo.2mo.log_ratio.mcg_genebody,23,0.04655073189959156,4,0.04750454106000309,17,0.04589475996162755
18mo.2mo.log_ratio.mch_genebody,24,0.04471511534228312,20,0.013507847303924318,15,0.05566109290325409
18mo.9mo.log_ratio.std.atac,25,0.035510100864849355,5,0.04528938395280965,28,0.01955562424359783
9mo.2mo.Q.std.loops,26,0.03454494193722438,19,0.01385630789627543,24,0.02983675045484445
count.DAR,27,0.03213790165068868,2,0.08965818555165662,34,0.01535889976759935
count.atac,28,0.030636511875678923,1,0.1507356153626391,18,0.04546237892770473
18mo.9mo.log_ratio.mean.atac,29,0.021552248971868002,15,0.020522767774536214,31,0.01691101476669134
log2_distance.std.atac,30,0.018835518650027208,24,0.010048047756176364,13,0.059061155175915155
a_length.log.max.loops,31,0.01802246972663529,36,0.0011239823635475848,4,0.12901966552375424
18mo.9mo.T.min.loops,32,0.017020845727212602,32,0.0022348121220436327,29,0.019401525822973498
18mo.2mo.contact.log_ratio.min.0-10kb.enhancer_DMR,33,0.01618399644870188,39,0.0,11,0.061879925222372546
9mo.2mo.activity.log_ratio.mean.20kb-1Mb.enhancer_peak,34,0.015536419677852135,14,0.020916996912212067,39,0.004979865679066265
18mo.2mo.activity.log_ratio.count.20kb-1Mb.enhancer_DMR,35,0.007265463733213901,7,0.03604222438435409,40,0.0
18mo.2mo.Q.min.loops,36,0.006663882518388579,29,0.004767526475025968,14,0.058166602680398444
18mo.9mo.T.std.loops,37,0.005774664663736385,21,0.011980346210544963,5,0.1274981520717184
9mo.2mo.activity.log_ratio.min.20kb-1Mb.enhancer_peak,38,0.0056871735950380685,30,0.0034403805708169604,36,0.008341799390233657
18mo.2mo.contact.log_ratio.median.0-10kb.enhancer_DMR,39,0.003226270510294016,10,0.028542379243734463,35,0.010911222856696918
9mo.2mo.contact.log_ratio.median.20kb-1Mb.enhancer_peak,40,0.002153681033855912,3,0.050828937871082724,37,0.005854737810911569
