cell_type,gene,DEG,pred,dmr,mcg_genebody,mch_genebody,atac,hic_loop,hic_abc_dmr,hic_abc_peak
L23_IT_CTX_Glut,Gtpbp4,0,0,0.13621701,0.14467952,0.1348729,0.16905828,0.092989355,0.1513105,0.17087239
L23_IT_CTX_Glut,Zfp871,0,-1,0.13432465,0.21687366,0.14823343,0.09239725,0.07869177,0.1724129,0.15706635
L23_IT_CTX_Glut,Abcf2,0,-1,0.09941043,0.08771771,0.08801804,0.08689721,0.21931891,0.25511608,0.16352172
L23_IT_CTX_Glut,Pdcd6,0,0,0.10922696,0.12923107,0.11071876,0.13659756,0.13602635,0.22324274,0.15495658
L23_IT_CTX_Glut,Stk35,0,-1,0.10492309,0.15987526,0.11429565,0.17793569,0.16445355,0.11909018,0.15942664
L23_IT_CTX_Glut,Zfyve19,0,-1,0.10753683,0.15210152,0.10622259,0.087175235,0.087829255,0.28201252,0.17712207
L23_IT_CTX_Glut,Tapbp,0,-1,0.07995314,0.14872761,0.08493376,0.10549515,0.1809773,0.24450986,0.1554032
L23_IT_CTX_Glut,Dimt1,0,0,0.1464675,0.114349455,0.14152296,0.20467673,0.042898964,0.18283278,0.16725165
L23_IT_CTX_Glut,Gusb,0,0,0.119291134,0.11065312,0.19506413,0.08361378,0.18460687,0.13506913,0.17170183
L23_IT_CTX_Glut,Cachd1,0,0,0.08078521,0.105472095,0.28241435,0.20641467,0.1859742,0.05899741,0.07994203
L23_IT_CTX_Glut,5430416N02Rik,0,0,0.13516815,0.18239099,0.1468781,0.14945818,0.07558389,0.1310814,0.17943934
L23_IT_CTX_Glut,Akap10,0,-1,0.1363914,0.099418454,0.12873238,0.17334403,0.12712894,0.19590387,0.13908091
L23_IT_CTX_Glut,Eogt,0,0,0.11516641,0.14839758,0.2594985,0.14850937,0.13955548,0.06720908,0.12166355
L23_IT_CTX_Glut,Mpped1,0,-1,0.07905514,0.20158985,0.06650405,0.15220988,0.3733153,0.08694363,0.04038218
L23_IT_CTX_Glut,Polr3b,0,0,0.1244373,0.08746024,0.32197428,0.12958086,0.111879006,0.104658134,0.12001019
L23_IT_CTX_Glut,Tdrp,0,-1,0.08678992,0.10508266,0.18283069,0.114548095,0.2813024,0.09209488,0.13735135
L23_IT_CTX_Glut,Nup210l,0,0,0.08767801,0.082959265,0.22520633,0.15224195,0.20304962,0.14713028,0.10173451
L23_IT_CTX_Glut,Prkdc,0,0,0.13196477,0.14182644,0.21841495,0.16947767,0.13869704,0.06937541,0.13024375
L23_IT_CTX_Glut,Baz2a,0,-1,0.067935124,0.13724,0.07491518,0.08540739,0.3636027,0.16579007,0.10510952
L23_IT_CTX_Glut,Tbk1,0,0,0.19172904,0.11903038,0.121884406,0.15105058,0.033302706,0.13511313,0.24788979
L23_IT_CTX_Glut,Sacm1l,0,0,0.16007517,0.20703241,0.15015915,0.16260849,0.03677486,0.098295204,0.18505472
L23_IT_CTX_Glut,Sephs1,0,-1,0.100643255,0.09645673,0.14877254,0.08821844,0.25647306,0.13389133,0.1755446
L23_IT_CTX_Glut,Dkk2,0,0,0.103974424,0.123799026,0.3016281,0.15429899,0.12742083,0.09024922,0.09862943
L23_IT_CTX_Glut,Ik,0,-1,0.10217141,0.10100254,0.098445244,0.08268062,0.20304348,0.27584553,0.13681112
L23_IT_CTX_Glut,Ikzf5,0,0,0.14193465,0.17603175,0.1661456,0.15526262,0.054842696,0.15547709,0.15030561
L23_IT_CTX_Glut,Suv39h1,0,0,0.14731598,0.13749596,0.16695632,0.03778083,0.033843625,0.2509667,0.22564058
L23_IT_CTX_Glut,Atp6v0e,0,-1,0.12434986,0.21883297,0.10458909,0.12462864,0.1866649,0.107989,0.13294557
L23_IT_CTX_Glut,Neto2,0,0,0.1440949,0.13866192,0.1231273,0.15229443,0.1851661,0.108493075,0.1481622
L23_IT_CTX_Glut,Pdp1,0,-1,0.10526043,0.15222886,0.12772165,0.07556131,0.17817542,0.20334075,0.15771154
L23_IT_CTX_Glut,Ypel3,0,-1,0.061249647,0.09012464,0.100094356,0.04974321,0.19619195,0.337768,0.1648282
L23_IT_CTX_Glut,Acd,0,-1,0.08634077,0.11018805,0.08321455,0.06568441,0.2591379,0.2557695,0.13966486
L23_IT_CTX_Glut,Sh3d19,0,-1,0.13840838,0.09020068,0.2256757,0.19575171,0.21785982,0.043602705,0.08850101
L23_IT_CTX_Glut,Vps52,0,-1,0.07223065,0.05451319,0.062649354,0.08152522,0.2832459,0.31221938,0.13361631
L23_IT_CTX_Glut,Ndufaf4,0,0,0.10589167,0.10644776,0.19547214,0.094073184,0.12386826,0.21569361,0.15855342
L23_IT_CTX_Glut,Dhx37,0,-1,0.12167824,0.13936773,0.09734203,0.0830196,0.1184871,0.1643266,0.27577868
L23_IT_CTX_Glut,P2rx4,0,-1,0.07587329,0.08143623,0.19732338,0.10495528,0.2538619,0.16957937,0.1169705
L23_IT_CTX_Glut,Pald1,0,0,0.13026257,0.11302196,0.2601251,0.13972655,0.028098406,0.20031738,0.12844804
L23_IT_CTX_Glut,Arhgef11,0,-1,0.09481277,0.1069997,0.08975354,0.16293563,0.34216815,0.10190965,0.10142063
L23_IT_CTX_Glut,Zswim3,0,-1,0.09546192,0.105477996,0.08291092,0.08878785,0.21320416,0.2901526,0.12400452
L23_IT_CTX_Glut,Gm12689,0,0,0.17176636,0.11577093,0.4040234,0.13034874,0.07701364,0.074714385,0.026362574
L23_IT_CTX_Glut,Pygo2,0,-1,0.112107985,0.08931986,0.15832868,0.057327107,0.22368976,0.20529348,0.15393311
L23_IT_CTX_Glut,Gm27253,0,0,0.11191353,0.09366982,0.17680548,0.08533481,0.13615532,0.20687003,0.1892509
