gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,count.DAR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,Tanova.max.loops,Qanova.mean.loops,loop_size.log.std.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,min_distance.log.std.loops,9mo.2mo.T.mean.loops,count.loops,Qanova.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,Qanova.std.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.max.loops,Tanova.median.loops,18mo.9mo.Q.max.loops,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,DEG,pred
Heatr5a,-0.4726592881933731,0.0,0.011230152757728802,0.0014482943669838063,0.004827015430611723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16445772642927134,0.0,0.004344883100951419,0.006364132222883841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Glis1,-0.5120959084152299,0.0,0.011230152757728802,0.0014482943669838063,0.00449206110309152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12169523055062574,0.0,0.004344883100951419,0.0026796346201616176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Frmpd1,-0.3684954445480424,0.0,0.011230152757728802,0.0009655296145116582,0.00449206110309152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15494707708849625,0.0,-0.042483301449786216,0.0026796346201616176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Nkx2-2os,-0.44172028446679606,0.0,0.007486768505152534,0.0014482943669838063,-0.062140178592766035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12169523055062574,0.0,0.004344883100951419,0.0026796346201616176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Yipf5,0.4625615903231151,0.0,0.024706336067003364,0.004344883100951419,0.03593648882473216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19354896762353532,0.0,0.01593123803682187,-0.04421397123266669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Arhgap21,-0.34543077905169306,0.0,0.007486768505152534,0.0014482943669838063,-0.062140178592766035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15494707708849625,0.0,0.004344883100951419,0.0026796346201616176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Utp3,-0.3065208598752232,0.0,0.011230152757728802,0.0014482943669838063,0.004827015430611723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09877094634644248,0.0,0.004344883100951419,0.006364132222883841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Zc3h12c,0.6067075090592399,0.0,0.024706336067003364,0.004344883100951419,0.038616123444893784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14889379283961127,0.0,0.01593123803682187,0.016747716376010108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2610020C07Rik,0.6125082177493502,0.0,0.024706336067003364,0.004344883100951419,0.038616123444893784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2683441095492419,0.0,0.01593123803682187,0.016747716376010108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Efna2,0.6125082177493502,0.0,0.024706336067003364,0.004344883100951419,0.038616123444893784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2683441095492419,0.0,0.01593123803682187,0.016747716376010108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
