gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,distance.log2.DMR,18mo.9mo.Q.std.loops,Qanova.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,18mo.2mo.T.max.loops,loop_size.log.mean.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,count.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Zbtb14,-0.2378042251312811,0.0,0.0,0.0,-0.004936492756793373,-0.016448180852948052,-0.002274029349025927,0.0,0.0,0.1103551534837798,0.0,0.0,0.0,0.2775965871191339,0.0,0.013705727105077944,-0.007593370091758277,0.14483938738703728,-0.10706966586018864,-0.006971055445702453,0.0006450267116490163,0.0,-0.026831614735879396,-0.0013314163018214075,-0.01524625130389866,0.004191640568406959,-0.07238789138041045,0.3005618096182221,1.0,0.0
Kat6b,0.7754182815061588,0.0,0.0,0.0,0.0,0.008062833748561772,-0.0032166423962304465,0.0,0.0,-0.1297029400930593,0.0,0.0,0.0,-0.025733139169843572,0.0,-0.06645717020881803,-0.007593370091758277,-0.0023292883936511842,0.06865907107528887,0.16393175353541187,0.00032251335582450817,0.0,-0.04949329460137769,-0.0013314163018214075,-0.010799428006928218,0.010479101421017396,-0.004838527964526101,-0.045539668123973046,1.0,0.0
2900009J06Rik,-0.3780005752648178,0.0,0.0,0.0,0.0,0.0070952936810882465,-0.004548058698051854,0.0,0.0,0.11648290859241235,0.0,0.0,0.0,-0.03638446958441483,0.0,0.013705727105077944,-0.007593370091758277,-0.008893646593940886,-0.13738591978816608,0.024959830126087917,0.0012900534232980327,0.0,-0.02929986111427608,-0.002662832603642815,-0.034304065433771985,0.004191640568406959,-0.07874049609036822,-0.09715129199780916,1.0,1.0
Tmem106b,-0.18633720942919976,0.0,0.0,0.0,0.0,0.0070952936810882465,0.29351479256231533,0.0,0.0,0.11648290859241235,0.0,0.0,0.0,-0.018192234792207416,0.0,-0.008894302820982901,-0.007593370091758277,-0.008893646593940886,-0.13738591978816608,-0.05088480307083381,0.0012900534232980327,0.0,-0.02929986111427608,-0.0013314163018214075,-0.034304065433771985,0.002794427110960609,-0.07874049609036822,0.3005618096182221,1.0,1.0
Ikzf2,0.211573834972162,0.0,0.0,0.0,0.0,0.0070952936810882465,-0.004548058698051854,0.0,0.0,0.11648290859241235,0.0,0.0,0.0,-0.03638446958441483,0.0,0.0549449922614976,-0.007593370091758277,-0.008893646593940886,-0.13738591978816608,-0.0170895753330306,0.0012900534232980327,0.0,-0.02929986111427608,-0.002662832603642815,-0.034304065433771985,0.004191640568406959,-0.07874049609036822,-0.045539668123973046,1.0,1.0
Srd5a3,-0.26138408550698505,0.0,0.0,0.0,0.0,0.008062833748561772,-0.004548058698051854,0.0,0.0,-0.1297029400930593,0.0,0.0,0.0,-0.03638446958441483,0.0,0.009016386355812612,-0.003088033169900116,0.06183201917692235,0.06865907107528887,-0.0585582699920786,0.00032251335582450817,0.0,-0.028016253129432078,-0.002662832603642815,0.06183201917692235,0.002794427110960609,0.17969534595153833,-0.09715129199780916,1.0,1.0
Usp49,-0.2553819328742592,0.0,0.0,0.0,0.0,-0.007740320539788196,-0.004548058698051854,0.0,0.0,-0.0803195400849769,0.0,0.0,0.0,-0.03638446958441483,0.0,-0.008894302820982901,-0.003088033169900116,-0.00254104188398311,-0.07518558910018519,-0.05088480307083381,0.0,0.0,-0.028016253129432078,-0.002662832603642815,0.13213417796712174,0.002794427110960609,0.17800131802888294,-0.09715129199780916,1.0,0.0
Dhdds,-0.3024261660481754,0.0,0.0,0.0,0.0012341231891983434,0.003870160269894098,-0.004548058698051854,0.0,0.0,-0.05830767887987589,0.0,0.0,0.0,-0.03638446958441483,0.0,0.009016386355812612,-0.0019742136723116823,-0.008893646593940886,-0.08099082994617914,-0.0585582699920786,0.0,0.0,0.21491550938471368,-0.002662832603642815,-0.034304065433771985,0.002794427110960609,0.12414040227763747,-0.09715129199780916,1.0,1.0
Pde9a,0.211573834972162,0.0,0.0,0.0,0.0,0.023220961080177835,-0.004548058698051854,0.0,0.0,0.18289383530224623,0.0,0.0,0.0,-0.03638446958441483,0.0,0.0549449922614976,-0.007593370091758277,-0.008893646593940886,0.1222530705364127,-0.0170895753330306,0.0070952937301052245,0.0,-0.02929986111427608,-0.002662832603642815,-0.034304065433771985,0.004191640568406959,-0.07874049609036822,-0.045539668123973046,1.0,0.0
Cox8a,-0.3755323296706927,0.0,0.0,0.0,-0.004936492756793373,-0.009836657352647498,-0.004548058698051854,0.0,0.0,0.10761379009406817,0.0,0.0,0.0,-0.03638446958441483,0.0,0.013705727105077944,-0.007593370091758277,-0.008893646593940886,-0.10045814273976966,0.024959830126087917,-0.009836657352647498,0.0,-0.026831614735879396,-0.002662832603642815,-0.034304065433771985,0.004191640568406959,-0.07874049609036822,-0.09715129199780916,0.0,0.0
Camta2,-0.3498585973131029,0.0,0.0,0.0,0.0,0.023220961080177835,-0.004548058698051854,0.0,0.0,0.18289383530224623,0.0,0.0,0.0,-0.03638446958441483,0.0,-0.013157339815638568,-0.007593370091758277,-0.008893646593940886,0.1222530705364127,0.02368091894803863,0.0070952937301052245,0.0,-0.02929986111427608,-0.002662832603642815,-0.034304065433771985,0.004191640568406959,-0.07874049609036822,-0.09715129199780916,0.0,0.0
Syt11,-0.31545946776474776,0.0,0.0,0.0,-0.004936492756793373,-0.009836657352647498,-0.004548058698051854,0.0,0.0,0.10761379009406817,0.0,0.0,0.0,-0.03638446958441483,0.0,-0.013157339815638568,-0.007593370091758277,-0.008893646593940886,-0.10045814273976966,-0.00824996662375174,-0.009836657352647498,0.0,-0.026831614735879396,-0.002662832603642815,-0.034304065433771985,0.004191640568406959,-0.07874049609036822,-0.09715129199780916,0.0,0.0
Prkcb,1.0926831819019036,0.0,0.0,0.0,-0.009872985513586747,-0.057568632948555444,-0.002274029349025927,0.0,0.0,0.14886867833372794,0.0,0.0,0.0,-0.018192234792207416,0.0,-0.06645717020881803,0.09801612304229486,-0.0023292883936511842,0.09532320670979588,0.1511522383478127,0.0017738234570347949,0.0,-0.025642100427495807,-0.0013314163018214075,-0.010799428006928218,-0.15509070191336305,0.02952090830934283,-0.045539668123973046,0.0,0.0
Tom1l2,0.16704096801971136,0.0,0.0,0.0,0.0,0.008062833748561772,-0.004548058698051854,0.0,0.0,-0.1297029400930593,0.0,0.0,0.0,-0.03638446958441483,0.0,-0.026384619726358277,-0.007593370091758277,-0.008893646593940886,0.06865907107528887,-0.10278108853258584,0.00032251335582450817,0.0,-0.03468381633099757,-0.002662832603642815,-0.034304065433771985,0.002794427110960609,-0.07874049609036822,-0.045539668123973046,0.0,0.0
Il1rapl1,1.0413469434470723,0.0,0.0,0.0,0.0,0.023220961080177835,-0.002274029349025927,0.0,0.0,0.18289383530224623,0.0,0.0,0.0,-0.018192234792207416,0.0,-0.06645717020881803,-0.006682917475700378,-0.0023292883936511842,0.1222530705364127,0.190972823306526,0.0070952937301052245,0.0,-0.0441093393846562,-0.0013314163018214075,-0.010799428006928218,0.010479101421017396,0.013370524356631856,0.12143911499726145,2.0,2.0
