gene_name,gene_length.meta,count.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,rel_pos.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,9mo.2mo.Q.max.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,loop_size.log.min.loops,18mo.2mo.Q.min.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Bak1,-0.07729002851992846,0.0,0.03224743790924549,-0.03336662471294403,0.08752376116812229,-0.02415153644979,0.0,-0.05704391997307539,0.0015703526139259339,-0.016317741237580775,-0.009690828714519739,0.0,0.0,-0.04577174071222544,-0.23346368312835694,0.0,0.0,0.0,0.0045076170191168784,-0.0005762219429016113,0.0,0.16488505452871322,0.0,0.0,-0.0351811757683754,-0.020443172268569468,0.001702684462070465,0.0,-0.007853249739855527,0.0,0.0,0.0,-0.032158748153597115,0.0,-0.05764559388160705,0.0,0.0,0.0,0.0,1.0,0.0
2610316D01Rik,0.09333506157621742,0.0,-0.3190952165797353,0.08563931202515959,0.038118621073663234,0.033564917556941506,0.0,-0.022608717195689677,0.002647165879607201,-0.018550141947343946,0.007141626263037324,0.0,0.0,-0.004828543849289418,0.09745106659829617,0.0,0.0,0.0,0.012043838407844305,0.04649913672357798,0.0,0.05969976112246513,0.0,0.0,0.032083462178707126,0.11658133372664452,0.002383758304640651,0.0,-0.008795639742165804,0.0,0.0,0.0,0.034732358818873765,0.0,-0.026750516137108205,0.0,0.0,0.0,0.0,1.0,1.0
Clmn,0.13131405053660272,0.0,-0.14473237026482821,0.10390026969835162,0.038118621073663234,-0.010915858075022697,0.0,-0.048743956498801706,0.0021536264568567274,0.010423189513385295,0.006668192744255066,0.0,0.0,-0.0279314074665308,-0.21015020590275527,0.0,0.0,0.0,0.004104480966925621,-0.00020182780921459197,0.0,-0.04974980093538761,0.0,0.0,-0.0351811757683754,-0.020443172268569468,-0.000567561499774456,0.0,0.007539120018482209,0.0,0.0,0.0,-0.03327522866427898,0.0,-0.05764559388160705,0.0,0.0,0.0,0.0,1.0,1.0
Mrps35,-0.09020604599267244,0.0,-0.34571683943271636,-0.03336662471294403,0.08752376116812229,-0.02415153644979,0.0,-0.04002523045986891,0.0019292903691530228,-0.024415650013834236,0.009626628775149583,0.0,0.0,0.051034291833639146,0.17490091018378734,0.0,0.0,0.0,0.00989021185785532,0.0027010688185691834,0.0,-0.012792805954813958,0.0,0.0,0.032083462178707126,-0.020443172268569468,0.003689149674028158,0.0,0.013664654586464167,0.0,0.0,0.0,0.03547018872573972,0.0,-0.04334384942427277,0.0,0.0,0.0,0.0,1.0,1.0
Cutc,-0.09198552137240767,0.0,0.03290745798498392,-0.03377042965963483,-0.02278599135577679,-0.030327178947627546,0.0,-0.04765111109241843,0.0010768132377415895,-0.022807239554822445,0.008628244418650866,0.0,0.0,0.0012968542613089084,-0.3311208065599203,0.0,0.0,0.0,-0.012626577001065016,0.0022347075771540405,0.0,-0.04974980093538761,0.0,0.0,-0.0351811757683754,-0.006906477119773626,0.003689149674028158,0.0,0.012094004582613706,0.0,0.0,0.0,-0.02582028729841113,0.0,0.31239420007914304,0.0,0.0,0.0,0.0,1.0,1.0
Galnt3,-0.01669455345720053,0.0,0.20592504423111677,0.11507220685482025,0.08752376116812229,-0.02415153644979,0.0,-0.031725266985595225,0.03324660826474428,0.056824359521269796,0.04145013013854623,0.0,0.0,0.15250365689396858,0.3513798354566097,0.0,0.0,0.0,0.07238288983702659,0.005945817977190018,0.0,-0.012792805954813958,0.0,0.0,0.032083462178707126,-0.020443172268569468,0.003689149674028158,0.0,0.03738146882504225,0.0,0.0,0.0,0.03547018872573972,0.0,-0.04334384942427277,0.0,0.0,0.0,0.0,1.0,1.0
Sh3bgrl,0.1307306888140738,0.0,0.19335984531790018,0.11507220685482025,0.024702571481466293,0.06039702106267214,0.0,-0.031725266985595225,0.03324660826474428,0.056824359521269796,0.04145013013854623,0.0,0.0,0.15250365689396858,0.3312755173072219,0.0,0.0,0.0,0.07238288983702659,0.005945817977190018,0.0,-0.012792805954813958,0.0,0.0,0.032083462178707126,-0.020443172268569468,0.003689149674028158,0.0,-0.024188009202480317,0.0,0.0,0.0,0.03547018872573972,0.0,-0.04334384942427277,0.0,0.0,0.0,0.0,1.0,2.0
Tgoln1,-0.09064155688509345,0.0,-0.13460418744012714,-0.03377042965963483,-0.02278599135577679,-0.030327178947627546,0.0,-0.04516477942466736,0.0010768132377415895,-0.013382434844970703,0.007130667883902788,0.0,0.0,-0.01826061487197876,-0.12159855075180531,0.0,0.0,0.0,-0.014252512063831092,0.0024514727294445036,0.0,0.16488505452871322,0.0,0.0,-0.011505793333053588,0.05221296705305576,0.003689149674028158,0.0,-0.00471195001155138,0.0,0.0,0.0,0.08016577051952481,0.0,0.17335559960454702,0.0,0.0,0.0,0.0,1.0,1.0
Rpl13,-0.0856730662100017,0.0,0.12334775868803263,-0.03377042965963483,-0.02278599135577679,-0.030327178947627546,0.0,-0.04002523045986891,0.0010768132377415895,0.03261353887617588,-0.046579859890043734,0.0,0.0,-0.028705717958509923,0.23170177470892667,0.0,0.0,0.0,-0.012626577001065016,0.0008307412266731262,0.0,0.05969976112246513,0.0,0.0,-0.011505793333053588,-0.020443172268569468,0.002270245999097824,0.0,-0.024188009202480317,0.0,0.0,0.0,0.07861429765820503,0.0,-0.05764559388160705,0.0,0.0,0.0,0.0,1.0,1.0
Abcd3,-0.004272909052670002,0.0,0.16693745441734792,-0.021476812064647674,0.08752376116812229,-0.02415153644979,0.0,-0.03063242157921195,0.03324660826474428,-0.07056123938411474,0.015117742735892534,0.0,0.0,0.09187669958919287,0.29072190139442683,0.0,0.0,0.0,0.07238288983702659,0.0032002609968185425,0.0,-0.012792805954813958,0.0,0.0,0.032083462178707126,-0.006906477119773626,0.003689149674028158,0.0,-0.024188009202480317,0.0,0.0,0.0,0.03547018872573972,0.0,0.23606641173362733,0.0,0.0,0.0,0.0,1.0,2.0
