gene_name,gene_length.meta,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.DAR,18mo.2mo.log_ratio.DAR,18mo.9mo.log_ratio.DAR,18mo.2mo.log_ratio.DMR,count.DMR,rel_pos.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,18mo.9mo.Q.min.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,18mo.2mo.T.min.loops,min_distance.log.std.loops,min_distance.log.mean.loops,min_distance.log.median.loops,18mo.2mo.T.max.loops,18mo.9mo.T.mean.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,18mo.2mo.T.median.loops,min_distance.log.min.loops,loop_size.log.min.loops,Tanova.median.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Mcmdc2,-0.01405528268776834,0.0,0.0,0.0,0.0,0.006071159597486258,0.0,-0.0017638790421187877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007164757698774338,0.0,0.002933933958411217,0.0,0.0,0.0,0.0,0.0,0.0,0.008918656907044352,0.0,0.032560641095042225,0.0,0.0,0.07741044532507659,0.0,0.0,0.0,0.0,-0.0029885329585522414,0.06834222956560553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013069965317845345,0.0,-0.0009981092810630798,-0.00205239825649187,0.003579558692872524,0.004148046257905662,-0.0005658025667071343,0.0,0.0,-0.0005341910943388938,0.057057491205632686,0.0,-0.002316645598039031,0.0,0.0,1.0,1.0
Lrrc51,0.07336241306737065,0.0,0.0,0.0,0.0,0.0057238201051950455,0.0,-0.0005879596807062626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007451348006725311,0.0,-0.03149089127779007,0.0,0.0,0.0,0.0,0.0,0.0,0.016437750309705734,0.0,0.032795824967324735,0.0,0.0,0.032389096254482865,0.0,0.0,0.0,0.0,-0.0019890069030225276,-0.1706876560114324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004881553333252669,0.0,-0.0009981092810630798,-0.00205239825649187,0.0027077011577785015,0.002935698600485921,-0.0005658025667071343,0.0,0.0,-0.0005341910943388938,0.03017826924100518,0.0,0.005530057242140174,0.0,0.0,1.0,0.0
Slc39a7,0.08189774145372213,0.0,0.0,0.0,0.0,0.003313451390713453,0.0,-0.0005879596807062626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01805518940091133,0.0,0.007432632707059383,0.0,0.0,0.0,0.0,0.0,0.0,-0.026230316823348403,0.0,-0.04008646335452795,0.0,0.0,0.07210439575836063,0.0,0.0,0.0,0.0,-0.0019890069030225276,0.06478850974701345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004881553333252669,0.0,-0.0009981092810630798,-0.00205239825649187,0.003579558692872524,0.004292644211091101,-0.0005658025667071343,0.0,0.0,-0.0008012866415083408,0.06854259941726923,0.0,0.005530057242140174,0.0,0.0,1.0,0.0
Hjurp,0.09611115106381476,0.0,0.0,0.0,0.0,0.006071159597486258,0.0,-0.0005879596807062626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007164757698774338,0.0,0.007432632707059383,0.0,0.0,0.0,0.0,0.0,0.0,0.016437750309705734,0.0,0.032795824967324735,0.0,0.0,0.0777215657941997,0.0,0.0,0.0,0.0,-0.0019890069030225276,0.06834222956560553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004881553333252669,0.0,-0.0009981092810630798,-0.00205239825649187,0.003579558692872524,0.005160231906920672,-0.0005658025667071343,0.0,0.0,-0.0005341910943388938,0.057057491205632686,0.0,0.005530057242140174,0.0,0.0,1.0,1.0
Tecr,-0.008410870125517248,0.0,0.0,0.0,0.0,0.006071159597486258,0.0,0.01587491137906909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01805518940091133,0.0,0.002933933958411217,0.0,0.0,0.0,0.0,0.0,0.0,0.008918656907044352,0.0,0.032795824967324735,0.0,0.0,0.06349818946793676,0.0,0.0,0.0,0.0,-0.0025401499681174753,0.06478850974701345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013069965317845345,0.0,-0.0009981092810630798,-0.00205239825649187,0.003579558692872524,0.004148046257905662,-0.0005658025667071343,0.0,0.0,-0.0005341910943388938,0.057057491205632686,0.0,0.005530057242140174,0.0,0.0,1.0,0.0
Macrod1,-0.026286226585507392,0.0,0.0,0.0,0.0,0.0028966440074145792,0.0,0.01587491137906909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004470808804035187,0.0,0.001955956034362316,0.0,0.0,0.0,0.0,0.0,-0.00033270309679210184,-0.029159200205467643,0.0,-0.04037798617035151,0.0,0.0,-0.0815330090560019,0.0,0.0,0.0,0.0,-0.00605248361825943,-0.06840151970274747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013069965317845345,0.0,-0.0025784489791840313,0.023131952695548533,0.0027077011577785015,0.0013794522732496262,-0.0005658025667071343,0.0,0.0,-0.003650305811315775,-0.04186745990999043,0.0,-0.010537000969052315,0.0,0.0,1.0,0.0
Eps8,-0.2032128056511283,0.0,0.0,0.0,0.0,-0.022247220538556576,0.0,-0.0017638790421187877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007164757698774338,0.0,0.002933933958411217,0.0,0.0,0.0,0.0,0.0,0.002578449072316289,0.0177328099636361,0.0,0.00863161988556385,0.0,0.0,0.027591682262718676,0.0,0.0,0.0,0.0,0.002245804276317358,-0.07678319837898016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02015609111636877,0.0,0.002578449072316289,0.023131952695548533,0.0011993281356990338,-0.007921073478646576,-0.0016974077001214026,0.0,0.0,-0.008423815555870533,-0.03320381261408329,0.0,-0.001494610123336315,0.0,0.0,1.0,2.0
Rgs22,-0.04963180479593575,0.0,0.0,0.0,0.0,-0.052844649478793145,0.0,-0.0017638790421187877,0.0,0.0,0.0,0.0,0.0,0.0,-0.000757257454097271,0.002521994709968567,0.0,0.001955956034362316,0.0,0.0,0.0,0.0,0.0,-0.00033270309679210184,0.0177328099636361,0.0,0.014672313556075097,0.0,0.0,-0.10932024641893805,0.0,0.0,0.0,0.0,0.03796849709004164,0.01656795700080693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013069965317845345,0.0,-0.0025784489791840313,0.023131952695548533,-0.03681400558911264,0.002120251706801355,-0.0005658025667071343,0.0,0.0,-0.0010683821886777877,-0.05023588043637574,0.0,-0.003885986227542162,0.0,0.0,1.0,1.0
Eif3g,0.09611115106381476,0.0,0.0,0.0,0.0,0.006071159597486258,0.0,-0.0005879596807062626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007164757698774338,0.0,0.007432632707059383,0.0,0.0,0.0,0.0,0.0,0.0,0.016437750309705734,0.0,0.032795824967324735,0.0,0.0,0.0777215657941997,0.0,0.0,0.0,0.0,-0.0019890069030225276,0.06834222956560553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004881553333252669,0.0,-0.0009981092810630798,-0.00205239825649187,0.003579558692872524,0.005160231906920672,-0.0005658025667071343,0.0,0.0,-0.0005341910943388938,0.057057491205632686,0.0,0.005530057242140174,0.0,0.0,1.0,1.0
Ptbp1,0.09611115106381476,0.0,0.0,0.0,0.0,0.006071159597486258,0.0,-0.0005879596807062626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01805518940091133,0.0,0.007432632707059383,0.0,0.0,0.0,0.0,0.0,0.0,0.016437750309705734,0.0,0.032795824967324735,0.0,0.0,0.07210439575836063,0.0,0.0,0.0,0.0,-0.0019890069030225276,0.06478850974701345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004881553333252669,0.0,-0.0009981092810630798,-0.00205239825649187,0.003579558692872524,0.005160231906920672,-0.0005658025667071343,0.0,0.0,-0.0005341910943388938,0.057057491205632686,0.0,0.005530057242140174,0.0,0.0,1.0,0.0
