gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,count.DAR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,Tanova.max.loops,Qanova.mean.loops,loop_size.log.std.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,min_distance.log.std.loops,9mo.2mo.T.mean.loops,count.loops,Qanova.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,Qanova.std.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.max.loops,Tanova.median.loops,18mo.9mo.Q.max.loops,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,DEG,pred
Heatr5a,0.6854494589873973,0.0,0.0,0.0,0.0,0.03340097363380825,0.0,0.0077251092914272755,0.0,0.0,-0.02827753915506251,-0.0032375333282877415,0.0,-0.0892731558312388,0.03209051358349183,0.0,0.0,0.0,0.0024010254179730136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021491670871482176,0.0,0.0,0.0,0.0,0.0,0.0,-0.07031400972867713,-0.05534594095147708,-0.014424045296276318,0.01743861594620873,-0.0041355403030619905,0.023594047874212265,-0.03205823766834596,1.0,2.0
Glis1,0.5579877274439615,0.0,0.0,0.0,0.0,-0.05662260292207494,0.0,-0.047123166677706385,0.0,0.0,0.13393865350414724,0.14150350299828193,0.0,0.13585498655105338,-0.009221412186675212,0.0,0.0,0.0,0.0024010254179730136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021491670871482176,0.0,0.0,0.0,0.0,0.0,0.0,0.15343138520770214,0.12230973164824878,0.09736230574986514,0.07569408131872907,0.0441124298993279,0.012778494507074356,-0.012823295067338383,1.0,2.0
Frmpd1,0.5873305827160092,0.0,0.0,0.0,0.0,0.013996598475119647,0.0,0.023175327874281827,0.0,0.0,-0.02827753915506251,-0.01398336818195222,0.0,0.13585498655105338,-0.009221412186675212,0.0,0.0,0.0,0.0024010254179730136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10015118626110694,0.0,0.0,0.0,0.0,0.0,0.0,0.1881943731842672,0.12230973164824878,0.09736230574986514,0.07139574714443263,-0.0041355403030619905,-0.08221803879474893,-0.03205823766834596,1.0,2.0
Nkx2-2os,0.66348634452066,0.0,0.0,0.0,0.0,0.03340097363380825,0.0,-0.010042642078855458,0.0,0.0,-0.02827753915506251,-0.13474069831564145,0.0,0.03281035109916154,0.03209051358349183,0.0,0.0,0.0,0.0024010254179730136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009886168600881802,0.0,0.0,0.0,0.0,0.0,0.0,-0.05557209494359353,-0.17618979316423922,-0.014424045296276318,0.1024568832534201,-0.0041355403030619905,0.023594047874212265,-0.03205823766834596,1.0,2.0
Yipf5,-0.6677118985749343,0.0,0.0,0.0,0.0,-0.01781385260469773,0.0,0.0077251092914272755,0.0,0.0,-0.02827753915506251,-0.0263767086845987,0.0,0.014907558393829009,0.014016546363777974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009026501766022514,0.0,0.0,0.0,0.0,0.0,0.0,-0.1036994340007796,-0.06714725765563986,-0.10457432839800329,-0.008468946989844827,-0.011028107474831975,0.007138661821098889,-0.03205823766834596,1.0,1.0
Arhgap21,0.56613951340756,0.0,0.0,0.0,0.0,0.03340097363380825,0.0,0.023175327874281827,0.0,0.0,-0.019942397799562004,-0.0032375333282877415,0.0,0.05976811752599828,-0.05090219461742569,0.0,0.0,0.0,0.0024010254179730136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021491670871482176,0.0,0.0,0.0,0.0,0.0,0.0,0.1881943731842672,-0.216026295633877,0.09736230574986514,0.07569408131872907,-0.0041355403030619905,0.023594047874212265,0.04680502699578509,1.0,2.0
Utp3,-0.6625035710851935,0.0,0.0,0.0,0.0,-0.01781385260469773,0.0,-0.010042642078855458,0.0,0.0,-0.019942397799562004,-0.0263767086845987,0.0,-0.09039208040956188,0.006639416932183153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009026501766022514,0.0,0.0,0.0,0.0,0.0,0.0,-0.06455138687263517,0.018940885523881984,-0.10457432839800329,-0.008468946989844827,-0.011028107474831975,0.007138661821098889,0.04680502699578509,1.0,1.0
Zc3h12c,-0.6610849504085148,0.0,0.0,0.0,0.0,0.006998299237559824,0.0,-0.010042642078855458,0.0,0.0,-0.02827753915506251,-0.0263767086845987,0.0,0.014907558393829009,0.014016546363777974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009026501766022514,0.0,0.0,0.0,0.0,0.0,0.0,-0.08593168405487257,-0.06714725765563986,-0.10457432839800329,-0.008468946989844827,-0.011028107474831975,-0.024300438187578145,-0.03205823766834596,1.0,1.0
2610020C07Rik,-0.6408577099004212,0.0,0.0,0.0,0.0,-0.01781385260469773,0.0,0.0077251092914272755,0.0,0.0,-0.019942397799562004,-0.0263767086845987,0.0,-0.0601811188766185,0.014016546363777974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009026501766022514,0.0,0.0,0.0,0.0,0.0,0.0,-0.0823191368185422,-0.040293069857665724,-0.10457432839800329,-0.008468946989844827,-0.011028107474831975,0.007138661821098889,0.04680502699578509,1.0,1.0
Efna2,-0.6946321266758091,0.0,0.0,0.0,0.0,0.011133657877936083,0.0,0.0077251092914272755,0.0,0.0,-0.02827753915506251,-0.0263767086845987,0.0,-0.09039208040956188,0.006639416932183153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009026501766022514,0.0,0.0,0.0,0.0,0.0,0.0,-0.0823191368185422,0.018940885523881984,-0.10457432839800329,-0.008468946989844827,-0.011028107474831975,0.010319706929080626,-0.03205823766834596,1.0,1.0
