gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,18mo.2mo.T.median.loops,18mo.9mo.T.std.loops,min_distance.log.max.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,18mo.9mo.log_ratio.mean.atac,18mo.9mo.log_ratio.min.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Rnf11,0.17096745647490025,0.0,-0.013928278665989637,0.0,-0.0012163245677947999,0.0,-0.05535002648830414,0.0,0.002121977061033249,0.003494149073958397,0.0,0.01223320370540023,-0.0026275765150785444,-0.01918099492788315,0.0,0.023342344369739296,-0.01613064678385854,0.014022567556239665,-0.0008965752273797988,0.03756149125285447,0.0,-0.09169231452047825,0.0,0.0,0.0,0.0,0.02594671316444874,-0.013473503813147545,0.012655499577522277,0.008504218868911267,0.0010707511566579342,-0.0039284202083945275,0.0,1.0,0.0
Mrpl1,-0.21390900447964667,0.0,-0.01362837102264166,0.0,-0.007297947406768799,0.0,0.007934304708614946,0.0,0.0007957413792610169,0.002408181931823492,0.0,0.004854810955002904,0.0,-0.01918099492788315,0.0,0.013406869089230895,-0.06375383082777261,0.014612664319574833,0.0012428714882116764,0.01089201632887125,0.0,0.0006296683102846145,0.0,0.0,0.0,0.0,-0.07779611483216285,-0.013473503813147545,0.00655149444937706,0.01484586738049984,0.000642450600862503,-0.001857135035097599,0.0,1.0,2.0
Abca2,0.12908897437155248,0.0,-0.004765067007392645,0.0,-0.0004422998428344727,0.0,0.031920963302254676,0.0,0.0007957413792610169,-0.0838357862085104,0.0,0.011139995083212853,0.004729637578129768,-0.01918099492788315,0.0,0.027455839621834458,0.025330396397039295,0.05791278503835201,-0.04017985377460718,0.013228553701192141,0.0,0.0016916408389806748,0.0,0.0,0.0,0.0,0.04153705298900604,0.038347664698958395,0.012655499577522277,0.011873287055641413,0.0010707511566579342,-0.0039284202083945275,0.0,1.0,2.0
A930029G22Rik,0.16363285172730685,0.0,0.01678085505962372,0.0,-0.0012163245677947999,0.0,-0.059130141027271745,0.0,0.002121977061033249,0.00617256086319685,0.0,0.00914803471416235,0.0,0.02251682013273239,0.0,-0.16327755020931364,-0.01613064678385854,0.014022567556239665,-0.0013282597064971924,0.028137779915705322,0.0,0.00134798439219594,0.0,0.0,0.0,0.0,0.02594671316444874,-0.013473503813147545,0.012655499577522277,0.008504218868911267,0.003640553746372461,-0.02468808364123106,0.0,1.0,1.0
Gm16183,0.20302112806588413,0.0,-0.03608100511133671,0.0,-0.0012163245677947999,0.0,0.02327608173713088,0.0,0.002121977061033249,0.004010377041995525,0.0,0.017967248074710368,0.0021020612120628357,-0.01918099492788315,0.0,0.03324505663942546,-0.0006134257791563869,0.02558689528144896,0.001892770081758499,0.011993083474226295,0.0,0.002374255731701851,0.0,0.0,0.0,0.0,0.04153705298900604,0.038347664698958395,0.012655499577522277,0.008668893221765757,-0.009208459574729204,0.009608650642912836,0.0,1.0,1.0
Dbn1,0.1457533322321251,0.0,0.005525268688797951,0.0,-0.0012163245677947999,0.0,0.019840052695944906,0.0,0.0007957413792610169,-0.024175797328352927,0.0,0.00925028121098876,-0.0026275765150785444,0.02251682013273239,0.0,-0.037685002461075784,-0.01613064678385854,-0.0187294059433043,-0.009928741054609417,-0.03939360714517534,0.0,0.0009112936072051526,0.0,0.0,0.0,0.0,0.04153705298900604,0.038347664698958395,0.012655499577522277,0.008504218868911267,0.003640553746372461,-0.02468808364123106,0.0,1.0,1.0
Usp6nl,-0.16500006664544345,0.0,-0.01362837102264166,0.0,-0.0017691993713378907,0.0,0.007934304708614946,0.0,0.0007957413792610169,0.002408181931823492,0.0,0.004854810955002904,0.0,-0.01918099492788315,0.0,0.013406869089230895,0.07214130323380231,0.020838336981832982,0.0012428714882116764,-0.04295048585161567,0.0,0.0006296683102846145,0.0,0.0,0.0,0.0,-0.07779611483216285,-0.013473503813147545,0.00655149444937706,0.019803502336144446,0.000642450600862503,-0.001857135035097599,0.0,1.0,2.0
Psma1,0.1888348356820643,0.0,-0.03608100511133671,0.0,-0.0012163245677947999,0.0,0.025691583361476658,0.0,0.0007957413792610169,0.004010377041995525,0.0,0.016044817008078097,-0.0026275765150785444,0.02251682013273239,0.0,0.03764738434460014,0.0007806190289556981,-0.025049330526962878,0.001892770081758499,-0.0006531964614987373,0.0,0.002374255731701851,0.0,0.0,0.0,0.0,0.025538274981081487,-0.013473503813147545,0.012655499577522277,0.008177930507808923,0.0010707511566579342,-0.0039284202083945275,0.0,1.0,1.0
Wdr45b,0.20199817225337027,0.0,-0.03608100511133671,0.0,-0.0012163245677947999,0.0,0.022057924568653107,0.0,0.002121977061033249,0.004010377041995525,0.0,0.017967248074710368,0.0021020612120628357,0.02251682013273239,0.0,0.03764738434460014,-0.003963373433798552,0.012428635340183973,0.001892770081758499,0.034902872489765285,0.0,0.002374255731701851,0.0,0.0,0.0,0.0,0.04153705298900604,-0.013473503813147545,0.00655149444937706,0.009467963371425867,0.0010707511566579342,-0.0039284202083945275,0.0,1.0,1.0
Shisa4,-0.2017311342153698,0.0,0.011385847497731447,0.0,-0.0012163245677947999,0.0,0.009032658482901752,0.0,0.0007957413792610169,0.004418245572596788,0.0,0.010033997083082795,-0.007882729545235634,0.02251682013273239,0.0,0.024500321238301693,0.0021021580090746284,-0.023342365571297704,0.0021252155303955076,-0.019974783016368746,0.0,0.0008771459758281707,0.0,0.0,0.0,0.0,0.01718135306611657,0.038347664698958395,0.05111073188483715,0.007809128854423761,0.000642450600862503,-0.001857135035097599,0.0,1.0,0.0
