gene_name,gene_length.meta,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,count.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,9mo.2mo.log_ratio.DMR,18mo.2mo.log_ratio.DMR,count.DMR,18mo.9mo.log_ratio.DMR,18mo.9mo.Q.std.loops,18mo.9mo.T.min.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.min.loops,18mo.2mo.Q.median.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,min_distance.log.std.loops,9mo.2mo.Q.std.loops,Qanova.min.loops,18mo.9mo.T.mean.loops,18mo.2mo.T.mean.loops,loop_size.log.mean.loops,18mo.2mo.T.median.loops,loop_size.log.min.loops,min_distance.log.max.loops,18mo.2mo.Q.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,log2_distance.min.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.std.atac,18mo.9mo.log_ratio.std.atac,18mo.9mo.log_ratio.min.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Stk36,0.1388496245443821,0.0,-0.0002875023428350687,0.0,0.0,0.015020170658826828,0.01916315484791994,-0.004166784808039665,0.0,-0.00015610768459737301,0.0022663182951509955,0.0,0.005795803908258676,0.03294585034251213,0.0031115232408046724,0.0,0.004885748401284218,0.0,0.0,0.0,0.0,-0.0006628975830972195,-0.0020224262960255148,0.008702587299048901,0.0,0.0,0.013865428217686713,0.0,0.0,0.0,-0.0014696787297725678,0.0,0.016275660060346128,0.0,0.0,0.03687177684158087,0.0,0.0,0.014402461722493171,0.00036038510501384735,0.0,-9.304357692599296e-05,0.0008108664862811565,0.04988748185802251,0.0,-0.015811867332085967,0.011932870745658875,0.05024312667548656,0.0,-0.0024196690740063784,-0.0033026969200000166,0.0,0.0,0.0,0.0,0.0,0.05320872765034437,0.0,0.008769351113587618,0.0,0.01865616351366043,0.04698994005098939,0.0,0.004928605835884809,0.0074876447767019275,0.0,-0.00554734886623919,0.2730203670822084,0.0,-0.006419947762042284,0.0010826271027326584,0.0,0.0028721752762794497,0.0017976628243923187,1.0,1.0
A230077H06Rik,-0.07228509793290869,0.0,-0.024124703630805017,0.0,0.0,-0.010876051953528077,0.0055872590560466055,0.04252014497295022,0.0,-0.00015610768459737301,0.0010673605394549669,0.0,-0.00445825639879331,0.01788948642788455,0.00047869589179754256,0.0,-0.004771461888449267,0.0,0.0,0.0,0.0,-0.0006628975830972195,-0.0035038872249424455,0.0015246704127639531,0.0,0.0,9.478885913267731e-06,0.0,0.0,0.0,-0.006558007150888443,0.0,0.002202001102268696,0.0,0.0,0.017149974517524244,0.002072214260697365,0.0,0.010426368289627135,0.0010811552405357362,0.0,-0.01537260664626956,0.0060184308886528015,0.005753529784269631,0.0,0.01613027893938124,0.007256789803504944,0.009573965871240944,0.0,-0.0026538306009024383,-0.03329845922999084,0.0,0.0,0.0,0.0,0.0,-0.03653220387175679,0.0,0.007239567693322897,0.0,0.017685446571558714,0.04984304217854515,0.0,0.00044286024407483635,0.0010148330964148044,0.0,0.04077150527387857,-0.14751061698887497,0.0,0.028357275063171983,0.0014507203176617623,0.0,0.0009573917835950851,0.0005992209538817405,1.0,0.0
Zfp52,0.1227915271371603,0.0,-0.000720553183928132,0.0,0.0,0.015020170658826828,0.01916315484791994,-0.004166784808039665,0.0,-0.00015610768459737301,0.0008655742416158319,0.0,0.000519198146648705,0.03294585034251213,0.0031115232408046724,0.0,0.0004142886074259877,0.0,0.0,0.0,0.0,-0.0006628975830972195,-0.0020224262960255148,-0.032828017452266066,0.0,0.0,-0.007106146779842675,0.0,0.0,0.0,-0.0014696787297725678,0.0,0.016275660060346128,0.0,0.0,0.021801342964172365,0.0,0.0,0.007817839658819138,0.00036038510501384735,0.0,0.010436220506671817,0.0009009627625346184,0.02996979982010089,0.0,-0.011606783177703618,0.00730512373149395,0.040377326997695494,0.0,-0.0024196690740063784,-0.0042770613124594094,0.0,0.0,0.0,0.0,0.0,0.01554317974136211,0.0,0.007508313432335854,0.0,0.01566208453848958,-0.11260824893368408,0.0,0.0005000034905970097,0.004534542611800134,0.0,-0.00554734886623919,0.22205274202860892,0.0,0.006829212971497327,-0.011800635419785977,0.0,0.0028721752762794497,0.0017976628243923187,1.0,1.0
Apool,-0.11074909281451255,0.0,-0.000720553183928132,0.0,0.0,0.005428977347910404,0.0068558030761778355,-0.009469965472817421,0.0,-7.805384229868651e-05,0.0010277045844122768,0.0,0.025677007641643285,-0.0806791478022933,0.0007180438190698624,0.0,0.0007285765162669122,0.0,0.0,0.0,0.0,-0.0005681979283690453,0.05207637671381235,0.00190788758918643,0.0,0.0,0.0020082025718875227,0.0,0.0,0.0,-0.0011691851541399956,0.0,0.004140719389542937,0.0,0.0,0.006972923884168267,5.4057762026786806e-05,0.0,0.005951549783349037,0.0005405776202678681,0.0,0.009805774712003768,0.001585694383829832,0.007212845287285745,0.0,-0.014852428585290909,0.006356258746236563,0.013689856464043259,0.0,-0.0015142445405945182,-0.003238378632813692,0.0,0.0,0.0,0.0,0.0,-0.07551797938533128,0.0,0.0022937244176864623,0.0,0.00869111241772771,0.016881632304284723,0.0,0.0007000048877671361,-0.07020443303044885,0.0,-0.0035325247840955853,0.06794091958086938,0.0,-0.0013941091671586037,-0.011800635419785977,0.0,0.0014360876381397248,0.0005992209538817405,1.0,2.0
Grk4,-0.22782665325328708,0.0,-0.0008229758031666279,0.0,0.0,0.0064242899231612685,0.00718724699690938,-0.02632650401443243,0.0,-0.00015610768459737301,0.0022663182951509955,0.0,0.005795803908258676,0.02208789570257068,0.00047869589179754256,0.0,0.001457153030205518,0.0,0.0,0.0,0.0,-0.0015151944756507873,-0.010985159948468208,0.008702587299048901,0.0,0.0,0.004164559333585203,0.0,0.0,0.0,-0.002037876658141613,0.0,-0.02154131472110748,0.0,0.0,0.01952734051272273,5.4057762026786806e-05,0.0,0.011119403038173914,0.0005405776202678681,0.0,-0.0020978823537006973,0.001585694383829832,0.025695750429295002,0.0,-0.025151095427572726,0.009289995022118091,0.020362029187381267,0.0,-0.0024196690740063784,-0.01070067323744297,0.0,0.0,0.0,0.0,0.0,0.04685154021717608,0.0,0.007239567693322897,0.0,0.013069384712725878,0.029699854240752756,0.0,-0.03364309201017022,0.0034474218636751175,0.0,-0.005898382016457617,0.1573246946092695,0.0,0.010310448948293924,0.0010826271027326584,0.0,0.0009573917835950851,0.0008988314121961594,1.0,1.0
Zfp932,0.1188867499679327,0.0,0.004946750905364752,0.0,0.0,0.015020170658826828,0.01916315484791994,0.01426176800392568,0.0,-7.805384229868651e-05,0.0022663182951509955,0.0,0.005951911583542824,0.03294585034251213,0.0031115232408046724,0.0,0.00028571628266945483,0.0,0.0,0.0,0.0,-0.00041667848359793424,-0.0008292106492444873,0.008702587299048901,0.0,0.0,-0.004017811832018197,0.0,0.0,0.0,-0.0014696787297725678,0.0,0.016275660060346128,0.0,0.0,0.03687177684158087,0.0,0.0,0.011119403038173914,0.00036038510501384735,0.0,0.006613761764019728,0.0009009627625346184,0.03527057234197855,0.0,-0.028587162233889102,0.008404274731874465,0.05024312667548656,0.0,-0.001404969161376357,-0.0015751619776710867,0.0,0.0,0.0,0.0,0.0,0.04080119679681957,0.0,0.008769351113587618,0.0,0.018566067237406968,0.002366258832626045,0.0,0.0003000020980834961,0.0074876447767019275,0.0,0.016904017017222942,0.2590106013044715,0.0,0.002947947974316776,0.0010826271027326584,0.0,0.0028721752762794497,0.0017976628243923187,1.0,1.0
Trmt6,0.0930124411918223,0.0,0.0011199128907173873,0.0,0.0,0.005428977347910404,0.01916315484791994,-0.002651590332388878,0.0,-0.00015610768459737301,0.0018150218017399312,0.0,0.0017425452917814255,-0.0806791478022933,0.0031115232408046724,0.0,0.0007000048877671361,0.0,0.0,0.0,0.0,-0.0003787986189126968,0.014764712750911712,0.0028402662836015226,0.0,0.0,0.001536770707461983,0.0,0.0,0.0,-0.0014696787297725678,0.0,0.016275660060346128,0.0,0.0,0.011479583084583283,0.0,0.0,0.006172636616975069,0.00036038510501384735,0.0,-0.00126397505402565,0.0009009627625346184,0.03257733878679574,0.0,0.015875260457396508,0.009306662641465664,0.035750966165214774,0.0,-0.0024196690740063784,-0.0006777492305263876,0.0,0.0,0.0,0.0,0.0,0.018502492648549376,0.0,0.002562470156699419,0.0,0.009284802377223969,-0.1685819466970861,0.0,0.0006000041891820729,0.004924853104166686,0.0,-0.005452649211511016,0.21075261173769833,0.0,0.008020102784503252,-0.05413135513663292,0.0,0.0028721752762794497,0.0017976628243923187,1.0,1.0
Fam53c,0.06645775940618477,0.0,-0.0014508995227515697,0.0,0.0,0.006062358077615499,0.009042619029060006,-0.004166784808039665,0.0,-0.00015610768459737301,0.0017899623699486255,0.0,0.005795803908258676,-0.02606363544240594,0.0011010005325078965,0.0,0.0016000111703760923,0.0,0.0,0.0,0.0,-0.0006628975830972195,-0.002565324064344168,0.008702587299048901,0.0,0.0,0.004450275613926351,0.0,0.0,0.0,-0.0014696787297725678,0.0,0.005169915556907653,0.0,0.0,0.007398191845277324,0.0,0.0,0.003490707743912935,0.00027028881013393404,0.0,-0.0019480771152302623,-0.004558871570043266,0.012953546405769885,0.0,-0.0038168703857809306,0.007341266348958015,-0.2264593084086664,0.0,-0.0024196690740063784,-0.01266252476722002,0.0,0.0,0.0,0.0,0.0,0.046851540226489304,0.0,0.002388228412019089,0.0,-0.028299933474045247,0.02647452816949226,0.0,0.001500010471791029,0.0038554920768365266,0.0,-0.005614283052273095,0.19744047275278717,0.0,-0.026379563719965516,0.0003464406728744507,0.0,0.0014360876381397248,0.0008988314121961594,1.0,1.0
Adam12,-0.15594989099539816,0.0,0.0005469744093716145,0.0,0.0,0.003963153706863522,0.004778310721740127,0.04252014497295022,0.0,-0.00046832304447889326,0.0016736317169852555,0.0,-0.007580410016234964,0.006312806275673211,0.00047869589179754256,0.0,0.0007285765162669122,0.0,0.0,0.0,0.0,-0.0006628975830972195,-0.0035038872249424455,0.0016807946097105741,0.0,0.0,0.0017216851375997067,0.0,0.0,0.0,-0.006558007150888443,0.0,0.002202001102268696,0.0,0.0,-0.020147742824628948,-0.006287932824343443,0.0,0.021101830382831394,0.0005405776202678681,0.0,-0.005801018276251853,0.0019100409653037788,0.054245647827629,0.0,0.013965252265334129,-0.10336989894509316,0.008814526316709816,0.0,-0.007727330271154642,-0.01402781147044152,0.0,0.0,0.0,0.0,0.0,-0.025261772288940845,0.0,0.0016342786513268948,0.0,0.008490572525188327,0.01959165713749826,0.0,0.0008142913994379342,-0.041356525477021934,0.0,-0.01665344982407987,-0.21295166361611337,0.0,0.003827316304668784,0.0035293643549084664,0.0,0.0009573917835950851,0.0004494157060980797,1.0,2.0
Akr7a5,0.1181399942887947,0.0,0.0016395739000290633,0.0,0.0,0.015020170658826828,0.01916315484791994,0.01426176800392568,0.0,-4.68323053792119e-05,0.002764326762408018,0.0,0.023596027251332998,0.03294585034251213,0.0031115232408046724,0.0,0.0003571453504264355,0.0,0.0,0.0,0.0,-0.00041667848359793424,-0.0008292106492444873,0.008702587299048901,0.0,0.0,-0.008282078411430121,0.0,0.0,0.0,-0.0009797858446836472,0.0,0.016275660060346128,0.0,0.0,0.03687177684158087,1.801925478503108e-05,0.0,0.011119403038173914,0.00036038510501384735,0.0,-0.00017336460296064616,0.0009550205268897117,0.03465477780904621,0.0,0.01660197174176574,0.009206661991775035,0.05024312667548656,0.0,-0.0010303106997162103,0.0005579553078860044,0.0,0.0,0.0,0.0,0.0,0.04186376428231597,0.0,0.008769351113587618,0.0,-0.051036947998218236,0.03031960443826392,0.0,0.0007428623293526471,0.0074876447767019275,0.0,0.01881600623484701,0.23744122248142957,0.0,0.008912797425873578,0.003334491476416588,0.0,0.0028721752762794497,0.0017976628243923187,1.0,1.0
Cbx1,0.1096574885956943,0.0,-3.3152420073747634e-05,0.0,0.0,0.005428977347910404,0.01916315484791994,0.01426176800392568,0.0,-7.805384229868651e-05,0.0013524927152320744,0.0,0.0016480878880247474,-0.0806791478022933,0.0031115232408046724,0.0,0.0002081647265003994,0.0,0.0,0.0,0.0,-0.00041667848359793424,-0.0013721084175631405,0.0026104464754462243,0.0,0.0,-0.0028328179108211772,0.0,0.0,0.0,-0.0014696787297725678,0.0,0.016275660060346128,0.0,0.0,0.026550016961991788,0.0,0.0,0.005951549783349037,0.00036038510501384735,0.0,0.006837320383638144,0.0009009627625346184,0.02786890577059239,0.0,-0.03313272887840867,0.0072635718621313575,0.0403397679887712,0.0,-0.001404969161376357,-0.0015751619776710867,0.0,0.0,0.0,0.0,0.0,-0.09352739794179797,0.0,0.003823507837951183,0.0,0.011430946104228496,-0.003695373996743001,0.0,0.00020000140415504575,0.006082527004182338,0.0,0.012566681862808763,0.1995617817901075,0.0,0.004213262916891836,0.0010826271027326584,0.0,0.0028721752762794497,0.0017976628243923187,1.0,0.0
Rab3ip,-0.16931890917941927,0.0,-0.0002875023428350687,0.0,0.0,0.015020170658826828,0.008503660606220365,-0.02632650401443243,0.0,-0.00015610768459737301,0.0013524927152320744,0.0,0.0014919802127406,0.03294585034251213,0.0007180438190698624,0.0,0.004885748401284218,0.0,0.0,0.0,0.0,-0.0015151944756507873,-0.010261296257376672,0.006123240906745196,0.0,0.0,0.013865428217686713,0.0,0.0,0.0,-0.002037876658141613,0.0,0.004140719389542937,0.0,0.0,-0.0040395930968225,0.0,0.0,0.0082452742010355,0.00036038510501384735,0.0,0.011288954582996667,0.0009009627625346184,0.024253851589746772,0.0,-0.016170894252136348,0.011932870745658875,0.025897307367995382,0.0,-0.0024196690740063784,-0.010499870679341257,0.0,0.0,0.0,0.0,0.0,-0.002716732695698738,0.0,0.007239567693322897,0.0,0.0148449725843966,0.01818013747688383,0.0,0.004928605835884809,0.0032406943663954735,0.0,-0.0058314478304237125,0.17028484183363615,0.0,0.009876567777246237,0.0010826271027326584,0.0,0.0014360876381397248,0.0008988314121961594,1.0,1.0
Osbpl8,-0.1176759531814605,0.0,-0.0012513545947149395,0.0,0.0,0.003963153706863522,0.0055872590560466055,-0.02632650401443243,0.0,-0.00046832304447889326,0.0014261883264407515,0.0,-0.006799236540682613,0.006312806275673211,0.00047869589179754256,0.0,0.0007142907031811774,0.0,0.0,0.0,0.0,-0.0015151944756507873,-0.010985159948468208,0.003143781702965498,0.0,0.0,0.0014645404857583345,0.0,0.0,0.0,-0.00693680576980114,0.0,0.002202001102268696,0.0,0.0,-0.023021255498752,9.009627625346184e-05,0.0,0.02158822141587734,0.00036038510501384735,0.0,0.031972117787227035,0.0009009627625346184,-0.0017722088191658258,0.0,-0.030323375714942813,0.00870427694171667,0.010601971414871514,0.0,-0.007727330271154642,-0.02210389990825206,0.0,0.0,0.0,0.0,0.0,0.01838104475289583,0.0,0.0016342786513268948,0.0,0.006120496205985546,-0.03042841135058552,0.0,-0.007914340980350971,0.0010675935447216035,0.0,-0.016937548788264395,-0.2786646085511893,0.0,-0.012018456149380654,0.0010826271027326584,0.0,0.0009573917835950851,0.0005992209538817405,1.0,2.0
Gal3st3,0.07829697707667947,0.0,0.0008600823860615492,0.0,0.0,0.015020170658826828,0.009042619029060006,-0.004166784808039665,0.0,-0.00015610768459737301,0.0019241967936977744,0.0,-0.00012535932008177043,0.021849958477541804,0.0007180438190698624,0.0,0.00025714465416967866,0.0,0.0,0.0,0.0,-0.0006628975830972195,-0.0020224262960255148,0.006344327740371227,0.0,0.0,0.007353202257072553,0.0,0.0,0.0,-0.0014696787297725678,0.0,0.003470545141026378,0.0,0.0,0.02713778384961188,0.0,0.0,-0.0018336245464161038,0.00027028881013393404,0.0,-0.0007725855568423868,-0.004360659769736231,-0.023913223799318074,0.0,0.01991838898975402,0.009120947159826755,0.032636584471911194,0.0,-0.0026538306009024383,-0.06079351016785949,0.0,0.0,0.0,0.0,0.0,0.024530323310755192,0.0,0.004009872949682176,0.0,0.015751115842722357,0.002691551734460518,0.0,0.0003428595419973135,0.004791150502860546,0.0,0.04197632059454918,-0.03573697356507182,0.0,0.023226777982199565,0.003096313513815403,0.0,0.0014360876381397248,0.0008988314121961594,1.0,0.0
