gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,count.DAR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,Tanova.max.loops,Qanova.mean.loops,loop_size.log.std.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,min_distance.log.std.loops,9mo.2mo.T.mean.loops,count.loops,Qanova.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,Qanova.std.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.max.loops,Tanova.median.loops,18mo.9mo.Q.max.loops,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac
Slc7a6,29849.0,0.1512012127691682,0.0,5,-0.1376357385455451,0.0,-0.0483134247238945,0.0,0.0,0.5849625007091332,0.0,0.0,0,6.882643049363064,10.344295907915928,0.0014952566555065,6.3731723,1.81977504,0.954277549680538,0.00129124528,0.00049516088,0.0007960844,0.0028885086999999,0.0007601297499999,0.4054250563414434,0.0350377959999999,20,0.3859263,0.0533991497,0.0006263525931232,1.3364568534191867,0.027437205,0.0023497336,0.7992414800000001,0.003350578,-0.016578503875928,-0.100738556140799,-0.0214426023842719,11.243769031961913,-0.046399668926229,-0.1815198178663855,-0.05433888721457
Cflar,47376.0,0.0,0.0,2,0.0135133409913938,0.0,0.0427243183172878,0.6078555064442037,0.707106781169545,-0.7369655941469699,0.0,0.0,0,4.247927513451178,13.841859146295972,0.0006927208175228,4.2794967,0.8723045419875,0.5533041272818648,0.0003444867589285,0.0001894882589285,0.0001549984999999,0.001189054,0.0001608931999999,0.5565343044051169,0.0093914238928571,56,0.002627577,0.0017994977857142,0.0007405105897146,0.8181251358207009,0.01350004,0.0017761682,0.4886914999999999,0.0020627696999999,0.0629144151277802,0.0169117294100191,0.2372240694201828,13.780027064441986,-0.0554485646723276,-0.1813700908106508,0.0723602940823468
Cxadr,58285.0,0.0,0.0,5,-0.185217621874508,0.5849625006971113,0.0207308279112643,8.500794589805695e-12,0.8701830993969977,1.4150374992487875,0.0,0.0,0,4.276640735127923,14.245289332581924,0.0007514647121323,3.272808,1.655292745625,0.2690894255735866,0.0020973129031249,0.001486213546875,0.0006110993562499,0.002447759,0.0015089555,0.6411756933630515,0.0232147681249999,32,0.1946408,0.0650643796874999,0.0009410937680761,0.9713427255674468,0.017320385,0.003998164,0.8760758500000001,0.0033815029999999,-0.1253786025392909,-0.1693906418710801,0.2768381272342557,14.470341120818102,-0.2850014891619625,-0.7727120451743121,0.1156108472908824
Gpatch4,12885.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3709906039581553,0.0593952662124833,0.3887358581026344,11.169298695792907,0.2232670948982877,-0.3363610412418101,-0.1638718286858043
Trim35,14393.0,0.0,0.0,9,-0.0478306032025548,0.3219280948859202,0.0148905177246663,0.0119849602988495,0.2276375389483005,0.1202942337172103,-0.1521178407409229,-0.3010487727656501,1,0.0,0.0,0.0006283574369127,3.3061101,1.8970698346153847,1.0833914403538605,0.0010183762153846,0.0007831406384615,0.000235235576923,0.0027165466,0.0006751433,0.0818745095053979,-0.0422649937230769,13,0.38137627,0.0442013673076923,0.0010455018844532,1.584556617912353,-0.076765317,0.0029078233,2.1749141,0.0024018495,0.6180520342930711,0.0639118977770044,0.5834837642354977,12.644081593265698,0.0955078329027097,-0.3010487727656501,-0.0315959351257052
Tmx1,14945.0,0.0,0.0,13,-0.0054536355567877,1.7004397181161224,-0.0368564460268485,0.5235935294904005,1.0472188288849484,2.115477217382944,0.0,0.0,0,7.672425341972203,11.355351096424869,0.0010086952238309,4.709691,1.3942510007096776,0.8163512838858697,0.0006823863645161,0.0005618206935483,0.0001205656709677,0.0028611553,0.0005449389999999,0.3986510311894776,0.0292171109032258,31,0.034053367,0.0674115752258064,0.0009287636095166,1.1579059235094826,0.05815647,0.002228288,1.3493804,0.0026471224,0.1054582978558063,0.0482644388810067,0.0482644388810067,10.760719947465706,0.1054582978558063,0.0482644388810067,-0.0571938589747995
Gemin5,48537.0,0.0275839354202934,0.0,6,-0.0007499405028026,0.8073549220421463,0.0230677529853089,0.5760015467127064,0.4271726610264823,0.5305147166938475,0.0,0.0,0,6.61470984411668,11.377210530388606,0.0002377476712769,5.1428576,1.7333023166666666,0.0796114145218523,0.00152670885,0.0012392959833333,0.0002874128666666,0.0005189124999999,0.00125278135,0.357613010961764,-0.0095158736666666,6,1.2210606,0.1410618213333333,0.000241796326268,0.4904851174495936,-0.01085673,0.0018129045,3.977946,0.0016079446,0.464927953853294,0.0436013831097642,0.1820425651934942,13.023754353299434,0.1856004861109016,-0.1626199996451511,-0.1419991030011374
Txndc16,86863.0,0.0,0.0,1,-0.0135824199285394,1.7369655941325433,0.0157756675500122,0.7330564307452612,0.6290539354694841,1.9999999999458988,0.0,0.0,0,0.0,0.0,0.0014233825158007,1.4220142,1.6095196477777778,0.0967909333936977,0.0009383312333333,0.0017199490222222,-0.0007816177888888,0.0011524519999999,0.0022312199999999,0.444371332967461,0.0519148877777777,9,0.40835714,0.0571378155555555,0.0010869543678757,1.141405572626091,0.05327922,0.0021472319999999,0.83800834,0.0039019685,0.3924563137958546,-0.0404610804519544,0.5119305032171614,14.936177822576768,-0.0984643051930284,-0.6569281742881634,0.0580032247410739
Dhx40,38900.0,0.0,0.0,2,-0.138866822906861,0.0,-0.0271678128817312,0.5024004466802918,0.4136309509827679,0.0,0.0,0.0,0,0.0,0.0,0.0004866167996219,1.4382781,0.7203929439851853,0.1170814354943225,9.368913333333332e-05,-6.005744444444421e-06,9.969487777777772e-05,0.0019332897,-7.448949999999937e-05,0.4240414697096035,-0.0289980282222222,27,0.0016091507,0.0150552201851851,0.0010168589465457,0.6729628022974692,-0.028382184,0.0023211096,0.4705665,0.0008941507,0.2490601690382607,-0.0325923487197745,0.0690832659225622,11.514220909358178,0.1936925579900017,-0.1342679633621113,-0.2262849067097763
8430429K09Rik,27466.0,-0.0358772139397813,6.0,12,0.63964136944454,0.7369655941640696,-0.0742652908307746,0.6179433271627928,0.8854712831383327,1.415037499263816,0.0,0.0,0,0.0,0.0,0.001130616781135,5.2553296,1.531485077983607,0.9523134100926556,0.0009328461540983,0.0002728158409836,0.0006600303131147,0.002259065,0.0003322784,0.4622860869908317,0.0308292050245901,61,0.026240947,0.026280782057377,0.0008621480384857,1.2740266622877343,0.034598805,0.0043569725,0.85758233,0.004501162,0.4606278164037278,0.2409777580338494,0.6413428923950776,13.193679354741745,0.1528512754914117,-0.1391504124197036,0.0881264825424377
Spata24,5497.0,-0.0126356493754144,1.0,10,-0.099420006930111,0.099535673550227,-0.1342809711666506,0.7946069615168245,0.2066029907107935,0.8073549220421463,0.466924055574121,0.4565812230161934,1,0.0,0.0,0.0008024754190574,4.015162,0.8413477653699999,0.1968322430999053,-0.00080128865,-0.00027029125,-0.0005309973999999,0.0011925499999999,-0.0002577824999999,0.02654549905766,-0.0470081558999999,10,0.0055087917,-0.0408665744,0.001319652420821,1.1510742661788855,-0.0316014749999999,0.0014397105,0.68452835,0.0013091514999999,0.466924055574121,0.2318796883924516,0.4565812230161934,11.4670960339058,0.2100710085815364,0.0808749537057078,0.0218086798109151
Tctn1,26612.0,0.0,0.0,3,-0.0018834023972313,0.8930847960739761,-0.0144876970593668,0.6397597390546791,0.5561792300486536,0.3959286763293175,0.0,0.0,0,5.039863206920259,12.989485416169408,0.0009778781171829,5.0659676,1.1939734942135922,1.0765820635044034,0.0002590719446601,-0.0001277521213592,0.0003868240660194,0.002766054,-0.0002386603,0.3921028655540433,0.0135724118038834,103,0.044491004,-0.0150010274233009,0.0008020720690504,1.0765225521341464,0.0107183639999999,0.0030401019999999,0.76757616,0.003123285,0.6998154802623511,0.3380176061328173,0.7517972421520983,12.502334580198022,0.3832121394878849,0.1100171717694382,-0.0451945333550675
Mapkapk2,44126.0,0.0,0.0,6,-0.0629223331134891,0.9259994185493888,0.0416859462744465,0.0,0.0,0.9259994185493888,-0.3412932195157281,-0.3391734892567828,1,5.377053165049638,13.744430667265618,0.0012105286359565,4.6710124,1.4390052018636363,0.7604931094124626,0.0006232546863636,0.0006245769863636,-1.3223000000000614e-06,0.002603469,0.0005589494,0.416648959160168,-0.011117727,22,0.021366006,0.0279563966363636,0.0009954681902796,1.766751087521489,-0.00951939,0.0031778876999999,0.7593815500000001,0.0033170604,0.1432011138329589,-0.0764060185957239,0.1485960821266281,14.4740861570154,-0.0992121682438635,-0.3425707957598862,0.0228061496481396
Utp3,1628.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0973158008333903,0.0603214407733568,0.2742558331552978,11.064742764750322,-0.0402067970339138,-0.1298805521639048,0.1005282378072706
Dpf3,273971.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7106125030310149,0.694418510491607,2,5.1913974953270206,14.88058329789521,0.0009806328456875,4.400197,1.2320095109125,0.9886932003457164,0.0002800821775,0.0002025422662499,7.753991125000013e-05,0.0028668265,0.000372488,0.9428504174644328,-0.0067456010824999,80,0.049503658,-0.018920559025,0.0011651024550213,1.1070062246790595,-0.0133338199999999,0.002865568,1.0124009,0.002177689,0.7586383605233391,0.1954999939305548,1.2812486931869531,16.996263830773305,0.1625550253980669,-0.2353375724419959,0.0329449685324879
Eif3c,19956.0,-0.0143847074090519,1.0,9,0.2697976158053614,0.8479969065421264,-0.0560141493101031,0.2573979910380569,0.4731876226294976,1.1699250014222748,0.0,0.0,0,6.90689059560972,12.452498657692814,0.0010895269986861,3.0654917,1.012035717467742,0.6260246614116041,0.0003267078774193,9.771075161290327e-05,0.0002289971258064,0.0021803037,0.00044885005,0.1333818274506148,0.0021307226241935,62,0.019647237,0.0115571804354838,0.0010147478480404,0.7530837931584281,0.0143226474999999,0.0022915202,0.8557233,0.0014844943,0.5002239908130994,0.1996228012953407,0.3530596758701874,11.423115910147152,0.354656520151925,0.046185926720494,-0.1550337188565843
Gm9801,114973.0,0.0,0.0,6,-0.156303852992532,0.0,0.0517091545932726,0.9036774610030396,0.0,0.8479969065421264,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp654,71305.0,-0.0582886781827749,3.0,9,-0.0095399728734193,0.5849625007171486,-0.0458402933977013,0.8509643826919971,0.9926876273529306,1.3219280948440812,0.0,0.0,0,0.0,0.0,0.0008689471787,3.1980333,1.69272325,0.0262985814375019,0.0011025417499999,7.174714999999999e-05,0.0010307946,0.0015520827,-0.0001397424499999,0.0,0.1182830964999999,4,1.5796126,0.073425024,0.0002671397429081,0.1536481584329925,0.133585553,0.0013472102,2.135381,0.0012170905999999,0.9730216911038372,0.4400409523505271,0.4400409523505271,12.04848687399237,0.9730216911038372,0.4400409523505271,-0.5329807387533101
Chmp2b,23598.0,0.0,0.0,10,-0.0389147306179307,0.0,-0.0069228494667448,0.8495639877475094,0.6920167154507951,1.3219280948440812,0.0,0.0,0,7.149747119505698,13.188588845707365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0744898509175335,-0.0554032420391364,0.1367104730066166,11.404077136241288,-0.1381584049903013,-0.2048334575134713,0.0827551629511648
Cul4b,42922.0,0.0,0.0,8,0.1136404477289996,0.3219280948837557,-0.0622896941761934,0.1858652722408397,0.5389272554978336,0.9999999999278651,0.0,0.0,0,4.584962500727167,13.88369335851508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slc6a17,50475.0,0.0,0.0,4,0.0064675017174797,0.0565835283661453,-0.1774798203727963,0.0,0.0,-0.1926450779398196,0.2890994172436979,0.523989301861315,2,6.3962880032909055,13.311154789750637,0.0011022292917317,4.828547,1.500228059772727,1.2194915988707449,0.0006119821090909,0.0004433531272727,0.0001686289818181,0.0029080836,0.0002606180999999,0.5151888443043531,0.0395442355431818,44,0.08897893,0.0333549721340909,0.0013217450164631,1.5118527491229268,0.0539692149999999,0.0035464985,0.74261642,0.0033933599999999,0.6000875371613308,0.4594937224324709,0.9276470775158492,14.689506655347424,0.265072346952187,0.063200709184032,0.1944213754802839
Pomt2,41107.0,0.0084663101803649,1.0,6,0.0165394127825244,0.3625700793824178,-0.0852432761777297,0.6560815324995527,0.0234646606917444,0.2630344058321907,-0.278374044831517,-0.4197361717602526,1,5.146160816405564,13.25527273101087,0.0010101329921734,5.489509,0.88732704705,0.7275541549982445,0.0007415509016666,0.000420026185,0.0003215247166666,0.0023266497,0.0003855568999999,0.4126913706968886,0.0238048572166666,60,0.029728439,0.0517485175833333,0.0007615251739912,0.825558346870976,0.03132933,0.0029830934,1.08992415,0.003786123,0.6702229632476168,-0.0311548660641216,1.0122061785369472,14.160816849673555,-0.0234009811318346,-0.4197361717602526,-0.007753884932287
Stmn2,52246.0,0.0,0.0,1,0.3025445601241032,0.9999999999855732,0.016048831397466,0.4887219273972187,0.6580570126592573,1.7369655941325433,0.0,0.0,0,7.744673120360428,12.918155201252445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3188204901141233,0.4233274381306541,0.5812056243922813,11.970465440780032,0.2706442846909861,0.265449251869027,0.152683153439668
Gtf2h3,18540.0,0.0262975260525908,0.0,4,0.0068042231166618,0.8744691179052118,-0.0936335582026179,0.302884533021125,0.2913540536870255,0.6520766965721987,0.0,0.0,0,0.0,0.0,0.0007020652298619,3.7605658,0.7258092504285714,0.8039597262098839,0.0004644791999999,0.0007766211,-0.0003121419,0.0001864965,0.0007155623,0.0,-0.0411488708571428,7,0.024447203,0.0389019772857142,0.0004503913571447,0.5396723324412744,-0.06629647,0.0008840239,1.3779334,0.0015210487,0.430303279614568,0.0520774017987019,0.0979645957829098,11.107217075591448,0.1781320227995564,-0.0202152990006121,-0.1260546210008545
Gm11508,36015.0,0.0,0.0,5,0.0662028186869316,0.9999999999939888,-0.0325825333624489,0.6393740248782747,0.4206890558558102,0.6374299206124299,0.0,0.0,0,6.406734019199318,13.227026952330643,0.0009595683880563,4.1355,1.230041719181818,1.4163658255729743,1.5146177272727271e-05,7.34720757575758e-05,-5.8325898484848514e-05,0.0015239879999999,-0.0001346648999999,0.5823789314145627,-0.0065879615454545,66,0.022028046,-0.0127798720757575,0.0011263754945528,0.9733296464084408,-0.0074446349999999,0.0030872339999999,0.614671635,0.0030011589999999,0.2008214334916804,-0.0268167341835408,0.3414129196904862,14.163335192081968,-0.0189458675349381,-0.3142766004472797,-0.0078708666486027
Pigp,13079.0,0.0085519856993571,1.0,5,0.1132565115512704,1.4150374992688248,0.0238090210454231,0.0,0.0,1.7776075786489534,0.0,0.0,0,0.0,0.0,0.0009682328301973,0.72372353,0.36535275,0.129353668154212,0.0007080369999999,0.0007982279999999,-9.019099999999988e-05,0.000518427,0.0007982279999999,0.0,-0.0303287519999999,2,0.1538808,-0.0061483419999999,0.0001075170002929,0.299066499751485,-0.0303287519999999,0.0007840629999999,0.37875501,0.0014828719999999,0.6578601638875852,0.0945345397714629,0.2518522813419598,12.377481688182986,0.1688989193717478,-0.0127134554312267,-0.0743643796002848
Zfhx4,197331.0,0.0,0.0,2,-0.0591899467321574,0.9999999999278651,-0.0090893871259245,0.7375126952285203,0.5228412863652702,1.3219280948440812,0.0,0.0,0,4.002544601017048,12.869771936859864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9423025086514564,0.0755427533723222,0.4272436778914434,15.914782192402171,-0.1231643315050312,-0.3799257242282974,0.1987070848773534
Dtd1,168861.0,0.0,0.0,1,0.0,0.0,-0.0743758248820478,1.228220150258036,0.0,0.0,0.0,0.0,0,6.157585926989772,15.46296948483536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3025245234670252,-0.2125764624018427,0.7849217977304936,16.28135051498104,-0.264956289048716,-0.9124120092117392,0.0523798266468731
Pdss1,44744.0,0.0,0.0,5,0.0632007091857111,1.5849625006249766,0.0010368835131489,0.5150198238678749,0.6928624866295955,1.5849625006249766,0.0,0.0,0,0.0,0.0,0.0,1.2656128,0.38689584,0.0,-0.0003791134999999,-0.0004773768999999,9.826340000000005e-05,9.826340000000005e-05,-0.0004773768999999,0.0,0.0584594,1,0.38689584,-0.0448214899999999,0.0,0.0,0.0584594,-0.0003791134999999,1.2656128,-0.0004773768999999,0.0728117859399514,-0.1227557331061374,-0.039324121945778,13.78125724574943,-0.1260791739302695,-0.2155980923029523,0.003323440824132
Adck2,14896.0,0.0933943109803883,0.0,4,-0.0944207456676355,0.6520766965721987,0.0361791407428055,0.8998692161576305,0.2916175640157881,0.8744691179052118,0.0,0.0,0,4.822932074354771,11.928736905636944,0.0009093975643416,4.618492,0.8054761309310345,0.4435082008321664,5.260341034482765e-05,0.0001176397344827,-6.503632413793095e-05,0.0027724815999999,0.0003175226999999,0.3146342435979436,0.0136963225517241,29,0.005757107,-0.0009700820344827,0.0009715279618698,0.8934261385916967,0.0255226199999999,0.002603026,0.45326906,0.001609208,0.230622211037343,-0.0330022587076922,0.1182171550345487,12.618614920250826,0.0636502233306358,-0.1595574875941761,-0.0966524820383281
C1d,11597.0,-0.0201502517450146,0.0,3,0.3127078031415946,0.7369655941469699,0.065302277248219,0.886955311011077,0.7043699526888676,1.5849625006249766,0.0,0.0,0,0.0,0.0,0.000388531234487,5.472917,0.9782352993272728,0.4436949059851259,7.621693981818183e-05,-9.166426854545456e-05,0.0001678812083636,0.0011787729,-9.876193999999998e-05,0.1067001110668325,0.0096751388,55,0.02232716,-0.0374708437818181,0.0003629590449266,0.8307667533105457,0.0279616,0.0010845517999999,1.4273869,0.0005976473999999,0.1811349879143273,-0.0240231210028974,0.2672099484752783,11.194756854422309,-0.0689473022014256,-0.1990131676594606,0.0449241811985282
