gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,Tanova.std.loops,18mo.2mo.Q.mean.loops,loop_size.log.std.loops,18mo.2mo.T.min.loops,9mo.2mo.Q.std.loops,min_distance.log.mean.loops,min_distance.log.median.loops,18mo.2mo.T.mean.loops,min_distance.log.max.loops,18mo.2mo.Q.min.loops,Qanova.max.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac
Ablim1,282186.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0407589526448486,-0.043592519366407,0.0,0.0,-0.0407589526448486,-0.1699250014413102,0.7842713089412019,0.0771933534211705,0.3483910641622608,0.5819370296563451,13,2.9096364309729816,0.0006518320255029,2.011629828241296,-0.07268104,0.0005434370668159,15.109011272935108,14.83698725010174,0.0486062667869822,17.187535723642277,-0.0009050849999999,10.254275,-0.0074219684623935,-0.0065056960630969,-0.0139276645254904,-0.0617104557999489,0.1904135214162401,2.0530411389462397,2.584962500745201,0.1836451229256586,0.670466151684903,0.1864195631340751,86,-0.3311206688298982,-0.1487267783336863,-0.0027744402084164,0.1471852320734643,0.4961763482770507
Pias2,88592.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1015285078672043,0.0,0.0,1.0,-0.1015285078672043,0.222392421333013,0.0,0.0,0.0,0.0,0,1.811857291705356,0.0005430674431818,2.2855465564258166,-0.1099919,0.000335850341555,13.989726794994498,14.035486451292154,0.009749720465909,14.758014958495272,-0.0004737661999999,19.7546,0.0274029079424535,0.002883767590369,0.0302866755328226,-0.0195703036102507,0.1704522144181029,1.430758981572381,10.718532876069306,-0.0782871184924779,0.1958112364384423,-0.0476797539274811,18,-0.3915500808842537,-0.5589106355142304,-0.0306073645649968,0.2788761952968911,0.5093311035597929
Ifnar1,22203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020951558746419,0.0563241959204705,0.404183903854289,1.0,-0.1377256511762281,0.3410369178330419,0.4739311883312904,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243392493596134,-0.0193310402568,0.0050082091028133,-0.035476788008793,0.0858653850111012,0.9276773743197038,10.107217075591514,0.1576174294680159,0.3092600765576192,0.2336327772496086,6,0.0618413417930913,0.1319434413174462,-0.0760153477815927,0.0706213424219121,0.3045139264172662
Lrrc24,6897.0,-0.2630344058335847,0.0,0.0,0.3008664793593354,0.0,0.0,0.0511591032621518,0.1554452106160453,0.1875780615671181,3.0,-0.0391425376468337,0.1740293997746285,0.1319505748255265,0.0,0.0,0.0,0,1.0838669032901136,0.0011350748333333,0.3949835121833978,-0.0272751799999999,0.0006289395587243,13.866670997539163,13.951740039269596,0.0281366675,13.951740039269596,-0.0002023059999999,7.687921,0.1856662267252464,-0.0713125906009679,0.1143536361242785,-0.0101738490833428,0.0707713998307605,0.4954580924861146,10.83289001416482,0.0162913149277172,0.0959190893114878,0.0322919487184618,6,-0.1141116326876479,-0.0576717227747227,-0.0160006337907445,0.0760368442397393,0.1695480553018304
Bcl7c,47477.0,-0.0759488532330987,0.0,0.0,0.8231222379143119,0.0,0.0,0.1600364531938689,0.2275162067227203,0.0,0.0,0.1272240463926106,-0.2028168829993299,0.478653598574148,0.0344154901349719,0.2659147142713472,0.8265127067365874,2,0.9428563343387306,0.0002128224855072,1.4346939507980525,-0.075613425,0.0006582799310047,13.911849315606934,13.4707859557643,-0.0033573255072463,14.91685913781461,-0.0007913652999999,10.80304,0.0329837442908306,-0.0170777159821596,0.0159060283086709,-0.0416450860472367,0.3036859984380171,1.0911100280827828,11.214926187942496,0.2417529140443802,0.7939493182592774,0.220286853582729,15,-0.2621198897165829,-0.1652893762281688,0.0214660604616511,0.2333600969952727,0.5854835019887679
Gm15879,5008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0217196763825744,0.0004503106666666,0.2905185315292501,-0.0764789279999999,0.0007717482470909,13.4039440401536,13.4039440401536,-0.0374136416666666,13.4039440401536,-0.000719095,4.888273,-0.0414756600454711,0.0146338810303206,-0.0268417790151505,-0.0392329825630829,0.1257226594126819,0.1518264964185691,11.920352855415118,0.0798572006634972,0.1687565456830113,0.2497481229673852,2,-0.0090421443560169,0.1428329190701044,-0.169890922303888,0.1512009313754193,0.356663326864666
Jpx,72140.0,0.0,-0.0688499496193936,0.6655809609276027,0.0418201756945055,-0.0688499496193936,0.0,0.042307341758345,0.3536553495946788,0.3221289227314911,1.0,-0.3842217184436647,0.1312445332776555,0.4150374992771271,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003269472832781,-0.0053284008546245,-0.0056553481379026,-0.0518054476152903,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4732463B04Rik,14338.0,0.1082528906518875,0.0,0.0,0.3692338096650402,0.0,0.0,0.0055189023941342,0.0991863445159699,0.2670803360738603,1.0,-0.1368100304774975,-0.2410080995031229,0.1497801409288923,0.0,0.0,0.0,0,0.6740359679164571,0.0007248843857142,0.9543241044481072,-0.055868044,0.0006543666548357,13.868909021842535,13.948275965094634,0.0255633296607142,14.092509404155976,-0.0005442093,10.42201,0.0882830501881303,-0.0680489485591573,0.0202341016289729,-0.0329344176535347,0.103192108220489,0.8978268003334812,9.33762190199273,0.1896392149247845,0.3717319969890505,0.2214185026396733,6,0.0807515285006892,0.0897572111792639,-0.0317792877148888,0.1052995495157958,0.3613215902757295
Cenpj,48664.0,0.0223678130284197,0.4281864597244931,0.2115041051933666,0.5545888516769182,0.4281864597244931,0.0742273681476119,-0.1717611195775052,0.0272133286901068,0.3751305536934797,1.0,-0.3089635657020393,0.0,0.359174957998492,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220621887362275,-0.0170197035266271,0.0050424852096004,-0.0226695992343817,0.0,0.0,11.090112419664354,-0.1009829079162525,-0.1009829079162525,-0.1459312244281498,1,-0.1009829079162525,-0.1459312244281498,0.0449483165118973,0.0,-0.1459312244281498
4930432K21Rik,24565.0,-0.4511067539858748,0.0,0.0,-0.0269670476002437,0.0,0.0,-0.0726061900844028,0.0684249352163552,0.3147876581040223,1.0,-0.1119967705823716,-0.0588936890533284,-0.1332665308630538,0.0,0.0,0.0,0,1.2996368101036593,0.0004014360307692,0.8500704154411165,-0.081038388,0.0005877605071093,14.050224261476028,13.832692262805253,0.0230423267884615,14.549243194792856,-0.0005573601999999,9.162517,0.0435115271646157,-0.0104427989475019,0.0330687282171138,-0.0632830005003552,0.2816097386483265,1.4262349144843716,9.567956075415657,-0.0310023016583996,0.2848840426092918,0.070812614505359,8,-0.5318602705742508,-0.4040532540016984,-0.1018149161637587,0.2078324049852454,0.2709892705619953
Edem2,27798.0,-0.2270689085456823,0.0151604846799227,0.177538185551989,0.7228904089539308,0.0318662842993855,0.0847985518152912,-0.0204546169214032,-0.0136523277359215,0.5829589372829598,0.0,-0.023028855524946,0.643856189771479,0.4360991148044597,0.110590886146795,0.5056690602149129,0.7151235926787848,6,1.0472763361929145,0.0003435235285714,1.2891914122499244,-0.05814037,0.0005551917718446,13.955090009946636,14.264222660437946,0.0039363444999999,14.390370510913188,-0.001216185,10.698758,-0.0174852812157797,-6.616218191240336e-05,-0.0175514433976921,0.002459237738557,0.2121189882243118,0.8014485446041797,10.697836357962464,0.4807215437373651,0.9243496167312352,0.4007196206142469,9,0.2694568115299578,0.1665639706461879,0.0800019231231183,0.1859924057300402,0.7134798790477119
Nox1,135535.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3566597719932671,-0.1043032349752186,0.5043922871959078,0.0,-0.4359670020142046,0.099535673550227,0.0641303374194306,-0.1367379356433766,-0.5170872260539806,0.0828609309492242,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178710257211792,0.0061008680964745,0.0239718938176537,-0.0044083173058351,0.0,0.0,13.49710335701689,-0.5170872260539806,-0.5170872260539806,-0.3803492904106039,1,-0.5170872260539806,-0.3803492904106039,-0.1367379356433766,0.0,-0.3803492904106039
Msantd1,15827.0,0.0,0.0087290509689893,0.2630344058335527,0.2630344058335527,0.0074353231234418,0.065846053471588,-0.0880388784811887,0.3606685404624543,0.080226956380874,0.0,-0.1177672193540564,0.3479233034174966,0.0721497857557453,0.0,0.0,0.0,0,1.464693742437124,0.0002673496722222,1.0475920471171616,-0.0452720499999999,0.0004232631764462,13.84998844617921,13.76435328821897,0.015177296375,13.951193632859496,-0.0003662488,9.161406,-0.0074605397777189,0.0086546776724029,0.001194137894684,0.0336477137287307,0.0590360551283238,0.4134035982102947,10.875749351420133,-0.0017975783449549,0.0433787317309453,0.0431925395129102,3,-0.068596383243081,-0.066578326816471,-0.0449901178578652,0.0955109903662781,0.1073038579858033
Tmed4,4501.0,-0.2537565922453355,0.0,0.0,-0.0142138592196872,0.0,0.0,-0.0678336817513742,-0.0212350529796854,0.0756004657007476,1.0,-0.0927710666480718,0.0,0.1812850396912089,0.0,0.0,0.0,0,2.133591914658074,0.0001668877744186,0.375699111956104,-0.04249209,0.0004733392008079,13.873667770520353,14.164985468475033,0.0166323500930232,14.164985468475033,-0.0004762726,7.03502,0.0677853063272482,-0.0110460553881251,0.0567392509391231,-0.115464765018327,0.1018316498096459,0.2699114691228217,10.728770849542748,0.1640165583223458,0.2360224084421602,0.1982897618547497,2,0.0920107082025314,0.1559133842993363,-0.0342732035324039,0.0599292478631085,0.2406661394101632
Slc25a11,3283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8901745915796849,0.00047642612,0.9149306336327788,-0.05820788,0.0005412558269742,13.574120435009748,13.574120435009748,0.0207857851999999,13.574120435009748,-0.0004029718,9.426254,0.088020445208881,-0.0434622232522749,0.0445582219566061,-0.0765187944769952,0.0162201352151124,0.3288660438408262,10.890264277021185,0.1072076323265014,0.1186769999288701,0.1400210751849352,2,0.0957382647241327,0.1364934311948937,-0.0328134428584337,0.0049888419739405,0.1435487191749767
Wdr1,36408.0,0.0,-0.009363523304076,0.331205908474419,0.0,-0.009363523304076,0.0,-0.1177280130525879,-0.0792563043529286,0.2460189271793366,1.0,-0.162539904833185,0.7104933827999145,0.2168265887214424,0.0,0.0,0.0,0,0.9204951632508448,0.0005681746222222,1.1619019508875204,-0.074846959,0.0003310114826195,14.061846681735844,13.89045429283184,0.0094382472499999,14.620334393309086,-0.0003313974999999,7.5486465,0.0239393551633292,-0.0162997496611803,0.0076396055021489,-0.0584081863920324,0.1957369939005148,1.829420685989323,7.055282435502274,-0.1029872682030437,0.1419585557825318,-0.1064407777434714,16,-0.4876358129846041,-0.3437091718423662,0.0034535095404276,0.1687927048306133,0.1705885854637165
Ormdl3,6112.0,0.0,0.3429915716125877,-0.0767697864841077,0.0,0.3429915716125877,0.1264090134124002,0.1945375259284585,0.3013920162341184,0.5794832802641583,0.0,0.0966575604319297,0.1805722456406893,-0.1971394695551436,0.0759706950337255,0.2762931057292714,0.7692840189873418,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07272310524841,-0.0226373158440983,0.0500857894043117,-0.0871838188359865,0.1811830044915337,0.5238326906994033,10.164906926675814,0.285269155116959,0.5678633896775878,0.295932580432115,6,0.07074772801633,-0.0251930495039234,-0.010663425315156,0.279452756643717,0.7839749773790661
Sart3,30064.0,-0.2844533894683687,0.0161148759045508,0.274439169105805,0.3249621549766894,0.0161148759045508,0.0,0.1898819632032564,0.1637267928146872,0.0,0.0,0.1898819632032564,-0.3625700793824178,0.7842713089412019,0.1091151083310811,0.3792647251102822,0.7995361864891727,4,1.4724179844651386,0.0001130859141304,1.0731125696719008,-0.06775396,0.0005541498636827,13.941583524689303,13.99584188616911,-0.0003206933804347,14.529491559919926,-0.0009704089999999,13.243013,0.0073470423249043,-0.0144782552529538,-0.0071312129280495,-0.0352365165856859,0.1406735092596958,2.2861709357724096,6.3923174227804775,0.2491702358895834,0.532841298117439,0.2910251429633231,13,0.0654754260071397,0.029476036807742,-0.0418549070737396,0.1170948549374924,0.465752216342861
Phactr1,457903.0,0.3358672858449445,0.0,0.0,0.171480467944197,0.0,0.0,-0.1008452611659231,-0.0727802930042074,0.0,0.0,-0.1008452611659231,0.103093492963735,0.6713772525366419,0.0523429642447235,0.2684056217909059,0.3065219320939678,10,1.817366835049616,0.0006340694382311,1.4959349613490256,-0.108790743,0.0005120337400921,15.797176028266586,15.885267389926042,0.0235194232806603,17.546057929235708,-0.0008378151999999,12.175303,-0.0034854697940431,-0.0094458372237311,-0.0129313070177742,-0.0031392729738122,0.2130339805021757,1.4070772248801238,10.853309555403753,0.0820265709635422,0.6654772633000383,0.0706743268455039,133,-0.4281100096436381,-0.3056383428059432,0.0113522441180382,0.1791128882979705,0.6215073738345795
Mrpl28,3113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2504501418894949,0.0001350330555555,1.0801972072829018,-0.0893707349999999,0.0004797592488945,13.491853096329674,13.491853096329674,-0.0200716972888888,13.491853096329674,-0.0010357347999999,4.9815655,0.0372507284746564,-0.0203334260226771,0.0169173024519793,-0.0818735609090348,0.0,0.0,10.707359132080969,0.239475109985725,0.239475109985725,0.2105892615701909,1,0.239475109985725,0.2105892615701909,0.0288858484155341,0.0,0.2105892615701909
Hecw1,296790.0,0.0,0.07941497474227,0.5525410230272492,0.0,0.07941497474227,0.0923311546641451,-0.2397236360021766,-0.0059323169710099,0.7993207509581306,0.0,-0.3410783251323792,0.3479233034189022,0.4549010955102535,-0.1259431023995204,-0.4701058242913403,0.8048675479074963,4,1.283094921552769,0.0009870169927461,0.9862291793512452,-0.0905819799999999,0.000482008397102,14.650406133782216,14.596539203897333,0.029880376404145,16.384682585245006,-0.000880149,9.638513,-0.0095242704031159,0.004977388159485,-0.0045468822436308,0.0175763180537954,0.2447349737844484,1.967231333314844,9.4757334309666,-0.2088401504395848,0.397600736442816,-0.1264170993549158,44,-0.69343755883884,-0.5228413808487109,-0.0824230510846689,0.2451042407890348,0.4654768139323602
5730405O15Rik,3282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155709359210252,-0.0087294668321274,0.0068414690888977,-0.048058564009666,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Mttp,55114.0,0.0,-0.0583318212408935,0.3381687358940048,0.0,-0.0583318212408935,0.0,-0.1673263621889895,0.0763638760744838,0.5183119059586978,0.0,-0.2813145974071371,0.8073549220545129,0.3353461873705698,0.0,0.0,0.0,0,0.6445956425918539,0.0001321619999999,0.0805315946358682,-0.0187510099999999,0.000462155870506,14.548173621879249,14.548173621879249,0.00277128,14.972306730285066,6.064450000000006e-05,1.3123087,0.0097939033749726,0.0001057794011668,0.0098996827761395,-0.0799451881248101,0.1072809697941928,1.5590800846766937,9.182394353404778,-0.0663632688377493,0.0953681242229165,-0.063650879859195,5,-0.1851555770001356,-0.2061667840527423,-0.0027123889785543,0.1250468284649435,0.0969869133940566
Abcb1b,68168.0,0.0,0.0858093746401732,0.5343364276496487,0.0,0.0858093746401732,0.103688234744856,-0.3272759159904366,-0.0287777373601274,0.3948818275048571,0.0,-0.5207954746378398,0.2064508774659463,0.1069152039157192,-0.1162013348844867,-0.5150230993799861,0.0783391300733022,2,1.4330029122207932,0.0007849673333333,0.079745293356397,-0.00260019,0.0003657375714736,14.921098142155932,15.04699606839678,0.057091853625,15.420387920898508,4.842739999999946e-05,7.3414893,0.0004611040560686,0.0022210118466263,0.0026821159026949,-0.0044767792562394,0.3157441537559835,1.3804854516252134,10.738092259620576,-0.300076537103548,0.2741881064199785,-0.1957455666382941,13,-0.6495768174208194,-0.7158183798295152,-0.1043309704652539,0.2671081012625592,0.2087208547368459
Sgsm3,34525.0,0.0,0.0234264379781046,0.3464504140209907,0.0,0.0234264379781046,0.0,-0.1620462027372262,-0.0720229364396622,0.0,1.0,-0.1620462027372262,0.2775339755281445,-0.0404599976905244,0.0,0.0,0.0,0,0.7645877829037221,0.0004490767461538,1.3023256277962787,-0.05636915,0.0005904309213441,13.921166453928,13.80261733408518,-0.0107610153333333,14.568015473692062,-0.0004733978,9.05005,0.0413591336315592,-0.0271826240295011,0.0141765096020581,-0.0719105789458305,0.1255768157079919,1.5762833320287164,7.339850002885515,0.0551110302404136,0.2098864216581986,0.0372227846296497,16,-0.1657773663841864,-0.1725640400484873,0.0178882456107639,0.1013494894414338,0.1732324773296598
