,DEG,pred,score_0,score_1,score_2
Fabp3,1,2,0.1404874324798584,0.4285109341144562,0.4310016334056854
Asic2,1,0,0.6039398312568665,0.1953015774488449,0.20075860619544983
Tmem189,1,2,0.07045075297355652,0.38820821046829224,0.5413410067558289
Map4k4,1,0,0.8397316932678223,0.10748197883367538,0.05278630182147026
Ppme1,1,2,0.06528361886739731,0.3715134263038635,0.563202977180481
Tspyl5,1,1,0.22283461689949036,0.5768422484397888,0.2003232091665268
Set,1,2,0.040213361382484436,0.4101301431655884,0.5496565103530884
Stk11ip,1,2,0.04010239988565445,0.40709349513053894,0.5528041124343872
4933406I18Rik,1,2,0.21314266324043274,0.3408707082271576,0.44598662853240967
Zfp68,1,1,0.13774962723255157,0.6571338176727295,0.20511659979820251
Mrpl37,1,2,0.045432429760694504,0.33063310384750366,0.6239344477653503
Klhl9,1,1,0.14796288311481476,0.5915990471839905,0.26043814420700073
Tango6,1,2,0.18572217226028442,0.2419617921113968,0.57231605052948
Pigm,1,1,0.28302714228630066,0.50129234790802,0.2156805396080017
Fam98c,1,1,0.10258162766695023,0.5525221824645996,0.3448961675167084
Podxl2,1,2,0.0854942575097084,0.37583544850349426,0.5386703014373779
Polg,1,2,0.16627153754234314,0.39337632060050964,0.4403521418571472
Trim27,1,1,0.20847894251346588,0.5731651782989502,0.21835586428642273
Akr7a5,1,2,0.03049253672361374,0.3385898768901825,0.6309176087379456
Ythdc2,1,0,0.4692627787590027,0.4032428562641144,0.12749433517456055
Rbm22,1,1,0.08497393876314163,0.5702216625213623,0.34480440616607666
Ankrd11,1,2,0.09126806259155273,0.28993940353393555,0.6187925338745117
Blvra,1,2,0.10161808133125305,0.4383552074432373,0.46002671122550964
Qsox1,1,0,0.48469826579093933,0.2845988869667053,0.23070287704467773
Sprtn,1,2,0.039310719817876816,0.42748716473579407,0.5332021117210388
Tdrd7,1,2,0.06895804405212402,0.39041516184806824,0.5406268239021301
Stoml1,1,1,0.18268431723117828,0.5254374742507935,0.29187819361686707
Mettl1,1,1,0.09377018362283707,0.5474885702133179,0.35874125361442566
Inip,1,0,0.47639888525009155,0.3278477191925049,0.19575336575508118
Emid1,1,2,0.06048009172081947,0.3673117756843567,0.5722081661224365
Zfp955b,1,1,0.12101458758115768,0.5886374115943909,0.29034796357154846
Usp46,1,1,0.4030877947807312,0.4159090518951416,0.1810031533241272
Hif1an,1,2,0.04583267495036125,0.3730895221233368,0.5810778141021729
Txnrd2,1,2,0.040182195603847504,0.4366447329521179,0.5231730341911316
Iqck,1,2,0.089059978723526,0.41562390327453613,0.4953160881996155
Nrxn2,1,2,0.10324463993310928,0.3264334201812744,0.5703218579292297
Clpx,1,2,0.16035765409469604,0.2935454845428467,0.5460968613624573
Rhbdl3,1,2,0.06338537484407425,0.3599867820739746,0.5766278505325317
B230118H07Rik,1,0,0.39730289578437805,0.38377875089645386,0.2189183533191681
4930412C18Rik,1,1,0.30727094411849976,0.41047361493110657,0.28225550055503845
Maf1,1,2,0.07862896472215652,0.44608059525489807,0.4752904772758484
Sympk,1,2,0.03872176632285118,0.2667464315891266,0.6945317983627319
Foxj2,1,2,0.0914282575249672,0.4492116868495941,0.4593600332736969
Mob1a,1,1,0.0719495564699173,0.6446194648742676,0.28343096375465393
Emx2os,1,1,0.38348641991615295,0.4578782618045807,0.15863533318042755
Tpr,1,0,0.4461354911327362,0.24602243304252625,0.30784207582473755
Npas4,1,2,0.1093977615237236,0.40461820363998413,0.48598402738571167
Rbm27,1,1,0.1476496458053589,0.5470601320266724,0.30529019236564636
Bmpr1b,1,0,0.4467213749885559,0.3211630582809448,0.23211555182933807
Cds1,1,2,0.09529751539230347,0.38714754581451416,0.5175549387931824
Taldo1,1,2,0.030273251235485077,0.36880844831466675,0.6009182929992676
Cacng7,1,2,0.0932629182934761,0.37258124351501465,0.5341558456420898
Pygo2,1,1,0.0760541632771492,0.5297178626060486,0.3942279815673828
Pex3,1,1,0.2875266969203949,0.4885392487049103,0.22393402457237244
Smad3,1,2,0.05937531962990761,0.3754349648952484,0.5651896595954895
Ddx1,1,0,0.42723801732063293,0.32116422057151794,0.2515977621078491
Atg2b,1,2,0.04899389296770096,0.4544042646884918,0.4966018795967102
Mpdu1,1,2,0.043195877224206924,0.40246808528900146,0.5543360114097595
Orc5,1,1,0.32651057839393616,0.37120237946510315,0.3022870421409607
Cabyr,1,1,0.12881116569042206,0.5213785171508789,0.34981030225753784
Mat2a,1,1,0.05585116147994995,0.6386297345161438,0.30551910400390625
Scn3b,1,1,0.28307291865348816,0.46041634678840637,0.25651073455810547
Cluh,1,2,0.10768876224756241,0.24779386818408966,0.6445174217224121
Rcbtb1,1,1,0.12955090403556824,0.4406980872154236,0.4297509789466858
Zfp566,1,1,0.05554478242993355,0.5060359239578247,0.43841928243637085
Ncoa4,1,1,0.070643849670887,0.5008434057235718,0.4285127818584442
Slc35f1,1,0,0.44003918766975403,0.2830039858818054,0.2769567668437958
Eif2ak1,1,1,0.05096350237727165,0.4895884692668915,0.4594480097293854
Tpk1,1,0,0.5661026239395142,0.21868965029716492,0.21520771086215973
Xkr4,1,0,0.6322887539863586,0.2083473950624466,0.15936380624771118
Sowaha,1,1,0.2444446086883545,0.39135316014289856,0.36420226097106934
Nfkbil1,1,2,0.03826524317264557,0.33587533235549927,0.6258594393730164
Armc7,1,2,0.03928819298744202,0.3354417383670807,0.6252700686454773
Trmt10a,1,1,0.06888128817081451,0.6753165125846863,0.255802184343338
Ears2,1,2,0.0603109747171402,0.39334145188331604,0.5463476181030273
Pnmal1,1,2,0.09564293920993805,0.37698787450790405,0.5273692011833191
Prrt3,1,2,0.06600496172904968,0.36801019310951233,0.565984845161438
Chmp5,1,1,0.12456517666578293,0.452049195766449,0.4233855903148651
Kcns3,1,0,0.4450654089450836,0.3929641544818878,0.16197040677070618
Ndn,1,1,0.07551015913486481,0.5281010270118713,0.39638879895210266
Slc35e4,1,1,0.17661699652671814,0.5492440462112427,0.2741389572620392
Sdk1,1,2,0.12900413572788239,0.3001260757446289,0.5708697438240051
Pelp1,1,2,0.03623395040631294,0.3459931015968323,0.6177729368209839
Smc2,1,1,0.22333839535713196,0.49191176891326904,0.2847498655319214
Smg1,1,2,0.15291811525821686,0.33309614658355713,0.5139857530593872
Rab26,1,2,0.04633935168385506,0.4543148875236511,0.4993457496166229
Wdyhv1,1,1,0.09850563853979111,0.5307206511497498,0.37077367305755615
A330032B11Rik,1,1,0.1678972691297531,0.4873647093772888,0.3447379767894745
Bckdhb,1,0,0.45373252034187317,0.3190447986125946,0.22722268104553223
Sdf4,1,2,0.03890920802950859,0.3682430684566498,0.5928477644920349
Ptbp3,1,1,0.08631657809019089,0.522493839263916,0.3911896049976349
Abcg4,1,2,0.04404541850090027,0.3206034004688263,0.6353511810302734
Rps8,1,1,0.30366313457489014,0.4087332785129547,0.28760361671447754
Snrnp48,1,1,0.1662280261516571,0.5458321571350098,0.28793978691101074
Dhx32,1,2,0.07784653455018997,0.3741934299468994,0.5479600429534912
Gm17382,1,2,0.03354547917842865,0.3375236392021179,0.6289308667182922
Ccdc134,1,0,0.6393014192581177,0.20880649983882904,0.15189208090305328
Csad,1,1,0.14374205470085144,0.4302334785461426,0.4260244071483612
Map2k3,1,2,0.031462203711271286,0.3440190255641937,0.6245187520980835
Larp1,1,2,0.06965760141611099,0.29449111223220825,0.635851263999939
Ric3,1,1,0.24473249912261963,0.41053831577301025,0.3447292149066925
Atox1,1,1,0.07233612984418869,0.475155770778656,0.4525081515312195
Ankrd10,1,2,0.08562815934419632,0.42543676495552063,0.48893511295318604
Gm14399,1,1,0.0656493529677391,0.5959247946739197,0.338425874710083
Wrnip1,1,1,0.14767268300056458,0.6425575017929077,0.2097698152065277
Gabra1,1,1,0.13629093766212463,0.6188054084777832,0.24490366876125336
Pdcd6,1,1,0.13729159533977509,0.6635891199111938,0.19911928474903107
Rab11fip5,1,1,0.11968415975570679,0.4602838158607483,0.4200320541858673
Adamts6,1,1,0.34250330924987793,0.35992053151130676,0.2975761890411377
Chmp4b,1,2,0.3089350163936615,0.3122865557670593,0.3787783980369568
Zcchc14,1,0,0.38690999150276184,0.3195110559463501,0.2935789227485657
Uqcrb,1,1,0.18264654278755188,0.5745234489440918,0.24283002316951752
Ndufv3,1,1,0.103642039000988,0.5275392532348633,0.3688186705112457
Lrrcc1,1,1,0.360800176858902,0.48585471510887146,0.15334516763687134
Rnmt,1,1,0.06053328886628151,0.6813711524009705,0.2580956220626831
Rpl21,1,1,0.3083959221839905,0.35721075534820557,0.33439335227012634
Ttc28,1,2,0.1520940363407135,0.31525254249572754,0.5326534509658813
Ascc3,1,0,0.5423570275306702,0.26010996103286743,0.19753298163414001
Prdm11,1,2,0.12650293111801147,0.2656641900539398,0.6078329086303711
Tbc1d10b,1,2,0.10013899207115173,0.3507096767425537,0.5491513013839722
Ano10,1,2,0.17026972770690918,0.34249117970466614,0.4872390627861023
Ust,1,0,0.6423677802085876,0.25838619470596313,0.09924600273370743
Entpd6,1,1,0.24157682061195374,0.4358879029750824,0.32253527641296387
Ube2f,1,1,0.17019155621528625,0.44626855850219727,0.38353991508483887
Dlat,1,1,0.24785465002059937,0.41987496614456177,0.33227038383483887
Kbtbd2,1,1,0.3916064202785492,0.48056450486183167,0.12782908976078033
Tle1,1,0,0.8783730864524841,0.06996651738882065,0.051660358905792236
Trp53inp2,1,1,0.32119154930114746,0.3922122120857239,0.28659626841545105
Ctcf,1,2,0.14054973423480988,0.423978328704834,0.43547192215919495
Ilvbl,1,1,0.1241634339094162,0.6159578561782837,0.2598786950111389
Cct2,1,1,0.3144102394580841,0.526753306388855,0.15883642435073853
Ackr1,1,0,0.41616091132164,0.39129820466041565,0.19254085421562195
Psma2,1,0,0.45268797874450684,0.3974452018737793,0.14986686408519745
