gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,9mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DMR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,18mo.9mo.Q.max.loops,18mo.9mo.Q.mean.loops,18mo.9mo.T.median.loops,Qanova.min.loops,18mo.2mo.T.max.loops,18mo.2mo.T.median.loops,loop_size.log.min.loops,Qanova.mean.loops,9mo.2mo.Q.mean.loops,loop_size.log.median.loops,min_distance.log.std.loops,min_distance.log.mean.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.min.loops,18mo.9mo.T.min.loops,loop_size.log.std.loops,18mo.2mo.T.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,min_distance.log.min.loops,18mo.9mo.T.std.loops,18mo.2mo.Q.max.loops,18mo.9mo.Q.min.loops,9mo.2mo.Q.min.loops,9mo.2mo.Q.max.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,min_distance.log.max.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,18mo.9mo.log_ratio.min.atac,18mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.std.atac,count.atac,18mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,log2_distance.std.atac,log2_distance.min.atac,9mo.2mo.log_ratio.mean.atac,18mo.9mo.log_ratio.max.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Adamts3,-0.09502816742984578,0.0,0.0,0.0,-0.005671805751044303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025295601412653923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006742027401924134,0.0,0.0,0.0,0.0,0.011666445797309279,0.0,0.0,0.0,-0.0020094886422157288,0.0,0.0,0.0007416230160742998,0.0,5.6196721270680425e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.008846915173344315,0.0,0.0,0.0020558887347579004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007624222822487354,0.0005571965873241425,0.0,0.0,0.017541346163488923,-0.015860317731276153,0.0,-0.062453443193808196,-0.0010560383275151253,0.0,-0.07144295550882816,0.0,0.0,-0.03361277061048895,0.0,-0.14485215805470944,-0.04610922949388623,-0.08013679586350918,-0.03336878652800806,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mrps35,0.10953318063169717,0.0,0.0,0.0,-0.026585258580744266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005925095826387406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019102410972118378,0.0,0.0,0.0,0.0,0.03797500979155302,0.0,0.0,0.0,-0.0020094886422157288,0.0,0.0,0.0016855068504810333,0.0,0.001404917985200882,0.0,0.0,0.0,0.0,0.0,0.0,0.01826793182641268,0.0,0.0,0.013525583781301975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01964510202407837,0.0016715897619724274,0.0,0.0,0.04589112129062414,0.036052395552396775,0.0,0.028703708834946155,-0.0015840574353933334,0.0,0.013808985650539398,0.0,0.0,0.002635793946683407,0.0007213644683361053,0.083259701654315,0.004446477256715297,0.007137738466262818,-0.048690668549388645,0.001623070053756237,0.0,0.0,0.0,0.0,1.0,1.0
Wasf2,-0.012509512063115836,0.0,0.0,0.0,-0.00812630564905703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009343420341610908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008989369869232178,0.0,0.0,0.0,0.0,0.014253925844095648,0.0,0.0,0.0,-0.003014232777059078,0.0,0.0,0.00101130411028862,0.0,8.429507724940776e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.014585687275975943,0.0,0.0,0.002885457873344421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01827777236700058,0.0005571965873241425,0.0,0.0,0.01695703040692024,-0.007398702781647444,0.0,0.01362970719113946,0.0014080511033535005,0.0,0.013808985650539398,0.0,0.0,-0.011430813185870647,0.0,-0.16318012408912183,0.004218588955700398,0.007137738466262818,-0.07385751156602055,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Rock1,-0.043984518311917783,0.0,0.0,0.0,-0.009037858890369534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003418324515223503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019102410972118378,0.0,0.0,0.0,0.0,0.018548520803451537,0.0,0.0,0.0,-0.0020094886422157288,0.0,0.0,0.0016855068504810333,0.0,-0.002163573699072003,0.0,0.0,0.0,0.0,0.0,0.0,0.01243294881656766,0.0,0.0,0.004688869044184685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013187695108354092,0.0008357948809862137,0.0,0.0,0.028308787769638,0.033019450223073364,0.0,-0.15838660892099143,-0.0015840574353933334,0.0,0.010235101208090782,0.0,0.0,-0.010529107600450515,0.0,0.04200872778892517,0.004218588955700398,0.007137738466262818,-0.05919382422231138,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hnrnpa2b1,0.10941163312643766,0.0,0.0,0.0,-0.026585258580744266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005925095826387406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002584443837404251,0.0,0.0,0.0,0.0,0.049635829590260985,0.0,0.0,0.0,-0.00381802823394537,0.0,0.0,-0.06281322196125984,0.0,-0.004636229351162911,0.0,0.0,0.0,0.0,0.0,0.0,0.019380147978663446,0.0,0.0,0.013525583781301975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01964510202407837,0.0016715897619724274,0.0,0.0,0.040195835791528224,-0.006395371295511722,0.0,0.02814174138009548,-0.0015840574353933334,0.0,0.013808985650539398,0.0,0.0,0.013078900538384914,0.0007213644683361053,0.08241675071418285,0.004446477256715297,0.007137738466262818,0.054178769942373035,0.001623070053756237,0.0,0.0,0.0,0.0,1.0,1.0
Snx12,-0.030880144573748113,0.0,0.0,0.0,-0.00812630564905703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009343420341610908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006966761648654938,0.0,0.0,0.0,0.0,0.02030158031731844,0.0,0.0,0.0,-0.00381802823394537,0.0,0.0,0.005168887674808502,0.0,0.001404917985200882,0.0,0.0,0.0,0.0,0.0,0.0,0.04736035097390413,0.0,0.0,0.004688869044184685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01827777236700058,0.0016715897619724274,0.0,0.0,0.04390736900269985,0.039977245926856995,0.0,0.027108490727841855,-0.0015840574353933334,0.0,0.013808985650539398,0.0,0.0,0.014459754601120948,0.0,0.061679407581686975,0.004218588955700398,0.007137738466262818,0.06671349093317985,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Trmt10c,-0.09992879647761584,0.0,0.0,0.0,-0.026585258580744266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005925095826387406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006966761648654938,0.0,0.0,0.0,0.0,0.02030158031731844,0.0,0.0,0.0,-0.00381802823394537,0.0,0.0,0.005168887674808502,0.0,0.001404917985200882,0.0,0.0,0.0,0.0,0.0,0.0,0.04736035097390413,0.0,0.0,0.004688869044184685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01964510202407837,0.0016715897619724274,0.0,0.0,0.04390736900269985,0.039977245926856995,0.0,0.028703708834946155,-0.019184695705771446,0.0,0.013808985650539398,0.0,0.0,-8.600100874900818e-05,0.0,0.05146365366876125,0.004446477256715297,0.007137738466262818,0.08125924726948142,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cep131,0.05036572579061613,0.0,0.0,0.0,0.06097273457795382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02164938859641552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016315706316381694,0.0,0.0,0.0,0.0,-0.18686135549098254,0.0,0.0,0.0,-0.008439851775765419,0.0,0.0,0.0011011978145688771,0.0,0.0016859015822410584,0.0,0.0,0.0,0.0,0.0,0.0,-0.06356733964756131,0.0,0.0,0.0034264812245965006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02818499904125929,0.0008357948809862137,0.0,0.0,0.027320411764085294,0.03548269249498844,0.0,0.034666113872081045,0.0021120765805244445,0.0,0.013808985650539398,0.0,0.0,0.017020598463714124,0.0,0.04620661571621895,0.008602481484413147,0.007137738466262818,0.019377457876689732,0.00046888690441846846,0.0,0.0,0.0,0.0,1.0,2.0
Ppp1r16a,0.04948278211057186,0.0,0.0,0.0,0.06097273457795382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02164938859641552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00202260822057724,0.0,0.0,0.0,0.0,-0.12514862523414194,0.0,0.0,0.0,0.052749074343591926,0.0,0.0,0.0017978739738464355,0.0,0.0016859015822410584,0.0,0.0,0.0,0.0,0.0,0.0,-0.06561787540093064,0.0,0.0,-0.040504614906385544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02818499904125929,0.0008357948809862137,0.0,0.0,0.02724827531957999,0.03930728055536747,0.0,0.034666113872081045,-0.0015840574353933334,0.0,0.013808985650539398,0.0,0.0,0.014748300407081843,0.0,0.0428522714972496,0.008602481484413147,0.007137738466262818,0.050697503797709945,0.00021640934282913805,0.0,0.0,0.0,0.0,1.0,1.0
Hnrnpu,0.10496651910245419,0.0,0.0,0.0,0.06097273457795382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02164938859641552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026968109607696535,0.0,0.0,0.0,0.0,0.04935484614223242,0.0,0.0,0.0,-0.0024113863706588744,0.0,0.0,0.0017978739738464355,0.0,0.0005619671940803528,0.0,0.0,0.0,0.0,0.0,0.0,0.021067773438990117,0.0,0.0,0.013525583781301975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022677228674292563,0.0016715897619724274,0.0,0.0,0.040195835791528224,-0.26110276613384487,0.0,0.04040212523192167,-0.0015840574353933334,0.0,0.008361927345395087,0.0,0.0,0.013078900538384914,0.0007213644683361053,0.08255724258720874,0.008602481484413147,0.004912371039390564,0.05622810845263302,0.001623070053756237,0.0,0.0,0.0,0.0,1.0,1.0
