gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,9mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,9mo.2mo.log_ratio.DMR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,18mo.9mo.Q.max.loops,18mo.9mo.Q.mean.loops,18mo.9mo.T.median.loops,Qanova.min.loops,18mo.2mo.T.max.loops,18mo.2mo.T.median.loops,loop_size.log.min.loops,Qanova.mean.loops,9mo.2mo.Q.mean.loops,loop_size.log.median.loops,min_distance.log.std.loops,min_distance.log.mean.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.min.loops,18mo.9mo.T.min.loops,loop_size.log.std.loops,18mo.2mo.T.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,min_distance.log.min.loops,18mo.9mo.T.std.loops,18mo.2mo.Q.max.loops,18mo.9mo.Q.min.loops,9mo.2mo.Q.min.loops,9mo.2mo.Q.max.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,min_distance.log.max.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,18mo.9mo.log_ratio.min.atac,18mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.std.atac,count.atac,18mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,log2_distance.std.atac,log2_distance.min.atac,9mo.2mo.log_ratio.mean.atac,18mo.9mo.log_ratio.max.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Htt,0.38769623746164145,0.0,0.0,0.0,0.004811890041455626,0.0,0.0,0.0,0.0006528101861476898,0.0,0.001984039335511625,0.0,-0.006840295931324363,0.0,0.0,0.0,-0.0018466625548899174,0.0,0.0,0.0044899832457304,0.0,0.0042700950242578984,0.0,0.00310080761089921,0.0,-0.004974002307280898,0.0,0.018060871139168738,0.0,0.0,0.02743615304119885,0.0013237510621547698,-0.0023338214214891195,0.0,0.0,-0.056653622773883396,0.0,0.0,-0.014201275426894427,-0.04987938564270735,0.0,0.0031911460403352978,0.0,0.0,0.0,0.01240927335806191,0.0,0.0,-0.004370407601818442,0.0,0.0,0.00326098894700408,0.005422898977994919,-0.007272845134139061,0.011555241141468286,0.0,0.0,0.0,0.005484378128312528,0.0,0.02216714764479548,0.06202688485383987,0.0,-0.0001082155853509903,0.0,-0.0018847082555294038,0.004223342146724462,0.0,0.004177930280566216,0.030498273177072405,-0.005250968039035797,0.04927816705778241,-0.06531341154128313,0.09057320424122736,0.03165489736944437,0.06593789458274842,0.039050655514001845,0.0,-0.0407149799913168,-0.0002973781060427427,0.0,-0.007087800055742264,0.0,0.0,0.0,0.04859263541176915,-0.0460376912355423,-0.05190413408447057,0.11148717536590994,1.0,2.0
Commd8,-0.47764911703765395,0.0,0.0,0.0,-0.020309006478637457,0.0,0.0,0.0,0.0011424178257584572,0.0,7.486940827220678e-05,0.0,-0.015817943811416626,0.0,0.0,0.0,-0.0018466625548899174,0.0,0.0,0.0,0.0,0.002636725404299796,0.0,0.0006994303036481142,0.0,-0.020343966707587244,0.0,-0.02945855274796486,0.0,0.0,0.0263649246096611,0.0,-0.007072013951838017,0.0,0.0,0.019552055220410692,0.0,0.0,-0.007436105255037546,-0.010183850125031313,0.0,0.0015948021924123167,0.0,0.0,0.0,-0.015064649432897568,0.0,0.0,-0.023763831694377586,0.0,0.0,-0.005464359596371651,-0.0031601445376873015,0.0003856811858713627,0.004240132701961556,0.0,0.0,0.0,-0.015484329690225422,0.0,0.011454041483812034,-0.0034803497046232224,0.0,-0.01092977412045002,0.0,-0.004397652596235275,-0.010062170503661037,0.0,-0.0037396206974517556,0.048375350898131726,0.0400323785841465,0.019013369381427767,0.13007943763863294,-0.024696451359486674,-0.013109721019864082,-0.042594408672302964,0.0026475021243095396,0.0,-0.006592146046459675,0.0,0.0,-0.006700250102439896,0.0,0.0,0.0,-0.040706020154757425,0.001493366602808237,0.0023710706701967864,-0.07844451651442796,1.0,1.0
Tmem107,-1.0376706396322697,0.0,0.0,0.0,-0.01018988478463143,0.0,0.0,0.0,-0.002121633104979992,0.0,3.743470413610339e-05,0.0,0.13035175748169422,0.0,0.0,0.0,-0.001984153762459755,0.0,0.0,0.0,0.0,0.0023333853110671043,0.0,0.004126638723537326,0.0,0.008463250361382962,0.0,0.004670315939001739,0.0,0.0,-0.06206403495743871,0.0,-0.003005463909357786,0.0,0.0,0.023551158630289136,0.0,0.0,-0.011470661498606205,0.0004830403334926814,0.0,0.002326251780614257,0.0,0.0,0.0,0.007116110075730831,0.0,0.0,-0.005877041099593043,0.0,0.0,-0.00787925411015749,0.008252570964396,0.0,0.006138981374388095,0.0,0.0,0.0,-0.0004150687181390822,0.0,-0.020678879227489233,-0.0036474008113145827,0.0,-0.0001082155853509903,0.0,-0.004397652596235275,-0.01661642802879214,0.0,0.005203761393204331,-0.011397328199818731,-0.0038344074785709383,0.01165484122466296,-0.022509668790735304,0.04282534026540816,-0.006984610911458731,-0.01890390761196613,-0.0132375106215477,0.0,0.021749058440327644,0.017049677819013596,0.0,0.009521461888216436,0.0,0.0,0.0,0.01917483601719141,0.002146714492700994,0.01034468218917027,-0.05731621968559921,1.0,0.0
A430108G06Rik,-1.1606674186699093,0.0,0.0,0.0,0.002004954181611538,0.0,0.0,0.0,0.0011424178257584572,0.0,0.0,0.0,-0.007482956754975021,0.0,0.0,0.0,-0.0009111452754586935,0.0,0.0,0.0,0.0,0.0014000311493873596,0.0,0.0015014436841011046,0.0,-0.007705653421580792,0.0,-0.008609939962625504,0.0,0.0,-0.049629748519510034,0.0,-0.003262331027071923,0.0,0.0,0.018948662382317707,0.0,0.0,0.039494144842028615,0.00215060313581489,0.0,0.0016962377354502677,0.0,0.0,0.0,-0.007950900280848145,0.0,0.0,0.11026561511680484,0.0,0.0,-0.00787925411015749,0.004127586442045868,0.00016529193148016928,-0.015820425543934105,0.0,0.0,0.0,-0.012761494861915707,0.0,-0.02107844131067395,-0.0017504382878541947,0.0,-0.0001082155853509903,0.0,-0.004397652596235275,0.003438677559606731,0.0,-0.009563543703407049,-0.010314022330567241,-0.0038344074785709383,0.021127382256090642,0.08128189757699147,0.02555052177631296,-0.004625841248780489,-0.022595427501946687,-0.0132375106215477,0.0,0.017853797674179078,0.017049677819013596,0.0,0.018423667629249393,0.0,0.0,0.0,0.029916581893339754,0.0008400186896324157,0.004224716668250039,-0.03881531196646392,1.0,0.0
Atxn7l2,-0.890110342418775,0.0,0.0,0.0,-0.006793256560340524,0.0,0.0,0.0,0.003264050930738449,0.0,3.743470413610339e-05,0.0,-0.01142150731291622,0.0,0.0,0.0,-0.005038598626852036,0.0,0.0,0.0,0.0,0.0024867220607120545,0.0,0.0010771226324141027,0.0,0.00769445801153779,0.0,0.007175309229642153,0.0,0.0,0.02828062667977065,0.0,-0.007072013951838017,0.0,0.0,0.018354907655448185,0.0,0.0,-0.02454582743346691,0.00215060313581489,0.0,0.0019914777018129825,0.0,0.0,0.0,-0.009927602701354772,0.0,0.0,-0.013035530237830243,0.0,0.0,-0.0033138698525726797,-0.0030556446546688674,-0.0034711305983364583,-0.015820425543934105,0.0,0.0,0.0,0.07770251229638234,0.0,-0.025113208196125926,-0.008227444514632224,0.0,-0.0004328623414039612,0.0,-0.004397652596235275,0.003438677559606731,0.0,0.001175042875111103,-0.016174661605618895,-0.0038344074785709383,0.017006354648619892,0.10383555976906791,-0.012423291355371475,-0.011600268445909024,-0.020722118858247995,-0.0132375106215477,0.0,0.01972710618749261,-0.0005947562120854855,0.0,0.004193028844892979,0.0,0.0,0.0,0.012074650647118688,0.002206715844804421,0.002706533696036786,-0.08043714414350689,1.0,1.0
Pfas,0.19898716814815998,0.0,0.0,0.0,0.014034679271280765,0.0,0.0,0.0,-0.005875291675329209,0.0,-0.004304991024546325,0.0,-0.01106458087451756,0.0,0.0,0.0,-0.005038598626852036,0.0,0.0,0.0,0.0,0.002636725404299796,0.0,0.002350085824728012,0.0,0.0173287992272526,0.0,0.014420790001749992,0.0,0.0,0.04374522291123867,0.0,-0.007072013951838017,0.0,0.0,-0.040769705283455554,0.0,0.0,-0.022540047615766525,0.00518047584220767,0.0,0.012175462651066482,0.0,0.0,0.0,-0.01940025625517592,0.0,0.0,-0.034248107615858316,0.0,0.0,-0.0028203147649765014,-0.09506905632093549,0.0,0.01176413443405181,0.0,0.0,0.0,0.0020428823633119463,0.0,0.04273654159158468,-0.008227444514632224,0.0,-0.001515018194913864,0.0,-0.0018847082555294038,0.008377449233084916,0.0,-0.02105285184457898,-0.017321038227528333,-0.005250968039035797,0.06436638072133065,-0.010543186869472265,0.12355408772826194,-0.01536680556833744,-0.014413924366235733,0.00430219080299139,0.0,0.021749058440327644,-0.0005947562120854855,0.0,-0.008795847557485104,0.0,0.0,0.0,0.04673217461444437,-0.01360363614745438,0.006198071343824267,0.1128480631671846,1.0,1.0
Ogfod2,-1.023672185949981,0.0,0.0,0.0,0.002004954181611538,0.0,0.0,0.0,0.0006528101861476898,0.0,0.0,0.0,-0.007482956754975021,0.0,0.0,0.0,-0.0007780186366289854,0.0,0.0,0.0,0.0,0.0017500389367341995,0.0,0.004126638723537326,0.0,-0.007705653421580792,0.0,-0.011129996385425328,0.0,0.0,-0.05214980499818921,0.0,-0.003262331027071923,0.0,0.0,0.023551158630289136,0.0,0.0,0.035789888072758916,0.0003043333206733223,0.0,0.0008810945972800255,0.0,0.0,0.0,0.0039740204950794574,0.0,0.0,0.1114546466153115,0.0,0.0,-0.00787925411015749,0.004225431103259325,0.0,-0.008135327714117012,0.0,0.0,0.0,-0.001407466367818415,0.0,-0.0288719636015594,-0.0015369411930441857,0.0,-0.0001082155853509903,0.0,-0.004397652596235275,-0.00844668441452086,0.0,0.005203761393204331,0.011343741165474057,-0.0038344074785709383,-0.028004332780838012,-0.006661308729089797,0.046142683029174805,-0.004091216195374728,-0.032373857349157334,-0.009431725963950158,0.0,0.021749058440327644,-0.0005947562120854855,0.0,0.022547544556728097,0.0,0.0,0.0,0.023789644548669456,0.0012600280344486237,0.010609444151632487,-0.08980301260948181,1.0,0.0
Eif2d,0.15464199014008045,0.0,0.0,0.0,-0.06038450241088867,0.0,0.0,0.0,0.0011424178257584572,0.0,0.001984039335511625,0.0,-0.01106458087451756,0.0,0.0,0.0,-0.0018466625548899174,0.0,0.0,0.00047262981534004214,0.0,-0.05142781119793653,0.0,0.0022848055884242056,0.0,0.04170741219073534,0.0,0.020020914897322654,0.0,0.0,0.021649365155026315,0.0,-0.007072013951838017,0.0,0.0,0.04210993007873185,0.0,0.0,-0.017811700981110335,0.019165969379246237,0.0,0.0034148427098989486,0.0,0.0,0.0,0.013459296738728881,0.0,0.0,-0.011236850954592228,0.0,0.0,0.006169438287615776,-0.0164784250035882,0.0,0.02884212985634804,0.0,0.0,0.0,0.010369636281393469,0.0,0.02987646923866123,-0.0034803497046232224,0.0,0.004977916926145553,0.0,-0.0018847082555294038,0.02732479277998209,0.0,0.0032640080153942107,0.01744735836982727,0.010917210578918457,0.031656001284718516,-0.021485895947553218,-0.05737867455929518,-0.033175517618656156,-0.08767154574394226,0.00430219080299139,0.0,0.021749058440327644,-0.0005947562120854855,0.0,0.0024149053494329563,0.0,0.0,0.0,0.050142603255808355,0.005180115317925811,0.006694253864698112,-0.004490081421099603,1.0,1.0
Map2,0.38859517181292175,0.0,0.0,0.0,-0.01731336905620992,0.0,0.0,0.0,-0.002121633104979992,0.0,0.0008449547551572323,0.0,-0.006840295931324363,0.0,0.0,0.0,0.02099630137439817,0.0,0.0,0.0044899832457304,0.0,0.001460032487520948,0.0,0.0022848055884242056,0.0,-0.009788636043667793,0.0,0.002919053165242076,0.0,0.0,-0.017079884428530933,0.0013237510621547698,-0.0023338214214891195,0.0,0.0,0.05307917682570405,0.0,0.0,-0.005597033179365099,-0.010183850125031313,0.0,0.0011881264636758714,0.0,0.0,0.0,-0.015197284042369575,0.0,0.0,-0.004957929058000445,0.0,0.0,0.010858211582526565,0.010369618702679873,0.0,0.004240132701961556,0.0,0.0,0.0,0.0015616619144566356,0.0,0.013555731065571308,0.03277592306956649,0.0,-0.0001082155853509903,0.0,-0.0018847082555294038,-0.010062170503661037,0.0,0.0032640080153942107,0.0665730735193938,-0.017802070528268814,0.052415613383054734,-0.0629998860694468,-0.05475565915927291,0.06614011004567147,0.06797649510204792,0.039050655514001845,0.0,-0.03784991972148419,-0.0002973781060427427,0.0,-0.007087800055742264,0.0,0.0,0.0,-0.08489482395350934,-0.004910109254997224,0.006041820452082902,0.18282361357007176,1.0,2.0
Suclg1,0.029557280838489533,0.0,0.0,0.0,-0.019648550981655716,0.0,0.0,0.0,0.0006528101861476898,0.0,0.0,0.0,-0.01106458087451756,0.0,0.0,0.0,-0.005038598626852036,0.0,0.0,0.0,0.0,0.002496722284704447,0.0,0.0013056032359600068,0.0,-0.034204567447304726,0.0,0.005636751307174563,0.0,0.0,-0.08815927240997552,0.0,-0.007072013951838017,0.0,0.0,-0.11397050334140658,0.0,0.0,-0.015823715403676032,-0.010183850125031313,0.0,0.0022192243952304123,0.0,0.0,0.0,0.006264847475104034,0.0,0.0,-0.01205285293981433,0.0,0.0,-0.005816898941993713,0.007428973186761141,0.0,0.004240132701961556,0.0,0.0,0.0,-0.011987400429788977,0.0,0.01841352046234533,-0.008227444514632224,0.0,-0.01092977412045002,0.0,-0.0018847082555294038,-0.010062170503661037,0.0,0.0014688036404550075,-0.020980321653187275,-0.017802070528268814,-0.0129783914424479,-0.05475649547297508,-0.0773677646741271,-0.012291490323841572,-0.020419083684682846,-0.020187202990055084,0.0,-0.007891604341566563,-0.0005947562120854855,0.0,-0.008795847557485104,0.0,0.0,0.0,-0.09023353468626738,-0.014023645510897041,-0.022741553641390057,-0.1279866416659206,1.0,1.0
