gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,18mo.2mo.T.median.loops,18mo.9mo.T.std.loops,min_distance.log.max.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,18mo.9mo.log_ratio.mean.atac,18mo.9mo.log_ratio.min.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Fdxacb1,0.5190864040516316,-0.008835046840831638,-0.06647946416633203,-0.009918717853724956,-0.03184323121793568,0.0,0.020958628449589015,0.0,0.0,0.0,-0.0025777821766678243,-0.0009217274188995362,0.005083568915724754,0.006621363586746156,0.0,-0.12721773999743163,-0.046373318284749984,-0.043473674745764586,-0.0007722730189561844,-0.02882874708622694,0.00990592967486009,0.1391350081190467,0.06726044056005775,-0.016116101294755936,0.013041479652747512,-0.0804213489498943,0.0,-0.051543039130046965,-0.007979523595422507,0.0,-0.057929113358259204,-0.0035032474249601362,-0.014620996555313468,1.0,1.0
Hdac2,-0.13919897943735124,0.026038746889680622,-0.10607674583676271,0.0465831713937223,0.010662784837186336,0.0,0.0014478593505918979,0.0,0.0,0.0,-0.009550440906314179,-0.0003318348154425621,-0.0026688737981021404,-0.0036122344434261324,0.0,-0.07569658303633332,-0.011800884703407065,-0.07865962977986783,-0.023434174107387663,-0.041997985569760206,-0.0030842176493024454,0.2614547421329189,0.3217097373865545,-0.008756458405405282,0.04450565176084638,0.15944744223612362,0.0,0.027411267883144318,0.010393297225236893,0.0,0.3353486125660129,0.016777416949626058,0.1185932992293965,1.0,0.0
Bbs7,-0.1558290234580636,0.02127376617398113,-0.11558240170357749,-0.009918717853724956,-0.002335955556482077,0.0,0.0019580070674419404,0.0,0.0,0.0,0.03823504809406586,0.0099912859685719,-0.00508356899023056,-0.0015638148621656002,0.0,-0.07935634557157754,0.016595468907617032,-0.07060957838315517,-0.006296718516387046,0.12047474049497396,-0.004162343204952777,0.24397995830047875,0.3417286911793053,-0.017000261619687082,0.04450565176084638,-0.023540959996171295,0.0,0.10091657917946577,0.004075031392276287,0.0,-0.0502923785848543,0.008684199186973274,0.002848938401439227,1.0,0.0
Kcnc1,-0.20236046627163887,0.0023805394396185873,0.03462984692770988,-0.0012528906762599946,-0.010451960447244345,0.0,0.0019580070674419404,0.0,0.0,0.0,0.03237485219840892,0.016941291354596613,0.005083568915724754,-0.0017385849612765014,0.0,-0.1619394537433982,0.03952187446411699,-0.03634426597505808,-0.055552239874377844,-0.062054301425814626,-0.01036859787069261,-0.027431248393841087,-0.5322980254516005,-0.012635092604905368,-0.010863119545392692,-0.03722143778577447,0.0,-0.06917765587568284,-0.015895092189311982,0.0,-0.04877006071154028,-0.00811079036211595,-0.02662645657081157,1.0,2.0
Zc3h6,-0.21083822138607503,-0.001584839078132063,-0.11652362291701138,-0.0034802518784999847,-0.05632185116410256,0.0,-0.0024404681473970415,0.0,0.0,0.0,-0.03873638620832935,0.0032076827064156533,0.005083568915724754,0.007467425847426057,0.0,-0.17600577952340246,-0.0479772389261052,-0.055597382849082354,-0.01247895076405257,-0.07099243683740497,-0.01983789307065308,-0.05084936457686126,0.07946755977347493,-0.02211604855954647,-0.008367640371434391,-0.13414293848909437,0.0,0.03656241483986378,0.006273084357380867,0.0,-0.07373899682424963,0.006479476056993008,-0.06153714584186673,1.0,2.0
Ell,-0.19111102310474962,0.0016396736702881754,-0.03732699746266008,-0.001566113345324993,-0.002335462220944464,0.0,-0.0018348584324121475,0.0,0.0,0.0,-0.010882558946032078,-0.003551705703139305,-0.00508356899023056,-0.0008136745053343475,0.0,-0.11258113415911794,0.03860704563558102,-0.035795149735640734,-0.014677705895155668,-0.06485116949304938,-0.002210066139232367,0.0531282375077717,-0.5286365092732013,-0.007092363191768527,0.0011840956599917262,-0.08820298179751263,0.0,-0.05099572534672916,0.00448671754449606,0.0,0.43676453752443195,-0.011438364959321917,-0.034421384794986805,1.0,2.0
Manea,-0.16922325160354376,-0.005778080625459552,-0.11735949062742293,-0.009918717853724956,0.008983361409045756,0.0,0.004289169423282146,0.0,0.0,0.0,-0.011037406247342006,-0.0003318348154425621,-0.0026688737981021404,-0.004887967612594366,0.0,-0.16361950799357147,-0.01766410581767559,-0.05162847116589546,-0.024001013501547278,-0.05207843613810837,0.0007974381744861603,-0.06270497272256761,0.27496680356096476,0.17736171368509532,0.011635600975714623,0.16795485078822822,0.0,0.045417921338230374,0.006273084357380867,0.0,-0.039926077788695696,-0.005539952516555786,0.09946863538469188,1.0,1.0
Tprgl,1.2356796721275896,-0.002004696021322161,-0.027156929075717925,0.008491814592853189,-0.0017392009915784001,0.0,0.04723271898925305,0.0,0.0,0.0,0.013496022848412394,-0.03323727695271373,0.012530997702851892,-0.002232795115560293,0.0,0.28360179223353044,0.038740705695236105,0.028375635736156254,-0.012255951021797955,0.014179432764649391,-0.0010461135907098651,-0.001809919725637883,-0.39823933457024396,-0.012373589947819709,0.0074226346844807264,-0.008843329648952932,0.0,-0.034352501002140344,-0.03564042191952467,0.0,-0.03511259791441262,-0.003965272083878518,-0.020520751709118486,1.0,0.0
Tapt1,-0.11402155401185154,0.026009855307638646,0.13479365308769048,-0.009918717853724956,0.009675777275115252,0.0,0.004289169423282146,0.0,0.0,0.0,0.023707303494447843,0.0099912859685719,0.0031772307120263577,-0.01232609996572137,0.0,0.28161739769857375,0.04146896679885685,0.0981110374070704,-0.014136568787507712,0.1441663420572877,0.027241829484701156,0.05645092871505767,0.29880454124882816,-0.016136629581451414,-0.04052765779197216,0.009254685859195888,0.0,0.07324662651866674,0.0571694815158844,0.0,0.02483939554542303,-0.008580667194910347,0.05032875350676477,1.0,0.0
Aaas,-0.17513737155124545,0.0023805394396185873,0.12142775860615075,-0.0034802518784999847,0.07246314072981477,0.0,0.0019580070674419404,0.0,0.0,0.0,-0.04138365552760661,0.005763883851468563,0.005083568915724754,0.026201412230730057,0.0,-0.16398174867033957,-0.04554165570531041,-0.04518023891374469,-0.006409313213080168,-0.04093977244570851,0.030892040133476257,-0.02634660397656262,0.1397152053564787,-0.011868818122893572,0.04219809737056494,-0.008937366339378059,0.0,-0.06830693453550339,-0.015895092189311982,0.0,-0.06924305790103973,0.0018323461757972837,-0.04592479617334902,1.0,1.0
