gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,distance.log2.DMR,18mo.9mo.Q.std.loops,Qanova.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,min_distance.log.median.loops,18mo.2mo.T.max.loops,loop_size.log.mean.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Ppp1r1a,0.0,0.008025604447251871,0.0035439463528363327,0.06780131112195943,0.01388809121655006,0.0006224734610632846,-0.010116697141998693,0.0,0.0,0.0,0.0,0.0,0.0,0.016256193581380342,0.10038569812221747,0.08108157870408736,0.010754489903583339,0.05156606563219899,-0.021274274999373836,0.0,0.0,0.0,-0.005126959687147878,0.008584999381319472,-0.15620152649812793,-0.13483832756939687,0.0,0.1617692639365008,0.0,0.2093165141383284,0.0,0.07431495150453166,-0.1090668828079575,0.0,1.0,1.0
Cops5,0.0,0.022194783007235902,-0.04455201351083815,0.040063131551601384,0.010624781618581006,0.00024898940893380264,-0.010116697141998693,0.0,0.0,0.0,0.0,0.0,0.0,0.02413633633650055,0.074189965294576,0.01769745398901011,-0.023475866421665017,-0.005231340170690888,0.006285581394637886,0.0,0.0,0.0,0.01576701831072569,0.04670414887368679,0.17743639922455737,0.17837254271695488,0.0,-0.021519632617893972,0.0,0.19126852229237556,0.0,0.16664910159612956,-0.029344764440075347,0.0,1.0,1.0
4933407K13Rik,0.0,-0.03442868639371897,0.010752965990257891,0.03146363936952854,-0.005002901423722506,0.0006847208439323463,-0.038780672377661654,0.0,0.0,0.0,0.0,0.0,0.0,0.007575146523059199,-0.06926004483217471,0.16011072906028284,0.021347025482866325,0.012517849498085286,-0.07180067784103908,0.0,0.0,0.0,-0.00615649532578812,0.006197915559536533,-0.062349272426217794,0.19472552032062881,0.0,0.05003027961050209,0.0,-0.004637082450483975,0.0,-0.15582647983376918,0.004269716513686274,0.0,1.0,1.0
Jrkl,0.0,0.022194783007235902,0.0035439463528363327,0.09733587287758526,0.003508261674524922,-0.016122062819225614,-0.010116697141998693,0.0,0.0,0.0,0.0,0.0,0.0,0.0225179053071004,0.07057961809301846,0.08079576247224682,0.010754489903583339,0.05156606563219899,-0.021274274999373836,0.0,0.0,0.0,-0.019562324410990664,0.03682713058630103,0.18412592100273623,-0.13483832756939687,0.0,0.1617692639365008,0.0,0.20692354528919646,0.0,0.12464986584688488,-0.017393274165346827,0.0,1.0,1.0
Ghitm,0.0,0.022194783007235902,0.007147013356811122,-0.04076443004765009,0.005541553157136629,0.0012449469221265691,0.04814415836804792,0.0,0.0,0.0,0.0,0.0,0.0,0.027871177041609036,0.023689472288089364,0.07242804657863944,-0.021609901180981023,-0.007278956668941598,-0.01958200308543287,0.0,0.0,0.0,0.05486824961477205,0.04670414887368679,0.1660242294402499,0.1359336806559249,0.0,0.040501767744947424,0.0,0.12670409821562076,0.0,0.1477838160568162,0.003923168356873487,0.0,1.0,1.0
1700109H08Rik,0.0,-0.05781457445731288,-0.020082615842846662,-0.07699960430986003,0.05462608956976941,-0.03660143952277538,0.04814415836804792,0.0,0.0,0.0,0.0,0.0,0.0,0.010388934966421834,0.02960456500908262,0.0739065452821945,0.007331767450331857,0.053628787496372274,-0.012377760299530468,0.0,0.0,0.0,-0.0010682203390292432,0.0066065723566632525,-0.09702360963350848,-0.11580547100962385,0.0,0.1617692639365008,0.0,0.15530073902520694,0.0,0.06127717380264872,-0.04096828350846313,0.0,1.0,1.0
Spopl,0.0,0.008025604447251871,0.0035439463528363327,0.06780131112195943,0.01388809121655006,0.0080921549938227,-0.010116697141998693,0.0,0.0,0.0,0.0,0.0,0.0,0.03661107575814975,0.14753456622068034,0.08108157870408736,0.010754489903583339,0.05156606563219899,-0.021274274999373836,0.0,0.0,0.0,-0.005126959687147878,0.008584999381319472,-0.10486533676617239,-0.13483832756939687,0.0,0.1617692639365008,0.0,0.2093165141383284,0.0,0.10457327873691132,0.02894773961682069,0.0,1.0,1.0
Commd4,0.0,0.014658302093218816,-0.04455201351083815,0.040063131551601384,0.010624781618581006,0.0012449469221265691,-0.010116697141998693,0.0,0.0,0.0,0.0,0.0,0.0,0.04015466159111575,0.0840130515249544,-0.00458144987198083,-0.023475866421665017,-0.009341678533114885,0.006285581394637886,0.0,0.0,0.0,0.01576701831072569,0.04552963219190899,0.12187262281383339,0.1138789432956592,0.0,0.040501767744947424,0.0,0.22355206987183346,0.0,0.16739646982597678,0.003923168356873487,0.0,1.0,1.0
Rbx1,0.0,-0.203012287028526,-0.0487442674409402,-0.06706032612802167,0.05852699622903999,0.0012449469221265691,0.04814415836804792,0.0,0.0,0.0,0.0,0.0,0.0,0.0183962719563983,0.023689472288089364,0.056829581037163734,0.011682852477717557,0.014580571362258573,-0.02504562383125487,0.0,0.0,0.0,-0.050813336072391586,0.025504978955723345,0.04448029344999477,0.04256694395046093,0.0,0.05003027961050209,0.0,0.16810418670310787,0.0,0.10163421433811125,0.003923168356873487,0.0,1.0,1.0
Fntb,0.0,0.008270295385859515,0.026708672313313735,-0.015378464993677642,-0.0015113722582004573,0.00018674203831898538,-0.038780672377661654,0.0,0.0,0.0,0.0,0.0,0.0,0.009721927148731132,-0.10830335676866143,0.06491657919985683,0.06026927871923698,-0.005231340170690888,0.045449587271401755,0.0,0.0,0.0,0.01707228719207801,0.012920987743296121,0.0978583053097521,0.3827634921885635,0.0,-0.021519632617893972,0.0,0.016225553607862247,0.0,-0.34340711428146614,0.0011910750824762019,0.0,1.0,1.0
