gene_name,gene_length.meta,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.median.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.0-5kb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,count.DAR,rel_pos.DAR,count.DMR,18mo.2mo.log_ratio.DMR,rel_pos.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,18mo.9mo.Q.mean.loops,18mo.9mo.T.median.loops,count.loops,18mo.2mo.T.max.loops,18mo.2mo.T.median.loops,9mo.2mo.T.min.loops,loop_size.log.min.loops,Tanova.median.loops,Tanova.min.loops,Tanova.max.loops,Qanova.mean.loops,9mo.2mo.Q.mean.loops,loop_size.log.median.loops,min_distance.log.std.loops,min_distance.log.mean.loops,18mo.9mo.T.mean.loops,Qanova.std.loops,18mo.2mo.Q.min.loops,Qanova.median.loops,18mo.2mo.T.min.loops,min_distance.log.median.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,min_distance.log.min.loops,Qanova.max.loops,18mo.9mo.Q.min.loops,9mo.2mo.Q.min.loops,9mo.2mo.Q.max.loops,Tanova.mean.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.std.atac,count.atac,log2_distance.std.atac,log2_distance.min.atac,9mo.2mo.log_ratio.mean.atac,18mo.9mo.log_ratio.max.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac
Htr1f,181125.0,0.4525122046954628,0.0,0.0,-0.2995602818568268,-0.0366520897545477,0.0,0.6513714098221423,0.5305147166938475,10,-0.2471794261315465,0.0,0.0929537843245484,0.5427218237143074,-0.2603156343915976,0.0,0.0,1.0,0.0,0.7649861091083097,1.4150374992487875,-0.314391196749784,0.0,0.9999999999639329,-0.1555797761227002,1.4150374992487875,0.0,-0.1228120434312631,0.0494205380822086,-0.5550073816900176,0.0,0.0,-0.4620535973654691,-0.3262694410976077,0.0,0.0459437476010857,-0.6038535760069895,4,0.6383696738807382,2,-1.166950367593625,0.7902515468374267,14.145436367928635,0.0009893768197839,18.678266576338764,0.0004476318821428,0.01794643,28,0.1433862159999999,0.00880126,-0.1543515,18.06608919045777,0.9826399,0.03413197,2.9795177,1.3745401746428574,-7.759604642857144e-05,18.41450449881552,1.0342721327003372,15.232698030964212,0.0133032740357142,1.2744199471068254,-0.0015808327999999,0.83837445,-0.10469378,15.205487820150566,0.0070585788928571,0.0011428857677362,13.635831464011892,5.2074656,-0.0011764648,-0.0015179939999999,0.0017573562999999,1.1364308214285714,0.0007656092468209,18.39759292586041,0.0050408590052362,0.009797141639882,0.0047562826346457,0.1762349092962321,0.0936647477808474,0.0825701615153846,-0.2635590896783262,0.3815619278856469,16.49718134179724,-0.7744866752845487,0.3581749935545185,10,2.4342523143662365,10.864959915142675,-0.279024157881423,0.4012347902497215,0.0154650682030968,0.230459728687463
Ncl,14681.0,0.3293076252522047,0.0358778174432481,-0.0272723570900207,-0.2801079191918258,-0.1133251586166874,0.3862065361901416,0.5594274086115787,0.5594274086115787,11,0.0268868815051019,-0.0519766589910837,0.0876970215619037,0.591215703667944,-0.024437445502415,0.5346661190445638,0.0134096430665957,1.0,0.0145361680080062,0.3612068840975828,1.3219280948657215,-0.0443580613530202,0.0145361680080062,0.999999999981966,0.1083216219842775,0.459431618632379,2.0,0.1601280538465408,0.1498028825116251,-0.3313318784165484,0.0787959451242752,1.0,-0.2867094330674233,0.0004777828355324,0.0221970596827787,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0017500580121926,18.09506730160705,0.0015689618076923,0.12245652,39,0.29969478,0.1208292399999999,-0.1634939,15.647205437952552,3.1247349,0.004246574,11.681976,2.692891950769231,0.0002828277487179,17.24597971762759,0.2544723627314778,13.733497674524797,0.1228028802410256,2.6962213049517367,-0.0006081506,1.3391163,-0.08581645,13.63469762629172,0.0998221451282051,0.0015133425736994,13.476746203939468,9.095633,-0.0008739654,-0.0019518539999999,0.0019566206,4.286670972666666,0.0010611597207088,17.15267995482452,0.1235508602042112,0.1133354822469164,-0.0102153779572947,0.1384179095719586,0.0284600857839333,0.1099578237880253,0.0648495464416149,0.161003604418529,11.452241240430869,-0.0853754747862134,0.1406420270598738,3,0.422202070205356,10.608254821978,0.0173701848220438,0.1445572434767434,0.047479361619571,0.1776589310445655
Zcwpw2,164259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,-0.0945127645957251,0.0,0.095464015256848,0.5211133691343978,-0.0945127645957251,0.0,0.0,1.0,0.0,0.5708861402003381,0.222392421333013,-0.0090633141894727,0.0,-0.5849625007091332,0.3170785334668164,0.8073549220421463,0.0,0.2416436479111596,0.4036774610210731,-0.4306691771026099,0.0,0.0,-0.3352051618457619,-0.0090633141894727,-0.5497678367699612,0.5360752008105301,0.6210137901509851,2,0.5049893319228095,0,0.0,0.0,0.0,0.0011820152924835,20.795507019748147,0.0004470243042105,0.032495768,114,0.129646341,-0.0211251,-0.1805253889999999,15.550746785383245,1.5845528999999998,0.0010467139,5.179503,1.60211014697807,-0.0001388517252631,19.97664942292282,0.9465465159902432,15.264649767276923,0.0255791887814035,1.7513415932927652,-0.0014536492999999,0.926173015,-0.152530775,15.1357092861044,-0.0105349665377193,0.0012400991954442,13.77313920671969,7.471453,-0.0016111365,-0.0013767056,0.001687264,1.833719097841228,0.0006169023012419,19.319638789022004,-0.002209677883631,-0.0003128959187195,0.0018967819649115,0.0161918510435422,-0.0517853653936665,0.0679772164372088,0.1590998227247365,1.577232742147732,16.208024737693243,-0.4306691771026099,0.3506084068595574,6,2.492306961562774,10.642954223480425,0.007308237953962,0.976686386364212,0.1517915847707745,0.6005463557835202
Rab11a,22459.0,-0.2410080995017773,0.3075971920697395,-0.1790582289505109,-0.2410080995017773,-0.2410080995017773,0.1400288310676385,0.0,0.0,8,0.1998163496392857,0.2074734094878558,0.1569868557671494,0.6550312244930507,0.0748436178313951,0.1065639711151984,0.2074734094878558,0.0,0.0,0.7425823190912658,0.0,0.1331669275420214,0.0,0.0,0.3554989620312874,1.8073549220060792,1.0,0.2457704625737244,0.8456902437753776,-0.2406880759446314,0.2074734094878558,1.0,-0.0962147455313928,0.10923941315866,-0.2168265887207985,0.0253678882694128,0.2744138897076582,1,0.915038361238142,0,0.0,0.0,0.0,0.0003023146755323,17.814307077925086,0.0016897852,0.0590332749999999,6,0.24653591,0.15681282,0.0337705699999999,17.461511421555965,3.5193299,1.4480375,8.187347,2.8624306,-8.114708333333324e-05,17.6817210099031,0.0990012019621592,14.229732225861584,0.0753142803333333,1.8107541043170792,0.0003348411999999,2.36210025,0.103056034,14.270149297316504,0.1696831628333333,0.0010019240176557,14.02764686858699,5.9020486,0.0013539269999999,-0.0011152354999999,0.0008916701999999,4.415412816666667,0.0007622177458569,17.658125125359398,0.0725547783455901,0.0631816572878539,-0.0093731210577361,0.176286523048058,0.1755566125380168,0.0007299105100412,0.224839255601259,0.2755979990239288,11.683871868622647,0.1692226469793274,0.0589747746819132,4,0.4549018694294858,10.6293566200797,0.2378773461384999,0.0533822644369315,-0.0130380905372409,0.3110250015494298
Tecr,36273.0,0.0,0.2406044775190386,0.1256641162561338,0.0,0.0,0.1256641162561338,0.0,0.0,4,0.1341862856340916,0.0432107902235054,-0.0173913586297427,0.1074824181354772,0.1341862856340916,0.3015232158348397,0.1144526026914718,1.0,-0.0223797482484624,0.0,1.5025003405136248,0.2116496757026187,0.0339810185740412,0.4150374992728327,0.2116496757026187,1.087462841240792,3.0,0.2290410343323614,1.087462841240792,0.0393315369358218,0.19130458902137,1.0,0.2116496757026187,0.2116496757026187,1.5025003405136248,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153114680563292,0.0142139000721359,-0.0010975679841933,0.1270840286398568,0.1044141948589361,0.0226698337809206,-0.0995821488597921,0.0432107902235054,11.419960177847942,-0.0399472154309608,0.0186256131937059,3,0.3969613277292804,10.6293566200797,-0.0249625615245313,0.0740417350049851,-0.0746195873352607,-0.0041095243611537
Gm26660,63736.0,0.4306343543282436,0.0,0.0,-0.3428877135222636,0.0438733204029899,0.0,0.2834572387516645,0.0721497857556547,2,0.1031272636236928,0.0,0.0682695445548429,0.3757175610832889,0.1597933353025054,0.0,0.0,1.0,0.0427290489305463,0.1903754797334692,0.7935491225285047,0.1206138896151307,0.0427290489305463,0.5525410230257184,0.3332649923413875,0.6520766965721987,0.0,0.3569651467076227,0.3739731373656464,0.0239499184632454,0.0,1.0,-0.051057619484272,0.1151150258450206,0.7935491225285047,0.0,0.0,0,0.0,1,-0.4639470996913867,0.1402325408064396,11.87766757406792,0.0009356193456943,19.747143998186747,0.0003831877287671,0.0607858999999999,73,0.1558888499999999,0.06555316,-0.15145417,15.572522602079678,1.5589885,0.092059314,5.909815,1.2658510998904111,0.0001272219410958,17.64922810487805,0.2809397753033767,13.95178209121846,0.0473503581780822,1.0973595409805534,-0.0007232207999999,0.9804732,-0.1364067,13.98361713466118,0.053616167589041,0.0006703262384544,13.376532412848034,4.6318145,-0.0027477349999999,-0.0017537416999999,0.003471307,1.8593312185479447,0.0009655243755614,17.848081970446774,0.0128090365580143,0.0048977773065727,-0.0079112592514415,-0.0609741148050342,-0.025254930130369,-0.0357191846746651,0.1549756419342497,0.325586134861719,12.74798314030197,0.0689531953781834,0.0409640910723211,4,0.79756489630412,10.86108690599547,0.1124365679388499,0.1599539286342866,0.0425390739953998,0.1656322062274324
Nxt2,12922.0,-0.3719687773850291,0.0,0.0,-0.7104933827999145,-0.5412310800924718,0.0,-0.0412310800964794,-0.3719687773850291,8,-0.1162074162277141,0.0,0.5473205914397068,0.2934758301825268,-0.1162074162277141,0.0,0.0,2.0,0.1809647814233703,0.9053870060192544,1.5849625006249766,0.0823306714979057,0.4900361552371413,0.4150374992728327,0.4110823551315911,0.8073549220498757,0.0,-0.0961765961473126,-0.0642150259593298,-0.1362382363081157,0.0,2.0,-0.1087779690829129,-0.0553123715549608,1.2223924213227084,0.0,0.0,0,0.0,1,-1.5443205154337631,0.2185320884056258,11.852529509404237,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0485861238870061,0.0471321403859525,-0.0014539835010536,0.0663158995864641,0.0218430884610305,0.0444728111254336,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Smim12,4025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1604160178014085,0.5173854681332266,2,0.2435514018691588,0,0.0,0.0,0.0,0.0014870037618894,19.41699539649441,0.0012872206130434,0.03708573,23,0.213507346,0.0111514899999999,-0.098867703,15.833853664067316,0.54624575,0.04968729,5.912409,2.503761482608696,0.0001216704608695,17.37517522079979,0.0,13.524541715035848,0.0290552094782608,2.046168034124223,-0.0013560631999999,1.7890327,-0.11911536,13.524541715035848,0.02582335,0.0017602534726657,13.524541715035848,7.5524826,-0.000465375,-0.001375855,0.0022438149999999,1.219651373043478,0.0010001600880759,17.3846044146513,-0.0388099723358464,0.0152636339980838,0.0540736063339302,0.1576555601338846,0.1056485299467561,0.0520070301871284,0.2829795101861429,0.5975260938995288,11.106562940444949,0.1181073312455972,0.1402833700976319,3,0.95962134597192,9.290018846932847,0.2773487439697444,0.2148456871257085,0.0056307662163984,0.3826804067738203
Dus4l,14776.0,0.0,0.0056763361403869,0.0,0.0,0.0,0.0,0.0,0.0,11,-0.2427108225283387,-0.1339242528454716,0.2113798738769046,0.8909414318151571,-0.2347742764264118,-0.0054930754351487,-0.1339242528454716,0.0,0.0,0.5862651786163571,0.6780719051018176,-0.1992100534856626,0.0,0.9999999999855732,-0.0033344966509858,1.1375035237341966,1.0,0.0230475330732802,0.1193399592156145,-0.4408984478518851,-0.1339242528454716,0.0,-0.3020118353959238,-0.2578116205336842,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0009330398874489,18.10138584551497,0.0009268483137931,0.03840709,29,0.11796066,0.0060981799999999,-0.12747025,15.0999641448219,0.69930893,0.04436407,2.2954822,1.2853445260793104,0.0001953667517241,17.843031602531088,0.2682735179411538,13.903032482492208,0.0292477848275862,1.1883700556181227,-0.0003335777,0.92451733,-0.06245262,14.038404628941894,0.0118768686896551,0.0008525938805971,13.544119233343697,5.656206,-0.0007238842999999,-0.0011729074999999,0.002189389,0.8191590657241379,0.0008558281483404,17.429609310114262,-0.0012974999225602,0.0593761449274578,0.060673644850018,0.0768219079024058,0.1172872322804142,-0.0404653243780084,0.0825748195964362,0.0825748195964362,11.12799432097646,0.0213030406710421,0.0,1,0.0,11.12799432097646,0.0213030406710421,0.061271778925394,0.061271778925394,0.0213030406710421
Clgn,38685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.0330293763883502,-0.1917014226523588,0.3015232158348397,0.3181365242608402,-0.0240379047376727,-0.0901093291481822,-0.1038526490243218,0.0,0.0,0.3675667732759191,-0.1699250014403088,0.0401823520595628,0.0,-0.2630344058289848,0.19130458902137,0.6780719051018176,2.0,0.0801257606394791,0.4210114685996429,-0.1102186268134697,-0.0559072237625908,0.0,-0.1139683230661869,0.0432107902235054,-0.4150374992668215,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013070661595248,-0.0063887128782128,-0.0076957790377376,0.0572485405554533,0.048160033494902,0.0090885070605513,0.0076081688980398,0.0670113772190706,11.22460468153856,0.0359654427634081,0.2558466882322788,2,0.3404388843634633,10.743151394112584,0.216876370956573,-0.087760482186399,-0.2092682020585331,0.3977872991497378
