gene_name,gene_length.meta,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,count.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,9mo.2mo.log_ratio.DMR,18mo.2mo.log_ratio.DMR,count.DMR,18mo.9mo.log_ratio.DMR,18mo.9mo.Q.std.loops,18mo.9mo.T.min.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.min.loops,18mo.2mo.Q.median.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,min_distance.log.std.loops,9mo.2mo.Q.std.loops,Qanova.min.loops,18mo.9mo.T.mean.loops,18mo.2mo.T.mean.loops,loop_size.log.mean.loops,18mo.2mo.T.median.loops,loop_size.log.min.loops,min_distance.log.max.loops,18mo.2mo.Q.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,log2_distance.min.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.std.atac,18mo.9mo.log_ratio.std.atac,18mo.9mo.log_ratio.min.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Dennd5b,0.5380577721865848,0.0,0.17268527612322943,-0.016720633290242405,0.000580686314497143,-0.11753821378573776,0.004795153823215515,-0.02049166754120961,0.10658566936152056,-0.011468959101475775,-0.0013016947265714408,0.0,0.000657264357432723,-0.0008029745146632194,-0.0035787399113178255,0.0,-0.004523915555328131,-0.006838591797277332,-0.0009635176509618759,0.0,0.002209089936222881,0.005070683683734387,5.260460078716278e-05,-0.003558915974572301,-0.0021382544189691545,0.07176594894845038,0.12185410741338273,0.0,0.003318263771943748,-0.012625108759384602,0.0,0.022455180808901787,0.0061312839505262675,0.00043426987016573546,-0.08932471827138215,-0.0015051962062716485,-0.0689938446728047,-0.008551929793320596,0.0,0.0,0.0,-0.038989412104710935,0.0,0.0,-0.0074982422683387995,-0.003007865697145462,0.0,-0.03778389470418915,-0.009676261246204377,0.004433210613206029,0.0008017289929557592,-0.00353081158362329,0.0002844378910958767,-0.0021528832660987975,-0.02506710443645716,0.0011305634304881096,0.0006525180255994201,0.0009158568852581084,0.015249313414096832,0.001586297726025805,0.00020101319067180156,0.006262126673245803,-0.0004497646354138851,0.0,0.11653198783984407,-0.0016740592755377292,0.04688470978289842,0.00021088392240926624,0.057065634317696096,0.01288354085991159,-0.002954398225992918,-0.000602223351597786,0.00028331054374575615,0.014566037235781551,1.0,1.0
Eif3k,-0.45373661555349826,0.0,-0.016561463940888643,-0.006040377567987889,-0.0011613726313225924,-0.13309181455522776,0.0012949148169718683,0.004132602075114847,-0.051379310823976995,-0.026443886244669555,-0.005053638145327568,0.0,0.00021316681988537312,-0.0016792653873562813,-0.01183736763894558,0.0,-0.014718384444713593,-0.017770193926990033,-0.00806946013122797,0.0,0.0004839052259922028,0.0009642465505748987,-0.0009219637513160706,-0.0015473548322916032,-0.005660638064146042,0.06467899704352022,-0.12224550143815577,0.0,-0.002637159042060375,-0.005319090099073946,0.0,0.00937456639483571,-0.014868110190145672,3.3405374269932506e-05,0.011248182863928377,-0.0015051962062716485,-0.02479748389683664,-0.012289083614014089,0.0,0.0,0.0,-0.005682678949087858,0.0,0.0,0.0004249658016487956,-0.018620120994746685,0.0,-0.0025752166751772166,-0.009676261246204377,0.000795999951660633,0.0004342698561958969,-0.013297035060822963,0.0,-0.01115548737347126,-0.008794253659434616,0.000247670765966177,-0.0026386092370375993,8.806316182017327e-05,-3.758072853088379e-05,-0.025116827220190315,-0.004407128924503923,-0.0047310142451897266,-0.0013821636186912656,0.0,-0.028580119267571716,0.014109927900135518,-0.020611084178090096,3.51473200134933e-05,-0.02188722312450409,-0.0011699170456267894,-0.004632313754409551,-0.004506546002812683,-0.010194098581559957,-0.010704690311104059,1.0,0.0
Prdm2,0.9073074060259387,0.0,-0.01772652890533209,0.0012079095945227891,0.0003041690099053085,0.19514009092003107,0.0022527031193021684,0.005525449485285208,-0.017915010345168413,-0.0114023404114414,-0.001990827154368162,0.0,0.0004085697466507554,0.0,0.07870822752360254,0.0,-0.006776606645435095,-0.01714547736570239,-0.001445276476442814,0.0,-0.0013128233863972127,-0.02117571620969102,0.0,0.0031720772571861744,-0.0026624803617596626,0.1398082525236532,-0.05864729570486816,0.0,-0.00848256027791649,-0.0005324804584961384,0.0,-0.02379070327617228,-0.020100208818912505,-0.006263507761759684,-0.08285614138585515,-0.0015051962062716485,-0.02221020794007927,-0.008726014412241056,0.0,0.0,0.0,-0.0124127738235984,0.0,0.0,-0.008082180777564644,-0.007734511829912662,0.0,-0.01931513730902225,-0.009676261246204377,-0.018949122205376624,-0.006263507761759684,-0.005441326480358839,-0.0035554736107587816,-0.005723640490323305,-0.02133580420166254,-0.010177976046688854,0.0018401711829937994,-0.010497128888964653,-0.01787502356339246,-0.006349329019431024,0.0006217188900336623,0.0032633049332071095,-0.00043602295219898225,0.0,-0.006578764428850263,-0.03051570860669017,-0.02836551924236119,-0.003128111517289653,-0.00282246271148324,0.004936887850053608,-0.0057509549986571075,-0.0033462928095832466,0.0004721842333674431,0.02986946202814579,1.0,0.0
Pdzrn3,0.7777106977649965,0.0,-0.0031503067235462367,0.006759077745955438,0.00032951642875559626,0.10601552566047757,0.0013930512382648885,0.03338132763979956,-0.01036927229957655,0.02092126467905473,-0.001990827154368162,0.0,0.001136889704503119,0.0,-0.0030969810485839844,0.0,-0.00492887974716723,0.017745331656187774,0.027460253052413463,0.0,-0.13010287888813765,-0.00671914383303374,0.0010520919412374498,0.00834466319065541,0.17963424566201866,0.043179131587967275,0.19103258519637165,0.0,0.01078070884104818,-0.05603407043498009,0.0,-0.022630542675033213,-0.06773555559339002,0.0013529176730662585,-0.007804034019936807,-0.0009676261804997921,0.022641120851039885,-0.002081534189055674,0.0,0.0,0.0,-0.005769800978014245,0.0,0.0,0.0022981785458978266,-0.004153719386085868,0.0,0.011204571141861379,-0.006450841203331947,0.007493512616492808,0.001469836449250579,-0.005441326480358839,0.0,-0.002139374534599483,0.06987571340287105,0.0015829411847516895,-0.03283636028878391,0.00036986528662964703,0.0005990746733732521,-0.042183697976870466,0.012247176212258636,0.005570647011045367,2.9659289866685866e-05,0.0,-0.005024359528906643,-0.0013631625496782363,0.07760579265654087,-0.0007029463851358741,0.08285568830324337,-0.010761985969729722,-0.002893361516762525,-0.0023935186397284268,0.0009443684481084347,0.006975435083732009,1.0,2.0
2900005J15Rik,-0.414497281704098,0.0,-0.017988087163539602,-0.006473817809019238,-0.0007903785479720682,-0.12421053618192673,-0.00236406727693975,-0.005980151408584789,-0.05157669018022716,-0.027293274498078973,-0.005053638145327568,0.0,0.0001167342159897089,-0.0016792653873562813,-0.008585495641455054,0.0,-0.014718384444713593,-0.019039409034885466,-0.003010992622002959,0.0,0.0003871241956949234,0.0006129466439597309,-0.0009219637513160706,-0.002030903133563697,-0.005660638064146042,0.06133093258365989,-0.11127807925688103,0.0,-0.00339315842371434,-0.005197759952861816,0.0,0.008175429981201887,0.0017327609192579986,6.681074853986501e-05,0.00920365530764684,-0.0015051962062716485,-0.017660561866359784,-0.01983457859896589,0.0,0.0,0.0,-0.00236406727693975,0.0,0.0,-0.004331760298227892,-0.018620120994746685,0.0,-0.0023994740925263615,-0.009676261246204377,-0.005986832228372805,-0.0044429146754555405,-0.013297035060822963,0.0,-0.01115548737347126,-0.008361192401498557,0.0002063923142850399,-0.004775812886655331,3.522526705637574e-05,0.00896954138763249,-0.020880714617669584,-0.009702712919097394,-0.008368403525673784,-0.00221952669438906,0.0,-0.03116723153507337,0.008705108230933546,-0.01498239291831851,0.0,-0.02194972336292267,0.09869109293213114,-0.004632313754409551,-0.0053439090785104785,-0.010264926217496395,-0.009214056823402643,1.0,0.0
Trp53i11,-0.34336460568010807,0.0,-0.009202014843467624,0.001221935424255207,-0.0007419880235102027,0.16428856331855057,0.0009054705663584173,0.002159149021608755,-0.04574440180207603,-0.027293274498078973,-0.005053638145327568,0.0,0.00022839303012005984,0.0,-0.008946884572505951,0.0,-0.012874456942081452,-0.023148351199924946,-0.00806946013122797,0.0,0.0003871241956949234,0.0006129466439597309,-0.0003073212504386902,-0.0028239224338904023,-0.004738674312829971,0.06832977829850279,-0.10177977332146838,0.0,-0.004186177724041045,-0.0006893227237742395,0.0,0.0051668719854205845,-0.010373505242168903,0.00026724299765191974,-0.010234998039668425,-0.0015051962062716485,-0.027874480235623195,-0.014114413064962718,0.0,0.0,0.0,0.0011859387485310435,0.0,0.0,0.0005902302917093038,-0.018620120994746685,0.0,0.0027217569726053627,-0.009676261246204377,0.0008321056832210161,0.0007516209315508604,-0.013297035060822963,4.063398577272892e-05,-0.004365339064970612,-0.008957879142835736,0.0002063923142850399,-0.006747746877372265,5.283789709210396e-05,-3.285871731350198e-05,0.31795978714129886,-0.0034274181444197893,-0.015206262374995276,-0.000861488051014021,0.0,0.003958721809322014,0.014109927900135518,-0.0168498557806015,3.51473200134933e-05,-0.02194972336292267,-0.00033350969082675876,-0.002257988378405571,-0.0025395024765748533,-0.010028834091499447,-0.008142059380188584,1.0,0.0
Dynlrb1,-0.36546625684015455,0.0,-0.007141336854547262,0.015123095167800783,0.040863514142110945,0.176651186645031,0.004334123420994729,0.003587700333446264,0.24412055097520352,-0.026443886244669555,-0.005053638145327568,0.0,-0.00844546633772552,0.0,-0.004404592216014862,0.0,-0.009729101061820985,-0.0037541174795478584,-0.001204397063702345,0.0,0.0007581182452850043,-0.012409149531740694,0.14325747292488814,0.005821922281756997,-0.0031659963726997377,-0.11066492283716797,0.26171349652140635,0.0,-0.023216977268457412,0.007339330799877644,0.0,0.00937456639483571,0.0056806323258206245,0.005428373254835606,0.013374432385899127,-0.0032254204154014586,0.021292408558074384,-0.007325678374618292,0.0,0.0,0.0,0.007935107264202088,0.0,0.0,0.001964978645555675,0.023633230989798904,0.0,0.0037285863608121873,-0.028383699730038642,0.001974738980643451,0.004793671146035195,-0.013297035060822963,0.00020316991955041886,-0.008449029689654709,-0.01276795260142535,0.00023950663395226002,0.0014682690799236297,8.806316182017327e-05,0.0007651139050722123,-0.010074667409062385,-0.00322095506824553,0.013628975679166615,-0.0007576672965660691,0.0,-0.025105458055622875,0.008250720715150237,-0.012763621797785164,0.0005799307837150991,-0.021595555329695343,-0.010345235201530158,0.01208768674172461,-0.002597771207801998,-0.007746739219874144,0.009836029661819339,1.0,1.0
Pnck,-0.46306442726403474,0.0,-0.016561463940888643,0.005381922260858119,-0.0049035732541233305,-0.08865998012945056,-0.007502521907445043,-0.015808892787899823,-0.03525878393556923,0.111832717822399,-0.005053638145327568,0.0,-0.0023803628142923115,-0.0013144363462924958,-0.0035787399113178255,0.0,-0.014718384444713593,-0.01549465222749859,0.04504444915801287,0.0,0.0007581182452850043,0.0018407145026139915,-0.0009219637513160706,-0.0241580761782825,-0.004989283382892609,-0.05305170285515487,0.17437152243364834,0.0,0.006120371203869581,0.003568475211504847,0.0,0.005450001424178481,-0.010155368493869901,-0.041439366154372693,0.010220925967441872,-0.0032254204154014586,0.016855655359104275,-0.00639850020292215,0.0,0.0,0.0,0.0026681030658073724,0.0,0.0,0.001964978645555675,0.038529327353462574,0.0,0.0029686757642775775,-0.028383699730038642,0.00010163609404116869,0.001753782134037465,-0.013297035060822963,6.095097865909338e-05,-0.003329357258044183,-0.011484744588378816,0.0005033640190958977,0.0022282618284225463,0.00017612632364034654,0.006285409294068813,-0.010264547190163285,-0.003093398883938789,0.005219053939217701,-0.0025149974809028208,0.0,0.05198735009646043,0.005954867862164974,0.009081731112673878,8.786829886958002e-05,-0.021800913263577967,0.004864020077511668,0.039334882774855945,0.03683178654173389,-0.006989277210086584,0.00391004953533411,1.0,1.0
Rnf139,-0.41788724722340703,0.0,-0.020665207281708717,-0.04321674953214824,0.0003226035088300705,-0.13405103292316198,-0.006741965523688122,-0.013919553135056049,-0.03753488767892122,0.111832717822399,0.028484142459928988,0.0,0.00027660932391881943,-0.0016792653873562813,-0.008740421496331691,0.0,-0.01247507618740201,-0.042389912996441126,-0.00806946013122797,0.0,0.0012097630836069584,0.0020736646838486195,-0.0009219637513160706,-0.007272567367181182,-0.004989283382892609,0.06488390311133116,0.1482714049331844,0.0,0.0029138387273997066,0.001733388453722,0.0,0.008458559308201075,0.00348529627895914,0.0010856746789067984,0.00987442349200137,-0.0015051962062716485,0.01669886858202517,-0.00954744709888473,0.0,0.0,0.0,-0.001012776851421222,0.0,0.0,0.001955434689298272,-0.006588658206164837,0.0,0.0036757484660483895,-0.009676261246204377,-0.013018937954911962,0.0015533498860895634,0.12003248363733292,0.0,0.092812222444918,-0.008742624048609286,0.0004015408828854561,-0.005306450026109815,0.00017612632364034654,0.0063955897837877276,-0.015084230398060753,-0.0032998619601130484,0.004179562428034842,-0.002290289779193699,0.0,-0.02206025429186411,0.005954867862164974,0.00824005768634379,0.0,-0.021800913263577967,0.0037768555083312096,0.005028606755658984,-0.0028439661161974075,-0.0041793929226696495,0.002997976969927549,1.0,1.0
Elfn1,0.3305582427419722,0.0,-0.016649527102708818,-0.009683523713611066,0.0005000354372896254,-0.1074908795207739,-0.007625284697860479,-0.01674483148381114,-0.03708692640066147,-0.03234886480029672,-0.001990827154368162,0.0,0.0,-0.0016792653873562813,-0.01183736763894558,0.0,-0.006776606645435095,-0.01856758603826165,-0.00806946013122797,0.0,0.0008871596481185406,0.001254589766031131,0.0,0.002088928925804794,-0.0031659963726997377,-0.030373872076161205,-0.1266907651128713,0.0,-0.00685018946416676,-0.00847208107355982,0.0,-0.059886753000319,-0.004869766482152045,-0.006163291637785733,0.033960628982167694,-0.0015051962062716485,-0.01257883959915489,-0.014167546334210784,0.0,0.0,0.0,-0.007625284697860479,0.0,0.0,0.0015133337338920682,-0.018620120994746685,0.0,-0.003989866585470736,0.06246564216911793,0.0,0.0005511886626482009,-0.005441326480358839,0.00012190195731818676,-0.01169583685696125,-0.02690406233072281,0.0008278400264680385,0.0016582672670483588,5.283789709210396e-05,0.04450742734596133,-0.03201852862490341,-0.0022515212930738927,-0.009330856557935476,-0.0024161128140985965,0.0,-0.009541354782413691,-0.005022177807986737,-0.05169953923672438,0.00015816293773241342,-0.0029266297817230223,0.0005231182440184057,-0.019295629896223545,-0.00434143215417862,-0.002748082298785448,-0.016706015402451157,1.0,0.0
