gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,count.DAR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,Tanova.max.loops,Qanova.mean.loops,loop_size.log.std.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,min_distance.log.std.loops,9mo.2mo.T.mean.loops,count.loops,Qanova.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,Qanova.std.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.max.loops,Tanova.median.loops,18mo.9mo.Q.max.loops,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,DEG,pred
2810454H06Rik,0.24936979540678508,-0.2794530491125496,0.0,-0.1751734072013813,0.0,0.0,0.0,0.0,0.009133582291028956,0.0,0.0,0.0024504732915802915,0.0023864750914713915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12063941104775842,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006720857968663468,0.0,0.0023121180779793683,0.0,0.0,1.0,0.0
Nfx1,0.5152774246080833,0.11803403902141486,0.0,0.009284444372443593,0.0,0.0,0.0,0.0,0.035643245805712306,0.0,0.0,0.012252365841585048,0.01431885054882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01535355135360185,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032484146054176724,0.0,0.010404531350907157,0.0,0.0,1.0,1.0
Ing4,0.5152774246080833,0.11803403902141486,0.0,0.009284444372443593,0.0,0.0,0.0,0.0,0.035643245805712306,0.0,0.0,0.012252365841585048,0.01431885054882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01535355135360185,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032484146054176724,0.0,0.010404531350907157,0.0,0.0,1.0,1.0
Slc7a6,0.48019110290881467,0.10522474764901049,0.0,0.009284444372443593,0.0,0.0,0.0,0.0,-0.1308775430216509,0.0,0.0,0.003898480140111026,0.01431885054882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01089814568267149,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032484146054176724,0.0,0.010404531350907157,0.0,0.0,1.0,1.0
Tctn1,0.44776318723555,0.09433482872212634,0.0,0.007417539572891067,0.0,0.0,0.0,0.0,0.035643245805712306,0.0,0.0,0.012252365841585048,0.01431885054882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010729315197643112,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0903581993873505,0.0,-0.15722402930259705,0.0,0.0,1.0,1.0
Eif3c,0.44932706314412985,-0.06066480695324786,0.0,0.009284444372443593,0.0,0.0,0.0,0.0,0.035643245805712306,0.0,0.0,0.012252365841585048,0.01431885054882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008995226639158586,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032484146054176724,0.0,-0.06127112906645326,0.0,0.0,1.0,1.0
Cul4b,0.5152774246080833,0.11803403902141486,0.0,0.009284444372443593,0.0,0.0,0.0,0.0,0.035643245805712306,0.0,0.0,0.012252365841585048,0.01431885054882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01535355135360185,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032484146054176724,0.0,0.010404531350907157,0.0,0.0,1.0,1.0
Pomt2,0.45256090994157333,0.10578167339896455,0.0,0.007417539572891067,0.0,0.0,0.0,0.0,0.015036994481787962,0.0,0.0,-0.14312990886323593,0.01431885054882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011455071432625545,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0903581993873505,0.0,0.010404531350907157,0.0,0.0,1.0,0.0
Pdss1,0.5152774246080833,0.11803403902141486,0.0,0.009284444372443593,0.0,0.0,0.0,0.0,0.035643245805712306,0.0,0.0,0.012252365841585048,0.01431885054882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01535355135360185,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032484146054176724,0.0,0.010404531350907157,0.0,0.0,1.0,1.0
Rnf111,0.4626217395724619,-0.13985485112404122,0.0,0.009284444372443593,0.0,0.0,0.0,0.0,0.035643245805712306,0.0,0.0,0.012252365841585048,0.01431885054882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01015128567814827,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032484146054176724,0.0,0.0034681771169690523,0.0,0.0,1.0,1.0
Zfp266,0.5152774246080833,0.11803403902141486,0.0,0.009284444372443593,0.0,0.0,0.0,0.0,0.035643245805712306,0.0,0.0,0.012252365841585048,0.01431885054882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01535355135360185,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032484146054176724,0.0,0.010404531350907157,0.0,0.0,1.0,1.0
Akr1b10,0.3778175923096783,-0.5596595442689517,0.0,0.004511494189500809,0.0,0.0,0.0,0.0,0.015036994481787962,0.0,0.0,0.004455405890065081,0.004772950182942783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005695880007217912,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032484146054176724,0.0,0.0034681771169690523,0.0,0.0,1.0,1.0
Snx19,0.5152774246080833,0.11803403902141486,0.0,0.009284444372443593,0.0,0.0,0.0,0.0,0.035643245805712306,0.0,0.0,0.012252365841585048,0.01431885054882835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01535355135360185,0.01560144915300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032484146054176724,0.0,0.010404531350907157,0.0,0.0,1.0,1.0
