gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,count.DAR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,Tanova.max.loops,Qanova.mean.loops,loop_size.log.std.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,min_distance.log.std.loops,9mo.2mo.T.mean.loops,count.loops,Qanova.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,Qanova.std.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.max.loops,Tanova.median.loops,18mo.9mo.Q.max.loops,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,DEG,pred
2810454H06Rik,-0.6228479049442446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007041761103798361,-0.05222732814795831,0.0,-0.036131853402099186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05416418814702945,0.0028999806107843622,0.0,0.006137315403012668,0.0,0.0,0.0,0.0,0.0,0.0,0.0076411968535360164,-0.041212455424315786,-0.04445396007641273,0.04080702762996011,0.0,0.010881676722098799,0.0,1.0,0.0
Nfx1,-0.6428395962233052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288242526790675,-0.041057288427563274,0.0,0.012458548497627763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023296425009475034,0.0028999806107843622,0.0,-0.003507037373150096,0.0,0.0,-0.011170039720395031,0.0,0.0,0.0,0.009191298720372073,-0.041212455424315786,-0.06805233553271084,0.043907230966450536,0.0,0.010881676722098799,0.0,1.0,1.0
Ing4,-0.6428395962233052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288242526790675,-0.041057288427563274,0.0,-0.009392595302094431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023296425009475034,0.0028999806107843622,0.0,-0.003507037373150096,0.0,0.0,-0.011170039720395031,0.0,0.0,0.0,0.009191298720372073,-0.041212455424315786,-0.04620119178777232,0.043907230966450536,0.0,0.010881676722098799,0.0,1.0,1.0
Slc7a6,-0.6542374681243125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007041761103798361,-0.05222732814795831,0.0,0.012458548497627763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05416418814702945,0.0028999806107843622,0.0,0.006137315403012668,0.0,0.0,0.0,0.0,0.0,0.0,0.009191298720372073,-0.041212455424315786,-0.06630510382135124,0.043907230966450536,0.0,0.010881676722098799,0.0,1.0,1.0
Tctn1,-0.4267015595208196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288242526790675,-0.05222732814795831,0.0,-0.05960160044624525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023296425009475034,0.0009666602401172413,0.0,-0.003507037373150096,0.0,0.0,0.0,0.0,0.0,0.0,0.0076411968535360164,0.6292075854452217,0.042841004919918144,0.04080702762996011,0.0,-0.020051448989440415,0.0,1.0,1.0
Eif3c,-0.6099731482784537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288242526790675,-0.05222732814795831,0.0,0.012458548497627763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023296425009475034,0.0009666602401172413,0.0,-0.003507037373150096,0.0,0.0,0.0,0.0,0.0,0.0,0.009191298720372073,-0.041212455424315786,-0.06805233553271084,0.043907230966450536,0.0,-0.020051448989440415,0.0,1.0,1.0
Cul4b,-0.5019646551021758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288242526790675,-0.05222732814795831,0.0,-0.036131853402099186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023296425009475034,0.0009666602401172413,0.0,-0.003507037373150096,0.0,0.0,0.0,0.0,0.0,0.0,0.005869182319763829,-0.041212455424315786,-0.04620119178777232,-0.034039889448596275,0.0,-0.020051448989440415,0.0,1.0,1.0
Pomt2,-0.6071522567859468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009685882312410018,-0.05222732814795831,0.0,-0.05960160044624525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05416418814702945,0.0028999806107843622,0.0,0.003507037373150096,0.0,0.0,0.0,0.0,0.0,0.0,0.0076411968535360164,-0.041212455424315786,0.05191278539817123,0.037144753465648085,0.0,0.010881676722098799,0.0,1.0,0.0
Pdss1,-0.6114500330432373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288242526790675,-0.05222732814795831,0.0,-0.036131853402099186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05416418814702945,0.0028999806107843622,0.0,-0.003507037373150096,0.0,0.0,0.0,0.0,0.0,0.0,0.0076411968535360164,-0.041212455424315786,-0.04445396007641273,0.04080702762996011,0.0,0.010881676722098799,0.0,1.0,1.0
Rnf111,-0.3752591867438134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288242526790675,-0.05222732814795831,0.0,0.033772449776092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023296425009475034,0.0028999806107843622,0.0,-0.003507037373150096,0.0,0.0,0.0,0.0,0.0,0.0,0.014616655404953396,-0.036764791454462445,-0.06805233553271084,0.05447087209562168,0.0,0.010881676722098799,0.0,1.0,1.0
