gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.median.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,18mo.9mo.log_ratio.DAR,18mo.9mo.log_ratio.DMR,distance.log2.DMR,18mo.2mo.Q.mean.loops,18mo.9mo.Q.min.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.min.loops,9mo.2mo.Q.std.loops,18mo.9mo.T.mean.loops,18mo.2mo.T.mean.loops,18mo.2mo.T.median.loops,18mo.2mo.Q.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.std.atac,18mo.9mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Smarcd2,0.841802565138787,0.0,0.0,-0.009449896914884449,-0.009306868859566749,-0.04076563029084355,-0.0345748789049685,0.013621292132884264,0.021764571126550437,-0.01350741883739829,-0.05583467945922166,0.0,0.0301446285424754,0.0030765988025814295,-0.0076681369729340075,0.023030536361038686,0.01702051030471921,0.0021458824723958967,-0.003893041554838419,-0.010752214565873146,-0.015874314038082957,-0.009208366004750133,-0.036453652661293745,0.0,-0.017597693875432016,-0.0010960857942700385,-0.0018434025347232818,-0.010645580850541592,0.0,-0.0013527026772499084,0.0,0.0,0.0,-0.008031410686671734,-0.0267367534711957,-0.007320130383595825,0.017043111054226755,0.0007812922820448875,0.0458515786845237,-0.03237259952817112,0.038298832457512616,-0.00942994812503457,0.022066999319940807,0.016356471553444864,-0.13347529381047935,0.05370785193517804,0.020460970345884563,1.0,1.0
2700046G09Rik,1.4608719757199287,0.0,0.0,0.02578125280328095,0.002163102952763438,0.0036561855213949456,-2.6053173933178186e-05,-0.009442505352199078,-0.020350351287052034,-0.007654411643743515,0.001963841590331867,0.0,0.011165207447484136,-0.02155894711147994,-0.008055574055761098,0.013189322324469685,-0.017416804283857345,0.003011764883995056,-0.0010731266438961029,-0.005849613864556886,-0.028194342092610895,-0.00881444557569921,-0.0371286228694953,0.0,-0.0032590164616703985,-0.0010960857942700385,-0.0018434025347232818,-0.004376676767133176,0.0,-0.0009990953654050827,0.0,0.0,0.0,-0.00621659979224205,0.07329281999263912,-0.0002984754927456379,0.07178900419734419,0.009891544841229916,0.041534481728449466,-0.018877823781222106,0.014871009662747382,-0.00942994812503457,0.03383223469019867,-0.004163600727915764,0.016144199268892406,0.05439140047878027,0.004697482911869884,1.0,0.0
Ikzf2,-0.6269231640221551,0.0,0.0,-0.007853014501743019,-0.004105919757857918,-0.02837169208098203,-0.021353203549515455,-0.009671272258274258,-0.03202944809105247,-0.017114043701440096,-0.012139979545027017,0.0,-0.1529731037747115,-0.018676429502665997,-0.003940613577142358,-0.0034549277741461994,-0.12322496885433792,0.003162353131920099,0.020641551241278647,0.0485877862200141,0.037707385108806196,-0.024533258955925702,-0.09869442239403725,0.0,-0.002260367013514042,-0.002435746192932129,-0.012673391699790955,0.002647497355937958,0.0,-0.0024422331526875495,-0.002432836424559355,0.0,0.0,-0.007135805655270815,-0.03777061605360359,-0.024900753796100617,-0.05762984243221581,0.04583596687763929,0.03444008301943541,0.004008620157837868,0.04825715616345406,0.026472066631540656,-0.07848684478551149,0.016399438865482806,-0.038501094323582945,-0.053823132850229743,0.021198678128421307,1.0,2.0
Spata24,1.3323408714774996,0.0,0.0,-0.009791604140773416,0.003170094657689333,0.019819171278504653,-0.015357927836012095,0.007316589597612619,0.006229919483885169,0.07759829819202423,0.001963841590331867,0.0,0.01093691494781524,0.010706512108445167,0.013619675394147634,0.023030536361038686,0.037456907816231254,0.0021458824723958967,-0.0019510202668607235,-0.006030558394268155,-0.013743416825309395,-0.008177568139508366,-0.030301199164241552,0.0,-0.0032590164616703985,-0.0010960857942700385,-0.0018434025347232818,-0.006841390114277601,0.0,-0.0009990953654050827,-0.0009731345623731613,0.0,0.0,-0.00621659979224205,-0.013623787793330849,-0.0009569613356143236,0.09657165812328458,0.009891544841229916,0.04228973682038486,-0.023701076288707556,0.012258704239502548,-0.00942994812503457,0.03315416757599451,-0.0038392224535346033,0.026274841411504893,0.05796221151482314,0.010789377754554153,1.0,0.0
Atp5c1,0.10092351977713405,0.0,0.0,-0.0074885267950594425,0.00462463847361505,0.14004094124771654,0.0017313430039212108,0.03289760313928127,-0.02665204497054219,-0.005873093772679567,-0.010762359332293272,0.0,-0.1430104204779491,-0.06041930865496397,-0.028127672262489797,-0.05256203645840287,-0.04298818785697222,0.005270588546991349,-0.0010731266438961029,-0.008493112483993173,-0.02138080578064546,-0.013028895799070597,-0.10407475125277416,0.0,-0.024588825143873692,-0.0015223413705825807,-0.003917230162769556,0.0224751328676939,0.0,-0.0015541484765708446,-0.0009731345623731613,0.0,0.0,-0.0060514920391142365,-0.02308383776806295,-0.0032715169712901116,0.06231743086129427,0.00974553195759654,0.09713031584396958,0.019020387325435876,0.03951769191771746,-0.005895741814747453,0.01450877237948589,0.013892792537808419,-0.02448518601246178,0.05110021850559861,0.014672595877200365,1.0,1.0
Zdhhc20,-0.6534801668860019,0.0,0.0,0.003456381456926465,-0.006722003901377321,0.012544434992596507,0.004749824565369636,0.0061844481714069845,0.052982036117464305,-0.020256277900189162,0.0034880171343684195,0.0,-0.0037353205308318137,-0.02765993035864085,-0.0050518357381224635,0.009807424508035184,0.022363988887518643,0.002258823662996292,-0.014229490682482719,-0.034640010483562945,-0.055303772818297146,-0.019383563473820687,-0.04429225205443799,0.0,-0.001956404745578766,-0.002435746192932129,-0.0018434025347232818,0.004620540663599968,0.0,0.008658826723694802,-0.001297512799501419,0.0,0.0,-0.010365285463631153,-0.09013492792844773,-0.019559626914560795,-0.124715217910707,-0.007200052309781313,0.018811258636415005,0.019020387325435876,0.00840161595493555,0.046757137733511624,-0.03415264586918056,0.03169262863695622,0.0200713649392128,0.024851694023236632,0.0065452791005373,1.0,1.0
Specc1l,-0.713664502222091,0.0,0.0,0.0041397959087044,0.0018274389952421188,-0.08324541142210365,-0.01984191909432411,0.007398692350834608,-0.014003133391961456,-0.016804573442786932,-0.036468166280537846,0.0,-0.0031881884485483168,0.0305775292776525,-0.004838139191269875,0.01188484175130725,-0.024702142179012298,0.005270588546991349,-0.0037531125731766223,-0.03599235385656357,-0.06381512451916933,-0.02108560113236308,-0.16501858819276094,0.0,-0.0032590164616703985,-0.0015223413705825807,-0.0024194658268243074,0.004331614300608635,0.0,-0.0013321272656321526,0.0,0.0,0.0,0.09512382835149764,-0.06220136322081089,-0.017467995826154947,-0.06368638120591641,-0.002166873179376125,0.06015862584114075,0.008802006263285875,0.019481213223189117,0.01883517308626324,-0.03942971210926771,-0.10193814117461443,-0.04969380320981145,0.029930432932451366,0.01972225835546851,1.0,1.0
Zfp458,0.06036071751266718,0.0,0.0,0.0041397959087044,0.0056316303461790085,-0.07335073234047741,-0.020031629074364902,-0.17924920234829186,-0.013547469647601246,-0.00977543693035841,-0.03595758708193898,0.0,0.009831962017342448,0.015480650868266822,-0.01228398215956986,-0.03697355349548161,-0.040028513390570876,0.005270588546991349,-0.0013313521444797516,-0.010928111299872399,-0.03924287326168269,-0.01832050172612071,-0.09081045782426372,0.0,-0.005813396498560905,-0.0015223413705825807,-0.0024194658268243074,-0.004700695113278926,0.0,-0.0013321272656321526,0.0,0.0,0.0,-0.008031410686671734,-0.01769812040030956,0.14462324638850987,-0.12471956329885871,-0.007295017950236797,0.05514743983745575,-0.01752767040859908,0.03640695596113801,-0.008136156750842928,0.010909688593819737,-0.11899698909372092,0.0021081154653802515,0.031579079311341046,0.012879652567207814,1.0,1.0
Golga1,-0.6881852840678766,0.0,0.0,-0.010472769597545267,0.0018274389952421188,-0.02920124836731702,0.02339498870074749,0.006828173724934459,-0.016646835003048182,-0.02130865354090929,0.004030271898955107,0.0,-0.029222900448367,0.027103605400770902,-0.0050518357381224635,-0.010462825680151581,-0.024891852214932442,0.005270588546991349,-0.0037531125731766223,-0.03534359738230705,-0.022258788007311524,-0.021142423674464225,-0.14833504624664784,0.0,-0.003988525830209255,-0.002435746192932129,-0.012673391699790955,0.004331614300608635,0.0,-0.0015541484765708446,-0.001297512799501419,0.0,0.0,-0.015550459660589695,-0.05306821805424988,0.032215440589934585,-0.013254419937729835,0.04583596687763929,0.07737070206552744,0.005771693531423807,0.049930888880044225,-0.009719790499657393,-0.0469771995022893,0.011036189422011376,-0.023873410155065358,-0.08493376220576465,0.020768314711749555,1.0,1.0
Fgd3,-0.468366557485424,0.0,0.0,0.002578849485144019,0.003170094657689333,-0.028042549381498246,0.014119065194390714,0.007316589597612619,-0.008770285258069634,-0.013330371361225843,0.004030271898955107,0.0,0.011211690464988351,0.006741553894244134,-0.004209036324173212,-0.013540885224938393,0.015358384605497122,0.00941176526248455,-0.0015458936616778373,0.13903796341270208,0.016071083610877394,-0.039312423579394816,0.3799341134307906,0.0,-0.0032590164616703985,-0.0038363002613186837,0.0016129772178828717,-0.006841390114277601,0.0,-0.003219307390972972,0.0011353236995637417,0.0,0.0,-0.015550459660589695,-0.030014617927372457,-0.01303020864725113,0.022031759666278957,0.028035538718104363,-0.35223367335274813,0.00740319924429059,0.013027607128024102,0.020919011016376318,0.07737992402166129,0.0015789632499217986,-0.0670184775814414,0.020486382804811,-0.041898332266137005,1.0,2.0
