gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.median.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.2mo.contact.log_ratio.min.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,Tanova.std.loops,18mo.2mo.Q.mean.loops,loop_size.log.std.loops,18mo.2mo.T.min.loops,9mo.2mo.Q.std.loops,min_distance.log.mean.loops,min_distance.log.median.loops,18mo.2mo.T.mean.loops,min_distance.log.max.loops,18mo.2mo.Q.min.loops,Qanova.max.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Trappc8,0.02444092354271561,0.0,0.0,0.005600226372480393,0.0023504803329706192,0.0,0.0,0.0,0.0,0.0,0.06554455177858472,0.0,0.0005637592915445567,0.0,0.0,0.0,-0.1175446816632757,0.0,0.0007304643094539642,0.0024931848188862204,0.0007668046653270721,0.01070003790780902,0.0,0.0,0.0,0.001796720204874873,0.0,0.0,0.013711135294288397,0.007555537894368172,0.03059155198279768,0.0024581353086978197,0.007834934461861849,-0.004755947887897492,0.0,0.0002434881031513214,0.007573769968003035,0.0,0.0,-0.06591859022155404,0.0,-0.002057412397116423,0.001639835312962532,0.002286895737051964,0.0,1.0,0.0
Kdm2b,-0.017967662746086716,0.0,0.0,0.0035305774956941607,0.0007834934443235398,0.0,0.0,0.0,0.0,0.0,-0.09988163750618696,0.0,-0.004082504357211292,0.0,0.0,0.0,-0.11496342430007644,0.0,0.0004869762063026428,0.0024931848188862204,0.0006450606137514115,0.004497117381542921,0.0,0.0,0.0,0.001796720204874873,0.0,0.0,0.00378688498865813,0.007555537894368172,0.014950188254006206,0.0020929031539708375,0.0031339737866073847,0.003906671479344368,0.0,0.0001217440515756607,0.0026116448175162077,0.0,0.0,-0.02827504599932581,0.0,-0.008343950277194381,0.001639835312962532,0.007514085993170739,0.0,1.0,1.0
Lrrc1,-0.01248853565659374,0.0,0.0,0.0035305774956941607,0.0023504803329706192,0.0,0.0,0.0,0.0,0.0,0.05384713327512145,0.0,-0.004082504357211292,0.0,0.0,0.0,-0.10000720322423148,0.0,0.0004869762063026428,-0.010438886382617056,0.0006450606137514115,-0.014731936249881982,0.0,0.0,0.0,0.001796720204874873,0.0,0.0,0.013711135294288397,0.007330632321536541,0.027837895103730262,0.0020929031539708375,0.007834934461861849,0.0013588422536849976,0.0,0.0001217440515756607,0.007573769968003035,0.0,0.0,-0.02827504599932581,0.0,-0.002057412397116423,0.001639835312962532,0.007514085993170739,0.0,1.0,0.0
Sirt6,-0.015112992604263126,0.0,0.0,0.013270101621747016,0.0016556877270340919,0.0,0.0,0.0,0.0,0.0,-0.08264172039926052,0.0,0.0038561713043600322,0.0,0.0,0.0,0.09278427065350116,0.0,0.004504529908299446,0.004815563019365072,0.0071738075464963915,-0.005427555460482836,0.0,0.0,0.0,0.004535410217940807,0.0,0.0,0.00378688498865813,0.02330974499695003,0.029713845029473305,0.008507532104849815,0.0031339737866073847,0.003906671479344368,0.0,0.0018261607736349105,0.003707341281697154,0.0034887770935893058,0.0,0.04076453525573015,0.0,0.012589532472193242,0.004737302027642727,0.002286895737051964,0.0009110196307301521,1.0,1.0
Acad11,0.021576491944724694,0.0,0.0,0.003652321547269821,0.0023504803329706192,0.0,0.0,0.0,0.0,0.0,0.06554455177858472,0.0,-0.004152279901318252,0.0,0.0,0.0,-0.086906180921942,0.0,0.0004869762063026428,0.0024931848188862204,-0.037303962501464415,0.01070003790780902,0.0,0.0,0.0,0.0008447824523318559,0.0,0.0,0.013711135294288397,0.0050685381900984795,0.028497554301284252,0.0008720390230882913,0.007834934461861849,-0.004755947887897492,0.0,0.0001217440515756607,0.007573769968003035,-0.011226386650232598,0.0,-0.030247299638576804,0.0,-0.002057412397116423,0.001639835312962532,0.002286895737051964,0.0,1.0,1.0
Fzd3,0.05260049725882709,0.0,0.0,0.013270101621747016,0.0006967678293585777,0.0,0.0,0.0,0.0,0.0,-0.04978621220216155,0.0,0.004978817952796817,0.0,0.0,0.0,0.093999552000314,0.0,0.004504529908299446,0.00993216508999467,0.005342199569568038,-0.005427555460482836,0.0,0.0,0.0,0.0016571691166609526,0.0,0.0,0.002089315876364708,-0.040133336745202544,-0.004912491245195269,0.0022277332842350005,0.0016975691495463253,-0.01919364683330059,0.0,0.0018261607736349105,0.0027932656137272718,0.0011338525917381048,0.0,0.04902455912902951,0.0,0.012318549575284124,0.004737302027642727,0.002286895737051964,0.0009110196307301521,1.0,1.0
Akap9,-0.010367354582995177,0.0,0.0,-0.01451189095620066,0.000522328969091177,0.0,0.0,0.0,0.0,0.0,-0.057931309277191756,0.0,0.0005637592915445567,0.0,0.0,0.0,-0.10258846058743075,0.0,0.0003652321547269821,-0.010438886382617056,0.0005963629949837923,0.004497117381542921,0.0,0.0,0.0,0.001796720204874873,0.0,0.0,-0.03098873147042468,0.007330632321536541,0.010037879580631853,0.0020442055352032184,0.0018803842924535275,0.003906671479344368,0.0,7.304643280804157e-05,0.0016975691495463253,0.0,0.0,-0.021262872111983598,0.0,-0.008343950277194381,0.001639835312962532,0.007514085993170739,0.0,1.0,0.0
Sdhaf2,0.0525147439725697,0.0,0.0,0.013270101621747016,0.0016556877270340919,0.0,0.0,0.0,0.0,0.0,-0.08264172039926052,0.0,-0.0198516861256212,0.0,0.0,0.0,0.106553055284312,0.0,0.004504529908299446,0.00993216508999467,0.0071738075464963915,-0.005427555460482836,0.0,0.0,0.0,0.004535410217940807,0.0,0.0,0.00378688498865813,0.02432182013988495,0.032918749637901784,0.008507532104849815,0.0031339737866073847,0.003906671479344368,0.0,0.0018261607736349105,0.003707341281697154,0.0034887770935893058,0.0,0.04008943711873144,0.0,0.013714060382917524,0.004737302027642727,0.002286895737051964,0.0009110196307301521,1.0,1.0
Ranbp1,0.026753858868032693,0.0,0.0,0.005697621619328856,0.0011318773590028287,0.0,0.0,0.0,0.0,0.0,0.031157222357578576,0.0,0.004664828004315495,0.0,0.0,0.0,0.044438416001503354,0.0,0.00153397505171597,0.0033230560692027213,0.0015565055795013904,0.01070003790780902,0.0,0.0,0.0,0.0010815209336578846,0.0,0.0,0.004570378442294896,-0.04644331587012857,-0.22051419651601464,-0.02121176486834884,0.0027422270597890017,0.0013588422536849976,0.0,0.000316534535959363,0.0034836953273043036,0.0005582043528556824,0.0,0.026623653648421168,0.0,0.0034240639209747316,0.001311868296470493,0.002286895737051964,0.00012754275230690836,1.0,0.0
Zfp386,0.0728838636353612,0.0,0.0,0.013270101621747016,0.0032226746156811714,0.0,0.0,0.0,0.0,0.0,0.05384713327512145,0.0,0.00663598706945777,0.0,0.0,0.0,0.11493221446871757,0.0,0.004504529908299446,0.00993216508999467,0.0071738075464963915,-0.014731936249881982,0.0,0.0,0.0,0.004535410217940807,0.0,0.0,0.013711135294288397,0.02432182013988495,0.046368720438331366,0.008507532104849815,0.007834934461861849,0.0013588422536849976,0.0,0.0018261607736349105,0.00866946643218398,0.0034887770935893058,0.0,0.04902455912902951,0.0,0.004455704595893621,0.004737302027642727,-0.007514085993170739,0.0009110196307301521,1.0,1.0
Odf2,0.04921351651195437,0.0,0.0,0.013270101621747016,0.0023504803329706192,0.0,0.0,0.0,0.0,0.0,0.06142972692847252,0.0,0.001199145745486021,0.0,0.0,0.0,-0.12779028806835413,0.0,0.004504529908299446,0.0024931848188862204,0.0049061024188995364,0.01070003790780902,0.0,0.0,0.0,0.001796720204874873,0.0,0.0,0.013711135294288397,0.007555537894368172,0.038139683180488645,0.003675575824454427,0.007834934461861849,-0.004755947887897492,0.0,0.0018261607736349105,0.00866946643218398,0.0,0.0,0.03798471939750016,0.0,0.002057412397116423,0.001639835312962532,0.002286895737051964,0.0,1.0,0.0
Mtcl1,-0.02053529681637883,0.0,0.0,0.0035305774956941607,0.000522328969091177,0.0,0.0,0.0,0.0,0.0,-0.05061606553616002,0.0,0.0005114276334643364,0.0,0.0,0.0,-0.05686524844961241,0.0,0.0004869762063026428,-0.03177496592048556,0.0004706217721104622,0.004497117381542921,0.0,0.0,0.0,0.0011512964777648448,0.0,0.0,-0.03098873147042468,0.004492243784479797,0.01007629870902747,0.001150933327153325,0.0018803842924535275,0.003906671479344368,0.0,0.0001217440515756607,0.0016975691495463253,-0.01777531932108104,0.0,-0.03085630336776376,0.0,0.007200943389907479,0.0010932235792279242,0.007514085993170739,0.0,1.0,2.0
Mef2a,-0.02259413428604603,0.0,0.0,0.0035305774956941607,0.0032226746156811714,0.0,0.0,0.0,0.0,0.0,0.05942976174876094,0.0,0.003141361512243748,0.0,0.0,0.0,0.10421006768476218,0.0,0.0004869762063026428,0.00993216508999467,0.0029127657413482665,0.01070003790780902,0.0,0.0,0.0,0.004535410217940807,0.0,0.0,0.013711135294288397,0.02432182013988495,0.03662919631227851,0.006924859434366226,0.007834934461861849,0.0013588422536849976,0.0,0.0001217440515756607,0.007573769968003035,0.0034887770935893058,0.0,-0.04078421674668789,0.0,0.004455704595893621,0.004737302027642727,-0.034956834837794305,0.0009110196307301521,1.0,2.0
4632427E13Rik,0.023729804686736314,0.0,0.0,0.005697621619328856,0.00047896615229547023,0.0,0.0,0.0,0.0,0.0,-0.028073492371477188,0.0,0.004629940232262015,0.0,0.0,0.0,0.040017869903240355,0.0,0.00153397505171597,-0.013432410187087953,0.0015565055795013904,-0.005427555460482836,0.0,0.0,0.0,-0.020810555489733814,0.0,0.0,0.0015669868886470796,-0.04637946486007422,-0.13229785515461118,0.00034887772053480146,-0.018370831194333734,0.003906671479344368,0.0,0.000316534535959363,0.001472728808876127,0.0005582043528556824,0.0,0.026623653648421168,0.0,0.008286462924443185,0.001311868296470493,0.002286895737051964,0.00012754275230690836,1.0,0.0
Gm20387,0.0064288804261013865,0.0,0.0,0.005941109722480178,0.0023504803329706192,0.0,0.0,0.0,0.0,0.0,0.05942976174876094,0.0,0.000675098136998713,0.0,0.0,0.0,-0.047854680181480945,0.0,0.00153397505171597,0.0014889358170330524,0.001503447610884905,0.01070003790780902,0.0,0.0,0.0,0.000784974843263626,0.0,0.0,0.013711135294288397,-0.029876748155802487,0.02834169326350093,-0.0905739175900817,0.007834934461861849,0.0013588422536849976,0.0,0.0005600226391106844,0.00779290926642716,0.0,0.0,0.015152203938923777,0.0,-0.002057412397116423,0.0010932235792279242,0.002286895737051964,0.0,1.0,0.0
Cacnb2,-0.011997472811490297,0.0,0.0,0.0026296715158969164,0.000522328969091177,0.0,0.0,0.0,0.0,0.0,-0.057931309277191756,0.0,-0.004152279901318252,0.0,0.0,0.0,-0.07164344584860373,0.0,0.0003652321547269821,-0.010438886382617056,-0.02628397196996957,0.004497117381542921,0.0,0.0,0.0,-0.010919872652739287,0.0,0.0,-0.03098873147042468,0.004783825008198619,0.010037879580631853,0.0007184702064841986,0.0018803842924535275,0.003906671479344368,0.0,7.304643280804157e-05,0.0016975691495463253,0.0,0.0,-0.019533823104575278,0.0,-0.008343950277194381,0.001639835312962532,0.007514085993170739,0.0,1.0,0.0
Il15ra,0.06308288212865591,0.0,0.0,0.013270101621747016,0.0032226746156811714,0.0,0.0,0.0,0.0,0.0,0.04973230842500925,0.0,0.00663598706945777,0.0,0.0,0.0,0.11493221446871757,0.0,0.004504529908299446,0.00993216508999467,0.0071738075464963915,-0.014731936249881982,0.0,0.0,0.0,0.004535410217940807,0.0,0.0,0.013711135294288397,0.02432182013988495,0.046368720438331366,0.008507532104849815,0.007834934461861849,0.0013588422536849976,0.0,0.0018261607736349105,0.00866946643218398,0.0034887770935893058,0.0,0.04902455912902951,0.0,0.008570529390126466,0.004737302027642727,0.002286895737051964,0.0009110196307301521,1.0,1.0
Exo5,-0.05118316544452682,0.0,0.0,0.013270101621747016,0.0007839872594922781,0.0,0.0,0.0,0.0,0.0,-0.040803170457948,0.0,0.0021990021876990796,0.0,0.0,0.0,0.0726016952842474,0.0,0.004504529908299446,0.004815563019365072,0.005429418999701738,-0.005427555460482836,0.0,0.0,0.0,-0.05672751564532518,0.0,0.0,0.0024027132615447046,0.01429125620983541,0.0262403574725613,0.0038500146847218275,0.0017498020501807332,0.003906671479344368,0.0,0.0018261607736349105,0.0026626833714544773,0.0011338525917381048,0.0,0.04076453525573015,0.0,0.011194021664559841,0.004737302027642727,0.002286895737051964,0.0009110196307301521,1.0,0.0
Mrps11,0.03421169314533472,0.0,0.0,0.005868063289672137,0.0009145695017650724,0.0,0.0,0.0,0.0,0.0,0.02866458603646606,0.0,0.005066037382930517,0.0,0.0,0.0,0.09436587360687554,0.0,0.0014122310001403093,0.00993216508999467,-0.13576629597693682,0.01070003790780902,0.0,0.0,0.0,0.0019362712930887937,0.0,0.0,0.002794459988363087,0.015495214099064469,-0.018023425962310283,0.002684905827045441,-0.03477561649633572,0.0013588422536849976,0.0,0.0005600226391106844,0.002157059400342405,0.0010466331616044045,0.0,0.025868840524926783,0.0,0.0030601937882602215,0.004737302027642727,0.002286895737051964,0.0009110196307301521,1.0,0.0
Gm15535,0.06308288212865591,0.0,0.0,0.013270101621747016,0.0032226746156811714,0.0,0.0,0.0,0.0,0.0,0.05384713327512145,0.0,0.00663598706945777,0.0,0.0,0.0,0.11493221446871757,0.0,0.004504529908299446,0.00993216508999467,0.0071738075464963915,-0.014731936249881982,0.0,0.0,0.0,0.004535410217940807,0.0,0.0,0.013711135294288397,0.02432182013988495,0.046368720438331366,0.008507532104849815,0.007834934461861849,0.0013588422536849976,0.0,0.0018261607736349105,0.00866946643218398,0.0034887770935893058,0.0,0.04902455912902951,0.0,0.004455704595893621,0.004737302027642727,0.002286895737051964,0.0009110196307301521,1.0,1.0
Ttc4,0.040569645268842575,0.0,0.0,0.013270101621747016,0.0007834934443235398,0.0,0.0,0.0,0.0,0.0,-0.0899569646641612,0.0,0.0011119263153523207,0.0,0.0,0.0,-0.06497309269034304,0.0,0.004504529908299446,0.0015676527749747039,0.004731663577258587,-0.005427555460482836,0.0,0.0,0.0,0.0010466331616044045,0.0,0.0,0.00378688498865813,-0.047412523068487644,0.022874511517584323,0.0020532944425940515,0.0031339737866073847,0.003906671479344368,0.0,0.0018261607736349105,0.003707341281697154,0.0,0.0,0.03798471939750016,0.0,-0.008343950277194381,0.0010932235792279242,0.002286895737051964,0.0,1.0,0.0
Elovl5,0.033725653695873915,0.0,0.0,0.005600226372480393,0.0023504803329706192,0.0,0.0,0.0,0.0,0.0,0.05996192330494523,0.0,-0.004082504357211292,0.0,0.0,0.0,-0.11496342430007644,0.0,0.0007304643094539642,0.0024931848188862204,0.0007668046653270721,-0.014731936249881982,0.0,0.0,0.0,0.001796720204874873,0.0,0.0,0.013711135294288397,0.007555537894368172,0.03059155198279768,0.0024581353086978197,0.007834934461861849,-0.004755947887897492,0.0,0.0002434881031513214,0.007573769968003035,0.0,0.0,-0.0633373328531161,0.0,-0.002057412397116423,0.001639835312962532,-0.007514085993170739,0.0,1.0,1.0
Myl12b,0.04956773695070296,0.0,0.0,0.013270101621747016,-0.09082785734906793,0.0,0.0,0.0,0.0,0.0,-0.04181439996697009,0.0,-0.02142163581214845,0.0,0.0,0.0,0.08624837271287106,0.0,0.004504529908299446,0.00993216508999467,0.005429418999701738,-0.005427555460482836,0.0,0.0,0.0,0.0019362712930887937,0.0,0.0,0.0024027132615447046,0.015495214099064469,0.029758659466169776,0.0039023463428020477,0.0019326171930879354,0.003906671479344368,0.0,0.0018261607736349105,0.0027932656137272718,0.0011338525917381048,0.0,0.04008943711873144,0.0,0.012318549575284124,0.004737302027642727,0.002286895737051964,0.0009110196307301521,1.0,0.0
Rnf144b,-0.03272193284763489,0.0,0.0,0.0026296715158969164,0.0007834934443235398,0.0,0.0,0.0,0.0,0.0,-0.1107523755170405,0.0,-0.012377071892260574,0.0,0.0,0.0,-0.059909106055856684,0.0,0.0003652321547269821,0.0022563197300769387,-0.023571447422145866,0.004497117381542921,0.0,0.0,0.0,0.0006666056445101276,0.0,0.0,0.00378688498865813,0.003566159903421067,0.01323549305088818,0.0005253414780599996,0.0031339737866073847,-0.01919364683330059,0.0,7.304643280804157e-05,0.0026116448175162077,-0.008207348104915581,0.0,-0.019533823104575278,0.0,-0.008343950277194381,0.0010932235792279242,-0.034956834837794305,-0.020935230911709367,1.0,2.0
Tmco6,0.06308288212865591,0.0,0.0,0.013270101621747016,0.0032226746156811714,0.0,0.0,0.0,0.0,0.0,0.05531493689864874,0.0,0.00663598706945777,0.0,0.0,0.0,0.11493221446871757,0.0,0.004504529908299446,0.00993216508999467,0.0071738075464963915,0.01070003790780902,0.0,0.0,0.0,0.004535410217940807,0.0,0.0,0.013711135294288397,0.02432182013988495,0.046368720438331366,0.008507532104849815,0.007834934461861849,0.0013588422536849976,0.0,0.0018261607736349105,0.00866946643218398,0.0034887770935893058,0.0,0.04902455912902951,0.0,0.008570529390126466,0.004737302027642727,0.002286895737051964,0.0009110196307301521,1.0,1.0
Cpox,0.06308288212865591,0.0,0.0,0.013270101621747016,0.0032226746156811714,0.0,0.0,0.0,0.0,0.0,0.05384713327512145,0.0,0.00663598706945777,0.0,0.0,0.0,0.11493221446871757,0.0,0.004504529908299446,0.00993216508999467,0.0071738075464963915,-0.014731936249881982,0.0,0.0,0.0,0.004535410217940807,0.0,0.0,0.013711135294288397,0.02432182013988495,0.046368720438331366,0.008507532104849815,0.007834934461861849,0.0013588422536849976,0.0,0.0018261607736349105,0.00866946643218398,0.0034887770935893058,0.0,0.04902455912902951,0.0,0.004455704595893621,0.004737302027642727,0.002286895737051964,0.0009110196307301521,1.0,1.0
