gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,count.DAR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,Tanova.max.loops,Qanova.mean.loops,loop_size.log.std.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,min_distance.log.std.loops,9mo.2mo.T.mean.loops,count.loops,Qanova.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,Qanova.std.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.max.loops,Tanova.median.loops,18mo.9mo.Q.max.loops,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac,DEG,pred
Snx19,-0.05622485455344705,-0.03994584094513865,-0.02402341891737545,0.0,0.0,-0.026385738596539286,-0.10296743564472041,0.0,0.0,-0.00779806515749763,0.0,-0.09564986912643209,0.0,0.0,-0.002029525883057538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06069429339293171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,0.22827495141502688,0.003061108017230735,-0.02451382533592336,0.0026047104312216535,0.0,0.0307831381831099,1.0,1.0
Hsph1,-0.022370788652230713,0.10077983198468299,0.06080927913460661,0.0,0.0,-0.017957924235173884,0.010570453795534215,0.0,0.0,-0.00779806515749763,0.0,-0.09552714228630066,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05182756012415185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,-0.24239780589499893,-0.004897772827569176,-0.0067489549298496805,-0.0440690385259907,0.0,0.04654850613544969,1.0,1.0
Dot1l,-0.03177317012758816,-0.02714495634769692,-0.02402341891737545,0.0,0.0,-0.017957924235173884,0.010570453795534215,0.0,0.0,-0.00779806515749763,0.0,-0.09766062086119372,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06069429339293171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,-0.21146233544191895,-0.004897772827569176,-0.00817127525806427,-0.04734384831424583,0.0,0.0307831381831099,1.0,1.0
Rnf38,-0.03177317012758816,-0.02714495634769692,-0.02402341891737545,0.0,0.0,0.035758652779109334,0.016534479376680206,0.0,0.0,0.01267185588093365,0.0,-0.09766062086119372,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06069429339293171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,-0.25917873345315456,-0.004897772827569176,-0.00817127525806427,-0.05930805403520079,0.0,0.010313217418597025,1.0,2.0
Bahd1,-0.022370788652230713,0.10077983198468299,0.06080927913460661,0.0,0.0,-0.017957924235173884,0.010570453795534215,0.0,0.0,-0.00779806515749763,0.0,-0.09552714228630066,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05182756012415185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,-0.24239780589499893,-0.004897772827569176,-0.0067489549298496805,-0.0440690385259907,0.0,0.04654850613544969,1.0,1.0
Gart,-0.03177317012758816,-0.02714495634769692,-0.01051024577635176,0.0,0.0,-0.013941560159711278,-0.06317756285288316,0.0,0.0,-0.02306927609093049,0.0,-0.07228778127361746,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06069429339293171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,-0.2040873985080158,-0.004897772827569176,-0.00817127525806427,-0.011729256249964237,0.0,-0.08129538551849477,1.0,1.0
Snx10,-0.022370788652230713,0.10077983198468299,0.06080927913460661,0.0,0.0,-0.017957924235173884,0.010570453795534215,0.0,0.0,-0.00779806515749763,0.0,-0.09552714228630066,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05182756012415185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,-0.24239780589499893,-0.004897772827569176,-0.0067489549298496805,-0.0440690385259907,0.0,0.04654850613544969,1.0,1.0
Dcaf13,-0.042755978675011325,-0.03994584094513865,0.023773174952058232,0.0,0.0,-0.06795768171329708,0.044264758923364914,0.0,0.0,0.06303436002310585,0.0,-0.07942309657878735,0.0,0.0,-0.002029525883057538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03925225576933693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17561998607262091,0.2722030953668496,-0.007346659022219041,-0.02451382533592336,0.0340072718613288,0.0,-0.0709154995103531,1.0,1.0
Dhrs13,0.18603966313907327,-0.012598048292976968,-0.02402341891737545,0.0,0.0,0.035758652779109334,0.016534479376680206,0.0,0.0,0.01267185588093365,0.0,-0.079075410414268,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029977456392610773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17561998607262091,-0.29764953792533455,-0.014693318263572805,-0.005199902855298098,-0.05634241266285672,0.0,0.010313217418597025,1.0,1.0
Dhdds,-0.042755978675011325,-0.03994584094513865,-0.02402341891737545,0.0,0.0,-0.04208160997094477,0.01904973319003201,0.0,0.0,0.01267185588093365,0.0,-0.07942309657878735,0.0,0.0,-0.002029525883057538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03925225576933693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17561998607262091,0.21948695686810157,-0.007346659022219041,-0.02451382533592336,-0.09692784020786777,0.0,0.010313217418597025,1.0,1.0
Gnai1,-0.05622485455344705,-0.03994584094513865,-0.02402341891737545,0.0,0.0,-0.026385738596539286,-0.12834027665667236,0.0,0.0,-0.00779806515749763,0.0,-0.07027702910058639,0.0,0.0,-0.002029525883057538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06069429339293171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,0.22827495141502688,0.003061108017230735,-0.02451382533592336,0.0026047104312216535,0.0,0.0307831381831099,1.0,2.0
Mrps25,-0.03177317012758816,-0.02714495634769692,-0.02402341891737545,0.0,0.0,0.035758652779109334,0.016534479376680206,0.0,0.0,-0.00779806515749763,0.0,-0.08143384831354898,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03925225576933693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17561998607262091,-0.25917873345315456,-0.004897772827569176,-0.00817127525806427,-0.05930805403520079,0.0,0.0307831381831099,1.0,1.0
Cpsf3,-0.022370788652230713,0.10077983198468299,0.06080927913460661,0.0,0.0,-0.01199389884577078,-0.027355523425178357,0.0,0.0,-0.00779806515749763,0.0,-0.09552714228630066,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05182756012415185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,-0.22457366743508508,-0.004897772827569176,-0.0067489549298496805,-0.02993122022598982,0.0,0.04654850613544969,1.0,1.0
Ncoa4,-0.042755978675011325,-0.03994584094513865,-0.02402341891737545,0.0,0.0,-0.06795768171329708,0.044264758923364914,0.0,0.0,-0.00779806515749763,0.0,-0.09564986912643209,0.0,0.0,-0.002029525883057538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06069429339293171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,0.2722030953668496,-0.007346659022219041,-0.02451382533592336,0.03357639087035375,0.0,0.0307831381831099,1.0,1.0
Hnrnpa0,0.2344543379457558,0.06337997556992751,0.06080927913460661,0.0,0.0,0.053632031742702514,0.07125378035775878,0.0,0.0,-0.00779806515749763,0.0,-0.06151257444392232,0.0,0.0,-0.002029525883057538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02702187845373855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17561998607262091,0.40357799378826337,0.07285436987876892,-0.008444114478633684,0.07174485472633559,0.0,0.04654850613544969,1.0,0.0
Triqk,-0.05622485455344705,-0.03994584094513865,-0.01051024577635176,0.0,0.0,0.05139513732865453,-0.23281062903868802,0.0,0.0,0.06303436002310585,0.0,-0.05405025501899859,0.0,0.0,-0.002029525883057538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03925225576933693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17561998607262091,0.24773026093402328,0.003061108017230735,-0.02451382533592336,0.009769274469684152,0.0,-0.036131591727847565,1.0,1.0
Wasf3,-0.024312524891951504,-0.015618202386095244,-0.02402341891737545,0.0,0.0,-0.017957924235173884,0.010570453795534215,0.0,0.0,-0.00779806515749763,0.0,-0.08361238986253738,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27824489087523785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062364561702398694,-0.21146233544191895,-0.004897772827569176,-0.00817127525806427,-0.045488888658035326,0.0,0.0307831381831099,1.0,2.0
Rcc2,-0.03177317012758816,-0.02714495634769692,-0.02402341891737545,0.0,0.0,-0.017957924235173884,0.010570453795534215,0.0,0.0,-0.00779806515749763,0.0,-0.09766062086119372,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06069429339293171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,-0.21146233544191895,-0.004897772827569176,-0.00817127525806427,-0.04734384831424583,0.0,0.0307831381831099,1.0,1.0
Bnip3l,-0.03177317012758816,-0.02714495634769692,0.06080927913460661,0.0,0.0,-0.01545378826010753,-0.020435744158235406,0.0,0.0,-0.00779806515749763,0.0,-0.09766062086119372,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06069429339293171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,-0.1970980868620031,-0.004897772827569176,-0.00817127525806427,-0.03170456666061107,0.0,0.04654850613544969,1.0,1.0
Wdr83,0.18603966313907327,-0.012598048292976968,-0.02402341891737545,0.0,0.0,-0.017957924235173884,0.010570453795534215,0.0,0.0,-0.00779806515749763,0.0,-0.09530218296191272,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05141949401620556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11633934343562406,-0.2499331399140989,-0.014693318263572805,-0.005199902855298098,-0.04437820694190176,0.0,0.0307831381831099,1.0,1.0
Pdcd5,0.12852535211919425,0.048410052255562996,-0.02402341891737545,0.0,0.0,0.035758652779109334,0.016534479376680206,0.0,0.0,-0.00779806515749763,0.0,-0.0780442272696425,0.0,0.0,-0.0060885776491726145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02702187845373855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17561998607262091,-0.3063968074891497,-0.014693318263572805,-0.004524300367954899,-0.055751296746380186,0.0,0.0307831381831099,1.0,1.0
