gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,distance.log2.DMR,18mo.9mo.Q.std.loops,Qanova.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,min_distance.log.median.loops,18mo.2mo.T.max.loops,loop_size.log.mean.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac
Hspbp1,24547.0,0.0696499025354562,0.0724063431252915,-0.7429395634875396,0.0417401975100348,18,0.222392421333013,4,-0.6053659421005094,-1.1699250014222748,0.0098699093912477,0.1572551892090693,0.0655159418070233,0.2560035660434994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266452851559143,0.0459504821160385,0.1117868975773876,0.0989902722989614,0.321426604552233,0.3627284558680121,8.209453365629438,0.3648943494767056,2,7.982170433896787,0.6723260396808883
Lima1,96986.0,0.0,0.0,0.0,0.0,13,0.0,1,0.0,0.0,0.0,0.0,0.0,0.4188469953442144,0.0,0.0016040538399366,1.0589663225682928,-0.003378548,15.750916299978076,0.0012034376562431,14.089119397915168,0.1844292062999999,15.837467466148926,0.0161262816628477,0.0416084324070469,-0.0733637166189611,0.1166772531011688,0.2778357553259332,0.2023208808946312,11.475733430966448,-0.0704811784848101,2,11.279273884319394,0.131819844799244
Fam53a,29288.0,0.0,0.0,0.0712768026104795,0.1812458906993117,16,0.7162070339953761,5,0.5941121713528467,0.0,-0.048784705166434,0.4642680958122,0.1520751401076908,0.0827020907084872,0.0,0.0011899386461051,1.738420786457627,-0.0024948293999999,18.22647804886918,0.0012444643498836,14.163571061458908,0.13269698,18.04179312184214,0.0433713399675337,0.0677321684185394,0.0379243446829004,0.1628342489587513,0.398581337429594,0.2939822918754921,11.425215903299437,0.1523906626643993,3,11.034049439143038,0.2123956916899037
Ttn,278567.0,0.0106794046715244,0.0,0.3962406251742777,-0.0297821737725796,16,0.0,5,-0.2830074998389373,0.0,-0.455574133944479,0.894427190983786,-0.1182197434998678,-0.0022044922738109,0.0,0.0013437066716967,1.8398808557938144,-0.0033016169999999,18.461263602427543,0.0010013062843946,15.076272814532336,0.226898365,18.32769630010397,-0.0050687295660252,0.0499120785290849,-0.073193085676725,0.3655346625272167,1.2781137320927547,0.1343640597831811,15.744255718861924,0.0247868976357527,2,14.840492831771492,0.08085475279767
Inha,3289.0,0.1412538522936661,-0.0047917771950529,0.0051398734171661,0.1128264719874978,15,0.2630344058328315,6,-0.0789090309111284,-0.8073549220421463,-0.1887559021801372,0.4550300761768643,0.146094987111624,0.1740863709468834,0.0,0.0021039755292113,1.094191846,-0.0006932537,16.33310292584647,0.0007596160943385,13.88006177130641,0.1352265099999999,17.05139301439533,0.1180147566587481,0.0937369615133764,0.0584119068729586,0.1014719283312964,1.087309812338772,0.1924150141007916,10.101975670949365,0.107823668052159,3,8.961367886965737,0.4317619146535514
Mlxip,63134.0,0.0,0.0,0.3458249018005766,0.3697910220774836,11,0.0,5,-0.322169971256089,-0.5474877952989883,0.2202578094668434,0.6371248780246576,0.3537560715129952,0.4320955288838797,14.233919208586984,0.0015746480905796,1.1874378666229508,-0.003271138,16.65040668565855,0.0013738023043543,14.869401059778095,0.3140385519999999,15.999185919318798,0.004945440513321,0.0397969624870986,0.0417272576970295,0.0777746969114387,0.3018693236998623,0.3893713834792063,10.990103963857573,0.3371722464123028,2,10.7766501180372,0.531655236852961
Srebf2,58198.0,0.1222515714188126,0.141048395862815,0.1538774143687727,0.2549303871223065,14,0.222392421333013,3,-0.4765614250750533,-0.5849625007131416,-0.0692488077258342,0.7992144179245448,0.2091257247547356,0.1421106834469516,13.281018218999062,0.0020393002752617,0.9990165008173076,-0.0036923959999999,16.29249346102544,0.0012887057537414,14.084808387804362,0.26595073,15.761508509163766,0.0425853580167121,-0.0179718480900478,0.0327251113861775,0.4496568373681681,0.5570968150616152,0.0208648611804041,11.17492568250074,-0.0122124836743992,3,10.634102579135543,0.4458922434891232
Adprhl2,5656.0,0.2225991187150451,-0.0916872617751353,-0.4429988399462842,0.112191094035104,20,0.8479969065421264,6,-0.3333333333233146,-1.3219280948440812,-0.1947796898092395,0.7352638962409047,0.0735739710762292,0.1772945720475498,0.0,0.0016526583922364,1.667408859,-0.002373394,17.01478208243393,0.0011092526300293,13.742204156772765,0.199142095,17.273733630313735,0.0531184525111399,0.0676611677755423,0.0042045163557814,0.0784622719958985,0.2203080529810077,0.3267634825691254,11.419433550705431,0.1703676170771613,2,11.263652232492555,0.1875916205471637
Mrps18a,17924.0,-0.0212384462278233,0.0090487869317452,-0.7305826530251004,0.1850631455220903,17,1.8744691178811663,4,0.0297511055722146,-1.7369655941325433,0.0995607852011497,0.8411870142899321,0.2505661926366838,0.3462343076060212,0.0,0.0014930554448734,1.6672218682583333,-0.001973534,17.779209166896607,0.0011143834042128,13.42705089315088,0.1848023399999999,17.566342271785988,0.0276432397501383,0.0356869966334928,0.0725849208156738,0.0,0.0,0.4169886364912347,10.77807712953544,0.1150755727750532,1,10.77807712953544,0.1150755727750532
Cdc37l1,36329.0,-0.0461081904491733,0.0679214593478391,0.275891971430044,0.0779312515557053,22,1.5849625006971109,9,0.1884437570142593,0.0,-0.1427329420400331,1.3517786458671994,0.0953929055126576,-0.063445196946227,0.0,0.0008160834894238,0.5137193387916666,-0.0013252846999999,18.609420645114632,0.0006932541722412,14.174769673304432,0.143213767,18.89423317236161,0.0233545143386475,-0.0389147892703048,0.0066603003852592,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pomgnt1,36009.0,0.0578100840792975,-0.1225847158203217,-0.0857621954705959,0.0047986695646304,15,0.6780719051018176,4,-0.0877686101309231,-0.5145731728235754,-0.1109071325546144,1.181992211750038,0.0094335148291983,0.2198012874278698,13.451339918139368,0.0016430804394267,1.372411353152381,-0.0044458335,18.359397833085733,0.0013476442803177,14.415279630531364,0.1830957999999999,17.895366092457653,-0.0160191402952866,0.0225755180718658,0.0090695752808726,0.3015555460494947,1.6862596704777315,0.1925669356238501,14.231371203592929,0.1001770904739074,7,12.369982580791495,0.3457886915336887
Pcdhgc4,26794.0,0.1200025227800425,0.125223263509151,-0.2278397418856044,-0.0340572644158927,21,0.999999999981966,1,0.0,-0.7776075786549645,-0.1293058523322434,0.7632155414200537,-0.0340572644158927,-0.0022044922738198,12.775198728898006,0.0025113359542715,2.546502411666667,-0.0012890369999999,16.175965800973827,0.0011828490954379,13.759992179981,0.195391684,17.477777631457723,0.0177978576684194,0.0059496811203549,-0.0269883527815462,0.3112803019526237,1.0330389945201284,-0.0556791938864216,12.71381608023452,-0.1732355571823536,6,11.347620262038932,0.0812325700211871
Mreg,52865.0,0.2762288709988875,-0.033658634829823,0.1528586780190567,-0.2010332725777961,21,0.9999999999639329,5,-0.5719939096379096,-1.1375035237341966,-0.2943153633587481,1.145229692132665,-0.2017626609050268,-0.0162303255113962,13.62044895201332,0.0009540125759134,1.6623850654166663,-0.0017773881,21.123178786007003,0.000577324366191,14.090277856857394,0.271022425,21.00671146399585,0.0041924878540134,-0.0438128381397046,0.0289040760653415,0.3987618181593688,1.5667170277475089,-0.0902178337108938,14.714674827308007,0.0810391344594651,7,13.571706535503756,0.442650230748041
Pyroxd1,17603.0,0.0,0.0,-1.2516065672540888,-0.0337673124932922,15,2.584962500661044,6,0.2840906860705773,-2.169925001386208,-0.1055123517099525,0.9425571188503982,-0.0411479145400527,0.0427359253215908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0083602905616277,0.0079101551580249,0.0545105377081759,0.0173713441410733,0.3369148491224172,0.0652424870732564,10.959277505720577,0.0047476037964876,2,10.721042731223672,0.1309904713670768
Pde1a,295005.0,0.0,0.0,0.0555067951084486,-0.0885033648060105,17,0.5849625006971113,4,-0.1897479751065219,-0.5849625006971113,-0.4910211410244578,0.3865073594717204,-0.2031897308141745,-0.0301369284991837,16.109774775976497,0.000502633230091,0.92503081,2.350380000000008e-05,20.771528156813705,0.0003342036144518,14.098936774461814,0.0996105499999999,20.77146304276753,-0.0010229370674001,-0.0428987755232203,-0.0170328388978503,0.3950496532981956,2.055819999963448,-0.1021792058221804,16.959503928032266,-0.2422050798272276,15,14.998124731811991,0.4920624249027886
Fbxo11,74432.0,0.0,0.0,-0.9999999999639329,0.1354743373660092,21,0.5849625006971113,2,-0.3187149602999173,-0.9999999999639329,0.1354743373660092,0.0,0.1354743373660092,0.2913428968346698,13.838494246641412,0.0010545412681043,1.25698639440625,-0.0014754982999999,18.218255832547143,0.0008630075672509,14.469551598549549,0.2680568,17.992905481345765,0.0401025327971421,-0.0255662557468362,0.0143477298752533,1.0750336876219528,0.8739068535881932,0.791544671480853,11.366322214245873,0.5784364460096152,5,10.32996551166961,1.5628745528657704
Slc30a6,28613.0,0.2120346048480679,0.0,0.1629595487881149,-0.032379171555412,16,0.8073549220421463,7,-0.1888468706902941,-0.4854268271619979,-0.1002551847253832,0.8727157652450656,-0.0037976106708846,0.2611226979409733,0.0,0.0009855572474648,2.7438782235714285,-0.0012854189999999,16.070960047131777,0.0012569781134398,14.000704269011246,0.208812956,16.074543223984342,-0.0558885565891996,0.0478984926732465,0.041134829610234,0.1088875542209188,0.3605456222978633,0.0078160262255009,10.742309436084083,-0.0158544659506921,2,10.48736518163014,0.1072488476356634
Hnrnpll,32847.0,0.4113157137387587,0.068420846916537,-0.5178931745287235,-0.0823049605514869,12,0.5849625007091332,7,-0.5915609620672696,-1.1699250014222748,-0.2056680059517983,0.6004903572881868,-0.0682913632370728,-0.0561549505109537,0.0,0.0018818493320462,2.3931666466,-0.0026942468,16.89934640846543,0.0010848043021366,14.093995187027655,0.2824808199999999,16.891100503111748,0.0095860397417304,-0.0130699563215026,-0.0118436076789888,0.3225052414997636,1.5262048515179627,-0.1824811721678735,13.980139577639166,0.0024277535368393,3,12.246984911048273,0.0228117452620901
Fto,354914.0,0.0,0.0,0.0,0.0304443223093491,14,0.0,4,0.0,0.0,-0.2653778164626335,0.0,-0.0663234258136563,0.0160774320548906,15.503479788407551,0.0009985126266028,1.2765741941085529,-0.0018628465999999,17.26982980699791,0.0007561672517263,16.259816808667775,0.2242770009,17.808367859330275,-0.016402017451792,-0.0007286495376706,-0.0514727789979855,0.8452007081745773,2.4849172410512987,-0.3015875988188431,17.04548239024604,-0.1058565090385369,8,14.803804616949364,1.493276303735808
Trmt11,66524.0,0.0,0.0,-0.199999999985573,-0.0037650829859989,15,2.8073549219339444,2,0.2427134135809989,-2.3219280947719465,-0.0586742232450907,2.398730653479691,0.0085780954426271,0.0206190946322504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0215152610510672,0.0252254354767817,0.0226890821794456,0.0092551276334714,0.2027240297473751,-0.1775061557929605,11.44656640906612,0.2354840490833355,2,11.303218872922288,0.2615986048420622
Cpeb3,187310.0,0.0,0.0,0.1842413985445572,-0.1915947091169909,9,1.3219280948440812,5,0.1400879436307816,-0.9999999999639329,-0.3467827832530288,1.0627914151263531,-0.1570085898019076,0.3188355169939187,14.451748498593767,0.0016095395158088,1.0674876653725491,-0.005042459,14.867471806961992,0.00205162628386,14.337970269666402,0.221763641,14.950756909244232,-0.0360647877759631,-0.052047050689407,0.0579853773274262,0.3133182232730401,1.858485957510834,0.156222969515844,15.084642322187966,0.0653086265442619,5,13.024087864347914,0.3545589011733652
Gm13524,1982.0,0.0048652634605216,0.0,-0.1393325089701461,0.1525710019560082,16,1.3219280948657215,9,-0.3037446858062595,-1.7004397181161224,-0.3997111410747402,0.677276560366212,0.0909069781921166,0.3159061859545971,0.0,0.001081835708893,0.8653786835,-0.0021775427,16.562717113865766,0.0010996675123771,13.31174831500496,0.11469583,16.626604705132486,-0.0086569816250223,0.012576757555726,0.0334053347773097,0.1448186408327384,0.3274756448547322,0.1114607155539737,11.49585502688722,0.0489083375096797,2,11.264294777737,0.1028349477330357
Zrsr2,23218.0,0.0,0.0,-0.2097589881219477,-0.2260872422555915,21,1.5849625006249766,6,0.1666666666606554,-0.9999999999278651,-0.534629692684041,0.7712082479052784,-0.2305441020082714,-0.1197056017197031,11.22375205193498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0341515374887295,0.0043036166540808,0.0904105081027372,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Gtpbp2,8338.0,-0.0212384462278233,0.0090487869317452,-0.4000896549245586,0.2306971743053922,17,0.999999999981966,4,-0.3648579046490779,-1.1699250014222748,0.1130245861427932,0.8178227234106579,0.2580332127646565,0.3698823897177754,0.0,0.0016384068213872,1.3864053535454546,-0.0021905013,18.106438780289743,0.0010036027678971,13.47294463377961,0.22724181,17.767132680166434,0.048860005018446,0.0716405574015492,0.1175161095997383,0.2323855174751347,0.5406430834518199,0.2639284811742317,10.7056323873615,0.2326797187401508,2,10.323339996851114,0.3657986522791518
Cct5,11004.0,0.0,0.0,-0.2915673972872314,-0.107595119374813,22,0.0,6,-1.1764822814444076,-1.3219280948440812,-0.3514291481098714,0.6071774516905526,-0.0643926552594748,0.0146339406845137,0.0,0.0022226024615852,1.910426030612245,-0.004146439,19.15141795861509,0.0011583432573405,13.7572858248538,0.20151064,18.482769543146752,0.0665451905136653,0.0123013762874756,-0.0106643410497592,0.1952197847481922,0.4679540846150177,-0.0543654322721214,11.44190670454229,-0.0925475185937911,3,11.040441506605214,0.4255158840150486
Ssr3,12968.0,0.0,0.0,0.0836501267670061,-0.1264522778135097,23,1.3219280948657215,9,0.1579404187122726,-1.222392421308968,-0.2930817634167431,0.7658360809887144,-0.1132689902937987,-0.0307508802313138,0.0,0.0009802630896357,1.2297975094505051,-0.0026479257999999,18.378371066892957,0.0009379154114667,13.835951699124712,0.13651122,18.19108341983952,0.0253975179728581,0.0041442183430771,0.0581921051376721,0.0376735063703729,0.3046674420152027,-0.1872730466947338,11.547858506058464,-0.0324932817451887,2,11.332426091802756,0.2906471373458711
Tox2,121045.0,0.0,-0.0102957035259742,0.1013353956205486,0.0769494175757588,17,0.8479969065421264,4,0.3157586014482294,-0.8479969065421264,-0.0139011069675993,0.4136309509941031,0.0484253230609345,-0.0211959695121624,0.0,0.0019824223919044,2.6655399996349205,-0.0028849483,16.140709967162767,0.0009879563283608,14.204189023987166,0.17239402,16.189844202026524,0.0354112581414205,0.0621627418937016,-0.0821189346446384,0.2657810088437057,0.1637010386763501,0.003014928031862,15.681101120775269,0.1167906970869074,4,15.532652110443449,0.5114891071025678
Hspa14,23964.0,0.0,0.0,-0.5974937500951459,0.2394981195484935,24,0.5849625006971113,4,-0.8962406251427188,-1.9999999999458988,0.0095788086959083,0.5518870402774383,0.2390739249153632,0.3397682027124054,12.294620748891656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0187316429952,0.0001766994577807,0.2037311574332295,0.0441339450891887,0.4088371704418035,0.2030729371881559,11.427312844135017,-0.0774000168463543,3,11.03735410683312,0.053899423045129
9930104L06Rik,7608.0,0.0,0.0,-0.1263309055231797,0.2810384954271161,20,0.1926450779411075,6,-0.762148278054608,-0.6780719051018176,0.1069871105117599,0.4794491320935686,0.298800441142503,0.3894272201801114,0.0,0.0021942296790988,1.55030652875,-0.0032065789999999,17.128260590524192,0.0013454340345958,13.877284133523196,0.1971747636,17.79742198833126,-0.0216805904680005,0.0176135147122896,0.0675361575536285,0.0902112282900146,0.4494762130430789,0.5732063507556845,11.100005224422786,0.6292431249301865,3,10.67522518579313,1.0682547159655107
Polr2e,3846.0,0.2370577798849832,0.1136556281887316,-0.735275917964176,0.1968428800521662,13,0.6780719051018176,5,-0.4280466632992021,-1.2630344058169625,0.0293436196052736,0.5506449640748365,0.1698169993324413,0.1027194138232747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184998186207945,0.1631688529993523,0.0541161121701809,0.4212534480741225,0.2032013488991914,0.0102644586055534,11.437752072323654,-0.0941761440827779,2,11.294067020570782,0.0768167295266817
Dixdc1,76765.0,0.0185479839000146,0.1745224341235038,0.2449432832718828,0.1176046324046371,15,0.2630344058321907,4,-0.0152573583449201,0.2064508774659463,-0.0275844811232959,0.2924812503579732,0.1594577638772487,0.1970134124073217,14.722535870327055,0.0017261978007381,1.865762111571429,-0.0031768802999999,14.759212021495838,0.0014585331253301,15.231933650497766,0.14735799,15.425216001976551,0.0137458761768977,-0.0650434754494753,0.0218161464060154,0.4888494987763996,2.432880879453025,0.0803552100035024,15.2370231871907,0.0515704424135762,9,13.05505018878285,0.4661962214735289
Tmem231,21870.0,0.1231940758949163,0.0,0.3611962106609959,-0.0654811491635105,15,1.1926450779308029,6,0.7436842921436903,-0.3625700793801285,-0.4766731228919951,0.3908670733936598,-0.0463970279138092,0.1355505625520838,0.0,0.0017185242934824,1.9693360875,-0.0018254042999999,20.68544792568351,0.0010395444805106,13.946814915494844,0.16987547,18.764780957418704,0.0147540545087003,-0.0549615050589711,-0.0025676280801763,0.3483424518880043,0.3919145932963488,0.1908862617752861,11.447083226209704,-0.4205427733418089,4,11.008105526214544,-0.0706002785889006
Il31ra,74462.0,0.0,0.0,-0.6767093705563569,-0.020187989275338,25,0.9999999999639329,9,-0.2793970191801775,-1.999999999891798,-0.2826995380983907,0.8745845752864309,-0.0377937543194018,-0.0877251436116575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208515158603853,0.0264862007588171,-0.074680476610263,0.3132610877046288,0.0255483153672098,-0.5418199155899414,14.461543395117156,-0.4399042951123221,2,14.443478008073107,-0.3523209667781166
Gm21814,17566.0,0.0,0.0,0.3616541668870146,-0.0717229895077227,21,1.5849625006249766,4,-0.1037593748167053,-0.9999999999278651,-0.4239612768065921,1.0937280345304308,-0.0597068144097714,-0.1036000386346978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0627021678517861,0.0133468681212839,0.1154931632216798,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
G630016G05Rik,18686.0,0.002141945582937,0.0,0.2196977692747151,-0.181104752910628,30,0.0,8,-0.2097589881219477,-0.9999999999278651,-0.436365676373891,0.8670125986177392,-0.1863560510421173,-0.1577049976917135,0.0,0.0005958112386516,1.2797978611259258,-0.0015762535,19.54354919883236,0.0008116244774519,14.128558267111522,0.2518245679999999,19.1304269269789,0.2137260340367104,0.0084623799845235,0.0246894580699489,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Gpr89,37065.0,-0.069149963764168,0.0,6.011191544530448e-12,0.0197041688555899,24,0.7369655941469699,2,-0.2075187496334107,-1.9999999999639324,-0.2045667427305515,0.9732194136852824,-0.0263449538535238,0.1614176805901916,13.91757712182238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077789402474804,0.0121359180879853,0.0771852575019759,0.1119134355438729,0.2662888556172217,0.5248823786351674,11.514220909358178,0.2609519728775012,2,11.325926253796837,0.4681853228898027
Cox18,9277.0,0.0,0.0,0.035016071124657,-0.0121882765315781,25,0.3219280948801484,5,0.5065649754714252,-0.9999999999278651,-0.4615662305012757,0.5119996045857413,-0.0596181223650844,-0.1090685793872379,12.249113452713758,0.0013943557246186,1.1736537968862069,-0.0019356043,19.015632834112647,0.0007302357636183,13.635264656539514,0.29011124,18.85317013644269,-0.0008184174504315,0.0661482802858579,0.1336768998978038,0.0,0.0,0.0779974283379516,11.117643101389158,-0.0406087596822493,1,11.117643101389158,-0.0406087596822493
Trmt10a,16373.0,0.0,0.0,-0.2499999999819663,-0.1123542715847576,15,1.999999999891798,4,0.7251160815947101,-1.5849625006249766,-0.1893998387991908,0.85093206262529,-0.1097407675841273,-0.1184021940856521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358404951356446,-0.0517820037322516,-0.0161183314396766,0.2306523670088637,0.3766627057043498,0.0287994292643878,11.017504401109484,0.0203379922035944,2,10.751163647685864,0.064307531505559
