gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,distance.log2.DMR,18mo.9mo.Q.std.loops,Qanova.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,18mo.2mo.T.max.loops,loop_size.log.mean.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,count.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac
Srrm1,32837.0,0.0,0.1462406251772833,0.1281829144588069,20,0.5849625007091332,4,-0.1152890961491444,0.8218968673265072,0.1102826188469313,0.2452064797949928,0.0,0.00276848774734,3.145297166923077,-0.0023525682,17.98815209769054,0.3493040599999999,17.540749393684457,0.0038302309368627,-0.0683927518261445,0.1699598797599445,0.2906697570178819,0.4708005452161661,-0.1275253802540326,11.584022940257588,3,11.137358575356991,0.3499583333002656
Nucb1,19948.0,0.0510415957715242,-0.5028739097038685,0.223072228293188,18,0.8479969065485378,4,-0.1305351021390199,0.7272637300237365,0.1704863558502773,0.2018717108914294,0.0,0.0017968991658825,0.974278388181818,-0.003093742,16.198214805788247,-0.0267507,16.62770114001518,-0.0226524182181923,0.101451308372953,0.0596688084909775,0.0870872553569184,0.2605020158536794,0.3037942241916353,11.502831804066794,2,11.318629062143891,0.0102491125879109
Rnf5,2599.0,0.1515658506495881,-0.1163590443279907,0.1925770686919143,20,0.5594274086115787,4,0.0914124370104056,0.5034717975685989,0.2108187017312588,0.2444231513395525,0.0,0.0008037684135229,1.4971034778571428,-0.0015078952,19.105530451865494,0.0572714379999999,18.700973065736346,0.1185657639706113,0.1984713392224031,0.0092029566854496,0.2881425005117097,1.9660216347627968,0.3079026713073908,11.243769031961913,4,9.802005333774092,0.4987072676847068
Supt7l,13243.0,0.0,-1.49254135007653,0.1121980636107853,27,0.9999999999639329,3,-0.0692488077257986,0.3108630219645387,0.1779693302259581,0.1369378738861626,0.0,0.0002267527398492,1.5255679,0.0004520533999999,19.559376756648327,-0.0250151079999999,19.559376756648327,0.0381059612316788,0.0956705505953448,0.0926757461760841,0.2785195741524087,0.2538821035481173,0.4621386303387098,11.7976615258538,3,11.5547904906701,0.4515833555296884
Eps15,107549.0,0.1760854915011753,0.1169925001322087,-0.0052382954761465,19,0.9999999999639329,8,-0.1113303964686229,0.6352472884917794,0.0342517289597488,0.0706755323212913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177137717292525,-0.012966954228528,-0.0438644530904924,0.5141153371579852,2.6225661342447038,0.227855116667112,15.52310246488896,4,13.238317994407833,0.7527528902392326
Gm9925,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0016300936261161,1.096749653125,-0.0013978309999999,17.19129644579099,0.151362385,17.490697994201707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Commd2,7366.0,0.1512661984230721,-0.6634080270828513,-0.0581747615676189,21,0.3219280948801484,6,-0.372959405811927,0.1662429533529461,-0.104175563891405,-0.0985575037411776,0.0,0.0012905299104072,1.595627322,-0.0020132337,17.485886757056026,0.1284849,17.77055043808729,0.0169043511844384,0.0186100596169683,0.0744893332676853,0.1549462181221824,0.2082409126228889,-0.1560168832440444,11.417325117679972,2,11.270076556243852,0.2107850568470026
Maf,24852.0,0.0,-0.1999999999783595,0.0731535154360596,39,0.0,6,-0.1735205704377058,0.999999999945899,0.0783529657208406,0.0706261533104481,0.0,0.0008545848032551,1.1716358894782608,-0.0007715527999999,19.45846268704733,0.1727775565,19.57580506599429,0.040074632141471,0.0096763767207991,-0.1087334588364933,0.0,0.0,0.0,0.0,0,0.0,0.0
A330032B11Rik,22698.0,0.0,0.3369808258449278,-0.1915947091169909,12,0.459431618632379,4,-0.3467827832530288,0.5604060760985409,-0.1570085898019076,0.2989023501727317,0.0,0.0011418356967057,1.146733352,-0.005042459,17.12869921920747,0.221763641,17.310010667388994,0.0355869594818484,-0.0164305839867234,0.0627327604903914,0.0348060836575046,0.4064827975024804,-0.0310619048085365,12.544240006441685,2,12.256813263892,0.1175441230186429
Ypel4,4597.0,0.3421008314631505,-0.4044221896833262,0.0563850987269809,21,1.1375035237341966,7,-0.3910756217645161,1.189249982089036,0.0294430509452929,0.087996838080202,0.0,0.0014559768506039,3.6394131875,-0.003699634,16.2509154172886,0.0234084699999999,16.27766152653456,0.1053561226404687,0.1932694702489848,-0.1981979821884761,0.0,0.0,0.0,0.0,0,0.0,0.0
Slc7a11,551088.0,0.0,-0.6666666666506366,-0.2484483546027371,17,0.0,3,-0.5747133881284192,0.5127884287768171,-0.3297274798527755,-0.5427032975408621,16.59906017103438,0.0007725819174801,1.3950759223374047,-0.0015647079,19.197130285501142,0.21245849,19.454797571356757,-0.006866266696293,0.0292496241327936,-0.0499785381362019,0.1326341443107797,1.1394512888688917,-0.4411711783062082,17.340171748667547,2,16.534458015476602,-0.0701920539451466
Ptma,3986.0,0.0182556995893459,-0.4183789246914482,0.1839824230760642,17,1.398549376482134,12,-0.2192742517287826,0.9243161522865476,0.0999495924313306,0.1214203510239184,0.0,0.0012317251781577,0.5628051892631579,-0.002109623,16.747143998186747,0.09268488,16.760967092688304,0.5225083264131127,-0.0772183121160865,0.178935604249579,0.2352823667446786,1.0019207414948563,0.0287331189511078,10.649256177517405,3,9.770576617239218,0.1242469239910804
Prmt1,10579.0,0.4189045963887534,0.2643856189731443,0.2693284160351128,15,0.3959286763293175,5,-0.0756636472895655,0.4794502598414164,0.2306119789711899,0.2561984648268973,12.04028972102575,0.0010119208936629,0.50852886766875,-0.0025180589999999,16.441246282719597,0.0871125,16.442823288910713,0.0585151403174816,0.1094978099350497,0.0371168690531474,0.0185429497164159,0.2539657926858816,0.1093939350573358,11.408329740767444,2,11.22874880656984,0.366647296441712
Mapk8ip3,44824.0,-0.0197769404404311,-0.7169416340749416,0.2880024160999852,11,0.8479969065421264,2,0.1242601257519551,1.3067311442204137,0.2590595313834079,0.4165856272540578,9.440869167611078,0.0011195345000845,1.551797136454545,-0.0024559729999999,17.88232427497627,0.2297184059999999,17.647691461120193,0.1012064805650941,0.0008151769087019,0.1151199232232453,0.4919987755785378,0.3529644608953021,0.5523981178934873,11.440869167610922,3,11.096722452523933,0.8723345059643539
Reps2,231695.0,0.0,-0.0222497877655329,-0.1113744939058607,18,0.2630344058289848,7,-0.3801931985200282,0.6165989681823376,-0.0054740637170867,-0.1981085602960313,15.409062675739603,0.0,0.0,0.0,0.0,0.0,0.0,-0.0059436343868407,-0.1119763642297823,-0.0065729254676846,0.0,0.0,-1.6193294530587738,16.8360256917072,1,16.8360256917072,-0.6094483469645433
Cep57l1,91031.0,0.1464315280054968,-0.6229632740505591,-0.0332152929221227,20,2.3219280947719465,7,-0.194779689809017,0.952994481550937,-0.0006771577613916,0.0782385002809706,0.0,0.0007829016581412,0.99056757172,-0.0010816817,18.887533005291964,0.166700858,19.15523917505368,0.0203340653988771,0.0137813622314089,0.0066926389422583,0.2852774561329491,2.2486828476904783,0.1363925855534279,14.59653920389734,5,11.161951299459265,0.198487186796294
Dlst,24012.0,0.1429550354298862,-0.4451211111680216,0.0991273327640271,23,1.3219280948440812,10,-0.6125062766051781,0.6706757138762945,0.0565031979826073,-0.0567472355615108,0.0,0.0016918461365915,1.7536987949999998,-0.0048921463,17.41915060928119,0.21047582,17.708525698923157,0.0547951427019417,0.0470995198744176,0.0411695347231084,0.0715830814093157,0.556143379277006,0.0158064624953522,11.291746280833998,3,10.744955912554516,0.1271484050703495
Atpif1,3104.0,0.0723136485978369,0.8481068387034282,0.1115515500253825,19,1.201633861161496,3,-0.1020564974511515,0.7725590283505887,0.0512606763571195,0.1962746471751915,0.0,0.0016032460924005,1.2417238743833332,-0.0034259855,17.416406300895776,0.213909234,17.31285103387061,0.1152632961878495,0.0626777884046144,0.0399716255402594,0.1316318563431156,1.6621318828831195,0.2439158084322608,11.475226777742316,3,10.35236066391142,0.2472248570631543
Shc1,11584.0,0.0743708501427888,-0.2281660580864534,0.2163213949087588,19,0.3219280948801484,3,0.0860575385427182,0.3250497404430465,0.1971383403009321,0.1730394476815453,0.0,0.001270640312278,0.9790370617777776,-0.0025236586999999,18.39379263977458,0.1029385449999999,17.79132417414236,0.08753106342794,0.1316512277234535,-0.0522751771691784,0.1221417147225206,0.2397661401577975,0.1033900874684978,11.217351905270394,3,10.966060040461464,0.7381061142958945
Arl10,6113.0,0.1291521276110094,-0.2675973319692143,0.236680366703035,16,0.5849625007091332,3,0.0898887865074322,0.5234528975864947,0.2402613787326589,0.1372785740985707,0.0,0.0015227040199719,1.1129909406956522,-0.0014598355999999,17.095067301607052,0.13657418,17.649930790638138,0.060582754223407,0.0954230084763562,-0.0219268822757602,0.0,0.0,0.0,0.0,0,0.0,0.0
Usp32,155719.0,0.0,0.1949875002443928,0.0396855638264272,8,0.5849625007091332,3,-0.0261800858343361,1.1227096513628545,0.1256734461462043,0.2292775475546102,15.220756184495508,0.0,0.0,0.0,0.0,0.0,0.0,0.0091693912177478,-0.0923268638905698,0.1335478241605301,0.40240751774739,0.6783935314869957,0.4644347536805554,12.564149489985756,4,11.926976697795846,0.629370474779134
Slco5a1,126101.0,-0.0854364704080088,0.1666666666546442,-0.2898132529699544,25,0.0,10,-0.3698157568317315,0.3535533905677703,-0.247144078133091,-0.2572886472946369,0.0,0.0011231755342195,1.4215167862328768,-0.0024978618,17.098144463791677,0.1990547,16.89609428974181,0.0063012515615429,0.0241522483145663,-0.0448506089805081,0.0,0.0,0.1382632713510907,13.680799034572992,1,13.680799034572992,0.2255521091340386
Vmp1,99971.0,0.0,-0.2524288621316519,0.2369579085994448,18,0.5849625006971113,4,0.0704422752610964,0.4058785238942762,0.2283812042376905,0.2797495080976411,13.563434635710207,0.0021452061805884,1.7062753300408162,-0.003237653,15.13687098926414,0.2415834999999999,15.677164509869362,-0.004228892752164,0.084662796668354,-0.0494392544090469,0.3386214908590316,1.8182829726174683,0.0696684422834368,14.39667167016539,3,12.304058552242056,0.3436402249641335
Pspc1,57606.0,-0.2323024167188083,0.0,-0.1463800236281662,20,0.5849625006971113,3,-0.2123238262492597,0.300918526938926,-0.1463800236281662,-0.1416197643502093,0.0,0.0,0.89862233,0.0010849925999999,18.49765305983964,0.05804374,18.49765305983964,-0.0346311344677631,-0.1076922181526003,0.0970511810640606,0.3637855724183971,0.4249778255278323,0.1782972667893625,11.397139806235655,3,11.015346298052416,-0.0392621121884584
Ammecr1,115582.0,0.0,0.1428571428468379,-0.0336248979951849,20,0.9999999999278651,11,-0.6064105876313701,0.6960984924497948,-0.1050637280065224,-0.0571769707333404,11.45640337967928,0.0,0.0,0.0,0.0,0.0,0.0,0.0052477675529878,-0.0059721702679319,-0.0408545411181938,0.0,0.0,0.0,0.0,0,0.0,0.0
Fam118a,33882.0,0.0,-0.7233083337974063,0.1710448349891073,16,1.459431618614345,4,0.1166085788080693,0.2389968723902885,0.1961629130369873,0.0246501822365861,13.728452010164409,0.0020207663736113,2.584775094825,-0.001698871,16.74795669559363,0.27064049,17.190160123492355,0.032687955556624,0.0194068824974805,-0.0413715466601973,0.3622794128257031,1.1192520984824872,0.0345603525528744,12.79685079526718,4,11.216446774119389,0.2592519410757692
Rpsa,4680.0,0.0,0.0743801309606506,0.2023053428182708,13,0.4150374992728327,7,-0.1089435203302926,0.942256067792446,0.2332861000632678,0.2772248344772716,0.0,0.0012217953772823,0.6812804146800001,-0.0025958299999999,18.14502161889235,0.0591972,18.036496509584158,0.042557125376924,0.1073623103911121,0.0496280117427024,0.3379856173739968,0.4170474662687873,0.1179898540091601,10.683871868622692,2,10.388974777147364,0.0441329916912236
Gm3848,15777.0,0.1294829152655471,-1.417481250289946,-0.0897191842650277,30,2.3219280948296546,8,-0.5732913130553272,0.943205477147181,-0.1340418826728943,-0.1028360948419797,0.0,0.0008296429813611,2.3481485818181818,-0.0021864009999999,17.211518132161878,0.179370766,17.717560021058258,0.0077306462506589,0.0276722901736606,-0.0462128034687497,0.0,0.0,0.0,0.0,0,0.0,0.0
Ikbkb,47377.0,0.0784226246311722,-0.5397146239029211,0.0788280371352667,21,0.8365012677125865,5,-0.2063676640806102,0.9324970552227606,0.0742727520088301,0.0772299752202503,14.159556028058775,0.0018868799620344,1.4617513226923076,-0.0046936886,15.839179178596645,0.1715906019999999,15.689594994910808,0.0271386463834131,-0.0456657342945052,0.0093375616054058,0.1786064177975043,0.2316652936965239,0.1970571889063075,11.479275030250257,2,11.31546293011187,0.7608261907830787
Kif18a,61009.0,-0.29009649118347,0.928771237915992,-0.283373613076523,27,0.0,9,-0.4322416301143468,0.5710627762351854,-0.2321873429588573,-0.3839709280529764,0.0,0.0006621892828373,1.1578721817333333,-0.0017110408,20.09181241634548,0.1776224749999999,19.641035105444196,-0.0175002264040469,-0.0739848254505446,0.0267875124646484,0.0,0.0,0.1193934690767957,10.748192849589543,1,10.748192849589543,-0.2178633029221037
Atp5j2,8364.0,0.4349224349452949,-0.3537593748121969,0.0828698080162695,13,0.7369655941469699,2,-0.0167813878320663,0.1778647678663766,0.1281323272154675,0.1716577439936855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122992543329391,0.0820531400170773,0.1617981159537994,0.0,0.0,0.0,0.0,0,0.0,0.0
Gemin8,20058.0,0.0,0.4057138304296231,-0.3627243271211937,22,1.1699250014222748,7,-0.6759063795381293,0.8576092632719672,-0.325668415648858,-0.1224987259909315,12.407002147924228,0.0,0.0,0.0,0.0,0.0,0.0,0.0355399940355427,0.1322310897159202,0.0304430484503298,0.0,0.0,0.0,0.0,0,0.0,0.0
Ppp2r2d,36978.0,0.0,-0.391015024254977,0.2178077843923314,15,0.8365012677125865,5,-0.0772100934279969,0.670108702571954,0.2497911461409397,0.1363580137547906,0.0,0.000697453272354,0.6302030732631579,-0.0005552281,20.241908689936324,0.10530555,18.975336907207144,0.0111727000789069,0.0031235511105998,0.0537608341234565,0.0930279830866885,0.4189873567604518,0.3914309785842034,11.316281531746275,3,10.912369800705378,0.6460217153196193
Bmp3,29981.0,0.0,-0.5536546824589854,-0.0093440997810181,29,1.999999999891798,8,-0.1423122699147989,1.12559346301987,-0.0158035354176675,0.0755583839687785,13.877571723485463,0.0010243900182744,1.170013465302271,-0.0023918235999999,18.49513284298463,0.22690153,18.71152448471952,0.0191244822334026,0.0655668334374082,-0.1214387192968414,0.2533405247721595,1.2293228700939467,0.1352142057600915,13.546171002267362,6,12.39736800040436,0.6125752322053897
Phkg2,9967.0,0.0,-0.2408281433532169,-0.0143216672823252,17,1.1926450779308029,7,-0.1678126422087769,0.5398013935674175,0.0521357562085325,0.1841451791359811,0.0,0.0011887868173705,1.2074219405882352,-0.0024054749,17.45273994466883,0.128595537,17.32377201223611,0.0481143334676922,-0.0455666966184198,0.1721410092784281,0.2897976087941341,0.2992973355434303,0.5313221764436401,11.120237877342024,2,10.9086027017882,0.4144303571552998
Ccdc12,55103.0,0.0,-0.4632563063361535,0.2238244244879368,15,0.8073549220421463,5,-0.1528490093430923,0.9040697471056768,0.1206549973007468,0.1579941355403056,12.998352374785007,0.0012224474971254,0.9174602125454546,-0.0016295655,15.938936322539329,0.0683124,16.028772395875187,0.0016939311167259,0.0215402483417657,0.012210314677704,0.1753112259942739,0.291424119647113,0.2437813607509571,11.178664851006534,2,10.97259687980274,0.2809537411508405
Ipo9,48187.0,0.0,-0.8616541668883504,-0.1214335402393489,15,0.999999999981966,3,-0.1652354141950809,4.250554304148716e-12,-0.0933968119991792,-0.2205377415348195,11.314583244274251,0.0012336161617478,1.4198762661363638,-0.0011599573,17.732730537196087,0.201324994,16.98145385930526,-0.0244433536327309,-0.1291792580645693,0.0966209097225212,0.336122462214254,1.6836232671811824,0.4206175190381802,14.397273531502508,4,11.91206951074325,0.3777990864321733
Abhd13,14448.0,0.0130566472262907,-0.5283208335536814,0.1527338152708788,19,0.9999999999278651,3,0.043592661788959,0.5773502691479787,0.1547245816819202,0.1633228717570878,0.0,0.000826449480291,1.296411300716216,-0.001980588,18.63073645656877,0.22901085,18.80533245687419,0.0767171150207953,-0.128723469041045,0.2052355864993451,0.086535774634619,1.3905014506883442,0.309133628517299,10.802516365121305,2,9.819283360089845,0.2747055934898323
Sf3a1,22191.0,0.036760497666203,-0.3468806614919783,0.2919592748205883,19,1.222392421308968,4,0.066134664148989,0.7633523873279585,0.2333698224725303,0.3212646441069637,0.0,0.0011144043813033,1.2766801707142856,-0.0015980349999999,17.82410812626155,0.1936693639999999,17.3361247368458,0.0190963353615263,-0.0203905732277889,0.1261107975717514,0.1647460290637147,0.2843103651538849,0.2442656528296214,11.137631598235492,2,10.936593811073555,0.1885489497378722
Tmeff1,77957.0,0.3200486237677582,-0.4050042969847081,-0.2837846958681274,20,0.0,3,-0.4149055041685736,0.4536373237709872,-0.1688155889130639,0.1083584886573723,12.876325086063256,0.0013949474985473,2.480630054242424,-0.0003869953,14.422393330942478,0.14933765,14.59008364248281,0.022658963816805,-0.0720547420530663,0.0392653699882646,0.3270002660068407,1.7106176564266868,0.0346071095398503,15.029804847630702,8,12.20758774262582,0.483292215265572
1110017D15Rik,12324.0,0.1357794133292147,-0.0830074998534845,-0.0100020815124517,20,1.9999999999458988,11,-0.2561802344690798,0.679448897072198,0.0859758878144933,0.0760748436806348,0.0,0.0012214223225581,1.89995315,-0.0039647835,17.47824469937509,0.15290045,17.21619260800016,0.0271107918461083,-0.0657320795655207,0.0880177351999356,0.0,0.0,0.0,0.0,0,0.0,0.0
Scaper,388240.0,0.0,0.0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104196042994788,0.0120079970108342,-0.0119314716230658,0.0,0.0,-0.5797874626160391,14.809516941273396,1,14.809516941273396,-0.298615500788514
Lrrfip2,108076.0,0.1245808657193281,-0.6609640474310572,-0.0663403225046801,10,1.3219280948657215,2,-0.1528490093430923,0.0,-0.0663403225046801,0.0183567830175122,15.42619922382426,0.0020692910464894,3.462936438,-0.00183848,14.53715194218143,0.23124131,14.831109133469676,-0.0059523477919402,-0.0394652818478158,-0.0632639753922467,0.2347914708919875,2.091378297928199,0.3256272297064777,14.520127550324858,6,12.590345204003665,0.4092916338202675
Tmem209,30730.0,0.1393018707687935,0.03586473988314,0.0298882762264529,18,1.125530882076755,7,-0.1737180742786934,0.7969660843007501,0.0554027187067593,0.1215845302055305,0.0,0.0011678103573296,0.6731523870833334,-0.0026540124,16.369835869820896,0.1796965999999999,17.024619331329532,0.0307882862979592,0.0063142599905467,0.0264964915540614,0.4032121485649913,4.4924680624231925,0.0378319996191294,11.147204924942292,3,8.352022202692286,0.0567590771822145
Pkm,23007.0,0.0,-1.301225820296476,0.323236746698055,13,0.8479969065421264,5,0.1887861180859795,0.408857320124312,0.3101072267443055,0.3271703742465623,12.87243410210858,0.0015373188857346,2.8985862,-0.0042119012999999,15.693514182013,0.02106103,15.684613565093294,0.1650104390180785,0.0390745877066589,0.0212411390916829,0.0914574898478299,0.4741859354184529,0.0766662287274851,10.961449694398269,4,10.570125607148018,0.4529185662414783
Ndn,3693.0,0.0,0.0,0.0,11,0.0,2,0.0,0.0,0.0,-0.1433434215756914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400724178854751,0.0438507129258796,-0.0098207453537818,0.1429431658358418,0.3390881572955329,0.7583278164396978,11.25679838607945,2,11.017026850635729,1.0276127313612002
Slc25a23,16152.0,0.2632728773209427,-0.3804536190580375,0.0610592146191075,15,0.5849625007091332,7,-0.3382511496333853,0.6679195204122621,0.0721532478117993,0.1416301751860036,11.147204924942292,0.0008706784216539,0.7130904840000001,-0.0014298836,17.42746017066467,-0.0308074,17.183108743681167,0.0021050843109412,-0.0560216614021826,0.1206269931922359,0.1029527118190969,0.3320085721049472,0.2730621414186102,11.447599858280002,3,11.126903762005314,0.1447067764576961
Gsk3a,9593.0,0.1824190845225988,-0.9870385236090145,0.0729638191927932,18,1.5145731728163616,8,-0.0468036612010624,0.6612188453299089,0.1510163936883458,0.2257156342863482,0.0,0.0014263515029647,0.97315886603125,-0.0027663009,16.88764276263423,0.0734354999999999,16.763884652166805,0.0001967881114056,0.0935378138786647,0.0722922222937882,0.0609249591835698,0.3520511756775913,0.1333206806160936,11.140829770773063,2,10.891891997126743,0.1131089518072583
Kitl,84786.0,0.0,-0.9357849739779814,-0.3949592775620925,21,0.9999999999278651,5,-0.4127632605273099,0.5773502691479787,-0.3583766759953193,-0.2023823420809929,15.295625461192715,0.0012486235180625,1.4671173784,-0.0025428149999999,18.48644224841508,0.124947449,17.976887084407906,-0.0151150359305709,-0.0116002717324303,-0.0489511920838583,0.7939809939566864,1.3250867319836803,-0.0174213381400069,14.076982565981169,6,12.696868495601755,0.108452215602417
Zfp87,10396.0,-0.3151745361427607,-0.5839116715316999,0.0706258440493672,27,0.9999999999278651,5,-0.2921921914651215,0.6959026757638758,0.0494966948212617,0.0072982099846701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0612436213154146,0.0735272370792076,0.1703936733059571,0.0,0.0,-0.1554883934917774,11.115693952197075,1,11.115693952197075,-0.110566685906249
Slc18b1,30982.0,0.2033338732980791,0.25260688115137,0.0619957255513963,24,0.0,6,-0.5799016111792374,0.9150785264190572,-0.0315995122088866,-0.2172240909257121,11.282509306240897,0.0012590074543211,1.5095784623292683,-0.0052505275,17.96031875207207,0.10933414,17.91672508535731,-0.0265724445121066,-0.0759349930370834,-0.0437481365731354,0.0,0.0,0.0,0.0,0,0.0,0.0
Coq2,20417.0,-0.0374315887377285,-0.1671321430597523,-0.0070725346834343,22,0.5849625006971113,8,-0.2571455707690928,1.0194779404622252,-0.0013363362962465,-0.0187026081805687,0.0,0.0008016130193335,1.2525529745555557,-0.0028217104,16.81771417860904,0.12675626,17.69436556738822,-0.049721629790595,0.0298663446273449,0.0575581345451088,0.2586947393059204,0.9793062118385748,-0.0213579002645162,13.434497920538163,3,12.317048454429967,0.5819436135890235
Dynlrb1,13744.0,0.0,0.0,0.0,23,0.9999999999278651,7,0.0,0.0,0.0,0.1742332957157382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0747055272690665,0.0214134033809242,0.1812199218925975,0.0065191679893978,0.3625281413442557,0.1764346553890129,10.774787059601255,2,10.518440952485776,0.2457929015685482
Scarb2,65519.0,-0.0055666712343628,-0.8339850002355635,0.1088967005204226,24,0.9999999999278651,4,-0.1403319057872591,0.8164965808688283,0.0508163163311488,-0.0549258943616579,0.0,0.0011233789421106,2.0043238075333334,-0.0027612643,16.981898592248157,0.2088565371,16.956912930078836,-0.0116708844621451,0.0081268366275084,-0.0478635488479106,0.1815703174943943,0.344628100385736,0.2978279174261939,11.601770788407755,2,11.358081921637565,0.1334529819288823
Luzp2,433387.0,0.0,0.0,0.0604415363899917,22,0.9999999999278651,12,-0.1106443545491493,0.5045249790731192,0.0940779913168901,0.2917218437438007,17.156221364814154,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014761151120498,0.0204788396697688,-0.0335920508481291,0.0,0.0,0.0,0.0,0,0.0,0.0
Spata17,170817.0,0.0,0.3390359525418922,0.00357291194983,19,1.5849625006971109,4,-0.2438742393370159,0.9150785264329394,0.00357291194983,-0.1531687980562499,16.31814135611359,0.0010565570053938,1.428553345963768,-0.0029960742999999,17.81091984734543,0.25039431,17.984157173948926,0.002401413524592,0.0666722437307594,-0.031158229229508,0.3061391510661604,2.9473153348100736,-0.4812321824010229,16.234312249757753,5,14.076034313546575,0.1245927001720019
Lypla2,4402.0,0.1416801135461887,-0.9534452977894315,0.2473288574218903,14,1.1154772174069891,3,0.2057582397714821,1.0377803904656202,0.2473288574218903,0.2084785975317711,0.0,0.0006537613497125,4.3795382,-0.0007515474999999,16.28771237954945,0.1078566659999999,16.110084518885504,0.0545831443861654,0.0500562993008478,0.1021494594647955,0.4580707535828861,0.249919161459237,-0.0619544826775995,11.46913301982964,2,11.29241348601336,0.3154150424974336
Stk36,35449.0,0.0,-0.5145731728235754,0.4282508517418275,23,1.0995356735399224,3,0.4282508517418275,0.6348172171018707,0.4282508517418275,0.0172478703922154,0.0,0.0017465782937526,1.6428583811486486,-0.0018875467999999,16.885895667531308,0.13979597,16.936146487777105,-0.0160007014290431,0.1147647049381582,0.0002068872651554,0.1792065202322392,0.549766915531995,0.2254301167092264,10.749031382040288,2,10.3602874679956,0.3104556184159623
Rhou,9955.0,0.3751287489152383,-0.3664942320507555,0.1545545624169344,20,0.5474877952989883,6,-0.3933253691835607,0.4120918393397511,0.1447146029574305,0.1466901944427555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0270345581693126,-0.0530416254370216,0.2052031912851812,0.1295862152047655,0.5225408738176832,0.2196394589889734,11.14656867574085,3,10.63349765247125,0.6532172167211687
Rnf7,7738.0,-0.0421717100351733,-0.6485669183498671,0.1624814781886092,24,1.999999999891798,6,-0.2424326653990234,0.631658664955886,0.1334901712423498,0.0751199051658411,0.0,0.0012425848115469,2.3496700286666665,-0.0018752227,16.968734282963933,0.221233667,16.988940263327336,0.0506223470686147,0.0068671988564614,0.0031010230225284,0.1008878873577639,0.2071020471777644,0.285837366469799,11.427312844135017,2,11.280869582178005,0.5408432378617887
Zfp180,25789.0,0.0,-0.2499999999939887,0.1130990464874361,21,1.222392421308968,3,-0.0200052887062684,0.6111962106544839,0.1042487635087329,0.2973557895836354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216126734914651,0.0782575897268456,0.1057231932427229,0.0231657339603314,0.3463166921357413,0.3513644698915401,11.186733289128927,2,10.94185040768165,0.7704548920099907
