gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_DMR,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.median.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,count.DAR,18mo.9mo.log_ratio.DAR,18mo.9mo.log_ratio.DMR,distance.log2.DMR,18mo.2mo.Q.mean.loops,18mo.9mo.Q.min.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.min.loops,9mo.2mo.Q.std.loops,18mo.9mo.T.mean.loops,18mo.2mo.T.mean.loops,18mo.2mo.T.median.loops,18mo.2mo.Q.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.std.atac,18mo.9mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac
Ap4e1,59192.0,0.0456812758506162,0.0,0.0,3,0.0562422798923873,0.0509440513195098,0.0635279074273018,0.0375553711449248,0.0447845140277403,0.0079655010698926,0.0659179253330646,0.0273087016355315,0.0178964017772945,-0.0832104591434097,0.2797921995962171,0.0113071577061736,0.016650650380297,-0.434863885311302,-0.4353415955132824,0.5260001265983035,1,-0.0004777102019803,0.0,0.0,-8.768039999999984e-05,0.0002140588,-0.0004266510999999,-0.0004601411999999,4.736215362523117e-05,0.0254688415,0.0366641775,0.0366641775,-0.0001791021999999,-0.0210931123136193,0.0013472908919049,-0.0197458214217143,-0.5252531245375885,0.190207002508246,14.894438854562267,-0.3847026003481255,10,0.0707538218965606,-0.1405505241894629,0.3138089908493144,0.2369089608427068,0.1194531806116854
Cry1,53364.0,-0.0280083181972725,0.031928238587898,0.0024981485416357,3,-0.035685745034535,0.1467189457874758,0.0089540033982133,0.0089540033982133,0.0271356699995077,0.1377649423892624,0.0527899804253144,0.0409772451515579,-0.5305147166938475,-0.0567362555562125,0.0,0.0089540033982133,0.1467189457874758,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0301518799539371,0.020215058310191,-0.0099368216437461,0.0754537209001207,0.1729032583260957,14.577664851764853,0.0516747452269728,4,0.0528892607916597,0.0237789756731479,0.1199412437766674,0.0267545116274815,0.1472943965173067
D730003I15Rik,1686.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0008812456,0.0010444292,-0.000228627,-0.000266436,5.3470000579764015e-05,0.026392595,0.0409233499999999,0.0409233499999999,0.0007779932,0.0138587267755782,0.0497340560684318,0.06359278284401,0.1871561697776327,0.2421796509406126,11.153552031708177,0.2107050449007228,2,0.0339975517316792,-0.0235488751230901,0.0035679840144594,0.0813829373241261,0.2132279905925123
Ncln,10143.0,-0.0328099477339249,-0.0167349034639526,0.0283484176363057,8,0.059272032561878,0.2342113870999966,0.0917649070722186,0.0545011148834913,0.3231412502437747,0.2357982024948492,0.3231412502437747,-0.0413564131126031,0.0414911079585232,0.0793281781032542,0.2089033246776532,0.0296491487410369,0.1815976866117905,0.0,0.0,0.0,0,0.0,0.0,0.0,2.9068454499999885e-05,-0.0003064782,-0.0001622408204999,-0.0011576715,0.0003483992044535,-0.0034852672,0.01733400895,0.01002096,-0.000763004,-0.0114959162681108,0.0103270438188397,-0.001168872449271,0.1212591318195794,0.1555382888654364,11.39339045744404,0.0983282042044848,3,0.062635389019809,0.0229309276150946,0.0495382581561085,0.0363639653003946,0.1406272303629965
Zfpm1,55110.0,0.0,0.0,0.0,11,0.2132356264077248,0.2613469797285148,0.0697515083594471,0.0179386751336272,0.1888731244247345,0.2952211378207074,0.1935753373156945,0.0540464650011438,0.3760174579413555,0.1416296079518044,0.1938709758775234,0.0179386751336272,0.2136938917094051,0.3071525540764077,0.3081361186185197,0.7184165115885637,5,0.0009835645421119,-0.429328257994773,13.501220517952408,0.0004886154999999,-0.000442734,-0.00052539996,-0.002046208,0.0007921720580458,0.0097946673333333,0.0098431977333333,0.0061663699999999,-0.0006560324,0.0083904824566921,-0.0077011539921312,0.0006893284645608,0.1761488595355664,0.442857255156881,14.825058151039569,0.1932036057117152,21,0.143444428746577,-0.0170547461761487,0.1218583751573504,0.1065411822785067,0.434442986312475
Daam1,161255.0,0.0,0.0510312125731604,0.0,1,0.0,0.1034549719009199,0.0814233817617502,0.0567152031239661,0.0699508563985169,0.0229422612723739,0.0699508563985169,0.1124044200839406,0.3887750887425766,-0.2181052227292088,0.1460752567030071,0.0350399935121477,-0.0484142998582115,-0.2686211568577399,-0.2647189633282901,0.5066459353011997,3,0.0039021935294498,-0.2902389942408994,15.833419518690144,0.0001065425271428,-0.0005968963,-0.0003850812271428,-0.0015006452,0.0005678939293729,-0.000115069,0.0051800280571428,-0.0002963699999999,-0.0010614724999999,-0.0328768080057602,-0.0097480409454472,-0.0426248489512075,-0.1290677915248719,0.2042929186910245,16.325498710430793,-0.0351943852481298,77,0.2459955158991875,-0.093873406276742,0.1546815439938546,0.1407218255796368,0.2828118542425419
Mgat3,41798.0,0.0046434675179777,-0.0577589481912786,0.1673935865449222,9,0.1377257782637222,0.2824899897378641,0.1251410686418594,0.0144666669559896,-0.124324165604476,0.2768185220150396,0.053262633001597,-0.0520769253152701,0.3746157700952472,0.0313080737142366,0.2205406051255445,0.0484264011068911,0.1766217609556971,-0.1846937501415388,-0.2588680168519954,0.48746670160269,1,-0.0741742667104565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0376950704939053,0.0376752316584884,-1.9838835416924328e-05,-0.0289462204440695,0.195053829771278,14.446372554895952,0.0748332702447561,17,0.0315404556535483,-0.1037794906888256,0.1489712062106724,0.0963818258656797,0.2184170746263436
Nt5c2,131836.0,0.0,0.0,0.0,5,0.0,0.1819745081247319,0.0629350206190944,0.0310257613287427,0.0,0.2484185892656425,0.0,0.0,0.4869209903267322,0.0064361295183399,0.1864195286197683,0.0151918850553228,0.1129794923074381,0.0,0.0,0.0,0,0.0,-0.3625700793192798,14.581906689308774,0.0001448957414285,-0.0005334761999999,-0.0002640945364285,-0.002249902,0.0007686676915691,0.0022320997857142,0.0083982851714285,0.0036153949999999,-0.000889906,-0.0074094929785882,0.005881674623263,-0.0015278183553252,-0.0886678888509436,0.3889716867697472,15.971610909280868,-0.0074174711520176,27,0.4599680349738072,-0.0812504176989259,0.2026980464397448,0.185484382231779,0.5207640426874445
Cpeb3,187310.0,0.0624479138854695,0.0239540720725928,0.0638882056679359,9,0.0975197420381533,0.2516886639927995,0.1772264830734373,0.0644824909176542,0.0686865117371633,0.1757606215154923,0.0686865117371633,0.039010891747865,0.306830989206699,-0.0852347149341952,0.3093905482936745,0.0571020064581631,0.1169675309118595,-0.2282115125571653,-0.3483528530905493,0.2511159897548481,3,-0.120141340533384,0.0,0.0,0.0006602124090909,-0.0001416889999999,-0.0003932785963636,-0.0019640179999999,0.0006847806213882,0.0163836557272727,-0.0008345255999999,0.00568813,-0.000791939,-0.0124485267225912,-0.0175111455116079,-0.0299596722341992,-0.0338160251248874,0.2581335208637212,16.5408847947397,0.0476989623557073,54,0.221529872917412,-0.0815149874805947,0.2173068507984884,0.1426301687709282,0.4398640862837271
Mettl16,57695.0,0.0031197013887538,-0.0019515990963123,0.0,5,-0.0505063234048733,0.2561917942184104,0.034553101710812,-0.0068398781990208,0.0243892538094874,0.2711497406765941,0.0971874767828415,0.0507250906382377,-0.1147786914491274,-0.0259371264154113,0.2123414782065574,-0.0021706084758913,0.1230943633760072,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0008320079722222,0.0006028889999999,-0.0004940297666666,-0.0017647729999999,0.0005759759368067,0.0093565405555555,0.0398243072222222,0.0365137549999999,-8.6855999999998e-06,-0.0138706517623326,-0.0020217615152255,-0.0158924132775581,-0.0632358709261666,0.0925489347606109,13.853894313247624,0.073177954831276,7,0.0442645623669992,-0.1364138257574426,0.0985100971646847,0.1206268139305603,0.2231724148624662
Tmem65,41369.0,-0.0090559001128332,-0.023664968787687,0.0096478309268159,8,0.2049818789748287,0.1865272607163834,0.1269859514555982,0.080081486991792,0.1081091235765674,0.0519298198356006,0.1081091235765674,0.1152121874677529,0.1862905679758961,-0.0430296011694473,0.3236422310474309,0.0772401277202519,0.1050031947219799,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0413424591748842,0.0276126552976254,0.0689551144725096,-0.1961433447189314,0.1341577877780266,14.463907474412864,-0.2915224868621594,10,0.3890943289027005,0.095379142143228,0.3261181034566019,0.1703450802197752,0.1571046929249553
Klhl9,4173.0,-0.0217244292823995,-0.0981861862847809,0.1216104672965477,11,0.1364954261153255,-0.0876085996528934,0.0836835027102691,0.0172915746837571,-0.0137893103397788,0.0162594824206943,-0.0137893103397788,0.1116809478269011,0.0550969007213556,-0.3697771180540079,0.3432983951762148,0.0121213357942797,-0.2769246905255189,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053860117401314,0.060254909623856,0.11411502702517,-0.0398372950645935,-0.0137893103397788,11.460455896309687,-0.1104431176757685,2,0.1116809478269011,0.0706058226111749,0.0212515858859328,0.058088999156253,-0.095415977184857
Bin1,58507.0,0.0615374109808298,0.1316343239065699,0.0161688372585943,6,-0.0433010419817889,0.1624872983087577,0.0872012529019476,0.04159940909944,0.0805601482058966,0.07528604540681,0.0916770686243042,0.0630469535121869,-0.0692216067660776,-0.057215663675914,0.0723051444754378,0.0344106079025036,0.0496500982331854,0.0,0.0,0.0,0,0.0,-0.3273875703850898,14.1890571030472,0.0005138491581395,-9.04011000000002e-05,-0.0004232923906976,-0.0019710475,0.0006377941843987,0.0029815495581395,0.0011807814186046,-0.0001480799999999,-0.0004064159999999,-0.0959196843753902,-0.0281650560393865,-0.1240847404147768,-0.025172971346783,0.2428141541511589,14.922352110855424,0.022225301146441,25,0.1154546619046756,-0.0473982724932241,0.1169610067365128,0.1180874781007228,0.2450763880427882
Otud6b,17089.0,0.023652147703574,0.0174567706247862,0.1193357936546701,10,0.2365050776017454,0.7306449190148889,0.2974281135652625,0.1643093686006476,0.1433371556752769,0.5390806132809329,0.1433371556752769,0.1525856998847645,0.3963371517095718,-0.1843961446791917,0.6976962563638105,0.1790913268586399,0.1661417777489468,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00153263792,0.0008127455,-0.0001877988466666,-0.0011196779999999,0.0004161268910653,0.0680833696666666,0.049456018,0.05582446,0.0006251846,-0.0091031313484484,-0.0070439647934139,-0.0161470961418624,-0.1216840823019667,0.1433371556752769,13.121695390556589,-0.2517612418566186,4,0.3898018612348045,0.1300771595546518,0.4007370735868417,0.1971195245891333,0.0793795801996712
Zfp653,15965.0,0.0060609595991121,0.0090423758617386,0.0600967478612702,12,0.0,0.2012436699214532,0.0461346914332088,0.0223464235288148,0.0236436348263229,0.1772221239087912,0.1821342293771213,0.0163986744672461,-0.0332424224185521,0.0335592585074939,0.2900098869586403,0.0275442736578279,0.1016081845959739,0.2566234853268958,0.3040491407708856,0.839426703545386,1,0.0474256554439898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305721287383567,-0.0326923445162761,-0.0021202157779193,0.1927535818953047,0.3040491407708856,12.766735939529983,0.1786764358048258,5,0.0534484014415348,0.0140771460904788,0.067868543988794,0.0391122995078141,0.2566234853268958
Arnt,62852.0,0.021808715529033,0.1068036265417502,0.0408778061057795,6,0.1385186950902855,0.3140938705724094,0.0811477406773661,0.0723042803785256,-0.0316936121243909,0.2461101904074611,-0.0316936121243909,0.1364980619993012,-0.1305081877693982,-0.0171360518858438,0.2629956850065423,0.0694990660181578,0.1347394529244359,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0001598524283236,-0.0005039391,-0.0001784695560693,-0.0019505269999999,0.0004377285472053,0.0106345371618497,0.0172478524132947,0.017192508,-0.0008726567999999,0.005597208166135,-0.0180100093947336,-0.0124128012285986,-0.0820659990513254,0.0216942048876411,14.133623886782988,-0.1335474519742777,6,0.2133007154317158,0.0514814529229522,0.1330022230542819,0.1005483751624609,0.0334171675909851
