gene_name,gene_length.meta,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.median.20kb-5Mb.enhancer_DMR,18mo.9mo.contact.log_ratio.mean.5kb-20kb.enhancer_DMR,18mo.9mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,18mo.2mo.contact.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.0-5kb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.min.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.DAR,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,rel_pos.DAR,18mo.9mo.log_ratio.DAR,9mo.2mo.log_ratio.DMR,size.log2.DMR,18mo.2mo.log_ratio.DMR,18mo.9mo.log_ratio.DMR,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,Tanova.max.loops,Tanova.std.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,loop_size.log.median.loops,18mo.2mo.T.min.loops,min_distance.log.std.loops,18mo.9mo.T.median.loops,Qanova.min.loops,loop_size.log.min.loops,Tanova.min.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.9mo.log_ratio.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Arl1,0.11841145751830669,0.0,0.0,0.007291718636854337,0.0,0.0,0.0,-0.03263296548706981,0.0,0.0,-0.09042952195383035,0.017678565333764523,-0.053820754759586774,0.0,0.0,0.0,0.0,0.005743848685270701,0.0,0.0,0.0,0.0,0.0031726956128692017,0.0,0.0015961077923958118,-0.03422907327946562,0.0,-0.09971917926883087,0.0,0.0,0.006495608303409357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048811690738567937,0.004596790454039971,0.0,0.007026454523349037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.175906704595455e-05,0.0,0.0,0.0,0.0,0.005114174770334592,0.0,0.005217040554644206,-0.03660876719424358,1.0,0.0
Ap3m2,0.20963802413107493,0.0,0.0,0.016160025094182063,0.0,0.0,0.0,0.03859686221067722,0.0,0.0,0.05983802931717573,0.06401742985233283,0.03492283849762036,0.0,0.0,0.0,0.0,0.013655505501306973,0.0,0.0,0.0,0.0,0.012394984897512656,0.0,0.012258107845599834,0.007534701663714189,0.0,0.019983250552263014,0.0,0.0,0.010944778720537821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012202922684641986,0.019600203690620568,0.0,0.0204678586182686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007175906346394465,0.0,0.0,0.0,0.0,0.03360436770778436,0.0,0.016754893251718618,-0.10567730751175147,1.0,1.0
Wdr53,0.19024599520250773,0.0,0.0,-0.10275411092413542,0.0,0.0,0.0,0.03859686221067722,0.0,0.0,0.05983802931717573,0.04687203740318998,0.03492283849762036,0.0,0.0,0.0,0.0,0.008058618766088516,0.0,0.0,0.0,0.0,0.009438882695319943,0.0,0.012258107845599834,0.007534701663714189,0.0,0.008080012588881148,0.0,0.0,0.01015648482224116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012202922684641986,0.019600203690620568,0.0,0.0204678586182686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007175906346394465,0.0,0.0,0.0,0.0,0.029189921814040877,0.0,0.013404644112317609,-0.10567730751175147,1.0,0.0
Homer3,0.2352641610763012,0.0,0.0,0.016160025094182063,0.0,0.0,0.0,0.03859686221067722,0.0,0.0,0.08692851681739856,0.06401742985233283,0.03492283849762036,0.0,0.0,0.0,0.0,0.02048914206142609,0.0,0.0,0.0,0.0,0.012394984897512656,0.0,0.012258107845599834,0.007534701663714189,0.0,0.019983250552263014,0.0,0.0,0.021683350300941713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003904935163565171,0.019600203690620568,0.0,0.03120643015091236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007175906346394465,0.0,0.0,0.0,0.0,0.03555683524180681,0.0,0.016754893251718618,0.03709688381506847,1.0,1.0
Fbxo46,0.21449261770034447,0.0,0.0,0.007291718636854337,0.0,0.0,0.0,0.03859686221067722,0.0,0.0,0.08692851681739856,0.04628081696155744,0.03492283849762036,0.0,0.0,0.0,0.0,0.01477401123310511,0.0,0.0,0.0,0.0,0.00955712678245245,0.0,0.012258107845599834,0.007534701663714189,0.0,-0.09971917926883087,0.0,0.0,0.02089505640264505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003904935163565171,0.019600203690620568,0.0,0.03120643015091236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007175906346394465,0.0,0.0,0.0,0.0,0.03094531586154913,0.0,0.013325814718905931,0.03709688381506847,1.0,1.0
Iqch,-0.6273047986129919,0.0,0.0,0.007685865597942701,0.0,0.0,0.0,0.01596902310848236,0.0,0.0,0.02142320936306929,0.024376677504430216,0.01340730545612482,0.0,0.0,0.0,0.0,0.0052935830675638635,0.0,0.0,0.0,0.0,0.004449581846785851,0.0,0.0038306587017499483,0.002870362538557786,0.0,0.0070946451801902205,0.0,0.0,0.01015648482224116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009762338147713587,0.006065209611104085,0.0,0.012574361637234688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002977786191667502,0.0,0.006688101348491051,0.01659597437351178,1.0,2.0
Zfp202,0.15571204849924797,0.0,0.0,0.016160025094182063,0.0,0.0,0.0,0.015470403891343337,0.0,0.0,0.02346286836725015,0.04039503452487481,-0.14486274323784387,0.0,0.0,0.0,0.0,0.011849473039500224,0.0,0.0,0.0,0.0,0.007478972896933556,0.0,0.0031922155847916235,0.0032291578558775094,0.0,0.019983250552263014,0.0,0.0,0.007283902201706018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04529724814570867,0.007533628780108232,0.0,-0.13750764469687754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015034565988641519,0.0,0.010117179881303739,0.010689760271746378,1.0,1.0
Ppip5k2,0.1640548435254739,0.0,0.0,0.007488792117398519,0.0,0.0,0.0,0.03444698195044811,0.0,0.0,0.029575825585291173,0.02535650436169444,0.014045748585023178,0.0,0.0,0.0,0.0,0.008058618766088516,0.0,0.0,0.0,0.0,-0.2692930629142584,0.0,0.0042775688955608085,0.007534701663714189,0.0,0.008395330156557836,0.0,0.0,0.01015648482224116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012202922684641986,0.007980538973919092,0.0,0.0204678586182686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007175906346394465,0.0,0.0,0.0,0.0,0.02144423447167262,0.0,0.01312874123836175,-0.10567730751175147,1.0,2.0
Prelid1,0.2352641610763012,0.0,0.0,0.016160025094182063,0.0,0.0,0.0,0.03859686221067722,0.0,0.0,0.08692851681739856,0.06401742985233283,0.03492283849762036,0.0,0.0,0.0,0.0,0.02048914206142609,0.0,0.0,0.0,0.0,0.012394984897512656,0.0,0.012258107845599834,0.007534701663714189,0.0,0.019983250552263014,0.0,0.0,0.021683350300941713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003904935163565171,0.019600203690620568,0.0,0.03120643015091236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007175906346394465,0.0,0.0,0.0,0.0,0.03555683524180681,0.0,0.016754893251718618,0.03709688381506847,1.0,1.0
Asap3,0.19452381076721045,0.0,0.0,-0.10275411092413542,0.0,0.0,0.0,-0.07532065103833492,0.0,0.0,0.08692851681739856,0.04687203740318998,0.03492283849762036,0.0,0.0,0.0,0.0,0.014892255326207632,0.0,0.0,0.0,0.0,0.009438882695319943,0.0,0.012258107845599834,0.0025115672212380627,0.0,0.008080012588881148,0.0,0.0,0.02089505640264505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003904935163565171,0.019600203690620568,0.0,0.02241594487657914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017939765865986163,0.0,0.0,0.0,0.0,0.019302143876512464,0.0,0.006946328400562589,0.03709688381506847,1.0,1.0
