gene_name,gene_length.meta,18mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.5kb-20kb.enhancer_peak,18mo.2mo.contact.log_ratio.median.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.0-5kb.enhancer_peak,18mo.9mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.max.5kb-20kb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.DAR,18mo.2mo.log_ratio.DAR,18mo.9mo.log_ratio.DAR,18mo.2mo.log_ratio.DMR,count.DMR,rel_pos.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,18mo.9mo.Q.min.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,18mo.2mo.T.min.loops,min_distance.log.std.loops,min_distance.log.mean.loops,min_distance.log.median.loops,18mo.2mo.T.max.loops,18mo.9mo.T.mean.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,18mo.2mo.T.median.loops,min_distance.log.min.loops,loop_size.log.min.loops,Tanova.median.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,9mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.std.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Gpr180,0.0009717642143368721,0.0002716578543186188,0.0,0.0013058651797473431,0.0,-0.012425620630383492,-0.060828037057071925,-0.026251260992139577,-0.032333134487271306,0.00581991539336741,0.0,0.0,0.0,-0.0059806683473289015,0.0,-0.0663837500102818,0.0,0.0,0.0,0.0,0.0,-0.03793954115360975,-0.03317664135247469,-0.02579592604190111,0.0,-0.01922905646264553,0.0,0.0,0.0,-0.0030000131204724312,-0.13146743953227996,0.0012081079557538033,0.0,0.0,-0.0025289652310311796,0.0,0.0016196070238947869,0.0,0.0,0.0,0.0,0.0013955647125840187,0.006190061522647739,0.03453186584636569,-0.026601690538227557,0.0005805301293730736,0.0,0.0,0.0,0.0,-0.36675739008001984,-0.21002414192073046,0.0049867801740765575,0.0,-0.0756278520822525,-0.008653995995409787,0.0,0.0,0.0,0.0,0.0,0.0004827417805790901,0.0,1.0,1.0
Sh2d5,0.0009717642143368721,0.0012224603444337845,0.0,0.005749551933258772,0.0,-0.007839168831706047,0.030121123460121454,0.020885995891876518,-0.024090147241950036,0.01143373966217041,0.0,0.0,0.0,-0.0017087623849511146,0.0,0.01801330041140318,0.0,0.0,0.0,0.0,0.0,0.02892538022249937,0.03945860877633095,0.004498358722776175,0.0,0.03340641167014837,0.0,0.0,0.0,-0.012705937065184116,0.2059349755756557,0.0051776055246591565,0.0,0.0,-0.0004934566281735897,0.0,0.0016196070238947869,0.0,0.0,0.0,0.0,0.0013955647125840187,0.020405012825503947,0.06485454246401787,0.005016366485506296,0.0026123855821788312,0.0,0.0,0.0,0.0,-0.26568590560927985,-0.18026973481290043,0.007289781831204891,0.0,0.017818169109523295,0.003768675671890378,0.0,0.0,0.0,0.0,0.0,0.0014482253417372705,0.0,1.0,1.0
Gm16541,0.0014036594331264497,0.0002716578543186188,0.0,0.0013058651797473431,0.0,-0.012425620630383492,-0.021221044878475367,0.054294398603960875,0.04112798053771258,0.007828218108043074,0.0,0.0,0.0,-0.0017087623849511146,0.0,0.0031556019093841314,0.0,0.0,0.0,0.0,0.0,0.016153953280299903,0.03945860877633095,0.0021757419779896738,0.0,-0.012384816482663154,0.0,0.0,0.0,-0.004941197764128447,-0.102944317413494,-0.01173590585589409,0.0,0.0,-0.0025289652310311796,0.0,-0.03357985232025385,0.0,0.0,0.0,0.0,0.0008588090538978576,-0.01662122626788914,-0.12095149282366037,-0.013448820803314448,-0.005418281555175781,0.0,0.0,0.0,0.0,-0.34513214871287345,-0.2014746241737157,-0.02839146092534065,0.0,-0.06564817897975445,-0.004885320411995053,0.0,0.0,0.0,0.0,0.0,0.0004827417805790901,0.0,1.0,1.0
Adamtsl1,0.0009717642143368721,0.0002716578543186188,0.0,0.0013058651797473431,0.0,-0.0019768032804131507,-0.060828037057071925,-0.026251260992139577,-0.032333134487271306,0.00581991539336741,0.0,0.0,0.0,-0.0059806683473289015,0.0,-0.0663837500102818,0.0,0.0,0.0,0.0,0.0,-0.024736647345125675,-0.03317664135247469,-0.048737201131880285,0.0,-0.04383573036640882,0.0,0.0,0.0,0.01429417921230197,-0.14228493543341755,-0.010700384750962258,0.0,0.0,-0.0004934566281735897,0.0,0.0016196070238947869,0.0,0.0,0.0,0.0,0.0013955647125840187,0.00643104646820575,0.03534665632992983,-0.026601690538227557,0.0005805301293730736,0.0,0.0,0.0,0.0,-0.18156922967173159,-0.1345762752648443,0.006522114537656307,0.0,-0.11439504787325859,0.0006281126150861383,0.0,0.0,0.0,0.0,0.0,0.0004827417805790901,0.0,1.0,2.0
Armcx3,-0.008961825547739864,0.0002716578543186188,0.0,-0.005613433681428432,0.0,-0.007839168831706047,-0.044279803480021654,0.054294398603960875,-0.021859675850719212,-0.028057876909151673,0.0,0.0,0.0,0.016294269878417252,0.0,-0.030037649059668183,0.0,0.0,0.0,0.0,0.0,-0.029212647303938865,-0.03317664135247469,-0.027913582045584917,0.0,-0.04383573036640882,0.0,0.0,0.0,-0.0051176691241562365,-0.108354008262977,0.0012081079557538033,0.0,0.0,-0.0004934566281735897,0.0,0.0010797380469739436,0.0,0.0,0.0,0.0,0.0008588090538978576,0.006190061522647739,0.03209178185090423,-0.026601690538227557,0.00038702011108398437,0.0,0.0,0.0,0.0,-0.24836983268149196,-0.1532770615350455,-0.02839146092534065,0.0,-0.06564817897975445,-0.008653995995409787,0.0,0.0,0.0,0.0,0.0,0.0003218278661370277,0.0,1.0,1.0
Ndufb5,0.0009717642143368721,0.003259894251823425,0.0,0.001887617688626051,0.0,-0.0005648009479045868,-0.08236278550233692,-0.00667026914190501,-0.023217360451817513,0.012264685928821564,0.0,0.0,0.0,-0.0019528713077306748,0.0,0.01801330041140318,0.0,0.0,0.0,0.0,0.0,-0.0146228404995054,-0.006085656117647886,-0.06429003877565265,0.0,-0.04383573036640882,0.0,0.0,0.0,-0.0051176691241562365,0.0015040844306349755,0.0006903474032878876,0.0,0.0,-0.0002467283234000206,0.0,0.0016196070238947869,0.0,0.0,0.0,0.0,0.005474907718598843,-0.018926691375672818,0.037853911072015765,-0.0037299182824790476,0.0005805301293730736,0.0,0.0,0.0,0.0,0.20568315049167724,0.12856612069066614,0.012533777914941311,0.0,-0.16830450139939784,-0.009002947453409434,0.0,0.0,0.0,0.0,0.0,0.0004827417805790901,0.0,1.0,1.0
4931414P19Rik,0.0014036594331264497,0.0002716578543186188,0.0,-0.005613433681428432,0.0,-0.012425620630383492,-0.021221044878475367,0.054294398603960875,0.04112798053771258,0.006718826908618212,0.0,0.0,0.0,0.016294269878417252,0.0,-0.0280879598390311,0.0,0.0,0.0,0.0,0.0,-0.029212647303938865,-0.03317664135247469,-0.02191355612128973,0.0,-0.01922905646264553,0.0,0.0,0.0,-0.004941197764128447,-0.060512602310627696,0.0012081079557538033,0.0,0.0,-0.0025289652310311796,0.0,-0.03357985232025385,0.0,0.0,0.0,0.0,0.0013955647125840187,0.007865028432570398,-0.06956210461445153,0.007896144054830074,0.0005805301293730736,0.0,0.0,0.0,0.0,-0.3744297018460929,-0.18828022421337665,0.0049867801740765575,0.0,-0.0756278520822525,-0.024356811242178082,0.0,0.0,0.0,0.0,0.0,0.0003218278661370277,0.0,1.0,1.0
Ndufab1,0.0034551616571843625,0.003259894251823425,0.0,0.004214627724140882,0.0,-0.0005648009479045868,0.035247378116473556,0.014320215014740824,0.061966923996806145,0.019950938373804093,0.0,0.0,0.0,-0.0017087623849511146,0.0,0.01801330041140318,0.0,0.0,0.0,0.0,0.0,0.01865646304562688,0.01315286960452795,0.013390381503850222,0.0,0.03340641167014837,0.0,0.0,0.0,-0.012705937065184116,0.004861782458610833,0.0013806948065757752,0.0,0.0,-0.0002467283234000206,0.0,0.008313982728868723,0.0,0.0,0.0,0.0,0.002147022634744644,-0.04871084463782609,0.05915812976658344,-0.0015704919397830962,0.0005805301293730736,0.0,0.0,0.0,0.0,0.1511054590670392,0.11493164284154772,-0.10865352980792523,0.0,0.0678933559730649,0.0010468543646857142,0.0,0.0,0.0,0.0,0.0,0.0004827417805790901,0.0,1.0,0.0
Ccdc162,0.0034551616571843625,0.0012224603444337845,0.0,0.005749551933258772,0.0,-0.012425620630383492,-0.060828037057071925,-0.016226225849241018,0.04615978386253119,0.009564110860228538,0.0,0.0,0.0,-0.0017087623849511146,0.0,0.01801330041140318,0.0,0.0,0.0,0.0,0.0,0.0188290498778224,-0.03317664135247469,0.00476306576281786,0.0,-0.01922905646264553,0.0,0.0,0.0,0.014029472172260284,0.19828492444008589,-0.03003011204302311,0.0,0.0,-0.0025289652310311796,0.0,0.008313982728868723,0.0,0.0,0.0,0.0,0.0013955647125840187,0.013933005919679999,0.05426226560026407,-0.01653982199728489,0.0026123855821788312,0.0,0.0,0.0,0.0,-0.4202367288712412,-0.23752374219708144,0.007289781831204891,0.0,0.017818169109523295,0.003768675671890378,0.0,0.0,0.0,0.0,0.0,0.0014482253417372705,0.0,1.0,2.0
Natd1,0.0034551616571843625,0.00040748678147792814,0.0,0.004214627724140882,0.0,-0.0005648009479045868,0.035247378116473556,0.014320215014740824,0.061966923996806145,0.019950938373804093,0.0,0.0,0.0,-0.0017087623849511146,0.0,0.01801330041140318,0.0,0.0,0.0,0.0,0.0,0.02892538022249937,0.008245082683861255,0.013390381503850222,0.0,0.03340641167014837,0.0,0.0,0.0,-0.012705937065184116,-0.11072883523069323,0.0051776055246591565,0.0,0.0,0.001233641617000103,0.0,0.008313982728868723,0.0,0.0,0.0,0.0,0.002147022634744644,0.014542628456838428,0.06404050119221211,0.014326431695371867,-0.00812742181122303,0.0,0.0,0.0,0.0,0.13803159235045315,0.07284979809075594,-0.10865352980792523,0.0,0.0678933559730649,0.0006281126150861383,0.0,0.0,0.0,0.0,0.0,0.0004827417805790901,0.0,1.0,0.0
