gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,count.DAR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,Tanova.max.loops,Qanova.mean.loops,loop_size.log.std.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,min_distance.log.std.loops,9mo.2mo.T.mean.loops,count.loops,Qanova.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,Qanova.std.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.max.loops,Tanova.median.loops,18mo.9mo.Q.max.loops,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac
Nkx2-2os,147598.0,0.0,0.0,0,-0.1307382800922152,0.5849625006971113,0.0371163045391655,0.065838291234057,0.3377282572433138,1.1699250014222748,-0.3301945591150333,-0.4021432720780636,7,6.060268757594608,14.882773785412132,0.0006881447017539,5.8729067,0.958563343342756,1.612012801035711,0.0003459702844522,0.0002528822731448,9.308801130742048e-05,0.002063873,0.0001840753999999,0.8654575533537091,0.0327158829823321,283,0.006090636,0.0430892281007067,0.0008280373328115,0.9363610212397432,0.03073206,0.0031806255,0.93066096,0.00235842,0.4458091017445732,-0.1242526877674213,0.5845024968253953,16.186036839662826,-0.1179144919384479,-0.5334372311090596,-0.0063381958289734
Tcp11l2,37733.0,0.0,0.0,2,0.1142110212185811,0.5849625007091332,-0.0278960329072175,0.0,0.0,0.5849625007091332,-0.2470886613184255,-0.3802183046779577,1,6.475733430968019,14.151095840529813,0.0005590229138671,1.3099109,1.1967697848,0.0283025677940014,0.0005191787,0.00107473482,-0.00055555612,-0.0001358083,0.0013029452,0.376948731500415,0.0058910114,5,0.016853124,0.0439750028,0.0003583326757576,0.9382233648241404,0.0103716299999999,0.0008774884,0.5237633,0.0015104159,0.521272825607004,-0.0887745896641746,0.092018847818041,12.900112062977476,0.0827340162332931,-0.3802183046779577,-0.1715086058974678
Sirpa,39393.0,0.0,0.0,3,-0.0393827549799636,-0.4854268271619979,0.0183191914856442,0.6348172170907649,0.070382349726649,0.0,0.0,0.0,0,7.787902559392083,11.798066720363105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6412000620189747,0.0989035265703665,0.5691931066494621,13.624224295062223,0.1769769194414736,-0.4063213472280571,-0.0780733928711071
Ajap1,109590.0,0.0,0.0,0,-0.0594730411273269,0.3219280948801484,-0.0156897597874472,0.0,0.0,0.3219280948801484,0.0,0.0,0,6.291668613930642,14.570008448365542,0.0005970761214576,6.1540637,0.9241382084656488,2.089735290480261,-0.0002181623870229,-7.204911526717555e-05,-0.0001461132717557,0.0017047173,-0.0001401206,0.6179584572831719,-0.0261298480458015,131,0.007198006,-0.0171273393969465,0.0006982909174836,0.928336894872004,-0.02395986,0.0016543597,1.0615687,0.0015063976999999,0.5310171443262472,0.3069038154863062,0.9193794615541092,15.513326654567113,0.2356884053399111,-0.1534907865014436,0.071215410146395
Mgmt,235652.0,-0.1174549119274685,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.1760647224642895,15.72150174582235,0.0007202492465554,6.046057,1.2653044539935898,2.077757520903375,0.0004182619710897,7.787545596153847e-05,0.0003403865151282,0.0021621398999999,6.263985000000004e-05,0.7749027876287462,0.0362195518828205,156,0.021946896,0.0429603088990384,0.0006321239217188,1.1186251588393097,0.04024803,0.003191313,1.4952071,0.002185435,0.8373190039968867,0.282734484970609,1.1279457279553864,16.840581250560753,0.2370686561676403,-0.2912424955681329,0.0456658288029686
Pank1,72515.0,0.0,0.0,2,0.0024582021392491,1.0995356735399224,0.0496177512976816,0.549851591968977,0.363858179922494,0.3219280948849579,0.0,0.0,0,4.887218133113596,13.084766345460949,0.0011482174686945,4.5665407,4.254136333333333,0.4912435403689796,-0.0043241908333333,-0.0014966745,-0.0028275163333333,-0.002431207,-0.0015533804999999,0.0230510454655162,-0.13555925,6,3.638675,-0.13703648,0.0006961934882835,0.7742272443582922,-0.1253785399999999,-0.003663714,3.5082927,-0.000185515,0.1769190438253085,-0.0390042633125852,0.4233422402577005,14.640075436716677,-0.2317457793198257,-0.2651023581036512,0.1927415160072405
Zfp566,13190.0,-0.0372049020637486,1.0,2,0.0847420949919781,0.0931094043908804,-0.0093258084525233,0.7204920244350984,0.3222140530242247,0.2223924213353028,0.0,0.0,0,5.209453365632849,12.50779464019872,0.0010079626576955,1.2854961,1.1713473384615385,0.2766830835499328,0.0011903501538461,0.001336194176923,-0.0001458440230769,0.0016754112999999,0.0013587449999999,0.1260828372261959,0.0105525961538461,13,0.17730781,0.0223272595384615,0.000859185545046,1.0601166358184997,0.00608268,0.0030341562999999,0.38423106,0.003210863,0.0303571440158458,-0.0053951441073474,-0.0053951441073474,11.119589620741188,0.0303571440158458,-0.0053951441073474,-0.0357522881231933
4933434E20Rik,16711.0,0.0,0.0,3,-0.138085288016736,1.5849625006890964,-0.0679521606927231,0.5121346602726243,0.9167151569764403,2.169925001386208,0.0,0.0,0,0.0,0.0,0.0010070436129752,2.4185472,0.6929099741111111,0.3801556745855137,0.0004626225111111,-5.437227777777785e-05,0.0005169947888888,0.002609434,-0.0002175949999999,0.4829363445318004,-0.0114485328148148,27,0.026382452,0.0139204656296296,0.0010386619301502,0.5263156244471443,-0.0084725799999999,0.0023351129999999,0.48712188,0.0023042859999999,0.5033961020506698,-0.0864159893528907,-0.0150250959244679,12.25502856981876,0.1381472593259554,-0.1376443825735784,-0.2245632486788461
Slc2a8,9093.0,0.0259568233941962,0.0,11,-0.0707548510334064,-0.1926450779415374,-0.1923853496958596,0.0,0.074641584631154,1.3923174227675963,0.0,0.0,0,0.0,0.0,0.0007776365470188,3.6588197,0.9803203843095238,0.8975780767174455,0.0004725213666666,0.0007590981690476,-0.0002865768023809,0.0015218350999999,0.00068435935,0.1758433255320451,-0.0423778234535714,42,0.017419895,0.0142795259285714,0.0007663594085997,0.7136202728371286,-0.0442870549999999,0.0020397719999999,1.0836359,0.0024161033999999,0.2199235168722411,-0.0162186500389963,0.0626164447078516,11.403544678202069,0.1353517461003754,-0.1404904556276525,-0.1515703961393717
Klhdc4,33256.0,0.0,0.0,0,0.0,0.2801079191909164,0.0950677500954748,0.0,0.0,0.0,1.230122749274917,1.467136404993053,1,7.118347914370036,11.903526500839394,0.0010430566241826,6.109944,1.695514482647059,0.8322842935580754,0.0019077330098039,0.0004606072274509,0.0014471257823529,0.006500115,0.0004153252999999,0.4400031709696784,0.0890980728882353,51,0.031062001,0.0882125082019607,0.0019093589705167,1.6537713052771292,0.09886532,0.00527301,1.9618605,0.0027213399999999,1.230122749274917,0.4125978318675898,1.467136404993053,14.0993478104032,0.476708239644742,-0.0336136021978781,-0.0641104077771521
Kmt2e,69794.0,-0.0723355586392229,3.0,7,0.0,0.0,0.0,0.1905374705489123,0.0,0.0,0.0,0.0,0,5.878254277833228,13.755527076567024,0.0014958043981794,3.0238178,1.470763802836735,1.478954460718109,0.0002563454163265,0.0007641890306122,-0.0005078436142857,0.0025156348,0.0008737631,0.5513648085412615,-0.0088973222857142,49,0.018454073,-0.0010588636734693,0.0013488681729809,1.2541340882857823,-0.0062994999999999,0.002947537,0.958922,0.0036706094,0.3630725070301052,-0.0371056078835096,0.4162411838762362,14.834471049984227,0.0472009746575458,-0.3763591091787248,-0.0843065825410554
Yipf5,15533.0,0.0,0.0,2,-0.0097697990196774,0.0,-0.0379251139849903,1.0005826113138168,0.4136309509827679,0.9999999999278651,0.0,0.0,0,7.348770015553608,12.70991853560749,0.0004322307811681,9.333464,1.0837689385079363,0.5928980219978293,0.0003047751492063,-9.82610761904762e-05,0.0004030362253968,0.0018855650999999,-0.0001148969,0.2183304316393113,0.1237545880682539,63,0.021098355,0.0345946385285714,0.0005582073987122,1.0483002632025535,0.13225323,0.0014058572,2.6685336,0.0009871276999999,0.0850617579974977,-0.0350481564255307,-0.0040712574072343,11.42153890684833,-0.02476075716789,-0.066025055443827,-0.0102873992576406
Dlg2,1972575.0,0.0,0.0,5,-0.1047506833891978,0.0,0.03404949265005,0.3203971569264393,0.2616031831694018,0.5849625006971113,-0.6004126280272741,-0.6294244571398305,2,6.888851420139432,17.389562614285133,0.0009193366590601,10.41475,1.298823183780867,1.0881524992935747,0.0004184498735426,0.0003844606617339,3.3989211808669646e-05,0.0026506886,0.0003150327,1.11835906807954,0.0145270436365022,669,0.0023717238,0.0310749680339312,0.0008075513384325,1.3693258928094498,0.013761238,0.004602062,1.1805899,0.0048014115999999,0.4606278164568281,-0.1794694887725419,0.4320208181667099,19.268594539729563,-0.2018378661385797,-0.9479010940399212,0.0223683773660378
Ciapin1,18554.0,0.7885422373277728,0.0,4,0.0125486582272729,0.4150374992758383,-0.1345022459256857,0.1972286476188109,0.0887637379697613,0.459431618632379,0.0,0.0,0,7.654098400808063,11.637496155463902,0.0009777530131703,2.599203,0.8637810717040817,0.9518331708313548,0.0004781597795918,0.0001781491387755,0.0003000106408163,0.002964429,0.0001210877,0.3219663462624417,0.0188698638571428,49,0.0098578585,-0.0028763361836734,0.0008339099048232,0.7425774126864915,0.02339962,0.0024243679999999,0.52646625,0.0022385907999999,0.4017341273897887,0.2060202173045876,0.6129144841155667,12.94708897502538,0.1427903100726961,-0.0930953783898793,0.0632299072318914
