gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.min.20kb-5Mb.enhancer_DMR,9mo.2mo.activity.log_ratio.count.20kb-5Mb.enhancer_DMR,count.enhancer_DMR,18mo.2mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,9mo.2mo.log_ratio.DAR,18mo.2mo.log_ratio.DAR,count.DAR,size.log2.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,Tanova.max.loops,Qanova.mean.loops,loop_size.log.std.loops,18mo.2mo.Q.mean.loops,18mo.9mo.Q.mean.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.max.loops,18mo.9mo.Q.median.loops,min_distance.log.std.loops,9mo.2mo.T.mean.loops,count.loops,Qanova.min.loops,18mo.2mo.T.mean.loops,18mo.2mo.Q.std.loops,Qanova.std.loops,9mo.2mo.T.median.loops,18mo.2mo.Q.max.loops,Tanova.median.loops,18mo.9mo.Q.max.loops,9mo.2mo.log_ratio.max.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.min.atac,18mo.9mo.log_ratio.mean.atac
Gdap1,18909.0,0.0,0.0,6,0.1081719122382605,0.0,0.0628595110978,0.5823925566574516,0.171153026951238,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0695535605566624,0.0145828779502785,0.3040798104140119,11.44242519333166,-0.0606119666825574,-0.1938273299262287,0.075194844632836
BC031181,4284.0,0.1436185300610166,1.0,5,0.0078628065461687,-0.4150374992668215,-0.0001417765651003,0.2802613093338454,0.5708861402003381,-0.4150374992668215,0.0,0.0,0,0.0,0.0,0.000534398319252,1.6102803,0.8357310228571428,0.1614910108623781,-0.0002566729714285,-9.3355357142857e-05,-0.0001633176142857,0.0004233099,-6.655759999999985e-05,0.0,-0.01447551,7,0.13893498,-0.0230609285714285,0.0005140355601082,0.7738992072061265,-0.0080426,0.000434977,0.67184174,0.0006376186,-0.0994873230714681,-0.1029489506285123,-0.1029489506285123,10.684748620421711,-0.0994873230714681,-0.1029489506285123,-0.0034616275570442
Sec22a,52787.0,0.0750103758653263,0.0,1,-0.0544894124061272,0.3219280948801484,-0.018220875430523,0.6183430432089938,0.6412684899354879,0.3219280948801484,0.0,0.0,0,6.975896875514936,13.398900598380044,0.0007978638895739,7.582263,1.2001048372037315,1.1988978740826728,0.0002132687708955,0.0005397756507462,-0.0003265068798507,0.0027170828,0.00057528735,0.5421215232134591,-0.0421540793358208,134,0.0002388697,0.0285633931828358,0.0010017918344325,1.299097231069983,-0.0466813764999999,0.0043904809999999,1.4913693,0.002794972,0.1412464037061376,-0.0386910232214533,0.0372873936006641,13.319954310686958,-0.0315210629236853,-0.1351894808561538,-0.0071699602977679
Pomt2,41107.0,0.0084663101803649,1.0,6,0.0165394127825244,0.3625700793824178,-0.0852432761777297,0.6560815324995527,0.0234646606917444,0.2630344058321907,-0.278374044831517,-0.4197361717602526,1,5.146160816405564,13.25527273101087,0.0010101329921734,5.489509,0.88732704705,0.7275541549982445,0.0007415509016666,0.000420026185,0.0003215247166666,0.0023266497,0.0003855568999999,0.4126913706968886,0.0238048572166666,60,0.029728439,0.0517485175833333,0.0007615251739912,0.825558346870976,0.03132933,0.0029830934,1.08992415,0.003786123,0.6702229632476168,-0.0311548660641216,1.0122061785369472,14.160816849673555,-0.0234009811318346,-0.4197361717602526,-0.007753884932287
Clec2l,17798.0,0.3959263856348745,1.0,10,-0.0091908303153971,0.0,-0.0221110411665748,0.7292132541907115,0.4731713377779604,1.4150374992487875,0.0,0.0,0,0.0,0.0,0.0011090742473157,7.5559316,1.6934107899333335,1.495803827861151,0.0005145027466666,0.0002267232333333,0.0002877795133333,0.0019995212,3.776730000000007e-05,0.3105301426137634,0.10232868666,15,0.025199683,0.0404876791266666,0.0007811651914439,1.932678315976547,0.12554562,0.0028487505999999,2.0800178,0.0027734615999999,0.0673946875243018,0.1232609726593115,0.2110424369341511,11.227615943414284,0.0404995945720053,0.0354795083844718,0.0827613780873061
Ccz1,26968.0,0.0,0.0,5,-0.0558332898495734,0.5849625007091332,-0.1006278882283187,0.586951660360803,0.2952672740532576,0.4150374992668215,0.0,0.0,0,0.0,0.0,0.0006135439388328,3.7652502,0.9512548544827586,0.6571283423452043,0.0004705738344827,0.0005494071827586,-7.883334827586203e-05,0.0010874372999999,0.0005998958,0.2385428713298629,0.0374021356310344,29,0.009368246,0.0647853831137931,0.0007837695486137,0.7187828895332686,0.0512436,0.0021297973999999,1.6655174,0.0016913939999999,0.1522298604804066,-0.0699140030239089,-0.0658775409900895,11.578844391558247,0.0656516237169881,-0.0739504650577282,-0.1355656267408971
Gm29443,18819.0,0.0500280669906433,2.0,6,0.0220734829478255,0.2630344058289848,-0.1253495114949601,0.2774891653162721,0.2203382996111258,0.5849625007091332,-0.0899246534463715,-0.2767753706739135,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1672688737950318,-0.1580411651514203,0.0766462402495884,12.682555741080332,-0.0276911163866266,-0.3201149985680852,-0.1303500487647937
Resp18,6216.0,0.0108215151548092,1.0,10,0.0393830030283854,0.5145731728266663,-0.0670940063229474,0.472992347492233,0.3980300188785686,0.4150374992764392,0.0,0.0,0,8.252665432450721,10.941781242278603,0.0006082846051355,3.873976,0.7400572886842105,1.0027635904905623,0.0003793173,0.0004303704736842,-5.105317368421039e-05,0.000893311,0.0006121798999999,0.0149843703801064,-0.0584764746842105,19,0.06241045,-0.0277920367894736,0.0008516727180281,0.5263102703735442,-0.0598401899999999,0.002232702,0.8997626,0.001339391,0.1179411614269974,-0.2363538593013529,0.1724297789300379,11.567480801143091,-0.0936739949602243,-0.6451374975327437,-0.1426798643411286
Tpd52,79130.0,0.0657224626495873,3.0,7,0.0434163090582737,-0.0671141958582248,0.0054391759586627,0.3895492782442138,1.38599031564116,0.9999999999639329,0.2381836014591202,0.3670504595348823,2,5.301994526214718,14.342458943522743,0.0007162168265393,7.0145044,1.1823576983274335,0.5199874015767638,0.0003464838646017,0.0001551700646017,0.0001913138,0.0029771930999999,7.02182e-05,0.4892929542059924,-0.0217500258761061,113,0.01670214,-0.0037152525610619,0.0008358986184378,1.294196225085025,-0.0156144799999999,0.0026389463,0.9020782,0.0020243036999999,0.6456597102680839,0.1636635571423733,0.4707162418469888,15.298599610958668,0.1548916154374634,-0.209249123368588,0.0087719417049099
Pnma3,3404.0,-0.2840893486634501,1.0,18,0.1430427091612807,0.0,0.10965555673401,0.0,0.2396220119254885,1.999999999891798,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem234,23391.0,0.0,0.0,4,-0.0555612856342353,-0.3219280948801484,-0.0159881054768487,0.0,0.0,0.5145731728235754,0.0,0.0,0,7.3721448094002735,12.51229066778895,0.0008447987281227,2.5002365,0.9587578368254546,0.8882983087230337,0.000468880210909,0.0001250661890909,0.0003438140218181,0.0019446519999999,8.384499999999993e-05,0.3655355119743955,-0.0048535291999999,55,0.0071737734,0.0031509350545454,0.0008833796747293,0.8982012043762186,0.00078113,0.002515049,0.44697568,0.0018763194999999,0.4789286331979934,-0.0213335298879082,0.214929029730616,13.37191274122412,0.0696601508666102,-0.3483447330302692,-0.0909936807545185
Gabrg3,670723.0,0.0,0.0,2,-0.1243151084493248,0.1375035237486233,-0.0024476783126865,0.9894365928784667,0.8547817896063328,0.7369655941623594,0.0,0.0,0,7.576615214345256,17.01854499854128,0.0005840821314499,9.084202,0.955577437176724,1.1294267121978845,7.645224568965514e-05,3.1973877586206884e-05,4.447836810344825e-05,0.002645593,5.745949999999924e-06,0.627535447740027,0.0225890376844827,116,0.012353809,0.0420502788396551,0.000639765961985,0.961474047298018,0.0236360169999999,0.0019153234,1.155289,0.0018847537999999,0.4297165399410754,-0.099872617011071,0.2554897790883492,18.363458917610355,-0.2038516570909858,-0.5619657328582002,0.1039790400799148
Mt3,1539.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0005045324178739,3.0514653,0.7693259333333332,0.1700490336395162,6.234966666666692e-05,0.0001096288,-4.727913333333328e-05,0.0006587672999999,0.000138551,0.0,-0.0190782496666666,3,0.3069914,0.009049274,0.0016824053241904,0.7804230640330047,0.0371393109999999,0.00125222,0.7712391,0.0005990779999999,0.244015641615793,0.0254651990244919,0.0721984661420567,11.40087943628224,0.0147634275425527,-0.0537291437134723,0.0107017714819391
Lrrc8b,74299.0,-0.0395170224684312,2.0,6,0.1220887560225651,0.2895066171920701,0.0587535806530619,0.097720243672959,0.0587292767762839,0.5145731728276974,0.0,0.0,0,5.876591545609452,12.467543900221786,0.0013023980285947,3.8216572,0.8914794484346154,1.8478631753337436,0.0005051185,0.0006541319923076,-0.0001490134923076,0.0016516105999999,0.0003321572,0.2520998695122743,0.0024999335576923,52,0.0037121116,-0.0292711013461538,0.0009593461367467,0.8691268701447409,-0.000836985,0.002423347,0.7966135400000001,0.0040957419999999,0.4792434945944196,-0.0433471453867234,0.3264807009906035,14.408661448179451,0.0120859703079399,-0.2645131422427256,-0.0554331156946633
1110059E24Rik,71774.0,-0.0399625181988421,2.0,5,-0.0326495813602809,0.6129768768878154,0.0540264407403237,0.4445892823220523,0.4334401063579258,0.222392421333013,-0.334496469612451,-0.3289952341779469,2,7.245225568333533,14.201116049028183,0.0013136711780795,4.362553,1.6692082812777778,1.6259498344419336,-0.0005263733055555,0.0005721295833333,-0.0010985028888888,0.0007444082999999,0.0004590001,0.4957912147169095,-0.0535763894444444,18,0.011144913,0.0148710561111111,0.0009033502624392,1.1604543460699923,-0.0814502699999999,0.0012454483,1.73338765,0.003516217,0.5121581170527711,-0.11252024461074,0.2520820281222103,15.1112579549798,-0.0026131202580417,-0.5220365643604463,-0.1099071243526983
Mt2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5310171443744633,0.3429354586084625,1,6.629356620081067,9.72792045456337,0.0008768060220774,1.9412206,0.5611952,0.2215422991075635,0.0005359989999999,8.106699999999999e-05,0.0004549319999999,0.0014086009999999,0.0002436759999999,0.0,0.05635489,4,0.3562866,0.0700342825,0.0012028369369345,0.2209302189397602,0.05874252,0.0019608789999999,0.6195142,0.0008128319999999,0.5310171443744633,0.2510031250363165,0.3429354586084625,11.256208688527446,0.2855048918964027,0.1697616652868729,-0.0345017668600862
Ehmt2,15583.0,0.0,0.0,5,0.0495303052952476,-0.1069152039157192,-0.166187107275213,0.6245386483286676,0.817499727530299,0.459431618632379,0.0,0.0,0,6.169076656883717,12.88414626415198,0.0010298080365679,4.6882935,0.8075828465172413,0.8621064435089485,-6.061967931034478e-05,-0.0001239342137931,6.331453448275876e-05,0.0015578262999999,-7.711589999999987e-05,0.1247508280770137,-0.0458558256551724,29,0.034149174,-0.0072316412068965,0.0011522028533915,0.7303575350736379,-0.06492162,0.0018209737999999,1.63134,0.0017068047,0.2417932145547698,-0.0229031075189051,0.0971604098082519,12.019243216603645,0.1995977373150463,-0.2279226307901505,-0.2225008448339514
Lrp11,35683.0,0.0,0.0,2,0.0367945660093358,0.7776075786549645,-0.0329417779403016,0.6179449707686463,0.2977432301926199,1.5849625006971109,-0.3905021753381135,-0.4473114400657803,1,5.832890014167273,12.86882255477502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1521955640792294,-0.0926078329736926,0.3671002470107016,14.082564887504653,-0.1155935156405878,-0.5462841106282708,0.0229856826668952
Ndufc2,7799.0,0.0,0.0,11,0.001942486360356,1.1699250014222748,-0.0319442261331772,0.8876423781454503,0.663981721606534,0.3625700793801285,0.0,0.0,0,0.0,0.0,0.0010490060730401,3.0474002,1.7432019794736844,0.5693548073030082,0.0011054915789473,0.0008643523210526,0.0002411392578947,0.0011449694999999,0.0007932336,0.2452656228163117,-0.0043911155263157,19,0.27620676,0.0756453212105263,0.0006795517796303,1.3180360428041311,0.0057136899999999,0.0026734070999999,1.1613314,0.0027592623,-0.0949418408658684,-0.0284366065584924,0.0909456996669968,11.211888294546064,-0.1045300645272129,-0.1478189127839817,0.0760934579687204
Naa16,65509.0,0.0,1.0,1,-0.0272942223526335,1.7369655941325433,0.0411387720960654,0.4393621324701607,1.0679343567344406,1.5849625006890964,0.0,0.0,0,8.082149041354404,13.099840899000736,0.0003072088249655,0.9760087,1.59006654,0.0141976785257325,-0.001094349775,-0.0004533156999999,-0.000641034075,-0.0005024751,-0.0005010533999999,0.3141933921447569,-0.0394237349999999,4,0.46356696,0.0031499775,0.0004358704118206,1.045293478568256,-0.03941448,-0.0005816175999999,0.229003545,-7.914249999999966e-05,0.2072640080645145,-0.1023437766014234,0.1253900232329842,11.534789211480316,0.0173291896214278,-0.4063740892029917,-0.1196729662228513
Adam15,11454.0,-0.2127733064354046,3.0,11,0.0903461341636258,0.5849625007151449,-0.0735883857582286,0.4103329284726468,0.4382045399704444,0.5849625007151449,0.0,0.0,0,0.0,0.0,0.0008148472664008,5.12092,0.9476457484745764,1.1085192065140184,0.0002487459474576,6.370666101694913e-05,0.0001850392864406,0.0025934059999999,-4.414000000001195e-06,0.1718836897642917,-0.0340377217966101,59,0.019817378,0.004306088779661,0.001062410315529,0.8583703875905844,-0.02279043,0.003273843,1.0723284,0.0024995269999999,0.4570165629220619,0.2727036700200554,0.592070811735611,12.133142212400632,0.2630123556768579,0.0733245328574612,0.0096913143431975
Lca5,50834.0,0.0,0.0,3,0.0223765777227997,0.0,0.0139133577493808,0.2981068638019987,0.5773502691792138,0.0,0.0,0.0,0,6.84549005094563,13.980139577639166,0.0005481913230866,2.3054326,1.0684818896666666,0.0502416926755916,0.0007693389666666,0.0003912284833333,0.0003781104833333,0.0007617955,0.00039823445,0.3497527875747789,0.0268172866666666,6,0.008727148,0.0107124583333333,0.0004996253087503,1.0988484394807605,0.0399173449999999,0.0015135642,0.5862040850000001,0.0011564137999999,0.2318091259651233,0.0498186634851819,0.4294683430361589,13.932214751968395,-0.0645402691029524,-0.2386964834518119,0.1143589325881343
Efr3a,86782.0,-0.0685329850531809,1.0,3,-0.0878740757357805,0.0,-0.1424925673779702,0.0,0.5211133691315634,1.584962500673066,-0.1789952056997199,-0.2459087928906527,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011961978512466,-0.004108111170406,0.3162123655475565,14.97602704018984,-0.1651479198915235,-0.2459087928906527,0.1610398087211174
Ech1,7030.0,-0.0450161291323699,1.0,13,0.0500243891907761,0.4150374992728327,-0.0265672420348495,0.9806720909940287,0.6415750263481421,0.9999999999896954,0.0,0.0,0,4.367354810125958,11.72436227898966,0.000706893147962,3.8708122,2.01834290375,1.2033554788241687,0.0016758365624999,0.0001735996249999,0.0015022369375,0.0031294329999999,0.00026121075,0.0560316387250263,0.118789370975,8,0.37327892,0.090710440225,0.0007869345310844,1.4117011374256754,0.116414223,0.0031123799999999,2.3755673,0.0009755,0.5133348668000526,0.1875878940450454,0.5112669118736064,11.994353436858892,0.2026377529857025,-0.2725842962739935,-0.0150498589406571
Acox3,32312.0,-0.0631158379392469,4.0,11,0.3774803034986069,0.2775339755281445,-0.0991482341562175,0.2002689647911646,0.0,0.6780719051104738,0.9226432569930304,1.038678389991349,1,6.376466455865555,12.958571513475464,0.0007813523222393,9.831996,1.029450353735,1.2390639657343214,0.0003231241064166,3.597450666666667e-05,0.00028714959975,0.003110489,-0.0001475200499999,0.480000100764879,0.0648112438083333,120,0.0029359052,0.0134613838916666,0.0008406053248155,1.063568520181902,0.06839284,0.0032487029999999,1.4015757,0.003654379,0.9226432569930304,0.3325651397997483,1.038678389991349,13.837332268647192,0.3455600513878822,-0.0258343715018283,-0.0129949115881339
Chrna4,25166.0,0.0,1.0,6,0.0860658925815114,0.6629650127179998,-0.047715587760335,0.5948863337335055,0.5514229661513477,0.5474877952989883,0.0,0.0,0,5.465646398370417,13.089909733329137,0.0005091409375366,4.507403,0.6326785725,0.2578710560206875,-2.928325000000048e-05,0.0001401374999999,-0.00016942075,0.0023152139999999,0.000114591,0.1256692094077593,-0.0182905062499999,4,0.15343373,-0.02462760625,0.0014943937719412,0.5639572837876222,-0.0758345599999999,0.002077613,1.46291272,0.0006789989999999,0.4369488199936726,0.2089735237045455,0.5781979199797804,13.80362663526032,0.2291984086614188,-0.0718799850939286,-0.0202248849568732
Pyroxd1,17603.0,-0.0048781958548646,2.0,7,0.0616617080525925,1.459431618614345,0.0712196042529651,0.8685405376194136,0.6833869829063581,0.7369655941469699,0.0,0.0,0,5.80735492206018,13.210062483240248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0840245444838849,-0.1869678977606501,-0.1751009009764836,10.959277505720577,-0.106342577058401,-0.1988348945448166,-0.0806253207022491
Myrf,32476.0,0.0,0.0,4,-0.0260391487436795,0.658963082162149,-0.059075781550149,1.275014409938493,0.0,2.0995356735351134,0.3372165364617765,0.244459389969128,2,4.874419367266863,13.567631924397894,0.001099237742651,3.5978014,1.4441593425084744,0.6297352051570699,0.0013224141271186,0.0007609431372881,0.0005614709898305,0.0028528779999999,0.000678516,0.3406484221461724,0.0346816727627118,59,0.01661669,0.0529476619152542,0.0013441434014125,1.1049278399189413,0.0190539999999999,0.0039084075,1.0753046,0.004091736,0.7458623529922552,0.2305748534441495,0.8443182705261743,13.639792893279324,0.1967695944294145,-0.3553994905879181,0.033805259014735
9330179D12Rik,63022.0,0.0,0.0,1,0.0223765777227846,1.2895066171855123,0.0526008114825815,0.0,0.0,0.999999999993442,0.4982613536820547,0.5835025335638453,2,6.324213322577619,13.403249071411588,0.0010028328900257,7.7006297,1.1531366721666667,1.5083819802786742,-1.123558333333322e-05,0.0002234289833333,-0.0002346645666666,0.0013966481,0.0001167676499999,0.5417508939099807,0.0302694044444444,54,0.008255325,0.0227913553148148,0.0012460077614426,1.1780318184209966,0.0152905425,0.002661693,1.1871387,0.0022998493,0.5808616218943257,0.1452194511536623,0.8875143166779833,14.874885318430136,0.0913406776631428,-0.378530208260885,0.0538787734905194
Psmd6,8810.0,0.0344727014444958,0.0,13,-0.1379103416710112,0.9999999999278651,-0.0155859818268915,1.1508170838556524,0.543577895452418,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2541769390118464,0.1009509390165345,0.2610708113788151,11.509775004326986,0.0840586123666843,-0.0591689333457461,0.0168923266498501
Rpf1,15473.0,-0.0080499165217309,1.0,6,0.0057333973964528,1.222392421308968,-0.0257021776807686,0.6949445852434248,0.4536983648596734,1.5849625006249766,0.0489030512490737,-0.6493776036058251,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489030512490737,-0.2903347693975503,-0.0817274598535435,11.683433292835446,-0.0858355670020665,-0.6493776036058251,-0.2044992023954837
Hs3st1,141540.0,0.0,0.0,1,-0.139469685612938,1.584962500673066,0.0291435828101103,0.8256461633373215,0.792481250336533,0.9999999999278651,0.0,0.0,0,4.637921433600415,15.023752289906811,0.0007170065721469,6.1460605,1.047183772433,0.9185800623166994,-5.544143559999999e-05,0.0002133779284,-0.000268819364,0.000857736,0.00018999065,0.6270334304330556,-0.017241285278,100,0.0035323433,-0.01035168618,0.0006609461426096,1.0708241800169074,-0.0234499124999999,0.0016335113,1.42798695,0.0021218811,0.0595295081660658,-0.1284001010673811,0.0451916970095156,15.023407843140223,-0.2056315358440922,-0.2469427008414155,0.077231434776711
Pcgf6,17289.0,0.0,0.0,4,-0.0774913985686449,0.2410080995017773,0.018648895427348,0.74791723327418,0.5490858917497704,1.222392421308968,0.0,0.0,0,4.8579809951325466,11.671541066711928,0.0009215411537786,2.6979647,0.8284483185714286,0.5547451008358639,-0.0001794122928571,-7.869554523809517e-05,-0.000100716747619,0.0019024964999999,-4.044289999999978e-05,0.3005924747315995,-0.0370179747619047,42,0.003884587,-0.0597316756428571,0.000939947389127,0.7521786207428441,-0.0357219124999999,0.0014467394,0.9311184,0.0017738806,0.4923366761561107,0.2207388155702659,0.3712537290918687,13.182549540307388,0.1625311339641916,0.0540147004334792,0.0582076816060742
Lhfp,220151.0,0.0,0.0,1,0.0,0.0,0.0266284438198178,0.0,0.0,0.0,-0.1664037506386624,-0.5045848193681388,1,4.50479622406243,14.559365380015176,0.0007771795951869,6.0187125,1.143452676137255,1.0678512288800888,7.772391176470588e-05,0.000396712722549,-0.0003189888107843,0.0018089315,0.0003835117499999,0.5471193025646236,-0.0049405205656862,102,0.011562476,-0.0237142211245098,0.0008632050418132,1.0487989430330402,-0.0247833399999999,0.0018873277,1.0896199,0.0024766394,0.2850892085536233,-0.4236718154116694,0.0828009432785078,15.922746984763185,-0.2058659044919659,-1.3181553196836775,-0.2178059109197034
Ahi1,127882.0,0.118014662209581,1.0,3,0.0956221868777524,-0.7004397181341564,0.1630130742832625,0.5211133691292967,0.0,-0.3219280948837557,0.0,0.0,0,5.429829707597917,14.233580164537512,0.0010741300704343,4.0298886,1.4783432393939395,1.9574230174510256,0.0010229103151515,0.0010297773969696,-6.867081818181815e-06,0.0013446247999999,0.0009397473,0.6385600141620525,0.0337157955454545,33,0.10385944,0.0384756865151515,0.0012410647982103,1.2743440664058905,0.04404423,0.003646378,1.2220513,0.0030992336,0.8016647342243653,0.0795900826598885,0.8229496988952316,15.739938791346898,0.0280409702680229,-0.6326988623791777,0.0515491123918655
Zfyve27,30639.0,0.1127542552859688,1.0,7,0.0156765646903531,0.7369655941469699,0.0274635396019045,0.4049623026961579,0.3822118167924809,0.7369655941469699,0.0,0.0,0,6.22612668837192,12.811805065937676,0.001400214230048,7.9730973,1.782440753,1.1748958507402416,0.0005828234299999,-0.00029531012,0.00087813355,0.0020826809999999,-9.412999999999784e-06,0.3225455805786199,0.041131122,10,0.22372922,-0.0377595002,0.0016311302882497,1.354994989295923,0.0561586549999999,0.003139487,0.88502866,0.0018429859999999,0.5887326422112582,0.1569912631235721,0.477634516222696,13.769114662312706,0.2579274100484435,-0.2580391420275332,-0.1009361469248713
St7,250092.0,0.0,0.0,5,-0.1334053654077864,0.0,0.0306801750957292,0.4198686915632457,1.0383978117553292,0.0,-0.5966882944327321,-0.8086872782062835,1,5.19768878724443,15.522092516030543,0.0011703844502113,5.3852663,1.81184347310875,0.3590059168901477,0.00155989035375,0.00121682741125,0.0003430629425,0.002510626,0.0011363525,0.8140714424967609,-0.0046595349849999,80,0.0010939087,0.0310215916875,0.0009420580195,1.3040665786450965,-0.000596065,0.0030490269999999,0.776376715,0.0038342499999999,0.5346283978412758,-0.0958461996532125,0.6463609671289423,16.94274357363665,-0.1031339314588902,-0.8093185162690704,0.0072877318056776
Ptprr,256719.0,0.0,0.0,1,-0.124793464138432,0.0,0.0899365371577438,0.0,0.0,0.0,-0.5014043332993732,-0.3942810172143227,1,6.136977082045628,15.698626223027505,0.0010583643812853,4.309151,1.2446919888469388,1.4093321047157383,0.0003269778204081,0.0004842008581632,-0.0001572230377551,0.0013334367,0.0002531765,0.969644237308895,-0.0309104767214285,98,0.011967122,0.0078000078265306,0.0009817716032504,1.2694433785130417,-0.0406629299999999,0.0036642335,1.1746878,0.0029437177999999,0.4039725996056492,-0.2087987204937233,0.2531829019375282,16.98962733118385,-0.1523976120580834,-0.5802314425280586,-0.0564011084356398
Osbpl10,253656.0,0.0,0.0,0,0.1924108154850898,0.9999999999639329,-0.03279213315749,0.0,0.7071067811610442,0.0740005814433972,0.0,0.0,0,5.3463633951149445,14.850325667333411,0.0006159481817816,4.08556,1.368522941,0.919322641398421,-0.0004785968843749,-0.0005310292375,5.243235312500002e-05,0.0012342917,-0.00054601765,0.9148587159010642,0.0115931129374999,32,0.031196287,-0.0140848803125,0.0004244769011232,1.306065809606598,0.0246932499999999,0.0002602452,0.83143363,0.0008967102999999,0.6430437620813895,0.1104901533154642,0.8009868322421694,16.952286238812047,0.1114680026492119,-0.3023585277761855,-0.0009778493337476
Bckdhb,199095.0,0.0,0.0,2,-0.0716619086058898,0.0,-0.0237857457221748,0.3902928447693912,0.0,0.9999999999278651,0.0,0.0,0,5.734366120552276,14.748730402471471,0.0004118721133202,4.6285505,1.10679592,0.0993615413727176,0.0006217756666666,0.0002785448666666,0.0003432308,0.0005275498,0.0003118769999999,0.0,0.096237691,3,0.33348206,0.0316809426666666,0.0003450928662445,0.6713743654490222,0.06225041,0.0010167414,0.7699398,0.0006727380999999,0.1845034111927821,-0.1528711154237792,0.453715889282154,16.556984957594466,-0.3218911451164391,-0.6075217401681794,0.1690200296926598
Prss36,14087.0,0.0178117259271821,2.0,11,0.1080217739898588,0.8073549220537402,-0.1233784050644484,0.2851462143450532,0.2914072275369986,0.7198920808039313,0.0,0.0,0,0.0,0.0,0.0003729694779389,0.42793766,0.1417580289,0.1167200799792683,-1.9187125000000088e-05,2.8158274999999684e-05,-4.734539999999977e-05,0.000343021,0.0001023728499999,0.4709670022662949,-0.018157985,4,0.0026347456,0.0055695299999999,0.0004720282232579,0.133230193442651,-0.01610717,0.0006154469999999,0.241773185,0.000364706,0.5953381252261921,0.0511306733140814,0.1761819137881669,12.325586545210598,0.2622388540804081,0.0007881020175179,-0.2111081807663266
Med28,9047.0,-0.2118088308518624,4.0,13,-0.089714273363386,1.6629650127059774,0.0254590298109818,0.9087311729783146,0.757211789360251,1.378511623235974,0.0,0.0,0,5.456426814386665,11.945258116733577,0.001278407518783,2.5709782,1.3620724227708332,1.165680634912459,0.0007360027708333,0.0011849878833333,-0.0004489851125,0.000210503,0.0011125469999999,0.2936417286944919,-0.0240025464583333,24,0.0127114365,0.0276915136666666,0.0010674513909546,1.0172126015712,-0.0264066749999999,0.002641058,1.0827987499999998,0.0034815204,-0.1047263996006669,-0.0169582409118583,0.1126789714891534,11.169298695792907,-0.1571720402785174,-0.1026964107274919,0.140213799366659
Tyro3,20371.0,0.0,1.0,5,0.1603747303551843,0.9999999999909832,-0.0123832819140119,0.5309877636246337,1.10952910617438,0.6780719051072275,-0.064222835535713,-0.5711392993427589,1,5.993632006038544,12.75667768074052,0.001056007144792,8.670491,2.475399614761905,0.8461227863189756,0.0017385780285714,0.0017316129857142,6.965042857142769e-06,0.0016174263,0.001485109,0.1130883924250224,0.0316046296666666,21,0.7682207,0.1492859656190476,0.0009631097830651,1.2883947407675125,0.0346184499999999,0.0040807199999999,4.161702,0.003708891,0.2708400605724421,0.0094520700285091,0.2177684508821422,12.768597882194396,0.0601805119690327,-0.5711392993427589,-0.0507284419405235
