gene_name,gene_length.meta,18mo.9mo.activity.log_ratio.max.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.mean.5kb-20kb.enhancer_DMR,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.contact.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,distance.log2.DMR,18mo.9mo.Q.std.loops,Qanova.mean.loops,9mo.2mo.Q.min.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,min_distance.log.median.loops,18mo.2mo.T.max.loops,loop_size.log.mean.loops,18mo.9mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,18mo.2mo.log_ratio.std.atac,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Phf21b,0.022324897618474143,0.16261569734074569,0.0,-0.25764451224945095,0.0,0.002606808747115888,0.012046385580967916,0.0,0.0,0.0,0.0,-0.0025441774020069524,-0.08135961466713955,-0.05684429863590355,-0.002326623070985079,0.0,0.025517415451376063,-0.3011139752343297,0.0,0.0,0.0,0.0,0.0,-0.09820038113914627,0.018703290114277286,-0.013543998071997377,0.0,0.0,-0.0012352125425087778,-0.02391091949845615,0.21830675427458787,-0.01944311305047258,-0.04828769816575866,0.021573012253563655,1.0,0.0
Eif4ebp2,-0.3839523113381706,0.15664204876673848,0.0,-0.09008565402932857,0.0,0.002606808747115888,-0.006511559758923556,0.0,0.0,0.0,0.0,-0.0025441774020069524,0.04230699962691257,0.010518752452059599,0.0038548275203395045,0.0,-0.029615481825251328,0.13967178830582844,0.0,0.0,0.0,0.0,0.0,-0.25963499673372625,0.01577308832814819,0.020976659063690978,0.0,0.0,-0.0012352125425087778,-0.02391091949845615,0.20771357618076236,-0.04189763172211027,0.10398055715976577,0.010579073581060297,1.0,1.0
Diablo,-0.21990261484231605,-0.2253244034455795,0.0,0.02165959593472316,0.0,0.002606808747115888,-0.006511559758923556,0.0,0.0,0.0,0.0,0.0025441774020069524,-0.08135961466713955,-0.024213140533232178,-0.004000164641949691,0.0,-0.01033168835075278,-0.06978289579580489,0.0,0.0,0.0,0.0,0.0,-0.03617460893981747,0.01577308832814819,-0.023491750443721877,0.0,0.0,-0.0024704250850175555,-0.02391091949845615,-0.09048222010268976,-0.04279073553257867,0.10398055715976577,-0.00373379067566834,1.0,0.0
E530011L22Rik,-0.2359888630637311,-0.23196607940879307,0.0,0.02434920004912113,0.0,0.002606808747115888,0.012046385580967916,0.0,0.0,0.0,0.0,0.0025441774020069524,-0.08135961466713955,-0.040387004512778824,-0.002682807536697701,0.0,-0.01033168835075278,-0.06978289579580489,0.0,0.0,0.0,0.0,0.0,-0.03617460893981747,0.018703290114277286,-0.023491750443721877,0.0,0.0,-0.0024704250850175555,-0.02391091949845615,-0.09712389601688635,-0.04279073553257867,-0.04828769816575866,-0.00373379067566834,1.0,0.0
Klf12,1.2566930902509117,0.1946039384868192,0.0,-0.07003963049378638,0.0,0.01303404373557944,-0.01204638567900187,0.0,0.0,0.0,0.0,0.03307430622609038,0.04230699962691257,0.06818043902871739,-0.02458676630569818,0.0,-0.01147940465690274,-0.2997952071018517,0.0,0.0,0.0,0.0,0.0,0.1320599205730679,-0.25841520726680756,0.051649850545034404,0.0,0.0,-0.0008234750283391852,0.03586637924768423,0.12243843536922022,0.11937739140672707,0.0332907226524855,0.022610176330138194,1.0,1.0
Cnnm1,0.22181093295742021,-0.23958434589746358,0.0,0.026886379162437822,0.0,0.002606808747115888,0.012046385580967916,0.0,0.0,0.0,0.0,0.0025441774020069524,0.04230699962691257,-0.04218976853697218,-0.001191383488108649,0.0,-0.009628447066796454,0.29079933435116945,0.0,0.0,0.0,0.0,0.0,-0.04468634370469341,0.018703290114277286,-0.01302502284708776,0.0,0.0,0.1498724551577317,-0.02391091949845615,-0.08236625278368592,-0.01974957024580554,-0.04828769816575866,-0.00373379067566834,1.0,0.0
Fam122a,-0.355652604705507,0.18909126534861953,0.0,0.06321029997381725,0.0,-0.007820426241347664,-0.006511559758923556,0.0,0.0,0.0,0.0,-0.0025441774020069524,0.04230699962691257,0.01950219807852256,0.007776581804807249,0.0,-0.0068334900332908885,0.12087520653087842,0.0,0.0,0.0,0.0,0.0,0.13399569896098815,0.01577308832814819,0.10143329948186874,0.0,0.0,-0.0024704250850175555,-0.02391091949845615,-0.33779923235507386,-0.042177821166421235,-0.04828769816575866,-0.00933447649310294,1.0,1.0
Atp5b,-0.3530774035883185,-0.25246132897997375,0.0,0.025990259717218578,0.0,0.002606808747115888,-0.003906935943584693,0.0,0.0,0.0,0.0,0.0025441774020069524,-0.08135961466713955,-0.053714211775896775,-0.0004627872963043812,0.0,0.04351449429400658,0.11297380365431309,0.0,0.0,0.0,0.0,0.0,0.023424047161825,-0.024151397967024854,-0.03975266625332695,0.0,0.0,-0.0024704250850175555,-0.02391091949845615,-0.16643563295273403,-0.04279073553257867,-0.04828769816575866,-0.008504745231843308,1.0,0.0
Arhgap39,0.1711205112453746,0.11939018064080492,0.0,0.047152965427621416,0.0,0.002606808747115888,-0.039394936622365526,0.0,0.0,0.0,0.0,-0.0025441774020069524,-0.08135961466713955,-0.03688627335941419,-0.02426928936773421,0.0,0.0714175688887113,-0.2769533824175596,0.0,0.0,0.0,0.0,0.0,-0.04412096564805037,0.03980109526922828,-0.02019410134342156,0.0,0.0,-0.0024704250850175555,-0.011035808999287454,-0.26888234423179375,-0.01974957024580554,0.10398055715976577,-0.007467581155268769,1.0,0.0
C030047K22Rik,0.4024845668188247,0.2479116080426856,0.0,-0.33467186458016696,0.0,0.002606808747115888,0.045580918263447914,0.0,0.0,0.0,0.0,0.0025441774020069524,0.04230699962691257,0.09753402618470748,0.014533452652884941,0.0,-0.014538733141594812,0.3743940122229488,0.0,0.0,0.0,0.0,0.0,0.19039000761940292,0.05835903847688123,-0.011241403616670715,0.0,0.0,-0.0012352125425087778,0.03586637924768423,0.34189382492025433,-0.017394227882553088,0.05446872463155734,0.07446837822269452,1.0,2.0
St13,-0.1958098728209734,0.1199250226399224,0.0,0.04006194656616763,0.0,0.002606808747115888,-0.006511559758923556,0.0,0.0,0.0,0.0,-0.0025441774020069524,0.04230699962691257,0.005189436898370714,0.0007633258233238992,0.0,-0.014444175274356416,-0.07125613688932438,0.0,0.0,0.0,0.0,0.0,-0.09309499564972755,0.01577308832814819,-0.04207944777475572,0.0,0.0,-0.0024704250850175555,-0.02391091949845615,-0.1643136761298305,-0.04260686122028059,0.10398055715976577,-0.007467581155268769,1.0,1.0
Ndufa9,-0.18750407257558485,0.12068076584929306,0.0,0.03827512215234732,0.0,0.002606808747115888,-0.003906935943584693,0.0,0.0,0.0,0.0,0.0025441774020069524,0.04230699962691257,-0.009549668561177034,-0.0013789731617036619,0.0,-0.014237558812295137,-0.07301237674331978,0.0,0.0,0.0,0.0,0.0,-0.10999666385989833,-0.024151397967024854,-0.01972704317028585,0.0,0.0,-0.0024704250850175555,-0.02391091949845615,-0.1465475307777524,-0.04248427834949995,-0.04828769816575866,-0.007467581155268769,1.0,1.0
1110038F14Rik,-0.34489957333885524,0.11777173017004602,0.0,-0.02791411451701271,0.0,0.002606808747115888,0.006511559905974488,0.0,0.0,0.0,0.0,0.0025441774020069524,0.04230699962691257,0.053053259702497406,0.0009673025066915311,0.0,-0.008063025380435743,0.11547108028868311,0.0,0.0,0.0,0.0,0.0,-0.09818428683731902,-0.029360645107532803,-0.02000798488427934,0.0,0.0,-0.0024704250850175555,-0.02391091949845615,-0.12671886820738254,-0.04260686122028059,0.05446872463155734,-0.007467581155268769,1.0,1.0
Ccdc88c,0.16659584070408814,0.16016830788239053,0.0,0.04579210715172322,0.0,0.002606808747115888,-0.039394936622365526,0.0,0.0,0.0,0.0,-0.0025441774020069524,-0.08135961466713955,-0.11101967858542737,-0.018299444407028586,0.0,-0.008630520272019663,-0.29076869388748156,0.0,0.0,0.0,0.0,0.0,0.09076347675689153,0.03980109526922828,0.0988496228268272,0.0,0.0,-0.0024704250850175555,-0.011035808999287454,-0.19393155027769113,-0.01974957024580554,-0.04828769816575866,-0.00933447649310294,1.0,0.0
Slit2,0.3530453226382011,0.17689234547709165,0.0,-0.035238130459267845,0.0,0.002606808747115888,-0.01204638567900187,0.0,0.0,0.0,0.0,0.0025441774020069524,0.04230699962691257,0.1346949691345033,0.07083475958604954,0.0,-0.005146524623820656,0.20181691176012942,0.0,0.0,0.0,0.0,0.0,0.11939173189334963,-0.0751810822831957,0.0983783862259435,0.0,0.0,-0.0024704250850175555,-0.011035808999287454,-0.1767500984531484,-0.019443113062726825,-0.023861861101498728,-0.00933447649310294,1.0,1.0
Nme6,-0.3640718568655613,-0.6713247812402091,0.0,0.0633322423029887,0.0,0.002606808747115888,-0.006511559758923556,0.0,0.0,0.0,0.0,0.0025441774020069524,0.04230699962691257,0.02411454080260898,0.010434313297369763,0.0,-0.02303507531944074,0.15377753183833862,0.0,0.0,0.0,0.0,0.0,0.09717643819749355,0.01577308832814819,-0.010921187245434052,0.0,0.0,-0.0012352125425087778,0.09288472574400275,0.23439270135407386,-0.040951992434106375,0.10398055715976577,0.02302504196076801,1.0,1.0
Arl6ip1,-0.18549626747048215,0.11195115046575665,0.0,0.029680353993746012,0.0,0.002606808747115888,-0.003906935943584693,0.0,0.0,0.0,0.0,0.0025441774020069524,-0.08135961466713955,-0.03492315049516037,-0.003319481868713506,0.0,-0.014444175274356416,-0.07125613688932438,0.0,0.0,0.0,0.0,0.0,-0.054093257272861114,-0.024151397967024854,-0.03658790496410802,0.0,0.0,-0.0024704250850175555,-0.02391091949845615,-0.12415431983965008,-0.04279073553257867,0.10398055715976577,-0.007467581155268769,1.0,1.0
Zeb1,0.14349493835317462,0.12984832465697668,0.0,0.045590348737804515,0.0,0.002606808747115888,0.015302165533955159,0.0,0.0,0.0,0.0,0.0025441774020069524,0.04230699962691257,0.11290958728396187,-0.006527293044583578,0.0,-0.014237558812295137,-0.28142940855928156,0.0,0.0,0.0,0.0,0.0,-0.16704920513898527,-0.11425043779768441,0.027701496440721184,0.0,0.0,-0.0024704250850175555,-0.011035808999287454,-0.1812153447811541,-0.019443113062726825,-0.023861861101498728,-0.004148656306298156,1.0,1.0
Sorbs2os,0.20249292450515846,-0.2979221646245079,0.0,0.030642483003535552,0.0,0.002606808747115888,0.045580918263447914,0.0,0.0,0.0,0.0,0.0025441774020069524,0.04230699962691257,-0.010186462068783217,-0.015429085408533482,0.0,0.050214720448773155,-0.2772097450337912,0.0,0.0,0.0,0.0,0.0,0.030671579983869667,0.05835903847688123,-0.044223661516106835,0.0,0.0,-0.0024704250850175555,-0.011035808999287454,-0.1689764258304709,-0.01956569593350746,-0.04828769816575866,-0.008504745231843308,2.0,0.0
Nptxr,-0.3571918466569562,-0.24628866547228476,0.0,0.02347338398134238,0.0,0.002606808747115888,0.006511559905974488,0.0,0.0,0.0,0.0,0.0025441774020069524,0.04230699962691257,-0.04218976853697218,-0.002403487184844715,0.0,-0.009628447066796454,0.11407581961860783,0.0,0.0,0.0,0.0,0.0,-0.058809029269277266,-0.029360645107532803,0.01397575202741121,0.0,0.0,-0.0024704250850175555,-0.02391091949845615,-0.10623993729486277,-0.04279073553257867,-0.04828769816575866,-0.002489193685744938,0.0,1.0
Snx32,-0.2762392961273068,0.16143488717314444,0.0,0.05943806177789444,0.0,0.002606808747115888,-0.006511559758923556,0.0,0.0,0.0,0.0,0.0025441774020069524,-0.08135961466713955,-0.07923468446211987,-0.0028380993692400424,0.0,-0.06515697174166378,-0.09269694341836791,0.0,0.0,0.0,0.0,0.0,-0.1750821399649507,0.01577308832814819,-0.012535751392868789,0.0,0.0,-0.0012352125425087778,-0.02391091949845615,0.21537094671083123,-0.04223911258343019,-0.04828769816575866,0.021573012253563655,0.0,1.0
R3hdm4,-0.3823520692408477,-0.24508665484915437,0.0,0.026671382175807497,0.0,0.002606808747115888,-0.006511559758923556,0.0,0.0,0.0,0.0,-0.0025441774020069524,-0.08135961466713955,0.00045542216761723946,0.0002664483617991209,0.0,-0.009628447066796454,0.11407581961860783,0.0,0.0,0.0,0.0,0.0,-0.057885542658990936,0.01577308832814819,-0.01302502284708776,0.0,0.0,-0.0024704250850175555,-0.02391091949845615,-0.11063074541131132,-0.04260686122028059,0.10398055715976577,-0.00373379067566834,0.0,0.0
Adamts18,0.17210642021688582,0.25468706265459523,0.0,0.14182479517828478,0.0,0.002606808747115888,0.015302165533955159,0.0,0.0,0.0,0.0,0.0025441774020069524,0.04230699962691257,-0.00028188591884253055,-0.07482467852777948,0.0,0.40312867474399117,-0.28451535495390234,0.0,0.0,0.0,0.0,0.0,-0.1740931657289988,-0.11425043779768441,0.02146422749042119,0.0,0.0,-0.0012352125425087778,-0.011035808999287454,0.5075630925252641,-0.017788244264298363,-0.04828769816575866,0.010579073581060297,0.0,1.0
Rbfox3,1.9021388439363556,-0.3037422484056534,0.0,0.022022910979821494,0.0,0.01303404373557944,-0.039394936622365526,0.0,0.0,0.0,0.0,-0.06869278985418771,0.04230699962691257,-0.03814282638670288,-0.011484514431733834,0.0,-0.005384447004057859,-0.2786518708484149,0.0,0.0,0.0,0.0,0.0,0.03636529454716334,0.12437069141551067,0.028997450723851983,0.0,0.0,-0.0012352125425087778,-0.011035808999287454,-0.06383326198709638,-0.0222625192469231,-0.02258678158058932,-0.004356089121613063,0.0,0.0
