gene_name,gene_length.meta,count.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,rel_pos.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,9mo.2mo.Q.max.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,loop_size.log.min.loops,18mo.2mo.Q.min.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac
Cep44,19525.0,8,0.0,-0.2710475826736338,27,0.2208724337406904,5,0.0,-0.5849625006971113,2.0,-0.5168973634169012,0.4082482904344141,-0.2377049160183271,-0.3536249477785693,-0.1400948415542613,-0.1932534773864191,0.0,0.0,0.0014215131129671,19.958784914460235,0.0015163056,19.93156856932417,0.0008147530265568,19.89849017645828,0.0013491018829362,19.50973441868145,-0.0020296713,0.0832918965712381,-0.0095535571633599,0.0098832252357466,0.702440845597796,-0.1369199265038536,0.0823939250485522,11.262682142362223,-0.230490561480648,4,0.2267343883354832,10.46274745575068,-0.0153683385153877
Exd2,37132.0,7,2.0,-0.0491263957037597,22,0.0,1,0.0,1.3219280948657215,1.0,-0.0491263957037597,0.0,-0.0491263957037597,0.0015356505688557,0.0015356505688557,0.0015356505688557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211220314900577,-0.0167257722204948,-0.0520901715566871,0.4308647117678273,0.1427485118807749,0.235025780782732,11.423115910147152,0.0842052792649641,2,0.1911240072128466,11.118448550682135,0.1245087849600428
Sgpp1,21480.0,5,0.0,-0.135571060368727,22,0.27289025545257,7,-0.3450053570226599,-0.9999999999639329,1.0,-0.3784651421278369,1.086304598188731,-0.1226166867900008,-0.1851888220536706,0.0503998500035582,0.0739051066322851,0.729680938738668,12.749869427396863,0.0009606202471075,20.42164471035692,0.0021394786,18.06654647888464,0.0011066109408812,18.97399060187726,0.0005229358053098,17.95741383283059,-0.0006160480999999,0.0775812198470849,0.1374214341556152,0.0654045662903451,0.2727094963764779,-0.2351458850769081,-0.1227639588607636,11.526499239136616,0.1058547793633779,2,-0.1920276921303911,11.33366450495484,0.1424458254571283
Bak1,9199.0,6,0.0,0.1825196117964836,24,0.187164322363516,7,-0.3358677772176131,-0.9999999999855732,1.0,0.0588206704132621,0.6567516687283874,0.1834100559725348,0.1969081620839721,0.3183725346965907,0.2642591642420488,0.0,0.0,0.001036607876965,19.493226102609437,0.0026845859999999,17.59500974468516,0.001277816216438,17.76392526371322,0.001505290488947,15.7936287086164,-0.002451097,0.0244286303295478,0.0994913958681608,0.0397192522466876,2.280817645986948,0.3669494610948653,1.4543135063931631,11.880731435141705,0.5271753149027861,6,0.4685253759767516,10.007629020922195,0.9857881304164116
2610316D01Rik,97823.0,8,1.0,-0.6896425118409364,25,0.3699850077944924,9,0.3060986113354665,0.0,1.0,-0.7711689388272625,0.5773502691479787,-0.5898308826429532,-0.6285755825481378,-0.2878387306875174,-0.3196460296885903,0.0,0.0,0.0009877814214719,21.730440284169333,0.0006796055999999,21.022069749535827,0.0005753829347126,21.098388652960278,0.0009793625167057,20.48431352255628,-0.00112224855,0.024446693727425,0.0955972745876211,-0.0014853716626564,1.083700317711101,-0.3867327043006828,0.1420034141838062,13.474086157015408,0.040428599122282,5,-0.0517107543448016,11.654817158212522,0.3896850721588031
Rab1b,7867.0,16,6.0,0.318361866207304,18,0.2205978625600835,4,-0.5110985298313709,-1.1375035237341966,3.0,0.0901247903310138,0.5430427574729164,0.2829616055810701,0.2273377583919922,0.3247558968689564,0.3331598404836939,0.0,0.0,0.0023357002234305,18.033008881403354,0.0027381703,17.465490278435986,0.0027054284243142,17.315684757307146,0.0012494431667251,15.41854443126285,-0.002446487,0.0427827839676247,0.1465306537517389,0.1157998524326033,1.0082951484051277,0.1493344709128681,0.3887251648859962,11.407267764244786,0.178303218290702,4,0.1673558412808873,10.443319750086117,0.3693484342566127
Clmn,101959.0,4,2.0,-0.1290933832077945,24,0.1892916312516925,4,0.2499999999819663,-0.8073549220421463,0.0,-0.1900236363652876,0.0,-0.0832502631361344,0.0720350448373201,0.1517298287094608,0.1381132042920758,0.9286725429871086,12.88378880325998,0.0014880442298199,19.63152523669641,0.003069644,16.82187361216576,0.0016871895332124,16.68587089770559,0.0021018428933206,13.57790083688697,-0.0048496433,-0.0233447114183322,-0.1123558415323346,-0.0638376552234554,0.2666980910488001,0.8499882210046869,1.4622861847257451,15.389799366076252,0.4952337948265965,3,0.6436342493963494,15.082180961320535,0.8595118620714829
Nup85,19551.0,11,1.0,0.2459194629375338,17,0.1172706098476537,4,-0.3463225389670759,-0.6780719051018176,2.0,0.1022366054338648,0.6081236233507971,0.2697678343698166,0.1870913037235682,0.2823241457543476,0.2815813339021642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477028699854044,0.1403184195374623,0.1188348894499389,0.3037812099065752,0.2337862981835261,0.2407550143329495,10.982280604558357,0.0734447457964507,2,0.1692688073627342,10.76747485103636,0.0754032846226862
Mrps35,31227.0,8,1.0,-0.0817119255450244,27,0.2280544014844521,5,0.3473931188221805,-0.9999999999278651,1.0,-0.1824684439247077,1.122709651317729,-0.0645119827187443,-0.5014774658744088,-0.21931879330867,-0.1641702851190958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0059551976864447,-0.0444991220721162,-0.0846324719323758,0.6294557064770863,-0.0697588701079837,0.0667970700019714,11.47319838367758,0.1863036374080983,3,-0.1919842590460585,10.817846040084095,0.2911984903304253
Cnot8,14441.0,7,1.0,0.1605274179570961,22,0.1587938277801961,5,-0.0643856189772319,-0.6780719051018176,1.0,-0.0005554250014423,0.2986349361042934,0.141873262464487,-0.1256031047601782,0.0532230725264433,0.0887435224106321,0.0,0.0,0.0011366817631515,19.145693374677023,0.0027881207,17.872674880270605,0.0015825340692727,17.77726046151859,0.0014405503417116,17.095067301607052,-0.0015552013,0.0521606322728194,0.1983716810765436,0.0903235098070093,0.5033793718484487,0.1021650294837883,0.171699253307163,11.073472153976528,0.1051154198502211,3,0.0963714649038962,10.605053224262402,0.1258704516141269
Mef2c,163046.0,0,0.0,-0.3439427628143239,26,0.3484869312077414,6,-0.0927322247452359,-1.3219280948440812,0.0,-0.4727193044021884,0.2388099408950619,-0.3225989762041755,-0.2690271804664537,-0.1052985770406287,-0.0880131847959422,0.5710756582557593,15.716081417291583,0.0011678566880861,20.72480276154889,0.002478679,20.046541865247647,0.0007905085439229,19.974740221086687,0.0011006401557667,18.34978226958397,-0.0018650834999999,0.0336621960937262,0.1479073110149718,0.312023353713852,1.2415436916089442,-0.1190145010895515,0.6588977212255638,16.221719271636026,-0.1315484557012482,20,0.4067951306882414,14.441175307222618,0.5879239096459092
Cutc,15642.0,8,0.0,-0.0168123965157989,20,0.2703912099593086,4,-0.5804820237020035,0.0,1.0,-0.2183110106356736,1.0819898533861472,-0.0016867981978797,0.052080199323635,0.1674120354796244,0.1065711385229688,0.7694226657163221,12.144976824050143,0.0022702019237545,16.264515906039016,0.0028576589999999,16.06852638884625,0.0026633357101729,15.987331979101016,0.0015603351667252,15.619933366192983,-0.000849008,0.0235234441382732,-0.1573627110824509,-0.0956402306802189,0.7894178271226177,0.0142179828251902,0.224566009136979,12.47876961947579,-0.1495160506397064,4,0.3048593650189386,11.70839683442818,0.2768255045168228
Cdh7,157726.0,4,0.0,-0.501285943992746,24,0.3136452835327485,9,0.0461152776851815,-1.1699250014222748,2.0,-0.8450444956008987,0.9198952538541608,-0.5127503999323468,-0.6054666164006659,-0.2977733846405246,-0.3098708532609229,0.0525889467370738,13.054095520550764,0.0004681995753549,21.17035542891129,0.0014305666,20.811316947032203,0.0010162129696808,20.85309769955888,0.0005506005858339,20.619401475259814,-0.0007001154,-0.029749717318724,0.1173976039048138,0.0960889362600931,2.401365081314537,-0.2840244300715877,0.1806518976962445,16.05466790502201,-0.0695194239460316,7,0.1653534883717515,13.64607217280968,0.3527478554338334
Adcy10,91591.0,1,0.0,-0.1494726173252547,16,0.2779925080667476,8,-0.4407586014459752,-0.999999999981966,0.0,-0.3689794903994574,0.7195033186775073,-0.1502763549246142,-0.0933382794319808,0.0133935522279685,0.0124925738576693,0.0,0.0,0.0014992684935985,15.119224848355929,0.0008738349999999,14.422393330942478,0.000935736496586,14.287021765287538,0.001625851874357,13.545567843664609,-0.00288619,-0.0087863375623773,-0.0644942977941965,-0.0512446943976382,0.5442693543551199,0.074846702496246,0.2681852514030467,15.354318263753887,-0.2092570418094531,5,0.4483567936294148,14.941202260314553,0.0688359613099658
Trmt1l,29619.0,9,0.0,-0.1915570232107644,12,0.18076124150741,4,0.2018387305105365,-1.5849625006249766,3.0,-0.4302447338187978,0.7071067811355406,-0.2357060541131477,-0.2172989513530838,-0.1216156093953588,-0.1408921781911312,0.0,0.0,0.0011099066893969,19.95032236968159,0.0022612886999999,17.92970918040783,0.0015083904977885,18.140177117872238,0.0012397842741841,17.788393353295447,-0.0027943292999999,0.0992204708052241,0.1473958141768929,-0.0001181328072427,0.4631717595524209,0.0610507338337993,0.168829097330192,11.164906926675751,0.0130569537522906,3,0.252991264097373,10.726401550097313,0.2442479356457965
Ehhadh,26520.0,7,0.0,0.0596007314679387,25,0.1444378362799581,5,-0.599999999975955,-2.3219280947719465,0.0,0.0430421922763386,1.1207377321183083,0.0596007314679387,-0.0870836597126598,0.0839759831048986,0.1033848219735391,0.0,0.0,0.0016459596644901,18.187729014643978,0.0007654586999999,17.985058085659308,0.0013092138109269,17.388766209618282,0.0018346368891049,15.56789667469324,-0.0029912389999999,0.0173978386563293,-0.0072744282281975,-0.0255141651228138,1.406705110906047,0.8670756997387793,1.4228032047187575,13.641374424294524,0.3903802446282184,3,0.9624088653536068,12.021594849447334,0.6475886517908389
Galnt3,42228.0,6,0.0,-0.1964232100014955,30,0.1905103990511816,8,0.0490396778619436,-0.9999999999278651,0.0,-0.4104307801290501,0.9364142674338936,-0.2151899013867811,-0.1728871777610399,-0.017021546823796,-0.0604610939983174,0.0,0.0,0.0,15.925554439873554,0.0028224306,15.925554439873554,0.0,15.925554439873554,0.0,15.925554439873554,0.0029130726,0.0153217320980714,-0.0676587543862383,-0.0084520021944254,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zbtb44,45241.0,7,1.0,-0.0048205728503005,17,0.2378993114945276,6,0.3616541668870146,-1.5849625006249766,3.0,-0.2244328913007116,0.6226948968966028,0.0293730102067,-0.1136135200712162,0.0377423000065485,0.010488679469859,0.0,0.0,0.0010930254231085,19.17222483029209,0.0019789902999999,19.097036781163748,0.0011406480154625,19.103454752032007,0.0008701370645164,19.044642253348936,-0.0009441559999999,-0.0183791174993949,0.0895773779057994,0.0049701109857493,0.6775155880193494,0.1122327466915137,0.2192843080524644,10.954923292030394,0.1282028300481048,3,0.1412035534268296,10.358940332856752,0.195166940187053
Appl1,52244.0,3,0.0,0.0814858720575513,22,0.1086168731318011,3,-0.3333333333092884,-0.9999999999278651,1.0,-0.0936922023414581,0.5024004466633608,0.0295386783856789,-0.013281403279505,0.1068538468945289,0.1437401987737394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0820060966957496,-0.0034725863454472,0.0316042285528948,1.362344730927431,0.2097845915083199,0.4501257095002098,14.167339736361855,-0.0430811751065516,5,0.5020199240329295,13.132857350317323,0.293408388678151
Cpsf7,22387.0,9,0.0,-0.0121016363238579,16,0.2301935718939285,3,0.4347177977147991,-0.5849625006971113,2.0,-0.0733739419504133,0.767053694511163,-0.0093327668217696,0.1568196299435151,0.1874296479331495,0.1669497713257799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363274814124477,0.2537803280264754,0.1944997002718409,0.2569565414490346,0.1588994489537121,0.1765606362309482,11.141468555393148,0.0771967235901573,2,0.122961721924931,10.959772842464291,0.1007945328742976
Sh3bgrl,102508.0,11,0.0,-0.2234313910753274,28,0.5222723481199765,11,0.0531784091542828,-0.9999999999278651,0.0,-0.5518133287198421,0.2579442171905006,-0.2493440137109339,-0.7217608082065898,-0.3069441948533558,-0.2394113820431953,0.1616341808440054,13.236269997875135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063058274530034,0.2083620869897168,0.1006295837802442,0.0,-0.0210043164216207,-0.0210043164216207,13.13185696060881,0.3726533299213366,1,-0.3936576463429573,13.13185696060881,0.3726533299213366
Lnx1,110465.0,2,0.0,-0.0972875042778096,22,0.1056417953415813,4,-0.7443199808320416,-1.5849625006249766,0.0,-0.6315949996758157,0.8164965808835528,-0.1889860619040481,-0.0475572540275939,-0.0021929673823709,-0.0389232098181044,0.2432970777093434,14.765337903849316,0.0009079913306038,20.432915990558065,0.0039877626,18.289946827081863,0.0009266136138468,18.179690581424683,0.0011014848879615,13.820278702816962,-0.0021076889,-0.0200258038141386,0.0366146486777316,-0.0164570467194067,1.1122018504475704,-0.0708041243805337,0.1449658280462611,15.579345404089567,-0.2065869457639134,5,0.3924223969016405,14.69869853928532,0.101712764602126
BC006965,118049.0,1,0.0,-0.2598312975839729,22,0.2306235807461991,2,0.4999999999819664,-0.5849625006971113,0.0,-0.435568123718177,0.499999999990983,-0.233965647023586,-0.2507380604245441,-0.1264014242810562,-0.1264014242810562,0.4582339879884308,13.894630601955186,0.001238706991211,21.047900718610105,0.0033654804,18.39618194848385,0.0010667094165837,18.25666041723831,0.0010743154007445,13.556625795307005,-0.0023258266,-0.0025671796254054,0.0162820336086426,0.0619753971232122,3.8375235902401608,-0.006880701643637,0.3998011716569829,15.657262616649495,0.0479270605509425,6,0.2810126230754366,11.582447793015652,0.4120528852044072
Gnai2,21242.0,11,1.0,0.0635944126767544,16,0.3024772181047055,5,0.5533425874996168,0.0,3.0,-0.1597964999467471,0.5843534108513226,0.0391506573636974,0.1426807181579583,0.1987353941892279,0.1851917708080783,0.0,0.0,0.0031154525048803,16.616950812666747,0.00175054,16.100283319727843,0.00180712388753,16.048927437630304,0.0028378898728358,15.305919236202762,-0.0042638469999999,0.0217209279454166,0.0408018305210162,0.0416713632172171,1.9225385478999428,0.2591556746458293,0.4535242860094892,12.01993815642483,0.2094444697480177,6,0.0970372195082509,10.16520695046628,0.3983779483120568
Fam53a,29288.0,3,0.0,-0.002492478615478,17,0.3373357575585327,6,0.3899750004775646,-0.7369655941565885,0.0,-0.1786642902269779,0.7066002887093319,-0.0228087884035107,0.0494435032563753,0.1714480706227569,0.1782342066610365,0.0,0.0,0.0016368875375859,19.12060239371419,0.0037907598,17.72539954398583,0.0015303973495508,17.693608471352242,0.0017964505616304,15.511196713816249,-0.000873271,0.0286550489762642,-0.0477673808301634,0.0480458145234813,0.398581337429594,0.1450182420384912,0.322068555878233,11.425215903299437,0.0974345333727868,3,0.1869996351777567,11.034049439143038,0.1350689207004762
Scfd2,326943.0,5,0.0,0.0,17,0.1053414099503058,1,0.0,0.0,1.0,0.0,0.0,0.0,-0.0134892207317527,-0.0134892207317527,-0.0134892207317527,0.5056333495502083,14.794233826211896,0.001200902204996,20.62087309801767,0.0039661238,18.123798091251857,0.0010841521826418,17.663836629321327,0.0012578005864546,13.416137768578286,-0.0026792706,-0.0078781873168143,-0.0069933672063314,-0.015065894315615,1.0746805826214243,0.2120609610391742,0.5949870224200566,17.15225512920182,-0.2438971467625035,2,0.970058706521252,16.3923412016207,-0.1127226094238116
