gene_name,gene_length.meta,count.enhancer_DMR,9mo.2mo.activity.log_ratio.count.5kb-20kb.enhancer_DMR,9mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,count.enhancer_peak,18mo.9mo.activity.log_ratio.max.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.count.20kb-5Mb.enhancer_peak,18mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,9mo.2mo.contact.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,9mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.contact.log_ratio.std.20kb-5Mb.enhancer_peak,9mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.2mo.activity.log_ratio.median.20kb-5Mb.enhancer_peak,rel_pos.DMR,distance.log2.DMR,18mo.9mo.Q.std.loops,loop_size.log.max.loops,9mo.2mo.Q.max.loops,loop_size.log.median.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,loop_size.log.min.loops,18mo.2mo.Q.min.loops,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.9mo.log_ratio.max.atac,log2_distance.mean.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Smpd4,-0.11555661565624177,0.0,0.1375616044178605,0.0,-0.04592789877206087,-0.0026669626496732234,0.0,0.0008383751474320888,0.0,-0.04970709312707186,0.0,0.0,0.0,0.0,-0.34653594814240934,0.0,0.0,0.0,0.0,0.0010376480221748353,0.0,-0.019354820027947427,0.0,-0.0067645484767854215,-0.019688203153200447,-0.007918723449110985,0.0,0.0,-0.0272663746913895,0.004550234200432896,-0.00717919260263443,-0.013611825164407492,0.0011049877852201463,0.0,0.0,0.0,0.0,0.0,0.35983137164264917,1.0,0.0
Stx4a,-0.16110394947230816,0.0,-0.11986699121072888,0.0,-0.030806983970105648,0.12294697787612677,0.0,-0.003593036159873009,0.0,0.0342696638032794,0.0,0.0,0.0,0.0,-0.24687278253026307,0.0,0.0,0.0,0.0,0.0010376480221748353,0.0,-0.006261853538453579,0.0,-0.015066494345664977,-0.025315149473026394,-0.0216191253811121,0.0,0.0,-0.025387185094878077,0.0023021790385246276,-0.003015260882675648,-0.02395260915160179,-0.0024862224608659745,0.0,0.0,0.0,0.0,0.0,-0.079520293045789,1.0,0.0
Zfp317,-0.18097260314971209,0.0,0.08556822530925273,0.0,0.07864283353090286,-0.008000887930393219,0.0,0.0008383751474320888,0.0,0.01814607858657837,0.0,0.0,0.0,0.0,-0.3438073820713907,0.0,0.0,0.0,0.0,0.0010376480221748353,0.0,0.018785560615360738,0.0,-0.015066494345664977,0.026673871902748943,-0.02089359037578106,0.0,0.0,-0.052848596144467595,-0.00958758340217173,0.00402034793049097,-0.020124656073749067,0.0011049877852201463,0.0,0.0,0.0,0.0,0.0,-0.15036535754799843,1.0,0.0
Gm19461,-0.12275913999415934,0.0,-0.18166727237403393,0.0,-0.04592789877206087,-0.0026669626496732234,0.0,0.0003593036159873009,0.0,0.0342696638032794,0.0,0.0,0.0,0.0,-0.25533592582680287,0.0,0.0,0.0,0.0,0.0007782360166311265,0.0,-0.006261853538453579,0.0,-0.0067645484767854215,-0.02142396938987076,-0.0216191253811121,0.0,0.0,-0.02670463194139302,-0.004630654598586261,0.005197735568508506,-0.013611825164407492,-0.0024862224608659745,0.0,0.0,0.0,0.0,0.0,0.2827683201804757,1.0,1.0
Gtf2h3,-0.19165645577013493,0.0,0.0822718607634306,0.0,-0.030806983970105648,-0.008000887930393219,0.0,0.0008383751474320888,0.0,-0.10813627559691667,0.0,0.0,0.0,0.0,-0.3205953046027571,0.0,0.0,0.0,0.0,0.001556472033262253,0.0,-0.019354820027947427,0.0,-0.015066494345664977,0.018273459440097214,0.039819822423160074,0.0,0.0,-0.030424526873975993,0.003383016875013709,-0.0045946833491325376,-0.02395260915160179,0.0011049877852201463,0.0,0.0,0.0,0.0,0.0,-0.13144265696406365,1.0,0.0
Ercc2,-0.19659801982343197,0.0,-0.12547940937802196,0.0,-0.030806983970105648,-0.008000887930393219,0.0,-0.006467465423047543,0.0,-0.058816666416823864,0.0,0.0,0.0,0.0,-0.25248520215041936,0.0,0.0,0.0,0.0,0.001556472033262253,0.0,-0.019354820027947427,0.0,-0.015066494345664977,-0.011272885170765221,-0.006963336504995823,0.0,0.00013812347315251828,0.0316327581834048,0.0028210030496120453,-0.003015260882675648,-0.02395260915160179,0.0027624694630503654,0.0,0.0,0.0,0.0,0.0,-0.10005590539425611,1.0,1.0
Eif4h,-0.16574704997241496,0.0,-0.1222894255630672,0.0,-0.030806983970105648,-0.008000887930393219,0.0,0.0003593036159873009,0.0,0.0342696638032794,0.0,0.0,0.0,0.0,-0.2492952172178775,0.0,0.0,0.0,0.0,0.0007782360166311265,0.0,-0.006261853538453579,0.0,-0.015066494345664977,-0.02142396938987076,-0.0216191253811121,0.0,0.0,-0.02780961978249252,-0.005220769122242928,-0.003015260882675648,-0.02395260915160179,0.0008287408202886582,0.0,0.0,0.0,0.0,0.0,-0.10005590539425611,1.0,0.0
Dctd,-0.1769388823583722,0.0,-0.23612834936007857,0.0,0.07864283353090286,-0.008000887930393219,0.0,-0.013174466229975224,0.0,-0.09783971969038248,0.0,0.0,0.0,0.0,0.2574708933569491,0.0,0.0,0.0,0.0,-0.011414128243923188,0.0,-0.019354820027947427,0.0,0.13498348999768495,0.029389207242056726,-0.005633188597857952,0.0,0.0005524938926100731,0.054405287876725196,0.002723689414560795,-0.004163931785151362,-0.020124656073749067,0.004972444996237755,0.0,0.0,0.0,0.0,0.0,-0.09938680497929454,1.0,1.0
Ccdc85a,0.3397880855947733,0.0,0.23422567948698997,0.0,-0.015273633040487766,-0.008000887930393219,0.0,0.01221632309257984,0.0,0.12710980705916883,0.0,0.0,0.0,0.0,0.41627314476296307,0.0,0.0,0.0,0.0,0.001556472033262253,0.0,-0.006261853538453579,0.0,-0.015066494345664977,0.1459085350111127,-0.010868683271110059,0.0,0.0039227065816521646,0.23139639537781476,0.004366540964692831,-0.0077535280212759974,-0.010300911292433738,0.017320683225989342,0.0,0.0,0.0,0.0,0.0,-0.1225405615195632,1.0,2.0
Hnrnpab,-0.19182210184633733,0.0,-0.11638942392542959,0.0,-0.030806983970105648,-0.008000887930393219,0.0,-0.003593036159873009,0.0,-0.0227574285492301,0.0,0.0,0.0,0.0,-0.2433952158410102,0.0,0.0,0.0,0.0,0.001556472033262253,0.0,0.0626185353845358,0.0,-0.015066494345664977,0.019240839555859566,-0.0076768783852458,0.0,0.0,-0.02610660023987293,0.0028210030496120453,-0.003015260882675648,-0.02395260915160179,0.0008287408202886582,0.0,0.0,0.0,0.0,0.0,-0.10005590539425611,1.0,1.0
