gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,18mo.2mo.T.median.loops,18mo.9mo.T.std.loops,min_distance.log.max.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,18mo.9mo.log_ratio.mean.atac,18mo.9mo.log_ratio.min.atac,9mo.2mo.log_ratio.max.atac,DEG,pred
Rnf11,0.08588192695751787,0.004180910242721439,0.0,0.0,-0.0015631809458136559,0.0,0.1150546807050705,0.013062637634575366,-0.0025193613767623903,-0.08048889328259974,0.0,-0.017412921767681836,-0.020991242728196084,-0.008362769484519958,0.0016816023737192154,-0.011556100733578205,0.00480542778968811,0.05743390952236951,0.12963147954083978,-0.04103524027159437,-0.03366465739905834,-0.039484310336411,-0.011159399319440126,-0.0033144601527601483,0.00011193949729204177,-0.06209627545438707,-0.0148862393386662,0.00427049433812499,0.03279339466243982,0.021416869978420437,0.012869692537933589,-0.0064662036346271635,-0.10937665382400155,1.0,0.0
Mrpl1,0.2686200542654842,0.003724324284121394,0.0,0.0,0.05677555128931999,0.0,-0.04035277871415019,-0.005866454066708684,-0.0025193613767623903,-0.017019204618409275,0.0,-0.035274879923090335,-0.05708890976384282,-0.002613365538418293,0.0026921742968261243,-0.008095074146986007,0.019097163826227188,0.009397049122489988,0.02490154458209872,-0.11901259013451636,-0.008308605570346118,-0.03153975778259337,-0.006146268099546433,-0.006057461751624942,0.017608370836824178,-0.09878255259245634,-0.018127561546862125,0.0012082619033753873,-0.017008465537801384,0.024857728201895954,-0.013164372970350087,-0.018939003404229878,0.09792017418658361,1.0,2.0
Abca2,0.08504185966216028,0.009226456359028816,0.0,0.0,-0.016654787752777338,0.0,-0.017743299078429118,0.0012515102326869964,-0.0025193613767623903,0.0453665870486293,0.0,0.02372851031832397,0.13930832455400377,-0.001306682825088501,0.013709222879260779,-0.046951719326898456,-0.04285620798356831,-0.04097962967585772,-0.009910901634721086,-0.008860828117467462,0.001769441691285465,0.04761931201443076,0.007691337633877993,0.05364853894338012,-0.11844064073637128,0.1411219685524702,-0.014944345206022263,0.01789542709477246,0.0357466269377619,0.003326022184919566,0.03216407530009747,0.002741797072812915,0.22932093349751084,1.0,2.0
A930029G22Rik,-0.0018127560941502451,0.0033438359666615723,0.0,0.0,0.013690812140703201,0.0,0.17873366989195347,-0.005866454066708684,0.013856487572193146,-0.06287067731842398,0.0,-0.030879220869392158,-0.027743393345735966,-0.008362769484519958,0.0037538411095738413,-0.009085867293179036,0.006495848149061203,-0.021133423764258624,-0.029308999478816985,-0.017491648751311005,-0.005040823651070241,0.011800037119537593,-0.003687761165201664,-0.006857503857463598,-0.026071208203211425,-0.061838583806529644,-0.013118248423561454,-0.05940318653360009,0.055802159076556564,0.001068151283543557,0.013330881241708994,0.0022504923865199087,-0.13798163247294723,1.0,1.0
Gm16183,-0.5752285369485617,0.0032051410898566246,0.0,0.0,-0.0015631809458136559,0.0,-0.030212877467274666,-0.009542765375226737,-0.009447605162858964,-0.02306847128784284,0.0,-0.015601432444527745,0.10233538644853979,-0.0031360386684536933,0.0014529571682214736,-0.016792785385623576,0.003105443678796291,0.02526803731219843,0.021613670508377255,0.048458393504843114,-0.005989463962614536,-0.07959576405584812,0.0021085510728880764,-0.0017829510243609547,-0.015406981017440558,-0.023894127989187837,-0.02363723542075604,0.010804424267262221,0.015623935712501407,-0.0037635407294146716,-0.02118278014473617,-0.002282189545221627,-0.18869940131902696,1.0,1.0
Dbn1,0.0658525045029819,0.0033438359666615723,0.0,0.0,0.013690812140703201,0.0,-0.055351807093247773,0.002033704072237015,-0.0025193613767623903,0.16229505251860246,0.0,-0.019282949827611445,-0.0028831302979961037,-0.0027875899150967597,0.0037538411095738413,-0.003139619780704379,0.006495848149061203,-0.043583185244351626,0.09672147706151009,-0.009539591828361154,0.008984558806987479,0.04262421045452356,-0.003687761165201664,-0.006857503857463598,-0.02161317675374448,-0.04901556275784969,-0.01307994888164103,0.01689040841534734,0.0641673634480685,-0.026055168278981,0.014156744349747896,-0.0036610122676938774,-0.04384225791087374,1.0,1.0
Usp6nl,0.3548851942527108,0.0034579824469983577,0.0,0.0,-0.0069838739652186635,0.0,-0.03298438442870975,-0.005866454066708684,-0.0025193613767623903,-0.010832781216595321,0.0,-0.035274879923090335,-0.057626950833946464,0.015244632214307784,0.007670193556696177,-0.029594860188663006,-0.017140909917652606,-0.09824444835074246,0.029528817180544138,0.22881839378736912,0.012164358645677567,-0.013660414665937424,-0.0033370316959917545,-0.019429594464600086,0.010399229079484939,-0.044464768478646874,0.03139365028589964,-0.006163779143244028,-0.014620899138972163,-0.008413490741513669,0.035193397430703044,0.0072586304787546395,0.056719662109389904,1.0,2.0
Psma1,-0.36025378447957335,0.0036862754076719285,0.0,0.0,-0.011367677580565214,0.0,-0.01893834593705833,0.004114339835941791,-0.009447605162858964,-0.059972304159309715,0.0,-0.031840820088982584,-0.06455844851210714,-0.0029618142917752265,0.0015422387421131134,0.028089958606287838,0.003105443678796291,0.07825150531716644,0.0066905781859532,0.026194426151923834,-0.005989463962614536,0.04262421045452356,-0.004839632427319884,-0.0033144601527601483,-0.018008360797539355,-0.02432230455800891,-0.03266950491815805,0.014055008012801408,0.022519920761696996,0.0006131207873113453,0.012869692537933589,-0.0036610122676938774,-0.08614404587075114,1.0,1.0
Wdr45b,0.10307581218425184,-0.012834064308553933,0.0,0.0,0.014866220448166132,0.0,-0.0344424412958324,0.0012515102326869964,-0.0025193613767623903,-0.019174649473279716,0.0,-0.014598076059482991,0.02269247006624937,-0.002613365538418293,0.00822764791548252,0.022081388887017966,0.024483076427131892,-0.017008627532050014,0.015990789462812245,-0.00816108908969909,-0.004348392404499464,-0.05224533842876553,0.004343040622770787,-0.019429594464600086,0.06061500251293182,0.18248029043897987,-0.025884331949055196,0.013828175980597735,0.026511129774153232,0.00428536097984761,0.018930574217811226,-0.018939003404229878,0.1690528951631859,1.0,1.0
Shisa4,-1.0984791972860695,-0.010660376800224185,0.0,0.0,0.005078088156878948,0.0,-0.015968989208340646,0.002096279636025429,-0.009447605162858964,-0.017834342513233424,0.0,0.016734538748278283,-0.002844037814065814,-0.0016551315784454346,0.0015422387421131134,0.009300976507365704,0.007823144365102053,0.0692363654403016,0.019973120585782454,0.03736235249321908,0.004581148597353603,0.017523224260658027,0.0021085510728880764,-0.0033144601527601483,-0.018285990152508022,0.05610974004957825,-0.02132685055490583,0.009236495359800756,0.011991963852196932,-0.012028642664663493,0.012869692537933589,-0.0017116421274840832,-0.1840587368607521,1.0,0.0
