gene_name,gene_length.meta,9mo.2mo.contact.log_ratio.mean.20kb-5Mb.enhancer_peak,18mo.9mo.activity.log_ratio.count.0-5kb.enhancer_peak,18mo.9mo.activity.log_ratio.median.5kb-20kb.enhancer_peak,18mo.2mo.activity.log_ratio.min.20kb-5Mb.enhancer_peak,18mo.9mo.Q.std.loops,9mo.2mo.Q.median.loops,loop_size.log.max.loops,9mo.2mo.Q.mean.loops,9mo.2mo.Q.std.loops,loop_size.log.mean.loops,18mo.2mo.Q.std.loops,18mo.2mo.T.median.loops,18mo.9mo.T.std.loops,min_distance.log.max.loops,9mo.2mo.log_ratio.mcg_genebody,18mo.9mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mcg_genebody,18mo.2mo.log_ratio.mch_genebody,9mo.2mo.log_ratio.mch_genebody,log2_distance.std.atac,log2_distance.min.atac,18mo.2mo.log_ratio.mean.atac,18mo.2mo.log_ratio.max.atac,log2_distance.max.atac,9mo.2mo.log_ratio.mean.atac,count.atac,18mo.2mo.log_ratio.min.atac,9mo.2mo.log_ratio.min.atac,log2_distance.mean.atac,18mo.9mo.log_ratio.mean.atac,18mo.9mo.log_ratio.min.atac,9mo.2mo.log_ratio.max.atac
Psma1,11512.0,0.0,0.0,0.074125458476589,0.1812353874871122,0.0004258050479347,-0.00023967285,17.811274335606463,-0.0001300279499999,0.0005022440139357,17.671747345766214,0.0001343063449674,0.09992864,0.0166306037515496,14.086302118782552,-0.0160659183308314,-0.0040757911395276,-0.0201417094703591,-0.0188657049072253,0.0438519547675283,0.8243312993498451,9.53332973230603,0.0612253022244818,0.3150611167279853,11.418906731257952,0.2012311272418999,4,-0.0446254198327418,0.0655716998259992,10.68936479785802,-0.1400058250174181,-0.2516244514826093,0.4083135237432308
Pik3ip1,12570.0,-0.0299556719250254,0.0,-0.110596674212212,-0.0445189581728757,0.0013430761287947,0.0009405315999999,17.458102174514448,0.0007831134333333,0.0009831156872942,16.688671337819436,0.001150032719079,-0.035167817,0.0445796353543796,13.869882970141292,0.036219499246559,-0.0537153085955306,-0.0174958093489715,-0.0516747544938021,-0.0664812755235835,0.7013124112143231,11.009128789539329,0.1256540261372061,0.2660595766752143,12.85584179604996,0.2270371295374413,5,-0.0582833145915615,0.0905976802056369,11.740455386350424,-0.1013831034002351,-0.2028898885167538,0.3557893596213408
G630016G05Rik,18686.0,-0.0963225389717135,0.0,0.0,-0.509369221207896,0.000547068633656,-0.0001092715,20.474880330347645,-0.000139664772,0.0005413454109073,18.98908597355633,0.0005717230740379,0.068049998,0.0426676232749835,14.128558267111522,-0.1209470468563258,0.0051225047861066,-0.1158245420702192,-0.139287970040813,-0.1532386767877454,1.714791101658115,8.531381460516702,-0.3384643972999013,-0.1214611573921633,13.37924297267008,-0.2332874035606143,9,-0.5211081906124564,-0.4799365112067519,11.94911827248577,-0.105176993739287,-0.4134307199440796,0.2519714946262156
Zfp867,11277.0,-0.4050042969867993,0.0,-0.3680388171410231,-0.0400411810530698,0.0017354101523497,-0.00026313625,18.973436724136054,-0.0003763478368421,0.0008438862536956,18.037191369193653,0.0015121139994322,0.0016213799999999,0.0518024252703432,14.228593251782884,0.0118651717379026,-0.028926839788338,-0.0170616680504354,-0.0721537223888597,-0.0578655151036714,2.5075320828016903,6.942514505340413,0.2001667648605513,0.3905549782279943,11.436711542137266,0.2648371966409392,3,-0.0185281154170446,0.1368344516062754,9.832073241674909,-0.0646704317803879,-0.1622460320018784,0.3907194637725828
Wdr45b,27221.0,0.4574998319355428,0.0,0.0,-0.1827358151850964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336438637892273,-0.0077777859024882,0.0258660778867391,-0.0074082805995208,-0.0372757027916761,1.0364379611004837,10.736401931318374,0.1867517873104175,0.3597968236640748,13.68057929578026,0.2446879873646653,6,-0.0211764526366651,-0.1752821411349245,11.670934411299443,-0.0579362000542477,-0.2622452491095405,0.5743234752006744
Srsf9,5903.0,-0.1154772174194738,3.0,-0.0523146465576207,0.0398410380311373,0.0014924921733991,-0.0005411375,17.74946355996882,-0.00060455136,0.0010513338288042,17.080410611258387,0.000757844897855,0.017712845,0.035966484805943,13.889599024528428,0.107407477538979,-0.0617008021592757,0.0457066753797033,-0.0898279179338086,-0.002908528416615,0.4829016586656399,10.147204924942356,0.0520278186916541,0.197443350642426,11.302067672526576,0.1777069693716445,4,-0.2086247981084911,-0.0693638037551125,10.672371572218276,-0.1256791506799903,-0.3996437682071578,0.4154029485801827
Metap1,30559.0,0.1892558116252003,1.0,0.0,-0.2086247981235365,0.0006017611554623,-0.0002638495,19.472064092747637,-0.000218801504054,0.0004670052229463,18.84010537266266,0.000608818196591,0.019948488,0.0891287516964879,14.491853096329674,0.014844569608597,-0.0053141968391785,0.0095303727694185,-0.0354722610669646,0.040428671087992,0.7665169734905909,10.484822894262246,-0.0956292869868804,0.2375685642694498,12.576484346796876,-0.0257137908612806,6,-0.4024268082239421,-0.3512073559399651,11.314155671928653,-0.0699154961255997,-0.4398284099979437,0.3433960471022586
Nudt4,17139.0,1.4150374992487875,0.0,0.0,-0.3762509576633768,0.0016496023263754,0.0002049813,21.001160759772848,0.0002217286163934,0.0012168279518247,17.687527570688516,0.0014893191431977,0.02050842,0.0839779820258664,13.980764372110905,0.0396750492997891,0.0016164170547769,0.0412914663545661,0.0267056507898658,-0.0268800828881427,1.357920564441047,8.60733031374998,-0.1020434981201768,0.3115355630252123,13.122989722854587,-0.0490270554923532,9,-0.6314556246078125,-0.3311720623052636,11.534811399338984,-0.0530164426278236,-0.3002835623025488,0.3440366380302045
Hsf1,24491.0,-0.2924812503579732,1.0,-0.086242266857905,-0.2029089910321362,0.0019938630934408,-0.0005463435,18.09506730160705,-0.0007197932714285,0.0005287392519122,17.2067452057537,0.001776172984495,0.0209523199999999,0.0292930112819627,13.914852250515,0.0398371637865849,-0.0398692114397009,-3.2047653115957475e-05,-0.0075752560469468,-0.0240876180368374,1.4707718100104077,9.93957921431484,0.1266386442208365,0.3784420716094528,13.613098794209234,0.2956177695572726,7,-0.137567492166146,-0.04207996542294,12.036849503251952,-0.168979125336436,-0.6342368903507355,0.5014229281089081
Snph,42044.0,-0.3522720582339542,0.0,0.0,-0.0559375846750196,0.0012094229440615,-0.0002785572,16.519697674178808,-0.0002173888529411,0.0006390441147431,15.926752783827435,0.0010010714533013,0.0543037799999999,0.0528982756774685,14.388757284216586,0.0071299930766288,-0.0127385090474103,-0.0056085159707814,0.0817193855008595,0.0936439520486336,1.378093668466802,9.68123841177798,0.1075944560817755,0.4109323656154391,14.325235174001335,0.1225844552051375,16,-0.1137935235611349,-0.0809093164749068,13.095645891905,-0.0149899991233619,-0.1910382986220202,0.3982022078231145
Cstf2t,4232.0,0.0,0.0,0.0,0.0,0.0007351270182519,0.0002537124999999,19.713977134251547,0.0003271058774193,0.0008970196161701,18.09478584620599,0.0006330526084135,0.0369474,0.0605082925098102,13.404210220051198,-0.0321957002147378,0.031081363345298,-0.0011143368694397,-0.0329768872633998,-0.0196232058855764,0.3224700799931996,10.767356854125769,-0.2395518117507385,-0.1546631169897361,11.223398414711689,-0.1809692883602298,2,-0.324440506511741,-0.2513607711090211,10.995377634418729,-0.0585825233905087,-0.0730797354027199,-0.1105778056114386
Edem1,30715.0,0.0,1.0,0.0,0.0,0.0004581950451082,-8.25976499999999e-05,21.78647703589152,-9.203642975609755e-05,0.0004437964188378,21.208072581768747,0.0004813647104909,-0.02079208,0.0586367957330892,14.511690893239924,0.0310872170648837,-0.0070407842425936,0.02404643282229,0.0246982089792551,0.0107076465391524,1.550671711764392,10.092757140919984,-0.1025698755399261,0.2353339242901583,14.0620461377205,-0.1084777697735672,9,-0.3962762928385265,-0.2944363549781704,12.621954606714551,0.005907894233641,-0.3170756560465929,0.1259137930939711
Mdk,2492.0,0.1373908867841263,2.0,-0.0128383237780833,-0.2785042421138053,0.0012009892735529,-0.0006007165,18.758600602539776,-0.0007112981482758,0.0010610603100907,17.3361502624176,0.0010090648236972,0.01764498,0.0618954703851192,14.119994815250426,0.1989082311933241,-0.0428010247739689,0.1561072064193551,0.0449081384735914,-0.0041258175278755,4.258268601472241,1.584962500769246,0.0863164906149122,0.146885897284466,11.638435913990516,0.1551105113665576,5,-0.0311971469751886,0.0307507299471612,9.051269326451878,-0.0687940207516454,-0.2904344397927689,0.3535281290472452
Shisa4,4180.0,0.324588763347948,1.0,-0.0645325705696812,-0.3575635107792303,0.0017724883945987,-3.639774999999947e-05,18.713977134251547,-0.0001027357649999,0.000824300483563,17.510325198427097,0.0015309618786181,0.0287614449999999,0.044925088479909,14.218033404055769,-0.0376687818399743,-0.0051552745278284,-0.0428240563678027,-0.1269238718467938,-0.1962355633763565,2.6935151529849914,6.247927513445484,0.1542083510855924,0.2610221656021818,11.971184272404711,0.3638823564781293,4,0.0978399941879963,0.266957674548107,10.26063146780897,-0.2096740053925368,-0.3075978079333521,0.4360204529612423
Cyb5b,36831.0,-0.23902364839957,0.0,0.0,-0.1560753705824948,0.0018333649739413,-0.0003153963,17.38414291954647,-5.386010000000014e-05,0.001192207780021,16.332389108938877,0.0025736048335744,-0.0028512899999999,0.0739837600981175,14.846959440011362,0.0337864762825524,-0.0046177645821488,0.0291687117004036,-0.0333197107736139,-0.0474295051995679,0.2875682514964585,10.691743519171364,0.0477235528304635,0.1681625568934283,11.299780402858596,0.1736941009566072,4,-0.0833762100672196,-0.2302223340234359,11.0086686819736,-0.1259705481261436,-0.3938019131700415,0.5420649126278414
Dynlt1a,11160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328811011783222,0.0145756561127793,0.0474567572911015,0.0154758732308917,-0.0402878150154038,0.2603264847000587,11.049167872372236,0.2865331055234456,0.3174740543443559,11.417325117679972,0.3895192487960945,2,0.2555921567025353,0.3417459068561936,11.233246495026105,-0.1029861432726489,-0.1817004340334601,0.4372925907359953
Psmd8,6513.0,0.0,1.0,-0.0406926665301687,0.1270863004074209,0.000909200660451,0.00018357515,19.15708536790678,9.43552880952381e-05,0.0007788268875588,17.843353431611426,0.0011869587085798,0.0585882199999999,0.0537153194688427,13.632654470109475,0.0109129888076923,-0.0145835846966058,-0.0036705958889135,-0.0274379866916468,-0.0057902772786136,0.1997821715930666,11.214319120800829,0.0119003468438977,0.1461154326264733,11.496853777388091,0.2344388506683238,2,-0.1223147389386778,0.1134367534697713,11.35558644909446,-0.222538503824426,-0.2357514924084491,0.3554409478668763
Trrap,92046.0,0.0,0.0,0.0,0.0,0.0012135901301745,-0.0004697720999999,19.17035542891129,-0.000494688372477,0.0008794433050471,16.539778187255358,0.0013560045280934,0.02995475,0.0562849258638628,15.71821176577204,-0.001775200890168,0.0070568562943406,0.0052816554041725,0.0486913128101011,0.0528981808079913,1.9429256216369637,9.108524456778431,0.2649982544579875,0.684359472192396,15.408760945532851,0.3414115529252556,26,-0.0755065240343232,-0.036233857742546,13.271891869816658,-0.076413298467268,-0.7126387382867766,0.8233510229881822
Necap2,11845.0,0.0,1.0,-0.1640712510260793,0.0,0.0016191295951713,-0.0003074794999999,16.747143998186747,-0.0001672632333333,0.0009391498998896,16.358823224819098,0.0011531299843217,0.10844203,0.0688580307642815,13.918863237274596,-0.0009883639284164,0.0296705049534799,0.0286821410250635,0.0496681135268076,-0.0100978033512362,1.2004887250898395,9.06877827798568,0.3410600253152873,0.6968014508352693,12.33427328530722,0.3546574600926483,5,0.1303278469377975,0.0949474424198131,10.9316122821051,-0.013597434777361,-0.162173481895796,0.8589749327310654
Syncrip,35565.0,0.0132361056810692,1.0,-0.1851590501020528,-0.2049049981597632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704955859611625,-0.0214797762654228,0.0490158096957397,0.0314819154655712,0.0255113206435897,0.9902565253831306,10.657318449581377,-0.1106915035286854,0.1837511910119896,13.048316574158491,-0.0325885153719292,6,-0.4100324194168907,-0.3757255268425687,11.855071808092063,-0.0781029881567562,-0.1276762376127825,0.3087778502134548
Dlgap2,751815.0,0.0,0.0,0.0,0.0024036525147206,0.0009627143144939,-0.0002728842,18.510922525660785,-0.000289782569779,0.0009096034122204,17.03250683068228,0.0008560970619726,0.016807609,0.0650660736053136,18.240418687179677,0.0559931575616744,-0.0135668059368926,0.0424263516247818,0.0995011054198204,0.0839725045126658,1.6016812598800236,10.76404221730667,0.0989006025371183,0.5793805935871466,18.523852891455107,0.1316270393532498,196,-0.4645488147550274,-0.5175697871232954,17.015645711655136,-0.0327264368161314,-0.7290033197183886,0.8091196371852968
Ranbp3,38470.0,0.82304518786167,2.0,0.0,-0.296049298886337,0.0008205548877163,0.0001496023499999,18.645264384167533,7.610548148148144e-05,0.0009711592524496,16.72169413553164,0.000971559738116,-0.0164253175,0.0523031858044299,14.812528307906955,0.0279733317711355,-0.0134307140303762,0.0145426177407592,0.062783180842675,0.04253847103422,1.4320387570367663,10.751544059089182,0.1866149261706279,0.4240414113173697,14.329235741733807,0.2619881786512961,7,0.0531217483854278,-0.1699543243165406,12.802594079779096,-0.075373252480668,-0.2982510574559029,0.5472682077951502
Zfp146,8481.0,-0.038146748634367,0.0,0.0,-0.088664272176326,0.0008913538327677,1.6529999999999843e-05,17.362799982760414,-4.540800000000096e-06,0.0006142129057134,16.65413915172981,0.0008773622549022,0.0877810679999999,0.0442050480220482,14.234368389756364,0.0074826375221373,-0.0017618880941757,0.0057207494279615,-0.0528277254275315,0.0101094265825445,0.6613325616828839,10.426264754702204,0.2631077419656326,0.6304090139467325,11.89405984627406,0.3025035824338311,4,0.018451274979498,0.1493166846459166,11.271629558593954,-0.0393958404681984,-0.2435057185096535,0.4097924527046798
Ufsp2,21430.0,0.5293643953778842,2.0,0.0,-0.3802224890886423,0.0009481871131009,0.0004594663,19.3321064989079,0.0004834755571428,0.0007644328782629,18.01562931304857,0.0005588840884067,0.06725987,0.0459217731204423,14.210519152737335,0.0039602693319272,0.0017512236064973,0.0057114929384246,0.0427594521417958,0.0037339192171625,1.128305743900442,10.6456584324088,-0.4544343716055832,-0.328751612994461,12.782588759494985,-0.2786547841171641,3,-0.6389892972253304,-0.3475110976035211,11.504794472310389,-0.1757795874884191,-0.3692309159704745,-0.2186948734931153
